Itration,Running Update Time,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Real Sto Return,Running Forward KL
383,383,4692.19,-4100.3251953125,17.4773,1915000,4647.54,41.3369
384,384,581.39,-5305.849609375,33.1492,1920000,596.11,47.6884
385,385,1614.42,-5215.26123046875,50.875,1925000,1219.62,46.637
386,386,1460.86,-4729.69921875,23.5494,1930000,2586.79,43.3034
387,387,3028.91,-5171.97119140625,26.6571,1935000,2260.18,43.71
388,388,3842.71,-4659.9970703125,19.4389,1940000,3485.72,43.4208
389,389,3950.22,-4488.8369140625,25.3971,1945000,3540.19,42.5047
390,390,4413.41,-4473.1337890625,19.3748,1950000,4347.54,42.7733
391,391,4540.96,-4465.01904296875,19.9863,1955000,4446.16,42.5853
392,392,4447.61,-4431.46923828125,18.5716,1960000,4457.68,41.7306
393,393,4555.52,-4500.83837890625,19.1498,1965000,4093.65,42.625
394,394,4494.09,-4431.5673828125,18.6026,1970000,4411.94,42.2473
395,395,4460.19,-4451.31396484375,19.1083,1975000,4261.51,42.2167
396,396,4660.33,-4505.46435546875,18.7334,1980000,4569.61,41.9963
397,397,4098.96,-4610.12255859375,18.4202,1985000,4310.85,42.2525
398,398,4677.53,-4436.22119140625,18.4233,1990000,4284.47,42.1396
399,399,4375.46,-4492.38818359375,18.7412,1995000,3712.98,41.9897
400,400,4727.08,-4466.845703125,18.8547,2000000,4573.92,41.6705
401,401,4723.18,-4526.509765625,19.3735,2005000,4394.08,41.7224
402,402,4773.79,-4522.23095703125,19.5927,2010000,4459.64,41.642
403,403,4733.66,-4479.875,19.1354,2015000,4483.11,41.422
404,404,4784.37,-4642.814453125,19.5216,2020000,4068.8,42.1048
405,405,4689.69,-4466.35546875,18.5264,2025000,4641.37,41.1212
406,406,4612.48,-4639.787109375,19.7068,2030000,4358.93,41.5479
407,407,4554.81,-4629.54150390625,19.2338,2035000,4437.82,41.7209
408,408,4710.57,-4675.30908203125,19.3738,2040000,4592.82,41.9529
409,409,4721.71,-4598.14697265625,18.6725,2045000,4576.32,40.8023
410,410,4717.48,-4792.93359375,20.0779,2050000,4278.82,41.5369
411,411,4687.95,-4657.27197265625,18.9928,2055000,4451.16,42.1292
412,412,4668.05,-4654.328125,18.8818,2060000,4542.43,42.182
413,413,4672.33,-4699.322265625,19.468,2065000,4580.77,42.3852
414,414,4695.33,-4724.29736328125,19.4938,2070000,4575.06,42.2158
415,415,4677.17,-4687.34521484375,18.8171,2075000,4576.67,41.7787
416,416,4708.38,-4698.7255859375,19.3554,2080000,4617.56,41.9903
417,417,4685.24,-4740.8359375,19.0505,2085000,4580.17,41.4382
418,418,4695.16,-4792.5791015625,19.1847,2090000,4603.91,41.8414
419,419,4666.42,-4756.02734375,18.5611,2095000,4464.86,41.5517
420,420,4578.24,-4855.13330078125,18.7462,2100000,4584.64,41.8791
421,421,4615.08,-4832.5830078125,18.7639,2105000,4603.17,41.9094
422,422,4724.44,-4823.50244140625,18.6699,2110000,4646.8,41.2989
423,423,4690.22,-4880.0302734375,18.7407,2115000,4593.88,41.5148
424,424,4657.01,-4858.9033203125,18.808,2120000,4618.43,41.773
425,425,4609.11,-4947.19580078125,18.0807,2125000,4582.17,41.6088
426,426,4651.97,-4951.76953125,18.5529,2130000,4598.12,41.2937
427,427,4689.43,-4977.54443359375,18.7638,2135000,4629.27,41.4081
428,428,4622.21,-5029.13134765625,18.079,2140000,4588.31,41.4345
429,429,4630.14,-5052.03076171875,18.3278,2145000,4591.47,41.7723
430,430,4706.23,-4993.42919921875,18.0964,2150000,4596.34,41.4482
431,431,4630.6,-5149.6103515625,18.6009,2155000,4584.91,42.1989
432,432,4657.62,-5036.857421875,19.1557,2160000,4620.55,42.4046
433,433,4642.43,-5098.48583984375,18.5517,2165000,4571.86,41.8745
434,434,4650.36,-5150.75146484375,17.9191,2170000,4582.96,41.0347
435,435,4675.99,-5086.80126953125,17.8501,2175000,4610.58,41.356
436,436,4783.34,-4997.4453125,18.8309,2180000,4639.67,41.577
437,437,4704.84,-5086.099609375,18.0363,2185000,4462.89,41.1972
438,438,4722.54,-5189.30322265625,18.4151,2190000,4622.29,41.485
439,439,4693.24,-5072.73681640625,18.3355,2195000,4627.05,41.0152
440,440,4731.3,-5088.546875,18.9868,2200000,4638.58,41.3373
441,441,4718.62,-5197.10205078125,18.4627,2205000,4625.15,41.2816
442,442,4737.62,-5249.47607421875,19.3433,2210000,4643.79,41.5222
443,443,4729.41,-5186.509765625,18.2186,2215000,4655.19,41.3083
444,444,4767.52,-5253.95849609375,18.5162,2220000,4655.07,41.4466
445,445,4723.93,-5287.171875,19.0717,2225000,4490.43,41.5242
446,446,4724.83,-5185.18603515625,18.9344,2230000,4648.67,41.5564
447,447,4714.52,-5290.2919921875,18.8477,2235000,4663.68,41.6516
448,448,4702.37,-5294.5712890625,18.1586,2240000,4658.52,41.131
449,449,4780.3,-5296.609375,18.5889,2245000,4704.87,41.3754
450,450,4692.36,-5365.5107421875,18.0854,2250000,4649.99,41.3603
451,451,4778.95,-5336.21875,18.5964,2255000,4680.42,41.6011
452,452,4752.84,-5286.5908203125,18.2239,2260000,4673.8,41.5894
453,453,4719.17,-5469.37890625,17.9335,2265000,4637.31,41.6355
454,454,4781.92,-5395.81494140625,17.9802,2270000,4673.45,41.7508
455,455,4857.93,-5308.98095703125,18.3922,2275000,4702.19,41.299
456,456,4754.25,-5415.86083984375,17.9595,2280000,4679.31,41.4841
457,457,4770.85,-5399.29638671875,17.7314,2285000,4673.49,41.1006
458,458,4756.54,-5490.5087890625,17.867,2290000,4664.29,41.6402
459,459,4774.21,-5504.3623046875,18.222,2295000,4675.98,41.3928
460,460,4748.81,-5376.6123046875,18.4763,2300000,4693.24,42.1949
461,461,4766.88,-5519.96337890625,17.9792,2305000,4657.08,42.0098
462,462,4739.26,-5519.87841796875,18.1963,2310000,4626.67,41.952
463,463,4733.76,-5567.27978515625,17.6663,2315000,4638.15,41.3265
464,464,4707.69,-5562.48828125,17.9271,2320000,4653.36,41.3976
465,465,4700.69,-5514.70458984375,17.6786,2325000,4650.66,41.7194
466,466,4737.7,-5724.845703125,17.9389,2330000,4615.82,41.7196
467,467,4696.31,-5700.298828125,17.8554,2335000,4611.93,42.0342
468,468,4761.19,-5715.84912109375,17.9623,2340000,4605.82,41.6674
469,469,4712.69,-5700.701171875,18.1342,2345000,4613.53,41.9712
470,470,4722.13,-5731.341796875,18.0662,2350000,4613.77,42.0303
471,471,4709.83,-5699.84033203125,18.498,2355000,4624.96,41.9723
472,472,4694.67,-5864.43359375,18.2633,2360000,4603.73,41.9568
473,473,4654.85,-5784.3525390625,17.8791,2365000,4596.55,41.8098
474,474,4714.86,-5758.44580078125,18.536,2370000,4627.54,42.1046
475,475,4637.96,-5827.0205078125,18.0798,2375000,4608.33,41.6286
476,476,4728.75,-5738.2158203125,18.3848,2380000,4627.61,41.6728
477,477,4622.83,-5805.04443359375,18.1332,2385000,4594.11,41.931
478,478,4618.98,-5922.314453125,17.9959,2390000,4590.64,42.0937
479,479,4657.24,-5797.20263671875,19.0572,2395000,4618.08,41.7916
480,480,4678.87,-5942.65673828125,18.2695,2400000,4590.01,42.0487
481,481,4688.1,-5848.75830078125,18.598,2405000,4609.0,42.2238
482,482,4687.21,-5864.87744140625,18.6774,2410000,4622.74,41.6929
483,483,4639.91,-5980.84130859375,18.3054,2415000,4595.33,42.1214
484,484,4651.51,-5919.76220703125,18.3291,2420000,4600.62,42.0598
485,485,4678.51,-5899.0546875,18.7833,2425000,4621.24,41.7777
486,486,4663.2,-6112.48681640625,18.6279,2430000,4615.3,42.0552
487,487,4742.04,-5957.38037109375,18.5137,2435000,4596.35,41.3279
488,488,4679.62,-6052.912109375,18.7219,2440000,4599.83,41.7323
489,489,4701.02,-5977.31689453125,18.4802,2445000,4609.65,41.6962
490,490,4665.2,-6107.376953125,18.8571,2450000,4577.6,42.3356
491,491,4685.92,-6075.935546875,18.6569,2455000,4553.47,41.9886
492,492,4612.63,-6036.4228515625,18.697,2460000,4582.56,42.1222
493,493,4676.26,-5887.7548828125,18.7522,2465000,4642.85,41.5942
494,494,4655.86,-6219.1787109375,18.1649,2470000,4581.85,41.9265
495,495,4700.18,-6157.42431640625,18.9919,2475000,4588.34,41.5609
496,496,4655.8,-6032.1279296875,18.3189,2480000,4639.46,41.8228
497,497,4671.05,-6212.23388671875,18.3785,2485000,4626.96,41.538
498,498,4650.16,-6133.4541015625,18.2851,2490000,4633.07,41.903
499,499,4542.46,-6330.91455078125,18.5016,2495000,4569.03,42.3332
500,500,4643.01,-6329.93505859375,18.5452,2500000,4608.54,41.6837
501,501,4673.49,-6258.03857421875,18.1575,2505000,4618.79,41.3349
502,502,4691.62,-6254.97265625,18.3416,2510000,4631.48,41.7124
503,503,4610.81,-6253.4921875,18.2085,2515000,4586.58,41.8737
504,504,4645.81,-6418.2255859375,18.2251,2520000,4610.47,41.5912
505,505,4604.28,-6326.01318359375,17.5784,2525000,4589.99,41.5844
506,506,4670.13,-6342.728515625,18.0638,2530000,4610.27,41.5949
507,507,4634.29,-6294.3837890625,17.2804,2535000,4461.51,40.9211
508,508,4773.85,-6359.18701171875,18.2504,2540000,4571.21,41.2833
509,509,4741.14,-6297.53466796875,17.8242,2545000,4603.95,40.4939
510,510,4585.4,-6437.68994140625,17.2111,2550000,4550.7,41.5086
511,511,4647.11,-6508.587890625,17.562,2555000,4597.44,41.484
512,512,4679.21,-6534.38427734375,17.5855,2560000,4601.86,41.247
513,513,4710.31,-6446.05810546875,18.2561,2565000,4612.61,41.3005
514,514,4660.06,-6460.27978515625,18.5892,2570000,4630.8,41.2489
515,515,4758.08,-6496.04150390625,18.1636,2575000,4662.13,41.5722
516,516,4622.54,-6576.7666015625,18.1451,2580000,4558.06,41.2804
517,517,4675.1,-6560.396484375,17.7504,2585000,4582.57,41.6565
518,518,4681.11,-6553.49951171875,17.7237,2590000,4651.08,40.6956
519,519,4617.86,-6656.11474609375,18.0564,2595000,4531.87,41.4768
520,520,4694.75,-6643.9853515625,18.0913,2600000,4542.02,41.7396
521,521,4706.27,-6615.66748046875,18.2987,2605000,4612.6,41.311
522,522,4746.62,-6569.91845703125,18.0068,2610000,4617.76,41.1532
523,523,4682.01,-6678.0107421875,18.2562,2615000,4599.53,41.237
524,524,4633.98,-6743.162109375,17.5967,2620000,4619.94,41.3453
525,525,4714.4,-6617.80908203125,17.728,2625000,4513.57,41.2791
526,526,4762.16,-6772.1875,17.8356,2630000,4632.01,41.2328
527,527,4771.22,-6639.232421875,17.6434,2635000,4639.9,41.1828
528,528,4668.43,-6782.13623046875,17.165,2640000,4594.19,41.1233
529,529,4748.52,-6840.4140625,17.9012,2645000,4617.22,41.665
530,530,4749.59,-6731.76708984375,17.3823,2650000,4516.03,40.9702
531,531,4769.18,-6856.52734375,17.9067,2655000,4618.82,41.2439
532,532,4661.6,-6825.26318359375,18.1181,2660000,4565.95,41.5617
533,533,4686.65,-6861.236328125,17.6245,2665000,4606.48,41.8361
534,534,4703.79,-6898.9453125,17.4724,2670000,4619.23,41.6638
535,535,4721.21,-6949.05078125,17.6439,2675000,4580.23,41.2189
536,536,4685.51,-6907.15478515625,17.7227,2680000,4587.08,40.9735
537,537,4748.8,-6942.0654296875,18.5183,2685000,4656.99,41.5905
538,538,4758.56,-6957.17431640625,17.1443,2690000,4606.44,40.9308
539,539,4693.53,-7154.509765625,18.4903,2695000,4615.37,41.9383
540,540,-21.12,-5517.55029296875,104.0414,2700000,-20.9,56.2571
541,541,4797.66,-6992.05078125,19.3882,2705000,4674.2,41.4805
542,542,4623.98,-6901.93603515625,17.7995,2710000,4462.86,40.9893
543,543,4733.18,-7253.013671875,17.9217,2715000,4451.86,42.1133
544,544,4674.55,-7278.3134765625,18.8177,2720000,4597.6,42.2116
545,545,4655.53,-6970.32470703125,18.2317,2725000,4174.66,41.5095
546,546,4658.35,-7102.8662109375,18.3159,2730000,4633.9,41.3117
547,547,4782.56,-6956.83837890625,18.1787,2735000,4606.28,41.197
548,548,4702.24,-7060.96875,17.7118,2740000,4611.22,40.9537
549,549,4751.84,-7032.904296875,18.1096,2745000,4666.73,41.8767
550,550,4755.12,-7122.7998046875,17.2491,2750000,4603.59,41.5513
551,551,4803.96,-7046.021484375,17.3631,2755000,4677.55,41.0724
552,552,4727.45,-7154.2314453125,17.3678,2760000,4584.46,41.6626
553,553,4782.97,-7056.05517578125,17.1004,2765000,4649.22,41.1274
554,554,4713.09,-7130.51806640625,17.6452,2770000,4616.26,41.4267
555,555,4762.37,-7140.2939453125,17.8695,2775000,4644.66,41.4597
556,556,4662.3,-7122.26318359375,16.924,2780000,4605.9,40.8608
557,557,4701.99,-7173.8876953125,17.398,2785000,4608.67,41.5162
558,558,4794.15,-7203.60693359375,17.5837,2790000,4654.03,41.522
559,559,4783.41,-7225.1767578125,17.1839,2795000,4664.0,41.2808
560,560,4728.58,-7257.38134765625,17.471,2800000,4614.74,40.9514
561,561,4685.31,-7425.25439453125,17.9493,2805000,4425.04,41.4891
562,562,4728.12,-7251.27294921875,17.2365,2810000,4652.61,41.4228
563,563,4726.82,-7329.96728515625,17.3412,2815000,4610.69,41.5322
564,564,4713.73,-7344.8359375,17.5024,2820000,4616.82,41.8208
565,565,4571.62,-7372.65771484375,19.3435,2825000,3958.58,42.9086
566,566,4216.69,-7636.29150390625,20.7742,2830000,2973.13,43.1163
567,567,3071.73,-8079.60693359375,24.1383,2835000,1902.69,42.4116
568,568,4502.28,-7662.76171875,18.8886,2840000,3624.53,42.7224
569,569,4489.81,-7524.8017578125,19.1091,2845000,4360.02,41.6761
570,570,4552.19,-7662.771484375,19.2657,2850000,4545.81,42.3577
571,571,4563.6,-7625.7890625,18.3694,2855000,4495.58,41.8435
572,572,4612.24,-7550.62353515625,18.7886,2860000,4479.78,41.7311
573,573,4562.31,-7688.23046875,18.4979,2865000,4487.03,42.3386
574,574,4689.76,-7437.86376953125,18.2231,2870000,4608.9,41.342
575,575,4712.93,-7526.888671875,18.6861,2875000,4623.83,41.3622
576,576,4711.46,-7431.34521484375,18.5234,2880000,4636.66,41.4297
577,577,4737.52,-7624.80859375,18.9524,2885000,4634.71,41.5282
578,578,4692.75,-7581.6015625,18.0597,2890000,4614.98,42.0998
579,579,4653.89,-7693.787109375,18.6391,2895000,4573.91,42.0001
580,580,4636.15,-7574.13671875,18.76,2900000,4580.39,42.0475
581,581,4708.59,-7565.15234375,18.7876,2905000,4619.26,41.5865
582,582,4725.08,-7635.64208984375,18.6267,2910000,4651.42,41.8786
583,583,4664.22,-7834.45263671875,18.8822,2915000,4581.19,41.6767
584,584,4724.31,-7676.22607421875,19.2283,2920000,4640.72,41.6454
585,585,4745.97,-7700.76904296875,18.9209,2925000,4645.19,42.0593
586,586,4668.52,-7766.9521484375,18.7696,2930000,4619.02,41.8266
587,587,4682.32,-7854.13037109375,19.5206,2935000,4607.57,41.7031
588,588,4631.87,-7897.15234375,18.2263,2940000,4580.64,41.979
589,589,4748.65,-7704.158203125,19.909,2945000,4634.89,41.5859
590,590,4633.09,-7661.76708984375,19.8867,2950000,4539.37,41.2823
591,591,4768.46,-7748.79296875,18.3134,2955000,4670.19,41.6961
592,592,4632.98,-7910.5078125,17.9633,2960000,4577.51,41.9536
593,593,4652.06,-7786.025390625,17.6935,2965000,4616.44,41.788
594,594,4656.16,-7727.68994140625,18.0834,2970000,4658.61,41.6465
595,595,4748.18,-7676.224609375,19.8079,2975000,4648.61,41.2209
596,596,4634.58,-7883.64453125,17.5707,2980000,4598.43,41.6472
597,597,4673.45,-7713.0986328125,17.6429,2985000,4641.19,40.8977
598,598,4678.02,-7794.2607421875,17.47,2990000,4617.09,41.4768
599,599,4779.16,-7605.14453125,17.4432,2995000,4579.04,41.1456
600,600,4478.21,-7618.46044921875,17.7507,3000000,4375.46,41.3439
601,601,4642.84,-7727.2119140625,17.2564,3005000,4648.71,41.4798
602,602,4707.06,-7717.0244140625,17.3299,3010000,4630.48,41.4681
603,603,4712.01,-7856.3857421875,17.8191,3015000,4654.31,41.7278
604,604,4656.53,-7925.005859375,17.2994,3020000,4558.23,41.3103
605,605,4784.49,-7797.06787109375,17.9823,3025000,4686.92,41.2418
606,606,4699.12,-7966.13525390625,19.7834,3030000,4616.63,41.6281
607,607,4756.24,-7955.51953125,18.343,3035000,4637.19,41.5757
608,608,4616.22,-7938.52490234375,17.4895,3040000,4602.44,41.8462
609,609,4719.3,-8083.87353515625,20.7723,3045000,4278.98,41.6929
610,610,4651.77,-8067.43359375,17.6728,3050000,4515.18,41.8192
611,611,3843.01,-7941.09326171875,17.5887,3055000,4198.13,41.3809
612,612,4737.27,-7825.07568359375,18.6348,3060000,4453.22,41.1016
613,613,4620.61,-7976.54833984375,17.794,3065000,4626.66,41.209
614,614,4772.85,-7973.75732421875,17.8837,3070000,4117.36,41.378
615,615,4764.8,-8171.3515625,20.181,3075000,4535.45,41.3048
616,616,4722.15,-8104.80517578125,17.7366,3080000,4590.91,41.8134
617,617,4672.85,-8151.26025390625,17.6103,3085000,4591.83,41.838
618,618,4758.31,-8248.1005859375,18.3016,3090000,4620.61,41.614
619,619,4668.89,-8126.10888671875,17.6821,3095000,4327.35,41.7637
620,620,4720.72,-8192.0810546875,17.5147,3100000,4600.36,41.6929
621,621,4657.84,-8286.9091796875,18.212,3105000,4580.34,41.812
622,622,4634.36,-8223.9267578125,17.9587,3110000,4649.43,41.9786
623,623,4738.0,-8284.4501953125,18.0643,3115000,4651.55,41.8379
624,624,4677.58,-8207.1103515625,17.4818,3120000,4557.17,41.5574
625,625,4695.08,-8381.349609375,17.9383,3125000,4618.83,41.9825
626,626,4696.65,-8440.771484375,18.3305,3130000,4603.17,42.3271
627,627,4762.26,-8368.1201171875,18.1767,3135000,4643.46,41.8993
628,628,4720.88,-8341.2001953125,17.966,3140000,4671.43,41.4467
629,629,4668.01,-8351.1494140625,18.9538,3145000,4588.72,41.9603
630,630,4732.14,-8251.22265625,19.0607,3150000,4620.28,41.9408
631,631,403.96,-9492.353515625,105.2979,3155000,742.36,50.7007
632,632,1427.26,-9030.0068359375,60.1376,3160000,1671.86,44.7588
633,633,778.22,-9230.76171875,42.0377,3165000,965.8,46.0495
634,634,1492.58,-8926.439453125,47.0633,3170000,1634.41,43.9378
635,635,758.76,-8880.1201171875,33.5304,3175000,2256.69,42.5917
636,636,3371.74,-8835.8701171875,27.7185,3180000,2948.7,43.1378
637,637,3270.85,-9056.1806640625,33.1928,3185000,3430.65,43.1685
638,638,3383.81,-8720.8779296875,24.3984,3190000,3715.78,42.5233
639,639,3718.92,-8728.4775390625,19.9698,3195000,4352.12,41.9452
640,640,3917.31,-9056.6484375,27.0145,3200000,2931.89,41.9686
641,641,4491.41,-8743.701171875,21.2831,3205000,3180.53,41.6359
642,642,4660.48,-8632.455078125,19.1076,3210000,4321.11,42.1091
643,643,3398.38,-8901.6611328125,26.6872,3215000,2771.33,42.0874
644,644,3649.09,-8938.4189453125,23.1874,3220000,3503.67,42.4512
645,645,4589.07,-8638.9951171875,21.1493,3225000,4599.91,42.0958
646,646,4716.47,-8627.603515625,20.792,3230000,4178.21,41.7596
647,647,4696.25,-8780.7646484375,20.187,3235000,4618.21,41.9047
648,648,4713.02,-8740.5908203125,20.0243,3240000,4618.78,42.1811
649,649,4617.69,-8912.7861328125,20.583,3245000,4296.92,42.3642
650,650,4667.55,-8876.1572265625,20.0631,3250000,4612.68,41.5878
651,651,4788.39,-8570.2578125,19.9802,3255000,4637.11,41.6888
652,652,4781.0,-8575.861328125,19.4234,3260000,4688.83,41.6499
653,653,4773.24,-8613.947265625,19.9516,3265000,4605.45,41.7427
654,654,4788.36,-8597.18359375,19.8175,3270000,4701.04,41.6593
655,655,4778.66,-8651.0771484375,20.0357,3275000,4701.63,42.0411
656,656,4785.05,-8750.552734375,20.1826,3280000,4715.62,41.6413
657,657,4536.79,-8686.462890625,19.8031,3285000,4572.35,41.6345
658,658,4725.42,-8718.576171875,20.0042,3290000,4649.7,42.2652
659,659,4795.23,-8760.791015625,20.462,3295000,4634.51,42.3828
660,660,4746.93,-8857.7392578125,20.3993,3300000,4674.12,42.1786
661,661,4771.22,-8912.1591796875,20.5135,3305000,4686.48,42.4131
662,662,4682.18,-8968.9951171875,20.7402,3310000,4657.4,42.2374
663,663,4800.92,-8936.912109375,20.5866,3315000,4542.92,41.9091
664,664,4789.24,-8853.2470703125,20.3703,3320000,4716.2,42.2049
665,665,4774.63,-8920.1630859375,20.4378,3325000,4677.17,41.7541
666,666,4763.19,-8830.5751953125,19.442,3330000,4683.3,41.4807
667,667,4704.42,-8964.1572265625,19.7906,3335000,4656.72,41.7014
668,668,4699.86,-8976.8427734375,19.7703,3340000,4640.15,42.2592
669,669,4765.61,-8958.3359375,19.3288,3345000,4702.47,41.7717
670,670,4752.64,-8965.49609375,19.396,3350000,4676.08,42.2497
671,671,4769.01,-8916.7314453125,19.6207,3355000,4702.59,41.6092
672,672,4792.77,-8800.5947265625,19.1878,3360000,4671.08,41.5391
673,673,4794.32,-9037.4111328125,18.9175,3365000,4706.55,41.8328
674,674,4806.53,-8928.6728515625,19.4765,3370000,4683.73,41.7925
675,675,4824.0,-8891.275390625,19.4525,3375000,4722.82,41.5428
676,676,4829.32,-8948.8544921875,19.0856,3380000,4531.13,41.5208
677,677,4741.75,-9175.7216796875,19.6159,3385000,4703.03,42.0787
678,678,4748.36,-9180.912109375,19.329,3390000,4691.18,41.8566
679,679,4789.97,-9035.3251953125,19.1257,3395000,4668.53,41.5094
680,680,4755.26,-9099.302734375,19.9023,3400000,4681.73,41.777
681,681,4743.65,-9090.814453125,18.894,3405000,4679.31,41.4014
682,682,4774.67,-8985.0498046875,19.3071,3410000,4713.65,41.471
683,683,4789.47,-9056.16796875,19.5886,3415000,4607.87,41.4375
684,684,4794.6,-9198.021484375,19.5979,3420000,4714.22,41.7867
685,685,4759.44,-9192.0244140625,19.5729,3425000,4687.82,41.6063
686,686,4759.25,-9215.025390625,19.5594,3430000,4710.25,41.3578
687,687,4770.14,-9136.5185546875,19.328,3435000,4717.65,41.2741
688,688,4719.21,-9282.8291015625,19.8864,3440000,4655.34,41.9101
689,689,4766.02,-9179.1201171875,19.4434,3445000,4681.33,41.543
690,690,4726.68,-9310.6103515625,20.0179,3450000,4652.47,41.8589
691,691,4775.58,-9237.810546875,19.572,3455000,4662.68,41.3679
692,692,4777.79,-9319.73046875,19.6753,3460000,4660.25,41.789
693,693,4785.6,-9107.74609375,19.2333,3465000,4692.39,41.3035
694,694,4749.19,-9361.6005859375,19.5077,3470000,4669.44,41.7876
695,695,4776.74,-9312.8525390625,19.8955,3475000,4690.37,41.4171
696,696,4707.45,-9359.4267578125,19.2208,3480000,4685.72,41.5036
697,697,4748.17,-9507.4697265625,20.8628,3485000,4689.24,41.332
698,698,4761.68,-9351.265625,19.2539,3490000,4671.79,41.4571
699,699,4802.66,-9426.1435546875,19.9563,3495000,4700.33,41.3699
700,700,4783.28,-9444.94140625,19.9385,3500000,4709.91,41.365
701,701,4758.41,-9595.9033203125,20.2017,3505000,4666.53,42.1074
702,702,4727.63,-9568.2978515625,19.9582,3510000,4669.48,41.7066
703,703,4714.84,-9605.3896484375,20.2631,3515000,4674.27,41.6298
704,704,4589.5,-9678.2607421875,21.0597,3520000,4684.66,41.798
705,705,4719.03,-9639.5634765625,21.3,3525000,4662.41,41.4521
706,706,4795.73,-9694.3466796875,20.2552,3530000,4669.78,41.8115
707,707,4734.33,-9655.9130859375,19.8629,3535000,4687.53,41.4068
708,708,4742.62,-9802.63671875,20.1655,3540000,4646.63,42.2143
709,709,4761.29,-9763.166015625,21.0604,3545000,4651.11,42.6167
710,710,4788.77,-9710.2490234375,20.0807,3550000,4698.44,41.7139
711,711,4726.91,-9885.97265625,20.3023,3555000,4641.91,42.4989
712,712,4749.53,-9857.3896484375,20.3642,3560000,4688.22,41.9241
713,713,4736.42,-9797.6142578125,20.1211,3565000,4669.83,41.9288
714,714,4792.74,-9858.1845703125,20.3858,3570000,4691.74,41.997
715,715,4757.88,-9943.3291015625,20.3377,3575000,4677.5,42.1875
716,716,4738.29,-9964.486328125,20.2739,3580000,4679.37,41.9981
717,717,4784.27,-9954.69921875,20.1175,3585000,4707.7,41.652
718,718,4826.4,-9892.986328125,20.2083,3590000,4720.7,41.8292
719,719,4812.16,-10004.638671875,20.0679,3595000,4706.99,41.2793
720,720,4745.16,-9991.833984375,20.4449,3600000,4677.81,41.854
721,721,4834.43,-9944.8486328125,22.2325,3605000,4646.43,42.2169
722,722,4811.37,-10037.623046875,20.5239,3610000,4709.28,42.1175
723,723,4768.58,-9939.677734375,20.0689,3615000,4711.71,41.8638
724,724,4815.38,-9944.5,20.178,3620000,4725.53,42.3442
725,725,4787.58,-10003.666015625,20.9685,3625000,4699.25,42.1461
726,726,4820.76,-10029.849609375,20.095,3630000,4503.01,41.8071
727,727,4788.61,-10016.6162109375,20.525,3635000,4683.96,41.8214
728,728,4771.01,-10058.0283203125,20.3668,3640000,4678.45,41.8798
729,729,4787.61,-10009.123046875,20.1734,3645000,4715.72,41.2527
730,730,4778.45,-10099.1533203125,20.1501,3650000,4704.46,41.2296
731,731,4741.85,-10063.7431640625,20.2036,3655000,4691.16,41.4261
732,732,4747.78,-10027.685546875,21.0479,3660000,4728.68,42.2133
733,733,4783.42,-10080.435546875,20.1172,3665000,4747.38,41.7291
734,734,4856.37,-9992.1162109375,20.3808,3670000,4795.39,41.5838
735,735,4774.21,-10080.72265625,20.7447,3675000,4723.21,42.1095
736,736,4821.33,-10117.3994140625,20.2126,3680000,4754.3,41.501
737,737,4817.24,-10187.974609375,21.0146,3685000,4756.36,41.5663
738,738,4781.75,-10251.3681640625,20.6341,3690000,4703.26,41.6518
739,739,4841.42,-10244.3642578125,21.0408,3695000,4766.73,42.0831
740,740,4793.55,-10113.509765625,19.8214,3700000,4743.39,41.3443
741,741,4825.84,-10237.84765625,20.8876,3705000,4736.3,42.1079
742,742,4710.75,-10235.3173828125,20.7639,3710000,4645.02,42.1268
743,743,4774.02,-10214.353515625,20.4539,3715000,4766.04,41.4463
744,744,4776.46,-10329.76171875,19.7433,3720000,4742.83,41.6477
745,745,4833.06,-10390.39453125,20.3584,3725000,4711.74,41.999
746,746,4817.68,-10450.7294921875,20.6619,3730000,4734.29,41.9822
747,747,4797.41,-10450.9677734375,20.3801,3735000,4737.29,41.9973
748,748,4839.78,-10450.109375,20.0311,3740000,4734.36,41.9235
749,749,4844.42,-10485.349609375,20.32,3745000,4762.49,42.3186
750,750,4806.2,-10546.505859375,19.6717,3750000,4739.18,41.6287
751,751,4858.96,-10494.30859375,19.8582,3755000,4753.33,42.1084
752,752,4848.83,-10539.740234375,20.147,3760000,4744.67,41.667
753,753,4808.07,-10456.8447265625,19.8032,3765000,4738.08,42.0691
754,754,4795.37,-10468.828125,19.9351,3770000,4592.37,41.8568
755,755,4859.92,-10439.8427734375,20.1817,3775000,4794.65,41.5179
756,756,4858.49,-10484.8955078125,20.0139,3780000,4753.48,41.7678
757,757,4849.38,-10546.0625,20.0057,3785000,4587.82,42.0355
758,758,4871.3,-10563.6689453125,19.5287,3790000,4760.21,42.0099
759,759,4888.82,-10483.5947265625,19.7909,3795000,4760.67,41.3884
760,760,4866.39,-10500.3095703125,19.5148,3800000,4770.35,41.5803
761,761,4844.61,-10644.3310546875,20.1946,3805000,4736.81,41.8007
762,762,4779.61,-10681.02734375,20.1201,3810000,4720.57,42.0591
763,763,4821.02,-10660.3154296875,20.1873,3815000,4743.81,41.6735
764,764,4812.34,-10610.0712890625,20.2845,3820000,4727.6,41.8403
765,765,4776.65,-10782.0869140625,20.7614,3825000,4726.94,41.8022
