Reward Loss,Running Env Steps,Running Update Time,Running Reverse KL,Real Det Return,Real Sto Return,Itration,Running Forward KL
2.2585866451263428,0,0,15.087,4.25,10.46,0,40.1704
4.258750915527344,90,1,11.4307,23.73,29.94,1,37.5955
3.9699819087982178,180,2,12.0074,22.09,29.55,2,37.5168
3.8920445442199707,270,3,11.3204,23.34,32.18,3,37.7447
4.466048717498779,360,4,8.6373,33.17,37.65,4,37.4629
