Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Running Update Time,Running Env Steps,Reward Loss
4470.33,4306.44,15.7614,40.0668,65,65,325000,-218.0003204345703
4404.78,4317.01,14.7639,39.8266,66,66,330000,-191.62709045410156
4443.47,4092.25,17.4658,40.0546,67,67,335000,-219.51278686523438
4401.39,4373.98,16.1772,39.7169,68,68,340000,-210.97320556640625
4349.38,4321.62,14.9675,39.7421,69,69,345000,-216.0364990234375
3497.59,3861.67,15.1813,40.5806,70,70,350000,-222.76390075683594
4056.3,4243.17,16.5601,40.6724,71,71,355000,-233.1436309814453
4214.14,4179.94,13.2457,40.3294,72,72,360000,-237.84738159179688
3676.62,4357.5,16.0163,40.732,73,73,365000,-235.20237731933594
4487.16,3797.09,18.5007,42.098,74,74,370000,-270.0674133300781
4559.7,4417.31,14.8919,40.155,75,75,375000,-232.32119750976562
4300.33,4069.79,15.8445,39.3516,76,76,380000,-257.95465087890625
4731.84,4556.55,16.1551,39.5256,77,77,385000,-254.87905883789062
4405.38,4298.53,16.3822,41.547,78,78,390000,-292.94110107421875
4597.93,4423.81,14.2883,39.0813,79,79,395000,-222.54002380371094
4578.0,4316.75,15.4265,38.6891,80,80,400000,-254.6939239501953
4471.37,4407.37,16.1863,39.1675,81,81,405000,-277.9653625488281
4431.26,4182.89,16.6958,40.0475,82,82,410000,-269.2711486816406
4697.46,4563.62,16.2486,39.2369,83,83,415000,-263.3673095703125
4292.16,4317.8,14.4144,39.0955,84,84,420000,-284.90460205078125
4686.26,4568.07,17.1224,38.8461,85,85,425000,-273.08935546875
4611.47,4511.72,17.2796,39.8826,86,86,430000,-291.7474365234375
4597.73,4582.03,15.7044,37.8095,87,87,435000,-268.0138244628906
4767.94,4552.66,16.273,39.4261,88,88,440000,-293.2214660644531
4608.89,4518.32,13.6091,37.9183,89,89,445000,-291.1585693359375
4645.29,4603.47,14.6935,37.5817,90,90,450000,-271.95452880859375
4741.02,4607.65,15.646,38.3524,91,91,455000,-280.7130126953125
4549.11,3882.64,14.9485,38.5048,92,92,460000,-307.1990051269531
2594.88,3640.48,18.6248,41.4621,93,93,465000,-448.7703857421875
3726.53,4076.5,14.8408,40.1736,94,94,470000,-323.8172607421875
4649.93,4630.06,16.4845,37.8028,95,95,475000,-305.3839111328125
4669.38,4465.37,15.5133,40.1368,96,96,480000,-356.6684265136719
4601.82,4537.94,16.6085,38.0505,97,97,485000,-306.2757263183594
4689.78,4599.04,17.6383,39.5886,98,98,490000,-340.11077880859375
4509.22,4264.68,14.0518,37.0093,99,99,495000,-309.4627990722656
4780.46,4687.3,16.6642,38.7987,100,100,500000,-332.8023681640625
4783.55,4445.24,15.6384,38.1419,101,101,505000,-326.9219970703125
4683.95,4605.06,14.9136,37.9543,102,102,510000,-315.33111572265625
4774.46,4654.19,16.3836,38.6376,103,103,515000,-349.4791259765625
4613.21,4336.61,16.0888,38.7983,104,104,520000,-372.332275390625
4760.23,4680.25,15.4387,38.1275,105,105,525000,-327.7321472167969
4716.63,4613.13,18.6592,39.9428,106,106,530000,-404.4815979003906
4817.41,4477.3,13.8982,37.9626,107,107,535000,-361.7939453125
4745.42,4627.64,15.91,38.8567,108,108,540000,-421.41259765625
4786.09,4676.95,17.4546,38.6358,109,109,545000,-409.3614807128906
4561.54,4012.57,15.6311,38.4396,110,110,550000,-415.4400329589844
4625.87,4032.9,13.8746,38.4124,111,111,555000,-420.9220886230469
-2.76,230.42,15.897,38.5737,112,112,560000,-407.8840026855469
4791.27,4686.61,15.0016,36.639,113,113,565000,-363.58404541015625
4742.41,4543.34,14.5924,37.0972,114,114,570000,-352.0777893066406
4772.63,4555.71,15.2823,38.3383,115,115,575000,-404.30426025390625
4834.5,4516.6,14.2352,36.3937,116,116,580000,-356.5581359863281
4830.65,4643.07,16.5405,38.391,117,117,585000,-418.57916259765625
4839.44,4772.56,13.8896,35.7515,118,118,590000,-370.31512451171875
4743.39,4613.07,14.5955,37.1241,119,119,595000,-385.353515625
4882.35,4781.95,14.5635,37.0092,120,120,600000,-385.4151916503906
4866.33,4615.29,15.9252,38.0882,121,121,605000,-444.6293029785156
4953.11,4796.19,15.1877,37.2336,122,122,610000,-400.45989990234375
4894.63,4591.97,16.2449,39.667,123,123,615000,-472.3748474121094
4952.46,4719.72,15.9488,37.2992,124,124,620000,-423.7707824707031
4639.61,4675.19,14.0755,37.3476,125,125,625000,-394.84185791015625
4859.81,4823.09,14.4781,36.6242,126,126,630000,-409.14898681640625
4902.15,4848.67,15.4164,36.5901,127,127,635000,-399.5073547363281
4949.29,4698.35,13.6317,36.5459,128,128,640000,-409.9666442871094
4894.83,4536.75,13.9742,36.7589,129,129,645000,-392.8356628417969
4764.55,4601.55,15.388,37.3841,130,130,650000,-447.9811706542969
4807.59,4767.68,14.7413,35.9415,131,131,655000,-425.68670654296875
4739.69,4434.59,14.2445,36.651,132,132,660000,-470.884033203125
4850.24,4735.56,15.6177,37.7002,133,133,665000,-472.0542907714844
4868.12,4705.57,16.4943,37.2942,134,134,670000,-465.0227355957031
4726.03,4672.22,13.2354,37.5091,135,135,675000,-448.235107421875
4813.75,4732.29,14.6336,38.0153,136,136,680000,-522.2216186523438
4743.78,4812.26,13.4756,36.2072,137,137,685000,-412.5831604003906
4817.81,4726.19,16.0943,37.9286,138,138,690000,-519.818359375
4866.26,4763.4,13.0229,36.2555,139,139,695000,-448.71002197265625
4885.92,4724.8,14.0034,36.8869,140,140,700000,-501.5319519042969
4877.73,4787.75,15.4792,37.67,141,141,705000,-517.1672973632812
5079.71,4852.27,14.8241,37.0,142,142,710000,-502.955322265625
5019.36,4869.54,15.0589,37.9182,143,143,715000,-501.9149169921875
5120.9,4901.63,15.0287,36.798,144,144,720000,-499.5666198730469
4923.16,4614.9,13.8138,36.8797,145,145,725000,-539.5906372070312
4829.25,4780.0,15.4496,37.7229,146,146,730000,-528.74755859375
4822.83,4599.18,12.9721,36.2701,147,147,735000,-479.79278564453125
4807.45,4625.35,14.7531,37.3285,148,148,740000,-544.0568237304688
4846.44,4605.82,15.0299,38.3482,149,149,745000,-600.76171875
4630.57,4820.56,12.9718,35.504,150,150,750000,-502.0508728027344
4588.56,4216.6,13.776,36.0586,151,151,755000,-504.9606628417969
4820.17,4568.08,14.986,38.3016,152,152,760000,-568.0403442382812
5095.23,4865.69,14.4627,37.0539,153,153,765000,-558.1766357421875
4805.31,4713.59,15.2456,37.8209,154,154,770000,-623.8009033203125
5035.53,4953.43,14.2797,35.4484,155,155,775000,-523.7501220703125
5009.65,4834.27,13.3488,35.5338,156,156,780000,-554.7682495117188
4825.07,4721.31,14.2377,36.9533,157,157,785000,-597.2506713867188
4975.5,4810.31,16.7147,37.6993,158,158,790000,-632.8215942382812
4911.73,4714.79,16.3554,38.36,159,159,795000,-684.7394409179688
4914.79,4849.22,14.2477,37.0418,160,160,800000,-593.23193359375
5090.44,4901.97,16.1145,37.6756,161,161,805000,-591.11376953125
5006.49,4922.01,14.2103,37.3814,162,162,810000,-580.9592895507812
5010.53,4764.27,16.8435,39.6729,163,163,815000,-721.5198364257812
4607.74,4794.69,15.9754,39.3669,164,164,820000,-662.5780639648438
5058.33,4791.16,14.9432,39.3907,165,165,825000,-711.3900146484375
5011.44,4796.28,15.7035,37.9521,166,166,830000,-609.3399658203125
4761.2,4684.7,16.7503,39.4819,167,167,835000,-744.41455078125
4663.6,4579.09,16.6312,38.3738,168,168,840000,-735.99072265625
5036.35,4891.76,17.1628,38.5168,169,169,845000,-667.6226806640625
4781.76,4161.23,13.6982,37.771,170,170,850000,-734.467041015625
4935.41,4854.07,15.6684,38.2607,171,171,855000,-748.3328857421875
4956.26,4845.7,15.5792,38.3344,172,172,860000,-671.4996337890625
5168.02,4985.92,13.4176,35.1954,173,173,865000,-623.2222290039062
4982.01,4902.53,15.6401,37.2191,174,174,870000,-728.68310546875
5149.9,4959.14,16.01,38.5401,175,175,875000,-702.4766235351562
5131.87,4921.52,15.5924,38.3393,176,176,880000,-709.6062622070312
5173.59,4999.41,15.5521,38.1685,177,177,885000,-703.1985473632812
4798.72,4770.22,13.9818,36.6042,178,178,890000,-688.060302734375
5137.88,4748.23,14.8634,38.2788,179,179,895000,-778.4939575195312
5082.33,5028.86,15.2142,36.137,180,180,900000,-694.9071655273438
5060.61,4867.39,16.571,38.9802,181,181,905000,-735.9828491210938
5190.59,5021.61,13.2683,35.3348,182,182,910000,-635.7068481445312
5134.08,5024.39,16.3232,37.4435,183,183,915000,-718.0343627929688
5080.65,5058.23,15.1129,36.5328,184,184,920000,-705.1930541992188
4997.71,4934.85,15.0314,37.2107,185,185,925000,-769.2297973632812
5119.48,5024.41,17.0987,37.9051,186,186,930000,-772.2426147460938
5197.99,4974.71,16.0254,37.8311,187,187,935000,-789.9955444335938
5232.42,4988.82,16.5993,37.3141,188,188,940000,-776.7333374023438
5086.54,5033.68,15.1135,35.3788,189,189,945000,-689.187255859375
5059.43,4840.63,15.8538,38.0479,190,190,950000,-788.1450805664062
4313.37,4336.63,15.9613,40.1421,191,191,955000,-948.3097534179688
5164.45,5041.65,14.1798,36.2505,192,192,960000,-708.671875
4711.72,4472.83,18.6258,39.7452,193,193,965000,-865.1349487304688
5190.44,4981.09,15.721,36.967,194,194,970000,-753.8948974609375
5196.52,4995.85,15.4619,37.1619,195,195,975000,-749.1260375976562
4915.66,4838.13,15.7746,39.0221,196,196,980000,-864.5490112304688
5020.48,4936.45,13.2675,35.8805,197,197,985000,-760.4476928710938
5122.89,5014.5,15.4265,36.7042,198,198,990000,-796.1203002929688
4995.68,5005.87,15.1911,36.1391,199,199,995000,-804.5422973632812
4971.71,4926.04,15.7775,37.5498,200,200,1000000,-806.1160888671875
5078.72,4924.39,17.3064,37.9509,201,201,1005000,-843.062744140625
5044.93,4987.63,16.3662,37.493,202,202,1010000,-814.6156616210938
5064.22,4914.15,14.4557,36.3914,203,203,1015000,-789.2998657226562
5104.6,4618.89,16.2549,37.0495,204,204,1020000,-829.1333618164062
5081.3,4777.17,16.6063,37.2653,205,205,1025000,-884.731201171875
5062.14,4781.72,15.9417,37.1452,206,206,1030000,-856.2412719726562
5150.52,4993.91,16.6135,37.9379,207,207,1035000,-875.1447143554688
5099.0,4789.3,17.475,38.1142,208,208,1040000,-867.4198608398438
4968.14,4912.94,16.2228,37.5139,209,209,1045000,-912.5198364257812
5120.21,4982.81,16.5707,37.2844,210,210,1050000,-886.1156005859375
5030.29,4983.17,16.3422,37.9586,211,211,1055000,-931.1707763671875
4938.48,4535.4,16.2858,39.683,212,212,1060000,-991.7074584960938
5125.52,4842.92,15.4673,38.2142,213,213,1065000,-973.1483154296875
5100.68,4748.12,17.4676,38.9607,214,214,1070000,-990.7546997070312
5194.43,4753.22,16.8471,38.3108,215,215,1075000,-1018.4512329101562
5143.0,4076.69,17.7637,38.8244,216,216,1080000,-1007.7579956054688
5168.57,3824.99,15.3682,39.4844,217,217,1085000,-1094.0010986328125
5170.14,3832.51,14.3788,38.6479,218,218,1090000,-1022.124267578125
2939.9,2982.04,13.5656,39.9383,219,219,1095000,-1125.7161865234375
4948.87,2754.07,14.7705,40.0955,220,220,1100000,-1170.00537109375
4118.86,4961.28,16.5879,38.1109,221,221,1105000,-1111.9869384765625
4057.35,3657.57,20.2038,39.9201,222,222,1110000,-1203.4774169921875
2456.35,4555.16,19.3903,38.5726,223,223,1115000,-1120.306396484375
5141.15,4748.58,16.7266,39.0325,224,224,1120000,-1136.635986328125
5113.98,4777.72,15.5945,38.0736,225,225,1125000,-1075.6656494140625
5064.31,4927.6,14.7131,39.0291,226,226,1130000,-1099.609375
5128.35,4360.24,15.9202,39.3424,227,227,1135000,-1132.01171875
5145.39,4837.65,16.7428,39.7012,228,228,1140000,-1281.2060546875
5074.34,4876.2,14.9949,38.4814,229,229,1145000,-1203.50732421875
5075.79,4667.1,13.8995,38.1056,230,230,1150000,-1235.1033935546875
5078.64,4342.58,13.848,38.462,231,231,1155000,-1209.6846923828125
5088.56,4663.45,14.3369,38.4529,232,232,1160000,-1219.1419677734375
5062.36,4586.57,14.0229,38.3712,233,233,1165000,-1274.9185791015625
5074.19,4496.49,14.1779,38.6241,234,234,1170000,-1304.8975830078125
4996.18,4733.83,13.7682,38.8682,235,235,1175000,-1251.10595703125
5213.98,4903.36,14.5707,39.3453,236,236,1180000,-1232.107177734375
5036.66,4755.39,13.992,38.775,237,237,1185000,-1211.6962890625
4964.18,4399.89,14.7218,38.0578,238,238,1190000,-1240.0357666015625
5141.58,4889.55,14.1736,37.7028,239,239,1195000,-1167.885009765625
5136.71,4846.48,16.4961,38.5107,240,240,1200000,-1358.7904052734375
5005.34,4834.24,13.8395,37.7725,241,241,1205000,-1181.441162109375
5107.03,4871.09,13.8115,37.2384,242,242,1210000,-1139.4197998046875
4811.96,4742.44,14.5415,38.0529,243,243,1215000,-1218.088134765625
4266.76,4474.56,12.3773,38.0429,244,244,1220000,-1151.385009765625
3959.55,3187.61,11.7,38.2527,245,245,1225000,-1091.1612548828125
3764.46,4471.0,11.5853,37.5877,246,246,1230000,-1207.7919921875
4041.25,3073.23,15.6096,39.573,247,247,1235000,-1441.9632568359375
5029.37,4157.21,13.6844,38.7276,248,248,1240000,-1260.4991455078125
5217.87,4935.95,14.1921,37.7785,249,249,1245000,-1192.26904296875
5298.19,5087.49,15.7296,37.8093,250,250,1250000,-1176.5164794921875
5197.31,5052.59,14.82,37.3465,251,251,1255000,-1255.6514892578125
5102.49,5043.02,14.4507,36.1156,252,252,1260000,-1155.7337646484375
5165.12,5067.83,14.3608,36.7668,253,253,1265000,-1265.17236328125
5155.81,5058.93,14.8578,36.622,254,254,1270000,-1234.4576416015625
5090.0,4921.73,14.9394,37.5609,255,255,1275000,-1296.4544677734375
4921.79,4032.22,14.7706,36.3793,256,256,1280000,-1330.5257568359375
4664.66,4567.12,12.118,35.063,257,257,1285000,-1208.90087890625
4978.7,4642.08,13.2176,37.134,258,258,1290000,-1377.690673828125
4827.02,4677.16,14.4979,36.71,259,259,1295000,-1318.3961181640625
5107.71,4969.38,12.9982,35.814,260,260,1300000,-1248.684326171875
5103.75,4980.91,12.9663,36.3588,261,261,1305000,-1259.34033203125
4741.46,4749.9,12.9363,36.2381,262,262,1310000,-1153.8751220703125
3670.35,3462.11,12.7452,38.6944,263,263,1315000,-1388.6141357421875
4692.84,4601.42,13.0485,36.2191,264,264,1320000,-1159.0050048828125
5069.83,4846.05,15.3068,38.8865,265,265,1325000,-1532.126953125
5014.86,4612.89,13.8072,36.7681,266,266,1330000,-1224.0731201171875
4956.91,4198.96,14.408,36.3712,267,267,1335000,-1306.61865234375
5130.16,5066.34,13.9631,35.8268,268,268,1340000,-1149.2132568359375
5124.97,5020.82,14.7292,36.346,269,269,1345000,-1307.496337890625
5014.43,4955.95,13.3318,35.2853,270,270,1350000,-1254.5458984375
4491.92,2591.63,12.382,36.2723,271,271,1355000,-1235.4398193359375
4861.36,4793.73,12.5486,36.3618,272,272,1360000,-1292.9375
4735.61,4645.85,12.7834,37.6508,273,273,1365000,-1362.2471923828125
4918.07,4879.39,13.5597,36.6338,274,274,1370000,-1332.98828125
4957.74,4855.19,13.1957,36.6304,275,275,1375000,-1316.97705078125
5132.26,5059.06,13.9174,36.1542,276,276,1380000,-1319.6201171875
5052.4,5047.72,13.7125,35.8273,277,277,1385000,-1305.9932861328125
4959.55,4959.54,13.8721,36.5772,278,278,1390000,-1253.8729248046875
5039.52,4997.11,13.9668,35.7961,279,279,1395000,-1274.171875
4977.8,5042.94,13.4771,34.9917,280,280,1400000,-1223.0517578125
5060.7,4969.48,12.2657,35.2274,281,281,1405000,-1316.356689453125
4681.6,4759.58,13.5933,36.3122,282,282,1410000,-1353.4678955078125
4950.8,4947.62,13.5554,35.7897,283,283,1415000,-1286.975341796875
5067.19,5040.23,13.7161,35.3082,284,284,1420000,-1313.53759765625
5109.0,5024.4,13.9652,35.8519,285,285,1425000,-1346.0946044921875
5140.12,5057.34,14.2825,36.1773,286,286,1430000,-1424.7587890625
3972.59,4870.28,12.2421,36.2696,287,287,1435000,-1501.747314453125
4611.15,3788.18,12.3826,34.8878,288,288,1440000,-1478.589599609375
4888.0,4930.37,13.3226,36.0289,289,289,1445000,-1512.206298828125
4754.02,4944.92,13.7651,34.6742,290,290,1450000,-1326.13134765625
5076.57,5003.37,14.1153,34.964,291,291,1455000,-1385.2813720703125
5295.0,5122.56,14.0052,35.1544,292,292,1460000,-1319.4510498046875
4462.63,4809.17,12.321,34.5807,293,293,1465000,-1327.4586181640625
4675.71,4961.99,13.1016,34.357,294,294,1470000,-1519.1710205078125
4963.87,4678.84,13.6171,35.2276,295,295,1475000,-1476.4373779296875
4832.75,4740.62,14.8552,36.6179,296,296,1480000,-1499.941162109375
4778.27,4682.36,13.7728,35.6085,297,297,1485000,-1519.479248046875
4639.38,4622.38,14.077,37.2838,298,298,1490000,-1645.34326171875
5078.72,4970.07,16.5024,37.3343,299,299,1495000,-1686.7601318359375
5193.73,4960.12,16.8605,37.622,300,300,1500000,-1598.2720947265625
5130.69,4958.95,16.2034,37.3577,301,301,1505000,-1636.6934814453125
5045.29,4913.31,16.3521,37.6114,302,302,1510000,-1703.0836181640625
5043.56,4910.48,16.2855,38.0358,303,303,1515000,-1746.30615234375
5071.72,4908.07,15.9582,37.5394,304,304,1520000,-1721.814453125
5048.22,4889.96,16.5912,38.1109,305,305,1525000,-1792.0948486328125
5076.63,4897.42,15.8642,37.6192,306,306,1530000,-2006.54052734375
4878.09,4822.19,13.8244,35.4239,307,307,1535000,-1483.30859375
4765.94,4759.1,13.4641,35.2015,308,308,1540000,-1385.7904052734375
4994.15,4761.53,16.5432,39.0966,309,309,1545000,-2028.64404296875
4971.45,4818.55,16.1732,39.3023,310,310,1550000,-2095.07568359375
5105.42,4950.96,16.4646,37.9348,311,311,1555000,-1862.098876953125
5066.98,4922.93,16.2577,37.646,312,312,1560000,-1877.419921875
5166.87,4965.94,15.7407,37.7161,313,313,1565000,-1823.0235595703125
4863.47,4933.1,13.2108,35.4623,314,314,1570000,-1743.31494140625
4822.86,4815.37,14.1126,35.4973,315,315,1575000,-1569.1134033203125
4679.67,4757.74,13.5268,35.8224,316,316,1580000,-1474.718994140625
5013.76,4909.8,14.1035,36.1114,317,317,1585000,-1752.0838623046875
5008.97,4856.1,13.8146,36.3628,318,318,1590000,-1811.0411376953125
5106.22,4857.79,17.0944,38.939,319,319,1595000,-2006.582275390625
5164.58,4979.64,14.2827,36.1667,320,320,1600000,-1736.14306640625
5088.03,4898.37,14.0029,36.4875,321,321,1605000,-1885.8785400390625
5078.78,4969.23,13.4937,35.4157,322,322,1610000,-1695.9737548828125
5095.05,4973.69,13.3433,35.2698,323,323,1615000,-1744.4168701171875
4903.59,4922.85,14.2938,36.1024,324,324,1620000,-1976.1304931640625
5094.42,4990.92,14.9107,36.035,325,325,1625000,-1774.57421875
5020.16,4778.85,15.6807,36.3863,326,326,1630000,-1718.4727783203125
4591.38,4321.32,14.9077,36.8606,327,327,1635000,-1905.3134765625
5124.92,4687.55,16.0105,37.5139,328,328,1640000,-1858.3876953125
5059.05,4761.31,16.4023,38.6712,329,329,1645000,-1927.2779541015625
4937.07,4837.49,14.3915,37.1443,330,330,1650000,-2138.510009765625
5001.69,4815.65,16.0958,37.7791,331,331,1655000,-1994.05908203125
5201.5,4928.82,15.6577,36.8235,332,332,1660000,-1860.28955078125
5101.37,4949.18,14.7948,36.6508,333,333,1665000,-1948.6383056640625
5234.67,5028.42,16.1934,36.4058,334,334,1670000,-1818.1539306640625
5247.38,4929.11,15.4975,37.4226,335,335,1675000,-2072.97314453125
5232.08,4957.63,15.7598,36.428,336,336,1680000,-1919.2071533203125
5104.12,5021.44,15.2375,36.5586,337,337,1685000,-2138.86474609375
151.57,178.93,69.1248,51.1634,338,338,1690000,-2296.33056640625
-5.45,-5.46,33.7585,52.8748,339,339,1695000,-3028.450439453125
266.88,131.47,53.2243,50.8973,340,340,1700000,-2866.0439453125
412.74,392.19,55.3144,51.568,341,341,1705000,-2857.564208984375
351.89,342.53,47.9729,50.3113,342,342,1710000,-3001.781494140625
241.73,240.13,53.9535,48.7797,343,343,1715000,-3379.3974609375
523.4,531.13,83.2614,47.5681,344,344,1720000,-3356.61767578125
763.93,949.29,90.0669,44.9827,345,345,1725000,-3389.174072265625
1315.46,1294.12,50.236,44.0177,346,346,1730000,-3224.69775390625
1300.13,812.38,112.0722,44.9674,347,347,1735000,-3485.14013671875
1342.83,2595.65,52.7668,42.7833,348,348,1740000,-3346.406982421875
2936.95,2535.13,35.9081,40.7816,349,349,1745000,-2972.408203125
1859.82,2364.77,37.9558,41.2549,350,350,1750000,-2917.91845703125
4852.59,4765.74,23.3075,40.064,351,351,1755000,-2362.71728515625
4760.03,4719.44,23.1861,39.3162,352,352,1760000,-2281.300537109375
5050.67,4968.48,20.4054,37.9786,353,353,1765000,-2144.682861328125
4442.61,4033.75,29.9322,40.1666,354,354,1770000,-2823.43310546875
3994.98,4503.47,21.513,39.1004,355,355,1775000,-2392.38134765625
4314.95,3774.85,26.7572,39.0345,356,356,1780000,-2710.91259765625
4772.42,4174.52,18.0395,38.7813,357,357,1785000,-2485.912353515625
4378.86,4174.38,18.1329,39.18,358,358,1790000,-2591.099853515625
4952.97,4530.53,19.0757,38.0855,359,359,1795000,-2406.87353515625
4934.76,4684.32,20.7196,40.248,360,360,1800000,-2510.632568359375
4882.49,4810.32,18.8591,38.8091,361,361,1805000,-2537.988525390625
4704.61,4622.41,19.3331,39.3244,362,362,1810000,-2725.06005859375
4834.92,4726.08,18.5563,39.1295,363,363,1815000,-2707.03564453125
4757.38,4707.29,18.2948,38.4038,364,364,1820000,-2595.26220703125
4780.21,4680.79,18.3488,39.1536,365,365,1825000,-2760.037109375
4925.48,4709.54,17.8479,38.1381,366,366,1830000,-2591.46533203125
4954.84,4680.02,16.7029,37.9478,367,367,1835000,-2596.253173828125
5043.11,4943.83,16.359,37.4586,368,368,1840000,-2569.031982421875
4923.75,4695.09,16.9231,38.1206,369,369,1845000,-2585.197998046875
4950.29,4865.56,18.7967,38.3426,370,370,1850000,-2753.914306640625
4783.31,4713.08,18.5712,38.4482,371,371,1855000,-2687.750244140625
4963.41,4873.92,17.4298,39.0611,372,372,1860000,-2724.77294921875
4928.58,4868.96,17.338,38.4514,373,373,1865000,-2717.292236328125
5002.97,4036.55,21.4394,38.1139,374,374,1870000,-2978.08984375
5013.2,4655.11,27.8266,38.9161,375,375,1875000,-3022.59423828125
5025.18,4894.67,16.8453,38.136,376,376,1880000,-2663.9697265625
4980.93,4764.67,18.5848,39.6507,377,377,1885000,-2845.668212890625
4879.84,3337.47,29.2941,40.7425,378,378,1890000,-3302.118896484375
4638.38,4543.37,21.5796,41.019,379,379,1895000,-3062.3251953125
4788.18,4719.45,19.0914,40.7892,380,380,1900000,-2863.506103515625
4901.29,4787.4,18.8951,39.8023,381,381,1905000,-2756.585693359375
4939.21,4791.16,19.5977,40.4644,382,382,1910000,-2878.4423828125
4963.18,4763.46,18.4442,39.7364,383,383,1915000,-2876.1435546875
