Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
44.6008,3656.02,18.3091,148,3598.98
44.872,3659.0,18.4588,149,3635.63
44.4812,3533.81,18.1821,150,3455.26
44.5919,3679.6,18.8342,151,3620.9
44.7685,3648.7,18.6121,152,3606.74
45.2259,3703.07,19.6085,153,3629.3
45.2142,3643.94,18.4235,154,3566.68
44.8014,3659.15,18.1359,155,3625.64
44.7631,3592.15,17.5426,156,3570.02
44.6172,3679.86,18.2202,157,3657.28
44.846,3706.37,17.6088,158,3593.73
45.1263,3602.72,19.7033,159,3635.4
45.2457,3604.89,18.4199,160,3559.93
44.8475,3646.16,17.3642,161,3596.58
44.9185,3669.1,18.6076,162,3565.14
44.951,3569.81,17.8413,163,3431.61
44.7191,3663.42,18.0599,164,3610.5
44.9556,3558.08,20.1647,165,3638.3
44.8972,3624.03,18.1905,166,3572.36
44.8021,3563.69,17.0232,167,3458.6
44.5268,3616.38,17.0456,168,3175.02
44.9687,3649.7,18.5433,169,3620.17
44.3757,3614.81,18.0255,170,3602.79
44.8277,3564.52,18.4851,171,3586.5
45.2686,3481.85,17.6582,172,3508.78
44.8511,3590.27,18.1357,173,3559.86
44.8015,3686.17,19.2277,174,3642.74
44.5991,3665.13,18.6783,175,3594.26
44.4527,3579.24,17.3262,176,3463.28
44.6827,3606.23,17.4273,177,3557.48
45.0063,3588.05,17.4563,178,3559.57
44.8343,3474.84,17.7554,179,3519.36
44.5416,3526.95,16.1028,180,3431.71
44.4956,3666.15,19.0646,181,3642.44
44.7785,3662.53,17.8037,182,3643.61
44.673,3605.18,17.6918,183,3561.31
44.473,3667.55,17.6667,184,3583.36
44.2956,3585.69,16.9842,185,3400.47
44.6033,3614.21,18.3686,186,3583.94
44.6761,3495.98,17.5569,187,3494.4
44.2245,3644.86,18.1332,188,3629.18
44.5292,3627.47,18.3074,189,3619.22
44.6795,3626.04,17.5019,190,3592.76
44.1887,3605.65,17.306,191,3594.83
44.535,3620.3,18.0854,192,3489.69
44.0868,3605.05,17.0107,193,3550.52
44.313,3641.62,17.6672,194,3608.05
44.2279,3656.37,17.0588,195,3612.14
44.2165,3638.82,17.0557,196,3621.29
44.1564,3626.71,16.6756,197,3600.68
44.3885,3647.32,17.502,198,3635.31
44.2158,3638.89,17.1731,199,3482.09
44.5001,3643.86,16.231,200,3612.88
44.6126,3609.37,16.3455,201,3544.19
44.4705,3655.67,16.5163,202,3602.29
44.598,3591.67,16.8512,203,3609.53
44.5244,3609.99,16.9474,204,3487.0
44.7111,3565.72,16.6475,205,3580.62
44.6103,3591.86,16.6388,206,3554.61
44.5499,3621.09,16.6637,207,3582.74
44.5177,3643.75,16.8167,208,3615.68
44.6432,3600.62,16.9367,209,3597.84
44.4766,3599.11,16.7296,210,3389.01
44.1934,3631.9,16.9848,211,3619.86
44.0312,3523.44,16.2298,212,3590.45
44.5752,3610.89,17.113,213,3617.78
44.4206,3532.16,17.3722,214,3611.18
44.1143,3635.58,16.7033,215,3625.77
44.1672,3651.19,17.0141,216,3636.31
44.6656,3604.69,17.2222,217,3604.47
44.2931,3633.7,17.1436,218,3629.84
44.1862,3604.32,17.3232,219,3614.17
44.0419,3649.69,17.1936,220,3630.55
44.4543,3653.63,19.9812,221,3621.75
43.97,3637.56,16.7512,222,3572.22
43.9194,3616.2,16.8819,223,3641.23
44.2448,3637.61,16.9463,224,3634.37
44.0982,3614.18,16.5979,225,3626.48
44.1522,3665.97,16.5344,226,3531.56
44.0084,3643.46,16.7066,227,3633.97
44.3523,3633.04,16.58,228,3627.76
44.2646,3657.04,16.7432,229,3656.3
44.4399,3646.66,16.8835,230,3650.74
44.1088,3637.67,16.9758,231,3622.86
44.2116,3622.93,16.5724,232,3622.27
44.0243,3654.35,16.4363,233,3647.28
43.9271,3672.48,16.7081,234,3647.8
43.9666,3650.0,16.6482,235,3631.17
44.2554,3704.93,16.7574,236,3677.13
43.9688,3671.89,16.9339,237,3557.79
43.9145,3665.71,16.3685,238,3666.34
43.9047,3696.88,16.5429,239,3695.23
44.2081,3690.48,17.0022,240,3660.68
43.5906,3667.5,16.4414,241,3671.02
43.9545,3650.66,15.9066,242,3638.47
44.1166,3635.48,16.4584,243,3526.15
43.917,3666.26,16.5603,244,3617.68
43.5772,3661.14,16.495,245,3557.46
43.7465,3707.35,16.1672,246,3684.19
43.8086,3646.43,16.3127,247,3645.4
43.6665,3680.49,16.3371,248,3643.94
43.5105,3647.68,16.4249,249,3676.18
43.9661,3712.98,16.3875,250,3676.15
44.0087,3678.85,16.518,251,3626.71
43.4413,3655.99,15.9865,252,3579.35
43.5501,3659.0,15.8766,253,3677.32
43.9486,3680.29,15.6384,254,3675.96
43.7735,3672.16,16.2944,255,3672.83
43.8349,3691.14,16.0773,256,3666.63
43.6796,3707.38,16.4127,257,3696.14
43.7042,3719.27,16.6576,258,3699.6
43.536,3635.62,15.923,259,3670.59
43.8138,3710.15,16.3797,260,3729.39
43.6442,3688.8,16.3485,261,3703.38
43.5836,3716.55,16.1506,262,3711.56
43.6172,3710.91,16.3722,263,3639.09
43.9453,3714.1,16.2064,264,3681.85
43.5246,3681.61,15.823,265,3697.58
43.6381,3731.05,15.8274,266,3685.13
47.1179,1424.44,14.6198,267,1154.05
48.2964,488.42,41.2897,268,1010.04
48.7876,726.06,29.5961,269,729.25
52.7151,258.34,61.516,270,234.32
53.6524,10.72,41.539,271,10.46
51.8802,157.58,42.0534,272,161.05
49.2493,292.8,47.1452,273,311.75
48.9806,11.63,29.4264,274,13.5
48.9881,684.04,28.4397,275,753.19
48.7157,798.14,33.9115,276,530.27
47.8063,905.12,24.9363,277,1097.55
47.4185,1068.12,30.055,278,901.06
47.1887,2684.87,23.6602,279,2825.68
46.9338,1907.05,23.2221,280,1786.49
46.5429,2595.39,18.6034,281,2515.52
44.6401,3402.44,19.2392,282,3159.45
45.4106,3368.59,20.9893,283,3091.1
46.5161,3197.3,22.3326,284,3362.9
44.6835,3269.74,22.1951,285,3036.09
45.5627,3160.2,23.3478,286,2598.36
46.5755,851.1,26.7828,287,1380.43
45.2468,3436.6,26.6262,288,2930.27
44.6495,3615.57,21.2939,289,3611.02
44.0361,3592.83,19.9936,290,3323.28
43.9487,3429.73,18.958,291,3398.21
44.6818,3318.93,19.2615,292,3397.9
44.5045,3542.73,18.8306,293,3455.42
43.978,3530.46,18.1684,294,3573.61
45.1574,3322.47,21.3329,295,3237.45
44.1454,3438.07,18.4728,296,2949.46
44.6085,3451.07,18.7572,297,3470.64
44.1008,3544.58,17.6056,298,3489.16
43.9216,3615.17,18.3258,299,3690.62
44.0964,3560.15,18.7476,300,3635.29
44.4035,3645.73,17.8346,301,3701.21
44.4951,3610.73,18.0221,302,3602.85
44.0224,3669.85,18.6846,303,3541.11
44.4605,3682.47,18.4844,304,3692.99
44.3456,3672.17,17.8106,305,3686.64
44.1259,3676.12,18.569,306,3700.8
44.3674,3671.76,18.6136,307,3654.41
44.1554,3669.44,18.438,308,3668.43
44.031,3735.22,18.4342,309,3708.29
43.932,3668.31,18.3847,310,3500.27
44.3468,3685.41,18.4047,311,3701.73
44.3512,3628.62,18.5557,312,3683.25
44.2664,3632.45,18.0616,313,3702.59
44.3727,3695.39,18.7615,314,3685.25
44.4047,3593.39,18.0994,315,3634.95
44.4146,3705.62,18.137,316,3721.36
44.4583,3665.27,18.3786,317,3480.64
44.3596,3683.4,18.1659,318,3514.34
44.0603,3678.43,17.966,319,3543.28
44.3632,3679.0,17.855,320,3687.58
43.9817,3176.14,20.8974,321,3710.52
44.2111,3619.57,17.4889,322,3698.95
44.0418,3775.36,17.6194,323,3566.77
44.0494,3724.98,17.7869,324,3691.92
44.0157,3764.86,17.8786,325,3743.31
44.5138,3626.1,17.6805,326,3688.52
43.9877,3761.72,17.7817,327,3703.35
43.9721,3752.62,17.323,328,3746.8
44.1592,3771.35,17.4857,329,3733.53
43.9621,3767.0,17.3642,330,3787.74
44.0006,3757.29,17.054,331,3727.69
44.0561,3834.96,17.3048,332,3804.57
43.5179,3845.94,17.5904,333,3788.66
44.1498,3811.41,17.5196,334,3772.59
43.7908,3876.1,17.4519,335,3808.76
43.8614,3857.74,17.1871,336,3826.0
44.153,3924.75,17.4849,337,3853.11
43.9364,3876.08,17.5233,338,3771.67
44.1614,3830.99,17.3511,339,3815.08
44.0639,3860.02,17.9987,340,3851.97
43.7402,3839.31,17.5771,341,3756.29
44.1777,3885.62,17.5445,342,3859.28
43.837,3914.19,17.6809,343,3876.89
43.9123,3906.61,17.6817,344,3854.34
43.9143,3915.91,17.5528,345,3847.85
43.7554,3919.74,17.887,346,3876.01
43.5405,3880.27,17.3676,347,3867.89
43.6358,3961.69,17.8337,348,3878.1
43.9186,3962.74,18.9168,349,3896.67
43.5673,3891.64,17.447,350,3861.97
43.8892,3998.26,17.2551,351,3911.62
43.6628,3924.73,17.487,352,3877.49
44.1838,3835.99,17.0256,353,3831.66
43.8292,3906.23,16.8167,354,3865.4
44.3189,3909.5,17.1716,355,3852.06
43.9912,3954.03,17.7358,356,3907.91
43.7752,3964.28,17.3718,357,3899.74
44.018,3973.67,17.7739,358,3904.47
43.7487,3947.88,17.3317,359,3901.22
44.0828,3959.25,17.4346,360,3904.08
44.2286,3992.01,17.9282,361,3904.68
43.8028,3928.06,17.255,362,3899.07
44.1805,3926.31,17.9021,363,3877.33
43.744,4023.44,17.3796,364,3898.32
43.8759,3989.29,18.5524,365,3908.56
43.9047,3927.5,17.4654,366,3886.57
44.1469,3955.09,17.2814,367,3913.51
43.9757,3960.06,17.6862,368,3890.26
44.1505,3975.43,17.6132,369,3917.81
43.858,3975.12,17.7138,370,3884.25
43.9554,3904.09,17.9284,371,3825.75
43.981,3965.64,17.1587,372,3920.44
44.0297,3977.18,17.6319,373,3903.85
43.8487,3955.13,17.6736,374,3894.36
44.162,3943.41,17.7057,375,3907.43
45.0844,2842.07,18.4353,376,2929.79
44.4418,3952.42,19.1531,377,3920.27
43.8625,3828.54,17.4387,378,3842.49
44.1408,3932.11,18.075,379,3775.56
44.1175,3973.76,17.9984,380,3929.97
44.0523,3934.22,17.2305,381,3887.79
44.2195,3835.08,17.409,382,3824.57
44.1582,3943.1,17.3362,383,3857.73
43.9662,3939.84,17.0717,384,3884.22
44.2387,3926.69,17.2542,385,3886.38
44.0295,3932.31,17.1799,386,3855.63
44.0295,3932.13,17.2828,387,3882.92
43.8922,3944.83,17.4177,388,3926.98
43.9341,3839.92,17.6791,389,3884.92
44.0871,3849.04,17.882,390,3886.55
43.9801,3975.15,17.5752,391,3905.03
43.9182,3967.52,17.5572,392,3927.08
44.2532,3951.27,17.6983,393,3911.32
44.1885,3938.4,17.456,394,3912.97
44.0852,3880.35,17.4885,395,3833.97
44.1236,3954.92,17.9177,396,3904.5
44.2328,3930.34,17.2865,397,3872.94
