Itration,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Running Reverse KL,Running Forward KL
766,4399.98,-5645.94970703125,5078.01,3830000,766,14.0095,35.4376
767,3885.13,-6215.56689453125,5015.25,3835000,767,15.2711,36.5837
768,4326.92,-6297.96337890625,5128.7,3840000,768,15.389,36.6248
769,4896.4,-5822.61767578125,5203.34,3845000,769,15.4849,36.1905
770,4295.33,-5889.892578125,4454.34,3850000,770,14.7107,35.6255
771,4343.9,-5690.14306640625,5120.85,3855000,771,14.5533,35.6633
772,4470.25,-5660.62109375,5115.38,3860000,772,14.4474,35.672
773,4954.19,-5766.07763671875,5077.14,3865000,773,15.1095,35.7825
774,4084.6,-6514.90673828125,5033.16,3870000,774,16.1687,36.9689
775,4954.13,-6420.41064453125,5014.06,3875000,775,16.0652,37.4632
776,4786.21,-5806.80029296875,5143.06,3880000,776,14.9252,36.4091
777,4941.19,-5905.603515625,5121.01,3885000,777,15.0372,36.1549
778,4927.55,-5869.48876953125,5044.5,3890000,778,15.8047,36.1844
779,4990.12,-5786.837890625,5162.11,3895000,779,15.9563,36.3552
780,5036.54,-5848.2529296875,5141.06,3900000,780,15.5021,36.3452
781,4977.42,-5941.39501953125,5138.1,3905000,781,16.5197,36.6776
782,4951.16,-5954.07177734375,5075.97,3910000,782,15.5967,36.6457
783,4946.74,-5913.19140625,5047.81,3915000,783,15.2271,35.7754
784,4856.99,-5950.6376953125,5128.96,3920000,784,15.0467,36.2078
785,4793.79,-5688.59375,5003.53,3925000,785,15.0032,36.333
786,4952.96,-6223.4921875,5121.06,3930000,786,15.6735,36.7546
787,4946.43,-6021.171875,5205.56,3935000,787,14.929,36.5371
788,4833.53,-6457.7333984375,5086.0,3940000,788,16.122,37.1411
789,4962.0,-5924.25244140625,4820.04,3945000,789,14.5533,35.4278
790,4919.22,-6032.65380859375,5212.6,3950000,790,14.4882,35.6553
791,4808.25,-6146.9697265625,4121.73,3955000,791,14.4865,36.5826
792,4662.07,-6479.27197265625,4773.82,3960000,792,14.6577,36.5445
793,4681.52,-5956.52880859375,5183.62,3965000,793,14.6231,35.6477
794,4874.07,-6101.08935546875,5098.17,3970000,794,14.7058,36.2113
795,4751.42,-6092.80615234375,5251.02,3975000,795,15.0803,36.6592
796,4486.22,-5716.9345703125,4504.16,3980000,796,13.8255,35.7909
797,4077.9,-6249.75732421875,4181.83,3985000,797,13.8866,36.3506
798,4345.54,-5974.9931640625,5061.68,3990000,798,13.6142,35.6481
799,4223.67,-6608.89697265625,5201.3,3995000,799,14.6074,36.5337
800,3359.64,-6691.6884765625,5241.82,4000000,800,14.1303,36.5377
801,4553.57,-6441.80517578125,5049.06,4005000,801,13.9061,36.1695
802,4089.1,-6497.70458984375,4124.87,4010000,802,14.8366,36.2014
803,4518.62,-5983.35986328125,5110.23,4015000,803,14.4367,35.7001
804,3629.01,-6385.85400390625,4235.05,4020000,804,14.404,36.7349
805,4210.37,-6436.41015625,4963.98,4025000,805,14.7189,36.4353
806,4507.75,-6135.09423828125,5090.44,4030000,806,15.3635,36.7795
807,4869.25,-6527.40380859375,4920.84,4035000,807,14.8342,36.8447
808,4819.6,-5958.49609375,5072.02,4040000,808,14.724,36.5349
809,4868.17,-6053.05859375,5056.82,4045000,809,15.771,36.2499
810,4865.22,-6243.9677734375,5025.91,4050000,810,16.4111,36.0886
811,4779.5,-6290.76904296875,4922.77,4055000,811,15.272,36.563
812,4707.3,-6480.67333984375,5124.07,4060000,812,14.9992,36.3385
813,4902.18,-6104.12451171875,5094.16,4065000,813,14.8539,35.6744
814,4680.78,-6613.14892578125,5121.74,4070000,814,14.5618,36.1874
815,4917.79,-6245.65576171875,5149.49,4075000,815,14.9219,36.2472
816,4833.01,-6487.49462890625,5074.19,4080000,816,15.2191,36.3574
817,3878.98,-6836.59033203125,4977.34,4085000,817,15.4165,36.2278
818,4261.9,-6724.27392578125,5003.66,4090000,818,17.1087,36.6238
819,3525.0,-6709.50390625,5099.03,4095000,819,15.8028,36.2965
820,4993.29,-6195.65234375,5184.24,4100000,820,14.5433,36.2978
821,4454.77,-6252.2060546875,5054.95,4105000,821,14.2354,36.0118
822,3872.8,-6516.6865234375,5077.5,4110000,822,15.3777,36.3631
823,4647.84,-6733.64892578125,5047.85,4115000,823,19.352,37.2177
824,2843.09,-6764.99951171875,4903.41,4120000,824,21.9341,37.5433
825,3814.11,-6508.9541015625,5026.0,4125000,825,16.0339,36.1007
826,4969.18,-6263.9091796875,5147.72,4130000,826,14.6206,35.9169
827,4561.29,-6455.7119140625,5122.76,4135000,827,15.6618,36.1379
828,3906.87,-6718.36083984375,5021.75,4140000,828,15.88,36.5409
829,4739.87,-6538.71044921875,5161.38,4145000,829,16.972,36.3531
830,4364.99,-6620.8671875,5080.03,4150000,830,16.943,36.5914
831,4854.01,-6529.4482421875,5138.43,4155000,831,15.0622,35.6149
832,4939.16,-6533.533203125,5196.73,4160000,832,16.6417,36.4453
833,4985.77,-6418.35400390625,5237.45,4165000,833,14.2932,36.2524
834,4773.06,-6420.96240234375,5199.58,4170000,834,14.3011,35.5408
835,4959.08,-6660.5810546875,5178.07,4175000,835,15.0729,36.4926
836,4873.29,-6488.177734375,5225.81,4180000,836,13.8705,35.8412
837,4039.4,-6962.5791015625,5024.8,4185000,837,18.7865,37.3486
838,2969.03,-6836.69677734375,5067.32,4190000,838,18.3767,36.8204
839,4922.18,-6512.00244140625,5151.74,4195000,839,14.3388,35.9198
840,3683.69,-6732.662109375,5048.25,4200000,840,14.7217,35.9308
841,4645.45,-6837.91064453125,5112.98,4205000,841,14.9029,36.6364
842,4952.63,-6523.603515625,5141.52,4210000,842,14.0945,36.179
843,4552.36,-6856.40234375,5120.14,4215000,843,14.403,36.591
844,4963.79,-6580.7744140625,5183.7,4220000,844,13.7367,35.1537
845,4763.9,-6182.2646484375,5161.77,4225000,845,13.47,35.5907
846,4640.11,-6558.0458984375,5112.49,4230000,846,13.8351,36.1326
847,4771.65,-6260.19287109375,4913.33,4235000,847,13.8946,35.6822
848,4907.46,-6202.83251953125,5025.93,4240000,848,13.3651,35.7995
849,5025.34,-6137.4189453125,5217.78,4245000,849,13.9715,35.488
850,4983.75,-6413.54248046875,5160.81,4250000,850,13.8811,36.2057
851,3451.39,-6800.13427734375,5152.19,4255000,851,15.1207,36.1218
852,4599.4,-6566.61279296875,5086.33,4260000,852,14.9768,35.5599
853,4937.5,-6475.83056640625,5089.15,4265000,853,14.123,36.1449
854,3532.05,-7123.6865234375,5054.84,4270000,854,20.9944,37.3387
855,4586.33,-6966.8212890625,5035.03,4275000,855,17.4942,35.9713
856,4701.08,-6542.62451171875,5094.98,4280000,856,14.2391,36.0707
857,4981.73,-6618.7763671875,5146.21,4285000,857,13.7969,35.7327
858,4919.8,-6678.19775390625,5176.62,4290000,858,14.1487,35.9139
859,4846.99,-7053.85595703125,5166.55,4295000,859,14.2509,36.2529
860,4942.6,-6491.064453125,5134.54,4300000,860,14.4205,35.8307
861,4837.15,-6821.8916015625,5176.2,4305000,861,13.7465,35.6635
862,4925.99,-6914.24169921875,5216.45,4310000,862,13.9625,35.5513
863,5002.86,-6408.7568359375,5182.82,4315000,863,13.5223,35.5799
864,5003.32,-6597.17724609375,5193.28,4320000,864,14.095,35.8392
865,4842.57,-6781.501953125,5195.73,4325000,865,13.2155,35.2873
866,4936.45,-6754.70166015625,4559.9,4330000,866,15.3597,36.686
867,4690.16,-6765.81201171875,5135.45,4335000,867,14.8536,36.4356
868,5005.42,-7051.7578125,2942.78,4340000,868,15.0927,36.1648
869,4902.98,-6551.94970703125,5101.97,4345000,869,14.1048,36.1056
870,4935.85,-6920.1328125,5095.81,4350000,870,14.515,36.0246
871,4819.04,-7092.18701171875,4975.38,4355000,871,15.0647,36.9794
872,1896.85,-9031.8486328125,2461.71,4360000,872,23.9297,44.0602
873,3324.37,-7386.0751953125,1104.94,4365000,873,23.0346,40.8118
874,765.16,-8915.54296875,917.85,4370000,874,28.379,43.7255
875,4716.88,-6842.287109375,5043.63,4375000,875,18.7658,36.3137
876,3431.81,-7647.6337890625,4944.42,4380000,876,19.4303,37.8698
877,2076.62,-8381.7646484375,1580.84,4385000,877,18.6738,39.7594
878,4105.62,-7418.861328125,4810.99,4390000,878,17.3464,36.9835
879,2526.1,-7597.0322265625,999.18,4395000,879,17.9571,37.9124
880,994.14,-7352.986328125,94.94,4400000,880,31.4067,40.9873
881,2384.93,-6858.63330078125,2405.73,4405000,881,18.0142,37.4575
882,5014.8,-6938.1181640625,5178.5,4410000,882,16.929,36.1794
883,5031.21,-7266.30419921875,5192.95,4415000,883,16.8932,36.8497
884,5007.96,-7106.9384765625,5189.55,4420000,884,17.3914,37.4587
885,4999.59,-7255.53076171875,5167.91,4425000,885,16.9348,36.6472
886,5004.0,-7576.380859375,5131.45,4430000,886,16.8975,36.669
887,5043.54,-7547.7060546875,5152.51,4435000,887,16.9534,36.284
888,4773.6,-7652.93408203125,5098.35,4440000,888,16.544,36.6369
889,1.04,-8042.41943359375,-11.25,4445000,889,53.1201,56.0126
890,479.6,-9298.509765625,394.43,4450000,890,47.0912,49.5958
891,517.55,-10870.70703125,555.28,4455000,891,20.5594,47.6244
892,435.26,-11462.46875,440.13,4460000,892,31.4716,51.0664
893,490.28,-9647.3291015625,512.46,4465000,893,20.9807,44.6198
894,391.7,-9011.7626953125,353.93,4470000,894,44.8706,52.2318
895,560.95,-8291.3232421875,600.32,4475000,895,54.4274,49.4993
896,398.45,-9749.8564453125,399.88,4480000,896,67.4846,49.7582
897,466.44,-9528.884765625,457.77,4485000,897,32.3616,48.4504
898,846.54,-10151.3466796875,897.35,4490000,898,51.5683,45.4175
899,1410.13,-9571.0185546875,1452.83,4495000,899,24.2057,42.2058
900,819.58,-9460.87109375,801.68,4500000,900,29.0258,43.7325
901,1105.92,-10140.669921875,741.48,4505000,901,28.9062,44.7783
902,830.28,-10091.7265625,616.73,4510000,902,44.3248,43.3356
903,1451.33,-9270.568359375,1639.81,4515000,903,36.6092,40.4402
904,1328.77,-9898.5615234375,1360.32,4520000,904,38.034,42.1623
905,1127.67,-10753.556640625,1004.44,4525000,905,27.5445,44.24
906,1301.15,-10249.267578125,1234.78,4530000,906,22.2766,44.8846
907,1954.09,-9248.3505859375,1961.13,4535000,907,22.9801,42.4009
908,2766.78,-8540.8056640625,3204.55,4540000,908,18.9491,41.3237
909,1344.38,-9616.626953125,957.44,4545000,909,29.7436,45.0201
910,620.26,-8797.158203125,615.36,4550000,910,44.8425,49.2021
911,402.82,-6480.357421875,339.56,4555000,911,100.2015,50.2222
912,848.94,-10265.9052734375,569.43,4560000,912,45.3032,49.0245
913,654.89,-9417.279296875,637.96,4565000,913,38.2975,44.5378
914,1937.43,-8159.32470703125,646.32,4570000,914,37.0216,41.1708
915,427.84,-10089.7353515625,426.63,4575000,915,54.9614,52.5258
916,2247.54,-9889.4365234375,2101.37,4580000,916,47.5266,45.5618
917,1557.0,-9653.7255859375,1808.42,4585000,917,40.9809,43.5599
918,3847.2,-5948.19921875,4810.66,4590000,918,30.2899,41.5477
919,2097.55,-10057.853515625,1035.66,4595000,919,54.4727,43.4223
920,1206.83,-9873.4970703125,1284.17,4600000,920,51.1079,42.6386
921,942.49,-10674.2939453125,720.33,4605000,921,60.8189,45.3868
922,1719.76,-9740.3388671875,1487.49,4610000,922,45.3673,41.085
923,603.86,-10969.5341796875,595.47,4615000,923,60.3041,48.2659
924,2102.14,-10011.9072265625,4490.72,4620000,924,42.471,41.386
925,3235.13,-8415.736328125,4544.86,4625000,925,24.2981,38.4964
926,2629.03,-10045.4765625,2767.8,4630000,926,24.5815,39.4167
927,2105.18,-9570.1142578125,3169.9,4635000,927,20.6772,39.5944
928,1919.58,-9900.939453125,2132.99,4640000,928,19.6248,39.8468
929,3136.79,-8039.7529296875,3927.61,4645000,929,22.5724,39.1024
930,1800.27,-8773.7021484375,726.62,4650000,930,22.0372,40.5038
931,4535.8,-6372.23486328125,3883.61,4655000,931,25.4816,40.1661
932,4255.37,-7928.689453125,5020.22,4660000,932,19.417,38.8277
933,2545.8,-8839.125,2833.87,4665000,933,27.1678,38.7857
934,4146.17,-9373.4619140625,3491.35,4670000,934,20.6137,40.8237
935,404.07,-11304.4658203125,413.82,4675000,935,47.411,50.5131
936,377.67,-8873.3330078125,453.12,4680000,936,28.3916,48.3594
937,405.48,-11568.3173828125,400.99,4685000,937,34.7971,50.8285
938,1211.33,-11603.94140625,846.28,4690000,938,23.0134,46.0775
939,428.88,-12085.775390625,444.24,4695000,939,18.7978,49.4882
940,4671.47,-7773.58251953125,4695.73,4700000,940,25.8436,42.0451
941,2438.96,-9879.279296875,4382.13,4705000,941,20.9042,42.016
942,4363.46,-9259.8603515625,4431.72,4710000,942,21.9088,44.1861
943,3143.19,-9553.349609375,4386.83,4715000,943,21.9652,43.4618
944,3013.61,-8593.8330078125,3932.0,4720000,944,20.3996,41.1577
945,-19.03,-9212.138671875,-18.76,4725000,945,100.1349,56.5414
946,-52.01,-8684.2998046875,-69.46,4730000,946,101.8856,54.4916
947,397.66,-11282.5341796875,401.63,4735000,947,44.1301,51.1895
948,395.27,-10878.8916015625,399.59,4740000,948,33.2679,50.916
949,114.72,-3517.981689453125,67.38,4745000,949,106.025,54.1918
950,458.08,-10819.419921875,495.77,4750000,950,52.8486,49.3009
951,367.92,-9923.98046875,409.61,4755000,951,56.3688,50.6512
952,351.23,-11797.1748046875,377.01,4760000,952,39.9862,50.2293
953,551.82,-11200.6123046875,471.89,4765000,953,38.9124,48.1557
954,631.59,-10379.724609375,626.73,4770000,954,44.448,45.2954
955,1522.91,-10758.189453125,1218.5,4775000,955,36.7241,42.0731
956,1310.68,-10604.06640625,969.37,4780000,956,44.5307,42.344
957,-5.73,-6989.87109375,-6.91,4785000,957,98.2143,55.4774
958,3066.8,-8759.9140625,3093.24,4790000,958,17.6288,37.4271
959,4600.05,-7184.966796875,4914.55,4795000,959,19.3074,37.7809
960,2241.35,-10668.8701171875,1740.99,4800000,960,15.0764,39.54
961,2866.82,-8251.28125,471.57,4805000,961,17.3654,38.2164
962,2013.38,-10728.01171875,461.01,4810000,962,15.8652,39.7268
963,4544.87,-8409.603515625,4278.59,4815000,963,17.3551,37.0355
964,4786.34,-7489.75390625,5042.21,4820000,964,18.7462,37.3811
965,4874.56,-7039.47412109375,4913.81,4825000,965,20.0694,37.6122
966,4709.99,-8072.00732421875,4965.04,4830000,966,17.0802,37.0911
967,4973.56,-6713.94091796875,5043.23,4835000,967,20.1918,37.1393
968,4802.14,-6364.9404296875,5041.03,4840000,968,20.0472,36.6607
969,4966.44,-6610.86083984375,5030.13,4845000,969,20.5342,37.1001
970,4887.48,-6908.78173828125,5051.92,4850000,970,18.5725,36.1056
971,4747.2,-6976.2373046875,4954.55,4855000,971,19.2206,36.2842
972,4444.09,-7645.8642578125,4979.86,4860000,972,17.1024,36.475
973,4854.28,-6997.201171875,5060.48,4865000,973,19.467,37.543
974,4520.98,-7437.76220703125,4850.1,4870000,974,17.3657,37.1825
975,4865.02,-6711.08935546875,4913.73,4875000,975,20.2535,37.6952
976,4824.9,-6798.47119140625,4770.92,4880000,976,20.1685,37.3387
977,4618.27,-6876.2392578125,4476.09,4885000,977,19.7632,37.8681
978,4786.62,-7025.7724609375,4725.14,4890000,978,19.6045,37.2488
979,4749.38,-6499.21728515625,4706.72,4895000,979,19.6862,36.8577
980,4614.83,-6957.87060546875,4589.03,4900000,980,19.603,36.573
981,4663.95,-6871.806640625,4625.85,4905000,981,19.8736,36.662
982,4740.94,-6831.943359375,4728.97,4910000,982,19.4133,36.4783
983,4737.94,-6778.85107421875,4759.42,4915000,983,19.6568,36.3384
984,4726.83,-7175.4560546875,4737.42,4920000,984,19.4706,36.3768
985,4734.88,-7367.2666015625,4755.39,4925000,985,20.4621,37.1432
986,4556.78,-7419.44580078125,4524.12,4930000,986,20.8039,37.3283
987,4709.67,-7219.00537109375,4672.76,4935000,987,19.1652,36.105
988,4751.81,-7177.59716796875,4695.34,4940000,988,19.1133,36.0579
989,4771.24,-7322.30224609375,4761.84,4945000,989,19.4284,36.6673
990,4653.01,-7911.98193359375,4704.29,4950000,990,20.5747,38.1255
991,4816.15,-7233.98974609375,4902.23,4955000,991,19.3194,36.0336
992,4765.63,-7671.205078125,4798.3,4960000,992,20.7312,37.3082
993,4767.27,-7468.63818359375,4821.8,4965000,993,19.2266,36.3701
994,4667.28,-7963.3330078125,4731.83,4970000,994,19.9731,37.2809
995,4781.8,-7616.1474609375,4854.29,4975000,995,18.9331,36.466
996,4798.2,-7608.87353515625,4858.66,4980000,996,19.3022,36.469
997,4851.88,-7453.0107421875,4864.33,4985000,997,18.2619,36.195
998,4801.84,-7579.77978515625,4891.77,4990000,998,18.0762,36.5034
999,4828.19,-7622.9775390625,4909.04,4995000,999,18.4085,36.4955
1000,4793.12,-7656.86474609375,4891.96,5000000,1000,18.6517,36.4652
1001,4824.07,-7638.28955078125,4912.09,5005000,1001,19.4108,36.9923
1002,4841.21,-7323.35107421875,4857.85,5010000,1002,18.2018,35.9608
1003,4903.26,-7431.3466796875,4966.27,5015000,1003,18.3085,35.8326
1004,4868.16,-7621.7939453125,4905.04,5020000,1004,18.545,36.1345
1005,4886.46,-7453.37451171875,4995.97,5025000,1005,18.4809,36.4913
1006,4958.39,-7258.85546875,5065.99,5030000,1006,17.7416,36.0316
1007,4887.02,-7601.6982421875,4978.11,5035000,1007,18.11,36.8144
1008,4915.35,-7275.84765625,4991.46,5040000,1008,18.0569,36.0852
1009,4961.69,-7216.0517578125,5058.04,5045000,1009,18.1084,36.435
1010,4914.65,-7118.28515625,5015.87,5050000,1010,18.0676,35.9564
1011,4907.34,-7174.4208984375,5017.28,5055000,1011,17.6572,36.0365
1012,4937.92,-6982.37451171875,5033.99,5060000,1012,17.8523,35.536
1013,4912.15,-7154.01708984375,5018.65,5065000,1013,18.0142,36.2149
1014,4947.95,-6971.232421875,5043.85,5070000,1014,17.9953,35.6983
1015,4737.22,-7021.1875,4823.12,5075000,1015,17.7268,35.5679
1016,4909.54,-6961.5498046875,4972.01,5080000,1016,17.5796,36.074
1017,4923.05,-7201.83935546875,5044.16,5085000,1017,18.142,35.761
1018,4896.17,-7260.35302734375,4977.47,5090000,1018,17.3866,36.0768
1019,4895.37,-7140.7314453125,4980.44,5095000,1019,18.1016,36.0914
1020,4921.63,-7089.95263671875,4986.02,5100000,1020,17.8911,36.0873
1021,4961.01,-6935.439453125,5057.25,5105000,1021,18.6677,35.6568
1022,4945.13,-7034.55908203125,5043.42,5110000,1022,18.3006,36.1527
1023,4879.32,-7347.56396484375,4983.55,5115000,1023,18.4766,35.8714
1024,4925.74,-7144.35107421875,5010.18,5120000,1024,18.145,35.4081
1025,4907.73,-7208.876953125,5018.0,5125000,1025,17.8974,36.3573
1026,4923.37,-7225.8681640625,4993.66,5130000,1026,17.995,36.1186
1027,4951.25,-7128.15380859375,5078.1,5135000,1027,17.9721,36.0495
1028,4955.33,-7064.87939453125,5054.94,5140000,1028,18.1777,35.9256
1029,4933.13,-7413.94140625,5039.31,5145000,1029,18.4457,35.995
1030,4960.96,-7175.57421875,5061.86,5150000,1030,18.3378,35.7195
1031,4971.65,-7120.70751953125,5096.9,5155000,1031,17.9884,36.1062
1032,4931.5,-7056.9150390625,5040.8,5160000,1032,18.6482,35.9356
1033,4931.15,-7374.93310546875,5044.52,5165000,1033,18.2328,35.6525
1034,4960.75,-7097.1748046875,5029.76,5170000,1034,18.6273,35.643
1035,4981.54,-7179.8994140625,5074.1,5175000,1035,19.0362,36.0308
1036,5023.52,-7006.634765625,5149.94,5180000,1036,18.6116,35.6363
1037,4995.42,-7056.14111328125,5085.43,5185000,1037,18.2033,35.7458
1038,5007.9,-7123.265625,5112.29,5190000,1038,18.4532,36.2256
1039,4977.29,-7095.5390625,5085.48,5195000,1039,18.3357,35.7316
1040,4985.13,-7226.796875,5080.83,5200000,1040,18.4389,36.0972
1041,5001.53,-7294.47509765625,5101.15,5205000,1041,18.215,36.2523
1042,4991.17,-7165.49951171875,5050.3,5210000,1042,18.4645,35.6691
1043,5015.68,-7306.513671875,5077.77,5215000,1043,19.2031,36.24
1044,5028.11,-7003.1416015625,5131.48,5220000,1044,18.164,35.6091
1045,4997.65,-6968.79931640625,5033.62,5225000,1045,18.5472,36.2533
1046,5022.89,-7011.66064453125,5111.12,5230000,1046,18.0499,36.2358
1047,5032.69,-7323.77587890625,5100.48,5235000,1047,18.373,36.1338
1048,5025.71,-7341.302734375,5106.15,5240000,1048,18.8064,36.6782
1049,5030.47,-7100.03271484375,5100.05,5245000,1049,18.0876,36.0618
1050,5004.79,-7256.33544921875,5069.93,5250000,1050,18.3113,36.0608
1051,5008.79,-7259.1923828125,5099.71,5255000,1051,19.1993,36.6511
1052,5042.33,-7210.2685546875,5078.02,5260000,1052,17.6239,36.0703
1053,4981.57,-7122.35546875,5044.81,5265000,1053,18.4788,35.9211
1054,4990.86,-7219.216796875,5077.83,5270000,1054,18.3604,36.6734
1055,4997.67,-7126.572265625,5080.27,5275000,1055,18.2329,35.9789
1056,4997.14,-6954.96728515625,5046.72,5280000,1056,18.5495,36.2052
1057,5033.22,-7226.943359375,5103.71,5285000,1057,18.4595,35.9103
1058,5019.95,-7177.26953125,5106.19,5290000,1058,18.2444,36.5914
1059,4978.0,-7327.083984375,5048.31,5295000,1059,18.2525,36.1019
1060,5024.88,-7536.7099609375,5074.46,5300000,1060,19.0171,36.2926
1061,5009.18,-7354.3291015625,5074.1,5305000,1061,18.995,36.5673
1062,5013.96,-7287.5546875,5089.59,5310000,1062,18.8174,36.1569
1063,5011.69,-7434.22021484375,5100.59,5315000,1063,19.091,36.4941
1064,5002.07,-7145.84423828125,5074.73,5320000,1064,19.0456,36.2806
1065,4981.67,-7358.9111328125,5045.08,5325000,1065,19.1542,36.563
1066,4966.63,-7395.36083984375,5023.91,5330000,1066,19.2788,36.338
1067,5020.86,-7353.17529296875,5106.7,5335000,1067,19.0973,36.3763
1068,4979.48,-7509.326171875,5059.6,5340000,1068,19.5529,36.352
1069,4983.84,-7437.37939453125,5015.93,5345000,1069,19.5877,36.5646
1070,4992.89,-7355.7626953125,5030.05,5350000,1070,18.8501,36.0246
1071,4950.27,-7329.08056640625,4988.08,5355000,1071,18.9678,36.2098
1072,4968.96,-7323.25732421875,4975.03,5360000,1072,19.5215,36.116
1073,4959.15,-7488.5361328125,4974.39,5365000,1073,19.4365,37.068
1074,4932.35,-7467.54736328125,4963.37,5370000,1074,19.6127,36.6047
1075,4920.6,-7571.35302734375,4963.98,5375000,1075,19.6574,36.8889
1076,4951.47,-7148.69775390625,5003.8,5380000,1076,18.5613,35.8887
1077,4937.64,-7454.37109375,4977.49,5385000,1077,18.753,36.3727
1078,4991.45,-7509.78466796875,5038.31,5390000,1078,18.7339,36.7816
1079,4949.19,-7183.91796875,4999.71,5395000,1079,18.8858,36.0018
1080,4931.47,-7360.900390625,5021.37,5400000,1080,18.8473,36.2145
1081,4953.96,-7446.82958984375,5015.35,5405000,1081,18.8298,36.7393
1082,4948.14,-7271.75634765625,4992.51,5410000,1082,19.2055,35.8962
1083,4949.7,-7328.3232421875,5026.04,5415000,1083,18.4563,36.4454
1084,4937.91,-7484.71533203125,4976.07,5420000,1084,19.0732,36.5534
1085,4920.2,-7259.92919921875,4977.85,5425000,1085,18.8276,36.4365
1086,4959.42,-7088.943359375,5037.65,5430000,1086,18.6534,35.6993
1087,4931.11,-7330.408203125,4979.3,5435000,1087,18.6074,35.9065
1088,4972.96,-7126.3115234375,5040.07,5440000,1088,18.9589,35.646
1089,4944.56,-7321.25341796875,5012.95,5445000,1089,18.7261,36.5387
1090,4947.49,-7385.42041015625,5002.52,5450000,1090,19.2012,36.3741
1091,4897.96,-7662.2685546875,4952.31,5455000,1091,19.6484,37.1589
1092,4895.89,-7481.1923828125,4949.61,5460000,1092,19.6159,36.5969
1093,4909.69,-7532.0712890625,4975.94,5465000,1093,18.1679,36.3662
1094,4908.59,-7698.31103515625,4988.63,5470000,1094,19.1784,36.7852
1095,4894.76,-7594.681640625,4959.87,5475000,1095,18.6793,36.8011
1096,4914.84,-7610.32958984375,5005.93,5480000,1096,19.0563,36.8329
1097,4937.83,-7564.73876953125,5044.2,5485000,1097,19.2944,36.1905
1098,4862.34,-7507.083984375,5090.86,5490000,1098,18.5759,35.9206
1099,4948.99,-7427.11376953125,5035.83,5495000,1099,19.1703,35.7594
1100,4914.96,-7329.12158203125,4973.39,5500000,1100,18.5386,35.9139
1101,4974.94,-7321.533203125,5061.74,5505000,1101,18.5697,36.1939
1102,4946.91,-7274.36083984375,5054.62,5510000,1102,18.9405,36.0812
1103,4916.1,-7436.568359375,4973.19,5515000,1103,18.3553,36.3523
1104,4922.54,-7522.96044921875,5010.25,5520000,1104,18.1779,35.9013
1105,4960.88,-7157.61083984375,5004.37,5525000,1105,17.2441,34.8097
1106,4919.05,-7177.96875,4945.89,5530000,1106,17.2791,34.6911
1107,4937.04,-7221.31884765625,4998.25,5535000,1107,18.0806,35.4522
1108,4931.3,-7159.60205078125,4959.57,5540000,1108,17.6014,34.9718
1109,4864.85,-7533.9375,4615.55,5545000,1109,18.258,35.1968
1110,4907.5,-7598.3037109375,4960.67,5550000,1110,18.4317,36.0244
1111,4928.83,-7412.396484375,4933.98,5555000,1111,18.4825,35.6943
1112,4935.74,-7668.30712890625,4944.4,5560000,1112,18.2716,35.7092
1113,4945.69,-7505.4931640625,4832.06,5565000,1113,18.401,35.3627
1114,4906.31,-7675.89306640625,4851.18,5570000,1114,18.1631,35.4239
1115,4940.16,-7525.833984375,4882.54,5575000,1115,18.2966,35.4876
1116,4937.16,-7449.669921875,4690.66,5580000,1116,17.8113,35.4133
1117,4865.04,-7557.9755859375,4974.85,5585000,1117,17.8082,35.1447
1118,4872.07,-7803.4140625,4903.92,5590000,1118,16.9234,35.7944
1119,4945.05,-7962.81689453125,4943.58,5595000,1119,18.2319,35.9825
1120,4927.6,-7706.16064453125,4922.49,5600000,1120,17.7464,35.2001
1121,4929.8,-7827.15478515625,4916.96,5605000,1121,17.7558,35.3793
1122,4805.58,-7572.185546875,4920.86,5610000,1122,18.3302,35.7108
1123,4655.45,-7855.3447265625,5025.33,5615000,1123,16.2529,35.6921
1124,5005.17,-7572.85546875,5103.83,5620000,1124,18.17,35.325
1125,5044.06,-7290.1435546875,5124.53,5625000,1125,17.9736,35.077
1126,5024.09,-7730.1005859375,5148.07,5630000,1126,17.9385,35.0544
1127,4921.97,-7309.13134765625,4854.39,5635000,1127,17.6477,35.7462
1128,4944.75,-7542.5078125,5009.28,5640000,1128,17.2779,34.907
1129,4966.98,-7284.3310546875,5010.2,5645000,1129,17.6496,35.0693
1130,4999.81,-7520.6474609375,5126.58,5650000,1130,17.7701,35.4108
1131,4791.58,-7117.623046875,5045.12,5655000,1131,17.1868,34.9618
1132,4995.88,-7401.17236328125,5075.69,5660000,1132,17.3368,34.8584
1133,4963.79,-7522.7734375,4982.14,5665000,1133,17.8504,35.5463
1134,5040.83,-7936.451171875,5143.16,5670000,1134,17.4655,35.8696
1135,5003.08,-7530.20751953125,5097.76,5675000,1135,17.9167,35.3594
1136,4974.78,-7390.46533203125,4977.53,5680000,1136,17.7713,35.0223
1137,4977.56,-7483.4296875,4943.43,5685000,1137,17.6388,35.4933
1138,4995.79,-7100.54345703125,4959.08,5690000,1138,17.5237,35.3332
1139,5021.82,-7101.84765625,5139.72,5695000,1139,16.9838,35.0501
1140,4984.67,-7404.93603515625,5045.15,5700000,1140,16.8168,34.5684
1141,5018.83,-7403.9208984375,5061.55,5705000,1141,17.0315,34.8156
