Real Sto Return,Running Env Steps,Reward Loss,Running Update Time,Running Reverse KL,Running Forward KL,Itration,Real Det Return
11749.93,1925000,-39264.98046875,385,16.2602,140.2205,385,11787.64
11720.19,1930000,-38193.1796875,386,15.9808,140.7315,386,12022.52
11587.32,1935000,-39404.67578125,387,16.8721,139.5243,387,11837.27
11309.15,1940000,-39713.25390625,388,16.9485,140.3592,388,11434.26
11397.18,1945000,-40314.5546875,389,16.3778,141.0275,389,11726.33
11268.09,1950000,-40625.3203125,390,15.4766,141.5838,390,11706.46
11166.88,1955000,-38390.38671875,391,14.8324,141.1883,391,11679.88
10618.14,1960000,-37901.71484375,392,15.2549,139.8284,392,11869.72
11072.21,1965000,-40216.859375,393,14.8118,140.8146,393,11470.34
10657.98,1970000,-37902.12890625,394,14.0324,141.5122,394,11364.39
11043.7,1975000,-37971.92578125,395,13.8216,141.0215,395,11577.09
11201.4,1980000,-39983.8828125,396,15.0847,140.8175,396,11529.4
10972.16,1985000,-41878.19921875,397,14.6778,141.3436,397,11322.2
11303.97,1990000,-41109.6640625,398,15.0193,141.706,398,11512.63
11161.41,1995000,-41736.0546875,399,15.9182,142.1543,399,11520.59
10840.55,2000000,-40499.5078125,400,14.87,141.1154,400,11408.4
11150.98,2005000,-40240.28125,401,14.7169,142.046,401,11485.59
10975.88,2010000,-40833.0390625,402,14.0688,141.6802,402,11469.86
10543.93,2015000,-40069.9375,403,14.6216,141.4347,403,11471.13
10548.73,2020000,-41811.8359375,404,15.5953,141.2277,404,11437.03
10769.79,2025000,-40789.765625,405,14.4889,140.9358,405,11553.21
11043.04,2030000,-41606.86328125,406,13.9936,140.9624,406,11204.33
11070.16,2035000,-41604.9765625,407,14.719,141.3895,407,11487.69
11252.69,2040000,-41412.44140625,408,14.1346,141.1095,408,11593.64
11024.87,2045000,-41843.89453125,409,14.1052,140.2169,409,11494.9
10997.86,2050000,-41986.49609375,410,14.6831,140.8228,410,11456.67
11349.33,2055000,-40570.1875,411,14.8172,141.4131,411,11804.06
11302.69,2060000,-40887.515625,412,15.4394,141.0291,412,11445.87
10651.87,2065000,-41080.0234375,413,14.0378,141.0711,413,10642.77
10726.97,2070000,-40782.9609375,414,14.1719,140.4707,414,11197.48
10147.92,2075000,-42310.515625,415,14.9747,140.3437,415,11497.61
10582.63,2080000,-41876.78515625,416,14.253,140.7966,416,11392.0
10133.65,2085000,-42332.30859375,417,14.1143,140.7933,417,10372.0
9750.35,2090000,-39724.98046875,418,13.0605,141.1793,418,10736.44
10801.09,2095000,-40731.93359375,419,14.0658,140.6597,419,11124.39
10870.27,2100000,-42150.67578125,420,15.1021,140.8509,420,11227.35
10893.56,2105000,-43734.3125,421,14.8712,140.6734,421,11076.13
10861.31,2110000,-41216.94140625,422,14.3846,140.509,422,11247.82
11091.42,2115000,-42577.19921875,423,15.401,140.0145,423,10841.39
10655.55,2120000,-43571.53125,424,14.8353,141.7535,424,11036.49
10712.0,2125000,-42843.5078125,425,15.0567,140.8113,425,11134.67
10465.96,2130000,-44714.43359375,426,14.5757,142.806,426,11059.88
10370.61,2135000,-45016.5625,427,14.2598,142.5756,427,10818.67
10870.58,2140000,-41374.9296875,428,14.6338,141.4171,428,11385.14
10899.42,2145000,-42466.171875,429,15.0522,141.1036,429,11211.23
10757.75,2150000,-42851.0625,430,14.2597,141.6882,430,10920.65
10736.45,2155000,-42622.1484375,431,13.2043,141.4129,431,11218.83
9868.74,2160000,-43297.68359375,432,14.181,141.142,432,10568.09
10691.68,2165000,-41833.921875,433,15.2435,139.5438,433,11342.79
11118.0,2170000,-41951.9921875,434,15.0979,140.8253,434,11486.04
10930.61,2175000,-43421.39453125,435,15.283,141.176,435,11573.95
11240.59,2180000,-43143.33203125,436,15.5313,140.3845,436,11563.52
10263.59,2185000,-43680.3046875,437,16.0858,141.5585,437,11350.0
11332.96,2190000,-43759.28125,438,15.16,140.3529,438,11370.95
11086.9,2195000,-44048.76953125,439,14.9572,141.9449,439,11563.41
11116.61,2200000,-43990.9140625,440,15.7807,141.8087,440,11327.64
11080.66,2205000,-45031.28515625,441,15.6486,142.2031,441,11340.44
11117.67,2210000,-44449.30859375,442,15.0602,141.9803,442,11444.61
10776.71,2215000,-43828.05078125,443,15.2264,141.3798,443,11702.74
11219.9,2220000,-44004.70703125,444,14.65,141.4841,444,11534.31
11265.5,2225000,-43581.671875,445,14.9555,141.2633,445,11451.17
10664.79,2230000,-45162.3125,446,15.7403,142.5561,446,11545.28
10921.43,2235000,-44765.96484375,447,16.0623,141.5799,447,11217.65
10931.05,2240000,-43698.06640625,448,14.9193,140.9297,448,11399.9
10926.16,2245000,-44136.9921875,449,15.6539,141.3088,449,11720.31
10801.19,2250000,-43070.0078125,450,15.1283,140.0904,450,11470.03
10906.71,2255000,-45675.35546875,451,15.6657,142.2276,451,10777.99
11033.29,2260000,-44585.26953125,452,15.2895,141.3022,452,10923.94
11198.7,2265000,-44111.37109375,453,15.7039,141.3878,453,10867.06
11266.76,2270000,-45143.1171875,454,16.0026,141.2529,454,11619.18
11237.2,2275000,-44153.26953125,455,15.3303,142.1512,455,11690.33
11011.93,2280000,-44164.078125,456,15.3634,141.6844,456,11379.22
10740.59,2285000,-46393.61328125,457,14.3746,142.2514,457,11038.15
11041.93,2290000,-45009.75390625,458,16.1556,141.7412,458,11337.56
10580.88,2295000,-45009.2109375,459,15.7486,142.5817,459,11175.13
11256.54,2300000,-43254.796875,460,15.8461,140.4334,460,11257.79
11040.67,2305000,-44868.90234375,461,15.6366,141.3565,461,11288.3
10757.36,2310000,-45287.6875,462,16.2106,141.2037,462,11755.83
11515.42,2315000,-45168.26171875,463,16.0577,140.1338,463,11084.12
11261.95,2320000,-45519.1484375,464,15.5027,140.9791,464,11637.05
10901.6,2325000,-44716.515625,465,15.4601,141.6935,465,11480.33
10836.94,2330000,-43021.20703125,466,15.4388,141.0354,466,11363.45
11140.07,2335000,-46224.65625,467,16.0135,142.2301,467,11444.66
11348.57,2340000,-45590.07421875,468,16.4021,140.9584,468,11714.49
11234.39,2345000,-47000.71484375,469,15.916,140.9392,469,11597.98
11331.26,2350000,-45565.953125,470,15.8048,140.941,470,11558.48
10901.78,2355000,-45329.18359375,471,15.3356,141.7957,471,11756.3
11442.17,2360000,-45383.3828125,472,16.0414,141.4565,472,11749.27
11117.03,2365000,-45111.53515625,473,15.031,140.3946,473,11507.31
11372.32,2370000,-43403.55859375,474,14.9774,140.1989,474,11649.4
10827.76,2375000,-44892.734375,475,14.9152,141.7163,475,11379.62
10793.61,2380000,-46250.16796875,476,15.8133,141.1916,476,11618.98
11109.5,2385000,-45770.25390625,477,16.1569,141.6154,477,11321.79
11229.81,2390000,-45544.94140625,478,15.2898,141.3135,478,11765.42
11158.56,2395000,-47190.7421875,479,16.6599,142.4699,479,11371.1
11268.51,2400000,-46158.1171875,480,16.5026,141.611,480,11654.32
11158.04,2405000,-45715.65234375,481,15.8577,142.2351,481,11368.76
11150.46,2410000,-45548.55859375,482,15.3155,140.8391,482,11697.77
11083.78,2415000,-47350.16015625,483,15.9656,141.6012,483,11328.47
10671.63,2420000,-44717.48828125,484,15.587,140.7573,484,11488.02
11112.77,2425000,-45421.12890625,485,15.5106,140.5484,485,11320.36
10499.62,2430000,-48999.00390625,486,16.1498,141.0951,486,11147.75
10785.02,2435000,-47805.26953125,487,16.4669,141.0098,487,11491.33
11055.47,2440000,-46476.20703125,488,15.2077,140.9292,488,11648.51
11103.02,2445000,-46762.65234375,489,15.4318,140.86,489,11619.75
11386.44,2450000,-45882.60546875,490,16.2235,140.4707,490,11642.46
11090.14,2455000,-47150.3828125,491,17.0259,140.7022,491,11419.73
11202.31,2460000,-46774.6484375,492,16.1005,140.9967,492,11611.63
10873.84,2465000,-48893.01171875,493,16.202,141.2649,493,11580.79
9778.95,2470000,-46739.24609375,494,15.9545,139.9229,494,11203.34
11277.59,2475000,-44490.6015625,495,14.5936,139.809,495,11115.33
11329.83,2480000,-46777.921875,496,15.4589,140.6035,496,11520.4
11219.27,2485000,-47614.09765625,497,16.3561,140.5577,497,11640.68
11444.25,2490000,-44834.9765625,498,16.0306,139.9519,498,11086.51
11317.13,2495000,-47891.90234375,499,15.64,141.8798,499,11201.92
11316.79,2500000,-46949.23828125,500,15.9188,140.7138,500,11685.5
10460.37,2505000,-46806.7734375,501,16.09,139.4133,501,11693.58
10838.48,2510000,-47985.671875,502,15.3261,141.8279,502,11658.96
11215.48,2515000,-49534.37890625,503,15.9595,141.7771,503,11566.44
11067.35,2520000,-49547.9609375,504,15.8136,143.7298,504,11088.62
11075.7,2525000,-49180.85546875,505,16.7256,141.2784,505,11037.28
10837.28,2530000,-49193.33984375,506,16.1654,141.1063,506,11626.59
11472.34,2535000,-48065.41015625,507,15.5789,141.3791,507,11657.11
11279.08,2540000,-47137.7265625,508,15.2074,141.1569,508,11552.7
11043.54,2545000,-47986.44140625,509,15.5678,141.0948,509,11590.7
11411.02,2550000,-49985.03125,510,16.36,142.1257,510,11377.37
11658.45,2555000,-49848.74609375,511,16.218,141.5439,511,11887.08
10166.63,2560000,-48172.68359375,512,15.6712,141.3848,512,10341.49
10897.31,2565000,-46556.19140625,513,15.5174,141.8008,513,11276.71
11444.91,2570000,-48262.19921875,514,16.2993,141.2452,514,11628.46
11646.33,2575000,-49368.54296875,515,15.2219,141.8798,515,11524.65
11372.81,2580000,-48847.7578125,516,16.8829,141.6519,516,11757.6
10859.02,2585000,-49567.9453125,517,16.6377,142.1483,517,11695.04
10806.82,2590000,-49686.92578125,518,15.3262,141.8354,518,11041.59
11442.47,2595000,-48718.3125,519,16.7449,142.0379,519,11404.97
10958.14,2600000,-49240.15625,520,16.0869,141.8531,520,11316.96
11174.13,2605000,-47275.44921875,521,15.2744,141.9196,521,10463.24
11558.29,2610000,-48558.61328125,522,16.1384,141.178,522,11874.79
10606.53,2615000,-47759.31640625,523,15.1713,140.8001,523,10912.91
11462.43,2620000,-48549.66015625,524,16.3208,141.3249,524,11826.0
11025.77,2625000,-48839.11328125,525,16.1613,141.1713,525,11600.55
11588.18,2630000,-49063.03515625,526,16.2266,140.8073,526,11842.42
11462.71,2635000,-49717.8984375,527,15.8932,141.1338,527,11179.91
11360.15,2640000,-51796.4609375,528,16.469,141.809,528,11862.76
11241.43,2645000,-49984.43359375,529,15.9383,140.6906,529,11576.29
11782.21,2650000,-50111.30078125,530,15.7671,140.1378,530,12117.79
10615.85,2655000,-49979.54296875,531,15.1025,141.2044,531,11506.07
11467.54,2660000,-50049.84375,532,15.4704,141.1748,532,11908.7
11372.38,2665000,-49978.640625,533,14.6571,141.2059,533,11772.91
11090.6,2670000,-50357.87109375,534,15.4317,140.7188,534,11475.22
11559.74,2675000,-49227.82421875,535,15.8596,140.1628,535,11894.76
11101.99,2680000,-51735.6953125,536,14.8873,141.6586,536,11480.4
11466.54,2685000,-50248.4375,537,15.2118,140.6083,537,11786.94
11283.04,2690000,-50450.94140625,538,15.36,140.4075,538,11822.97
11539.3,2695000,-50124.87109375,539,14.8268,140.6619,539,11527.14
11652.66,2700000,-48407.515625,540,14.658,140.2838,540,11881.25
11017.03,2705000,-49688.1796875,541,14.534,140.4452,541,11814.03
11752.46,2710000,-47865.58984375,542,14.7866,139.9449,542,11922.72
11478.18,2715000,-52217.125,543,15.9829,140.9777,543,11825.54
11575.34,2720000,-48765.6640625,544,15.1017,139.8304,544,11971.24
10539.0,2725000,-49531.796875,545,14.7199,139.7415,545,11363.42
11324.39,2730000,-48742.9765625,546,15.5752,139.2873,546,11268.67
10866.88,2735000,-48467.69140625,547,15.0839,139.685,547,11604.44
10945.0,2740000,-50091.375,548,14.7899,140.0243,548,11382.56
11542.71,2745000,-50046.03125,549,15.2734,139.2784,549,11865.91
11233.89,2750000,-50924.734375,550,15.2573,141.707,550,11161.39
11507.13,2755000,-48022.1640625,551,15.0711,139.4617,551,11749.12
10422.7,2760000,-49698.02734375,552,14.7196,139.4321,552,11717.72
10715.76,2765000,-50954.234375,553,15.7491,140.2771,553,11702.87
11262.01,2770000,-50484.74609375,554,15.0127,138.7266,554,11583.95
11155.25,2775000,-52234.6328125,555,15.5739,140.5367,555,11561.34
10894.09,2780000,-51014.6640625,556,14.9092,139.7089,556,11492.94
11668.27,2785000,-50743.79296875,557,15.9328,139.787,557,11140.35
10432.36,2790000,-52231.70703125,558,14.6176,141.4193,558,10559.55
11007.98,2795000,-51919.703125,559,15.2046,139.5558,559,11199.46
11083.78,2800000,-53544.32421875,560,16.2111,141.2256,560,11182.1
11551.09,2805000,-52696.66796875,561,16.4329,141.1005,561,12002.63
10440.51,2810000,-50938.4921875,562,15.7546,140.6673,562,11738.05
10730.38,2815000,-49803.1875,563,15.7139,140.0688,563,10361.26
8271.25,2820000,-51820.296875,564,15.2159,141.6956,564,6435.0
10108.22,2825000,-52147.72265625,565,14.5878,141.079,565,10996.58
9901.09,2830000,-50482.671875,566,15.8665,139.865,566,11047.1
10521.21,2835000,-52932.46875,567,14.9713,140.6402,567,11523.87
10092.88,2840000,-52648.26953125,568,15.668,140.4009,568,10370.31
11438.63,2845000,-53888.3515625,569,15.9757,140.2512,569,11286.79
11505.24,2850000,-53403.171875,570,16.4875,141.8753,570,11857.51
11398.22,2855000,-51339.6796875,571,15.5325,142.0785,571,11831.2
11591.42,2860000,-51860.01171875,572,14.8737,141.1096,572,11989.1
11303.03,2865000,-54449.0703125,573,15.7384,141.1746,573,11639.6
11078.09,2870000,-52896.09375,574,16.2917,141.0132,574,11750.55
11265.05,2875000,-51346.65625,575,15.8414,141.3159,575,11626.29
11016.82,2880000,-49072.8671875,576,16.4024,140.8283,576,11743.44
10935.45,2885000,-50792.6875,577,15.2142,140.8052,577,11665.6
10783.42,2890000,-52085.33984375,578,15.7025,141.1124,578,11383.45
11283.52,2895000,-49543.171875,579,14.7891,140.2408,579,11738.6
11539.51,2900000,-51660.2265625,580,16.3175,140.3013,580,11907.98
10934.38,2905000,-49724.94140625,581,15.5591,141.7205,581,11533.54
10828.83,2910000,-49070.125,582,14.6553,139.2635,582,11415.31
11555.57,2915000,-52036.30859375,583,15.6641,140.9121,583,11962.43
11310.22,2920000,-52198.48828125,584,16.077,141.6034,584,11622.34
11460.08,2925000,-53211.47265625,585,16.112,141.4852,585,11713.14
11433.61,2930000,-52490.98828125,586,16.264,140.963,586,11357.14
11434.24,2935000,-53292.40234375,587,16.9061,141.6814,587,11842.66
11110.26,2940000,-50995.87890625,588,16.306,141.7945,588,11838.26
11549.07,2945000,-51924.99609375,589,15.8808,141.3815,589,11883.83
11684.59,2950000,-52381.53515625,590,16.8657,141.0863,590,12039.98
11544.48,2955000,-51338.31640625,591,16.4983,142.1413,591,11787.8
11500.06,2960000,-50765.47265625,592,15.1241,140.7999,592,11783.32
10948.1,2965000,-52934.1171875,593,15.9317,141.388,593,11849.57
10933.22,2970000,-53093.45703125,594,15.1805,141.8489,594,11552.0
11305.61,2975000,-50297.609375,595,15.2447,140.9412,595,11355.69
11301.67,2980000,-50339.421875,596,15.0664,141.396,596,11564.7
10856.73,2985000,-53077.99609375,597,15.6135,141.8996,597,11079.65
10931.65,2990000,-51531.4296875,598,14.5066,141.8498,598,10949.36
10824.66,2995000,-54371.09375,599,15.561,142.5715,599,11361.62
