Running Reverse KL,Running Forward KL,Real Det Return,Itration,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return
18.5526,43.9456,4339.71,385,385,1925000,-4888.85693359375,4284.02
17.1118,43.3616,4344.74,386,386,1930000,-4932.38330078125,4308.75
17.7943,43.4171,4346.29,387,387,1935000,-4883.85693359375,4300.9
17.5783,43.5602,4342.47,388,388,1940000,-4923.32177734375,4244.17
19.7265,43.8726,4327.96,389,389,1945000,-4831.859375,4266.81
22.29,44.0306,4308.08,390,390,1950000,-4801.07861328125,4104.29
17.6817,43.4815,4324.19,391,391,1955000,-4946.3115234375,4182.94
19.2918,43.7829,4338.1,392,392,1960000,-5005.41796875,4084.22
18.3012,43.8425,4332.78,393,393,1965000,-5161.8330078125,4339.99
17.701,43.2344,4400.93,394,394,1970000,-5133.13134765625,4005.69
18.1992,44.0079,4363.54,395,395,1975000,-5250.7314453125,4301.9
19.598,43.48,4299.76,396,396,1980000,-5174.22705078125,4163.72
18.2908,43.1145,4349.61,397,397,1985000,-5073.009765625,4305.34
21.2257,44.5682,4352.67,398,398,1990000,-5096.29638671875,3983.09
18.6112,43.6794,4376.21,399,399,1995000,-5163.01904296875,4303.56
17.9639,43.5279,4339.47,400,400,2000000,-5412.4794921875,4321.12
18.9537,43.6561,4361.66,401,401,2005000,-5383.107421875,4327.04
18.3602,43.7921,4379.89,402,402,2010000,-5358.1787109375,4315.21
19.1233,43.5383,4395.2,403,403,2015000,-5347.41650390625,4177.5
18.0425,42.9018,4354.36,404,404,2020000,-5320.45458984375,4167.02
22.2075,42.8437,4384.59,405,405,2025000,-5363.31103515625,3842.81
17.187,43.2192,4349.57,406,406,2030000,-5352.4638671875,4271.3
16.3866,43.4412,4124.67,407,407,2035000,-5456.12890625,3749.68
17.9118,43.6315,4341.72,408,408,2040000,-5670.06591796875,4270.04
18.281,42.942,4372.34,409,409,2045000,-5388.63916015625,4188.92
22.1428,43.7521,4408.0,410,410,2050000,-5325.974609375,4233.15
17.3908,43.5521,4286.32,411,411,2055000,-5456.48046875,4268.04
17.5743,43.1726,4374.49,412,412,2060000,-5496.69384765625,4223.75
22.3651,43.7411,4347.48,413,413,2065000,-5456.09765625,4117.34
17.8451,43.2966,4358.8,414,414,2070000,-5467.17919921875,4203.89
20.1161,43.4761,4382.09,415,415,2075000,-5607.20556640625,4323.0
17.9481,43.2118,4334.41,416,416,2080000,-5666.65966796875,4326.55
18.111,43.2677,4358.19,417,417,2085000,-5715.95068359375,4178.94
17.2353,43.2134,4339.61,418,418,2090000,-5759.11767578125,4286.53
20.3266,43.6285,4358.52,419,419,2095000,-5800.17724609375,4024.39
17.88,43.3045,4357.2,420,420,2100000,-5805.3701171875,4319.58
23.2008,43.3758,4385.61,421,421,2105000,-5711.45751953125,4317.63
17.0932,43.3144,4340.02,422,422,2110000,-5895.59375,4131.63
17.4778,43.4362,4252.82,423,423,2115000,-6041.98828125,3995.77
17.0611,43.3946,4310.37,424,424,2120000,-5933.4775390625,4249.23
17.3568,43.7425,4359.44,425,425,2125000,-5962.419921875,4054.23
17.2136,43.762,4305.26,426,426,2130000,-6009.92578125,4232.83
16.9109,43.1778,4303.25,427,427,2135000,-6048.19580078125,3954.28
18.7662,43.3316,4254.02,428,428,2140000,-5851.30517578125,4060.92
16.5298,43.5677,4308.92,429,429,2145000,-5985.1787109375,4098.74
17.1481,43.9816,4311.92,430,430,2150000,-6064.66943359375,4285.7
18.2163,43.7153,4309.88,431,431,2155000,-5992.2236328125,4224.22
23.4215,43.8236,4263.78,432,432,2160000,-5736.68017578125,4287.88
21.8892,43.8498,4292.55,433,433,2165000,-5745.4443359375,4284.51
16.16,43.4751,4314.38,434,434,2170000,-5983.05224609375,4277.46
17.2104,43.5858,4356.97,435,435,2175000,-5994.267578125,4298.65
19.2455,43.8449,4292.23,436,436,2180000,-6089.91259765625,4274.17
16.5465,43.5541,4266.76,437,437,2185000,-6200.93798828125,4220.62
17.1867,43.4581,4296.85,438,438,2190000,-6112.04345703125,4071.24
17.4224,43.5396,4256.57,439,439,2195000,-6437.814453125,4258.21
20.1009,43.6893,4234.91,440,440,2200000,-6369.50244140625,4297.84
17.4894,43.7435,4284.06,441,441,2205000,-6385.31640625,4256.83
21.3159,44.2351,4191.2,442,442,2210000,-6307.8671875,4170.6
16.8874,43.6869,4278.18,443,443,2215000,-6418.060546875,4230.67
17.2291,43.371,4315.45,444,444,2220000,-6335.9072265625,4078.4
17.3342,43.8671,2961.37,445,445,2225000,-6372.27392578125,4088.84
16.9373,43.6536,4298.26,446,446,2230000,-6455.359375,4306.4
17.7538,43.6166,4329.69,447,447,2235000,-6538.18310546875,4057.51
17.7442,43.8637,4279.23,448,448,2240000,-6611.8623046875,4052.07
19.2189,43.5896,4341.01,449,449,2245000,-6437.25927734375,4314.98
17.0492,43.4499,4083.41,450,450,2250000,-6419.93310546875,4252.67
16.9117,43.2332,4229.08,451,451,2255000,-6433.80029296875,4168.49
32.5362,43.9827,3948.15,452,452,2260000,-6241.158203125,4282.69
17.4464,43.5367,4271.09,453,453,2265000,-6733.6064453125,4035.98
20.2904,43.7144,3762.38,454,454,2270000,-6769.8564453125,3936.91
28.8479,43.7835,2617.42,455,455,2275000,-6480.533203125,3948.4
21.7641,43.3923,2381.8,456,456,2280000,-6568.90673828125,3770.92
16.7692,43.2747,2468.51,457,457,2285000,-6880.90625,4091.02
32.2991,43.9405,4287.55,458,458,2290000,-6629.466796875,3915.73
23.9266,43.6095,4253.4,459,459,2295000,-6881.91845703125,4273.69
15.711,43.4136,2486.35,460,460,2300000,-6961.21240234375,3946.62
16.2258,43.9314,3663.74,461,461,2305000,-6967.09130859375,3939.48
15.9985,43.5598,4050.94,462,462,2310000,-6955.28125,4044.66
19.8126,44.0835,4216.19,463,463,2315000,-6848.19873046875,4003.6
17.6235,43.6305,4234.41,464,464,2320000,-7250.39404296875,4256.51
15.8561,44.0751,3117.19,465,465,2325000,-6958.7080078125,4221.5
17.2779,43.8293,3948.2,466,466,2330000,-7298.3798828125,4066.79
17.1267,43.717,2174.44,467,467,2335000,-7174.5283203125,4010.72
17.6721,43.5691,4039.28,468,468,2340000,-7096.56689453125,4282.51
16.9314,43.5266,4151.66,469,469,2345000,-7394.3740234375,4192.39
17.2449,43.4918,4137.35,470,470,2350000,-7416.76953125,4123.55
16.4951,43.4832,3155.46,471,471,2355000,-7215.24267578125,4248.97
20.3258,43.48,4026.41,472,472,2360000,-7059.525390625,3997.03
18.0769,44.1585,4209.48,473,473,2365000,-7475.30859375,4136.45
19.989,43.4001,4146.7,474,474,2370000,-7411.4755859375,4281.03
18.1829,43.3041,4197.57,475,475,2375000,-7320.1845703125,4151.9
17.0643,43.5906,3690.19,476,476,2380000,-7647.48681640625,3858.87
21.2173,43.4522,3909.23,477,477,2385000,-7288.9892578125,4305.48
17.5961,43.9087,4172.4,478,478,2390000,-7163.970703125,4283.61
17.597,43.1172,4223.2,479,479,2395000,-7496.625,4241.75
17.5678,43.3465,4214.1,480,480,2400000,-7514.3681640625,4151.54
16.802,43.198,3696.99,481,481,2405000,-7552.740234375,4118.96
17.3769,43.4066,4175.54,482,482,2410000,-7582.5830078125,4228.32
18.7851,43.8322,4220.04,483,483,2415000,-7620.15478515625,4348.21
17.7613,43.2966,4290.82,484,484,2420000,-7641.2197265625,4374.53
17.5087,43.3439,4144.53,485,485,2425000,-7625.03955078125,4077.58
18.3877,43.6565,4344.57,486,486,2430000,-7891.630859375,4242.24
17.5384,43.2251,3790.21,487,487,2435000,-7799.45947265625,4169.01
17.0379,43.3936,3037.5,488,488,2440000,-7562.224609375,4118.36
17.7391,43.6729,1839.86,489,489,2445000,-7821.79638671875,4375.59
18.6067,43.6543,4453.03,490,490,2450000,-7998.39990234375,4215.62
17.9479,43.4161,4379.75,491,491,2455000,-7690.50341796875,4391.51
17.7157,43.7571,4113.43,492,492,2460000,-7762.84765625,4342.57
17.2624,43.2517,4342.46,493,493,2465000,-8104.47900390625,4223.87
20.936,43.7834,4325.92,494,494,2470000,-7873.32421875,4268.94
18.5949,43.6421,4005.57,495,495,2475000,-7772.41455078125,4347.51
17.7848,43.4518,4430.36,496,496,2480000,-7714.603515625,4102.66
17.5125,42.9963,4290.09,497,497,2485000,-7846.77587890625,4295.29
17.4622,43.6441,4394.01,498,498,2490000,-7864.9326171875,4322.35
17.1746,43.5166,3976.04,499,499,2495000,-8053.056640625,3901.36
16.8695,43.5415,3919.02,500,500,2500000,-7701.25048828125,4359.09
16.9174,43.7133,2592.89,501,501,2505000,-7902.6328125,3558.53
16.748,43.4082,3521.72,502,502,2510000,-7708.87548828125,4018.46
16.6024,43.173,4361.38,503,503,2515000,-7851.46142578125,4145.66
17.7876,43.3321,4411.8,504,504,2520000,-7872.03564453125,4412.07
17.5871,43.0261,4074.57,505,505,2525000,-7936.185546875,4221.01
17.9887,43.1716,4429.06,506,506,2530000,-7943.802734375,4244.17
17.3022,43.4876,4364.14,507,507,2535000,-7841.5458984375,4187.1
16.5655,43.4489,4326.37,508,508,2540000,-8089.05126953125,4288.42
16.6183,43.0729,3829.48,509,509,2545000,-8028.54541015625,4000.0
17.4417,43.4948,4370.57,510,510,2550000,-8101.1552734375,4200.74
19.6311,43.4565,4378.21,511,511,2555000,-8125.033203125,4195.61
19.124,43.528,4342.48,512,512,2560000,-7959.177734375,4221.89
17.7356,43.3629,4433.08,513,513,2565000,-8347.9765625,3995.22
18.9319,43.5686,4443.1,514,514,2570000,-8010.15869140625,4407.89
17.0838,43.4399,4334.68,515,515,2575000,-8292.32421875,3988.93
20.713,43.6287,4433.13,516,516,2580000,-8271.8173828125,4166.95
17.5487,43.434,4407.26,517,517,2585000,-8473.595703125,3954.98
21.7851,44.1352,4391.21,518,518,2590000,-8039.8701171875,4353.36
17.1117,42.9993,4416.21,519,519,2595000,-8276.4794921875,4421.71
17.3083,43.3053,4370.06,520,520,2600000,-8328.7490234375,4258.8
17.8023,43.2579,4435.83,521,521,2605000,-8317.5439453125,4291.14
17.2709,43.4706,4284.61,522,522,2610000,-8514.2255859375,4189.44
20.1779,43.2641,4359.64,523,523,2615000,-8462.53125,4349.94
18.454,43.4575,4424.08,524,524,2620000,-8608.8486328125,4266.54
19.9283,43.793,4396.08,525,525,2625000,-8373.1826171875,3954.18
17.056,43.2171,4347.2,526,526,2630000,-8390.826171875,4307.03
20.9836,43.5243,4373.4,527,527,2635000,-8453.345703125,3819.31
16.1138,43.735,4411.09,528,528,2640000,-8543.1005859375,3557.58
16.7387,43.743,4322.88,529,529,2645000,-8871.17578125,4079.62
16.6396,43.8258,4378.86,530,530,2650000,-8958.595703125,4093.33
20.9093,43.521,4464.43,531,531,2655000,-8610.6591796875,4420.85
36.4643,49.0104,447.84,532,532,2660000,-7796.802734375,409.13
23.4199,48.4699,1059.13,533,533,2665000,-9601.953125,755.78
19.0025,46.24,2287.87,534,534,2670000,-9166.349609375,1908.01
20.4205,45.3453,3703.75,535,535,2675000,-9538.236328125,3711.0
16.9755,44.4109,3830.17,536,536,2680000,-9021.2861328125,3427.71
18.2288,44.6005,3469.84,537,537,2685000,-8792.40625,4126.0
19.7533,44.1611,4372.89,538,538,2690000,-9103.4306640625,4190.64
18.7827,44.1884,3724.47,539,539,2695000,-9174.2822265625,4327.54
20.197,43.813,4226.4,540,540,2700000,-9152.42578125,4066.69
20.8067,44.0206,4365.42,541,541,2705000,-9001.154296875,3998.88
19.3231,43.949,4350.44,542,542,2710000,-9121.7822265625,4119.41
19.2135,43.8642,4261.2,543,543,2715000,-9167.19140625,4125.9
22.0132,43.9687,4171.44,544,544,2720000,-9053.6416015625,4074.87
20.5286,43.9163,4426.08,545,545,2725000,-9024.779296875,4186.94
18.653,44.0215,4433.23,546,546,2730000,-9209.814453125,4392.71
18.8951,43.9142,4463.18,547,547,2735000,-9467.5517578125,4118.24
18.026,44.0186,4151.82,548,548,2740000,-9293.9072265625,3978.74
16.6409,43.9169,2662.13,549,549,2745000,-9422.31640625,3713.54
17.107,44.0176,4440.29,550,550,2750000,-9411.3408203125,4202.96
18.117,44.1459,3414.31,551,551,2755000,-9409.4775390625,4305.69
17.4432,43.5518,3620.54,552,552,2760000,-9540.55078125,4048.24
18.4256,43.7111,4398.34,553,553,2765000,-9770.1279296875,4413.46
18.6495,43.7727,3525.23,554,554,2770000,-9529.6748046875,4372.26
21.19,44.3463,3547.32,555,555,2775000,-9237.3193359375,4141.8
19.6625,43.9863,4352.1,556,556,2780000,-9656.212890625,4426.87
20.2456,44.0042,2335.08,557,557,2785000,-9697.4541015625,3951.0
16.9909,43.5665,3662.55,558,558,2790000,-9639.302734375,3845.14
18.1678,44.0633,3635.54,559,559,2795000,-9612.3388671875,4405.55
18.8383,43.7594,3450.86,560,560,2800000,-9772.85546875,4409.84
18.3262,43.8704,4334.5,561,561,2805000,-9623.7412109375,4222.62
18.7356,44.0878,4227.31,562,562,2810000,-9796.2373046875,4201.05
19.6857,44.5192,4362.9,563,563,2815000,-10084.634765625,4078.55
20.2988,44.2808,4076.78,564,564,2820000,-9742.0576171875,4419.96
25.7915,44.5075,3032.91,565,565,2825000,-9332.888671875,4070.94
21.9347,44.4772,2603.09,566,566,2830000,-9665.3251953125,4137.38
18.8144,44.109,2658.98,567,567,2835000,-9936.4619140625,4229.76
22.3857,44.8576,1854.85,568,568,2840000,-9826.486328125,3899.53
22.4991,44.5262,2939.41,569,569,2845000,-9901.6533203125,4373.1
24.3571,44.2544,4042.17,570,570,2850000,-9632.353515625,4070.78
21.3327,43.7781,4384.33,571,571,2855000,-9912.0009765625,4369.69
30.1486,44.2462,4346.86,572,572,2860000,-9553.5322265625,4169.99
19.4129,44.0634,4379.69,573,573,2865000,-10148.2578125,4216.2
28.7068,44.4063,1515.07,574,574,2870000,-9756.5390625,3996.19
19.6798,44.2241,4479.19,575,575,2875000,-10090.3525390625,4455.81
19.5438,44.4727,3979.94,576,576,2880000,-10380.9677734375,4321.0
19.7329,44.131,4400.95,577,577,2885000,-10026.1904296875,4402.12
19.8388,44.0626,4386.64,578,578,2890000,-10014.826171875,4424.65
19.1797,44.1879,4345.17,579,579,2895000,-10052.8369140625,4404.39
20.3814,44.0106,4415.91,580,580,2900000,-10045.8427734375,4264.72
20.0576,44.0495,4356.97,581,581,2905000,-10090.4140625,4197.37
18.9607,43.9964,4171.72,582,582,2910000,-10023.185546875,4297.32
20.0617,43.6865,4355.37,583,583,2915000,-10102.9189453125,3943.34
19.5979,43.8245,4186.9,584,584,2920000,-10254.66796875,4401.32
24.4134,44.401,2555.78,585,585,2925000,-9854.9599609375,4345.42
19.1524,43.5663,4131.33,586,586,2930000,-9945.4423828125,4354.98
20.0352,43.6501,4360.5,587,587,2935000,-10087.8876953125,4413.25
19.9447,43.8485,4332.63,588,588,2940000,-10240.423828125,4075.77
20.1106,43.8493,4416.64,589,589,2945000,-10101.9912109375,4434.46
18.9734,43.565,4370.9,590,590,2950000,-10165.8369140625,4152.17
19.2454,43.917,4372.73,591,591,2955000,-10295.31640625,4192.15
18.7543,43.6487,4385.81,592,592,2960000,-10431.544921875,4303.76
21.4702,43.8896,4156.39,593,593,2965000,-10148.0947265625,4344.35
18.817,43.9398,4351.89,594,594,2970000,-10512.3349609375,4374.79
18.5892,43.5863,4352.17,595,595,2975000,-10465.97265625,4310.87
18.0574,43.6265,4339.68,596,596,2980000,-10398.609375,3883.66
21.009,43.8528,4268.4,597,597,2985000,-10379.2822265625,4398.71
19.3976,43.5791,3953.59,598,598,2990000,-10663.02734375,4283.84
19.8805,43.9518,4408.17,599,599,2995000,-10757.9267578125,4252.74
18.9607,43.5205,4359.33,600,600,3000000,-10475.1796875,4415.61
19.3694,43.8508,4403.4,601,601,3005000,-10667.55078125,4408.48
24.1455,43.9431,3127.0,602,602,3010000,-10312.7626953125,4317.2
23.5977,43.7611,4365.17,603,603,3015000,-9937.486328125,4265.78
20.5008,44.2211,4358.37,604,604,3020000,-10466.736328125,4221.02
20.7806,43.9629,4320.06,605,605,3025000,-10194.482421875,4287.98
19.7406,44.0952,4391.37,606,606,3030000,-10372.6806640625,4445.86
19.7691,43.7205,4454.95,607,607,3035000,-10364.99609375,4449.43
19.2115,44.2107,4141.5,608,608,3040000,-10596.8896484375,4409.51
19.3778,43.7047,4350.82,609,609,3045000,-10690.1015625,4117.57
19.1641,44.167,4351.38,610,610,3050000,-10579.42578125,4280.67
20.5427,44.1549,4383.15,611,611,3055000,-10770.3994140625,4419.61
19.2163,44.1308,4321.5,612,612,3060000,-10931.697265625,4406.41
18.8977,43.6283,4391.97,613,613,3065000,-10513.0986328125,4427.04
21.5712,44.1277,4390.83,614,614,3070000,-10556.5498046875,4392.76
19.5212,44.233,4378.86,615,615,3075000,-10900.443359375,4418.55
18.9489,43.9325,4297.53,616,616,3080000,-10746.93359375,4308.26
19.051,43.706,4244.42,617,617,3085000,-10517.4677734375,4404.9
24.0433,44.3062,4282.08,618,618,3090000,-10612.92578125,4419.24
19.1703,43.8501,4353.38,619,619,3095000,-10795.32421875,4370.67
18.5647,43.6639,4308.47,620,620,3100000,-10770.93359375,4355.01
18.9261,44.1115,4263.59,621,621,3105000,-10940.8759765625,3964.56
25.6623,44.4903,2330.6,622,622,3110000,-10009.5439453125,3320.16
84.2191,58.2236,-11.41,623,623,3115000,-5319.810546875,-11.87
26.8866,46.884,-17.69,624,624,3120000,-8674.9580078125,663.96
22.0723,45.0938,3927.69,625,625,3125000,-10744.9697265625,3783.87
20.6134,44.3734,3810.44,626,626,3130000,-11303.2646484375,4048.71
22.7306,45.1438,4395.9,627,627,3135000,-10484.44140625,4375.73
22.524,44.4472,3913.86,628,628,3140000,-10787.091796875,4354.8
19.2684,43.6392,4384.93,629,629,3145000,-10934.0341796875,3780.03
20.751,43.814,4440.42,630,630,3150000,-10309.0810546875,4347.31
20.3208,43.8504,4380.67,631,631,3155000,-10781.23828125,4507.58
21.0775,43.8228,4400.66,632,632,3160000,-10834.7685546875,4477.17
20.1515,43.3285,4441.52,633,633,3165000,-10241.5634765625,4460.18
20.214,43.2837,4394.4,634,634,3170000,-10257.1044921875,4440.92
19.7067,43.3438,2975.62,635,635,3175000,-10486.671875,3738.44
24.3517,44.0095,2883.37,636,636,3180000,-10032.10546875,2430.27
34.5319,44.9689,2726.91,637,637,3185000,-10445.30078125,2861.86
34.779,44.8774,3553.2,638,638,3190000,-9790.0107421875,2896.53
19.1298,44.9768,3055.61,639,639,3195000,-10389.1259765625,2983.35
18.6362,44.7821,4061.19,640,640,3200000,-11132.7060546875,4060.83
21.9792,43.8697,4411.02,641,641,3205000,-10912.1396484375,4314.95
22.8844,44.1938,4533.19,642,642,3210000,-10550.1669921875,4530.18
23.1661,43.8237,4498.93,643,643,3215000,-10996.1669921875,4527.86
22.0545,44.1674,4484.34,644,644,3220000,-11302.5009765625,4507.78
20.6239,43.3345,4447.44,645,645,3225000,-10940.0048828125,4502.14
19.8049,43.3877,4464.95,646,646,3230000,-10776.1865234375,4167.53
24.9795,43.5472,4283.1,647,647,3235000,-10765.9892578125,4061.88
20.4794,44.2451,4446.73,648,648,3240000,-11029.0166015625,4329.78
25.5845,44.3164,4420.92,649,649,3245000,-11305.2314453125,3937.9
20.6917,44.0986,4150.09,650,650,3250000,-10473.029296875,3848.22
21.2116,44.0149,653.33,651,651,3255000,-10623.65625,1946.87
19.3858,44.5223,4290.37,652,652,3260000,-11075.267578125,3647.55
20.1364,44.1368,4423.0,653,653,3265000,-11091.015625,4451.22
20.3527,44.0296,4455.98,654,654,3270000,-11083.7705078125,4501.75
19.91,44.0609,4408.66,655,655,3275000,-10818.787109375,4367.78
20.6883,43.4791,4364.95,656,656,3280000,-10789.7529296875,4121.58
20.0837,43.9194,4370.36,657,657,3285000,-11085.6279296875,4407.67
19.5787,43.5494,4401.11,658,658,3290000,-11128.84765625,4109.67
19.8107,43.8294,4352.43,659,659,3295000,-10961.84375,4393.28
19.5949,43.8013,4428.03,660,660,3300000,-11200.689453125,4362.06
20.2183,43.8556,4375.98,661,661,3305000,-11209.6806640625,4392.06
18.3862,44.1018,4359.51,662,662,3310000,-11395.9140625,4264.03
19.2069,44.1793,4396.92,663,663,3315000,-11501.302734375,4427.76
20.2468,43.8615,4472.88,664,664,3320000,-11328.6181640625,4386.69
25.4019,43.848,4409.54,665,665,3325000,-11094.1259765625,4420.94
19.3361,44.0378,4260.61,666,666,3330000,-11538.890625,4039.31
19.9392,43.9871,4408.39,667,667,3335000,-11282.208984375,4455.6
19.9462,44.1766,4345.92,668,668,3340000,-11229.90625,4415.66
19.4619,43.9218,4380.32,669,669,3345000,-11310.0068359375,4462.92
19.263,44.0305,4401.61,670,670,3350000,-11439.0361328125,4428.34
18.668,44.3284,4344.4,671,671,3355000,-11159.255859375,4370.86
19.9165,44.2718,4425.77,672,672,3360000,-11348.2138671875,4482.14
19.0136,44.1335,4399.06,673,673,3365000,-11546.1044921875,4385.77
20.2637,44.2784,4407.83,674,674,3370000,-11482.1474609375,4296.93
20.0778,44.4947,4386.27,675,675,3375000,-11843.015625,4406.59
19.4185,43.9474,4217.7,676,676,3380000,-11468.31640625,4280.02
22.2338,44.106,4241.58,677,677,3385000,-11013.1240234375,4061.25
19.586,43.4299,4448.87,678,678,3390000,-11395.474609375,4464.34
19.3448,43.6995,4494.85,679,679,3395000,-11047.1328125,4543.14
19.8226,43.3573,4443.74,680,680,3400000,-11246.419921875,4500.54
19.0901,43.9146,4391.05,681,681,3405000,-11536.548828125,4442.74
18.941,44.0598,4349.6,682,682,3410000,-11457.498046875,4286.29
19.5837,43.9594,4258.95,683,683,3415000,-11753.1279296875,4474.29
19.7553,44.2668,4440.03,684,684,3420000,-11796.8310546875,4297.87
19.0437,43.9776,4250.26,685,685,3425000,-11422.6435546875,4257.7
18.6818,43.5804,4412.62,686,686,3430000,-11400.8994140625,4198.19
18.621,44.109,3790.75,687,687,3435000,-11421.8076171875,4369.86
19.5641,44.1661,4410.71,688,688,3440000,-11353.802734375,4430.98
19.4814,43.9788,4447.87,689,689,3445000,-11733.6865234375,4434.15
20.0177,43.7198,4432.83,690,690,3450000,-11546.71875,4463.43
19.6531,43.8307,4404.4,691,691,3455000,-11734.392578125,4437.91
19.1526,43.7693,4440.92,692,692,3460000,-11503.9970703125,4459.85
19.8398,44.1511,4450.02,693,693,3465000,-11774.0419921875,4488.73
20.1035,43.9571,4390.89,694,694,3470000,-12023.4228515625,4431.99
20.0287,43.7592,4420.33,695,695,3475000,-11578.4638671875,4445.14
18.8156,44.0918,4393.73,696,696,3480000,-11828.720703125,4422.25
18.7472,43.657,4430.7,697,697,3485000,-11672.1328125,4446.4
20.5957,43.8712,4419.38,698,698,3490000,-11717.6591796875,4476.15
19.5389,43.4967,4427.96,699,699,3495000,-11774.0546875,4476.92
19.7689,43.3318,4448.68,700,700,3500000,-11848.9169921875,4403.81
19.3996,43.712,4365.38,701,701,3505000,-11638.984375,4402.96
19.0029,43.7793,4424.87,702,702,3510000,-11669.54296875,4438.78
18.9938,43.7826,4426.2,703,703,3515000,-11680.75,4423.37
18.8723,44.101,4421.51,704,704,3520000,-11721.9658203125,4130.5
30.9795,44.3652,4355.1,705,705,3525000,-11738.30078125,3677.75
90.1575,53.0057,433.73,706,706,3530000,-8400.033203125,431.77
81.9654,50.288,538.06,707,707,3535000,-6182.1796875,521.02
44.6046,46.6599,1366.79,708,708,3540000,-7902.8623046875,1108.09
31.8683,48.7668,577.37,709,709,3545000,-8967.705078125,661.21
51.5171,45.4705,1396.84,710,710,3550000,-8057.60400390625,1189.62
19.6821,43.6762,4415.73,711,711,3555000,-10588.43359375,3557.23
21.0882,44.6567,4323.21,712,712,3560000,-10940.494140625,4328.19
20.8314,43.4022,4230.34,713,713,3565000,-11421.677734375,4083.34
19.6246,42.9494,4393.28,714,714,3570000,-11629.9736328125,4374.58
20.0339,44.4008,4421.05,715,715,3575000,-11758.123046875,4369.93
19.9438,44.0877,4366.75,716,716,3580000,-11790.2333984375,4340.67
20.3461,43.835,4340.88,717,717,3585000,-11609.9345703125,4359.51
20.5937,43.5545,4370.0,718,718,3590000,-11380.1787109375,4364.11
21.3023,43.7071,4394.56,719,719,3595000,-11396.224609375,4409.73
20.0962,43.5384,4363.26,720,720,3600000,-11341.5224609375,4270.85
24.2351,43.4279,4400.54,721,721,3605000,-11508.482421875,3996.33
27.6545,43.9416,4390.9,722,722,3610000,-11071.0234375,4300.86
21.1896,43.1705,4416.96,723,723,3615000,-11522.6357421875,4180.83
35.6536,43.55,4428.04,724,724,3620000,-10670.2021484375,3328.51
21.6273,43.4408,4391.56,725,725,3625000,-11491.4453125,4408.79
20.5398,43.5465,4373.47,726,726,3630000,-11755.9033203125,4274.05
23.4523,44.6196,4380.65,727,727,3635000,-11627.625,4180.94
21.3944,44.2551,4388.95,728,728,3640000,-11835.400390625,4314.46
20.9282,44.2674,4368.36,729,729,3645000,-11793.5771484375,4289.47
20.5505,44.2626,4375.13,730,730,3650000,-11889.7763671875,4155.25
32.1624,44.1383,4381.95,731,731,3655000,-11451.6298828125,3856.51
20.309,43.8749,4399.66,732,732,3660000,-12069.47265625,3797.73
21.4668,44.3154,4367.18,733,733,3665000,-12018.7861328125,4212.38
23.3959,44.0525,4356.11,734,734,3670000,-11901.5732421875,4218.75
25.2525,44.213,4399.58,735,735,3675000,-11602.7890625,3963.5
19.7023,44.0957,4372.86,736,736,3680000,-11742.3251953125,4373.08
19.5282,44.4133,4361.2,737,737,3685000,-12140.4169921875,4105.07
19.4175,43.5457,4363.27,738,738,3690000,-12132.32421875,4292.84
23.0079,44.2688,4401.37,739,739,3695000,-11838.7646484375,4401.26
23.0515,43.8496,4410.26,740,740,3700000,-11788.3759765625,4285.32
19.1453,43.6872,4344.48,741,741,3705000,-11889.3076171875,4346.74
19.5606,43.7702,4381.96,742,742,3710000,-11976.46875,4398.07
29.5043,44.7748,4405.84,743,743,3715000,-11649.98828125,4075.49
22.2866,44.2986,4415.63,744,744,3720000,-11765.216796875,4220.32
20.2622,44.2143,4377.87,745,745,3725000,-12001.640625,4309.14
20.3616,43.9849,4406.89,746,746,3730000,-12312.88671875,4188.43
19.568,43.6054,4407.36,747,747,3735000,-12146.2900390625,4196.23
19.8198,44.3149,4406.57,748,748,3740000,-11913.1796875,4210.15
24.8,44.4976,4364.86,749,749,3745000,-11846.44140625,4105.22
25.9609,44.2672,4405.12,750,750,3750000,-11762.376953125,3946.43
22.9636,44.2311,4396.09,751,751,3755000,-12177.3701171875,4226.43
22.6075,44.0376,4359.55,752,752,3760000,-11888.654296875,4273.38
45.9499,46.3945,1198.16,753,753,3765000,-10178.064453125,888.54
26.2259,45.6998,2541.22,754,754,3770000,-11938.0087890625,2893.13
34.9928,45.0974,3286.95,755,755,3775000,-10444.404296875,3092.31
23.5308,44.6805,3973.3,756,756,3780000,-12153.234375,4051.73
23.2008,44.1099,4308.54,757,757,3785000,-11579.12109375,4130.67
22.4276,44.2246,4304.93,758,758,3790000,-11884.365234375,4122.31
21.1553,43.2373,3651.86,759,759,3795000,-11213.66015625,4118.09
22.7919,43.7403,4398.4,760,760,3800000,-11416.6630859375,4184.57
21.7786,43.7378,4477.47,761,761,3805000,-11657.3662109375,4225.17
20.2837,43.3339,4477.6,762,762,3810000,-11234.7255859375,3985.86
27.1164,43.3911,4590.58,763,763,3815000,-10522.0224609375,3786.97
20.4955,43.5984,4385.15,764,764,3820000,-11337.6943359375,4246.82
22.3233,43.5759,4521.64,765,765,3825000,-10717.4375,4350.89
20.0232,43.439,4476.35,766,766,3830000,-11631.037109375,4465.59
22.6756,43.2826,4005.14,767,767,3835000,-10579.3427734375,3732.04
23.2108,43.3752,4230.57,768,768,3840000,-11067.3046875,3903.99
