Running Forward KL,Itration,Running Update Time,Real Det Return,Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss
18.9814,68,68,3356.8,3299.22,12.5834,340000,-60.69076156616211
20.3355,69,69,3460.13,2182.13,28.2701,345000,-249.1526641845703
18.8509,70,70,3364.65,2951.36,12.0601,350000,-82.71104431152344
18.6814,71,71,3414.95,3217.49,12.3258,355000,-57.73055648803711
20.617,72,72,3374.64,1406.54,16.5727,360000,-295.2055358886719
17.9671,73,73,3421.62,3383.54,11.6914,365000,-64.8903579711914
18.7399,74,74,3410.45,3088.55,11.9152,370000,-91.0697250366211
18.2254,75,75,3454.12,2904.16,11.7732,375000,-61.84712219238281
18.4732,76,76,3428.33,3439.97,12.5637,380000,-58.41305923461914
18.793,77,77,3406.38,3069.7,13.1271,385000,-104.9091796875
18.7661,78,78,3393.7,3254.06,12.5678,390000,-80.25202178955078
20.1874,79,79,3468.85,2360.24,19.8112,395000,-250.26544189453125
19.0104,80,80,3444.42,2833.98,11.8852,400000,-99.00978088378906
18.9272,81,81,-1.93,1312.5,46.662,405000,-147.03097534179688
18.5769,82,82,3434.4,3296.33,12.2199,410000,-51.31268310546875
19.7988,83,83,3365.27,3055.51,12.689,415000,-128.24755859375
19.7838,84,84,3444.47,2833.94,19.2832,420000,-151.43495178222656
19.7302,85,85,3531.91,2409.24,12.9648,425000,-144.79205322265625
18.2075,86,86,3395.37,3266.77,11.7304,430000,-75.47140502929688
17.6555,87,87,3451.02,2963.93,11.5046,435000,-85.74041748046875
17.8786,88,88,3429.83,3422.88,11.8384,440000,-73.38935089111328
18.4765,89,89,3477.08,2929.09,11.848,445000,-92.54714965820312
18.3439,90,90,3336.12,3363.69,11.6417,450000,-87.88871765136719
17.4024,91,91,3411.77,3432.75,11.1439,455000,-69.07147216796875
18.8297,92,92,3475.3,2755.75,20.2453,460000,-196.84425354003906
18.7766,93,93,3424.16,3331.17,12.494,465000,-92.75433349609375
19.1816,94,94,3435.68,3287.53,13.4252,470000,-107.94622039794922
17.7264,95,95,3429.67,3293.13,11.8791,475000,-97.11521911621094
18.1695,96,96,3443.69,3345.77,14.1139,480000,-107.91006469726562
18.0318,97,97,3416.15,3326.59,12.1155,485000,-83.88900756835938
18.3005,98,98,3461.74,3118.52,12.6302,490000,-137.89111328125
18.4913,99,99,3455.63,2868.72,11.6611,495000,-99.85515594482422
18.0706,100,100,3422.23,3417.04,11.7827,500000,-96.58080291748047
17.0236,101,101,3418.57,3401.9,11.0626,505000,-83.20647430419922
18.1843,102,102,3469.38,3309.04,12.6503,510000,-71.1451187133789
17.3714,103,103,3431.71,3381.65,11.2187,515000,-80.37382507324219
17.6088,104,104,3424.02,3408.41,11.4245,520000,-110.95881652832031
18.5295,105,105,3443.0,3122.81,12.6269,525000,-158.22732543945312
17.6969,106,106,3451.34,3453.06,11.5571,530000,-86.81195831298828
18.0291,107,107,3434.87,3243.73,11.7467,535000,-124.3214340209961
19.0981,108,108,3462.57,2629.25,16.1809,540000,-207.6152801513672
17.9877,109,109,3455.73,3189.69,11.8306,545000,-96.79209899902344
17.6913,110,110,3485.24,3382.41,12.4926,550000,-107.30779266357422
19.6096,111,111,3525.13,2359.4,14.1657,555000,-200.0901641845703
18.5683,112,112,3467.3,2959.47,16.6582,560000,-168.2412872314453
18.7038,113,113,3498.31,3038.45,12.8151,565000,-127.39816284179688
18.5137,114,114,3459.51,3018.29,14.5077,570000,-143.79161071777344
19.6434,115,115,3474.05,2428.37,12.5599,575000,-235.13856506347656
18.6486,116,116,3467.49,3340.98,12.0641,580000,-122.33465576171875
18.807,117,117,3475.27,2775.61,12.5497,585000,-168.32432556152344
16.8041,118,118,3433.5,3298.29,10.5415,590000,-102.38790893554688
17.9472,119,119,3464.06,3309.61,12.2185,595000,-99.90328216552734
17.9663,120,120,3453.46,3182.98,11.4167,600000,-130.40142822265625
18.4513,121,121,3451.55,3234.94,12.2643,605000,-129.13671875
17.7763,122,122,3445.6,3383.05,11.8064,610000,-127.8466567993164
18.7857,123,123,3476.79,2805.79,11.7943,615000,-160.24667358398438
18.2472,124,124,3465.24,3272.53,12.3838,620000,-156.8563232421875
17.9088,125,125,3484.9,3102.29,11.7784,625000,-114.49360656738281
17.5534,126,126,3473.65,3435.04,11.6879,630000,-125.1185531616211
18.0106,127,127,3499.03,3135.91,11.5617,635000,-121.28323364257812
17.7419,128,128,3457.93,3281.8,11.836,640000,-118.58904266357422
17.6727,129,129,3489.61,3130.32,11.6452,645000,-121.59616088867188
17.7403,130,130,3499.71,3199.25,11.3745,650000,-114.8323974609375
18.5296,131,131,3459.1,3293.93,12.3456,655000,-140.2659454345703
17.8605,132,132,3463.16,2952.96,11.7995,660000,-111.09977722167969
17.9689,133,133,3488.09,3158.47,12.3223,665000,-120.87267303466797
18.0074,134,134,3475.17,3198.44,11.5985,670000,-123.55691528320312
18.1166,135,135,3484.45,3119.87,11.4963,675000,-140.30787658691406
17.6052,136,136,3495.31,3196.48,11.222,680000,-142.22457885742188
18.0521,137,137,3462.34,3167.04,11.2401,685000,-153.71763610839844
18.6017,138,138,3488.7,2792.27,12.0762,690000,-191.2654266357422
17.3765,139,139,3439.39,3425.38,11.5336,695000,-132.51632690429688
18.6052,140,140,3485.22,3096.92,12.6487,700000,-178.1002655029297
18.0629,141,141,3462.31,3104.19,11.9419,705000,-176.46182250976562
17.6217,142,142,3450.26,3439.06,11.8441,710000,-137.89671325683594
18.4175,143,143,3484.85,3383.33,11.7422,715000,-210.2931365966797
17.6286,144,144,3470.75,3354.61,11.5862,720000,-138.0824432373047
17.8752,145,145,3446.27,3423.92,12.5123,725000,-146.38418579101562
18.3311,146,146,3492.25,3074.89,11.7256,730000,-159.61280822753906
17.7971,147,147,3482.09,2559.66,11.7157,735000,-151.2303924560547
18.6655,148,148,3431.75,2970.83,12.6534,740000,-186.48806762695312
19.0237,149,149,3479.36,2765.91,13.4124,745000,-234.013671875
17.6796,150,150,3463.18,3053.83,11.5355,750000,-159.8170166015625
17.5777,151,151,3479.3,3042.45,11.9713,755000,-183.76669311523438
17.7571,152,152,3462.85,2865.14,13.4958,760000,-207.45530700683594
17.3312,153,153,3454.62,3326.26,11.7764,765000,-160.33506774902344
17.9802,154,154,3504.08,3063.47,12.0825,770000,-149.03372192382812
17.6217,155,155,3500.44,3057.75,12.1485,775000,-144.0582275390625
17.9119,156,156,3483.0,2946.81,12.0814,780000,-165.079833984375
17.8911,157,157,3472.32,2992.15,11.2808,785000,-162.56166076660156
17.354,158,158,3495.49,3476.13,11.5455,790000,-140.2722625732422
18.5281,159,159,3475.02,3203.64,12.5098,795000,-177.02133178710938
17.5481,160,160,3466.96,3399.62,11.7268,800000,-166.0950164794922
17.6131,161,161,3483.18,3047.68,11.732,805000,-149.1105499267578
17.4018,162,162,3482.41,2951.43,10.923,810000,-155.7938995361328
16.9009,163,163,3461.51,3249.73,10.7023,815000,-150.884033203125
17.2007,164,164,3468.65,3444.86,11.1484,820000,-157.14401245117188
17.7849,165,165,3484.38,3079.13,11.3928,825000,-183.21206665039062
17.9533,166,166,3474.25,3442.36,12.0726,830000,-185.83016967773438
17.5002,167,167,3444.98,3434.3,11.8301,835000,-177.0255584716797
17.8704,168,168,3487.58,3404.15,11.9483,840000,-202.25506591796875
18.2178,169,169,3495.77,3133.04,12.1934,845000,-171.56863403320312
16.7093,170,170,3480.85,3346.46,11.0302,850000,-156.88902282714844
18.1097,171,171,3474.83,3389.96,11.6627,855000,-197.79368591308594
17.3977,172,172,3455.41,3335.21,11.8621,860000,-182.68963623046875
17.5553,173,173,3472.4,3387.57,11.9256,865000,-170.19700622558594
18.0439,174,174,3479.59,2919.75,10.9924,870000,-232.11610412597656
17.1978,175,175,3483.01,3390.72,11.4888,875000,-181.07920837402344
17.6658,176,176,3501.78,3111.19,11.103,880000,-194.87474060058594
17.9351,177,177,3443.17,2566.98,11.0617,885000,-221.99404907226562
17.0486,178,178,3462.82,3287.26,10.8532,890000,-187.24334716796875
17.9583,179,179,3485.97,3485.31,11.1731,895000,-208.37689208984375
17.6685,180,180,3461.16,3177.99,11.5492,900000,-189.9296875
17.1369,181,181,3477.17,3455.79,10.7058,905000,-189.0161590576172
17.6559,182,182,3495.63,3202.74,11.2057,910000,-205.83749389648438
17.288,183,183,3488.69,3259.75,11.0918,915000,-192.81980895996094
18.3575,184,184,3499.54,2869.96,10.964,920000,-242.3292694091797
17.2894,185,185,3467.57,3442.16,11.9983,925000,-189.6048126220703
17.8167,186,186,3495.58,3285.2,11.6187,930000,-187.73388671875
17.7188,187,187,3500.32,3029.71,11.2587,935000,-214.51136779785156
17.4207,188,188,3496.7,3346.67,11.5881,940000,-201.67604064941406
17.693,189,189,3501.37,3199.39,12.1322,945000,-204.3512420654297
17.1546,190,190,3471.09,3437.93,11.4976,950000,-202.19137573242188
17.7445,191,191,3487.7,3206.01,10.683,955000,-220.04312133789062
17.6851,192,192,3504.44,3490.08,11.4545,960000,-211.51882934570312
17.1742,193,193,3470.13,3297.57,11.0609,965000,-205.25657653808594
17.3352,194,194,3466.81,3331.3,11.8366,970000,-220.11703491210938
17.3301,195,195,3485.05,2945.44,11.494,975000,-214.79141235351562
17.7006,196,196,3472.02,3434.93,11.7722,980000,-228.71527099609375
17.6366,197,197,3476.18,3170.25,11.2462,985000,-215.27743530273438
17.4312,198,198,3484.14,3411.22,11.152,990000,-227.3460693359375
17.4436,199,199,3513.53,3482.86,11.8653,995000,-211.75328063964844
