Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Running Update Time,Real Det Return,Itration,Real Sto Return
28.1418,250000,-175.3199462890625,20.2318,50,2940.0,50,2630.49
27.4359,255000,-80.6640853881836,13.1488,51,3204.27,51,3080.74
27.5588,260000,-188.693115234375,25.2574,52,2836.52,52,2598.02
28.7233,265000,-101.98202514648438,15.0031,53,3199.75,53,2812.45
26.8695,270000,-103.07715606689453,14.83,54,3280.37,54,3172.89
28.0124,275000,-92.98123168945312,14.0555,55,3212.81,55,3026.07
27.9476,280000,-89.30187225341797,13.762,56,3267.04,56,3096.38
26.9797,285000,-141.4966278076172,20.4578,57,3250.18,57,2653.16
27.4561,290000,-100.35699462890625,14.0417,58,3268.96,58,3199.14
26.6146,295000,-90.01103210449219,12.8851,59,3281.54,59,3237.75
26.2837,300000,-95.77934265136719,12.5976,60,3294.08,60,3153.08
27.6612,305000,-111.63286590576172,13.2955,61,3236.93,61,3170.57
26.412,310000,-101.29862976074219,12.9213,62,3321.98,62,3281.68
27.0125,315000,-144.97906494140625,12.615,63,3259.03,63,2855.11
27.2453,320000,-172.14193725585938,20.3016,64,3245.52,64,2885.49
27.911,325000,-103.80938720703125,13.8379,65,3252.71,65,3111.79
27.055,330000,-161.44151306152344,12.2674,66,3224.13,66,2656.41
26.4334,335000,-99.69342041015625,12.8954,67,3274.69,67,3260.92
27.0922,340000,-106.91964721679688,13.4387,68,3226.02,68,3235.7
27.0645,345000,-102.7474136352539,13.6537,69,3304.3,69,3280.07
25.201,350000,-95.11428833007812,11.5298,70,3287.82,70,3260.79
25.5995,355000,-115.2594223022461,12.5158,71,3307.48,71,3262.66
26.29,360000,-99.19464874267578,13.0156,72,3366.65,72,3337.69
26.0695,365000,-98.48016357421875,12.9266,73,3303.22,73,3180.99
26.222,370000,-113.58914947509766,13.1752,74,3327.4,74,3099.54
26.8549,375000,-114.3094482421875,13.2188,75,3297.51,75,3128.33
25.1855,380000,-132.41148376464844,12.0511,76,3364.16,76,3158.69
26.9297,385000,-113.86663055419922,13.2688,77,3294.79,77,3278.48
26.361,390000,-102.82447814941406,12.8499,78,3303.98,78,3264.4
25.9903,395000,-107.80384826660156,12.6738,79,3303.55,79,3290.99
25.8563,400000,-160.66468811035156,13.135,80,3325.07,80,3048.81
25.9049,405000,-156.24197387695312,12.898,81,3304.12,81,2829.35
26.9899,410000,-120.21315002441406,12.896,82,3302.32,82,3282.76
26.5084,415000,-171.11842346191406,13.6868,83,3294.58,83,3250.27
26.6554,420000,-200.70440673828125,15.9265,84,3361.88,84,2923.02
26.4284,425000,-121.79307556152344,13.2604,85,3301.25,85,3315.21
26.336,430000,-127.67200469970703,13.3296,86,3337.16,86,3324.49
26.7636,435000,-275.40496826171875,16.5085,87,3223.09,87,2128.1
27.4101,440000,-123.97359466552734,14.0234,88,3331.29,88,3218.32
26.5313,445000,-128.49273681640625,13.3277,89,3325.42,89,3146.57
26.8519,450000,-125.15177154541016,13.186,90,3336.19,90,3321.73
26.1387,455000,-125.80612182617188,12.7287,91,3321.03,91,3165.18
26.2217,460000,-123.67698669433594,12.7959,92,3330.88,92,3200.86
25.7368,465000,-123.37120056152344,12.9623,93,3329.49,93,3332.33
25.8563,470000,-150.5714111328125,12.6743,94,3360.79,94,3207.06
27.0088,475000,-142.1165008544922,13.5779,95,3330.98,95,3154.4
25.9212,480000,-140.36337280273438,12.6402,96,3357.68,96,3338.28
25.7317,485000,-126.82418823242188,12.9184,97,3348.16,97,3350.64
27.027,490000,-131.39402770996094,13.9393,98,3322.72,98,3317.78
25.1327,495000,-125.44022369384766,12.2971,99,3349.89,99,3024.1
25.7937,500000,-131.15277099609375,12.7777,100,3358.08,100,3215.35
26.2701,505000,-135.52976989746094,13.2198,101,3376.0,101,3279.05
24.71,510000,-135.5010223388672,11.6553,102,3391.92,102,3295.67
25.0693,515000,-127.23843383789062,12.1883,103,3397.63,103,3253.56
25.7379,520000,-130.78135681152344,12.8206,104,3396.08,104,3222.09
25.2508,525000,-149.54193115234375,12.3103,105,3366.51,105,3021.68
25.5482,530000,-162.0319366455078,13.8612,106,3392.18,106,3209.2
25.0457,535000,-130.21896362304688,12.6639,107,3383.08,107,3119.24
25.5206,540000,-134.28562927246094,13.0269,108,3397.64,108,3251.89
25.6381,545000,-142.8544158935547,12.6709,109,3400.26,109,3255.28
25.9292,550000,-142.4427947998047,12.874,110,3362.6,110,3243.02
25.0015,555000,-139.3714599609375,12.6584,111,3437.34,111,3285.24
25.0836,560000,-143.4921875,12.6931,112,3399.21,112,3381.96
25.9024,565000,-144.49729919433594,13.402,113,3414.21,113,3272.01
25.8326,570000,-143.99029541015625,13.7961,114,3424.2,114,3400.68
25.6894,575000,-151.70477294921875,13.3225,115,3396.25,115,3213.36
25.7986,580000,-147.0509490966797,13.547,116,3393.3,116,3377.45
25.2236,585000,-146.25497436523438,13.3183,117,3424.54,117,3393.76
24.8981,590000,-143.7447509765625,12.5118,118,3396.24,118,3374.84
26.617,595000,-166.7659149169922,13.6086,119,3386.23,119,3311.43
26.053,600000,-152.32862854003906,13.5039,120,3381.61,120,3392.01
25.5749,605000,-148.22433471679688,13.3801,121,3412.65,121,3392.99
25.3902,610000,-169.069091796875,13.4384,122,3419.27,122,3395.16
24.8078,615000,-153.99276733398438,12.2913,123,3430.21,123,3414.3
25.6614,620000,-160.5712432861328,12.7937,124,3387.45,124,3309.2
25.513,625000,-163.15087890625,13.471,125,3431.26,125,3344.19
25.1921,630000,-160.74806213378906,13.3017,126,3413.69,126,3408.52
24.4971,635000,-157.20362854003906,12.369,127,3410.29,127,3385.83
25.5773,640000,-203.94454956054688,14.1575,128,3426.97,128,3395.94
25.8055,645000,-164.43321228027344,12.9866,129,3406.49,129,3304.89
25.7096,650000,-175.17576599121094,13.4147,130,3426.74,130,3406.42
25.5102,655000,-162.25205993652344,13.3743,131,3425.5,131,3405.27
25.4016,660000,-164.33322143554688,13.4615,132,3421.43,132,3400.31
25.8644,665000,-174.1162109375,13.7373,133,3419.24,133,3395.95
26.5486,670000,-166.74163818359375,14.4133,134,3413.7,134,3398.01
25.6048,675000,-176.38584899902344,13.3651,135,3430.49,135,3298.92
25.8914,680000,-201.4650421142578,14.9769,136,3441.8,136,3410.26
24.8937,685000,-177.3863983154297,13.0576,137,3438.44,137,3400.55
24.8331,690000,-176.7133026123047,13.0037,138,3430.03,138,3290.59
25.1482,695000,-180.6583251953125,13.0784,139,3427.63,139,3402.76
25.6412,700000,-183.0020294189453,13.6213,140,3437.32,140,3401.66
25.1056,705000,-179.11997985839844,12.7757,141,3437.2,141,3422.68
24.5394,710000,-175.27938842773438,12.2285,142,3433.49,142,3401.91
25.2111,715000,-180.82273864746094,13.6144,143,3427.42,143,3411.1
24.4499,720000,-161.20809936523438,12.7663,144,3441.8,144,3063.47
24.8726,725000,-179.6951141357422,12.7876,145,3431.4,145,3425.18
26.0072,730000,-200.54684448242188,13.5939,146,3416.61,146,3383.66
25.3661,735000,-185.55274963378906,13.5167,147,3412.24,147,3385.9
25.376,740000,-199.60446166992188,14.9399,148,3453.63,148,3069.1
24.8132,745000,-184.84805297851562,13.4582,149,3438.81,149,3350.04
24.9207,750000,-190.24099731445312,13.1504,150,3427.8,150,3406.36
24.268,755000,-178.19371032714844,12.5311,151,3450.05,151,3347.5
24.98,760000,-187.89691162109375,13.2613,152,3422.98,152,3420.25
24.0999,765000,-179.92152404785156,12.0317,153,3462.13,153,3285.33
24.8466,770000,-211.79522705078125,12.4125,154,3451.04,154,3433.17
24.7432,775000,-190.6346435546875,12.7784,155,3459.72,155,3427.39
24.0688,780000,-183.38809204101562,12.3805,156,3434.56,156,3418.41
24.2463,785000,-194.5447998046875,12.1059,157,3448.21,157,3255.36
24.0222,790000,-197.58892822265625,12.5373,158,3453.63,158,3038.93
23.9548,795000,-191.23983764648438,12.4049,159,3423.95,159,3399.01
23.9117,800000,-190.2911376953125,11.8299,160,3440.62,160,3432.17
24.1143,805000,-196.1647186279297,12.6255,161,3440.93,161,3418.43
25.9547,810000,-203.87911987304688,13.5232,162,3404.77,162,3403.98
24.9135,815000,-198.1114501953125,12.4798,163,3442.71,163,3355.06
24.0492,820000,-206.94265747070312,12.3022,164,3434.97,164,3401.06
24.2707,825000,-199.6731414794922,12.6711,165,3412.28,165,3334.15
24.0526,830000,-194.458984375,12.0028,166,3431.02,166,3373.32
24.9802,835000,-237.39439392089844,13.6422,167,3416.28,167,3384.02
25.0383,840000,-213.92431640625,12.8162,168,3432.58,168,3418.33
24.932,845000,-215.1093292236328,12.7728,169,3386.73,169,3366.36
24.3836,850000,-215.6365203857422,12.3024,170,3445.18,170,3391.25
24.4722,855000,-215.05123901367188,12.7513,171,3460.15,171,3445.18
24.5145,860000,-213.67428588867188,12.6309,172,3448.71,172,3419.35
24.6396,865000,-206.8428192138672,11.9764,173,3426.89,173,3393.4
24.4023,870000,-224.96551513671875,12.1844,174,3427.36,174,3402.49
24.2092,875000,-211.09024047851562,12.2374,175,3432.5,175,3409.0
24.6157,880000,-226.3510284423828,12.2416,176,3421.37,176,3407.31
24.6853,885000,-221.70948791503906,12.536,177,3434.14,177,3310.6
24.7147,890000,-226.3836669921875,12.6561,178,3422.45,178,3404.04
24.4164,895000,-228.06304931640625,12.6268,179,3427.37,179,3411.09
24.6971,900000,-229.79808044433594,12.938,180,3452.62,180,3426.57
23.9835,905000,-225.6665802001953,12.0523,181,3420.13,181,3414.91
24.2876,910000,-234.018798828125,12.7826,182,3434.96,182,3424.79
24.5443,915000,-223.48675537109375,13.1211,183,3422.74,183,3410.8
24.6525,920000,-253.3880157470703,12.6448,184,3436.33,184,3424.54
24.8685,925000,-235.8575439453125,12.4539,185,3438.77,185,3406.31
24.1484,930000,-214.55564880371094,12.0628,186,3431.78,186,3405.22
24.3713,935000,-227.08924865722656,12.2211,187,3446.3,187,3368.94
24.496,940000,-285.4577331542969,13.7461,188,3455.44,188,2901.05
24.447,945000,-226.5552520751953,12.2791,189,3418.27,189,3312.38
24.2746,950000,-233.59201049804688,12.4551,190,3444.4,190,3423.93
24.9964,955000,-256.963134765625,12.7444,191,3431.33,191,3368.05
24.1376,960000,-260.255859375,11.7532,192,3468.56,192,3450.94
24.1639,965000,-234.0760955810547,12.2665,193,3443.49,193,3211.63
24.0776,970000,-232.1128387451172,11.9306,194,3459.2,194,3317.52
23.7662,975000,-224.90457153320312,11.753,195,3447.0,195,3421.87
24.3862,980000,-242.34283447265625,12.2314,196,3449.53,196,3427.64
24.3487,985000,-244.8484649658203,12.3915,197,3453.03,197,3422.65
23.6454,990000,-251.9078826904297,11.6752,198,3452.74,198,3427.72
23.9276,995000,-241.98219299316406,12.123,199,3438.06,199,3403.0
