Real Sto Return,Itration,Running Forward KL,Real Det Return,Running Update Time,Reward Loss,Running Reverse KL,Running Env Steps
1720.05,72,22.9968,3057.79,72,-2443.3564453125,38.9239,360000
2849.02,73,21.9862,3150.27,73,-970.918212890625,16.7163,365000
3128.14,74,21.5807,3128.53,74,-783.0016479492188,12.7459,370000
2293.91,75,22.3535,3273.63,75,-1421.6494140625,16.631,375000
3192.28,76,21.21,3192.13,76,-784.6205444335938,13.2984,380000
3167.12,77,22.3959,3140.4,77,-888.7172241210938,13.6679,385000
3226.55,78,20.7343,3212.6,78,-811.097412109375,13.6405,390000
1465.9,79,22.2253,3212.36,79,-1914.143798828125,14.5728,395000
3099.37,80,20.9719,3305.01,80,-775.033935546875,13.0704,400000
1609.06,81,22.688,2900.48,81,-2497.391357421875,32.3605,405000
3179.87,82,20.1147,3287.68,82,-712.7310791015625,12.8609,410000
2909.14,83,22.0245,3243.21,83,-1073.1243896484375,12.6642,415000
2344.87,84,21.9076,3240.17,84,-1276.895751953125,14.8665,420000
3250.75,85,20.7655,3221.38,85,-898.1903076171875,12.2451,425000
3067.3,86,20.4881,3186.25,86,-1029.7303466796875,12.0657,430000
2758.68,87,20.1155,3280.88,87,-1216.2340087890625,12.5452,435000
1884.73,88,21.2735,3231.16,88,-1679.44189453125,19.4704,440000
1959.3,89,21.254,3242.49,89,-1387.5289306640625,14.2486,445000
3247.11,90,22.2163,3216.23,90,-991.468994140625,14.6557,450000
2050.01,91,21.6079,3303.61,91,-2354.769775390625,29.0273,455000
1658.47,92,21.4563,3222.1,92,-2951.989501953125,56.6444,460000
3285.46,93,19.7465,3422.17,93,-609.0292358398438,12.563,465000
3168.96,94,19.5319,3317.68,94,-864.6783447265625,11.884,470000
2609.04,95,20.7289,3214.56,95,-1239.1427001953125,11.5487,475000
3056.21,96,20.3493,3326.4,96,-899.5241088867188,12.1629,480000
3236.22,97,18.6699,3219.61,97,-846.2898559570312,10.81,485000
3286.19,98,20.9988,3284.51,98,-1033.46337890625,13.5771,490000
3296.29,99,20.1861,3240.29,99,-1217.3714599609375,13.2,495000
3285.79,100,19.5753,3297.2,100,-971.2811889648438,11.6875,500000
3326.17,101,18.8793,3383.99,101,-573.3111572265625,12.7074,505000
2751.22,102,18.8865,3398.64,102,-945.9459838867188,10.7103,510000
3330.56,103,20.532,3339.73,103,-831.2901000976562,12.99,515000
3265.72,104,18.8869,3351.57,104,-927.1726684570312,10.843,520000
2909.83,105,19.9972,3332.52,105,-1719.87255859375,21.9775,525000
2809.05,106,19.3096,3378.49,106,-1044.426513671875,11.5581,530000
2726.06,107,20.0316,3415.54,107,-1328.4117431640625,11.3616,535000
3365.14,108,19.2058,3395.5,108,-741.4637451171875,12.4615,540000
3356.58,109,19.7836,3370.95,109,-735.671142578125,12.8402,545000
1867.15,110,18.5061,3349.12,110,-856.9639892578125,11.1851,550000
3279.34,111,20.4136,3272.53,111,-1186.118896484375,13.5771,555000
3298.31,112,19.2254,3314.2,112,-981.3975830078125,12.2087,560000
3352.89,113,18.9641,3433.42,113,-941.14111328125,11.8576,565000
3339.75,114,18.7666,3403.71,114,-768.4069213867188,12.2874,570000
3362.05,115,18.693,3397.68,115,-890.0226440429688,11.6477,575000
3176.64,116,19.3272,3383.1,116,-967.5347900390625,11.919,580000
3195.31,117,18.7147,3437.13,117,-695.2305297851562,12.0187,585000
3027.98,118,19.848,3439.31,118,-1363.1231689453125,30.9366,590000
3386.82,119,19.9158,3418.6,119,-948.2495727539062,12.6463,595000
3367.82,120,20.2305,3380.46,120,-1047.6961669921875,13.7537,600000
3062.91,121,19.2152,3318.05,121,-1071.814453125,11.8974,605000
3241.44,122,20.7135,3267.78,122,-1051.4776611328125,13.3319,610000
2338.75,123,19.5959,3462.17,123,-1593.0684814453125,11.7704,615000
3316.39,124,19.5039,3346.97,124,-1061.3367919921875,12.3031,620000
2968.06,125,19.9796,3424.43,125,-1012.7662353515625,13.5832,625000
3344.13,126,19.6168,3360.77,126,-883.0775756835938,12.6746,630000
1261.42,127,20.3304,3411.6,127,-1098.337646484375,13.8867,635000
3027.91,128,20.2295,3494.76,128,-2038.899169921875,36.8706,640000
2882.51,129,18.4341,3453.08,129,-1109.541259765625,12.6178,645000
3379.27,130,17.6221,3399.83,130,-677.9820556640625,11.5285,650000
1881.67,131,21.6317,3069.09,131,-3466.574951171875,41.3976,655000
3077.0,132,18.8487,3367.6,132,-1587.90966796875,14.8982,660000
1218.88,133,22.1029,1225.37,133,-3598.200439453125,52.6858,665000
2479.94,134,20.0913,3418.12,134,-1647.6085205078125,27.7892,670000
3343.92,135,18.4865,3427.85,135,-1007.669677734375,11.82,675000
1963.16,136,20.948,3388.85,136,-2357.6015625,18.0249,680000
2476.38,137,20.8012,3501.41,137,-1857.6591796875,18.1525,685000
3286.47,138,19.2884,3463.84,138,-1273.1650390625,12.3608,690000
3321.95,139,18.8063,3451.27,139,-879.2451171875,12.5347,695000
1216.0,140,21.0086,3458.34,140,-2733.83935546875,21.6227,700000
3029.11,141,19.1509,3471.1,141,-2058.274169921875,17.5441,705000
1982.94,142,21.3099,3473.17,142,-3021.427490234375,30.7322,710000
3110.62,143,19.8779,3247.86,143,-1137.815185546875,12.0106,715000
2988.36,144,19.8016,3445.22,144,-1384.5975341796875,13.3289,720000
2094.39,145,19.875,3379.57,145,-2481.598388671875,40.823,725000
1935.93,146,20.5368,3364.58,146,-2302.298095703125,14.5027,730000
3071.33,147,19.2123,3459.71,147,-882.6295166015625,12.0217,735000
3365.58,148,18.3835,3395.6,148,-1090.38671875,11.8896,740000
2362.57,149,20.7201,3463.74,149,-2551.537353515625,30.524,745000
3136.2,150,18.8864,3360.23,150,-1321.86376953125,16.8505,750000
3355.83,151,18.3029,3450.17,151,-1178.248046875,11.6699,755000
2895.65,152,19.7659,3408.72,152,-2818.6259765625,35.5412,760000
3043.58,153,19.0857,3415.53,153,-1557.4171142578125,12.5566,765000
2046.4,154,18.9887,3464.8,154,-2524.61669921875,36.4046,770000
3102.88,155,19.5601,3487.63,155,-740.6857299804688,12.2134,775000
3357.41,156,19.2535,3358.54,156,-1161.9669189453125,12.0419,780000
3387.76,157,18.6057,3444.67,157,-936.5977172851562,12.2101,785000
3363.36,158,18.9143,3475.1,158,-743.0111694335938,12.8067,790000
2923.09,159,18.4506,3407.95,159,-1162.6153564453125,12.2193,795000
3414.41,160,18.9276,3432.64,160,-987.4617309570312,12.3906,800000
3366.04,161,17.8941,3379.4,161,-962.4974975585938,11.7485,805000
3309.01,162,18.4966,3305.96,162,-1199.98828125,11.2076,810000
3370.87,163,18.1744,3398.96,163,-1118.12158203125,11.818,815000
3304.29,164,18.5489,3414.9,164,-1022.3139038085938,13.8357,820000
3415.39,165,18.4149,3455.45,165,-987.2223510742188,11.6105,825000
3366.11,166,16.9068,3416.97,166,-670.8150634765625,10.7823,830000
3400.83,167,19.045,3409.54,167,-895.7288208007812,13.3701,835000
3394.67,168,18.6882,3426.68,168,-1171.041015625,11.5754,840000
3387.62,169,19.337,3420.66,169,-1014.2546997070312,13.0294,845000
3369.56,170,18.8863,3395.01,170,-995.4082641601562,12.2816,850000
3373.41,171,19.441,3402.45,171,-1282.4002685546875,12.8504,855000
3337.0,172,18.3603,3439.57,172,-986.2360229492188,11.3156,860000
3456.44,173,18.0637,3479.2,173,-788.6635131835938,12.4264,865000
3337.59,174,19.0414,3413.66,174,-1182.989013671875,12.7826,870000
3422.77,175,18.5109,3475.53,175,-739.1975708007812,12.2041,875000
3057.36,176,18.0961,3445.16,176,-1149.3304443359375,11.4642,880000
3411.83,177,17.9011,3441.23,177,-1118.5689697265625,11.1314,885000
3361.73,178,19.2536,3383.54,178,-1310.847900390625,12.3463,890000
3422.62,179,18.658,3448.55,179,-857.0398559570312,12.3068,895000
2721.89,180,19.6881,3479.57,180,-2088.240966796875,16.1643,900000
3384.5,181,18.8343,3402.06,181,-1039.2713623046875,12.388,905000
2341.69,182,18.4022,3472.67,182,-1517.3997802734375,12.0618,910000
1754.09,183,20.1391,3453.3,183,-2670.001708984375,16.2942,915000
2930.57,184,19.0869,3474.88,184,-1950.351806640625,16.3007,920000
3318.4,185,17.869,3468.45,185,-1129.0128173828125,11.2855,925000
3257.35,186,18.7614,3479.78,186,-1262.89404296875,12.7774,930000
2877.3,187,19.6075,3470.62,187,-2719.455078125,31.355,935000
3400.34,188,17.7511,3502.24,188,-1250.1407470703125,11.3194,940000
3389.06,189,17.884,3417.24,189,-1168.6710205078125,12.1583,945000
2729.5,190,17.9239,3457.48,190,-1842.2528076171875,14.1396,950000
3229.77,191,18.5456,3444.52,191,-1752.40771484375,13.9533,955000
2252.73,192,19.9614,3432.03,192,-2801.741943359375,15.7391,960000
3101.78,193,19.2359,3353.79,193,-1630.7677001953125,12.5004,965000
3171.36,194,19.5379,3470.01,194,-1298.11767578125,18.605,970000
3009.8,195,17.8483,3433.07,195,-1509.7132568359375,16.7153,975000
3298.42,196,18.726,3468.23,196,-1461.41455078125,12.0019,980000
3326.95,197,18.2861,3400.46,197,-1494.9637451171875,10.9819,985000
3396.8,198,18.9396,3432.73,198,-1159.1455078125,11.9431,990000
3223.71,199,16.908,3445.36,199,-1166.499755859375,10.45,995000
