Running Env Steps,Itration,Real Sto Return,Running Forward KL,Reward Loss,Running Reverse KL,Real Det Return,Running Update Time
1930000,386,12208.2,141.624,-35430.2421875,19.3145,11687.6,386
1935000,387,12167.69,141.4066,-35935.78515625,19.9577,12520.61,387
1940000,388,12256.13,141.4703,-35517.05859375,20.5185,12694.67,388
1945000,389,12030.24,141.1876,-34921.515625,20.4682,12629.77,389
1950000,390,12232.32,141.3988,-35394.50390625,20.904,12688.98,390
1955000,391,11860.03,140.7079,-35202.703125,20.4676,12331.1,391
1960000,392,11978.49,141.2666,-36742.72265625,20.2569,12417.83,392
1965000,393,12340.13,141.1359,-36130.9140625,20.4856,12747.63,393
1970000,394,11411.28,139.9346,-35341.17578125,20.943,12742.92,394
1975000,395,11349.41,141.0579,-35410.39453125,20.2068,12014.51,395
1980000,396,12182.25,140.8307,-35381.8203125,19.5851,12576.34,396
1985000,397,11954.06,141.2472,-35743.0859375,20.2461,12233.72,397
1990000,398,12234.09,140.7597,-35467.3984375,20.6448,12565.84,398
1995000,399,12252.31,141.6348,-36278.203125,20.8464,12665.02,399
2000000,400,11910.47,142.135,-36285.67578125,20.0293,12173.66,400
2005000,401,11998.44,141.3654,-36591.5625,20.1013,12797.98,401
2010000,402,12314.34,141.2516,-36257.375,20.1297,12330.45,402
2015000,403,12346.55,141.359,-35772.984375,20.1039,12625.75,403
2020000,404,12277.74,140.3068,-36595.77734375,21.6945,12612.04,404
2025000,405,12396.09,140.6899,-36184.421875,20.7422,12527.3,405
2030000,406,11871.53,139.9908,-36941.7578125,19.6254,12736.82,406
2035000,407,12424.36,140.2255,-36635.4140625,20.1512,12828.74,407
2040000,408,12250.1,141.3764,-37101.84765625,21.075,12578.52,408
2045000,409,12386.41,141.9815,-37400.3203125,20.3437,12679.29,409
2050000,410,12069.2,141.3728,-37143.29296875,22.1095,12235.26,410
2055000,411,11927.57,141.6179,-37368.16015625,20.6001,12098.24,411
2060000,412,11754.34,141.1971,-37245.76171875,21.1588,12667.25,412
2065000,413,12111.7,141.0233,-36644.33203125,21.5217,12265.76,413
2070000,414,11957.93,142.8732,-37797.09765625,21.3451,12977.9,414
2075000,415,12479.53,142.0029,-37329.8046875,21.6082,12755.23,415
2080000,416,12253.72,140.7095,-36095.39453125,21.1737,12689.2,416
2085000,417,12400.06,141.7857,-36572.21484375,21.5582,12728.65,417
2090000,418,12618.19,141.7474,-38039.87890625,21.7277,12876.75,418
2095000,419,12141.73,142.4022,-37779.25390625,21.6512,12662.07,419
2100000,420,12552.03,141.3366,-37582.33984375,22.1001,12870.47,420
2105000,421,11834.69,141.8909,-38577.48828125,20.7111,12342.27,421
2110000,422,12351.63,142.0986,-37842.01171875,20.8129,12607.71,422
2115000,423,12327.39,141.1789,-38259.9296875,20.0009,12975.21,423
2120000,424,12486.04,141.7525,-37579.47265625,20.5992,12862.29,424
2125000,425,12540.72,141.4361,-37388.953125,21.2771,12837.11,425
2130000,426,12509.31,141.774,-37458.99609375,22.2304,12747.9,426
2135000,427,12463.75,140.9971,-37957.90234375,21.3657,12901.14,427
2140000,428,11799.93,141.6037,-38235.125,21.6924,12563.44,428
2145000,429,12189.45,140.9905,-37901.15625,21.3517,12515.98,429
2150000,430,12492.87,141.907,-38159.44140625,22.3328,12838.84,430
2155000,431,12453.16,140.4953,-37853.59765625,21.4219,12801.32,431
2160000,432,11887.98,141.3938,-37843.33203125,22.1541,12762.72,432
2165000,433,12390.61,141.1798,-37564.14453125,21.5932,12748.2,433
2170000,434,11806.5,142.348,-37909.26171875,21.5996,12136.34,434
2175000,435,12091.64,140.9417,-38983.9296875,19.5193,12567.09,435
2180000,436,12350.34,142.0755,-38983.44921875,20.7223,12756.14,436
2185000,437,12147.03,141.7301,-38566.109375,21.3517,12677.54,437
2190000,438,11713.18,141.4816,-39189.0703125,21.8516,12653.14,438
2195000,439,11550.0,142.3089,-39999.28515625,19.8869,11914.6,439
2200000,440,11527.69,142.7293,-40842.69140625,19.2101,11994.16,440
2205000,441,11262.43,140.8998,-39053.02734375,21.3679,12664.44,441
2210000,442,12191.36,140.6776,-38526.62890625,21.1954,12126.23,442
2215000,443,12077.76,140.6546,-39815.578125,19.5482,12388.97,443
2220000,444,11443.68,141.1696,-38808.41015625,21.4298,11839.35,444
2225000,445,10934.25,141.3291,-40041.1953125,17.6402,11778.2,445
2230000,446,11518.2,141.5796,-39816.49609375,21.337,12309.63,446
2235000,447,11660.53,141.8533,-39806.359375,21.3969,11250.39,447
2240000,448,12125.64,140.7168,-39269.0546875,21.1234,11806.07,448
2245000,449,12131.78,140.7623,-39893.69921875,21.0587,12508.08,449
2250000,450,11968.39,141.3601,-40297.828125,20.7955,11840.04,450
2255000,451,12248.51,140.955,-38794.53515625,21.1771,12231.62,451
2260000,452,11897.19,140.8089,-40190.57421875,20.7331,12332.67,452
2265000,453,11268.1,142.1266,-40497.04296875,19.9999,12109.59,453
2270000,454,11463.99,141.0714,-40894.99609375,21.1267,12380.61,454
2275000,455,11645.59,141.3821,-40691.6171875,20.5217,12222.13,455
2280000,456,11819.59,141.3041,-39921.73828125,20.9779,11447.11,456
2285000,457,11448.63,141.2505,-40998.44921875,21.6231,11388.84,457
2290000,458,11855.11,141.9062,-40921.33984375,20.8604,12546.6,458
2295000,459,10579.37,141.4369,-41759.2109375,18.7605,11237.18,459
2300000,460,12159.15,141.2154,-40367.8203125,21.1762,12504.22,460
2305000,461,12124.05,142.3368,-41042.79296875,22.2567,11712.52,461
2310000,462,11747.35,141.7095,-40551.78515625,19.8106,11415.41,462
2315000,463,11595.21,141.3325,-41060.4453125,20.9394,12487.68,463
2320000,464,11816.38,142.0466,-41046.109375,22.025,12182.12,464
2325000,465,11510.52,141.3586,-40065.04296875,21.8722,12323.97,465
2330000,466,11743.04,141.2196,-41412.44140625,21.7593,12526.16,466
2335000,467,11530.21,142.4379,-41291.26171875,19.4647,12529.99,467
2340000,468,10273.88,141.9931,-41977.640625,20.0084,12603.0,468
2345000,469,10502.61,142.4488,-41359.484375,20.9048,11640.12,469
2350000,470,11920.24,142.1666,-41509.45703125,18.4305,11831.92,470
2355000,471,10945.65,142.0946,-41395.03125,21.5043,11424.19,471
2360000,472,12266.79,140.8217,-40850.78515625,21.4798,12723.67,472
2365000,473,12040.38,140.9955,-40841.9921875,21.5242,12358.06,473
2370000,474,12155.3,141.0,-42207.44140625,20.6863,11969.18,474
2375000,475,12044.85,140.0386,-41600.203125,21.6188,12402.03,475
2380000,476,12077.87,141.5161,-42084.9140625,19.7662,12063.95,476
2385000,477,11723.05,140.2151,-41550.96875,20.5506,12618.75,477
2390000,478,12167.43,140.6447,-39955.5703125,22.001,12778.44,478
2395000,479,12144.63,141.5757,-40787.515625,22.0509,12590.88,479
2400000,480,12131.15,140.3234,-41095.18359375,20.8816,12444.54,480
2405000,481,11994.95,140.7828,-41306.671875,21.5226,12455.72,481
2410000,482,11736.73,140.0439,-41336.5703125,21.5953,12275.47,482
2415000,483,12098.02,142.1967,-41009.37109375,21.399,12489.67,483
2420000,484,11680.89,141.275,-42728.0625,21.2102,12306.2,484
2425000,485,11966.82,140.0535,-42015.45703125,22.0237,12574.02,485
2430000,486,12214.07,140.4212,-41409.14453125,22.1001,11903.51,486
2435000,487,12232.95,140.9307,-41712.40234375,22.0406,12423.38,487
2440000,488,12165.93,140.9454,-40679.46875,22.5089,12367.55,488
2445000,489,12028.53,140.0112,-42382.59375,20.8679,12319.64,489
2450000,490,12317.0,141.2401,-41718.55859375,22.5553,12781.43,490
2455000,491,12098.68,141.1314,-42357.26171875,21.9288,12382.05,491
2460000,492,11805.71,141.2882,-42145.73828125,22.2124,12612.75,492
2465000,493,12121.95,140.7087,-42377.08984375,22.2581,12406.65,493
2470000,494,11932.46,141.2798,-43277.23828125,22.1073,12593.16,494
2475000,495,12248.13,139.5172,-41874.6015625,21.9229,12638.45,495
2480000,496,12242.95,140.4061,-41323.88671875,21.7848,12546.64,496
2485000,497,12067.75,140.7788,-41825.83984375,20.9905,12393.11,497
2490000,498,12198.44,139.2521,-41429.0078125,22.0573,12516.76,498
2495000,499,12200.43,139.3954,-41753.671875,22.0773,12583.45,499
2500000,500,11929.38,140.6086,-43879.42578125,20.5008,12220.32,500
2505000,501,12456.04,141.5411,-42509.890625,21.5042,12857.82,501
2510000,502,12224.95,139.2318,-41942.25390625,21.9152,12615.17,502
2515000,503,12486.75,139.7102,-42123.453125,21.8805,12770.08,503
2520000,504,12227.79,140.2541,-43092.390625,21.645,12369.93,504
2525000,505,12379.51,139.9336,-41793.3046875,21.8115,12665.96,505
2530000,506,12111.28,140.3237,-42462.4296875,21.9996,12248.21,506
2535000,507,12249.76,139.2763,-42283.5,20.6909,12681.66,507
2540000,508,12431.88,141.0755,-42510.140625,21.5092,12837.02,508
2545000,509,12254.67,139.2281,-41907.2421875,21.0714,12615.51,509
2550000,510,12175.69,141.3407,-42372.2890625,21.198,12541.64,510
2555000,511,11932.01,140.65,-43137.54296875,20.5743,12334.22,511
2560000,512,12155.58,141.348,-42425.68359375,21.6334,12785.31,512
2565000,513,12009.79,139.049,-42119.7265625,20.4864,12231.02,513
2570000,514,12074.69,140.6867,-43308.83984375,20.4843,12595.49,514
2575000,515,12370.58,140.8329,-43370.36328125,21.3192,12474.36,515
2580000,516,12346.07,140.35,-43028.65625,21.8307,12725.4,516
2585000,517,11962.06,141.0986,-43092.5859375,21.6103,12784.1,517
2590000,518,11357.1,140.0046,-43151.40625,21.093,12587.91,518
2595000,519,12230.88,140.9887,-44475.5546875,21.6553,12726.19,519
2600000,520,11836.49,140.9653,-44022.1640625,21.9255,12706.76,520
2605000,521,11666.3,141.8004,-45905.56640625,21.3008,12242.16,521
2610000,522,12189.64,141.9011,-45246.15234375,21.786,12647.61,522
2615000,523,12142.28,142.3165,-45848.265625,21.8205,12250.52,523
2620000,524,11762.61,142.3377,-44748.65625,19.4215,12135.78,524
2625000,525,12293.33,139.9598,-43994.12890625,21.8636,12487.6,525
2630000,526,12063.92,142.0236,-43102.703125,21.0761,12442.77,526
2635000,527,11753.87,140.1324,-44374.80859375,21.3639,12730.64,527
2640000,528,11390.5,141.7677,-45012.6953125,19.37,11115.31,528
2645000,529,11731.12,140.5982,-44755.7109375,20.9251,12236.18,529
2650000,530,11507.81,142.4208,-46145.9453125,19.1971,12011.58,530
2655000,531,11343.73,141.4336,-45821.48828125,20.6301,12370.65,531
2660000,532,11857.45,141.0552,-45189.43359375,20.0672,11741.84,532
2665000,533,11235.77,141.1114,-44725.49609375,20.7775,12155.14,533
2670000,534,11796.44,142.1521,-44563.2890625,19.7647,12054.04,534
2675000,535,12016.4,140.196,-43581.0234375,21.2586,12222.02,535
2680000,536,11645.29,140.0272,-43696.3359375,19.7535,11985.71,536
2685000,537,11889.86,141.1244,-44725.34375,19.5194,11731.98,537
2690000,538,11843.02,141.5335,-44846.6015625,20.5794,11659.27,538
2695000,539,11291.28,141.3032,-46352.27734375,20.427,11289.01,539
2700000,540,10874.68,141.0401,-45462.15234375,19.8011,11795.09,540
2705000,541,11737.07,141.2956,-44691.625,20.4498,11950.47,541
2710000,542,11798.21,141.1563,-45225.15625,20.6273,12060.41,542
2715000,543,11784.21,140.984,-45518.6796875,20.2487,11734.0,543
2720000,544,11907.22,140.9197,-45435.546875,21.2313,12372.7,544
2725000,545,10119.58,141.0409,-45954.3828125,18.3074,9500.23,545
2730000,546,11284.58,140.4936,-46679.0703125,19.3462,11396.01,546
2735000,547,11045.97,140.2098,-46493.91015625,19.2066,11122.18,547
2740000,548,12236.25,140.3248,-46654.37109375,21.1535,12580.3,548
2745000,549,11437.07,139.7148,-46487.15625,18.9336,12490.56,549
2750000,550,11902.66,140.6087,-45900.67578125,19.5801,12191.11,550
2755000,551,11420.1,139.2472,-45292.484375,21.5328,12298.55,551
2760000,552,11625.48,141.0385,-45244.81640625,19.2726,12392.45,552
2765000,553,12041.64,140.9829,-45281.73046875,21.4533,12305.05,553
2770000,554,12243.81,140.6787,-45281.61328125,21.3526,12451.68,554
2775000,555,12124.82,140.5002,-45613.5078125,21.0789,12265.54,555
2780000,556,12171.21,139.5081,-45581.21875,20.5721,11371.94,556
2785000,557,12155.63,140.4548,-45004.1328125,21.0276,12412.72,557
2790000,558,12150.79,139.29,-46349.453125,18.7271,12466.35,558
2795000,559,12174.53,140.1303,-46357.0546875,21.963,12582.76,559
2800000,560,12250.66,140.8948,-45321.890625,21.315,12777.42,560
2805000,561,12426.67,140.9558,-45406.42578125,23.0072,12842.91,561
2810000,562,12372.54,141.7631,-45700.05078125,22.7557,12724.72,562
2815000,563,12341.22,140.3601,-44599.16796875,21.4969,12514.66,563
2820000,564,11840.01,140.4562,-44940.6171875,22.1733,12743.28,564
2825000,565,11880.33,141.1472,-43801.1015625,20.6051,12307.46,565
2830000,566,11959.83,140.5982,-44142.0703125,21.2392,12277.97,566
2835000,567,11662.35,140.356,-44615.76171875,20.4604,11376.4,567
2840000,568,11866.76,139.7153,-44378.375,21.1623,12343.27,568
2845000,569,12303.75,138.9675,-44674.96875,21.7957,10838.06,569
2850000,570,12053.07,140.4477,-45178.8203125,20.6934,12411.1,570
2855000,571,12277.43,140.4547,-45353.28125,21.5516,11885.82,571
2860000,572,12052.55,138.979,-43537.75390625,22.2807,12285.71,572
2865000,573,12198.88,140.4169,-45010.828125,22.1108,12479.92,573
2870000,574,12182.71,142.1313,-45907.05078125,22.5183,12497.69,574
2875000,575,11482.57,140.9714,-45385.89453125,22.8727,11692.45,575
2880000,576,12300.24,141.5631,-45341.5,21.7977,11200.39,576
2885000,577,12251.91,139.8888,-45674.77734375,21.9735,11870.92,577
2890000,578,12339.55,141.1252,-46481.515625,21.7675,12501.78,578
2895000,579,12333.3,141.1257,-45618.671875,22.3114,12590.89,579
2900000,580,11568.87,140.471,-47280.70703125,22.2684,11774.59,580
2905000,581,11515.87,141.6241,-45853.62890625,21.8032,11089.18,581
2910000,582,11440.06,141.5539,-45975.23828125,22.8633,11512.76,582
2915000,583,11651.44,141.4824,-44822.515625,20.3048,11871.0,583
2920000,584,10770.18,140.5344,-46515.96875,21.849,11553.97,584
2925000,585,12324.66,141.4665,-46478.9609375,22.923,12571.22,585
2930000,586,12302.49,141.3856,-47850.58984375,21.8286,11882.23,586
2935000,587,12146.89,141.1877,-46571.61328125,21.8518,12347.52,587
2940000,588,12285.27,142.8242,-47327.17578125,20.4999,12520.38,588
2945000,589,11652.39,141.3915,-47569.97265625,22.3515,11744.4,589
2950000,590,11753.09,141.7034,-47393.09375,22.2058,12594.4,590
2955000,591,12340.06,141.2842,-47432.3046875,22.7745,12431.36,591
2960000,592,12517.33,142.2116,-47247.21484375,23.0779,12857.68,592
2965000,593,12386.83,142.3024,-47625.62109375,21.919,12700.13,593
2970000,594,12005.91,143.2718,-49741.8515625,22.9903,12364.94,594
2975000,595,12662.98,141.4622,-48027.0,22.9323,12964.45,595
2980000,596,11824.09,141.0092,-47008.26171875,22.5286,12641.99,596
2985000,597,12314.28,140.483,-48524.171875,23.1178,12514.65,597
2990000,598,12245.98,140.8635,-47700.88671875,19.6538,11890.67,598
2995000,599,12460.64,140.0358,-48743.4375,22.9433,12710.22,599
