Itration,Running Forward KL,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return
765,32.8481,12.8767,-5347.24560546875,3825000,765,4690.13,4974.05
766,32.4283,12.6611,-5458.13427734375,3830000,766,4549.38,4849.53
767,32.1111,12.1215,-5326.46875,3835000,767,4788.65,4967.82
768,31.9332,11.9198,-4877.21533203125,3840000,768,4777.38,4959.87
769,32.6553,12.5153,-5249.94775390625,3845000,769,4752.95,4944.03
770,32.0213,11.9913,-4847.66943359375,3850000,770,4815.96,4979.59
771,32.3305,12.5823,-5061.67919921875,3855000,771,4752.22,4899.27
772,32.4084,12.5794,-5185.94775390625,3860000,772,4725.36,4835.38
773,33.0873,13.0964,-5462.798828125,3865000,773,4711.14,4759.23
774,33.1245,13.3148,-5244.45654296875,3870000,774,4712.92,4693.88
775,32.2693,12.5514,-5117.1953125,3875000,775,4722.45,4742.79
776,32.546,13.1217,-5122.763671875,3880000,776,4779.8,4865.48
777,33.6184,13.5423,-5538.513671875,3885000,777,4694.33,4743.74
778,33.4613,13.532,-5714.28515625,3890000,778,4668.79,4683.24
779,33.2041,13.8121,-5544.47412109375,3895000,779,4678.29,4679.87
780,32.8231,13.044,-5571.17138671875,3900000,780,4715.89,4775.28
781,32.153,12.8329,-5284.75927734375,3905000,781,4776.37,4884.47
782,32.8264,12.3495,-5258.85205078125,3910000,782,4674.79,4706.64
783,32.8161,12.5791,-5678.572265625,3915000,783,4757.93,4704.45
784,32.7489,12.5803,-5383.9677734375,3920000,784,4722.47,4761.02
785,32.2303,12.456,-5552.380859375,3925000,785,4826.13,4975.87
786,32.4882,12.439,-5599.50146484375,3930000,786,4790.88,4849.84
787,32.6258,12.8499,-5798.732421875,3935000,787,4802.58,4836.71
788,32.7667,12.365,-5583.15087890625,3940000,788,4785.75,4824.53
789,32.2985,12.0563,-5704.7587890625,3945000,789,4833.29,4767.65
790,32.135,12.2698,-5446.01708984375,3950000,790,4570.41,4741.25
791,31.8998,12.2401,-5646.3251953125,3955000,791,4826.7,4850.96
792,32.6284,12.0507,-5537.263671875,3960000,792,4805.2,4892.05
793,32.4934,12.028,-5600.86767578125,3965000,793,4856.37,5020.67
794,33.06,12.5617,-5429.60986328125,3970000,794,4796.04,4868.52
795,31.9071,12.0093,-5120.3974609375,3975000,795,4886.71,5016.42
796,32.3492,12.4371,-5662.0400390625,3980000,796,4852.71,4889.4
797,32.638,12.1368,-5722.21630859375,3985000,797,4784.36,5005.82
798,32.4728,12.4467,-5390.62890625,3990000,798,4861.28,4913.15
799,33.0254,12.4452,-5563.2294921875,3995000,799,4872.25,4982.29
800,33.0753,19.9314,-5675.78076171875,4000000,800,4896.53,5004.72
801,32.5551,12.4565,-5423.06689453125,4005000,801,4844.51,4932.3
802,32.6323,12.204,-5288.29345703125,4010000,802,4878.05,4949.86
803,33.3703,12.445,-5593.53662109375,4015000,803,4596.13,4882.16
804,32.7094,12.1857,-4995.41943359375,4020000,804,4868.47,4947.13
805,31.8055,11.8965,-5083.5244140625,4025000,805,4944.25,5039.3
806,31.9707,11.826,-5075.19287109375,4030000,806,4965.45,5062.61
807,32.1406,12.3785,-5482.36865234375,4035000,807,4975.85,5098.93
808,32.0124,12.3273,-5412.6669921875,4040000,808,4948.63,5065.28
809,31.4861,12.1952,-4835.70751953125,4045000,809,4933.66,5100.54
810,31.5569,12.2396,-5355.27685546875,4050000,810,4917.24,5021.18
811,32.5852,11.9077,-5403.720703125,4055000,811,4792.01,4944.54
812,31.9944,16.076,-5310.40380859375,4060000,812,4836.58,4901.31
813,32.149,12.44,-5258.85107421875,4065000,813,4802.35,4889.71
814,32.0289,12.3622,-5247.22509765625,4070000,814,4917.1,5109.71
815,32.3162,12.6206,-4690.37451171875,4075000,815,4932.51,5028.76
816,31.6105,12.7025,-5015.31396484375,4080000,816,4969.13,5094.82
817,31.7985,12.4497,-5074.255859375,4085000,817,4945.36,5000.28
818,32.386,13.0665,-4809.150390625,4090000,818,4961.79,5132.35
819,32.292,13.102,-4874.9599609375,4095000,819,5010.49,5181.05
820,32.1736,12.8184,-4975.13037109375,4100000,820,4982.1,5103.91
821,32.0301,12.946,-5118.99951171875,4105000,821,4946.27,5128.89
822,32.1813,13.8451,-5255.17919921875,4110000,822,4955.17,5182.28
823,31.4358,13.8615,-5318.361328125,4115000,823,5025.86,5183.52
824,31.81,13.2476,-5198.32568359375,4120000,824,4999.79,5221.51
825,32.2897,13.5421,-5322.36767578125,4125000,825,4991.86,5184.75
826,32.2493,14.0491,-5006.9140625,4130000,826,4958.66,5128.9
827,33.0882,13.7866,-5259.515625,4135000,827,4935.77,5185.8
828,32.1723,13.8828,-5311.07568359375,4140000,828,4996.36,5107.07
829,32.5691,13.3288,-5303.1728515625,4145000,829,4931.19,5039.93
830,32.1774,13.7404,-5152.5859375,4150000,830,4900.11,4976.58
831,32.4058,13.1093,-5383.6923828125,4155000,831,4915.46,5026.97
832,32.1722,12.8987,-5103.51171875,4160000,832,4984.12,5161.59
833,32.3547,13.9213,-5033.115234375,4165000,833,4863.87,5048.39
834,30.9248,13.2546,-5021.6015625,4170000,834,5002.89,5205.81
835,32.3588,13.7103,-5687.8212890625,4175000,835,4908.7,5128.92
836,32.0443,13.5769,-5180.744140625,4180000,836,4964.44,5193.88
837,31.7119,13.1251,-4881.8916015625,4185000,837,4959.42,5158.48
838,32.0243,13.1004,-4986.0126953125,4190000,838,4968.78,5172.75
839,32.2457,13.2873,-4876.9853515625,4195000,839,4937.8,5035.54
840,33.2504,14.2064,-5353.1640625,4200000,840,4914.5,4958.5
841,32.784,14.5395,-4790.4765625,4205000,841,4933.96,5055.96
842,32.2682,13.3876,-5001.82421875,4210000,842,4955.79,5051.97
843,31.9119,12.9819,-5162.2275390625,4215000,843,4867.93,5005.36
844,32.0167,14.1526,-5284.96435546875,4220000,844,4970.01,5116.39
845,32.6279,14.5619,-5255.14794921875,4225000,845,4974.64,5087.45
846,31.7674,14.7009,-5224.62109375,4230000,846,5018.96,5227.22
847,32.1238,13.9843,-5342.0068359375,4235000,847,5011.88,5222.6
848,32.3475,13.4787,-5539.73583984375,4240000,848,4980.92,5049.06
849,32.614,14.9167,-5581.8173828125,4245000,849,4514.64,4999.12
850,41.1367,21.4134,-6642.154296875,4250000,850,3289.63,4630.3
851,42.0479,27.725,-6639.4033203125,4255000,851,2584.07,2667.53
852,38.2361,19.6618,-7125.685546875,4260000,852,4061.68,4034.64
853,36.1233,16.5118,-5697.09716796875,4265000,853,4328.51,4428.04
854,34.372,15.0001,-5172.8203125,4270000,854,4556.81,4634.34
855,30.2598,14.9464,-4940.5048828125,4275000,855,4884.59,4946.26
856,30.8861,14.1241,-5037.0068359375,4280000,856,4834.56,4909.66
857,33.039,15.5323,-5436.82373046875,4285000,857,4801.8,4859.72
858,32.0517,13.8418,-5453.08984375,4290000,858,4785.84,4808.82
859,30.69,13.5496,-4956.451171875,4295000,859,4869.98,4969.66
860,32.3752,14.0566,-5388.4990234375,4300000,860,4828.74,4937.15
861,33.2702,15.0231,-5811.890625,4305000,861,4813.35,4841.8
862,33.0363,15.1961,-5981.5048828125,4310000,862,4786.69,4786.97
863,34.1719,15.7958,-6236.83251953125,4315000,863,4689.07,4921.08
864,34.6903,16.3933,-6794.453125,4320000,864,4793.78,4805.03
865,34.2023,15.6744,-6558.6259765625,4325000,865,4846.95,4952.36
866,34.0553,15.5631,-6621.546875,4330000,866,4894.51,5025.4
867,34.5457,15.2894,-6566.05908203125,4335000,867,4810.18,4957.64
868,33.5134,14.5479,-6273.103515625,4340000,868,4890.07,5057.32
869,33.0851,13.3025,-5852.34375,4345000,869,4908.64,5094.16
870,33.3553,12.9147,-5842.23779296875,4350000,870,4824.67,4987.92
871,32.526,12.7062,-5967.1962890625,4355000,871,4863.15,5112.03
872,32.5174,13.0855,-5831.84375,4360000,872,4882.72,5120.96
873,31.9406,12.8432,-5634.96826171875,4365000,873,4944.7,5190.96
874,32.487,12.7207,-5740.638671875,4370000,874,4981.93,5219.37
875,32.049,12.5582,-5339.67724609375,4375000,875,4981.75,5100.88
876,32.6966,13.8913,-6083.11376953125,4380000,876,4906.65,5160.69
877,32.2681,12.7664,-5909.52978515625,4385000,877,4918.23,5139.31
878,32.3395,12.1165,-5516.560546875,4390000,878,4943.57,5136.48
879,31.6604,12.3866,-5594.193359375,4395000,879,4971.01,5233.15
880,31.9859,12.6467,-5571.57177734375,4400000,880,5045.28,5248.4
881,31.7091,12.8692,-5704.470703125,4405000,881,5021.48,5253.07
882,31.3512,12.6281,-5261.5927734375,4410000,882,5046.36,5280.71
883,30.9554,13.3135,-5360.08056640625,4415000,883,5032.16,5163.62
884,38.1783,16.4405,-7098.77294921875,4420000,884,4394.08,4368.92
885,31.4277,13.6771,-5932.6220703125,4425000,885,4397.24,4987.69
886,34.8663,15.0788,-6213.80810546875,4430000,886,4690.7,4641.22
887,31.5038,13.5192,-4863.85693359375,4435000,887,4851.98,4965.71
888,32.0969,15.4647,-5334.279296875,4440000,888,4977.69,5080.93
889,32.5633,14.2016,-5058.0947265625,4445000,889,4566.04,4559.36
890,33.1512,13.5365,-5044.75439453125,4450000,890,4601.04,4479.35
891,32.2155,13.7432,-5078.14990234375,4455000,891,4790.93,4763.37
892,31.8024,12.7092,-4844.7109375,4460000,892,4817.24,4764.95
893,32.094,13.1722,-6304.6826171875,4465000,893,4853.86,4845.08
894,33.0649,14.732,-6828.26708984375,4470000,894,4477.88,4822.71
895,48.8141,58.4673,-8658.7080078125,4475000,895,546.32,295.02
896,33.1589,30.439,-6846.4091796875,4480000,896,1406.43,1142.86
897,43.1551,20.8499,-9675.1220703125,4485000,897,1140.31,346.17
898,44.1711,23.0362,-7026.23828125,4490000,898,3484.34,3402.85
899,31.619,14.6617,-4898.72607421875,4495000,899,4635.13,4695.29
900,34.0205,15.8826,-6444.001953125,4500000,900,4384.66,4486.21
901,34.6658,15.9287,-6206.7744140625,4505000,901,4459.02,4480.58
902,33.6361,16.4205,-5936.8916015625,4510000,902,4449.04,4506.68
903,34.1929,15.2906,-6336.34521484375,4515000,903,4502.4,4662.67
904,34.4621,14.9703,-7161.8330078125,4520000,904,4390.98,4514.58
905,33.3576,13.7538,-7171.50390625,4525000,905,4594.99,4762.91
906,33.9022,13.7154,-7453.5068359375,4530000,906,4399.37,4605.36
907,34.4776,13.7215,-6858.7216796875,4535000,907,4395.4,4631.63
908,42.6389,89.3106,-9711.1357421875,4540000,908,1497.66,1498.11
909,39.5507,19.898,-6982.888671875,4545000,909,3240.52,4062.67
910,42.2451,41.1335,-8010.15771484375,4550000,910,3264.55,3303.62
911,40.9757,46.6848,-7883.52685546875,4555000,911,1447.41,1589.77
912,41.3886,49.1967,-7842.17431640625,4560000,912,2305.73,2442.99
913,42.3901,21.5208,-7353.00927734375,4565000,913,3678.67,3632.0
914,33.8816,15.813,-5931.1884765625,4570000,914,4399.16,4444.69
915,32.8446,14.9021,-5498.98876953125,4575000,915,4448.02,4376.44
916,31.8035,13.7911,-5736.13134765625,4580000,916,4634.95,4680.45
917,33.4644,15.0132,-5882.703125,4585000,917,4560.81,4593.28
918,33.7842,15.0256,-6264.6669921875,4590000,918,4516.27,4618.39
919,33.4474,14.9194,-5979.83203125,4595000,919,4520.94,4544.03
920,33.5805,15.1179,-5698.125,4600000,920,4628.3,4643.35
921,34.254,15.1636,-5951.521484375,4605000,921,4620.62,4595.64
922,34.1242,15.4299,-6101.60107421875,4610000,922,4623.93,4631.4
923,32.7804,14.4373,-5794.033203125,4615000,923,4727.66,4765.55
924,31.9691,13.5608,-5672.29248046875,4620000,924,4803.92,4917.32
925,32.4663,12.9294,-5821.7177734375,4625000,925,4631.16,4756.62
926,32.2728,12.2482,-6097.05419921875,4630000,926,4713.48,4747.48
927,32.9247,11.9954,-6552.05810546875,4635000,927,4597.56,4880.91
928,32.3559,12.4732,-5808.91064453125,4640000,928,4706.23,4860.63
929,32.0828,12.6593,-6014.56298828125,4645000,929,4624.6,4838.33
930,33.2471,12.7642,-6448.66162109375,4650000,930,4549.1,5023.85
931,33.1218,14.3082,-6498.46435546875,4655000,931,4759.35,4925.46
932,32.5615,15.296,-6238.9072265625,4660000,932,4705.81,4050.11
933,31.7902,13.0154,-5910.71728515625,4665000,933,4850.05,5046.29
934,32.9372,16.382,-6036.5341796875,4670000,934,4871.17,5032.35
935,31.1736,13.5287,-5905.15576171875,4675000,935,4852.04,4843.62
936,32.1482,13.4545,-6123.1669921875,4680000,936,4842.38,4935.14
937,32.6109,13.6519,-6244.9599609375,4685000,937,4742.61,4825.93
938,32.2408,13.8314,-6527.6728515625,4690000,938,4781.77,4852.96
939,33.1112,13.7012,-6303.791015625,4695000,939,4718.23,4759.09
940,32.2711,14.0035,-6082.67626953125,4700000,940,4794.67,4893.6
941,32.3564,13.3468,-6271.6572265625,4705000,941,4820.51,4949.37
942,32.3402,13.8183,-6204.41259765625,4710000,942,4837.12,4951.22
943,31.4558,13.6557,-5846.26318359375,4715000,943,4806.11,4911.16
944,32.5642,12.5298,-6242.26171875,4720000,944,4768.96,4870.08
945,31.8139,13.0383,-6081.35205078125,4725000,945,4743.43,4829.76
946,32.3258,12.5311,-6248.8779296875,4730000,946,4718.7,4824.85
947,32.3522,12.7877,-6225.88818359375,4735000,947,4719.22,4884.43
948,33.0159,13.2708,-6494.595703125,4740000,948,4705.34,4806.38
949,32.9631,12.6302,-6614.515625,4745000,949,4670.44,4678.8
950,32.2876,13.4284,-6139.08447265625,4750000,950,4761.22,4874.23
951,33.3537,13.389,-6589.4384765625,4755000,951,4668.91,4670.62
952,31.8267,12.4038,-5982.90087890625,4760000,952,4736.73,4866.58
953,31.5891,12.7064,-5834.43505859375,4765000,953,4754.52,4843.51
954,32.0906,12.7797,-6003.07666015625,4770000,954,4785.11,4848.86
955,31.7904,13.4554,-6040.99951171875,4775000,955,4791.9,4912.65
956,32.7625,12.9711,-6524.76904296875,4780000,956,4710.93,4735.54
957,32.6718,13.3856,-6081.48046875,4785000,957,4795.03,4882.38
958,32.4839,12.9573,-6347.6982421875,4790000,958,4724.62,4799.65
959,31.7389,13.9379,-6225.8203125,4795000,959,4805.95,4965.36
960,31.7386,13.3247,-5807.7314453125,4800000,960,4853.11,4951.15
961,31.737,12.9736,-6242.9716796875,4805000,961,4804.97,4906.56
962,32.6095,12.896,-6613.4697265625,4810000,962,4782.55,4911.5
963,32.2757,13.6539,-6182.263671875,4815000,963,4877.27,5081.96
964,32.5972,13.3415,-6615.75,4820000,964,4877.9,5071.57
965,31.8455,12.7856,-6012.34912109375,4825000,965,4924.22,5119.52
966,32.154,12.9148,-6862.62646484375,4830000,966,4796.91,4987.62
967,31.6966,12.6863,-5748.64697265625,4835000,967,4917.99,5145.03
968,31.2516,12.8558,-6101.02197265625,4840000,968,4865.37,5021.55
969,31.3776,12.7601,-6124.22509765625,4845000,969,4895.67,5102.17
970,31.4819,12.505,-6170.1826171875,4850000,970,4863.84,5151.35
971,30.3429,11.8784,-5565.427734375,4855000,971,4902.24,5076.22
972,31.1475,11.6297,-5617.421875,4860000,972,4903.82,5109.23
973,31.1421,11.7161,-5431.798828125,4865000,973,4882.28,5086.18
974,31.2449,12.6876,-5786.31884765625,4870000,974,4959.37,5173.42
975,31.7505,13.0115,-6199.341796875,4875000,975,4861.16,5078.32
976,31.1127,12.3934,-5751.40771484375,4880000,976,4952.95,5074.81
977,31.0513,12.8572,-5599.5078125,4885000,977,4969.1,5122.68
978,31.2331,12.6289,-5801.72705078125,4890000,978,4903.75,5109.86
979,31.0738,12.3807,-5827.0625,4895000,979,4934.44,5169.83
980,30.7619,12.6382,-5574.4990234375,4900000,980,5030.65,5161.97
981,30.6126,12.1826,-5079.75341796875,4905000,981,5090.47,5255.99
982,31.1452,12.6298,-5174.63330078125,4910000,982,5065.13,5222.44
983,30.7788,12.234,-4911.72119140625,4915000,983,5068.05,5227.97
984,30.6401,12.6533,-5109.7685546875,4920000,984,5059.22,5195.33
985,30.9826,12.3607,-5287.7978515625,4925000,985,5047.14,5220.96
986,30.9154,12.1659,-5337.1591796875,4930000,986,4997.58,5208.77
987,30.615,12.2774,-5589.7119140625,4935000,987,5078.86,5205.14
988,31.3136,12.3312,-5767.1650390625,4940000,988,5097.03,5321.08
989,30.402,11.9867,-5265.6650390625,4945000,989,5135.53,5252.68
990,31.0967,12.2192,-5685.93896484375,4950000,990,5102.72,5281.83
991,31.2745,12.4682,-5718.92431640625,4955000,991,5135.84,5269.57
992,31.2048,12.972,-5638.11767578125,4960000,992,5153.51,5362.42
993,31.0314,12.8084,-5847.8681640625,4965000,993,5109.38,5275.67
994,30.9216,12.5224,-5441.3173828125,4970000,994,5149.28,5324.25
995,31.111,12.7324,-5701.70263671875,4975000,995,5032.62,5199.78
996,30.7468,12.6413,-5584.87255859375,4980000,996,5014.52,5158.11
997,30.6768,12.3782,-5631.0166015625,4985000,997,5092.19,5237.54
998,30.7913,11.8732,-5665.97021484375,4990000,998,5001.45,5235.11
999,31.9759,12.3868,-5938.66162109375,4995000,999,5005.23,5198.75
1000,30.8094,11.9539,-5494.822265625,5000000,1000,4974.06,5159.43
1001,31.3605,12.5479,-6510.53125,5005000,1001,4936.82,5132.27
1002,30.6015,11.403,-5786.20361328125,5010000,1002,4999.86,5147.3
1003,31.0498,12.4998,-5840.376953125,5015000,1003,4985.51,5229.06
1004,31.9541,13.0094,-6425.6240234375,5020000,1004,4895.01,5086.42
1005,32.3757,12.7344,-6678.08740234375,5025000,1005,4921.39,5087.96
1006,31.2119,12.5774,-6564.7529296875,5030000,1006,4903.97,5075.84
1007,31.5475,12.2925,-6402.267578125,5035000,1007,5025.81,5172.64
1008,30.9571,12.2897,-6268.79150390625,5040000,1008,4938.64,5121.89
1009,31.5594,12.2469,-6233.1845703125,5045000,1009,4966.04,5301.95
1010,31.1395,12.0358,-6100.6337890625,5050000,1010,4974.24,5172.9
1011,31.7767,12.4122,-6506.21923828125,5055000,1011,4921.0,5078.2
1012,31.0517,11.5111,-5764.46923828125,5060000,1012,5095.11,5321.76
1013,31.6539,11.8244,-5522.59619140625,5065000,1013,5046.42,5222.86
1014,31.1021,12.1594,-5991.74658203125,5070000,1014,5019.28,5180.48
1015,31.51,11.2006,-5608.240234375,5075000,1015,5006.39,5276.75
1016,31.1211,12.4667,-5411.52392578125,5080000,1016,4893.92,5381.78
1017,30.5388,11.8607,-5611.5009765625,5085000,1017,5020.19,5233.8
1018,30.6154,11.9045,-5554.923828125,5090000,1018,5077.9,5331.6
1019,30.6023,11.9478,-5553.94140625,5095000,1019,5107.99,5305.23
1020,30.6782,11.4754,-5306.1142578125,5100000,1020,5136.43,5376.61
1021,30.9886,12.5373,-5925.88330078125,5105000,1021,4997.17,5199.14
1022,30.7086,11.7848,-6176.59375,5110000,1022,5013.82,5070.47
1023,33.3876,12.0275,-7805.36962890625,5115000,1023,3942.06,4713.8
1024,36.0588,13.3525,-7890.40185546875,5120000,1024,3913.46,1874.87
1025,52.0741,21.2571,-10281.9365234375,5125000,1025,10.64,10.53
1026,51.5887,35.5304,-9419.83203125,5130000,1026,185.91,158.6
1027,57.5302,93.7076,-8538.8828125,5135000,1027,-12.45,-12.3
1028,54.0747,46.2252,-7215.08642578125,5140000,1028,246.53,350.63
1029,53.5728,46.5059,-10897.455078125,5145000,1029,214.61,254.4
1030,51.1577,30.529,-9386.048828125,5150000,1030,354.5,339.88
1031,48.8595,45.4657,-8748.9765625,5155000,1031,562.08,578.99
1032,47.8541,19.9775,-10494.806640625,5160000,1032,512.73,544.65
1033,44.9838,23.6393,-9069.330078125,5165000,1033,927.95,1023.65
1034,45.4655,36.3414,-10447.33203125,5170000,1034,1220.21,788.84
1035,44.5446,14.0795,-9933.98046875,5175000,1035,1191.42,1388.22
1036,42.3423,20.7304,-9034.728515625,5180000,1036,1252.01,1318.86
1037,43.2799,18.7498,-8328.76953125,5185000,1037,1257.66,1351.49
1038,38.8148,28.247,-7552.5029296875,5190000,1038,3250.64,2675.17
1039,39.2445,18.9956,-7530.70751953125,5195000,1039,3826.5,3804.71
1040,39.764,17.8687,-7296.1435546875,5200000,1040,3799.34,3919.84
1041,39.4972,18.7647,-7963.94580078125,5205000,1041,3797.74,4071.53
1042,40.9329,51.0299,-8646.6552734375,5210000,1042,2130.01,2492.59
1043,39.0941,35.732,-7523.94287109375,5215000,1043,3477.51,4106.42
1044,38.4874,29.3746,-8084.61181640625,5220000,1044,3778.3,3747.07
1045,40.5992,22.4152,-8285.986328125,5225000,1045,3973.12,4034.83
1046,36.8447,19.7682,-7699.36376953125,5230000,1046,3291.91,3573.9
1047,36.6294,17.7393,-7390.71923828125,5235000,1047,3671.67,4048.57
1048,35.5643,21.01,-7061.529296875,5240000,1048,3814.06,3838.63
1049,36.6907,21.7786,-7846.73583984375,5245000,1049,3574.94,3610.29
1050,35.9533,22.7944,-7756.9306640625,5250000,1050,3013.82,3132.79
1051,35.1926,19.9605,-6511.57958984375,5255000,1051,4515.85,4529.19
1052,36.7463,20.7742,-7456.33203125,5260000,1052,4308.2,4307.16
1053,34.7131,19.5548,-7000.71484375,5265000,1053,4217.51,4503.12
1054,35.4869,19.0926,-7564.34619140625,5270000,1054,4294.68,4362.62
1055,36.1101,18.4361,-7921.0146484375,5275000,1055,4414.61,4345.12
1056,35.6446,17.6438,-8176.3037109375,5280000,1056,4422.35,4442.15
1057,34.4076,17.4282,-7960.92236328125,5285000,1057,4541.75,4456.84
1058,34.1276,19.2426,-7804.34228515625,5290000,1058,4385.29,4428.58
1059,35.5665,28.2023,-8165.92578125,5295000,1059,3085.62,2777.29
1060,34.3151,16.4319,-8353.3935546875,5300000,1060,3487.45,3590.06
1061,34.4007,21.0216,-8405.9697265625,5305000,1061,3476.39,3392.99
1062,34.9207,32.2957,-8118.9013671875,5310000,1062,2346.91,1494.26
1063,34.2631,14.5067,-7432.3251953125,5315000,1063,3899.05,4553.36
1064,32.4567,16.8864,-6898.4111328125,5320000,1064,4760.78,4755.19
1065,31.528,14.2569,-6441.82177734375,5325000,1065,4785.85,4851.57
1066,32.1871,15.1599,-6411.81884765625,5330000,1066,4751.9,4826.47
1067,32.0511,15.2051,-6397.0263671875,5335000,1067,4785.02,4801.61
1068,32.45,15.1042,-6650.55419921875,5340000,1068,4614.12,4829.21
1069,31.5501,14.379,-6335.8515625,5345000,1069,4740.36,4828.81
1070,31.2073,14.7995,-6284.19287109375,5350000,1070,4816.32,4829.43
1071,31.6751,14.088,-7403.5673828125,5355000,1071,4033.63,4819.05
1072,31.3086,13.7866,-7444.5048828125,5360000,1072,4714.03,4862.44
1073,30.4953,14.9732,-6877.67333984375,5365000,1073,4819.96,4985.1
1074,33.5249,29.848,-10116.935546875,5370000,1074,2884.38,2323.96
1075,31.1136,13.4362,-7487.1650390625,5375000,1075,4811.12,4961.11
1076,30.4639,13.4432,-6877.10302734375,5380000,1076,4815.96,4992.55
1077,30.464,13.8666,-6788.28662109375,5385000,1077,4700.47,4957.94
1078,30.6172,13.6503,-6848.97998046875,5390000,1078,4842.96,4939.02
1079,30.8445,14.1985,-6800.732421875,5395000,1079,4862.91,5012.78
1080,30.6262,14.1984,-6873.64501953125,5400000,1080,4918.29,5035.31
1081,30.8528,14.241,-6858.91455078125,5405000,1081,4947.57,5067.46
1082,30.7414,15.207,-6860.8095703125,5410000,1082,4997.78,5113.75
1083,31.6412,14.9243,-6863.3505859375,5415000,1083,4971.42,5089.37
1084,30.6126,14.5444,-6805.66845703125,5420000,1084,4952.8,5060.27
1085,31.4787,14.6751,-6722.259765625,5425000,1085,5023.38,5163.55
1086,31.544,14.6413,-6771.44921875,5430000,1086,4853.73,5093.67
1087,31.092,14.5189,-6430.576171875,5435000,1087,4939.29,5017.87
1088,31.1071,15.2006,-6490.3779296875,5440000,1088,5000.66,5068.03
1089,30.8893,14.3011,-6478.4443359375,5445000,1089,4992.98,5032.43
1090,30.9859,14.196,-6458.69189453125,5450000,1090,4982.51,5079.15
1091,31.2895,14.0875,-6728.263671875,5455000,1091,4954.37,4965.49
1092,30.5877,13.8603,-6459.91455078125,5460000,1092,4934.32,4971.18
1093,31.0189,14.2184,-6463.5634765625,5465000,1093,4938.14,4987.8
1094,31.0613,14.0026,-6581.03271484375,5470000,1094,4893.16,4939.45
1095,30.9482,13.7611,-6451.88232421875,5475000,1095,4917.97,4997.25
1096,31.0866,14.6443,-6319.732421875,5480000,1096,4918.14,4970.93
1097,30.9932,14.7058,-6534.29296875,5485000,1097,4966.33,5004.7
1098,30.6217,15.3766,-6523.962890625,5490000,1098,4965.72,5001.16
1099,31.1647,16.0219,-6905.70849609375,5495000,1099,4923.5,4957.57
1100,31.0504,15.3579,-6806.404296875,5500000,1100,4946.68,5012.81
1101,31.1964,15.2349,-6566.65576171875,5505000,1101,4844.29,4925.88
1102,30.4665,15.2492,-6631.45947265625,5510000,1102,4941.75,5025.58
1103,30.7453,15.507,-6246.84619140625,5515000,1103,4955.72,5024.94
1104,33.2603,17.6475,-6620.15625,5520000,1104,4623.87,3938.29
1105,50.8121,33.4181,-10925.4228515625,5525000,1105,209.26,213.01
1106,36.7971,27.2577,-9401.142578125,5530000,1106,1274.33,259.16
1107,33.8847,17.1907,-7412.7900390625,5535000,1107,4646.62,4630.8
1108,41.0774,67.7187,-11530.130859375,5540000,1108,-2.46,-2.45
1109,51.0814,53.0194,-9392.349609375,5545000,1109,275.71,324.34
1110,54.2973,76.3954,-11688.3603515625,5550000,1110,97.16,96.09
1111,45.1693,47.0923,-9793.3466796875,5555000,1111,785.82,1100.49
1112,45.3914,73.8488,-10685.3642578125,5560000,1112,609.21,822.67
1113,43.102,20.5356,-10276.02734375,5565000,1113,3131.5,3200.78
1114,38.3564,24.1653,-7772.55322265625,5570000,1114,3901.09,4179.27
1115,38.2486,23.4932,-8305.890625,5575000,1115,3898.4,3903.1
1116,38.9426,37.6121,-10834.5302734375,5580000,1116,873.45,881.98
1117,34.9639,32.5829,-7575.74951171875,5585000,1117,3278.91,3183.54
1118,38.3222,50.3424,-10431.15625,5590000,1118,1640.99,1590.25
1119,35.464,32.6883,-8966.9970703125,5595000,1119,2233.53,2445.82
1120,54.4141,44.8409,-10828.8115234375,5600000,1120,311.4,314.64
1121,33.1417,17.8217,-6828.17724609375,5605000,1121,4443.58,4483.87
1122,32.0199,16.9942,-6295.13720703125,5610000,1122,4206.45,4620.74
1123,32.7056,14.3419,-6682.09033203125,5615000,1123,4565.94,4551.3
1124,33.211,14.8252,-6810.8720703125,5620000,1124,4378.13,4368.9
1125,34.1319,15.5144,-6742.22802734375,5625000,1125,4361.82,4594.03
1126,34.6391,18.4809,-7194.6044921875,5630000,1126,4559.36,4566.37
1127,34.4876,16.1792,-7062.26708984375,5635000,1127,4527.67,4544.51
1128,35.0983,19.7303,-7326.138671875,5640000,1128,4532.07,4583.25
1129,34.7455,17.0204,-7324.5771484375,5645000,1129,4499.85,4480.46
1130,34.1306,15.4348,-7119.77392578125,5650000,1130,4388.2,4610.97
1131,32.386,14.8932,-6766.9697265625,5655000,1131,4539.56,4712.61
1132,31.7923,13.9966,-6318.71337890625,5660000,1132,4762.46,4831.15
1133,52.6768,52.787,-9402.4794921875,5665000,1133,48.49,6.42
1134,31.3584,13.7403,-6864.35400390625,5670000,1134,4761.16,4963.89
1135,32.3507,13.6266,-7140.13720703125,5675000,1135,4752.65,4960.45
1136,31.551,13.0474,-6704.48681640625,5680000,1136,4805.7,5090.84
1137,31.9888,13.5625,-7125.4072265625,5685000,1137,4808.24,4951.32
1138,31.3103,18.8734,-6925.54736328125,5690000,1138,4862.59,5119.29
1139,30.9219,13.4587,-6425.0478515625,5695000,1139,4917.4,5132.31
