Running Update Time,Running Env Steps,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Real Det Return,Real Sto Return
394,1970000,156.8285,394,15.2444,-62875.7421875,2297.23,1964.94
395,1975000,156.5593,395,15.4428,-63052.21484375,2328.5,1995.99
396,1980000,156.6379,396,15.4513,-62258.56640625,2293.74,1985.08
397,1985000,156.703,397,15.3889,-63116.35546875,2267.64,1971.17
398,1990000,156.6534,398,15.5902,-63377.8984375,2141.33,1952.59
399,1995000,156.7296,399,15.2378,-63334.30859375,2304.16,1965.55
400,2000000,156.5385,400,15.3642,-63316.76953125,2319.04,1939.2
401,2005000,156.6158,401,15.4091,-63498.79296875,2315.88,1962.71
402,2010000,156.5648,402,15.4548,-63741.734375,2319.32,1963.7
403,2015000,156.6553,403,15.491,-63669.26953125,2321.4,1961.09
404,2020000,156.6882,404,15.5873,-64027.546875,2328.97,1985.12
405,2025000,156.7266,405,15.5443,-64158.53125,2308.12,1973.32
406,2030000,156.5839,406,15.6196,-64155.36328125,2314.76,1981.64
407,2035000,156.6155,407,15.6195,-64472.01171875,2335.06,1971.18
408,2040000,156.6358,408,15.3779,-64461.43359375,2353.93,1993.3
409,2045000,156.6219,409,15.604,-64663.1484375,2356.04,1993.07
410,2050000,156.75,410,15.5028,-64964.203125,2329.73,1988.37
411,2055000,156.7579,411,15.6286,-64768.15234375,2297.21,1977.41
412,2060000,156.7504,412,15.6022,-65031.96875,2327.08,2000.08
413,2065000,156.6013,413,15.3353,-65077.45703125,2322.81,1995.1
414,2070000,156.657,414,15.4019,-65132.6171875,2329.15,1972.57
415,2075000,156.5676,415,15.527,-65248.60546875,2334.92,1982.66
416,2080000,156.4848,416,15.4727,-65112.82421875,2303.12,1958.06
417,2085000,156.9424,417,15.3308,-66090.984375,1895.8,1594.3
418,2090000,156.7022,418,15.4257,-65754.9140625,1973.21,1716.21
419,2095000,156.5716,419,15.1868,-66208.3125,1941.14,1677.38
420,2100000,156.4954,420,14.9678,-65789.6484375,1953.48,1667.72
421,2105000,156.5407,421,14.8681,-66107.953125,1944.66,1609.78
422,2110000,156.5745,422,14.7939,-65892.8203125,1984.38,1527.52
423,2115000,156.5026,423,14.4992,-65794.40625,1950.88,1602.77
424,2120000,156.73,424,14.8305,-66352.1015625,1974.76,1667.63
425,2125000,156.7055,425,15.0883,-66309.9609375,1978.46,1697.4
426,2130000,156.5374,426,15.2319,-66351.78125,2055.68,1786.82
427,2135000,156.5986,427,15.04,-66599.515625,2157.28,1841.7
428,2140000,156.6523,428,15.2503,-66716.2890625,2099.02,1795.11
429,2145000,156.6292,429,15.3255,-66820.9921875,2182.74,1862.94
430,2150000,156.5887,430,15.2965,-66692.21875,2257.7,1889.82
431,2155000,156.5551,431,15.2589,-67080.75,2227.9,1891.78
432,2160000,156.6219,432,15.4766,-66962.609375,2263.26,1897.98
433,2165000,156.6286,433,15.1641,-67108.0,2236.32,1891.36
434,2170000,156.7448,434,15.3619,-67639.5703125,2269.25,1916.5
435,2175000,156.63,435,15.4622,-67750.484375,2268.55,1923.57
436,2180000,156.5388,436,15.3854,-67634.734375,2223.55,1924.27
437,2185000,156.651,437,15.3548,-67593.9453125,2278.2,1926.96
438,2190000,156.8699,438,15.7537,-67858.0234375,2274.99,1928.6
439,2195000,156.4058,439,15.2779,-67785.0546875,2304.55,1912.04
440,2200000,156.7169,440,15.2515,-67917.3046875,2302.33,1928.15
441,2205000,156.6808,441,15.4968,-68280.75,2293.12,1929.86
442,2210000,156.6518,442,15.6139,-68248.0703125,2296.42,1960.02
443,2215000,156.6762,443,15.5753,-68450.09375,2269.34,1939.95
444,2220000,156.7358,444,15.605,-68589.46875,2285.97,1937.49
445,2225000,156.8454,445,15.6427,-68498.328125,2282.18,1933.38
446,2230000,156.7314,446,15.5957,-69047.78125,2291.68,1948.89
447,2235000,156.5309,447,15.3767,-68912.5390625,2281.19,1935.49
448,2240000,156.7795,448,15.565,-68970.75,2291.52,1935.81
449,2245000,156.7484,449,15.4651,-69075.5625,2264.9,1924.39
450,2250000,156.7588,450,15.7422,-69308.5390625,2277.91,1948.99
451,2255000,156.7979,451,15.5637,-69282.84375,2298.9,1923.96
452,2260000,156.7584,452,15.5117,-69539.3359375,2028.87,1938.02
453,2265000,156.7479,453,15.8694,-69695.125,2144.23,1919.96
454,2270000,156.6857,454,15.4277,-69895.6484375,2305.53,1959.11
455,2275000,156.7098,455,15.5431,-69834.03125,2285.59,1938.73
456,2280000,156.6943,456,15.5968,-69827.734375,2284.3,1938.12
457,2285000,156.4968,457,15.4763,-70383.0546875,2329.08,1942.21
458,2290000,156.8836,458,15.4978,-70252.671875,2259.26,1898.3
459,2295000,156.5931,459,15.4461,-70274.4921875,2266.27,1939.46
460,2300000,156.4538,460,15.5586,-70385.9609375,2251.15,1924.97
461,2305000,156.7053,461,15.3801,-70375.796875,2267.84,1929.56
462,2310000,156.7828,462,15.6176,-70284.0390625,2299.02,1935.17
463,2315000,156.7413,463,15.4738,-70526.3125,2228.73,1906.11
464,2320000,156.6789,464,14.8434,-69194.71875,1723.59,1813.05
465,2325000,156.6818,465,15.5236,-70693.484375,2282.41,1932.3
466,2330000,156.7293,466,13.9614,-65708.265625,51.42,1684.21
467,2335000,156.6999,467,15.4478,-71508.9375,2297.58,1954.88
468,2340000,156.6433,468,15.616,-71498.015625,2323.16,1961.87
469,2345000,156.599,469,15.5918,-71586.9296875,2287.08,1968.94
470,2350000,156.6209,470,15.6826,-71886.9375,2298.26,1955.11
471,2355000,156.8177,471,15.7594,-71736.234375,2303.29,1971.64
472,2360000,156.672,472,15.4593,-71310.875,2299.75,1946.87
473,2365000,156.6803,473,15.6314,-72099.578125,2306.93,1963.0
474,2370000,156.7033,474,15.66,-72127.78125,2313.62,1958.6
475,2375000,156.6609,475,15.3882,-72303.953125,2291.62,1966.8
476,2380000,156.5871,476,15.6779,-72403.46875,2293.39,1962.6
477,2385000,156.7534,477,15.716,-72653.8984375,2298.14,1966.18
478,2390000,156.7573,478,15.6473,-72861.65625,2305.62,1970.16
479,2395000,156.7812,479,15.488,-72740.4375,2286.69,1959.81
480,2400000,156.7735,480,15.6161,-72912.1796875,2323.93,1981.84
481,2405000,156.8835,481,15.5977,-72720.2890625,2319.23,1976.43
482,2410000,156.6036,482,15.457,-72940.5859375,2285.09,1969.75
483,2415000,156.6428,483,15.5503,-73262.6015625,2319.3,1972.09
484,2420000,156.7173,484,15.5679,-73059.8203125,2294.43,1982.97
485,2425000,156.7752,485,15.6044,-72998.09375,2290.28,1959.55
486,2430000,156.8078,486,15.5363,-73214.1484375,2285.88,1965.58
487,2435000,156.7503,487,15.473,-73306.8046875,2266.41,1966.95
488,2440000,156.5319,488,15.5485,-73004.671875,2265.77,1962.36
489,2445000,156.8353,489,15.7328,-73672.2578125,2257.35,1965.83
490,2450000,156.7091,490,15.4322,-73576.6015625,2129.47,1957.47
491,2455000,156.5859,491,15.5326,-73809.765625,2037.69,1981.48
492,2460000,156.7021,492,15.6459,-74281.8046875,2303.51,1976.9
493,2465000,156.7409,493,15.6347,-74143.6015625,2330.27,1976.6
494,2470000,156.4828,494,15.3912,-74111.59375,2281.79,1970.24
495,2475000,156.7254,495,15.4588,-74106.03125,2303.84,1973.37
496,2480000,156.7201,496,15.2686,-74458.3203125,2293.48,1965.26
497,2485000,156.6213,497,15.4958,-74679.6796875,2316.94,1964.45
498,2490000,156.94,498,15.5039,-74704.2421875,2320.19,1974.73
499,2495000,156.7019,499,15.4937,-74980.8828125,2298.93,1970.76
500,2500000,156.5521,500,15.4815,-75193.9375,2334.09,1994.35
501,2505000,156.67,501,15.4897,-75043.21875,2289.81,1972.41
502,2510000,156.7588,502,15.5131,-75197.40625,2270.86,1951.1
503,2515000,156.6422,503,15.518,-75513.5234375,2317.33,1979.7
504,2520000,156.6026,504,15.577,-75592.71875,2325.87,2002.13
505,2525000,156.7663,505,15.3098,-75500.4921875,2299.46,1959.98
506,2530000,156.4979,506,15.5516,-75720.8671875,2330.37,1989.21
507,2535000,156.834,507,15.627,-75987.2109375,2320.36,2003.54
508,2540000,156.7636,508,15.5075,-75919.046875,2306.37,2004.59
509,2545000,156.7354,509,15.5599,-75982.890625,2296.74,1990.73
510,2550000,156.8548,510,15.3618,-75896.90625,2323.21,1986.44
511,2555000,156.6322,511,15.561,-76594.7265625,2321.49,1992.42
512,2560000,156.7012,512,15.5425,-76550.328125,2337.09,1995.65
513,2565000,156.8717,513,15.4719,-76416.625,2339.95,1983.17
514,2570000,156.7034,514,15.525,-76114.578125,2309.21,2001.23
515,2575000,156.7107,515,15.5265,-76494.0078125,2292.77,1986.67
516,2580000,156.6977,516,15.4668,-76517.0546875,2343.72,2004.83
517,2585000,156.7479,517,15.7005,-76831.03125,2341.77,2014.26
518,2590000,156.9049,518,15.4789,-76579.359375,2320.52,1985.27
519,2595000,156.7029,519,15.7741,-77119.7109375,2303.29,1995.71
520,2600000,156.5316,520,15.4668,-76965.578125,2327.03,1996.18
521,2605000,156.6554,521,15.5956,-77179.0546875,2325.6,2021.92
522,2610000,156.576,522,15.544,-77364.859375,2315.41,2002.31
523,2615000,156.6621,523,15.747,-77495.453125,2342.87,2008.16
524,2620000,156.8179,524,15.5167,-77594.34375,2308.84,1993.11
525,2625000,156.7048,525,15.3959,-77539.375,2293.89,1984.07
526,2630000,156.5205,526,15.3489,-77732.109375,2319.98,1986.45
527,2635000,156.6492,527,15.3871,-77799.84375,2289.36,1969.6
528,2640000,156.5426,528,15.5584,-77719.703125,2324.53,1993.3
529,2645000,156.8034,529,15.4763,-77799.828125,2312.64,1980.18
530,2650000,156.6238,530,15.5697,-77916.0859375,2303.98,1981.99
531,2655000,156.6839,531,15.3012,-77905.421875,2269.88,1979.08
532,2660000,156.7685,532,15.4427,-77959.6484375,2295.89,2003.38
533,2665000,156.6932,533,15.5044,-78153.5390625,2289.15,1999.52
534,2670000,156.6214,534,15.3751,-78225.4765625,2302.03,1981.43
535,2675000,156.7269,535,15.4107,-78155.359375,2290.86,1989.5
536,2680000,156.7192,536,15.4561,-78838.59375,2306.8,1991.31
537,2685000,156.7387,537,15.5131,-78645.640625,2290.18,1998.07
538,2690000,156.7058,538,15.3551,-78505.4453125,2284.48,1989.09
539,2695000,156.5737,539,15.3284,-78571.4375,2263.43,1979.68
540,2700000,156.6089,540,15.3383,-78720.1015625,2316.12,1994.4
541,2705000,156.6582,541,15.371,-78677.078125,2318.34,2007.39
542,2710000,156.6975,542,15.2885,-79140.25,2282.65,1978.63
543,2715000,156.707,543,15.4926,-79022.515625,2337.24,2002.05
544,2720000,156.8283,544,15.5133,-79390.6171875,2334.1,1995.05
545,2725000,156.8685,545,15.4073,-79270.015625,2308.03,1991.41
546,2730000,156.7297,546,15.4733,-79859.4609375,2335.83,2004.65
547,2735000,156.5507,547,15.3276,-79455.765625,2288.22,2003.54
548,2740000,156.6441,548,15.2784,-79377.53125,2286.47,1969.03
549,2745000,156.8602,549,15.2471,-79406.59375,2304.49,1978.2
550,2750000,156.6077,550,15.3442,-79881.3203125,2340.32,2002.47
551,2755000,156.7532,551,15.2558,-79773.40625,2309.2,1956.77
552,2760000,156.6046,552,15.276,-79886.0703125,2295.02,1980.64
553,2765000,156.604,553,15.3737,-79964.609375,2296.82,1988.46
554,2770000,156.7897,554,15.4511,-80059.3046875,2238.92,1967.9
555,2775000,156.7966,555,15.3773,-79922.015625,2263.99,1947.21
556,2780000,156.6356,556,15.3855,-80422.3046875,2318.09,1997.54
557,2785000,156.735,557,15.4738,-80803.984375,2304.73,1977.23
558,2790000,156.7151,558,15.2108,-80547.5703125,2286.93,1973.15
559,2795000,156.7223,559,15.3614,-80403.4765625,2293.52,1970.06
560,2800000,156.6553,560,15.2714,-80498.2734375,2288.81,1970.3
561,2805000,156.7023,561,15.5024,-80846.8203125,2270.75,1994.66
562,2810000,156.6476,562,15.2752,-80659.3046875,2265.05,1972.46
563,2815000,156.6208,563,15.364,-81039.390625,2292.97,1990.0
564,2820000,156.8639,564,15.4664,-81027.3125,2275.84,1955.95
565,2825000,156.7593,565,15.5201,-81340.2578125,2316.15,2001.98
566,2830000,156.8142,566,15.3927,-81087.171875,2292.37,1983.96
567,2835000,156.6378,567,15.4856,-81204.359375,2292.74,1990.44
568,2840000,156.7551,568,15.3886,-81240.8984375,2286.33,1987.42
569,2845000,156.7072,569,15.3709,-81521.0,2277.94,1969.4
570,2850000,156.744,570,15.3525,-81723.2109375,2274.84,1975.26
571,2855000,156.6705,571,15.4608,-81790.3203125,2294.41,1986.71
572,2860000,156.6632,572,15.4382,-81975.015625,2309.2,2000.53
573,2865000,156.7095,573,15.3272,-81915.140625,2317.72,1996.06
574,2870000,156.8755,574,15.2097,-81910.3046875,2294.84,1984.68
575,2875000,156.6344,575,15.3742,-82315.953125,2311.17,1992.28
576,2880000,156.4977,576,15.1832,-82316.3984375,2301.13,2011.13
577,2885000,156.6368,577,15.3333,-82307.0,2310.3,1991.25
578,2890000,156.5515,578,15.2812,-82329.328125,2287.88,1977.11
579,2895000,156.7724,579,15.355,-82753.609375,2323.84,2017.71
580,2900000,156.6018,580,15.3062,-82523.15625,2281.62,1985.42
581,2905000,156.6721,581,15.1797,-82755.140625,2236.73,1829.37
582,2910000,156.6909,582,15.2015,-82658.9921875,2259.83,1975.44
583,2915000,156.7305,583,15.2382,-82527.9609375,2267.4,1958.94
584,2920000,156.5593,584,15.1009,-82728.3828125,2297.22,1971.79
585,2925000,156.5649,585,15.0452,-82920.40625,2257.21,1977.2
586,2930000,156.7165,586,15.3306,-83050.375,2271.75,1972.65
587,2935000,156.6864,587,15.1831,-83036.390625,2308.05,1981.88
588,2940000,156.7807,588,15.3406,-83582.0859375,2318.91,1990.21
589,2945000,156.6746,589,15.1317,-83226.0390625,2284.07,1965.56
590,2950000,156.6118,590,15.3411,-83475.9609375,2272.31,1970.57
591,2955000,156.5922,591,15.3498,-83624.1171875,2315.54,1989.95
592,2960000,156.587,592,15.0643,-83513.078125,2312.55,1992.82
593,2965000,156.5916,593,15.2971,-83449.4921875,2305.84,1997.01
594,2970000,156.6709,594,15.3781,-83932.34375,2313.94,2007.17
595,2975000,156.6592,595,15.2819,-83937.4921875,2339.37,1999.22
596,2980000,156.7005,596,15.2312,-84082.34375,2302.24,2004.32
597,2985000,156.7328,597,15.1819,-83999.3125,2288.97,1975.79
598,2990000,156.62,598,15.1753,-84005.859375,2313.75,1978.74
599,2995000,156.7031,599,15.1049,-84443.3984375,2297.36,1961.1
