Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
1634.64,2822.7,22.5078,47,54.4481
2180.54,3464.91,26.597,48,56.1677
2167.76,2652.03,25.7291,49,54.5883
3062.37,3476.77,34.3743,50,58.4499
2489.6,3628.99,28.1806,51,56.1585
2695.66,3473.63,27.5221,52,56.3408
3249.08,4481.16,41.8583,53,59.5227
3870.7,4387.72,49.7432,54,63.1588
2166.93,3660.28,31.086,55,57.3701
2310.69,2130.44,26.9611,56,55.9326
3236.91,3720.01,40.1977,57,58.9854
4141.52,4237.93,48.2919,58,62.6265
3253.19,4439.84,38.8307,59,59.836
2661.31,4096.57,41.8305,60,61.8889
3151.09,4235.21,34.2281,61,57.3929
3811.19,4664.97,51.8373,62,64.6722
3784.41,3157.26,35.7704,63,61.0135
2185.34,2200.13,40.1926,64,61.3318
3548.46,3837.14,48.568,65,63.9251
3077.19,4228.77,41.4426,66,60.8954
4027.98,4500.53,55.8246,67,67.4849
4609.24,4604.83,46.6873,68,64.6632
4362.11,4848.65,55.9609,69,69.3689
3064.69,4434.26,37.4685,70,58.3476
4485.13,4834.51,54.3815,71,67.4477
4259.53,4991.65,52.8459,72,65.7431
4348.73,5201.35,52.9948,73,67.3587
4434.13,4905.49,62.3407,74,71.129
4076.0,5094.2,53.5081,75,71.3629
3997.6,4826.6,51.185,76,67.435
4506.18,4767.45,49.4523,77,66.4305
3782.99,4222.48,39.3367,78,61.3715
4348.62,4569.68,44.6709,79,64.8593
4883.91,5155.28,41.316,80,63.137
4641.27,4291.79,45.7621,81,64.454
3676.68,4213.52,49.0611,82,66.2646
3826.35,4472.52,54.9793,83,66.9606
4475.44,4344.2,47.7753,84,65.6375
4285.31,5077.65,60.2464,85,71.3465
3695.85,4119.29,39.9207,86,64.0303
4463.89,4839.78,55.7772,87,69.7846
4489.9,4211.42,44.3887,88,63.7922
4281.66,5045.62,54.5678,89,67.2002
4438.03,4993.54,60.0795,90,70.1537
4603.87,5022.31,54.6967,91,69.3856
4101.41,5271.07,54.0173,92,67.7482
4305.74,4911.27,58.1292,93,72.5137
4113.91,4483.77,45.8201,94,65.541
4268.08,5137.76,49.5041,95,65.9218
4367.92,3889.07,46.7141,96,66.3937
4320.28,5604.15,48.5813,97,67.1466
4779.73,5125.76,58.2254,98,72.0693
4374.26,5499.22,48.2378,99,64.3561
4140.57,5122.98,51.4911,100,66.613
4202.87,4715.37,50.1628,101,67.2857
4163.92,4091.13,52.5282,102,65.7848
4871.36,5129.01,47.1147,103,65.6854
4217.74,4891.14,48.5753,104,66.2123
4519.04,5300.33,55.2288,105,67.9233
4440.6,5262.59,50.6708,106,66.4024
4123.18,4582.56,59.9581,107,70.0779
4866.08,5021.1,65.2789,108,73.1234
4586.74,5128.11,49.8233,109,65.0195
4348.28,4804.52,51.7528,110,67.5068
4348.35,5085.19,65.4861,111,75.2214
3938.01,4417.07,45.2037,112,64.3526
4765.22,4997.53,54.2212,113,70.006
5143.74,5488.08,61.3347,114,72.3267
4730.39,5250.82,51.5099,115,66.9973
4985.48,5236.43,56.091,116,69.3594
3985.9,4621.85,57.3041,117,70.7586
4228.57,5069.55,51.8762,118,68.2667
4673.45,5335.51,51.8802,119,67.802
4695.1,5259.52,57.0143,120,67.9084
4606.15,5480.16,44.2853,121,62.9338
4558.45,4769.24,49.0564,122,66.264
5081.48,5244.43,51.0595,123,65.3724
4783.0,5648.71,46.5481,124,65.32
5144.74,5629.53,60.0344,125,72.4917
3930.94,5083.11,50.6664,126,68.2818
4734.32,5668.6,64.2461,127,74.357
4807.24,3551.47,58.1231,128,70.004
4395.85,5382.63,49.3257,129,65.2328
3724.67,4257.03,39.7568,130,63.604
2661.74,3633.68,44.9598,131,63.9673
5245.15,5329.84,53.6465,132,69.6293
4590.23,3974.42,50.5488,133,66.9996
5054.4,5639.81,50.4322,134,67.2968
5005.08,5209.42,59.0163,135,71.3174
5014.45,5263.15,63.538,136,71.9086
5176.67,5455.54,57.3,137,67.671
4494.28,5383.69,58.34,138,70.2653
4697.16,5441.69,57.1523,139,71.7426
4451.83,5005.99,51.4654,140,67.3065
4886.4,5763.17,59.6776,141,72.5267
5233.8,5881.21,52.4006,142,66.889
4726.51,5058.55,54.8258,143,69.8386
4752.18,5515.22,62.3469,144,72.1822
5082.72,5527.19,60.472,145,73.2513
3887.89,5470.21,63.0923,146,72.6241
3822.8,4767.38,65.6766,147,76.3792
3809.0,4782.81,41.5707,148,63.2629
4177.62,5581.27,46.0499,149,65.2534
5129.23,5703.93,55.4218,150,67.5065
5180.64,5816.65,59.9238,151,73.634
5244.25,5922.74,59.1052,152,73.5826
4669.46,5736.23,54.9761,153,67.6756
4916.7,5632.85,59.7556,154,70.1647
4937.54,5826.85,59.2178,155,71.6194
4692.75,5134.85,54.8709,156,68.0897
5119.08,5491.99,67.0372,157,74.6457
3599.83,4239.23,57.1898,158,69.5835
4429.64,5774.14,56.9311,159,73.3252
5363.54,5349.71,47.4719,160,66.1006
3570.39,5271.88,59.2581,161,71.8252
5194.26,5437.8,61.0232,162,75.1849
5294.79,5664.15,58.7936,163,68.7129
3407.55,4846.45,52.5892,164,66.8516
5091.59,5739.65,65.5879,165,76.2866
5427.36,5794.35,62.8349,166,72.8256
4411.45,5773.1,57.3452,167,70.1868
4996.84,5611.99,57.2577,168,68.3837
5366.15,5630.68,64.1242,169,75.4891
5416.8,5789.57,59.5881,170,69.5035
5079.61,5653.66,54.6717,171,68.629
4390.29,5659.93,67.9351,172,76.6121
4829.34,5747.21,54.3716,173,67.0519
5538.7,5593.45,58.6253,174,72.9926
5313.23,5720.13,61.7014,175,73.0786
5470.68,5609.04,64.2064,176,77.233
5291.19,5740.15,62.175,177,75.5214
5281.96,5577.79,63.6864,178,74.0463
5377.38,5638.64,63.4032,179,76.9437
4995.2,5454.55,56.4896,180,72.2719
5085.44,5164.8,60.0253,181,72.8354
5206.17,5816.86,61.0461,182,73.9162
5396.19,4964.39,54.7597,183,69.0477
5640.26,5667.68,64.7356,184,74.4894
5178.72,5673.61,57.7382,185,70.0877
5102.62,5261.87,63.7409,186,73.1597
5487.52,5842.59,61.6756,187,75.9432
5545.3,5935.84,67.1433,188,76.3417
5436.51,6077.94,54.9312,189,68.7799
5201.81,5607.57,69.1902,190,75.8333
5173.82,5819.82,50.2973,191,65.9367
5381.78,5781.43,67.1627,192,75.3189
5201.99,5583.5,63.1364,193,74.6784
2608.95,3726.81,61.1424,194,74.4274
4569.86,5767.21,63.2667,195,74.269
5304.15,5284.11,66.4861,196,76.0357
5061.47,5702.81,66.0973,197,74.4329
4928.17,6062.47,63.2479,198,74.476
4583.57,4645.48,65.1789,199,71.0634
5320.56,5474.74,62.9087,200,72.564
5290.06,5532.06,57.9393,201,68.9392
4949.13,5606.6,63.8241,202,73.9586
4975.38,5778.6,65.6509,203,74.3818
4908.29,5645.79,60.9399,204,68.9043
5391.85,5753.67,66.5175,205,75.0721
4712.63,5668.83,64.5365,206,72.611
4218.07,5799.01,60.5128,207,69.4699
4075.58,4639.11,63.6132,208,74.731
3726.06,4844.14,57.72,209,68.3182
5186.22,4898.48,61.5825,210,72.667
5097.02,5886.93,53.9544,211,65.2167
4819.38,5716.68,66.9136,212,73.2802
3470.51,4296.66,62.6271,213,71.0821
4466.69,4212.74,62.7035,214,72.2626
5367.78,5175.03,60.1789,215,69.2201
4994.16,4786.66,57.1792,216,68.9641
5211.97,5426.62,64.6213,217,73.4136
5223.37,5097.86,63.0025,218,72.9949
5156.73,5451.84,58.2409,219,68.5635
4716.75,5311.04,61.5532,220,72.9403
5428.51,5967.77,63.8502,221,73.343
5279.7,5803.59,67.5574,222,74.262
4931.56,5662.25,68.4244,223,76.2502
5189.33,5556.53,65.8424,224,73.6473
5489.76,5904.46,58.6063,225,68.42
5286.8,5801.44,61.6514,226,72.1481
5448.42,5769.57,61.486,227,71.5528
4938.94,5366.23,68.2173,228,75.3404
5133.96,5722.06,64.7291,229,72.0738
4880.73,5811.67,56.9425,230,67.4802
4864.47,5362.34,64.4881,231,71.7291
4798.53,5941.42,61.0664,232,72.0913
5557.13,5581.18,62.4245,233,73.3562
4843.17,5809.3,62.9696,234,73.4139
5541.48,5809.05,66.103,235,73.5581
5024.1,5928.02,63.1353,236,71.1755
5369.52,5036.36,61.159,237,71.4958
4762.2,4879.48,63.8183,238,73.0236
5542.17,6030.13,57.3863,239,70.0678
5392.72,5179.44,60.9807,240,74.0586
5036.55,6110.13,63.0613,241,73.1491
5594.34,6111.47,65.4352,242,74.525
4615.75,5784.37,57.9471,243,69.5708
5005.96,5593.44,55.6474,244,67.865
5128.6,5179.2,59.336,245,69.5148
5768.04,6152.05,61.5282,246,73.4222
5180.46,5828.04,53.1695,247,65.9234
4029.84,5119.44,61.1649,248,73.1421
4770.42,5775.44,65.5809,249,75.3535
4840.11,6145.43,53.2649,250,66.866
5378.5,6030.35,59.1979,251,71.9852
5057.54,6078.34,62.2248,252,73.0343
5039.32,5957.69,62.5051,253,71.3436
5751.45,6053.46,62.9454,254,73.8207
5718.46,6158.22,63.4404,255,74.3893
4973.24,6138.03,60.1648,256,71.4773
5108.93,6008.71,54.9115,257,68.7849
5645.58,6022.09,64.4336,258,73.4131
5496.0,6098.31,65.0013,259,74.684
5492.42,5714.93,61.4969,260,73.2182
5099.25,6249.22,49.6513,261,66.5894
5434.32,6236.63,61.4446,262,74.5756
5696.75,6224.69,63.0017,263,73.2877
5483.06,5930.35,60.3508,264,72.8427
5362.78,6157.54,61.2052,265,72.95
5125.77,5984.05,61.1602,266,72.9235
5125.21,6229.43,53.7994,267,67.7926
5523.88,6194.68,52.7726,268,67.8414
5238.77,5922.37,60.5947,269,72.3009
5428.02,6271.06,51.644,270,67.6094
5612.27,6279.55,53.5135,271,67.8266
5811.26,6042.73,59.9918,272,72.9628
5485.09,6215.01,59.1066,273,72.2011
5568.63,5599.11,61.4225,274,73.0109
5714.93,6156.1,60.5309,275,74.3563
5420.31,6123.52,57.4166,276,71.1161
5274.9,5750.18,58.028,277,73.2676
4925.09,5950.53,58.1657,278,73.5207
5467.31,6251.04,60.8667,279,74.2536
5209.48,6252.19,56.2768,280,71.1355
5130.94,5934.86,54.6519,281,69.8585
5387.9,6265.49,58.6107,282,73.1051
4073.89,5232.79,53.1693,283,68.6992
5653.02,6165.74,62.834,284,73.1033
4964.56,6204.33,60.0614,285,71.6923
5451.78,5933.93,56.742,286,73.8711
5761.95,6191.49,52.1308,287,67.5326
5433.12,5549.56,61.2958,288,74.275
4996.13,6045.16,56.2243,289,72.4352
5762.76,6144.06,59.1734,290,73.0709
5668.33,6211.91,57.1511,291,70.3201
4910.55,6088.59,57.5867,292,73.3684
4933.07,5625.77,54.7246,293,68.6334
5553.93,5981.53,59.9211,294,73.8734
5591.24,5840.12,58.2071,295,73.2352
5466.35,5514.76,56.1006,296,72.3164
5298.69,6150.64,56.8691,297,72.5213
5851.9,6081.1,59.484,298,73.0108
5190.14,5729.31,59.6838,299,74.4581
5254.73,5720.83,59.1045,300,73.998
5246.7,5921.33,58.2143,301,73.1329
5102.51,6146.29,57.2808,302,72.1857
5092.54,5237.5,59.9714,303,73.7039
4761.52,6169.86,56.2434,304,72.6586
5683.63,6016.91,59.5159,305,73.662
5512.65,6243.49,58.1133,306,72.9194
5749.49,6334.27,48.7819,307,66.4772
5333.79,6298.86,59.0148,308,74.7304
5330.18,6378.82,53.681,309,68.8389
5541.1,5967.24,61.9313,310,75.4965
5327.39,5496.56,56.1066,311,70.1636
5164.27,6196.05,60.3238,312,73.1241
5594.26,6232.37,60.0104,313,74.4738
5472.38,6230.14,58.35,314,73.1794
5567.96,5962.65,59.712,315,73.489
5571.2,6153.62,63.0587,316,74.8109
5723.88,6203.18,62.9024,317,75.0553
5527.06,6258.33,59.7229,318,74.7163
5289.1,5946.17,62.3658,319,75.8913
5768.0,6182.45,63.4178,320,74.6418
5627.75,6075.61,59.3277,321,74.4694
5186.55,6041.91,59.7636,322,73.1715
5640.58,6217.61,60.6754,323,74.4468
5304.37,5833.53,61.0041,324,72.4336
5767.47,6052.13,57.5528,325,73.2235
5197.67,5546.92,59.5678,326,74.1977
5126.55,6164.93,58.3846,327,74.1609
5005.85,6227.3,55.3946,328,71.2521
5359.46,5875.9,55.1203,329,71.177
5328.7,5774.81,54.6741,330,71.8039
5633.56,5923.53,56.1716,331,74.0241
5725.52,5901.47,58.805,332,74.5401
5195.47,5616.0,57.5113,333,73.6323
5528.7,6105.45,58.5892,334,74.6002
5559.39,5225.9,55.6916,335,71.4437
5394.17,5955.69,58.4612,336,74.886
5391.09,6199.84,57.1819,337,72.6971
5440.19,6226.74,54.5137,338,71.3067
5651.01,5880.35,62.5328,339,74.4771
