Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
-83.12,426.67,25.9154,0,74.3196
-106.59,555.88,26.9891,1,74.0554
-34.71,453.62,27.5445,2,73.0192
5.52,580.05,26.9313,3,73.1504
11.41,675.13,27.4064,4,72.1214
120.95,670.72,29.1647,5,71.7964
76.02,766.27,28.3024,6,71.7221
89.49,776.6,30.844,7,72.4596
83.11,602.72,30.6941,8,71.5716
145.24,644.83,31.0445,9,73.2605
204.79,773.3,28.8948,10,64.3773
317.42,1149.27,31.2794,11,69.6036
366.74,1226.81,28.0659,12,64.7668
312.46,1097.03,28.6412,13,63.8896
394.68,1437.88,28.131,14,63.4034
425.07,1183.62,27.5868,15,62.4576
577.52,1450.13,27.2345,16,60.3199
519.04,1508.19,24.1702,17,56.9279
624.75,1785.32,26.7136,18,59.9571
305.82,885.74,28.2694,19,62.9455
217.38,865.72,25.5716,20,62.5516
525.81,1568.98,23.8533,21,57.2423
822.49,1605.06,22.3296,22,53.8323
768.01,1707.6,22.4082,23,55.4516
514.16,1555.88,23.5451,24,59.1111
796.12,1524.58,22.648,25,58.1084
535.32,1552.66,21.4603,26,55.6324
993.23,2593.08,21.4911,27,50.8758
1113.79,1432.09,21.3343,28,54.5849
1256.95,2544.06,20.9,29,52.51
1162.1,1701.51,22.1253,30,54.1926
2016.04,2363.01,22.8971,31,51.8783
1193.26,2418.54,22.2085,32,53.0316
912.08,1638.83,21.6007,33,55.823
1142.97,1384.11,19.9822,34,53.1132
535.86,932.04,26.5191,35,62.1312
623.96,1347.04,21.2335,36,53.4087
1622.21,2004.97,22.0617,37,56.7205
1698.5,2318.53,24.2909,38,50.8876
1860.62,3054.73,23.1358,39,53.818
2265.59,2821.21,22.8738,40,53.6561
3067.03,3541.07,24.1707,41,51.0262
1332.65,3066.15,22.3598,42,55.78
1165.91,2741.69,20.9166,43,53.7257
2367.23,3998.18,30.0478,44,53.9578
2497.49,3656.39,29.8633,45,56.6878
2030.82,2657.88,23.5662,46,53.8492
