Itration,Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return
640,38.646,17.9912,4523.51,4535.21
641,38.5856,17.716,4523.92,4543.56
642,38.8873,17.318,4500.34,4546.27
643,39.3185,17.95,4511.84,4557.44
644,39.1172,17.0519,4448.19,4527.5
645,39.0087,17.8563,4518.86,4521.45
646,39.6427,17.7705,4444.47,4493.06
647,39.4616,17.731,4524.56,4574.94
648,39.9913,17.8393,4309.98,4587.28
649,39.651,18.4182,4542.68,4572.38
650,39.6109,18.5824,4583.16,4616.35
651,39.1399,18.7161,4566.87,4601.74
652,39.0918,17.5088,4349.47,4617.73
653,39.0077,18.6131,4567.37,4596.01
654,39.3559,17.6647,4595.22,4632.02
655,40.1325,17.4466,4516.13,4561.38
656,51.9679,77.7755,301.31,319.83
657,48.1417,54.1755,785.28,514.64
658,43.1002,26.8968,1071.44,1426.58
659,41.5846,19.8377,3717.88,3985.42
660,40.0446,16.1175,2767.81,3786.16
661,40.0831,16.1867,3915.53,3986.59
662,39.4093,17.1198,4292.73,4268.17
663,39.4774,17.4451,4260.41,4439.41
664,39.6861,18.5973,4429.73,4359.02
665,39.2462,19.1695,4506.99,4526.2
666,39.3452,19.0243,4470.71,4502.17
667,39.2786,18.8952,4525.23,4568.05
668,39.5418,18.0488,4541.53,4577.09
669,39.5434,17.7494,4566.79,4592.04
670,39.3124,17.1733,4554.06,4556.46
671,39.3171,18.2356,4338.47,4655.65
672,39.1272,16.3258,4001.52,4612.93
673,39.3474,17.0988,4575.7,4638.4
674,39.2949,17.9188,4574.02,4593.62
675,39.1639,15.8504,4492.64,4585.58
676,39.7042,15.3034,4081.55,4591.3
677,39.6874,15.9412,4104.44,4541.38
678,39.3507,13.4357,4006.59,4570.4
679,39.496,13.8729,4193.45,4608.53
680,39.4625,17.2765,4291.06,4587.79
681,39.6973,16.8214,4478.1,4590.47
682,38.9243,16.9419,4505.79,4611.25
683,39.6959,16.1139,3865.31,4623.85
684,39.7968,17.1955,4299.81,4598.82
685,39.8574,16.7948,4284.26,4609.55
686,39.4523,16.5793,4224.36,4510.43
687,39.7771,18.5428,4482.42,4582.18
688,39.5086,21.051,4566.48,4643.76
689,39.7026,20.0564,4539.97,4567.42
690,39.6728,19.1301,4526.73,4607.54
691,40.1807,21.612,2214.8,1983.48
692,39.8812,19.311,4482.73,4178.01
693,40.4656,23.2179,3830.45,4360.17
694,39.8641,25.3444,3572.65,4408.42
695,39.4458,16.6429,4365.31,4461.87
696,39.5695,17.9659,3911.7,4549.6
697,38.6923,17.9913,4463.49,4536.3
698,39.054,17.5865,4503.81,4602.03
699,39.2362,17.5776,4502.23,4570.0
700,39.1049,21.13,4498.56,4577.34
701,38.9427,16.9645,4070.22,4579.05
702,38.7992,16.3422,4422.52,4527.08
703,39.1648,17.0641,4450.95,4543.57
704,38.9174,16.6026,4455.15,4550.75
705,38.9693,17.0093,4317.53,4603.08
706,38.6638,17.5504,4508.88,4596.42
707,39.128,16.1402,4500.2,4583.73
708,38.6479,16.8795,4308.13,4608.1
709,38.6093,16.457,4291.03,4578.86
710,38.7046,16.9054,4465.9,4565.64
711,38.4775,17.8095,4507.73,4592.61
712,38.6095,16.8322,4494.69,4626.05
713,38.4397,16.4584,4521.83,4647.7
714,38.7353,16.1667,4499.44,4599.72
715,38.4538,16.2721,4318.91,4596.87
716,44.2833,37.5133,505.89,357.38
717,39.6993,18.5255,971.55,1235.14
718,39.7045,16.2485,4053.62,4257.5
719,39.322,14.8284,3695.02,3926.15
720,39.8322,24.3523,4242.1,4266.63
721,38.7648,18.2012,4427.29,4479.69
722,38.9576,20.3531,4484.06,4586.71
723,39.1161,25.9732,4443.46,4577.83
724,38.4413,16.192,4254.31,4524.67
725,38.6799,15.8058,4510.73,4585.76
726,38.8845,17.0076,4506.58,4608.95
727,38.1679,16.7485,4540.57,4608.31
728,38.3314,17.482,4571.79,4631.57
729,38.7242,17.1558,4564.4,4625.55
730,38.7114,16.9565,4408.15,4639.79
731,38.1551,18.2537,4593.82,4663.69
732,38.8969,25.6124,4601.99,4684.23
733,38.6635,17.5365,4584.85,4658.3
734,39.0562,17.6064,4555.3,4665.9
735,38.5919,17.3925,4369.7,4642.24
736,37.89,16.0572,4580.04,4649.59
737,38.4117,21.8921,4064.61,4621.94
738,41.677,46.2698,2006.46,1453.94
739,39.738,34.0336,3098.85,1963.77
740,38.2464,16.2209,4309.88,4466.86
741,37.9339,16.3248,4489.06,4543.27
742,38.0424,15.9903,4472.3,4518.22
743,38.6715,16.1531,4469.43,4517.39
744,38.1486,16.911,4538.53,4601.57
745,38.6331,16.4982,4432.46,4536.76
746,38.472,18.8424,4404.5,4598.33
747,38.5547,17.3715,4422.39,4640.4
748,39.1395,18.2913,4096.72,4583.42
749,38.6527,17.092,4257.79,4618.24
750,39.2639,31.1333,4542.04,4617.73
751,40.6506,41.3247,2099.36,2235.55
752,44.9936,77.0232,673.89,2921.08
753,41.146,51.8691,3069.2,3772.18
754,52.197,77.7255,631.3,202.59
755,38.3881,17.4216,4222.73,4638.32
756,37.913,18.8192,4213.38,4546.44
757,38.6677,31.1234,3171.48,3647.92
758,38.49,18.7528,4277.66,4466.14
759,38.6459,16.5272,4163.12,4512.48
760,38.4308,16.6511,4522.29,4559.4
761,38.7059,17.2881,4479.15,4509.11
762,38.6315,17.7883,4501.66,4603.98
763,38.5692,18.0103,4505.74,4515.31
764,38.653,17.3456,4474.83,4575.49
765,38.623,17.5675,4500.24,4583.31
766,38.6503,17.5867,4566.1,4653.68
767,38.5029,17.5371,4558.13,4615.6
768,38.3622,18.5139,4582.06,4591.53
769,38.5369,17.8768,4572.29,4645.34
770,38.2484,17.4865,4593.85,4641.46
771,38.3266,17.1065,4540.13,4614.39
772,38.4386,18.8534,4542.95,4586.03
773,37.7682,16.7954,4435.32,4632.3
774,38.053,17.0649,4565.43,4652.52
775,38.5063,17.4945,4596.61,4655.47
776,38.5336,17.3563,4611.17,4680.35
777,38.1908,22.2567,4200.77,4664.7
778,38.6278,17.9833,4580.08,4675.19
779,37.7723,16.9142,4567.97,4624.87
780,38.16,24.5581,4562.75,4646.61
781,38.8424,18.2732,4600.2,4643.78
782,38.6343,17.982,4592.54,4688.11
783,38.6721,17.5126,4571.33,4668.34
784,38.4299,17.8354,4470.03,4644.58
