Running Reverse KL,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
15.82,-1350.555908203125,42,157.0739,210000,42,2053.29,1666.41
16.2556,-1384.7926025390625,43,157.2577,215000,43,2036.51,1656.96
15.833,-1407.384033203125,44,157.0991,220000,44,2035.99,1686.42
15.7157,-1448.22412109375,45,157.1722,225000,45,2052.04,1669.15
15.9307,-1505.24462890625,46,157.0726,230000,46,2061.69,1687.81
15.6244,-1551.7030029296875,47,157.1843,235000,47,2005.05,1657.17
16.0391,-1602.4705810546875,48,157.3747,240000,48,2043.32,1689.53
15.7796,-1604.677490234375,49,157.0069,245000,49,2056.87,1697.57
15.6734,-1650.642333984375,50,157.2438,250000,50,1997.96,1702.66
15.8194,-1674.212890625,51,156.9947,255000,51,2063.0,1722.95
15.6979,-1730.2021484375,52,157.1416,260000,52,1998.59,1672.53
15.7504,-1776.732666015625,53,157.0463,265000,53,2016.37,1699.37
16.0815,-1788.562255859375,54,157.0015,270000,54,2132.77,1741.35
15.6417,-1823.324462890625,55,156.7673,275000,55,2076.88,1727.06
15.4864,-1897.46240234375,56,157.1913,280000,56,2072.33,1730.15
16.0189,-1929.59814453125,57,157.2648,285000,57,2092.4,1739.59
15.7054,-1946.3172607421875,58,157.1103,290000,58,2104.98,1721.55
16.1175,-1988.2242431640625,59,157.1875,295000,59,2076.32,1720.16
16.0796,-2042.7303466796875,60,157.085,300000,60,2142.75,1749.95
15.8013,-2081.470458984375,61,156.93,305000,61,2067.68,1719.9
15.3406,-2128.788330078125,62,156.8318,310000,62,2065.74,1690.83
15.6074,-2145.27685546875,63,157.1211,315000,63,2061.52,1699.68
15.714,-2177.719970703125,64,156.9655,320000,64,2107.91,1752.91
15.7373,-2243.350341796875,65,157.2354,325000,65,2029.79,1702.4
15.8893,-2243.99609375,66,156.837,330000,66,2098.67,1745.75
15.5577,-2291.33154296875,67,156.8971,335000,67,2117.47,1754.4
15.8569,-2356.1591796875,68,156.995,340000,68,2092.03,1759.31
15.8094,-2398.727783203125,69,156.9811,345000,69,2083.87,1745.77
15.5666,-2437.114013671875,70,157.0041,350000,70,2096.69,1727.81
15.7081,-2472.986083984375,71,156.9284,355000,71,2147.81,1760.77
15.6953,-2506.220458984375,72,157.0638,360000,72,2104.49,1747.75
15.7353,-2544.01025390625,73,156.8975,365000,73,2122.25,1750.97
15.9445,-2608.156494140625,74,157.0255,370000,74,2154.45,1793.19
15.3729,-2617.115478515625,75,156.6815,375000,75,2112.14,1796.34
15.6003,-2675.37939453125,76,156.9572,380000,76,2126.54,1776.25
15.4848,-2713.31689453125,77,156.8176,385000,77,2046.6,1765.49
15.1953,-2741.183837890625,78,156.9976,390000,78,2118.83,1750.81
15.6753,-2773.767578125,79,156.7524,395000,79,2121.87,1782.3
15.6032,-2841.831787109375,80,157.0207,400000,80,2132.57,1782.85
15.3248,-2878.89208984375,81,156.9259,405000,81,2089.82,1754.11
15.4791,-2905.365966796875,82,156.8152,410000,82,2140.84,1783.85
15.5583,-2978.28857421875,83,156.9506,415000,83,2143.98,1767.13
15.6213,-3004.462158203125,84,156.998,420000,84,2128.63,1785.79
15.2415,-3069.2939453125,85,156.7494,425000,85,2119.18,1764.08
15.2993,-3094.412109375,86,156.8491,430000,86,2103.45,1756.26
15.6459,-3147.228515625,87,156.7196,435000,87,2105.04,1812.78
15.9154,-3189.01171875,88,156.9518,440000,88,2181.77,1806.41
15.6058,-3221.053466796875,89,156.9369,445000,89,2126.96,1803.88
15.8385,-3265.317138671875,90,156.9112,450000,90,2184.21,1801.99
15.4032,-3314.591796875,91,156.7957,455000,91,2140.67,1770.59
15.7095,-3356.11669921875,92,156.9503,460000,92,2148.9,1817.5
15.4625,-3395.42822265625,93,156.7821,465000,93,2162.45,1799.68
15.3066,-3443.40283203125,94,156.8103,470000,94,2133.67,1795.06
15.6788,-3482.25390625,95,156.8239,475000,95,2194.25,1814.87
15.312,-3529.111572265625,96,156.7263,480000,96,2178.69,1785.16
15.4214,-3579.038818359375,97,156.813,485000,97,2155.83,1809.23
15.5132,-3596.611328125,98,156.8922,490000,98,2169.14,1797.62
15.6767,-3664.3525390625,99,156.8389,495000,99,2212.16,1837.88
15.0845,-3714.288818359375,100,156.9076,500000,100,2118.5,1784.35
15.3054,-3785.787109375,101,157.0499,505000,101,2100.39,1771.77
15.582,-3808.009033203125,102,156.8081,510000,102,2195.48,1848.14
15.2675,-3864.32861328125,103,156.8365,515000,103,2136.34,1779.53
15.7826,-3907.603271484375,104,156.6667,520000,104,2210.3,1822.39
15.6171,-3951.877685546875,105,156.8408,525000,105,2157.34,1811.73
15.4606,-3984.669189453125,106,156.8204,530000,106,2187.1,1846.23
15.6408,-4036.54248046875,107,156.7658,535000,107,2199.07,1852.93
15.3863,-4113.85888671875,108,156.934,540000,108,2221.46,1807.24
15.4732,-4126.76904296875,109,156.9397,545000,109,2171.15,1820.75
15.4132,-4186.89794921875,110,156.7778,550000,110,2164.25,1828.16
15.7086,-4235.81103515625,111,156.8194,555000,111,2204.01,1813.1
15.2851,-4270.4970703125,112,156.666,560000,112,2193.47,1835.08
15.5676,-4345.00390625,113,156.9145,565000,113,2227.22,1822.35
15.2419,-4395.1162109375,114,156.889,570000,114,2127.41,1795.03
15.4436,-4435.53955078125,115,156.6028,575000,115,2186.95,1833.34
15.2907,-4495.18798828125,116,156.8753,580000,116,2131.61,1829.86
15.4427,-4547.4619140625,117,156.8654,585000,117,2172.11,1821.61
15.3634,-4604.14453125,118,157.0659,590000,118,2170.35,1838.62
15.3571,-4606.04052734375,119,156.752,595000,119,2196.11,1832.84
15.4497,-4668.8134765625,120,156.817,600000,120,2201.92,1836.12
15.5592,-4765.12890625,121,157.0212,605000,121,2210.37,1855.12
15.4093,-4775.1689453125,122,156.8732,610000,122,2215.72,1867.63
15.5166,-4806.62255859375,123,156.8776,615000,123,2206.69,1853.68
15.7443,-4877.79638671875,124,156.9192,620000,124,2210.77,1856.7
15.2511,-4926.52490234375,125,156.6901,625000,125,2174.0,1852.55
15.5217,-4998.1572265625,126,156.8713,630000,126,2202.95,1864.86
15.3152,-5042.74755859375,127,156.8992,635000,127,2167.81,1852.87
15.1935,-5125.55029296875,128,156.8903,640000,128,2120.81,1783.56
15.4636,-5131.14697265625,129,156.871,645000,129,2169.16,1838.91
15.5832,-5186.947265625,130,156.7327,650000,130,2230.68,1857.39
15.5009,-5239.93212890625,131,156.9257,655000,131,2195.01,1844.34
15.2803,-5321.2724609375,132,156.8433,660000,132,2199.85,1836.71
15.6082,-5347.56396484375,133,156.8595,665000,133,2266.17,1854.39
15.4511,-5398.3525390625,134,156.7521,670000,134,2222.15,1868.0
15.1066,-5463.05859375,135,156.7115,675000,135,2195.34,1846.03
15.4199,-5544.4619140625,136,156.8119,680000,136,2174.28,1845.38
15.6388,-5614.73388671875,137,156.8458,685000,137,2211.78,1882.65
15.1136,-5675.498046875,138,157.0048,690000,138,2197.82,1829.63
15.2153,-5715.05517578125,139,156.7594,695000,139,2096.05,1827.95
15.4666,-5783.251953125,140,156.9697,700000,140,2164.29,1859.3
15.1785,-5850.56640625,141,156.9632,705000,141,2194.54,1808.06
15.0606,-5861.138671875,142,156.6953,710000,142,2207.0,1844.73
15.1334,-5968.98388671875,143,156.7718,715000,143,2133.13,1778.62
15.5601,-6002.97119140625,144,156.8456,720000,144,2185.46,1835.82
15.2193,-6043.962890625,145,156.7859,725000,145,2185.12,1837.01
15.3275,-6102.45703125,146,156.933,730000,146,2188.75,1820.71
15.6638,-6124.27734375,147,156.8963,735000,147,2250.5,1871.79
15.5912,-6170.6005859375,148,156.9138,740000,148,2245.01,1879.16
15.6042,-6289.193359375,149,157.1388,745000,149,2182.16,1845.7
15.7466,-6278.53369140625,150,156.7852,750000,150,2233.53,1896.14
15.5519,-6284.9326171875,151,156.7329,755000,151,2242.69,1896.88
15.4763,-6323.1259765625,152,156.8601,760000,152,2245.55,1888.49
15.4834,-6408.59228515625,153,156.8231,765000,153,2182.03,1855.22
15.1578,-6402.82568359375,154,156.5886,770000,154,2140.28,1847.45
15.581,-6438.283203125,155,156.659,775000,155,2257.94,1891.46
15.5099,-6545.8427734375,156,156.7216,780000,156,2221.03,1867.14
15.4559,-6589.87255859375,157,156.9018,785000,157,2259.52,1913.82
15.5672,-6578.8935546875,158,156.8023,790000,158,2252.6,1886.44
15.3112,-6665.5263671875,159,156.8887,795000,159,2199.3,1888.12
15.714,-6665.6953125,160,156.8465,800000,160,2245.68,1898.43
15.2792,-6735.50048828125,161,156.758,805000,161,2219.07,1864.82
15.343,-6775.80419921875,162,156.6686,810000,162,2212.62,1908.06
15.1849,-6842.7958984375,163,156.7623,815000,163,2224.74,1877.11
15.1249,-6856.75439453125,164,156.7723,820000,164,2259.45,1860.52
15.5144,-6949.17138671875,165,156.7609,825000,165,2249.65,1876.78
15.3127,-6956.078125,166,156.6994,830000,166,2252.47,1874.69
15.7927,-7019.806640625,167,156.6619,835000,167,2273.04,1917.36
15.4879,-7057.3544921875,168,156.6995,840000,168,2243.47,1893.8
15.1263,-7117.93310546875,169,156.6439,845000,169,2244.09,1890.59
15.1466,-7135.25830078125,170,156.7722,850000,170,2225.45,1856.64
15.0975,-7198.40771484375,171,156.7661,855000,171,2195.19,1860.35
15.3831,-7276.728515625,172,156.8523,860000,172,2207.19,1871.61
15.3226,-7249.49560546875,173,156.5287,865000,173,2288.45,1893.67
15.199,-7326.57373046875,174,156.6939,870000,174,2264.92,1872.46
15.4562,-7388.2978515625,175,156.8715,875000,175,2262.5,1875.73
15.3495,-7366.58349609375,176,156.535,880000,176,2277.0,1912.92
15.43,-7458.86572265625,177,156.7317,885000,177,2225.11,1870.62
15.2259,-7482.59521484375,178,156.7866,890000,178,2226.83,1886.63
15.2736,-7576.22998046875,179,156.9144,895000,179,2203.22,1857.51
15.4291,-7597.55810546875,180,156.8896,900000,180,2244.35,1899.38
15.4507,-7626.01953125,181,156.8571,905000,181,2221.35,1867.33
15.4178,-7665.44384765625,182,156.7919,910000,182,2276.85,1912.17
15.4321,-7672.77978515625,183,156.687,915000,183,2219.62,1888.45
15.4088,-7733.51416015625,184,156.678,920000,184,2235.65,1875.77
15.6063,-7794.56884765625,185,156.7575,925000,185,2232.83,1895.72
15.393,-7768.57861328125,186,156.824,930000,186,2268.48,1914.69
15.6685,-7834.72900390625,187,156.7894,935000,187,2275.59,1937.51
15.3037,-7815.1357421875,188,156.7899,940000,188,2274.46,1894.94
15.5214,-7878.26708984375,189,156.7395,945000,189,2267.31,1904.51
15.3087,-7888.501953125,190,156.745,950000,190,2280.42,1915.94
15.3556,-7919.97265625,191,156.8075,955000,191,2227.56,1873.89
15.3965,-7961.04736328125,192,156.7716,960000,192,2300.0,1923.39
15.3563,-7914.34375,193,156.7695,965000,193,2279.41,1898.12
15.1662,-7981.6123046875,194,156.7337,970000,194,2262.27,1876.76
15.2956,-7991.24169921875,195,156.8182,975000,195,2268.88,1887.68
15.438,-8057.55517578125,196,156.5847,980000,196,2269.53,1929.84
15.4773,-8041.4716796875,197,156.6595,985000,197,2252.42,1895.19
15.2351,-8101.283203125,198,156.761,990000,198,2286.97,1892.71
15.498,-8130.9072265625,199,156.7901,995000,199,2241.7,1907.18
15.0375,-8120.5693359375,200,156.474,1000000,200,2236.96,1887.19
15.1672,-8165.33544921875,201,156.7013,1005000,201,2234.77,1894.1
15.3285,-8195.251953125,202,156.7775,1010000,202,2236.43,1885.06
15.1493,-8213.70703125,203,156.7417,1015000,203,2238.39,1883.19
15.1788,-8261.0439453125,204,156.8388,1020000,204,2229.35,1886.74
15.474,-8288.3984375,205,156.7875,1025000,205,2253.78,1920.44
15.3158,-8311.900390625,206,156.6015,1030000,206,2259.8,1909.78
15.1421,-8316.271484375,207,156.5761,1035000,207,2227.95,1898.91
15.119,-8357.9677734375,208,156.7373,1040000,208,2226.06,1894.23
15.116,-8362.162109375,209,156.5272,1045000,209,2249.23,1909.91
15.1647,-8418.2509765625,210,156.7247,1050000,210,2224.55,1889.53
15.1781,-8437.91796875,211,156.7437,1055000,211,2242.66,1899.91
15.0384,-8439.6083984375,212,156.6462,1060000,212,2251.61,1901.71
15.1396,-8508.1171875,213,156.6925,1065000,213,2264.18,1901.91
15.0584,-8517.9755859375,214,156.6257,1070000,214,2260.32,1906.9
14.9631,-8547.896484375,215,156.7335,1075000,215,2281.04,1912.08
15.3791,-8596.4541015625,216,156.6198,1080000,216,2272.47,1925.82
15.0907,-8626.7587890625,217,156.6028,1085000,217,2278.67,1896.11
15.3071,-8638.90234375,218,156.562,1090000,218,2268.75,1919.22
15.3131,-8696.673828125,219,156.6929,1095000,219,2223.83,1886.32
15.3689,-8703.5078125,220,156.653,1100000,220,2260.22,1923.3
15.2895,-8742.4560546875,221,156.7657,1105000,221,2276.04,1916.64
15.1523,-8719.9931640625,222,156.5532,1110000,222,2259.52,1922.41
15.3049,-8780.7041015625,223,156.7589,1115000,223,2258.96,1902.3
15.3145,-8815.111328125,224,156.8957,1120000,224,2281.04,1915.82
15.3304,-8838.8837890625,225,156.6196,1125000,225,2266.03,1917.85
15.2576,-8852.2666015625,226,156.7276,1130000,226,2253.81,1924.67
15.3718,-8880.0068359375,227,156.6568,1135000,227,2280.95,1944.99
15.1363,-8887.7451171875,228,156.7039,1140000,228,2280.96,1919.26
15.4162,-8936.84375,229,156.7079,1145000,229,2259.03,1919.31
15.1705,-8949.28125,230,156.6343,1150000,230,2250.02,1914.53
15.4667,-9009.208984375,231,156.8353,1155000,231,2293.33,1930.23
15.467,-9015.71484375,232,156.7081,1160000,232,2259.35,1936.14
15.1543,-9038.283203125,233,156.6046,1165000,233,2272.44,1905.21
15.2364,-9053.7587890625,234,156.6185,1170000,234,2259.91,1923.66
15.3341,-9071.41796875,235,156.7729,1175000,235,2250.84,1922.71
15.1782,-9106.8447265625,236,156.7038,1180000,236,2283.04,1933.64
15.2779,-9149.8984375,237,156.7384,1185000,237,2240.26,1918.58
15.4409,-9175.3623046875,238,156.7608,1190000,238,2254.15,1922.76
15.3798,-9176.3935546875,239,156.5007,1195000,239,2249.81,1929.36
15.4965,-9250.6015625,240,156.7179,1200000,240,2251.95,1929.89
15.5348,-9281.33984375,241,156.7509,1205000,241,2289.98,1947.56
15.4009,-9315.6044921875,242,156.6763,1210000,242,2264.91,1958.35
15.3748,-9298.0712890625,243,156.6136,1215000,243,2245.2,1927.96
15.3394,-9316.2333984375,244,156.6696,1220000,244,2278.92,1946.29
15.2134,-9351.35546875,245,156.6577,1225000,245,2249.96,1911.34
15.4234,-9396.337890625,246,156.6992,1230000,246,2280.85,1926.13
15.1766,-9385.8037109375,247,156.5606,1235000,247,2265.02,1936.23
15.291,-9449.4189453125,248,156.6892,1240000,248,2285.09,1921.39
15.2764,-9423.453125,249,156.6089,1245000,249,2243.16,1899.69
15.1753,-9471.0322265625,250,156.6398,1250000,250,2220.35,1919.15
15.0235,-9502.291015625,251,156.4256,1255000,251,2260.84,1910.66
15.1896,-9507.044921875,252,156.734,1260000,252,2231.42,1912.71
15.1997,-9555.9833984375,253,156.789,1265000,253,2246.16,1911.46
15.2031,-9601.625,254,156.7025,1270000,254,2272.28,1914.54
15.0673,-9614.4521484375,255,156.5611,1275000,255,2240.29,1902.32
15.3641,-9650.1357421875,256,156.5693,1280000,256,2296.39,1940.4
15.1062,-9669.056640625,257,156.7761,1285000,257,2242.53,1917.76
15.4451,-9667.8076171875,258,156.768,1290000,258,2275.3,1909.74
15.2049,-9690.6513671875,259,156.6215,1295000,259,2285.28,1940.85
14.3882,-9624.9677734375,260,156.7783,1300000,260,2248.55,1715.2
14.8503,-9735.259765625,261,156.5557,1305000,261,1444.81,1886.61
15.4643,-9769.4833984375,262,156.7493,1310000,262,2276.06,1973.91
15.2475,-9788.7587890625,263,156.6758,1315000,263,2203.03,1916.47
15.6554,-9828.078125,264,156.8716,1320000,264,2291.37,1960.19
15.5008,-9834.6484375,265,156.6765,1325000,265,2254.78,1932.4
15.6382,-9870.8310546875,266,156.5307,1330000,266,2225.16,1919.38
15.6563,-9893.77734375,267,156.9328,1335000,267,2251.24,1935.42
15.4578,-9893.513671875,268,156.8037,1340000,268,2232.71,1913.81
15.4126,-9903.275390625,269,156.7138,1345000,269,2265.65,1936.09
15.4691,-9936.7451171875,270,156.6881,1350000,270,2226.35,1896.97
15.4796,-9947.1376953125,271,156.7468,1355000,271,2257.18,1929.21
15.4377,-9967.859375,272,156.6216,1360000,272,2238.28,1927.55
15.3691,-9995.8349609375,273,156.6704,1365000,273,2244.33,1931.13
15.336,-10005.779296875,274,156.7704,1370000,274,2243.45,1936.62
15.3081,-10007.1572265625,275,156.6404,1375000,275,2268.07,1939.22
15.3146,-10053.7998046875,276,156.7869,1380000,276,2270.35,1922.61
15.3475,-10088.8212890625,277,156.7308,1385000,277,2250.47,1935.91
15.3142,-10103.6552734375,278,156.6997,1390000,278,2265.77,1928.96
15.1818,-10092.021484375,279,156.7128,1395000,279,2257.88,1932.36
15.2469,-10135.54296875,280,156.5859,1400000,280,2269.74,1952.87
15.3061,-10161.4150390625,281,156.7724,1405000,281,2255.45,1944.67
15.3218,-10184.6552734375,282,156.712,1410000,282,2269.84,1955.17
15.3171,-10200.8974609375,283,156.685,1415000,283,2304.67,1964.22
15.3649,-10202.2587890625,284,156.6678,1420000,284,2257.73,1939.84
15.2067,-10232.6640625,285,156.7363,1425000,285,2253.42,1937.55
15.2166,-10243.5,286,156.5728,1430000,286,2261.42,1942.38
15.1699,-10304.4921875,287,156.6959,1435000,287,2283.8,1949.74
15.3082,-10314.7294921875,288,156.6358,1440000,288,2291.28,1969.81
15.1508,-10313.6962890625,289,156.6535,1445000,289,2297.46,1952.89
15.159,-10330.2255859375,290,156.5942,1450000,290,2310.34,1950.91
15.2653,-10379.2236328125,291,156.6617,1455000,291,2290.32,1944.15
15.2807,-10387.3603515625,292,156.7394,1460000,292,2293.58,1943.55
15.107,-10352.759765625,293,156.5089,1465000,293,2242.86,1939.99
15.232,-10394.923828125,294,156.5666,1470000,294,2265.03,1940.29
15.1864,-10449.99609375,295,156.5106,1475000,295,2273.45,1936.86
14.7188,-10378.7822265625,296,156.5137,1480000,296,-311.46,1690.66
15.2855,-10461.8271484375,297,156.63,1485000,297,2240.58,1929.08
15.4481,-10506.197265625,298,156.7099,1490000,298,2271.99,1947.2
15.469,-10509.62109375,299,156.6055,1495000,299,2267.54,1970.79
15.432,-10536.66796875,300,156.6281,1500000,300,2274.91,1970.73
15.4676,-10570.6083984375,301,156.7627,1505000,301,2286.21,1964.1
15.2042,-10547.6396484375,302,156.733,1510000,302,2277.9,1953.14
15.3623,-10591.7177734375,303,156.6511,1515000,303,2312.08,1960.06
15.43,-10604.5048828125,304,156.63,1520000,304,2301.65,1985.73
15.2539,-10590.39453125,305,156.7279,1525000,305,2266.32,1948.18
15.1412,-10626.775390625,306,156.77,1530000,306,2252.78,1928.59
15.2524,-10655.2509765625,307,156.5771,1535000,307,2259.55,1942.67
15.0992,-10660.201171875,308,156.6539,1540000,308,2256.53,1950.04
15.029,-10684.326171875,309,156.6106,1545000,309,2290.61,1962.79
15.0374,-10707.5439453125,310,156.576,1550000,310,2284.72,1951.08
14.9603,-10722.591796875,311,156.5657,1555000,311,2279.68,1936.21
15.2486,-10760.9580078125,312,156.7322,1560000,312,2304.15,1937.12
14.9788,-10772.150390625,313,156.4498,1565000,313,2307.25,1945.0
14.9429,-10790.8818359375,314,156.609,1570000,314,2297.24,1929.12
14.9591,-10805.4794921875,315,156.6801,1575000,315,2308.66,1933.89
15.025,-10823.1787109375,316,156.4573,1580000,316,2311.88,1956.87
15.0324,-10841.73828125,317,156.539,1585000,317,2313.4,1935.38
14.982,-10851.3505859375,318,156.6129,1590000,318,2310.13,1957.31
15.0103,-10905.16796875,319,156.469,1595000,319,2311.36,1930.06
15.0058,-10879.7548828125,320,156.6299,1600000,320,2305.49,1947.58
15.1105,-10910.9931640625,321,156.6963,1605000,321,2321.28,1960.41
15.1229,-10958.0830078125,322,156.5707,1610000,322,2320.75,1942.58
14.965,-10943.18359375,323,156.633,1615000,323,2315.38,1956.23
15.1606,-10974.7353515625,324,156.6898,1620000,324,2327.46,1925.92
15.1504,-10996.2431640625,325,156.6688,1625000,325,2317.51,1935.05
14.8147,-11005.0751953125,326,156.6543,1630000,326,2315.14,1928.18
15.0716,-11027.8525390625,327,156.6744,1635000,327,2311.96,1954.22
14.9858,-11025.4111328125,328,156.5091,1640000,328,2343.09,1951.62
15.122,-11047.619140625,329,156.6677,1645000,329,2323.85,1952.86
15.1122,-11066.716796875,330,156.7388,1650000,330,2331.45,1923.38
15.0458,-11126.4765625,331,156.6185,1655000,331,2324.38,1933.36
15.0737,-11154.0419921875,332,156.7906,1660000,332,2318.57,1948.76
14.9725,-11124.810546875,333,156.5622,1665000,333,2329.99,1941.34
15.102,-11157.7646484375,334,156.6054,1670000,334,2315.24,1950.28
15.0046,-11190.7041015625,335,156.6951,1675000,335,2310.9,1955.73
14.9938,-11203.3095703125,336,156.6048,1680000,336,2328.9,1934.84
14.8606,-11180.5888671875,337,156.6375,1685000,337,2329.84,1921.9
14.9979,-11231.693359375,338,156.6255,1690000,338,2309.41,1920.27
15.1373,-11303.1044921875,339,156.5891,1695000,339,2343.32,1942.9
15.2072,-11242.7080078125,340,156.715,1700000,340,2294.62,1919.42
15.1839,-11275.65234375,341,156.7119,1705000,341,2333.24,1941.55
15.2137,-11298.1015625,342,156.5711,1710000,342,2330.59,1943.57
15.0886,-11270.4296875,343,156.5864,1715000,343,2306.99,1950.88
15.1424,-11353.1416015625,344,156.705,1720000,344,2307.02,1913.48
15.1279,-11339.60546875,345,156.6542,1725000,345,2335.41,1943.28
15.2191,-11380.8291015625,346,156.6811,1730000,346,2323.54,1952.01
15.1342,-11400.3623046875,347,156.56,1735000,347,2321.29,1951.85
15.1417,-11376.794921875,348,156.5713,1740000,348,2314.23,1953.83
15.1993,-11391.6806640625,349,156.793,1745000,349,2300.33,1944.61
15.2186,-11408.927734375,350,156.6532,1750000,350,2322.4,1932.6
15.1513,-11451.318359375,351,156.5209,1755000,351,2313.1,1936.99
15.1419,-11452.626953125,352,156.6007,1760000,352,2296.35,1946.43
14.9831,-11441.326171875,353,156.745,1765000,353,2269.62,1910.22
15.1077,-11464.443359375,354,156.6547,1770000,354,2312.93,1940.16
15.1616,-11498.0361328125,355,156.5947,1775000,355,2319.43,1934.94
15.0185,-11456.5263671875,356,156.6928,1780000,356,2283.05,1929.96
15.1024,-11503.630859375,357,156.8212,1785000,357,2321.08,1930.49
14.86,-11515.4921875,358,156.7165,1790000,358,2288.85,1913.62
15.1015,-11536.4326171875,359,156.781,1795000,359,2307.56,1948.62
14.8316,-11540.9462890625,360,156.7359,1800000,360,2287.92,1921.92
14.8518,-11549.3544921875,361,156.7805,1805000,361,2266.29,1885.86
15.0175,-11583.796875,362,156.8112,1810000,362,2300.48,1932.78
14.9789,-11586.6923828125,363,156.7274,1815000,363,2288.39,1918.19
15.1122,-11615.150390625,364,156.8238,1820000,364,2279.28,1938.87
14.7563,-11663.287109375,365,156.7182,1825000,365,2265.49,1905.25
15.166,-11643.146484375,366,156.7167,1830000,366,2307.34,1946.93
14.9181,-11632.96875,367,156.692,1835000,367,2302.94,1915.66
14.859,-11673.5634765625,368,156.6478,1840000,368,2306.7,1943.25
14.8233,-11727.4794921875,369,156.7019,1845000,369,2290.59,1927.79
14.9866,-11713.9267578125,370,156.8239,1850000,370,2283.15,1924.93
14.7871,-11692.9248046875,371,156.8041,1855000,371,2266.63,1896.82
15.0865,-11750.1455078125,372,156.7985,1860000,372,2283.29,1944.69
14.986,-11799.0126953125,373,156.8623,1865000,373,2278.2,1921.88
14.9566,-11803.421875,374,156.7443,1870000,374,2303.58,1896.19
14.8365,-11816.7099609375,375,156.7607,1875000,375,2253.58,1892.22
14.8179,-11800.935546875,376,156.7467,1880000,376,2141.83,1826.72
14.7965,-11815.271484375,377,156.652,1885000,377,2247.93,1903.27
15.0096,-11877.439453125,378,156.5613,1890000,378,2304.51,1912.4
15.0436,-11837.3017578125,379,156.7368,1895000,379,2271.66,1932.1
15.0846,-11876.0419921875,380,156.6751,1900000,380,2275.83,1932.14
15.0654,-11865.873046875,381,156.8639,1905000,381,2220.77,1916.72
15.062,-11906.720703125,382,156.5797,1910000,382,2286.94,1920.3
14.9266,-11905.322265625,383,156.764,1915000,383,2268.12,1930.58
15.1153,-11927.89453125,384,156.8996,1920000,384,2208.06,1874.08
15.0883,-11999.1064453125,385,156.853,1925000,385,2263.68,1905.48
14.8535,-11956.06640625,386,156.6842,1930000,386,2151.79,1871.08
