Running Forward KL,Real Sto Return,Running Env Steps,Running Reverse KL,Running Update Time,Itration,Reward Loss,Real Det Return
68.0955,213.07,375000,29.7205,75,75,-1182.871337890625,620.47
68.6687,354.65,380000,29.7921,76,76,-1209.393798828125,890.71
68.7712,246.92,385000,29.3444,77,77,-1220.6259765625,939.28
70.2725,254.57,390000,30.0687,78,78,-1265.160400390625,665.08
63.7027,248.06,395000,28.2299,79,79,-1215.0838623046875,698.81
65.2093,215.44,400000,28.766,80,80,-1263.53271484375,818.16
67.5753,283.25,405000,29.3642,81,81,-1312.435791015625,720.52
69.0772,318.12,410000,30.0534,82,82,-1360.85546875,995.35
66.1809,244.31,415000,28.8534,83,83,-1352.892578125,736.12
71.604,251.78,420000,30.3736,84,84,-1431.671875,785.53
67.3605,281.33,425000,28.9015,85,85,-1410.748779296875,1005.2
65.7378,238.96,430000,28.0048,86,86,-1408.9627685546875,983.18
64.4448,288.81,435000,28.0167,87,87,-1401.7987060546875,924.1
66.6935,305.87,440000,28.8763,88,88,-1454.342041015625,979.54
65.3252,241.84,445000,28.6914,89,89,-1489.5677490234375,724.18
66.1111,339.22,450000,28.6221,90,90,-1523.8990478515625,1075.89
63.1104,350.55,455000,26.7896,91,91,-1508.1429443359375,444.69
68.8835,330.81,460000,29.6723,92,92,-1615.4759521484375,643.23
66.6143,336.08,465000,28.789,93,93,-1600.1671142578125,741.82
67.3222,257.33,470000,28.7669,94,94,-1654.47021484375,993.62
67.393,206.21,475000,29.6076,95,95,-1665.9849853515625,997.48
66.6893,341.92,480000,28.7019,96,96,-1689.7967529296875,884.93
66.052,351.24,485000,28.8149,97,97,-1688.2838134765625,1010.77
68.031,385.79,490000,29.8329,98,98,-1760.372802734375,1097.76
68.0367,408.5,495000,29.2722,99,99,-1797.8719482421875,755.37
66.486,314.07,500000,28.9699,100,100,-1788.7523193359375,958.82
72.5656,341.98,505000,30.5678,101,101,-1912.4281005859375,884.69
67.3199,294.21,510000,29.3129,102,102,-1874.012939453125,941.41
68.1475,321.38,515000,28.8343,103,103,-1911.27197265625,819.43
65.666,360.58,520000,28.3295,104,104,-1886.374755859375,1070.7
69.5558,361.9,525000,29.7499,105,105,-2007.15380859375,893.82
68.3055,310.52,530000,29.5743,106,106,-2000.2403564453125,1120.69
67.1618,398.95,535000,29.3997,107,107,-2030.078369140625,1153.27
69.0892,316.23,540000,29.672,108,108,-2077.87353515625,1183.59
67.1757,332.59,545000,28.8557,109,109,-2081.900146484375,1167.85
68.5234,371.71,550000,29.395,110,110,-2147.30908203125,1258.05
64.4838,451.02,555000,28.2272,111,111,-2033.72412109375,1063.22
64.7298,271.98,560000,27.3636,112,112,-2132.75439453125,1057.03
67.686,311.88,565000,29.1649,113,113,-2227.364990234375,1111.58
65.3295,382.71,570000,28.2543,114,114,-2174.089599609375,1361.63
67.0308,346.63,575000,28.4771,115,115,-2254.823486328125,1299.79
68.8423,270.34,580000,29.6231,116,116,-2343.862060546875,1204.02
66.2566,389.11,585000,29.4104,117,117,-2338.80224609375,1218.58
67.94,326.14,590000,29.2828,118,118,-2420.608154296875,1095.35
65.5313,416.29,595000,28.2662,119,119,-2392.9111328125,908.57
65.407,392.31,600000,28.5482,120,120,-2428.336669921875,1193.79
62.8556,362.89,605000,27.6476,121,121,-2361.768798828125,1108.88
64.7312,570.59,610000,28.4706,122,122,-2483.924072265625,1505.05
63.8129,553.44,615000,28.1123,123,123,-2492.53466796875,1215.92
64.7552,456.98,620000,27.9842,124,124,-2518.311767578125,1150.0
61.7021,512.6,625000,27.136,125,125,-2480.966552734375,928.05
64.0009,431.76,630000,28.3465,126,126,-2628.2421875,787.95
65.0567,378.61,635000,27.882,127,127,-2627.637939453125,1338.35
63.8153,421.42,640000,27.3491,128,128,-2631.630615234375,1148.87
63.2316,381.64,645000,27.6073,129,129,-2682.638916015625,1210.8
65.6167,364.0,650000,28.5797,130,130,-2799.745849609375,1233.83
65.3796,293.88,655000,27.8411,131,131,-2785.350830078125,889.78
64.11,491.56,660000,27.625,132,132,-2824.90966796875,1202.21
66.2495,356.45,665000,28.854,133,133,-2960.924072265625,1293.3
61.1924,505.87,670000,27.3787,134,134,-2748.126953125,1236.66
62.6732,363.53,675000,27.0222,135,135,-2904.7919921875,1033.97
67.7452,290.07,680000,28.7083,136,136,-3130.0361328125,910.38
65.3066,235.61,685000,27.4519,137,137,-3093.47998046875,957.61
62.0409,367.57,690000,26.4342,138,138,-3012.23828125,774.81
68.8881,417.98,695000,29.313,139,139,-3290.939453125,676.32
63.6855,400.21,700000,27.408,140,140,-3118.7666015625,1190.24
62.5715,327.01,705000,27.4451,141,141,-3144.08056640625,1047.95
62.47,440.78,710000,26.9444,142,142,-3104.869140625,810.76
64.8742,606.82,715000,28.4093,143,143,-3343.240234375,1016.59
60.0028,429.23,720000,25.8271,144,144,-3131.72705078125,1177.4
66.8182,342.55,725000,28.5076,145,145,-3508.838134765625,699.05
65.747,453.78,730000,28.1099,146,146,-3523.09033203125,819.33
64.9128,345.23,735000,27.8568,147,147,-3533.959228515625,835.37
63.5816,423.74,740000,27.9671,148,148,-3524.13623046875,1148.75
62.5874,450.15,745000,27.8237,149,149,-3507.65185546875,1006.08
66.3958,396.1,750000,28.4487,150,150,-3719.035888671875,851.5
61.5216,546.55,755000,27.4314,151,151,-3535.1181640625,1311.09
61.7517,539.06,760000,26.3329,152,152,-3647.393310546875,1123.98
63.6142,305.86,765000,27.581,153,153,-3791.291015625,710.31
65.6046,421.22,770000,27.8722,154,154,-3899.09619140625,850.45
64.1543,288.26,775000,27.8326,155,155,-3904.53515625,914.67
66.3752,317.55,780000,28.387,156,156,-4050.783203125,878.85
64.2266,510.55,785000,28.7175,157,157,-3972.231689453125,1073.13
64.256,345.3,790000,27.7258,158,158,-3927.55908203125,1210.26
61.4285,315.45,795000,26.584,159,159,-3986.111328125,909.89
68.599,262.57,800000,29.0404,160,160,-4393.7119140625,967.26
65.0253,307.44,805000,27.8018,161,161,-4294.02294921875,747.68
66.7567,341.87,810000,28.5542,162,162,-4397.35400390625,772.21
63.8947,443.91,815000,28.3734,163,163,-4342.06396484375,1086.65
63.9154,370.14,820000,27.5342,164,164,-4349.26806640625,917.68
65.9365,352.06,825000,27.9338,165,165,-4569.041015625,756.56
66.8335,354.51,830000,28.3518,166,166,-4633.2734375,841.59
67.2872,389.06,835000,29.1577,167,167,-4722.2431640625,889.1
60.4236,322.87,840000,25.4212,168,168,-4330.34326171875,956.15
68.0157,288.08,845000,28.9988,169,169,-4950.28662109375,746.92
59.6994,543.64,850000,25.9428,170,170,-4279.2353515625,956.5
65.2311,550.46,855000,28.4145,171,171,-4851.35546875,1306.03
64.8967,424.4,860000,27.9482,172,172,-4916.8740234375,1055.44
64.3256,403.16,865000,27.0502,173,173,-4886.9619140625,1106.58
61.1938,462.52,870000,26.4009,174,174,-4783.7109375,954.05
59.5856,429.92,875000,26.086,175,175,-4703.59521484375,1038.88
66.1289,389.22,880000,28.3036,176,176,-5170.7607421875,889.62
63.378,418.29,885000,27.705,177,177,-5023.88818359375,1192.95
60.2075,678.62,890000,26.3502,178,178,-4905.564453125,1131.56
63.2127,498.18,895000,27.6676,179,179,-5200.06640625,1020.6
64.0327,339.2,900000,27.7704,180,180,-5405.39892578125,886.7
65.2524,329.52,905000,28.5567,181,181,-5542.68408203125,746.99
63.6078,296.02,910000,26.8372,182,182,-5537.16455078125,942.76
64.2873,343.32,915000,27.4627,183,183,-5615.5693359375,1113.73
61.427,449.16,920000,26.2754,184,184,-5383.77294921875,1081.03
62.5094,463.02,925000,26.8527,185,185,-5504.47265625,1277.88
63.6318,453.33,930000,27.8515,186,186,-5716.32080078125,1148.92
62.4415,481.05,935000,26.6232,187,187,-5698.35791015625,1436.16
63.6517,407.88,940000,28.3319,188,188,-5990.97705078125,789.26
66.3675,438.15,945000,28.4006,189,189,-6150.8828125,839.38
63.3931,432.39,950000,27.4753,190,190,-6056.91015625,890.87
65.0817,422.97,955000,28.5079,191,191,-6171.23046875,1247.37
67.8422,372.34,960000,28.3418,192,192,-6427.2197265625,608.08
61.5005,348.29,965000,25.9839,193,193,-6097.68310546875,584.67
62.381,383.18,970000,26.9133,194,194,-6246.41015625,957.49
69.2741,319.42,975000,29.3113,195,195,-6627.80126953125,822.92
66.2888,458.31,980000,29.0616,196,196,-6686.07421875,1114.0
65.6548,417.21,985000,28.3842,197,197,-6693.833984375,673.97
60.0026,527.74,990000,26.3537,198,198,-6170.04638671875,1112.84
62.0367,404.56,995000,27.0309,199,199,-6488.77392578125,1261.76
61.7012,284.03,1000000,26.254,200,200,-6606.173828125,818.87
62.9249,521.97,1005000,26.7058,201,201,-6837.40771484375,1178.21
61.5972,458.4,1010000,26.9652,202,202,-6820.6875,1139.51
61.5804,458.47,1015000,26.9834,203,203,-6801.8916015625,1046.49
62.3053,438.25,1020000,26.9374,204,204,-6923.16259765625,1233.68
66.1417,321.16,1025000,27.9435,205,205,-7356.03515625,818.91
62.4744,476.62,1030000,27.332,206,206,-7189.89404296875,936.99
62.5826,393.98,1035000,26.4673,207,207,-7207.962890625,1015.72
63.0049,500.79,1040000,27.3243,208,208,-7235.166015625,1179.86
60.8218,491.53,1045000,26.0674,209,209,-7047.48193359375,1146.63
62.9017,640.53,1050000,27.0296,210,210,-7407.65625,1067.98
58.1763,701.33,1055000,25.3979,211,211,-6713.65673828125,1503.28
62.6669,535.92,1060000,27.0681,212,212,-7680.509765625,1151.7
62.3732,469.44,1065000,27.3707,213,213,-7687.9541015625,1341.38
64.6797,421.06,1070000,27.9571,214,214,-7953.984375,1188.98
66.1658,248.81,1075000,28.4714,215,215,-8218.2353515625,870.35
62.514,374.27,1080000,26.6411,216,216,-8012.46728515625,1141.29
58.9699,374.17,1085000,25.0471,217,217,-7477.71630859375,1007.16
58.8617,426.46,1090000,24.7291,218,218,-7417.3212890625,939.32
63.1315,323.83,1095000,26.6174,219,219,-8090.095703125,745.01
62.9464,229.33,1100000,26.8007,220,220,-8375.8662109375,803.43
62.1107,419.92,1105000,27.2713,221,221,-8214.6005859375,902.86
62.8176,399.29,1110000,26.2092,222,222,-8317.3798828125,898.54
59.4407,393.56,1115000,24.9586,223,223,-7851.14404296875,968.37
65.0595,462.48,1120000,28.1519,224,224,-8783.72265625,1075.75
67.2204,490.66,1125000,28.3564,225,225,-9085.4501953125,957.27
65.1302,314.25,1130000,27.3386,226,226,-8789.369140625,763.48
67.9986,238.29,1135000,28.5514,227,227,-9326.3203125,798.35
69.0544,307.76,1140000,28.8512,228,228,-9431.4375,847.71
64.2311,407.53,1145000,27.2436,229,229,-9101.3173828125,914.71
64.7856,291.22,1150000,27.8378,230,230,-9325.3720703125,1021.83
64.2946,331.22,1155000,27.7408,231,231,-9148.298828125,731.17
66.4741,335.52,1160000,28.5392,232,232,-9570.5517578125,711.59
62.0594,315.97,1165000,26.8407,233,233,-9175.1025390625,933.47
66.9504,450.52,1170000,28.9619,234,234,-9720.0859375,1015.29
63.1528,329.38,1175000,27.4115,235,235,-9354.025390625,888.86
64.5439,316.74,1180000,27.93,236,236,-9582.890625,832.58
61.1874,378.92,1185000,26.7819,237,237,-9034.2041015625,1230.61
63.8674,423.16,1190000,28.0851,238,238,-9384.90625,1158.37
66.0631,342.43,1195000,28.1036,239,239,-9917.333984375,1077.02
67.4432,348.42,1200000,28.3446,240,240,-10217.0205078125,953.37
68.4135,332.5,1205000,29.1049,241,241,-10364.0625,619.99
66.9351,385.32,1210000,27.4565,242,242,-10167.6044921875,745.25
63.2581,412.86,1215000,26.8717,243,243,-9889.505859375,811.72
64.4731,316.98,1220000,27.2132,244,244,-9913.8671875,798.19
62.4146,509.63,1225000,26.8967,245,245,-9623.8720703125,1121.57
64.4479,428.95,1230000,28.3111,246,246,-10072.72265625,1054.11
67.7042,383.41,1235000,28.8401,247,247,-10669.0205078125,673.25
66.8669,466.25,1240000,28.7581,248,248,-10563.171875,821.96
68.3421,292.49,1245000,29.0434,249,249,-10882.806640625,685.24
65.9323,269.94,1250000,28.5725,250,250,-10679.0068359375,833.9
67.3934,412.82,1255000,29.1552,251,251,-10792.8896484375,944.97
66.9875,328.49,1260000,28.5671,252,252,-10870.4091796875,937.61
66.323,292.81,1265000,28.5172,253,253,-10913.341796875,943.27
70.4902,271.35,1270000,29.4249,254,254,-11330.5166015625,855.52
69.3838,285.21,1275000,28.8888,255,255,-11440.0869140625,884.33
68.2432,255.27,1280000,29.3575,256,256,-11345.7783203125,782.21
65.4559,338.7,1285000,28.3368,257,257,-10971.62890625,782.41
65.3882,317.29,1290000,27.6602,258,258,-10960.3369140625,935.6
68.7127,335.07,1295000,29.0993,259,259,-11570.421875,844.09
67.2482,347.68,1300000,28.7353,260,260,-11414.59375,870.57
68.5766,281.14,1305000,29.4677,261,261,-11652.2734375,784.13
67.3691,296.96,1310000,28.2169,262,262,-11589.455078125,859.32
68.83,316.91,1315000,29.3317,263,263,-11750.2255859375,776.63
69.3939,295.68,1320000,29.4496,264,264,-11924.9404296875,944.66
67.9885,294.0,1325000,28.3412,265,265,-11864.0712890625,838.47
64.7022,230.44,1330000,27.5433,266,266,-11474.349609375,651.22
65.3713,304.63,1335000,27.4736,267,267,-11548.4716796875,1070.45
68.2537,274.72,1340000,28.3142,268,268,-12017.4140625,728.27
64.6203,268.63,1345000,27.5571,269,269,-11660.357421875,877.53
66.1026,298.79,1350000,28.2165,270,270,-12014.2353515625,929.31
64.418,280.33,1355000,26.9926,271,271,-11597.8798828125,952.31
66.8429,271.6,1360000,28.2725,272,272,-12125.849609375,820.72
70.0429,298.44,1365000,29.3614,273,273,-12514.8388671875,797.0
66.0997,341.09,1370000,28.299,274,274,-12163.40625,670.05
64.5229,266.69,1375000,27.327,275,275,-11718.8623046875,980.34
69.2517,371.81,1380000,29.6247,276,276,-12618.7421875,857.66
68.9424,307.37,1385000,29.2577,277,277,-12674.3896484375,709.93
68.8369,306.9,1390000,29.1142,278,278,-12820.07421875,780.37
65.5319,293.49,1395000,28.1666,279,279,-12458.2138671875,673.75
68.1909,326.57,1400000,28.9985,280,280,-12798.27734375,785.48
64.6968,382.71,1405000,27.7252,281,281,-12321.2353515625,1180.81
64.64,420.52,1410000,27.7035,282,282,-12353.140625,943.91
63.4885,377.9,1415000,27.0733,283,283,-12042.6689453125,976.14
64.6071,354.33,1420000,28.2692,284,284,-12499.62109375,1046.41
69.1465,290.1,1425000,29.2742,285,285,-13268.37109375,738.58
68.1723,344.24,1430000,28.818,286,286,-13193.314453125,830.75
66.7385,363.53,1435000,28.5509,287,287,-13003.8857421875,792.58
69.4066,267.85,1440000,29.1937,288,288,-13374.44140625,927.44
66.2572,333.08,1445000,28.6628,289,289,-13152.0595703125,957.85
67.165,334.93,1450000,28.8327,290,290,-13343.7822265625,775.53
66.1783,277.32,1455000,28.2891,291,291,-13473.154296875,732.2
65.6528,335.72,1460000,28.1951,292,292,-13235.7177734375,708.63
69.9168,315.97,1465000,29.4153,293,293,-13950.421875,768.42
67.7972,261.07,1470000,28.7149,294,294,-13760.1376953125,896.31
66.0479,219.18,1475000,28.2948,295,295,-13636.7705078125,743.2
65.3171,285.03,1480000,28.02,296,296,-13757.861328125,701.08
67.1708,289.12,1485000,28.7975,297,297,-14136.94921875,760.07
65.5155,299.02,1490000,27.6825,298,298,-13798.7919921875,721.68
68.7928,355.38,1495000,29.2631,299,299,-14250.173828125,654.74
62.7061,365.29,1500000,26.4695,300,300,-13159.373046875,926.52
66.2924,299.67,1505000,28.0907,301,301,-13835.79296875,812.29
67.6234,247.45,1510000,29.1249,302,302,-14399.3486328125,622.28
67.7931,290.76,1515000,28.9647,303,303,-14401.2490234375,641.71
66.2745,242.26,1520000,27.7112,304,304,-14249.2958984375,643.2
69.7594,273.32,1525000,29.7517,305,305,-14852.35546875,734.15
70.5387,317.11,1530000,29.3226,306,306,-14850.0673828125,884.27
66.4367,301.37,1535000,27.9124,307,307,-14222.970703125,692.3
67.7482,234.54,1540000,28.956,308,308,-14688.646484375,921.99
65.8913,297.64,1545000,28.1389,309,309,-14671.3037109375,807.2
70.0403,282.16,1550000,28.845,310,310,-15198.08203125,730.06
67.9189,234.33,1555000,28.2304,311,311,-15027.3701171875,781.93
68.7088,214.4,1560000,28.423,312,312,-15217.431640625,633.26
67.0931,280.15,1565000,28.3994,313,313,-15192.7666015625,727.64
68.1642,280.19,1570000,28.7906,314,314,-15268.6611328125,862.65
67.7883,369.8,1575000,28.5828,315,315,-15080.98828125,864.85
66.5457,300.81,1580000,28.6632,316,316,-15132.732421875,645.86
66.9283,235.7,1585000,28.2828,317,317,-15257.3193359375,728.53
69.0807,297.52,1590000,29.2197,318,318,-15798.845703125,852.71
67.026,254.03,1595000,29.0759,319,319,-15444.0654296875,871.58
63.4663,306.67,1600000,26.7667,320,320,-14930.7744140625,736.43
65.6418,241.43,1605000,27.768,321,321,-15778.86328125,821.58
69.901,229.32,1610000,29.0477,322,322,-15947.7734375,647.53
66.8855,249.19,1615000,28.5607,323,323,-15853.6015625,721.78
69.6167,295.98,1620000,29.6377,324,324,-16315.9677734375,764.09
68.864,317.23,1625000,29.4357,325,325,-16217.1689453125,724.33
69.7382,315.77,1630000,28.8914,326,326,-16091.0361328125,940.14
68.0664,356.02,1635000,28.772,327,327,-16480.1015625,825.0
66.3429,327.31,1640000,28.52,328,328,-16047.21484375,817.74
64.3723,339.68,1645000,27.5061,329,329,-15812.26953125,915.49
65.489,390.89,1650000,28.0914,330,330,-16017.6162109375,1048.52
67.6949,333.24,1655000,29.2747,331,331,-16569.650390625,952.55
62.0319,288.56,1660000,26.8386,332,332,-15216.009765625,993.11
66.8654,389.94,1665000,28.0698,333,333,-16357.5322265625,1166.79
67.8209,416.1,1670000,28.7696,334,334,-16687.380859375,965.84
67.8437,346.34,1675000,29.1517,335,335,-16596.244140625,938.56
66.1655,440.35,1680000,28.7374,336,336,-16750.392578125,980.3
64.0619,427.12,1685000,27.6281,337,337,-16153.3408203125,804.03
64.1941,387.99,1690000,27.7805,338,338,-16078.943359375,853.85
67.3053,419.22,1695000,28.3378,339,339,-16646.208984375,916.14
68.092,416.47,1700000,28.9058,340,340,-17026.5,709.8
66.7226,297.11,1705000,28.5035,341,341,-16742.46484375,987.39
67.6434,413.95,1710000,28.822,342,342,-16945.234375,926.85
66.1236,347.64,1715000,27.9847,343,343,-16678.37109375,967.53
63.2674,428.27,1720000,27.2828,344,344,-15925.861328125,1103.98
65.3773,358.65,1725000,28.0689,345,345,-16752.890625,1154.97
66.1792,468.19,1730000,28.2504,346,346,-16888.603515625,962.04
67.6724,336.41,1735000,28.4631,347,347,-17146.365234375,1097.89
64.2624,431.54,1740000,27.7755,348,348,-16728.3359375,942.64
65.3733,482.97,1745000,28.2681,349,349,-16837.583984375,1101.44
69.7486,378.42,1750000,29.4217,350,350,-17817.291015625,1129.53
70.8023,370.84,1755000,29.9045,351,351,-18105.6875,1034.82
64.1614,491.96,1760000,27.3314,352,352,-16492.19140625,1082.48
68.2032,372.04,1765000,29.4521,353,353,-17623.095703125,1046.01
66.315,315.51,1770000,28.2174,354,354,-17356.58984375,786.48
67.6442,413.0,1775000,28.6784,355,355,-17653.041015625,944.28
62.3989,411.33,1780000,26.9131,356,356,-16371.1796875,945.38
69.101,295.87,1785000,29.2706,357,357,-18010.802734375,899.64
65.8123,335.48,1790000,28.1315,358,358,-17244.865234375,952.48
66.2135,371.18,1795000,28.5956,359,359,-17575.65625,910.6
65.6941,325.86,1800000,27.8753,360,360,-17566.287109375,729.49
66.8499,431.19,1805000,28.6308,361,361,-17868.216796875,1087.68
64.9341,314.89,1810000,28.5886,362,362,-17473.232421875,1010.54
66.5457,430.21,1815000,28.664,363,363,-17693.15234375,967.1
65.1097,398.51,1820000,28.1995,364,364,-17220.072265625,1173.28
64.6151,464.84,1825000,27.9956,365,365,-17267.896484375,1089.61
65.8205,469.22,1830000,27.9942,366,366,-17636.146484375,1001.15
67.0287,382.96,1835000,28.8562,367,367,-17936.580078125,859.13
65.3561,498.4,1840000,27.8948,368,368,-17392.5859375,1037.79
69.0785,386.51,1845000,29.3518,369,369,-18147.287109375,961.04
66.9631,310.53,1850000,28.9272,370,370,-17735.515625,962.0
67.6061,331.84,1855000,29.2561,371,371,-17986.271484375,826.41
67.9257,383.19,1860000,29.0188,372,372,-18117.587890625,801.0
68.9486,387.36,1865000,29.0768,373,373,-18211.296875,796.82
66.9173,331.51,1870000,28.3586,374,374,-17962.4609375,773.54
68.375,330.76,1875000,28.8504,375,375,-18130.626953125,970.25
65.3401,360.95,1880000,27.9642,376,376,-17846.443359375,810.77
68.9044,456.52,1885000,29.4409,377,377,-18375.45703125,829.31
67.8279,364.88,1890000,28.8772,378,378,-18284.328125,867.41
68.1204,415.2,1895000,29.3346,379,379,-18385.826171875,925.67
67.8863,441.39,1900000,29.1644,380,380,-18282.08984375,989.42
66.3173,387.86,1905000,29.1091,381,381,-18154.80859375,894.84
67.7091,339.63,1910000,29.2923,382,382,-18188.525390625,913.46
65.7428,412.01,1915000,28.7574,383,383,-18044.703125,1038.41
69.2658,408.09,1920000,29.3212,384,384,-18567.65234375,1031.15
67.0947,354.07,1925000,28.8787,385,385,-18263.74609375,952.34
66.377,378.31,1930000,28.7254,386,386,-18248.890625,960.38
67.141,327.72,1935000,28.6573,387,387,-18339.041015625,851.9
67.2715,425.63,1940000,29.342,388,388,-18241.55859375,979.31
70.2707,400.19,1945000,29.7852,389,389,-18670.07421875,969.45
69.7004,356.26,1950000,30.3443,390,390,-18760.41796875,948.01
68.7726,336.77,1955000,29.4669,391,391,-18681.30859375,1042.36
69.4582,411.49,1960000,29.8018,392,392,-18739.478515625,941.85
65.709,482.65,1965000,28.7852,393,393,-17842.3984375,1098.24
69.5825,412.45,1970000,29.7451,394,394,-18724.140625,1015.4
68.0468,378.31,1975000,28.8301,395,395,-18535.080078125,920.64
67.8297,394.75,1980000,29.4534,396,396,-18598.423828125,907.77
67.636,360.21,1985000,29.1188,397,397,-18534.365234375,1016.47
67.9057,366.37,1990000,29.4822,398,398,-18602.115234375,997.66
67.9288,293.6,1995000,29.5001,399,399,-18379.615234375,1102.33
70.0987,381.54,2000000,29.7374,400,400,-18871.03515625,868.56
65.9683,306.2,2005000,28.5602,401,401,-18181.55859375,885.56
67.7052,316.68,2010000,29.3053,402,402,-18564.41015625,937.15
66.6685,295.96,2015000,29.1765,403,403,-18255.443359375,1071.25
68.8913,317.71,2020000,29.4148,404,404,-18562.154296875,973.55
69.3618,364.78,2025000,29.202,405,405,-18753.82421875,1016.9
