Itration,Running Reverse KL,Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps
386,18.0597,12084.84,141.6566,-32055.048828125,12385.06,386,1930000
387,17.6113,11786.0,141.58,-33643.69140625,12087.31,387,1935000
388,18.0557,11947.11,141.7645,-33862.546875,12200.42,388,1940000
389,17.7432,12023.9,141.6262,-33375.953125,12347.91,389,1945000
390,18.4354,11978.11,141.9287,-33135.80859375,12383.35,390,1950000
391,17.8353,11927.28,141.4902,-33688.32421875,12008.24,391,1955000
392,18.4588,12032.07,139.5913,-33387.0625,12568.2,392,1960000
393,18.0722,11420.97,142.098,-33446.1953125,12256.83,393,1965000
394,17.663,10909.33,142.5695,-33816.3203125,11563.69,394,1970000
395,18.7634,11852.43,141.9313,-34353.76171875,12460.98,395,1975000
396,17.806,12103.2,140.9353,-34059.40625,12458.94,396,1980000
397,18.4467,12153.97,141.5252,-34090.34375,12595.13,397,1985000
398,18.0861,12086.12,141.8202,-33641.16015625,12533.53,398,1990000
399,18.8368,11916.2,142.9001,-33950.09765625,12195.66,399,1995000
400,17.0936,12086.42,141.5048,-34147.44140625,12387.64,400,2000000
401,18.7779,12042.58,142.3733,-34516.0703125,12464.71,401,2005000
402,18.4914,12087.59,141.352,-34373.26953125,12448.66,402,2010000
403,17.8069,12190.37,140.9771,-34133.07421875,12608.06,403,2015000
404,18.226,12022.17,140.5272,-32937.234375,12229.41,404,2020000
405,18.5569,12292.37,141.7266,-34548.47265625,12677.35,405,2025000
406,18.6517,12184.82,141.8192,-34941.859375,12546.25,406,2030000
407,18.4121,12275.07,141.1296,-34522.93359375,12757.22,407,2035000
408,18.7661,12027.36,141.6837,-34634.07421875,12242.62,408,2040000
409,19.2293,12089.25,141.5052,-35046.21484375,12467.07,409,2045000
410,18.5337,12136.53,141.7275,-35768.48828125,12426.3,410,2050000
411,19.5658,12428.35,140.9889,-35474.15625,12836.78,411,2055000
412,19.1033,12278.5,140.6345,-36284.84765625,12581.81,412,2060000
413,18.0357,12093.76,141.2359,-35292.8203125,12442.68,413,2065000
414,19.0986,11752.43,141.0682,-35199.890625,12678.95,414,2070000
415,19.3314,12268.62,141.5182,-34802.67578125,12708.96,415,2075000
416,18.8314,12274.66,140.8395,-35022.33984375,12704.64,416,2080000
417,19.5288,12378.67,140.7465,-34851.5546875,12840.0,417,2085000
418,19.2404,12326.14,140.1411,-34960.53125,12676.28,418,2090000
419,18.997,12269.77,141.1311,-36542.65625,12827.16,419,2095000
420,18.8473,12022.77,140.5069,-35934.51171875,12832.03,420,2100000
421,18.0403,11788.57,139.3431,-35877.31640625,12849.41,421,2105000
422,19.3368,12356.93,141.143,-35725.2890625,12878.86,422,2110000
423,19.8985,12447.04,141.1867,-37103.26953125,12854.5,423,2115000
424,19.7912,12242.46,141.6322,-36632.828125,12726.44,424,2120000
425,18.8927,11539.06,141.6077,-35872.8125,12435.2,425,2125000
426,19.1645,11784.61,141.2235,-37469.9375,11960.38,426,2130000
427,17.6828,12308.53,140.149,-36310.01953125,12729.73,427,2135000
428,18.186,12310.37,140.8438,-35497.55078125,12814.33,428,2140000
429,19.13,12367.59,141.072,-35539.4765625,12703.27,429,2145000
430,19.2418,12327.03,140.9145,-36176.21875,12723.43,430,2150000
431,18.7983,12145.23,142.6087,-37384.1796875,12405.64,431,2155000
432,19.4302,12153.3,140.2483,-36450.734375,12033.04,432,2160000
433,18.3265,11877.38,140.6002,-36110.9609375,12918.74,433,2165000
434,17.5015,11654.91,140.2732,-36878.375,12680.39,434,2170000
435,19.7673,12424.26,141.635,-37362.91015625,12781.26,435,2175000
436,19.4755,12495.53,140.4396,-37148.5546875,12838.23,436,2180000
437,19.3585,12460.47,139.9432,-38627.09765625,12801.49,437,2185000
438,19.7437,12111.28,141.3128,-37291.64453125,12573.63,438,2190000
439,19.8911,12216.62,139.8905,-37560.8359375,12869.37,439,2195000
440,20.0168,12385.97,139.9729,-37744.6171875,12789.44,440,2200000
441,19.3506,12290.33,139.3206,-37117.546875,12930.81,441,2205000
442,19.309,12389.67,139.675,-37660.0546875,12796.22,442,2210000
443,19.7646,11611.7,138.9202,-37712.3046875,12964.66,443,2215000
444,18.021,12052.61,140.9116,-37863.046875,12861.35,444,2220000
445,18.3015,12277.83,142.0293,-38749.62890625,12788.32,445,2225000
446,19.6708,12519.15,139.6517,-37066.81640625,12991.06,446,2230000
447,18.9703,12497.45,139.6275,-38455.7890625,12764.97,447,2235000
448,19.7564,12516.71,140.1276,-39825.7578125,12503.5,448,2240000
449,20.0246,12537.37,139.4952,-38512.73828125,12475.16,449,2245000
450,18.5425,10524.27,140.2855,-37328.05859375,12009.34,450,2250000
451,15.5859,7657.95,141.9645,-37064.4765625,8935.21,451,2255000
452,13.5544,6459.42,141.7504,-35716.671875,7267.48,452,2260000
453,12.3738,3865.55,143.4673,-33690.55859375,5034.54,453,2265000
454,14.379,8443.01,142.3767,-35985.13671875,11727.75,454,2270000
455,13.2631,5269.2,141.6,-35277.65234375,9411.46,455,2275000
456,19.7556,11853.63,141.8937,-39062.52734375,12439.68,456,2280000
457,16.8762,9641.18,141.9472,-38255.33984375,12052.33,457,2285000
458,19.7813,12141.18,141.9803,-39742.4609375,12477.5,458,2290000
459,19.0119,11872.42,141.6604,-38790.09765625,12300.21,459,2295000
460,19.0229,10680.03,141.6215,-40650.578125,12518.91,460,2300000
461,20.4043,12292.06,141.049,-40611.84375,12890.29,461,2305000
462,15.9231,12092.8,140.1632,-36313.5546875,12505.87,462,2310000
463,20.2482,12368.66,142.1683,-42066.0234375,12794.1,463,2315000
464,20.4227,12226.31,142.2018,-41472.76953125,12612.34,464,2320000
465,18.4869,10630.43,140.7716,-40500.296875,12940.61,465,2325000
466,20.7093,12441.7,141.8117,-41547.2890625,12781.3,466,2330000
467,19.789,12455.05,140.1636,-39833.52734375,12896.43,467,2335000
468,20.6116,11836.65,140.4526,-41465.59375,12826.18,468,2340000
469,19.4816,12262.2,140.7998,-40373.35546875,12833.17,469,2345000
470,19.552,12458.25,141.2464,-42441.67578125,12658.35,470,2350000
471,18.5303,10274.73,141.3715,-40471.3671875,12952.66,471,2355000
472,20.5967,12264.56,141.4699,-41672.859375,12689.31,472,2360000
473,20.5049,12376.93,141.8772,-42581.1171875,12809.14,473,2365000
474,20.821,10943.06,141.7121,-42582.19140625,12819.7,474,2370000
475,20.3417,12565.77,141.0014,-42033.5703125,13076.63,475,2375000
476,19.7076,12446.5,140.4514,-41432.046875,12786.32,476,2380000
477,20.8032,12483.19,141.2242,-42271.7109375,12908.36,477,2385000
478,20.5329,11883.2,140.4759,-42586.6171875,12948.17,478,2390000
479,18.3987,10629.99,142.7001,-41238.984375,12100.83,479,2395000
480,20.6591,12376.4,141.2942,-42640.6796875,12795.94,480,2400000
481,20.407,12236.08,140.8524,-43068.9296875,12689.42,481,2405000
482,21.6004,11887.78,141.1381,-44016.78125,12714.11,482,2410000
483,19.8889,12146.11,141.6893,-44023.625,12615.16,483,2415000
484,21.2256,11895.12,142.429,-44050.0859375,12685.92,484,2420000
485,20.4798,12334.69,141.5207,-43127.05859375,12756.1,485,2425000
486,20.82,12017.38,141.9083,-43721.84765625,12851.98,486,2430000
487,19.4477,12347.98,140.8255,-42597.35546875,12682.8,487,2435000
488,19.2808,11670.2,140.6517,-42604.078125,12476.0,488,2440000
489,18.4666,12005.83,138.8927,-40187.609375,12695.35,489,2445000
490,19.4741,11876.85,141.0956,-44184.7734375,12697.01,490,2450000
491,19.7481,11647.53,141.2818,-43692.828125,12521.66,491,2455000
492,20.5208,12287.42,139.7953,-42048.43359375,12804.51,492,2460000
493,19.6456,12158.65,141.4805,-43582.703125,12399.97,493,2465000
494,18.904,12147.21,140.8802,-42995.13671875,12473.58,494,2470000
495,19.3402,11886.09,142.034,-43471.89453125,12581.58,495,2475000
496,19.1783,12187.75,140.9016,-43497.13671875,12568.78,496,2480000
497,19.8568,12195.3,140.7298,-43726.38671875,12882.95,497,2485000
498,19.8982,12344.09,139.7578,-43973.578125,12723.77,498,2490000
499,19.714,12103.02,139.7474,-43823.5625,12871.81,499,2495000
500,19.6993,12348.95,140.1655,-43992.6328125,12607.7,500,2500000
501,20.6861,12450.43,141.5718,-44234.7109375,12938.24,501,2505000
502,19.686,11721.73,140.6227,-44190.625,12465.92,502,2510000
503,20.1622,11168.42,141.0373,-44421.87109375,12314.34,503,2515000
504,20.3699,12181.31,140.8063,-44754.69140625,12772.29,504,2520000
505,20.2418,11697.98,141.7539,-43518.12890625,12737.31,505,2525000
506,19.4279,11795.32,140.8439,-42736.01953125,12638.39,506,2530000
507,20.2782,12253.04,141.1726,-44032.05078125,12572.19,507,2535000
508,18.0877,11954.86,140.9911,-42821.73828125,12486.27,508,2540000
509,18.7701,12232.13,140.0985,-45248.73828125,12612.42,509,2545000
510,20.0868,12268.35,140.7257,-43677.89453125,12766.65,510,2550000
511,18.8199,12274.65,140.8821,-42924.3125,12601.17,511,2555000
512,20.0564,11661.35,141.5559,-43822.87890625,12858.67,512,2560000
513,17.6646,11485.76,142.2978,-42890.03515625,12533.74,513,2565000
514,19.9666,12243.76,141.0719,-44734.2578125,12877.73,514,2570000
515,19.1271,11878.18,140.8513,-43603.921875,12807.89,515,2575000
516,19.1927,11928.98,141.1533,-44087.921875,12818.09,516,2580000
517,17.4514,11839.71,140.9062,-41993.2265625,12674.75,517,2585000
518,18.9155,12177.72,140.4556,-44500.9921875,12509.91,518,2590000
519,18.7496,11414.65,141.7487,-44843.359375,11314.01,519,2595000
520,19.2487,12216.06,140.86,-44783.5234375,12880.22,520,2600000
521,19.7017,11586.48,141.1044,-45426.60546875,11832.07,521,2605000
522,20.281,12467.87,140.9838,-44910.109375,12773.29,522,2610000
523,20.9279,12321.59,141.5436,-46749.80859375,12915.16,523,2615000
524,19.9264,12114.7,141.5147,-44137.41015625,12771.67,524,2620000
525,19.1817,12065.68,140.6038,-45939.50390625,12748.39,525,2625000
526,20.3859,12047.28,140.9084,-46128.08984375,12859.16,526,2630000
527,19.3877,12235.45,141.8515,-45758.4296875,12669.78,527,2635000
528,19.6824,11864.15,142.078,-46652.98828125,12666.26,528,2640000
529,19.16,11516.97,140.6204,-44990.19921875,12386.25,529,2645000
530,18.8847,12209.63,140.556,-45648.0234375,12728.34,530,2650000
531,17.4685,11279.25,139.9704,-43490.2265625,12741.91,531,2655000
532,17.4474,12056.79,140.7893,-45456.66015625,12796.35,532,2660000
533,19.6076,11699.42,140.9128,-46844.77734375,12051.93,533,2665000
534,19.7189,12271.94,141.5561,-45899.7109375,12837.7,534,2670000
535,19.1272,10755.93,141.6707,-47214.9453125,12474.86,535,2675000
536,18.4299,10642.65,141.3792,-46381.87109375,12690.53,536,2680000
537,19.6631,12236.42,140.6225,-47416.06640625,12840.45,537,2685000
538,19.3423,12193.39,140.3873,-46770.2421875,12587.34,538,2690000
539,19.935,11592.53,141.0068,-46864.28125,12487.25,539,2695000
540,19.998,11471.87,140.7553,-45989.6796875,12598.34,540,2700000
541,18.6606,12154.21,140.8231,-46688.5625,12546.75,541,2705000
542,19.2336,12226.22,140.8109,-46922.6484375,12331.74,542,2710000
543,19.3843,12156.35,139.8385,-47775.70703125,12661.41,543,2715000
544,19.7188,12094.35,141.1151,-46371.72265625,12293.24,544,2720000
545,18.7685,12057.05,141.8018,-45000.48046875,12304.82,545,2725000
546,20.7188,12214.86,142.5113,-47084.73828125,12530.94,546,2730000
547,152.406,-592.03,162.3599,-23440.23046875,-592.04,547,2735000
548,58.8984,-597.05,159.818,-25772.123046875,-609.26,548,2740000
549,33.612,-908.14,158.4473,-33169.53125,-943.76,549,2745000
550,30.2068,-214.67,157.6537,-31030.8125,-239.68,550,2750000
551,19.5691,-519.37,158.1693,-31470.359375,-442.83,551,2755000
552,51.7632,-1.08,155.9155,-26929.318359375,154.41,552,2760000
553,30.9189,880.82,149.177,-29981.607421875,1026.65,553,2765000
554,38.2477,193.65,150.9154,-29654.55859375,278.18,554,2770000
555,32.1802,1225.56,149.9036,-30847.978515625,1527.34,555,2775000
556,19.8172,2890.97,146.5654,-34662.359375,4730.91,556,2780000
557,19.7031,2299.65,145.3983,-32707.25390625,3176.76,557,2785000
558,20.6537,5550.39,144.6745,-34392.02734375,5297.63,558,2790000
559,20.844,2502.3,146.1044,-36840.328125,3552.23,559,2795000
560,18.8664,2070.91,149.4534,-42446.01171875,2115.46,560,2800000
561,26.6562,668.74,154.6852,-36413.95703125,746.07,561,2805000
562,21.6197,1885.33,145.5331,-34526.95703125,1473.86,562,2810000
563,20.0948,3904.15,146.0962,-35570.609375,5514.15,563,2815000
564,17.3258,7079.96,144.9567,-40157.1796875,4984.51,564,2820000
565,17.7232,6674.71,144.9848,-39055.96875,6910.69,565,2825000
566,17.3508,8332.64,142.8727,-41965.48828125,7173.6,566,2830000
567,16.8548,8648.79,142.6278,-42852.05859375,7730.38,567,2835000
568,18.9944,9155.28,141.3786,-45587.6640625,10884.86,568,2840000
569,19.7493,8440.78,142.4663,-45525.92578125,10773.17,569,2845000
570,19.9696,10028.89,143.1504,-44844.3125,10203.52,570,2850000
571,18.1816,7924.0,142.6436,-42540.67578125,10759.37,571,2855000
572,18.4132,8590.94,141.3588,-45154.96875,9774.51,572,2860000
573,19.3037,10203.88,141.78,-45932.22265625,11381.96,573,2865000
574,17.8813,9696.24,141.5491,-45524.57421875,10556.84,574,2870000
575,19.275,10328.4,141.5478,-47326.69921875,12072.68,575,2875000
576,18.7215,10740.93,141.0802,-44201.81640625,10480.3,576,2880000
577,20.5895,11351.89,140.4795,-46197.63671875,12174.97,577,2885000
578,19.4496,10903.94,141.5772,-47606.80859375,11714.03,578,2890000
579,18.6839,11198.64,140.816,-44956.07421875,11524.79,579,2895000
580,17.6178,10397.47,141.7015,-45833.234375,11526.32,580,2900000
581,18.6828,10706.14,140.8166,-46355.640625,11490.52,581,2905000
582,19.1145,11790.45,142.1341,-47094.89453125,12167.47,582,2910000
583,20.2135,10861.22,141.9285,-47091.44921875,12114.21,583,2915000
584,19.7043,10942.58,141.189,-46304.23046875,11903.32,584,2920000
585,19.6287,10602.05,141.1432,-45633.9375,11881.34,585,2925000
586,21.6022,11679.81,141.5993,-46448.44921875,12395.49,586,2930000
587,21.2163,11851.16,141.1486,-46952.5625,11901.65,587,2935000
588,21.0404,11876.05,141.1089,-46943.30859375,12022.31,588,2940000
589,20.1948,11077.83,140.779,-46213.4609375,12466.59,589,2945000
590,20.4409,11311.84,141.2385,-45904.63671875,11752.47,590,2950000
591,19.3899,11869.6,142.5597,-45061.7734375,11313.35,591,2955000
592,20.2278,11080.42,141.053,-46069.12890625,12595.1,592,2960000
593,20.4965,11723.29,141.4343,-47270.53125,12409.72,593,2965000
594,21.4871,11386.17,141.4068,-48000.1875,12526.79,594,2970000
595,18.1281,10789.85,142.2405,-46014.51953125,12239.88,595,2975000
596,21.8374,11844.28,140.9809,-49469.9140625,12051.88,596,2980000
597,20.7532,11761.8,141.2198,-47740.34375,11947.38,597,2985000
598,21.9048,11081.28,140.5181,-47548.7734375,12791.15,598,2990000
599,21.6145,12037.83,141.0072,-49340.58984375,12732.18,599,2995000
