Real Det Return,Reward Loss,Running Reverse KL,Itration,Running Forward KL,Running Update Time,Real Sto Return,Running Env Steps
3862.75,-1052.5035400390625,49.8347,104,71.5642,104,3579.07,520000
3973.64,-1070.6875,46.2254,105,67.0697,105,3248.22,525000
3845.27,-1092.7252197265625,52.8549,106,70.0094,106,3473.54,530000
4042.28,-1104.878662109375,48.4969,107,69.1254,107,3271.19,535000
4503.7,-1162.4407958984375,45.8346,108,68.6351,108,3495.01,540000
4460.83,-1148.5821533203125,49.3204,109,68.7398,109,3681.53,545000
4366.8,-1153.3297119140625,44.381,110,67.2629,110,3668.3,550000
4233.78,-1161.3372802734375,47.0772,111,67.8718,111,3640.09,555000
4128.57,-1200.332763671875,43.0886,112,67.2502,112,3405.65,560000
3327.97,-1151.78564453125,47.2119,113,68.5378,113,2832.55,565000
4170.35,-1233.0487060546875,55.7637,114,72.2025,114,3864.13,570000
3366.93,-1223.8533935546875,39.3808,115,66.6464,115,3118.43,575000
4167.47,-1283.8873291015625,49.5222,116,69.9365,116,2798.49,580000
3517.85,-1255.2828369140625,41.3238,117,66.9606,117,2926.81,585000
4360.01,-1295.7916259765625,52.9265,118,70.4858,118,3932.23,590000
4722.72,-1307.779052734375,54.7077,119,70.8381,119,4139.4,595000
4791.81,-1264.2159423828125,53.3382,120,70.9256,120,3431.43,600000
3920.74,-1353.0931396484375,52.6948,121,73.3779,121,2594.04,605000
4401.29,-1419.068115234375,48.0707,122,68.8554,122,3810.48,610000
3545.79,-1393.2735595703125,50.3183,123,68.3335,123,3291.79,615000
4452.99,-1389.5491943359375,56.4704,124,72.1175,124,3649.16,620000
3464.53,-1401.7333984375,46.0121,125,67.0935,125,2619.11,625000
4505.98,-1459.6024169921875,50.9939,126,70.6517,126,3385.3,630000
4609.05,-1476.4246826171875,60.5874,127,75.7613,127,3906.89,635000
4438.05,-1566.8084716796875,53.3247,128,69.65,128,3514.74,640000
4901.49,-1509.5318603515625,57.5261,129,70.3031,129,4291.7,645000
4287.45,-1554.9027099609375,49.3403,130,69.7699,130,3663.07,650000
4680.36,-1613.885986328125,55.6806,131,69.7209,131,4238.58,655000
4606.08,-1594.0045166015625,50.9244,132,69.646,132,4096.19,660000
4748.43,-1686.7015380859375,62.8914,133,75.0322,133,4248.59,665000
4309.48,-1549.6070556640625,61.4135,134,75.6454,134,3656.91,670000
4291.53,-1706.87109375,67.9376,135,77.683,135,4098.31,675000
4287.41,-1729.33056640625,61.9218,136,71.7964,136,4244.84,680000
4753.28,-1665.6024169921875,57.3412,137,72.4444,137,3752.09,685000
4222.14,-1693.7822265625,58.3115,138,75.1468,138,2730.48,690000
4898.87,-1781.0006103515625,68.3061,139,78.6534,139,4617.52,695000
4509.4,-1788.4097900390625,51.3694,140,68.5244,140,2771.76,700000
3991.1,-1723.1607666015625,54.3215,141,69.7891,141,3330.63,705000
4633.38,-1874.716064453125,62.35,142,75.0135,142,4251.37,710000
4837.04,-1903.5267333984375,50.8403,143,68.8315,143,4057.32,715000
4923.54,-1910.147705078125,57.5466,144,72.1959,144,4222.97,720000
3408.26,-1891.7747802734375,54.5166,145,72.0553,145,3057.95,725000
4651.29,-1922.7584228515625,60.8807,146,75.4,146,3935.89,730000
4947.51,-2005.04345703125,64.2611,147,73.3343,147,4561.09,735000
4624.61,-1997.3271484375,60.297,148,71.539,148,4239.41,740000
5120.42,-2042.7930908203125,62.0789,149,74.4775,149,4626.18,745000
4492.83,-2077.5888671875,56.6283,150,71.0408,150,3661.17,750000
5132.4,-2134.409912109375,64.8456,151,75.4262,151,4453.0,755000
4570.63,-2094.14013671875,54.6577,152,71.331,152,2830.84,760000
5068.29,-2185.384521484375,59.7668,153,71.3207,153,4555.03,765000
5058.7,-2134.485107421875,66.0703,154,75.6307,154,4675.45,770000
4818.94,-2166.3056640625,57.5912,155,71.148,155,4415.1,775000
5119.18,-2299.302490234375,64.566,156,76.6005,156,3732.28,780000
4815.38,-2255.249755859375,50.5729,157,68.4854,157,4444.77,785000
4882.87,-2362.478759765625,65.3864,158,76.7275,158,4759.43,790000
4273.97,-2294.842529296875,47.508,159,66.6889,159,3595.26,795000
4974.26,-2400.06005859375,57.5442,160,70.0906,160,4062.07,800000
4901.81,-2349.448486328125,61.1909,161,76.1355,161,3937.15,805000
4537.12,-2442.7705078125,61.7912,162,72.268,162,3721.97,810000
4924.62,-2445.8037109375,65.1669,163,76.3443,163,4321.39,815000
4746.72,-2554.17919921875,58.8827,164,73.7343,164,4390.2,820000
5415.81,-2556.49853515625,63.7801,165,74.8737,165,4474.24,825000
4772.78,-2633.533447265625,67.562,166,76.8434,166,4588.77,830000
5168.93,-2662.538818359375,64.581,167,76.4821,167,4662.16,835000
4744.55,-2563.85205078125,60.7978,168,72.4227,168,3973.73,840000
4895.29,-2727.33984375,56.6423,169,70.4548,169,4659.81,845000
4336.47,-2672.17431640625,57.7202,170,77.2371,170,3490.05,850000
5091.9,-2840.802001953125,68.6484,171,79.059,171,4477.18,855000
5131.99,-2720.96533203125,60.4886,172,74.1923,172,4872.94,860000
5150.54,-2923.884033203125,71.1881,173,82.7159,173,4641.73,865000
4962.14,-2937.42236328125,67.3765,174,79.7706,174,4895.19,870000
5119.52,-2923.408447265625,67.3691,175,77.4739,175,4527.53,875000
4360.64,-2930.319580078125,65.3877,176,77.9768,176,4199.23,880000
4973.8,-3094.4130859375,65.1424,177,76.6888,177,4593.45,885000
5136.41,-3134.7744140625,72.0222,178,77.6204,178,4769.09,890000
4966.83,-3190.30224609375,60.5398,179,73.4038,179,4781.49,895000
5170.48,-3161.4208984375,70.1775,180,77.66,180,4766.1,900000
5347.42,-3073.15966796875,53.6934,181,70.7891,181,4220.66,905000
5322.37,-3212.775634765625,56.4349,182,70.1776,182,4444.43,910000
5241.81,-3151.312255859375,59.5244,183,70.3152,183,3897.12,915000
5154.11,-3311.045654296875,59.9481,184,71.4937,184,4130.14,920000
5361.68,-3307.31298828125,56.683,185,70.4364,185,4173.16,925000
4508.89,-3266.85009765625,54.1434,186,70.0988,186,4259.26,930000
4851.96,-3264.076904296875,51.7907,187,68.97,187,4621.2,935000
4258.04,-3204.9990234375,40.8874,188,66.1652,188,3976.09,940000
4580.51,-3467.30078125,57.5776,189,70.5116,189,4531.75,945000
4721.31,-3537.314697265625,57.7504,190,71.9737,190,4324.28,950000
5194.37,-3528.300048828125,65.9952,191,76.4885,191,4290.62,955000
4981.62,-3604.6279296875,58.8273,192,72.0275,192,3696.46,960000
4907.98,-3720.802978515625,54.8145,193,70.846,193,4694.13,965000
4530.12,-3688.298583984375,53.1785,194,69.959,194,3751.48,970000
5109.51,-3920.562744140625,68.2851,195,79.093,195,4546.34,975000
4519.88,-3793.116943359375,62.0805,196,75.6165,196,4266.83,980000
4802.93,-3836.4873046875,61.0017,197,73.69,197,4227.88,985000
5124.33,-3942.599853515625,60.1353,198,72.4406,198,4412.92,990000
5297.37,-4030.124755859375,62.4696,199,73.5653,199,4705.03,995000
5351.01,-4109.171875,61.2882,200,75.0016,200,4398.49,1000000
5328.47,-4131.904296875,62.5054,201,72.935,201,4691.19,1005000
5502.7,-4184.98583984375,61.2283,202,72.2864,202,4769.07,1010000
5416.59,-4196.740234375,61.5098,203,72.9375,203,4601.29,1015000
5411.68,-4396.9697265625,65.9989,204,75.0588,204,4906.55,1020000
5376.52,-4404.53564453125,66.6972,205,75.9041,205,4911.95,1025000
5506.03,-4517.83447265625,68.3803,206,75.7656,206,4882.25,1030000
5096.55,-4519.70458984375,68.2209,207,76.4044,207,4923.91,1035000
5273.97,-4511.6748046875,63.8505,208,72.5745,208,4657.48,1040000
5408.44,-4414.14453125,59.1878,209,70.8285,209,5005.71,1045000
5544.32,-4573.7353515625,57.2631,210,70.5743,210,4765.97,1050000
5348.9,-4653.025390625,65.0648,211,73.869,211,4967.12,1055000
5195.94,-4694.26220703125,63.0935,212,72.2274,212,4864.08,1060000
5553.36,-4771.69580078125,65.5277,213,73.5001,213,5037.12,1065000
5572.75,-4758.32177734375,57.5978,214,69.5643,214,4938.07,1070000
5236.53,-4829.04638671875,60.6404,215,70.6979,215,5096.93,1075000
5442.03,-4974.3916015625,68.3832,216,75.8988,216,4650.06,1080000
5146.71,-5100.8447265625,68.9645,217,76.7201,217,5161.1,1085000
5358.53,-5135.896484375,69.0231,218,76.2075,218,4749.3,1090000
5268.33,-5013.8232421875,60.457,219,72.4867,219,4935.59,1095000
5545.6,-5074.13427734375,59.0908,220,71.1691,220,4158.14,1100000
5371.89,-5255.578125,65.6403,221,77.6991,221,4670.03,1105000
5376.52,-5420.40576171875,67.7537,222,78.9791,222,5213.28,1110000
4864.35,-5239.92626953125,61.5363,223,70.9466,223,4138.06,1115000
5285.52,-5483.07958984375,69.1877,224,76.9039,224,5077.61,1120000
5624.82,-5475.1357421875,65.6232,225,75.2797,225,5235.47,1125000
5474.47,-5541.76123046875,65.8165,226,75.2036,226,4881.56,1130000
5794.39,-5571.57861328125,67.2342,227,74.4642,227,5214.08,1135000
5295.55,-5650.9189453125,64.6911,228,73.0796,228,5089.96,1140000
5480.17,-5784.4580078125,66.769,229,75.2308,229,5104.0,1145000
5679.37,-5448.4189453125,55.7165,230,68.6172,230,5040.62,1150000
5420.07,-5849.533203125,65.8413,231,74.0497,231,4763.95,1155000
5570.42,-5696.40625,60.4476,232,70.9283,232,5280.16,1160000
5505.74,-6083.60498046875,66.6111,233,75.8728,233,4759.31,1165000
5359.87,-5916.8876953125,65.7744,234,73.383,234,5193.56,1170000
4955.46,-5622.53369140625,54.1769,235,69.7151,235,4383.94,1175000
5376.39,-6260.85498046875,71.4633,236,77.6219,236,5196.84,1180000
5509.7,-6248.4443359375,68.6218,237,75.4836,237,5143.38,1185000
5056.36,-6182.83544921875,64.8919,238,73.1131,238,5058.03,1190000
5697.63,-6416.0244140625,67.4322,239,76.8265,239,5080.86,1195000
5449.42,-6393.90771484375,68.0377,240,77.794,240,4923.67,1200000
5291.28,-6049.57373046875,56.7349,241,68.8718,241,4730.31,1205000
5645.62,-6634.1748046875,70.6308,242,77.4104,242,4749.01,1210000
5473.1,-6380.4619140625,62.1959,243,74.4312,243,4520.73,1215000
4982.81,-6479.1240234375,68.4872,244,76.0066,244,4416.78,1220000
5697.37,-6662.65673828125,68.6679,245,76.3014,245,5364.65,1225000
5587.43,-6848.11181640625,72.2642,246,78.253,246,4818.58,1230000
5697.69,-6682.45654296875,64.3499,247,72.0542,247,4919.2,1235000
5793.74,-6931.068359375,66.6465,248,75.3688,248,5414.31,1240000
5703.27,-6871.48291015625,67.2691,249,76.5382,249,5156.41,1245000
5723.82,-7115.67236328125,69.7775,250,78.6981,250,4996.07,1250000
5595.92,-7248.72314453125,71.2158,251,76.2761,251,5012.39,1255000
5578.72,-7193.20751953125,69.1958,252,75.6212,252,4874.92,1260000
5556.1,-7272.0126953125,72.4409,253,78.4982,253,5299.12,1265000
5163.64,-7005.26904296875,61.8809,254,71.0865,254,4823.0,1270000
5747.54,-7395.4755859375,70.0208,255,76.3433,255,5219.95,1275000
5488.26,-7412.513671875,69.4673,256,76.9946,256,5183.9,1280000
5674.17,-7261.20556640625,65.7197,257,74.2842,257,5089.99,1285000
5767.17,-7590.544921875,68.6196,258,76.4041,258,5445.96,1290000
5280.57,-7417.83447265625,64.7872,259,74.9743,259,5066.27,1295000
5825.32,-7508.7001953125,63.0029,260,72.638,260,4844.11,1300000
5093.47,-7518.3310546875,66.3159,261,73.9997,261,4536.04,1305000
5584.48,-7360.94677734375,59.9723,262,70.2548,262,5182.79,1310000
5726.16,-7793.64013671875,68.5332,263,77.4287,263,5179.8,1315000
5674.22,-7598.84912109375,63.0124,264,71.7603,264,5017.83,1320000
5806.46,-7696.24609375,62.0587,265,73.9106,265,4268.03,1325000
5606.98,-7523.03271484375,57.4053,266,70.6098,266,4904.68,1330000
5608.19,-7708.73876953125,59.5754,267,70.6817,267,5250.96,1335000
5542.51,-7657.4619140625,54.5281,268,70.4593,268,5324.52,1340000
5427.31,-8024.169921875,65.3171,269,74.791,269,5062.03,1345000
5536.45,-7842.34716796875,59.9152,270,71.7336,270,4622.9,1350000
5846.18,-8316.8046875,64.6593,271,74.4339,271,5234.17,1355000
5127.81,-7925.87646484375,59.1703,272,71.7453,272,4740.24,1360000
5846.36,-8019.119140625,60.0456,273,71.7478,273,4899.21,1365000
5225.41,-8242.0654296875,60.3135,274,73.4325,274,4977.57,1370000
5466.44,-8156.9912109375,59.2907,275,71.5833,275,5070.86,1375000
5677.63,-8499.67578125,66.966,276,76.8651,276,5128.32,1380000
5219.19,-8408.45703125,62.7218,277,73.3656,277,5177.02,1385000
5307.16,-7898.67138671875,53.8994,278,68.5381,278,4738.21,1390000
5696.69,-8590.0546875,62.1585,279,74.6375,279,4434.26,1395000
5705.19,-8253.8359375,57.6103,280,69.7961,280,4958.99,1400000
5779.9,-8824.4560546875,68.1922,281,75.2572,281,5480.14,1405000
5202.56,-8597.1083984375,61.1061,282,73.1211,282,3939.29,1410000
5349.85,-7970.9072265625,50.5501,283,67.7526,283,5078.79,1415000
5680.12,-7959.94189453125,51.0416,284,66.5031,284,4375.99,1420000
5951.84,-8546.1220703125,56.9053,285,69.7925,285,4789.56,1425000
5363.91,-8690.7421875,62.203,286,72.384,286,4697.61,1430000
5388.9,-9035.548828125,63.8477,287,73.9187,287,5033.45,1435000
5724.68,-8662.9111328125,55.8064,288,69.2738,288,5149.77,1440000
5971.2,-8916.9140625,61.925,289,72.4974,289,5364.56,1445000
5390.46,-8850.583984375,57.9861,290,70.3723,290,4784.37,1450000
5394.25,-8410.677734375,50.2963,291,68.7989,291,4793.78,1455000
5672.64,-9171.6982421875,60.6763,292,72.3954,292,4986.18,1460000
5671.76,-9360.671875,62.0258,293,74.3417,293,5101.63,1465000
5774.65,-8387.689453125,48.6857,294,68.5048,294,4370.54,1470000
5938.62,-9128.82421875,56.3233,295,69.9118,295,4670.92,1475000
5921.45,-9447.43359375,64.1026,296,73.8612,296,5255.37,1480000
4815.04,-9090.423828125,60.7244,297,71.2845,297,5179.98,1485000
5897.17,-8938.3017578125,56.3847,298,69.7482,298,4818.71,1490000
5708.71,-9543.5810546875,66.5137,299,74.455,299,4880.15,1495000
5946.36,-9550.935546875,65.0049,300,73.2535,300,4842.68,1500000
5747.54,-9333.4267578125,59.4515,301,69.789,301,4820.39,1505000
6019.18,-9709.5224609375,68.5574,302,75.0053,302,5115.17,1510000
5630.5,-9066.99609375,57.3601,303,70.1603,303,4042.69,1515000
5584.73,-9551.83203125,61.9795,304,73.013,304,4758.04,1520000
4964.19,-9168.1025390625,58.4958,305,69.5507,305,5464.93,1525000
5521.61,-9580.5693359375,63.0704,306,72.8991,306,4807.06,1530000
5336.86,-9742.744140625,66.4028,307,74.2958,307,4707.0,1535000
5153.36,-9321.529296875,57.4965,308,69.776,308,4730.6,1540000
5524.61,-9929.3603515625,67.0582,309,74.4353,309,4834.8,1545000
5787.46,-9507.8359375,56.5964,310,70.0614,310,4758.06,1550000
5479.22,-9205.91015625,50.7631,311,68.2715,311,4139.2,1555000
5831.47,-9634.7138671875,55.0657,312,68.7068,312,4744.14,1560000
5725.1,-9703.3828125,58.451,313,70.2664,313,4687.96,1565000
5276.02,-9687.3994140625,55.2289,314,69.7556,314,4962.18,1570000
5480.92,-10081.2294921875,61.5101,315,71.9558,315,5333.63,1575000
5675.36,-10048.0673828125,58.2091,316,70.5202,316,4747.2,1580000
5542.67,-9973.8994140625,59.6243,317,71.3496,317,4456.31,1585000
5214.71,-10215.515625,57.7157,318,72.0014,318,4852.18,1590000
6029.05,-9799.169921875,58.9381,319,69.7093,319,5126.1,1595000
5879.32,-10168.8671875,62.0066,320,73.2424,320,4871.98,1600000
5159.23,-9691.0693359375,56.8179,321,69.7721,321,4681.82,1605000
5421.0,-10119.388671875,57.8708,322,70.8084,322,5243.7,1610000
5229.03,-9752.0234375,52.0479,323,68.0645,323,4502.61,1615000
5643.39,-10401.5673828125,62.966,324,72.9348,324,5267.0,1620000
5877.59,-10228.1494140625,60.2996,325,71.4314,325,5069.98,1625000
5713.34,-10385.0654296875,62.475,326,74.4523,326,4553.38,1630000
5707.76,-10680.1240234375,62.662,327,71.9768,327,5294.29,1635000
5791.3,-10526.619140625,61.6053,328,72.2744,328,5293.21,1640000
6088.75,-10570.57421875,60.2229,329,72.7188,329,5048.1,1645000
5200.08,-10696.9111328125,58.4325,330,72.6122,330,5312.07,1650000
5813.93,-10704.7041015625,60.1349,331,72.7467,331,5575.1,1655000
6127.14,-10527.4755859375,56.9951,332,70.1944,332,5194.48,1660000
5672.35,-10751.8251953125,59.78,333,73.4671,333,5361.64,1665000
5941.1,-10684.2763671875,59.7268,334,73.0201,334,4708.4,1670000
6025.66,-11004.0,60.0024,335,72.4778,335,5571.24,1675000
6086.27,-10512.4853515625,60.4063,336,70.048,336,5097.83,1680000
6006.24,-10723.4794921875,57.2062,337,71.1504,337,5470.37,1685000
5501.66,-10441.1552734375,57.0085,338,69.847,338,5540.8,1690000
6193.89,-10780.1240234375,58.546,339,70.7299,339,5052.11,1695000
5708.28,-10919.6513671875,61.9014,340,73.7699,340,4675.99,1700000
5541.37,-10809.8984375,57.0109,341,70.1577,341,5109.09,1705000
5929.85,-10558.5439453125,55.6589,342,70.3885,342,4362.29,1710000
6125.13,-10872.943359375,59.9889,343,72.1798,343,4921.26,1715000
5847.27,-10719.5869140625,59.0115,344,71.2534,344,5380.11,1720000
5825.27,-10236.341796875,54.0223,345,69.0528,345,5616.11,1725000
5863.16,-11051.52734375,59.8878,346,72.4204,346,5562.85,1730000
5950.84,-10778.7744140625,59.7445,347,70.6334,347,4884.52,1735000
5908.41,-11256.9033203125,65.6582,348,73.761,348,5303.03,1740000
5978.11,-10865.625,61.5611,349,71.9033,349,5522.94,1745000
6151.79,-11256.5556640625,60.2357,350,71.7761,350,5316.54,1750000
6187.79,-11404.9658203125,61.9022,351,73.1655,351,5468.7,1755000
5894.43,-11074.05078125,58.7409,352,70.2176,352,5173.08,1760000
6098.26,-10946.521484375,55.9599,353,69.1378,353,4703.6,1765000
6020.08,-11376.380859375,60.1304,354,73.8975,354,5308.59,1770000
5789.65,-11464.4736328125,60.7095,355,72.8916,355,5099.5,1775000
5809.66,-11397.015625,62.2318,356,73.1089,356,5269.43,1780000
5878.59,-10880.9658203125,54.9371,357,68.951,357,5523.63,1785000
5911.7,-11579.9140625,64.0517,358,73.7651,358,4817.11,1790000
6156.26,-11414.080078125,61.9286,359,73.1667,359,5610.34,1795000
5674.2,-10724.86328125,52.0189,360,67.7878,360,5074.51,1800000
5800.15,-11352.6552734375,61.3442,361,71.247,361,5600.62,1805000
6123.03,-11717.810546875,62.6761,362,73.7733,362,5478.3,1810000
6087.74,-11496.3955078125,57.9632,363,72.4352,363,5448.48,1815000
5587.0,-9798.509765625,42.8181,364,66.1441,364,4961.75,1820000
6043.61,-11241.580078125,55.7637,365,70.1012,365,5507.08,1825000
5858.46,-11295.486328125,58.2996,366,70.6006,366,5634.13,1830000
6180.89,-11760.560546875,59.2634,367,71.549,367,5387.39,1835000
5991.67,-11839.66015625,64.2065,368,73.1582,368,5157.55,1840000
5685.06,-11598.9208984375,55.8662,369,69.5198,369,5168.12,1845000
6193.8,-11941.0888671875,65.7909,370,74.1653,370,5132.23,1850000
6092.71,-10998.4072265625,52.1607,371,67.1672,371,5456.68,1855000
6050.66,-11453.0986328125,54.8874,372,68.3915,372,5341.81,1860000
5897.26,-11649.08203125,60.1203,373,72.9987,373,5312.08,1865000
6093.49,-10876.1591796875,52.8884,374,67.2793,374,5609.42,1870000
5892.71,-11064.4775390625,54.6971,375,68.8428,375,4616.33,1875000
6070.43,-11844.4599609375,62.1565,376,72.6558,376,4946.36,1880000
5915.34,-10876.212890625,49.9952,377,66.8565,377,5186.12,1885000
5497.23,-11721.369140625,61.3327,378,72.2737,378,4747.58,1890000
5954.34,-11284.3662109375,58.5549,379,70.07,379,5573.88,1895000
6005.8,-11770.4814453125,62.7775,380,73.4699,380,5151.44,1900000
5913.07,-11891.37109375,65.2449,381,74.685,381,4960.86,1905000
5950.28,-11851.841796875,61.0469,382,72.3939,382,5657.09,1910000
6013.5,-12006.517578125,64.5512,383,74.5128,383,5592.16,1915000
5809.32,-11825.2275390625,57.7486,384,70.2025,384,5089.83,1920000
5638.58,-11576.830078125,52.3901,385,68.4418,385,5105.25,1925000
6200.86,-11971.109375,59.4901,386,71.4346,386,4928.3,1930000
