Running Forward KL,Running Env Steps,Itration,Real Det Return,Reward Loss,Real Sto Return,Running Update Time,Running Reverse KL
45.8658,160000,32,1620.48,-192.54550170898438,1481.99,32,15.596
47.0714,165000,33,935.44,-233.3404998779297,1233.7,33,15.3572
46.6619,170000,34,1452.9,-219.57980346679688,1442.09,34,15.2485
46.6886,175000,35,1509.54,-230.08045959472656,1237.59,35,17.1852
45.7036,180000,36,1453.4,-247.063720703125,1936.47,36,14.582
46.3202,185000,37,1744.98,-241.12213134765625,1637.52,37,16.2491
45.8516,190000,38,2132.73,-269.4405822753906,1719.92,38,15.0728
46.2632,195000,39,1626.98,-269.58172607421875,1796.15,39,15.1305
45.8753,200000,40,1717.0,-280.3958435058594,1484.67,40,14.7598
45.6612,205000,41,1879.09,-295.8017883300781,1709.51,41,15.7031
45.9384,210000,42,1797.37,-343.68621826171875,1942.66,42,15.9543
46.259,215000,43,1534.68,-373.11370849609375,1530.95,43,16.877
45.6695,220000,44,1495.39,-328.7122497558594,1268.69,44,14.7153
45.7099,225000,45,1840.03,-369.28692626953125,1534.47,45,15.9728
45.9844,230000,46,2257.85,-346.19952392578125,1880.27,46,15.7594
45.9381,235000,47,1780.11,-403.7461853027344,1432.27,47,14.975
46.1703,240000,48,2119.27,-381.21588134765625,1506.39,48,19.8593
46.334,245000,49,1830.76,-398.5454406738281,1773.28,49,16.4485
45.8953,250000,50,2420.3,-381.5589599609375,1897.96,50,15.9768
46.3356,255000,51,1707.98,-430.5372314453125,1342.64,51,17.0552
45.9653,260000,52,3031.44,-393.498779296875,2331.11,52,17.0332
45.5633,265000,53,2333.77,-409.41290283203125,1978.51,53,16.1695
46.289,270000,54,1669.13,-448.0195617675781,1892.71,54,15.7554
45.7583,275000,55,2290.98,-406.2379455566406,1944.03,55,16.563
45.9892,280000,56,2533.9,-461.8951110839844,2174.77,56,15.3596
46.1896,285000,57,2158.81,-453.8768615722656,1797.72,57,17.419
46.1733,290000,58,1941.51,-449.84124755859375,1907.28,58,17.7573
46.287,295000,59,2007.5,-472.3714599609375,1695.71,59,16.8055
45.6498,300000,60,2388.49,-446.30072021484375,2596.58,60,16.6867
46.3214,305000,61,2409.96,-461.30364990234375,2170.56,61,17.9723
46.4824,310000,62,2209.19,-489.99859619140625,2149.66,62,16.5454
45.6774,315000,63,1939.71,-508.023681640625,1717.37,63,15.9144
45.8496,320000,64,1983.59,-501.1840515136719,2009.4,64,15.9078
45.9997,325000,65,2854.92,-477.1213073730469,2490.76,65,18.7058
45.0787,330000,66,3300.88,-507.8016662597656,2075.66,66,16.132
45.7372,335000,67,2162.54,-577.8502197265625,1929.39,67,15.7228
45.2669,340000,68,3470.63,-514.0003051757812,2447.64,68,16.258
46.2103,345000,69,2129.32,-579.5413208007812,2060.08,69,15.2468
45.6708,350000,70,3032.62,-546.0452270507812,2518.23,70,16.6346
45.7075,355000,71,3109.4,-543.1766967773438,2220.35,71,16.3476
45.3001,360000,72,3579.11,-556.8455200195312,2921.1,72,16.4896
45.9785,365000,73,2602.86,-608.2241821289062,1869.95,73,15.5587
44.9771,370000,74,3495.95,-569.9851684570312,2427.33,74,15.1969
45.0716,375000,75,2607.56,-591.0477905273438,2518.38,75,15.1197
45.4561,380000,76,2183.41,-616.7070922851562,2332.77,76,14.6851
45.6261,385000,77,2632.96,-633.3912353515625,2192.1,77,16.0656
45.1318,390000,78,2890.09,-627.4411010742188,1869.82,78,15.4039
45.8348,395000,79,2969.32,-626.124267578125,1931.33,79,15.4973
45.5109,400000,80,3427.17,-648.8961181640625,2766.91,80,16.729
45.4696,405000,81,3219.93,-655.4210205078125,2355.54,81,14.9177
45.5006,410000,82,2443.25,-688.230224609375,2398.7,82,15.1292
45.7276,415000,83,1844.31,-705.8155517578125,1941.05,83,14.9934
45.4476,420000,84,3227.18,-676.310302734375,2389.19,84,15.3081
45.6642,425000,85,3286.43,-702.3192749023438,2171.14,85,14.2695
46.0169,430000,86,2926.16,-722.5570068359375,2112.85,86,15.2858
45.6767,435000,87,3357.74,-694.8008422851562,2431.86,87,17.414
45.6432,440000,88,2503.33,-700.6631469726562,2265.84,88,22.3204
45.8793,445000,89,2552.5,-751.6971435546875,1765.13,89,15.8796
45.6915,450000,90,3085.88,-727.228271484375,2642.22,90,16.3462
46.0493,455000,91,2416.53,-786.158203125,1868.13,91,19.3269
45.3846,460000,92,3372.87,-779.7034912109375,2765.71,92,15.8098
45.4787,465000,93,2588.23,-857.2581787109375,1883.2,93,15.7362
45.3841,470000,94,3483.9,-750.1054077148438,2764.37,94,16.1692
45.5657,475000,95,3147.06,-757.7908935546875,2376.48,95,16.1102
45.8224,480000,96,2882.58,-821.4251098632812,2232.11,96,15.1719
45.5381,485000,97,1801.0,-859.56298828125,1841.95,97,15.4303
45.4505,490000,98,3026.89,-821.6990966796875,2004.37,98,14.2517
45.9792,495000,99,2949.24,-811.4061889648438,1993.51,99,20.9264
45.7645,500000,100,3586.74,-786.9869995117188,2662.13,100,19.831
45.3809,505000,101,3507.55,-848.9620361328125,2377.03,101,15.7928
45.9578,510000,102,3650.59,-838.7456665039062,2760.5,102,23.3228
45.6361,515000,103,3595.66,-875.9569091796875,2567.07,103,16.6523
45.0834,520000,104,3327.67,-844.4379272460938,3051.86,104,17.9616
45.4938,525000,105,3517.19,-889.0684204101562,2516.23,105,17.6091
45.5139,530000,106,3445.6,-901.7105712890625,1769.57,106,15.606
45.2809,535000,107,3563.46,-926.4600219726562,2596.06,107,17.4397
45.7038,540000,108,3565.41,-867.896240234375,3390.17,108,16.5728
45.6219,545000,109,3703.85,-941.3597412109375,2927.79,109,16.1071
45.7028,550000,110,3620.43,-887.8862915039062,2534.92,110,17.4305
45.3383,555000,111,3191.82,-953.753173828125,2456.22,111,14.4451
45.2864,560000,112,3366.5,-887.141845703125,3077.34,112,16.61
45.944,565000,113,3608.83,-1066.3785400390625,2408.68,113,15.564
45.3554,570000,114,3574.41,-955.6461791992188,2586.41,114,17.2704
45.1412,575000,115,3468.63,-934.512451171875,2929.79,115,16.2894
45.1761,580000,116,3394.7,-936.1163940429688,3380.63,116,17.3827
45.5559,585000,117,3427.57,-956.453125,3252.63,117,17.4292
45.5858,590000,118,3286.75,-992.8898315429688,2788.3,118,16.9424
45.7581,595000,119,3692.18,-1025.161865234375,2271.44,119,17.9997
45.494,600000,120,3167.89,-1075.33203125,2365.64,120,15.0512
45.4753,605000,121,3457.74,-1000.2206420898438,3089.08,121,17.0903
45.391,610000,122,3507.17,-995.470458984375,3381.86,122,18.5424
44.8673,615000,123,3527.7,-1031.8411865234375,2796.6,123,16.5755
45.0446,620000,124,3590.41,-1042.052490234375,3026.7,124,18.6688
44.7633,625000,125,3449.07,-1048.1650390625,2904.97,125,16.5047
45.5984,630000,126,3739.47,-1043.020263671875,2900.41,126,18.5448
44.7304,635000,127,3307.43,-1039.6085205078125,3020.29,127,15.8104
46.109,640000,128,3460.66,-1116.1947021484375,2791.03,128,18.9997
45.1819,645000,129,3551.76,-1047.7286376953125,3568.87,129,17.14
45.5877,650000,130,3663.95,-1077.4422607421875,3691.53,130,17.5467
45.9965,655000,131,3717.38,-1098.4632568359375,3516.13,131,19.0434
45.0465,660000,132,3537.87,-1111.3939208984375,3210.22,132,16.4264
45.4248,665000,133,3698.39,-1097.8662109375,3409.53,133,19.0777
45.667,670000,134,2842.22,-1121.714599609375,2406.64,134,17.5032
44.7388,675000,135,3495.08,-1121.7860107421875,3094.57,135,15.4652
45.2534,680000,136,3564.3,-1092.819091796875,3631.41,136,18.3605
44.858,685000,137,3619.23,-1150.787109375,3200.19,137,15.6962
45.1356,690000,138,3579.24,-1208.614990234375,3399.5,138,16.5189
45.5315,695000,139,3641.92,-1177.1497802734375,3462.9,139,18.4235
45.3009,700000,140,3601.38,-1207.912109375,3556.0,140,16.8252
45.0852,705000,141,3452.04,-1184.616455078125,3706.85,141,19.0698
45.5938,710000,142,3734.72,-1308.3758544921875,2502.35,142,18.8667
45.5413,715000,143,3639.22,-1236.386962890625,3600.43,143,18.4047
45.5042,720000,144,3450.0,-1216.1573486328125,3506.87,144,17.9309
45.7772,725000,145,3515.02,-1251.29248046875,3655.75,145,19.2887
45.0544,730000,146,3514.34,-1288.282470703125,3362.94,146,16.5505
44.9413,735000,147,3486.46,-1260.8155517578125,3460.26,147,15.8409
45.2015,740000,148,3850.36,-1262.556640625,3742.0,148,17.3701
45.2606,745000,149,3462.58,-1289.4444580078125,3564.11,149,17.0873
45.398,750000,150,3518.97,-1349.477294921875,3580.29,150,17.8786
45.2055,755000,151,3541.01,-1321.01904296875,3602.46,151,17.1338
46.0148,760000,152,3662.96,-1285.9732666015625,3770.77,152,21.79
45.275,765000,153,3685.78,-1339.6954345703125,3727.58,153,18.9938
45.2006,770000,154,3606.74,-1351.5599365234375,3690.99,154,19.3099
45.124,775000,155,3558.33,-1369.09912109375,3762.2,155,19.1973
45.2104,780000,156,3663.19,-1340.9251708984375,3607.06,156,19.1922
44.7053,785000,157,3590.03,-1415.3756103515625,3416.7,157,17.229
45.2161,790000,158,3608.58,-1400.257080078125,3321.09,158,17.8219
45.3162,795000,159,3568.64,-1446.1402587890625,3559.52,159,16.4979
45.2326,800000,160,3570.05,-1441.4140625,3735.94,160,19.1361
45.5934,805000,161,3586.73,-1457.1627197265625,3684.52,161,19.4792
45.334,810000,162,3513.16,-1411.6917724609375,3663.29,162,19.6675
44.7586,815000,163,3483.67,-1492.44677734375,3648.4,163,16.6545
45.1293,820000,164,3502.72,-1508.9381103515625,3602.74,164,17.7527
44.8365,825000,165,3345.74,-1491.4613037109375,3466.83,165,16.571
45.2942,830000,166,3507.11,-1514.8740234375,3586.3,166,19.1365
45.0439,835000,167,3603.7,-1530.8267822265625,3582.62,167,16.5229
45.0621,840000,168,3597.05,-1503.2486572265625,3421.82,168,17.7114
45.0373,845000,169,3621.49,-1493.80224609375,3578.9,169,16.7227
45.1942,850000,170,3493.38,-1592.5059814453125,3524.14,170,15.9715
44.8024,855000,171,3462.13,-1576.6031494140625,3469.56,171,15.7547
45.3779,860000,172,3448.5,-1600.07861328125,3492.41,172,17.8448
44.8323,865000,173,3518.92,-1610.326171875,3700.2,173,17.9911
44.9666,870000,174,3610.56,-1581.9801025390625,3475.74,174,18.5995
45.6324,875000,175,3597.13,-1668.7646484375,3605.57,175,18.9525
45.1653,880000,176,3550.99,-1655.2010498046875,3417.79,176,17.8365
44.961,885000,177,3453.13,-1723.7235107421875,3584.96,177,16.8616
45.0871,890000,178,3557.98,-1675.0404052734375,3835.92,178,18.3839
44.8892,895000,179,3648.64,-1649.0543212890625,3526.96,179,18.6439
44.6444,900000,180,3605.88,-1699.2490234375,3585.01,180,16.7756
44.8791,905000,181,3587.39,-1679.736572265625,3792.68,181,18.9619
45.3027,910000,182,3728.67,-1710.1025390625,3747.85,182,19.078
44.9714,915000,183,3489.53,-1738.0009765625,3581.86,183,16.9599
44.6264,920000,184,3573.12,-1771.75732421875,3587.84,184,16.4973
44.6018,925000,185,3711.31,-1730.35205078125,3666.1,185,17.3459
44.6082,930000,186,3584.78,-1746.1719970703125,3655.51,186,17.431
44.5207,935000,187,3545.65,-1823.7464599609375,2774.48,187,17.1387
45.0388,940000,188,3790.18,-1807.5137939453125,3506.8,188,18.0843
45.2896,945000,189,3514.59,-1864.7093505859375,3411.31,189,16.3103
44.7972,950000,190,3595.69,-1856.3062744140625,3427.45,190,16.0179
44.6664,955000,191,3521.06,-1852.4390869140625,3331.77,191,15.4359
44.9816,960000,192,3628.87,-1842.94921875,3702.31,192,17.464
44.8026,965000,193,3664.14,-1858.644775390625,3202.42,193,15.944
44.9646,970000,194,3561.05,-1882.276123046875,3412.87,194,15.9407
45.0871,975000,195,3728.2,-1853.604736328125,3520.29,195,17.3943
44.5278,980000,196,3424.55,-1821.7457275390625,3808.67,196,18.1114
45.0607,985000,197,3629.72,-1908.599609375,3585.08,197,17.2833
44.7627,990000,198,3714.59,-1911.6820068359375,3678.88,198,18.5424
45.1818,995000,199,3629.44,-1924.9818115234375,3735.26,199,17.9094
45.3878,1000000,200,3873.26,-1894.447021484375,3806.18,200,18.7304
45.3109,1005000,201,3751.72,-1953.344970703125,3789.6,201,18.8158
45.2108,1010000,202,3751.88,-1931.7459716796875,3685.44,202,18.2593
45.2352,1015000,203,3616.72,-1994.704833984375,3573.09,203,18.0285
45.3626,1020000,204,3641.65,-1934.3480224609375,3672.81,204,18.2759
44.955,1025000,205,3667.35,-2001.36572265625,3449.23,205,16.0532
45.6947,1030000,206,3709.52,-1954.8692626953125,3586.54,206,18.8423
45.1672,1035000,207,3737.12,-1982.018310546875,3766.2,207,18.3088
45.4099,1040000,208,2573.71,-2024.5933837890625,3397.66,208,18.4683
45.7687,1045000,209,3723.69,-2051.438720703125,3719.28,209,18.9186
45.4607,1050000,210,3903.75,-1989.2791748046875,3778.41,210,21.2353
45.324,1055000,211,3695.39,-2036.059326171875,3872.12,211,18.6468
45.3936,1060000,212,3719.06,-2106.370361328125,3594.35,212,18.4755
45.3555,1065000,213,3610.67,-2130.700439453125,3340.98,213,18.7283
45.2526,1070000,214,3705.01,-2095.982421875,3586.27,214,18.1289
45.2157,1075000,215,2952.58,-2207.099853515625,3477.56,215,17.4604
45.1119,1080000,216,3562.65,-2134.34716796875,3485.71,216,18.0913
44.8196,1085000,217,3459.28,-2272.4248046875,3528.66,217,16.8
44.9493,1090000,218,3637.2,-2250.610107421875,3732.64,218,17.3507
44.9218,1095000,219,3553.92,-2263.955322265625,3441.06,219,17.8236
45.052,1100000,220,3696.17,-2270.052001953125,3509.69,220,16.4223
45.144,1105000,221,3745.32,-2208.752197265625,3817.2,221,18.1406
45.2429,1110000,222,3686.78,-2272.74072265625,3419.13,222,16.5982
45.5133,1115000,223,3819.74,-2226.255126953125,3596.28,223,18.7902
45.3313,1120000,224,3681.95,-2307.685791015625,3590.53,224,17.377
45.2933,1125000,225,3739.11,-2339.440673828125,3624.65,225,17.5936
44.961,1130000,226,3842.84,-2339.288330078125,3672.88,226,18.9042
45.0889,1135000,227,3760.41,-2377.222900390625,3838.86,227,19.1978
45.1169,1140000,228,3818.42,-2320.239013671875,3680.3,228,18.8456
45.1176,1145000,229,3622.47,-2424.55224609375,3481.69,229,18.6707
44.8823,1150000,230,3594.69,-2407.16748046875,3374.61,230,16.7541
44.9042,1155000,231,3665.05,-2418.41064453125,3539.11,231,18.0765
44.9576,1160000,232,3659.95,-2438.400634765625,3462.45,232,18.0642
45.1111,1165000,233,3479.18,-2441.342529296875,3356.33,233,17.6201
45.2736,1170000,234,3539.08,-2416.22021484375,3558.49,234,16.9793
45.2439,1175000,235,3759.36,-2456.06494140625,3754.88,235,18.6905
45.2112,1180000,236,3804.72,-2478.834228515625,3690.47,236,18.1032
44.8838,1185000,237,3280.07,-2495.117431640625,3551.23,237,17.7953
45.1551,1190000,238,3751.19,-2547.9755859375,3793.49,238,17.6215
45.115,1195000,239,3222.64,-2598.4560546875,3803.93,239,16.8062
44.9898,1200000,240,3673.24,-2599.98974609375,3398.19,240,18.4742
45.3893,1205000,241,3604.41,-2660.871826171875,3414.59,241,17.1087
45.1347,1210000,242,3664.74,-2597.787841796875,3631.23,242,17.9829
44.9581,1215000,243,3700.74,-2679.392578125,3701.87,243,17.9447
45.1422,1220000,244,3581.5,-2679.23583984375,3570.26,244,18.8375
45.0689,1225000,245,3633.02,-2724.30224609375,3780.47,245,17.4094
45.2998,1230000,246,3506.33,-2741.97705078125,3231.71,246,17.8854
45.3831,1235000,247,3428.68,-2818.290771484375,3385.07,247,17.4865
45.1726,1240000,248,3688.11,-2862.0087890625,3508.82,248,18.1516
45.1427,1245000,249,3623.04,-2810.78125,3705.79,249,19.8767
45.0333,1250000,250,3599.85,-2867.44287109375,3646.6,250,19.7106
45.0596,1255000,251,3716.11,-2824.156005859375,3784.49,251,18.9926
44.7421,1260000,252,3687.76,-2876.0263671875,3817.62,252,17.2175
45.0636,1265000,253,3912.97,-2737.8115234375,3802.18,253,20.1097
45.0244,1270000,254,1926.26,-2892.4755859375,3247.12,254,26.4294
45.2519,1275000,255,3726.66,-2885.139892578125,3223.43,255,22.029
44.9419,1280000,256,3045.71,-2890.73583984375,2972.97,256,19.1934
45.2595,1285000,257,3697.54,-2955.099365234375,3582.33,257,25.6548
44.934,1290000,258,3622.56,-2926.31982421875,3485.02,258,18.3608
44.9535,1295000,259,3662.37,-2886.532470703125,3756.24,259,19.2583
45.0942,1300000,260,3776.47,-2940.319580078125,3914.16,260,19.5608
44.8836,1305000,261,3746.16,-2956.203857421875,3936.12,261,18.3664
45.0929,1310000,262,3947.08,-2938.427490234375,4021.14,262,19.8712
45.0841,1315000,263,3900.03,-2987.046142578125,3508.94,263,19.4567
44.7363,1320000,264,3743.17,-2994.144775390625,3901.61,264,18.0218
44.9212,1325000,265,3889.84,-3004.384033203125,3735.79,265,19.1064
44.6261,1330000,266,3564.6,-3123.457763671875,3807.29,266,17.5275
44.1907,1335000,267,4021.52,-3055.09765625,4032.0,267,18.8911
44.8699,1340000,268,3872.68,-3073.466064453125,3808.09,268,19.6902
44.3817,1345000,269,3849.64,-3070.3623046875,3610.91,269,19.3021
44.6215,1350000,270,3838.88,-3114.697265625,4021.33,270,18.9624
44.6542,1355000,271,3671.18,-3033.740478515625,3733.94,271,18.2476
44.4485,1360000,272,3694.09,-3196.6826171875,3900.66,272,20.4456
44.7149,1365000,273,3957.31,-3104.8837890625,3998.28,273,20.0059
44.6899,1370000,274,4038.01,-3152.643798828125,3832.59,274,19.685
44.5066,1375000,275,3940.6,-3206.366943359375,3819.38,275,21.2405
45.0808,1380000,276,3686.44,-3389.759765625,3210.05,276,25.7416
44.4208,1385000,277,3920.38,-3204.478759765625,3995.78,277,17.3418
44.357,1390000,278,3803.56,-3327.13671875,3803.12,278,19.7099
44.5544,1395000,279,3915.35,-3259.825927734375,4016.36,279,18.6157
44.4798,1400000,280,3891.63,-3212.5751953125,3446.34,280,18.8256
43.8714,1405000,281,3798.96,-3301.2197265625,3912.66,281,17.3358
44.482,1410000,282,3878.46,-3334.37353515625,3934.0,282,18.2421
44.7315,1415000,283,3501.01,-3331.089599609375,3805.33,283,18.9891
44.566,1420000,284,3838.1,-3369.150634765625,3636.55,284,18.4702
44.8139,1425000,285,3970.82,-3446.2880859375,3673.21,285,18.247
44.8582,1430000,286,4117.09,-3460.599365234375,3895.58,286,19.3686
44.212,1435000,287,4025.82,-3420.98876953125,3838.11,287,19.1862
44.5316,1440000,288,3930.78,-3405.156982421875,3773.95,288,19.0718
44.4844,1445000,289,3827.8,-3513.716796875,3989.49,289,17.4137
44.3037,1450000,290,3969.55,-3455.039306640625,3829.9,290,17.9412
44.7448,1455000,291,4061.47,-3475.13623046875,4079.65,291,20.1169
44.2504,1460000,292,3689.68,-3541.5,3807.33,292,18.3638
44.5626,1465000,293,3420.88,-3561.08935546875,3848.95,293,19.1196
44.558,1470000,294,3892.84,-3500.552978515625,4125.83,294,20.1882
44.3572,1475000,295,3824.86,-3594.109375,4055.05,295,19.5304
44.194,1480000,296,3674.75,-3597.263427734375,4057.9,296,18.7166
44.2783,1485000,297,3706.52,-3543.25537109375,4024.98,297,18.5864
44.4429,1490000,298,3518.77,-3808.08642578125,3593.11,298,17.3543
44.5818,1495000,299,3899.49,-3688.908447265625,4007.0,299,17.6334
44.6817,1500000,300,4031.85,-3769.599853515625,3883.76,300,19.5101
45.1415,1505000,301,4008.96,-3714.40771484375,2809.07,301,29.9386
44.567,1510000,302,4069.24,-3784.6142578125,3959.71,302,18.9202
45.0366,1515000,303,4042.36,-3721.59130859375,3986.04,303,20.7604
44.7135,1520000,304,4059.28,-3820.429443359375,3728.76,304,19.5884
45.2833,1525000,305,4071.61,-3889.567138671875,3910.57,305,21.1191
44.6111,1530000,306,65.08,-3928.51171875,2698.31,306,17.5643
44.4639,1535000,307,3981.03,-3850.978515625,3375.61,307,18.0496
44.6717,1540000,308,3969.87,-3849.885009765625,4103.27,308,19.2795
44.8426,1545000,309,3969.49,-3897.68017578125,4081.81,309,20.0133
44.5177,1550000,310,4024.2,-3964.692626953125,3284.04,310,18.469
44.6212,1555000,311,3671.72,-4019.8330078125,3760.75,311,19.4991
44.8894,1560000,312,3849.3,-3991.26416015625,4021.19,312,19.7695
44.9832,1565000,313,4020.19,-4015.271240234375,4096.14,313,20.9257
44.976,1570000,314,3955.31,-4070.47802734375,4053.55,314,20.8392
45.2692,1575000,315,4077.63,-4000.375244140625,4137.88,315,20.8985
44.7356,1580000,316,4053.27,-4057.13232421875,3851.58,316,19.8334
44.4584,1585000,317,4103.96,-4230.537109375,3767.34,317,17.3641
44.201,1590000,318,3939.36,-4166.55859375,3869.22,318,16.9879
44.5561,1595000,319,3885.49,-4210.4921875,3152.16,319,19.6518
46.4945,1600000,320,770.35,-4311.96484375,219.92,320,22.3012
44.095,1605000,321,3988.63,-4370.54052734375,3699.19,321,18.3252
44.4008,1610000,322,4061.96,-4285.65576171875,4082.45,322,18.9647
44.3744,1615000,323,4049.91,-4391.87548828125,4093.64,323,17.43
44.1952,1620000,324,4005.23,-4266.23974609375,4168.55,324,18.6738
44.2415,1625000,325,3917.87,-4309.98876953125,4076.69,325,17.6195
44.2586,1630000,326,4010.6,-4317.841796875,3843.17,326,19.0125
44.3828,1635000,327,4221.55,-4427.962890625,3793.53,327,18.1945
43.7354,1640000,328,4042.68,-4376.34814453125,4046.61,328,17.0948
43.6553,1645000,329,3992.44,-4527.2216796875,4115.85,329,17.3352
44.3246,1650000,330,3964.13,-4503.83740234375,3912.28,330,17.5007
44.0336,1655000,331,4110.38,-4518.7587890625,4124.55,331,17.6944
43.8215,1660000,332,3989.64,-4485.1982421875,4103.64,332,18.2379
44.5553,1665000,333,3960.67,-4622.45751953125,4117.21,333,19.0839
44.2307,1670000,334,4019.65,-4511.349609375,3908.25,334,18.5273
44.8609,1675000,335,3928.41,-4561.99609375,4091.04,335,20.6397
44.4084,1680000,336,3975.56,-4529.52001953125,3821.36,336,17.9858
44.2476,1685000,337,3830.88,-4597.76611328125,4178.79,337,18.4592
43.9121,1690000,338,4042.68,-4629.0029296875,3893.78,338,17.3615
44.3005,1695000,339,4013.9,-4593.75341796875,4127.62,339,18.6709
44.5276,1700000,340,4132.62,-4685.86669921875,3991.99,340,18.4253
44.1361,1705000,341,3612.54,-4806.154296875,3176.95,341,17.7766
44.3797,1710000,342,4185.64,-4817.9013671875,3944.78,342,17.1433
43.9196,1715000,343,4193.82,-4709.67041015625,4162.25,343,18.3626
44.729,1720000,344,4066.96,-4854.6875,4048.36,344,19.8262
44.1413,1725000,345,4150.23,-4869.580078125,4153.87,345,17.9725
44.3704,1730000,346,3958.65,-4806.732421875,3936.84,346,18.535
44.2083,1735000,347,4046.25,-4905.48046875,4104.78,347,18.7516
44.3156,1740000,348,3982.88,-4962.34765625,3825.65,348,17.3408
44.5284,1745000,349,3549.28,-5068.01513671875,2951.92,349,19.1901
44.1717,1750000,350,4001.62,-5061.32275390625,4133.69,350,18.0841
43.8592,1755000,351,4081.86,-5036.17236328125,4115.91,351,17.483
43.9971,1760000,352,4180.38,-5016.09228515625,4084.5,352,18.8058
44.2634,1765000,353,3965.65,-5057.47314453125,3894.28,353,18.7263
43.9881,1770000,354,3828.58,-5080.2705078125,4155.04,354,17.5218
44.342,1775000,355,4148.37,-5062.841796875,4158.0,355,18.3913
44.2272,1780000,356,3963.95,-5156.23974609375,4113.67,356,18.2193
44.0373,1785000,357,4035.32,-5235.37744140625,4089.24,357,17.7304
43.8144,1790000,358,4153.2,-5333.580078125,4082.5,358,18.0947
44.1101,1795000,359,4168.94,-5338.1572265625,4041.8,359,17.4456
44.4361,1800000,360,4128.53,-5331.61181640625,4135.05,360,17.9101
44.2511,1805000,361,4229.84,-5354.02099609375,3966.7,361,18.3607
44.1038,1810000,362,3996.16,-5368.29931640625,4064.57,362,18.798
43.8455,1815000,363,4071.48,-5559.4716796875,3517.76,363,17.7221
44.2494,1820000,364,4014.35,-5548.953125,4114.82,364,18.0686
44.2916,1825000,365,4111.27,-5396.80517578125,4068.66,365,18.34
44.3545,1830000,366,4153.83,-5340.16259765625,4030.94,366,18.8882
43.9449,1835000,367,4111.62,-5403.66455078125,3931.91,367,19.535
43.8721,1840000,368,4057.82,-5485.48388671875,4164.03,368,19.244
44.2711,1845000,369,4189.28,-5544.12353515625,4101.12,369,18.7572
44.1007,1850000,370,4214.0,-5560.25732421875,4186.51,370,18.8074
44.0071,1855000,371,4128.05,-5831.44287109375,4135.49,371,18.3021
44.2231,1860000,372,4242.89,-5669.580078125,4008.39,372,19.0841
43.4687,1865000,373,4209.4,-5703.4072265625,3985.97,373,17.828
44.2906,1870000,374,4139.31,-5735.3486328125,3677.32,374,18.6658
44.0329,1875000,375,4250.1,-5798.013671875,4064.29,375,19.0907
44.0176,1880000,376,4108.87,-5832.3857421875,4116.99,376,17.6176
43.9459,1885000,377,4241.96,-5811.26513671875,4205.63,377,17.8275
43.5995,1890000,378,4043.86,-5876.044921875,3620.86,378,17.9893
43.9149,1895000,379,4085.24,-5944.65087890625,3793.66,379,17.0135
44.9171,1900000,380,1847.8,-5923.01611328125,1840.25,380,34.5652
44.103,1905000,381,3932.64,-6038.494140625,3611.26,381,18.1517
44.6012,1910000,382,4173.84,-6020.76611328125,4168.4,382,20.1041
43.9587,1915000,383,4131.92,-6086.1796875,4234.04,383,19.9403
