Reward Loss,Running Update Time,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Forward KL,Running Reverse KL
-3495.128173828125,29,145000,29,1866.4,1553.56,157.507,16.4675
-3676.74951171875,30,150000,30,1960.93,1606.38,157.4835,16.3843
-3930.910888671875,31,155000,31,1942.46,1605.1,157.3998,16.1054
-4109.73486328125,32,160000,32,1988.55,1641.22,157.5869,16.7825
-4326.86376953125,33,165000,33,1986.64,1625.55,157.5454,16.6051
-4567.98779296875,34,170000,34,1967.06,1611.46,157.5516,16.4421
-4816.0009765625,35,175000,35,1922.06,1561.29,157.2824,15.9275
-4975.611328125,36,180000,36,1955.18,1589.71,157.3057,16.0851
-5105.150390625,37,185000,37,1947.21,1614.82,157.6318,15.6863
-5285.74365234375,38,190000,38,2031.74,1655.7,157.1959,15.9724
-5571.35791015625,39,195000,39,1921.02,1618.26,157.2699,15.4925
-5827.09228515625,40,200000,40,1922.13,1619.42,157.436,16.082
-5878.88623046875,41,205000,41,2057.31,1680.1,157.2206,16.3422
-6242.58251953125,42,210000,42,1965.17,1646.08,157.3803,16.0823
-6413.8876953125,43,215000,43,1990.01,1663.81,157.3085,16.0079
-6445.50390625,44,220000,44,2103.65,1725.36,157.0706,16.1695
-6781.7265625,45,225000,45,1998.47,1689.16,157.3716,16.0813
-7099.18212890625,46,230000,46,1984.23,1639.98,157.0869,15.9162
-7070.07080078125,47,235000,47,2095.49,1713.84,157.1145,16.3696
-7409.92529296875,48,240000,48,2063.35,1663.35,157.2534,16.0725
-7537.5888671875,49,245000,49,2080.25,1719.24,157.1037,16.1565
-7868.17333984375,50,250000,50,2051.19,1707.24,157.1101,16.0574
-8015.8671875,51,255000,51,2056.75,1703.13,157.3005,16.1246
-8222.3740234375,52,260000,52,2020.37,1679.42,157.0987,16.0172
-8347.4580078125,53,265000,53,2083.94,1715.75,157.1281,15.8932
-8609.9990234375,54,270000,54,2078.45,1718.58,157.0999,15.9804
-8838.1484375,55,275000,55,2038.89,1690.53,156.9404,15.5609
-8961.6279296875,56,280000,56,2114.49,1736.49,156.8701,16.2508
-9170.294921875,57,285000,57,2088.2,1718.04,157.0337,16.1116
-9459.4365234375,58,290000,58,2055.92,1729.67,157.0748,15.8682
-9682.63671875,59,295000,59,2061.69,1740.53,157.0269,16.0177
-9893.34765625,60,300000,60,2038.84,1721.39,156.984,15.642
-10078.0048828125,61,305000,61,2085.5,1723.15,157.0093,15.8643
-10339.6005859375,62,310000,62,1995.33,1703.31,157.162,15.8482
-10432.4951171875,63,315000,63,2134.43,1759.22,156.9185,16.0273
-10687.9248046875,64,320000,64,2135.77,1761.16,156.8141,15.9176
-10831.9267578125,65,325000,65,2146.52,1761.38,156.9547,15.7718
-11138.7734375,66,330000,66,2090.04,1749.74,156.7439,15.7711
-11379.501953125,67,335000,67,2076.77,1733.51,156.9315,15.8392
-11411.4384765625,68,340000,68,2108.89,1753.93,156.8012,15.5563
-11717.083984375,69,345000,69,2058.53,1752.6,156.9771,15.6978
-11859.447265625,70,350000,70,2104.89,1766.72,156.7339,15.8686
-12169.3974609375,71,355000,71,2087.02,1730.97,156.8523,15.8009
-12403.408203125,72,360000,72,1991.76,1697.43,156.8228,15.3515
-12516.7861328125,73,365000,73,2108.41,1787.75,156.7049,15.8995
-12710.5224609375,74,370000,74,2085.11,1751.92,156.7056,15.4801
-12936.3017578125,75,375000,75,2080.89,1740.1,156.7332,15.5077
-13277.384765625,76,380000,76,2041.43,1689.44,157.0385,15.4811
-13452.3759765625,77,385000,77,2113.9,1740.56,156.8409,15.537
-13795.064453125,78,390000,78,2064.08,1720.06,157.0896,15.785
-13857.4638671875,79,395000,79,2155.97,1777.07,156.7866,15.6645
-14096.2568359375,80,400000,80,2086.34,1761.45,156.8294,15.549
-14365.66796875,81,405000,81,2113.98,1791.45,156.8779,15.9199
-14461.109375,82,410000,82,2143.69,1772.2,156.565,15.4336
-14843.35546875,83,415000,83,2062.75,1792.51,156.5555,15.159
-14924.529296875,84,420000,84,2088.24,1759.08,156.8403,15.5367
-15204.884765625,85,425000,85,2129.59,1766.06,156.773,15.475
-15493.021484375,86,430000,86,2116.36,1776.33,156.7113,15.6043
-15679.240234375,87,435000,87,2148.6,1781.59,156.9939,15.7345
-15869.45703125,88,440000,88,2120.99,1779.11,156.7167,15.4764
-16090.5498046875,89,445000,89,2122.27,1771.14,156.6776,15.5328
-16446.826171875,90,450000,90,2187.32,1808.41,156.9173,15.9115
-16578.98046875,91,455000,91,2138.75,1788.08,156.7803,15.3991
-16841.177734375,92,460000,92,2152.6,1812.46,156.9652,15.9056
-17087.1640625,93,465000,93,2162.33,1780.79,156.923,15.6906
-17311.53125,94,470000,94,2156.13,1822.46,156.7406,15.8134
-17487.740234375,95,475000,95,2120.59,1800.05,156.6954,15.6596
-17666.359375,96,480000,96,2110.09,1781.7,157.0209,15.327
-17920.08984375,97,485000,97,2178.62,1853.15,156.6585,15.6573
-18115.494140625,98,490000,98,2133.91,1818.23,156.608,15.4492
-18432.923828125,99,495000,99,2144.75,1822.91,156.6895,15.2144
-18684.6015625,100,500000,100,2147.52,1807.18,156.7499,15.5103
-18912.26953125,101,505000,101,2109.02,1810.97,156.6557,15.7183
-19084.25390625,102,510000,102,2110.09,1827.22,156.7312,15.6418
-19424.2890625,103,515000,103,2123.83,1805.78,156.6425,15.5906
-19581.740234375,104,520000,104,2182.04,1815.13,156.5585,15.3468
-19854.544921875,105,525000,105,2112.96,1799.91,156.8916,15.5043
-19966.41015625,106,530000,106,2198.11,1836.4,156.4937,15.59
-20391.021484375,107,535000,107,2161.21,1829.7,156.7757,15.6706
-20588.837890625,108,540000,108,2190.0,1820.22,156.8402,15.4683
-20853.5703125,109,545000,109,2157.24,1835.2,156.6209,15.4855
-21020.888671875,110,550000,110,2164.6,1814.15,156.7347,15.5048
-21274.912109375,111,555000,111,2096.22,1772.91,156.7544,15.297
-21515.189453125,112,560000,112,2168.53,1833.52,156.6962,15.404
-21719.513671875,113,565000,113,2151.62,1805.53,156.8141,15.3958
-21906.3203125,114,570000,114,2176.65,1822.94,156.7228,15.3957
-22314.349609375,115,575000,115,2120.07,1828.11,156.8579,15.6796
-22339.837890625,116,580000,116,2133.73,1797.8,156.4898,15.2179
-22674.34375,117,585000,117,2119.66,1825.8,156.6631,15.2007
-23062.31640625,118,590000,118,2105.14,1802.81,156.7011,15.174
-23159.650390625,119,595000,119,2218.08,1842.8,156.7092,15.4989
-23308.0,120,600000,120,2108.45,1798.11,156.8917,15.3721
-23523.05859375,121,605000,121,2174.52,1821.0,156.6445,15.1709
-23591.4375,122,610000,122,2121.41,1803.64,156.6747,15.0126
-23949.0625,123,615000,123,2218.41,1881.34,156.719,15.6113
-24241.388671875,124,620000,124,2119.31,1792.08,156.6973,15.3587
-24247.658203125,125,625000,125,2215.72,1859.18,156.6501,15.5517
-24326.091796875,126,630000,126,2192.5,1838.0,156.5307,15.0836
-24562.74609375,127,635000,127,2159.04,1866.14,156.5932,15.3939
-24792.455078125,128,640000,128,2182.01,1850.19,156.5977,15.3019
-25077.673828125,129,645000,129,2134.58,1825.25,156.8035,15.1136
-25291.861328125,130,650000,130,2128.5,1808.41,156.7736,15.4029
-25519.03515625,131,655000,131,2183.09,1843.36,156.56,15.5009
-25738.359375,132,660000,132,2185.89,1839.78,156.686,15.4433
-25953.73046875,133,665000,133,2230.5,1873.29,156.8236,15.4375
-26055.029296875,134,670000,134,2148.08,1823.55,156.6269,15.2346
-26347.8984375,135,675000,135,2187.65,1838.4,156.6399,15.1217
-26454.841796875,136,680000,136,2125.41,1830.78,156.5782,15.2157
-26800.560546875,137,685000,137,2165.71,1857.28,156.8821,15.4114
-26822.822265625,138,690000,138,2145.76,1831.07,156.7547,15.2286
-27124.615234375,139,695000,139,2200.62,1826.71,156.7104,15.3327
-27312.162109375,140,700000,140,2254.55,1900.09,156.5933,15.5782
-27644.986328125,141,705000,141,2217.85,1873.5,156.7059,15.4971
-27904.45703125,142,710000,142,2214.59,1857.7,156.6546,15.4652
-28029.330078125,143,715000,143,2218.44,1847.44,156.6208,15.3849
-28283.904296875,144,720000,144,2204.62,1855.0,156.7572,15.1612
-28305.296875,145,725000,145,2203.02,1869.25,156.5089,15.1017
-28654.583984375,146,730000,146,2167.34,1875.12,156.7316,15.2267
-28741.56640625,147,735000,147,2195.52,1849.89,156.7194,15.2584
-29246.060546875,148,740000,148,2233.97,1866.46,156.3982,15.4596
-29324.72265625,149,745000,149,2192.35,1870.6,156.7879,15.4251
-29634.234375,150,750000,150,2204.22,1867.33,156.6126,15.4474
-29896.41796875,151,755000,151,2271.72,1891.26,156.6304,15.3882
-29988.1640625,152,760000,152,2176.86,1871.48,156.7167,15.2878
-30161.814453125,153,765000,153,2156.17,1823.22,156.8219,15.4203
-30280.560546875,154,770000,154,2167.2,1837.85,156.7128,15.2389
-30568.501953125,155,775000,155,2215.78,1861.61,156.6782,15.2126
-30835.54296875,156,780000,156,2188.96,1849.02,156.7034,15.2249
-31024.40625,157,785000,157,2180.47,1872.06,156.6801,15.2008
-31527.048828125,158,790000,158,2242.83,1894.03,156.7042,15.8086
-31466.701171875,159,795000,159,2222.36,1877.44,156.6589,15.3786
-31763.4296875,160,800000,160,2176.49,1815.94,156.6247,15.0983
-31879.7109375,161,805000,161,2227.32,1867.39,156.7658,15.3204
-32182.2734375,162,810000,162,2221.95,1891.27,156.7859,15.0915
-32493.650390625,163,815000,163,2210.73,1878.76,156.7374,15.3652
-32831.390625,164,820000,164,2214.31,1878.51,156.5183,15.2065
-33017.26171875,165,825000,165,2212.03,1883.91,156.4741,15.5675
-33243.6015625,166,830000,166,2171.59,1858.73,156.5954,15.1487
-33362.90625,167,835000,167,2225.52,1876.98,156.6592,15.1864
-33590.3828125,168,840000,168,2172.72,1841.86,156.6093,14.8895
-33705.94140625,169,845000,169,2248.35,1865.27,156.5151,14.9899
-34118.6328125,170,850000,170,2167.27,1829.01,156.7541,15.1257
-34234.6171875,171,855000,171,2250.1,1904.51,156.4813,15.2478
-34606.3046875,172,860000,172,2231.9,1904.81,156.7006,15.5173
-34659.8828125,173,865000,173,2226.3,1858.17,156.5868,14.8481
-35001.953125,174,870000,174,2234.02,1890.47,156.4782,15.1968
-34969.63671875,175,875000,175,2239.99,1888.54,156.4678,15.2535
-35315.99609375,176,880000,176,2225.85,1906.31,156.4975,15.1685
-35926.03515625,177,885000,177,2219.56,1878.79,156.5727,15.2521
-35941.8125,178,890000,178,2204.67,1892.06,156.549,15.1741
-36550.37890625,179,895000,179,2204.83,1867.6,156.6508,15.4438
-36396.27734375,180,900000,180,2276.46,1921.79,156.5134,15.2476
-36812.2890625,181,905000,181,2220.29,1891.77,156.5781,15.099
-37086.2890625,182,910000,182,2234.03,1892.55,156.5164,15.147
-37476.140625,183,915000,183,2227.46,1899.35,156.6983,15.357
-37610.66015625,184,920000,184,2221.34,1896.12,156.7246,15.2599
-37700.29296875,185,925000,185,2251.17,1881.72,156.7158,15.2936
-37979.796875,186,930000,186,2232.58,1871.6,156.5865,15.0251
-38212.9296875,187,935000,187,2274.9,1917.87,156.5113,15.3214
-38494.60546875,188,940000,188,2243.79,1854.54,156.6472,15.0092
-38797.484375,189,945000,189,2254.17,1913.61,156.6398,15.2165
-38882.171875,190,950000,190,2254.9,1909.89,156.6863,15.3553
-39120.984375,191,955000,191,2251.25,1896.34,156.6824,15.0896
-39196.59375,192,960000,192,2292.86,1950.78,156.4605,15.2488
-39795.3203125,193,965000,193,2274.6,1936.3,156.5827,15.2872
-39853.796875,194,970000,194,2262.41,1930.6,156.7394,15.5252
-40125.19140625,195,975000,195,2262.04,1916.9,156.8202,15.6008
-39998.98046875,196,980000,196,2250.29,1911.49,156.605,15.1237
-40401.1171875,197,985000,197,2264.94,1887.77,156.6895,15.0962
-40613.6640625,198,990000,198,2209.49,1889.98,156.7083,15.2841
-40730.62109375,199,995000,199,2242.92,1898.99,156.6439,15.1877
-40864.44921875,200,1000000,200,2247.37,1917.39,156.5243,15.1751
-41090.0390625,201,1005000,201,2217.76,1914.98,156.5627,15.2353
-41240.16015625,202,1010000,202,2198.94,1904.22,156.6519,15.3
-41511.95703125,203,1015000,203,2250.05,1922.52,156.6563,15.3524
-41570.18359375,204,1020000,204,2215.0,1891.15,156.5573,15.201
-41769.20703125,205,1025000,205,2225.04,1887.69,156.6082,15.1563
-42084.4921875,206,1030000,206,2248.12,1918.98,156.6475,15.3663
-42373.89453125,207,1035000,207,2246.54,1929.33,156.5695,15.5151
-42465.28515625,208,1040000,208,2238.88,1914.31,156.5547,15.3642
-42588.3984375,209,1045000,209,2245.07,1897.9,156.4951,15.3754
-42798.953125,210,1050000,210,2213.11,1925.4,156.6625,15.3195
-42855.53125,211,1055000,211,2254.59,1907.16,156.5661,15.3929
-42964.1875,212,1060000,212,2254.03,1924.46,156.7408,15.3993
-43040.69921875,213,1065000,213,2253.83,1895.95,156.5984,15.2038
-43366.69140625,214,1070000,214,2245.61,1914.65,156.6694,15.4314
-43406.4921875,215,1075000,215,2243.87,1924.67,156.5653,15.3994
-43557.95703125,216,1080000,216,2263.97,1929.49,156.625,15.2373
-43725.32421875,217,1085000,217,2245.02,1927.43,156.5573,15.3155
-43977.49609375,218,1090000,218,2269.48,1943.85,156.5773,15.4293
-44201.38671875,219,1095000,219,2264.1,1919.6,156.5584,15.5317
-44172.47265625,220,1100000,220,2265.91,1940.14,156.6937,15.4095
-44468.546875,221,1105000,221,2262.04,1923.21,156.7281,15.5559
-44408.81640625,222,1110000,222,2245.39,1901.83,156.4954,15.2137
-44477.69140625,223,1115000,223,2238.68,1906.39,156.6057,15.2966
-44822.984375,224,1120000,224,2254.44,1927.44,156.6239,15.4451
-44825.14453125,225,1125000,225,2244.43,1924.34,156.5567,15.369
-45061.63671875,226,1130000,226,2270.47,1934.33,156.6123,15.4219
-45145.74609375,227,1135000,227,2268.22,1939.8,156.6953,15.4835
-45389.6484375,228,1140000,228,2245.49,1920.65,156.486,15.3223
-45273.5234375,229,1145000,229,2274.82,1908.45,156.654,15.2378
-45393.91015625,230,1150000,230,2248.62,1921.53,156.6152,15.1333
-45673.79296875,231,1155000,231,2257.72,1945.78,156.5451,15.3575
-45798.1171875,232,1160000,232,2270.52,1936.97,156.4695,15.2672
-45908.8125,233,1165000,233,2264.46,1923.16,156.4195,15.2059
-46071.0546875,234,1170000,234,2250.44,1885.45,156.6688,15.1352
-46269.4765625,235,1175000,235,2275.9,1922.51,156.4589,15.3273
-46322.02734375,236,1180000,236,2260.6,1930.96,156.5679,15.1879
-46362.82421875,237,1185000,237,2245.12,1909.33,156.5546,15.2063
-46581.17578125,238,1190000,238,2266.39,1931.4,156.5468,15.4885
-46856.07421875,239,1195000,239,2286.51,1940.7,156.5485,15.2111
-46716.48828125,240,1200000,240,2272.77,1925.61,156.629,15.1625
-47089.12109375,241,1205000,241,2312.81,1952.71,156.6631,15.4728
-46994.35546875,242,1210000,242,2275.29,1926.34,156.5476,15.1736
-47175.23828125,243,1215000,243,2247.03,1925.36,156.4417,15.3305
-47469.59375,244,1220000,244,2284.75,1936.44,156.496,15.4194
-47430.2890625,245,1225000,245,2297.51,1933.24,156.453,15.4045
-47690.53125,246,1230000,246,2305.25,1952.47,156.559,15.4103
-47835.96484375,247,1235000,247,2293.96,1950.83,156.6513,15.3843
-47918.984375,248,1240000,248,2283.66,1933.61,156.5447,15.4501
-47975.30078125,249,1245000,249,2281.32,1918.33,156.601,15.186
-48104.73828125,250,1250000,250,2303.92,1935.99,156.4851,15.31
-48228.29296875,251,1255000,251,2300.24,1946.3,156.4612,15.2566
-48600.15234375,252,1260000,252,2300.7,1948.71,156.5007,15.294
-48487.9921875,253,1265000,253,2269.1,1924.21,156.4587,15.1742
-48820.1875,254,1270000,254,2295.78,1929.49,156.5198,15.2903
-48831.0,255,1275000,255,2301.7,1940.94,156.4026,15.3181
-49069.2890625,256,1280000,256,2313.83,1934.41,156.5955,15.2992
-49282.89453125,257,1285000,257,2306.1,1922.13,156.5976,15.3743
-49378.4375,258,1290000,258,2266.82,1914.37,156.5802,15.3042
-49304.5703125,259,1295000,259,2294.03,1933.83,156.5404,15.2431
-49459.9296875,260,1300000,260,2286.4,1915.47,156.5912,15.2436
-49502.57421875,261,1305000,261,2256.84,1917.6,156.5773,15.1774
-49650.5390625,262,1310000,262,2237.23,1906.26,156.6593,15.3147
-50030.71875,263,1315000,263,2289.18,1911.07,156.5815,15.329
-49907.43359375,264,1320000,264,2295.57,1935.9,156.6331,15.1235
-49988.3515625,265,1325000,265,2311.09,1938.33,156.563,15.3662
-50119.5625,266,1330000,266,2282.68,1909.9,156.6251,15.23
-50318.6171875,267,1335000,267,2264.56,1914.99,156.6294,15.2401
-50543.6484375,268,1340000,268,2293.41,1944.94,156.6122,15.3549
-50540.46875,269,1345000,269,2272.11,1929.87,156.4164,15.2335
-50687.8828125,270,1350000,270,2282.24,1920.62,156.6582,15.2307
-50855.77734375,271,1355000,271,2281.58,1936.94,156.6394,15.4096
-50902.203125,272,1360000,272,2289.15,1947.41,156.5271,15.1879
-50842.921875,273,1365000,273,2282.64,1916.35,156.3461,15.1227
-51181.67578125,274,1370000,274,2307.25,1937.36,156.5807,15.2638
-51220.79296875,275,1375000,275,2295.11,1930.48,156.4687,15.2427
-51336.17578125,276,1380000,276,2287.5,1916.71,156.4456,15.0935
-51319.15234375,277,1385000,277,2263.49,1920.24,156.5187,14.9543
-51294.5546875,278,1390000,278,2282.71,1921.86,156.4686,15.2533
-51527.5,279,1395000,279,2266.42,1909.15,156.6361,15.084
-51386.890625,280,1400000,280,2274.97,1916.6,156.4709,14.9195
-51876.171875,281,1405000,281,2279.98,1928.45,156.6133,15.2711
-51905.43359375,282,1410000,282,2270.22,1912.71,156.5891,15.2329
-52164.48828125,283,1415000,283,2255.05,1870.62,156.5844,15.0969
-52157.44921875,284,1420000,284,2276.7,1908.77,156.6034,15.1215
-52210.05078125,285,1425000,285,2283.9,1928.51,156.6829,15.2681
-52474.3828125,286,1430000,286,2280.05,1948.49,156.625,15.2055
-52540.61328125,287,1435000,287,2271.31,1938.32,156.6311,15.2365
-52639.80859375,288,1440000,288,2289.71,1917.17,156.6006,15.2109
-52614.3671875,289,1445000,289,2261.71,1930.04,156.5847,15.0816
-52894.92578125,290,1450000,290,2267.34,1932.29,156.6724,15.0972
-52967.8828125,291,1455000,291,2277.98,1938.02,156.539,14.9931
-52970.7734375,292,1460000,292,2269.66,1928.66,156.6069,15.14
-53058.546875,293,1465000,293,2274.31,1909.18,156.62,15.0084
-53092.18359375,294,1470000,294,2259.57,1901.01,156.5048,15.0273
-53172.4140625,295,1475000,295,2290.04,1926.07,156.6679,15.1376
-53302.3046875,296,1480000,296,2260.9,1903.5,156.5805,14.8839
-53573.5078125,297,1485000,297,2305.38,1925.94,156.5948,15.1036
-53529.09375,298,1490000,298,2280.62,1914.45,156.6917,14.9879
-53622.62109375,299,1495000,299,2302.41,1921.28,156.5363,15.0311
-53856.03125,300,1500000,300,2296.12,1912.95,156.6125,15.1736
-53925.9765625,301,1505000,301,2293.56,1918.73,156.6504,15.1332
-54132.0,302,1510000,302,2291.53,1923.42,156.6282,14.9558
-54326.65234375,303,1515000,303,2309.48,1919.17,156.5157,15.2325
-54334.78125,304,1520000,304,2290.64,1908.27,156.5371,15.0126
-54511.8984375,305,1525000,305,2308.57,1939.04,156.5917,15.239
-54531.30078125,306,1530000,306,2296.61,1926.65,156.654,15.1267
-54535.921875,307,1535000,307,2294.85,1945.22,156.5981,15.065
-54605.83203125,308,1540000,308,2280.8,1929.79,156.6196,15.0828
-54715.6484375,309,1545000,309,2256.08,1902.56,156.5734,14.95
-54914.39453125,310,1550000,310,2266.98,1912.29,156.7834,15.1596
-54952.80859375,311,1555000,311,2267.27,1911.09,156.5777,14.9977
-54969.484375,312,1560000,312,2297.66,1916.22,156.7184,15.003
-55140.6953125,313,1565000,313,2298.72,1935.97,156.7356,15.0443
-55163.51953125,314,1570000,314,2278.12,1923.12,156.5645,15.0367
-55419.78515625,315,1575000,315,2286.11,1936.0,156.5353,15.1421
-55496.734375,316,1580000,316,2274.11,1926.66,156.6181,15.2834
-55439.2109375,317,1585000,317,2274.41,1915.34,156.4615,15.0574
-55528.74609375,318,1590000,318,2294.83,1941.67,156.6239,15.1348
-55666.7734375,319,1595000,319,2308.19,1949.54,156.5327,15.1805
-55984.23828125,320,1600000,320,2287.58,1934.73,156.4836,14.9703
-55938.90625,321,1605000,321,2287.75,1944.62,156.4276,15.1853
-55888.48828125,322,1610000,322,2285.01,1935.49,156.4734,15.1008
-56021.69140625,323,1615000,323,2310.38,1948.89,156.5989,15.1153
-56166.1796875,324,1620000,324,2308.06,1935.87,156.5204,15.2386
-56424.515625,325,1625000,325,2295.05,1950.04,156.6349,15.223
-56588.01953125,326,1630000,326,2328.68,1954.14,156.6482,15.3408
-56622.72265625,327,1635000,327,2286.32,1908.75,156.609,15.1174
-56623.140625,328,1640000,328,2325.05,1926.57,156.5167,15.1897
-56754.94140625,329,1645000,329,2306.75,1955.39,156.585,15.1718
-56845.00390625,330,1650000,330,2311.34,1946.42,156.6573,15.1941
-56913.84765625,331,1655000,331,2327.67,1963.19,156.6493,15.1545
-57226.73828125,332,1660000,332,2312.29,1955.42,156.608,15.316
-57109.8203125,333,1665000,333,2302.42,1955.68,156.5026,15.1792
-57293.3125,334,1670000,334,2295.46,1950.16,156.7097,15.1368
-57347.6484375,335,1675000,335,2297.27,1906.54,156.6225,15.0753
-57432.34375,336,1680000,336,2299.31,1967.18,156.5568,15.1204
-57392.4921875,337,1685000,337,2333.92,1966.75,156.6542,15.2704
-57498.77734375,338,1690000,338,2334.53,1979.93,156.6629,15.324
-57618.03125,339,1695000,339,2327.02,1953.76,156.5657,15.1396
-57985.8203125,340,1700000,340,2335.08,1963.72,156.5573,15.1572
-57781.5625,341,1705000,341,2308.35,1936.32,156.5195,15.0415
-58113.0078125,342,1710000,342,2320.73,1978.59,156.5106,15.1614
-58097.984375,343,1715000,343,2296.95,1944.15,156.5484,15.0814
-58162.4921875,344,1720000,344,2325.49,1972.04,156.5021,15.0723
-58209.859375,345,1725000,345,2325.14,1968.11,156.5279,15.252
-58319.984375,346,1730000,346,2326.7,1946.37,156.4923,15.1084
-58400.49609375,347,1735000,347,2276.4,1950.49,156.5362,15.0662
-58460.5,348,1740000,348,2307.49,1968.65,156.4404,15.2606
-58451.62109375,349,1745000,349,2313.49,1960.0,156.4957,15.1552
-58659.7421875,350,1750000,350,2302.9,1963.25,156.5375,15.2177
-58864.3359375,351,1755000,351,2322.7,1940.85,156.5733,15.1584
-58948.96484375,352,1760000,352,2310.04,1953.44,156.5336,14.9302
-59005.421875,353,1765000,353,2320.03,1951.02,156.6143,15.1458
-58982.140625,354,1770000,354,2337.87,1974.65,156.6277,15.2516
-59097.73046875,355,1775000,355,2326.43,1953.26,156.4571,15.1245
-59379.0078125,356,1780000,356,2307.84,1933.72,156.5685,15.0158
-59382.26171875,357,1785000,357,2297.25,1957.24,156.6376,15.0779
-59349.1015625,358,1790000,358,2295.85,1957.96,156.5973,15.1189
-59599.49609375,359,1795000,359,2321.88,1956.7,156.633,15.0205
-59746.15234375,360,1800000,360,2295.35,1939.07,156.5874,14.8239
-59843.4765625,361,1805000,361,2296.29,1954.24,156.6319,15.1773
-59593.015625,362,1810000,362,2298.92,1966.98,156.5275,14.902
-59891.8359375,363,1815000,363,2324.84,1945.6,156.6256,15.045
-60036.00390625,364,1820000,364,2312.8,1951.66,156.5772,14.9815
-60255.15625,365,1825000,365,2304.06,1949.89,156.6164,14.9771
-60245.07421875,366,1830000,366,2287.4,1935.13,156.5944,14.9496
-60470.67578125,367,1835000,367,2319.96,1936.13,156.647,15.1261
-60482.0390625,368,1840000,368,2315.95,1965.32,156.7188,15.0514
-60555.72265625,369,1845000,369,2313.01,1947.06,156.6754,15.1949
-60680.64453125,370,1850000,370,2323.71,1932.98,156.5474,15.0498
-60726.3359375,371,1855000,371,2324.16,1965.24,156.5785,15.1486
-60822.5234375,372,1860000,372,2168.61,1950.72,156.5159,14.9446
-61060.515625,373,1865000,373,2179.56,1924.44,156.6449,15.1861
-61189.2734375,374,1870000,374,2281.23,1974.82,156.5153,15.2294
-61438.6171875,375,1875000,375,2300.72,1958.23,156.5536,15.1341
-61301.29296875,376,1880000,376,2296.26,1950.32,156.6474,14.9699
-61364.8671875,377,1885000,377,2168.33,1946.73,156.5248,15.0762
-61589.765625,378,1890000,378,2326.34,1961.82,156.5798,14.9389
-61512.09765625,379,1895000,379,2154.08,1969.94,156.5943,14.9297
-61747.13671875,380,1900000,380,2297.34,1955.94,156.6505,15.0597
-61750.2890625,381,1905000,381,2316.38,1943.78,156.5877,15.1294
-61997.77734375,382,1910000,382,2313.45,1950.29,156.6042,15.016
-62034.02734375,383,1915000,383,2157.96,1955.18,156.4559,15.1249
-61906.01171875,384,1920000,384,2301.97,1924.07,156.4773,14.9969
-62117.2421875,385,1925000,385,2299.59,1972.29,156.6053,15.252
-62349.14453125,386,1930000,386,2336.65,1986.65,156.4973,15.1184
-62378.6640625,387,1935000,387,2287.52,1950.84,156.539,14.9217
-62647.32421875,388,1940000,388,2293.27,1929.54,156.5098,15.0801
-62501.421875,389,1945000,389,2289.13,1947.96,156.5609,14.9667
-62897.3984375,390,1950000,390,2332.04,1968.7,156.6153,15.2373
-62856.35546875,391,1955000,391,2317.56,1966.0,156.5304,15.0282
-62907.25390625,392,1960000,392,2294.92,1939.52,156.3804,15.0317
-63059.28125,393,1965000,393,2313.17,1944.86,156.6353,15.0299
