Running Reverse KL,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss,Itration,Running Update Time,Real Det Return
21.6667,1717.71,145000,23.8797,-106.88461303710938,29,29,1933.47
14.173,1933.17,150000,20.8823,-97.28707122802734,30,30,2239.92
11.0667,3111.12,155000,20.2053,-68.64042663574219,31,31,3123.88
11.1197,3065.49,160000,20.8021,-57.18169403076172,32,32,3102.85
11.0681,2938.67,165000,19.7983,-42.152565002441406,33,33,3120.97
11.8961,3075.2,170000,20.6097,-44.596229553222656,34,34,3025.97
11.826,3129.37,175000,20.4377,-61.178199768066406,35,35,3147.21
13.0619,2916.34,180000,20.4892,-57.42222595214844,36,36,3181.16
11.0938,3114.83,185000,20.0889,-56.880523681640625,37,37,3161.79
10.494,2984.87,190000,19.6923,-56.839813232421875,38,38,3191.64
10.865,2856.43,195000,19.995,-77.06881713867188,39,39,3184.96
12.65,3116.43,200000,20.6992,-63.309410095214844,40,40,3161.15
13.0112,2951.44,205000,21.2257,-56.31087875366211,41,41,3229.91
12.0916,3107.38,210000,20.6232,-64.27503967285156,42,42,3174.97
10.7391,3172.11,215000,19.305,-54.49488067626953,43,43,3210.11
12.192,3110.24,220000,19.9116,-53.49378204345703,44,44,3235.12
11.3503,3080.53,225000,19.0691,-63.814125061035156,45,45,3143.49
10.3506,3138.66,230000,19.3061,-76.41439819335938,46,46,3229.59
9.8891,3150.51,235000,18.7361,-62.95719909667969,47,47,3195.58
11.7221,3123.1,240000,20.4647,-79.6737060546875,48,48,3143.34
10.8,3166.44,245000,19.5631,-72.44799041748047,49,49,3176.24
10.9923,3171.66,250000,18.9453,-62.96635437011719,50,50,3179.54
11.1734,3184.42,255000,18.5245,-68.13099670410156,51,51,3225.48
10.8491,3156.82,260000,19.1966,-74.54337310791016,52,52,3185.31
11.9047,3092.68,265000,19.6392,-67.48070526123047,53,53,3211.49
11.5459,2993.81,270000,19.921,-81.35037231445312,54,54,3209.31
11.8584,2879.56,275000,20.7072,-92.17867279052734,55,55,3174.83
10.8324,3177.03,280000,19.4946,-71.84807586669922,56,56,3206.33
11.1102,3178.96,285000,19.5921,-77.64387512207031,57,57,3203.63
10.0418,3133.94,290000,19.1588,-88.92253875732422,58,58,3183.15
11.2967,2936.3,295000,19.5189,-85.76395416259766,59,59,3200.84
9.6343,3199.39,300000,18.2168,-69.11500549316406,60,60,3220.53
10.2273,3166.84,305000,18.7389,-72.34452056884766,61,61,3194.98
10.7876,3175.31,310000,18.8888,-80.6755599975586,62,62,3201.33
9.6925,3183.27,315000,18.7447,-82.04345703125,63,63,3214.71
12.1936,3188.56,320000,19.8834,-98.65103149414062,64,64,3207.43
9.8167,3024.85,325000,18.5843,-87.47384643554688,65,65,3161.49
10.0486,3136.29,330000,19.0182,-102.20243835449219,66,66,3166.98
12.2906,3138.44,335000,20.3242,-100.59249877929688,67,67,3150.03
10.3327,3151.69,340000,19.1239,-100.62804412841797,68,68,3166.65
11.0567,3194.58,345000,18.774,-97.51757049560547,69,69,3230.61
10.3727,3127.24,350000,18.6369,-95.75241088867188,70,70,3187.34
10.1636,2949.81,355000,19.2556,-106.52191925048828,71,71,3215.5
10.1889,3075.24,360000,18.3821,-106.63341522216797,72,72,3225.63
10.937,3179.61,365000,18.6332,-101.857666015625,73,73,3212.87
10.0411,3185.31,370000,18.0676,-94.1202392578125,74,74,3215.3
10.451,3027.08,375000,18.7521,-119.25180053710938,75,75,3189.03
10.1779,3197.7,380000,18.4954,-109.75501251220703,76,76,3221.04
10.0073,3155.9,385000,18.837,-112.46331787109375,77,77,3205.79
9.4453,3115.7,390000,17.9176,-101.80594635009766,78,78,3215.86
10.4567,3134.8,395000,18.6662,-108.39946746826172,79,79,3216.53
10.6662,3215.68,400000,18.4366,-98.1650619506836,80,80,3240.09
12.0463,3199.21,405000,19.9846,-115.34651184082031,81,81,3228.02
10.8083,3198.85,410000,19.1746,-113.50887298583984,82,82,3217.17
10.5839,3140.86,415000,18.6682,-106.05901336669922,83,83,3202.22
10.5092,3180.19,420000,18.47,-118.75183868408203,84,84,3211.47
9.954,3142.76,425000,18.0084,-111.57850646972656,85,85,3217.3
10.3076,3134.31,430000,18.8084,-116.43431854248047,86,86,3221.96
11.6969,3166.09,435000,19.3647,-129.03335571289062,87,87,3202.26
10.7495,3167.5,440000,19.6547,-128.54364013671875,88,88,3237.11
10.2387,3206.8,445000,18.6004,-125.03263092041016,89,89,3239.99
10.9191,3189.96,450000,19.7386,-132.87684631347656,90,90,3197.55
9.3555,3065.09,455000,17.8229,-112.93502807617188,91,91,3226.05
10.7,3214.54,460000,18.3071,-109.27887725830078,92,92,3231.51
10.3786,3212.77,465000,18.6939,-119.74971008300781,93,93,3224.07
10.8904,3192.2,470000,19.587,-139.3747100830078,94,94,3230.61
9.0505,2987.83,475000,17.5092,-119.9151840209961,95,95,3232.43
10.5962,3101.9,480000,19.1788,-136.3368377685547,96,96,3240.02
9.9805,3209.52,485000,17.6491,-132.88272094726562,97,97,3251.6
9.8167,3147.92,490000,18.1666,-124.9272232055664,98,98,3252.15
10.1043,3190.28,495000,18.0231,-127.9395523071289,99,99,3248.97
10.6381,3198.78,500000,18.8502,-130.6131134033203,100,100,3237.27
11.6266,3018.6,505000,19.5856,-155.69383239746094,101,101,3213.25
9.68,3206.86,510000,17.7857,-136.9102325439453,102,102,3238.92
9.7946,3190.52,515000,18.3826,-142.33580017089844,103,103,3217.3
8.8919,3168.8,520000,17.8118,-137.18350219726562,104,104,3215.45
9.6124,3094.75,525000,17.7347,-147.20135498046875,105,105,3230.32
10.0598,3116.71,530000,18.1801,-143.64657592773438,106,106,3228.01
9.0719,3083.99,535000,18.1669,-157.78709411621094,107,107,3205.52
10.0525,3170.68,540000,18.7735,-162.1021270751953,108,108,3232.87
9.0612,3199.37,545000,17.8587,-139.69873046875,109,109,3241.12
10.0763,3229.54,550000,18.5097,-152.38284301757812,110,110,3244.32
8.843,3102.8,555000,17.9317,-152.50975036621094,111,111,3216.26
8.9308,3227.03,560000,17.3591,-134.4134521484375,112,112,3255.37
9.4568,3210.03,565000,17.4906,-146.06387329101562,113,113,3246.87
9.1224,3084.58,570000,17.7264,-162.22918701171875,114,114,3234.21
11.4339,2934.38,575000,18.0442,-153.656982421875,115,115,3262.0
9.5058,3201.73,580000,18.3175,-173.94998168945312,116,116,3275.6
9.1889,3275.63,585000,17.5362,-157.99459838867188,117,117,3334.42
9.2665,3013.72,590000,17.3924,-164.4015655517578,118,118,3268.83
9.2241,3169.35,595000,18.1215,-171.2952880859375,119,119,3234.0
8.3631,3142.94,600000,17.956,-168.35435485839844,120,120,3259.88
8.6289,3251.3,605000,17.4123,-160.86953735351562,121,121,3283.58
14.76,2557.41,610000,19.4809,-178.875732421875,122,122,2989.95
8.6219,2866.23,615000,16.8023,-141.2957000732422,123,123,3227.98
10.3329,3181.24,620000,18.0915,-137.9067840576172,124,124,3219.07
10.1352,3206.02,625000,18.1074,-175.5823516845703,125,125,3361.33
9.3299,3220.86,630000,17.9427,-168.40065002441406,126,126,3244.43
8.8839,3074.32,635000,17.3778,-140.55661010742188,127,127,3305.38
8.4659,2992.45,640000,17.0315,-141.14837646484375,128,128,3230.03
8.5771,3119.76,645000,17.0317,-166.7448272705078,129,129,3257.05
8.852,3111.28,650000,17.5328,-181.5227508544922,130,130,3229.52
9.483,3210.25,655000,17.3888,-147.86557006835938,131,131,3178.35
9.8733,2913.82,660000,18.0462,-160.49668884277344,132,132,3243.33
8.2761,3147.01,665000,16.5091,-161.62123107910156,133,133,3264.79
8.9453,2843.48,670000,17.4725,-180.32119750976562,134,134,3261.2
8.3225,2894.04,675000,17.6222,-182.83294677734375,135,135,3285.23
8.8954,3249.86,680000,16.9718,-166.58741760253906,136,136,3248.23
8.6902,3205.44,685000,17.6728,-182.73899841308594,137,137,3285.49
10.1665,2967.5,690000,18.3736,-205.4910888671875,138,138,3265.69
9.8202,2489.88,695000,18.5603,-211.69371032714844,139,139,3266.32
8.7626,3231.9,700000,18.0177,-200.90084838867188,140,140,3281.61
8.9936,3235.57,705000,17.736,-200.7175750732422,141,141,3316.98
8.5012,3195.33,710000,16.8347,-177.9093017578125,142,142,3292.65
8.0676,3059.35,715000,16.6531,-181.49462890625,143,143,3286.39
8.4383,3109.15,720000,16.7053,-177.99134826660156,144,144,3298.45
8.7871,3254.61,725000,16.6147,-172.80865478515625,145,145,3270.39
8.9638,3251.41,730000,16.7904,-185.0869903564453,146,146,3263.27
9.1887,2937.36,735000,17.5424,-191.9646759033203,147,147,3272.19
8.7753,3269.6,740000,17.0328,-200.68252563476562,148,148,3293.22
8.034,3173.2,745000,16.3939,-176.23580932617188,149,149,3287.77
8.7565,3216.12,750000,16.5585,-174.74969482421875,150,150,3297.52
8.6548,3260.56,755000,16.891,-196.4309844970703,151,151,3286.74
8.8302,3207.78,760000,17.6667,-214.0337677001953,152,152,3288.72
8.0434,3155.25,765000,16.4542,-191.07455444335938,153,153,3290.88
8.9052,3172.1,770000,17.299,-206.300537109375,154,154,3312.45
8.6519,3265.3,775000,18.0151,-228.08245849609375,155,155,3297.4
8.6656,3155.61,780000,17.5901,-202.900634765625,156,156,3400.97
8.7144,3200.08,785000,17.2024,-200.01295471191406,157,157,3300.23
10.6738,2988.19,790000,17.5828,-210.82798767089844,158,158,3282.68
8.9236,3161.48,795000,16.9765,-198.77467346191406,159,159,3341.32
8.8248,3282.17,800000,16.6616,-191.3925323486328,160,160,3300.96
8.3064,3174.82,805000,16.4272,-193.31881713867188,161,161,3290.82
10.203,2498.98,810000,17.6334,-235.58139038085938,162,162,3322.99
8.8311,2898.35,815000,16.2343,-209.72816467285156,163,163,3263.3
8.9379,3285.59,820000,16.8769,-205.9922637939453,164,164,3341.02
8.6251,3236.04,825000,16.5192,-163.6585693359375,165,165,3333.8
10.7695,2339.59,830000,18.0405,-235.53933715820312,166,166,3144.92
8.9635,3234.85,835000,17.134,-224.2394561767578,167,167,3267.33
9.3168,3139.66,840000,18.4176,-260.6004638671875,168,168,3290.86
8.8592,3234.85,845000,18.3565,-210.37376403808594,169,169,3276.54
9.5214,3298.49,850000,17.5404,-226.7825164794922,170,170,3317.2
9.2241,3278.11,855000,17.2058,-234.8683624267578,171,171,3291.93
8.9899,3178.35,860000,17.7171,-251.5164031982422,172,172,3329.75
9.139,3281.19,865000,17.1375,-223.27670288085938,173,173,3298.33
9.662,3262.19,870000,18.386,-269.46783447265625,174,174,3330.61
9.3378,3205.28,875000,17.3146,-236.9158477783203,175,175,3328.72
9.1809,3252.95,880000,18.1449,-236.36390686035156,176,176,3340.31
9.327,3287.6,885000,17.3328,-235.73219299316406,177,177,3306.74
9.1507,3190.06,890000,17.8113,-224.3734588623047,178,178,3243.98
8.7595,3301.01,895000,18.1253,-279.8924560546875,179,179,3333.95
8.9562,3302.89,900000,17.3652,-262.2787170410156,180,180,3339.05
8.5893,3280.58,905000,16.507,-229.00184631347656,181,181,3312.88
9.0301,3323.55,910000,17.7471,-265.7045593261719,182,182,3358.7
9.1279,3329.97,915000,17.0116,-242.2093505859375,183,183,3354.47
8.4274,3339.64,920000,16.2627,-180.83306884765625,184,184,3384.28
8.4854,3331.31,925000,16.7463,-234.27859497070312,185,185,3368.0
9.3113,3372.96,930000,16.5807,-218.51708984375,186,186,3415.68
8.8529,3332.76,935000,16.8474,-236.17437744140625,187,187,3375.04
9.7476,3312.29,940000,17.6567,-265.1344909667969,188,188,3327.4
9.7753,2742.08,945000,18.8694,-296.9046936035156,189,189,3309.35
8.6942,3327.33,950000,16.8242,-265.1854248046875,190,190,3333.16
8.5449,3307.66,955000,16.7426,-268.9977111816406,191,191,3347.7
8.9872,3356.15,960000,17.362,-262.43841552734375,192,192,3352.59
9.5633,3355.69,965000,17.1516,-215.82635498046875,193,193,3373.53
8.8507,3327.54,970000,17.6008,-290.56585693359375,194,194,3370.0
9.5106,3407.92,975000,17.5267,-245.580078125,195,195,3439.29
8.5989,3365.46,980000,16.187,-197.201904296875,196,196,3385.18
8.5432,3341.01,985000,15.9847,-193.2899932861328,197,197,3365.52
9.077,3372.35,990000,16.9078,-232.18283081054688,198,198,3408.18
8.8126,3368.94,995000,16.8716,-278.2626953125,199,199,3413.51
