Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Real Sto Return,Running Env Steps,Itration,Running Update Time
16.038,2168.18,-13481.53125,156.8702,1808.06,390000,78,78
15.4792,2102.71,-13712.10546875,156.6904,1783.86,395000,79,79
15.6513,2112.72,-14085.9658203125,156.8144,1787.04,400000,80,80
15.4581,2103.44,-14226.1318359375,156.9538,1792.5,405000,81,81
15.3146,2145.18,-14449.2548828125,156.8555,1772.74,410000,82,82
15.6689,2181.82,-14549.7158203125,156.8375,1819.55,415000,83,83
15.483,2132.88,-14711.0556640625,156.7257,1815.22,420000,84,84
15.4584,2141.19,-14946.4638671875,156.6646,1800.69,425000,85,85
15.3036,2122.6,-15037.537109375,156.6968,1788.35,430000,86,86
15.521,2087.73,-15474.50390625,156.8352,1801.39,435000,87,87
15.5313,2169.33,-15541.705078125,156.8134,1795.24,440000,88,88
15.393,2122.43,-15787.1689453125,156.7094,1806.95,445000,89,89
15.6079,2184.48,-16039.30859375,156.7848,1844.46,450000,90,90
15.5955,2099.05,-16307.7626953125,156.8446,1807.16,455000,91,91
15.7452,2185.1,-16551.529296875,156.7292,1820.71,460000,92,92
15.3598,2099.54,-16647.6640625,156.8082,1803.13,465000,93,93
15.739,2168.79,-16948.232421875,156.8732,1810.6,470000,94,94
15.6183,2185.08,-17237.220703125,156.8908,1836.15,475000,95,95
15.5453,2140.22,-17494.234375,156.7734,1836.66,480000,96,96
15.5265,2112.72,-17789.9453125,156.8102,1765.32,485000,97,97
15.8424,2220.01,-17792.71875,156.8598,1879.57,490000,98,98
15.6829,2159.37,-17903.6640625,156.7229,1819.07,495000,99,99
15.7458,2173.46,-18288.44921875,156.8865,1839.43,500000,100,100
15.4393,2169.95,-18411.06640625,156.7994,1822.66,505000,101,101
15.3974,2143.03,-18653.560546875,156.8191,1817.27,510000,102,102
15.6873,2215.95,-18968.580078125,156.672,1853.98,515000,103,103
15.4863,2184.3,-19255.224609375,156.9679,1835.78,520000,104,104
15.3052,2160.97,-19397.1015625,156.9704,1814.88,525000,105,105
15.3436,2158.2,-19549.376953125,156.9193,1821.43,530000,106,106
15.4884,2169.8,-19758.884765625,156.7418,1841.35,535000,107,107
15.1199,2179.34,-20030.962890625,156.8318,1827.49,540000,108,108
15.3236,2174.91,-20277.396484375,156.8128,1817.03,545000,109,109
15.6021,2199.38,-20595.341796875,156.836,1826.15,550000,110,110
15.2112,2170.29,-20837.306640625,156.7662,1836.1,555000,111,111
15.3131,2158.26,-21074.814453125,156.8952,1823.06,560000,112,112
15.6476,2186.18,-21319.83203125,156.8585,1853.02,565000,113,113
15.2674,2165.15,-21448.61328125,156.8103,1845.75,570000,114,114
15.3072,2202.52,-21742.921875,156.8045,1855.96,575000,115,115
15.238,2182.07,-21929.865234375,156.6312,1852.23,580000,116,116
15.2681,2163.43,-22318.884765625,156.679,1857.39,585000,117,117
15.719,2180.38,-22544.259765625,156.8238,1857.92,590000,118,118
15.4467,2189.8,-22778.181640625,156.8684,1824.0,595000,119,119
15.4755,2231.71,-22974.87109375,156.9295,1877.71,600000,120,120
15.661,2213.62,-23231.11328125,156.756,1851.3,605000,121,121
15.1891,2157.29,-23516.4140625,156.7027,1832.3,610000,122,122
15.4138,2196.33,-23643.341796875,156.7622,1865.5,615000,123,123
15.7404,2223.28,-24083.68359375,156.7268,1883.79,620000,124,124
15.1024,2177.69,-24144.943359375,156.6767,1845.0,625000,125,125
15.2003,2178.3,-24418.943359375,156.8493,1840.7,630000,126,126
15.5112,2210.64,-24847.697265625,156.9313,1851.85,635000,127,127
15.5379,2226.15,-24876.3125,156.7787,1881.39,640000,128,128
15.4015,2232.52,-25136.1328125,156.7785,1879.57,645000,129,129
15.4163,2193.8,-25542.619140625,156.8091,1846.02,650000,130,130
15.2977,2203.91,-25672.619140625,156.7433,1868.5,655000,131,131
15.3891,2185.23,-25947.306640625,156.7896,1858.71,660000,132,132
15.2769,2196.33,-26257.916015625,156.8301,1861.52,665000,133,133
15.4573,2229.58,-26613.05078125,156.552,1857.15,670000,134,134
15.4876,2262.0,-26605.5390625,156.7665,1895.65,675000,135,135
15.3473,2234.31,-26994.96875,156.649,1881.64,680000,136,136
15.1957,2206.86,-27587.712890625,156.8443,1861.32,685000,137,137
15.5144,2227.62,-27678.25,156.6775,1868.9,690000,138,138
15.262,2193.54,-28004.9296875,156.8063,1858.7,695000,139,139
15.3901,2201.16,-28217.5078125,156.783,1860.56,700000,140,140
15.3014,2178.97,-28726.392578125,156.6904,1859.73,705000,141,141
15.4341,2166.97,-29084.185546875,156.8866,1867.78,710000,142,142
15.6883,2242.56,-29162.26953125,156.7124,1902.83,715000,143,143
15.4407,2247.23,-29411.81640625,156.7378,1886.29,720000,144,144
15.1238,2226.99,-29730.244140625,156.8351,1858.46,725000,145,145
15.588,2265.71,-29707.23046875,156.7397,1922.19,730000,146,146
15.3333,2212.68,-30141.357421875,156.8576,1846.49,735000,147,147
15.4276,2216.9,-30286.3359375,156.6628,1874.27,740000,148,148
15.6341,2287.3,-30688.98046875,156.9554,1903.89,745000,149,149
15.4456,2232.91,-30919.908203125,156.8344,1870.88,750000,150,150
15.3986,2237.52,-30936.2421875,156.814,1857.45,755000,151,151
15.2303,2148.09,-31354.953125,156.7685,1852.0,760000,152,152
15.3169,2224.77,-31398.33984375,156.8363,1868.79,765000,153,153
15.5226,2195.35,-31701.712890625,156.7748,1909.43,770000,154,154
15.3934,2236.43,-31985.16015625,156.7331,1875.26,775000,155,155
15.2364,2185.07,-32321.18359375,156.8644,1864.72,780000,156,156
15.0552,2131.59,-32368.583984375,156.6381,1844.07,785000,157,157
15.4604,2271.97,-32531.302734375,156.7684,1899.72,790000,158,158
15.1835,2250.58,-32776.83203125,156.6694,1875.54,795000,159,159
15.6807,2250.4,-33189.88671875,156.9038,1897.42,800000,160,160
15.1322,2217.21,-33042.74609375,156.5699,1879.07,805000,161,161
15.3106,2261.8,-33466.96484375,156.6154,1893.63,810000,162,162
15.4241,2250.11,-33796.765625,156.8599,1894.61,815000,163,163
15.3264,2230.86,-33888.9296875,156.712,1893.16,820000,164,164
15.2478,2199.99,-34135.4921875,156.6701,1874.86,825000,165,165
15.2593,2234.67,-34392.59375,156.843,1886.47,830000,166,166
15.2451,2269.81,-34658.02734375,156.6642,1898.76,835000,167,167
15.1023,2263.91,-34743.28125,156.7543,1902.77,840000,168,168
15.1912,2199.91,-35106.515625,156.8389,1901.93,845000,169,169
15.1615,2153.35,-35406.4375,156.6966,1840.48,850000,170,170
15.2195,2260.57,-35513.98828125,156.6047,1886.89,855000,171,171
15.2336,2245.95,-35587.86328125,156.6082,1897.15,860000,172,172
15.1976,2243.75,-35879.14453125,156.6009,1907.57,865000,173,173
15.1402,2222.09,-36173.1796875,156.6088,1887.79,870000,174,174
15.247,2253.32,-36369.0078125,156.624,1910.16,875000,175,175
14.9153,2216.48,-36577.0078125,156.7337,1869.5,880000,176,176
15.4787,2235.42,-36625.78515625,156.4681,1916.81,885000,177,177
15.4412,2277.0,-37278.6484375,156.8037,1920.68,890000,178,178
15.3022,2245.4,-37333.9453125,156.7627,1890.43,895000,179,179
15.0115,2214.97,-37477.98046875,156.6648,1907.67,900000,180,180
15.0223,2231.8,-37539.390625,156.7181,1898.38,905000,181,181
15.2203,2244.43,-37857.45703125,156.9076,1885.51,910000,182,182
15.0231,2233.52,-37736.0859375,156.6136,1877.39,915000,183,183
15.0777,2226.74,-38126.390625,156.7276,1880.57,920000,184,184
15.018,2235.36,-38283.23046875,156.5623,1883.59,925000,185,185
15.1634,2162.33,-38477.72265625,156.5878,1878.94,930000,186,186
15.3877,2252.1,-38725.859375,156.5627,1934.52,935000,187,187
15.2952,2271.2,-38573.4609375,156.5637,1930.03,940000,188,188
15.2181,2242.72,-38808.8046875,156.6172,1902.14,945000,189,189
15.232,2265.92,-38789.37890625,156.7096,1930.21,950000,190,190
15.1993,2196.78,-38911.2109375,156.6586,1915.36,955000,191,191
15.1482,2241.32,-39143.0390625,156.6504,1908.68,960000,192,192
15.2419,2233.95,-39350.93359375,156.5967,1882.47,965000,193,193
15.1746,2227.51,-39412.328125,156.6829,1909.92,970000,194,194
15.5218,2285.68,-39501.79296875,156.6551,1923.15,975000,195,195
15.2527,2215.85,-39738.17578125,156.6894,1884.05,980000,196,196
15.247,2276.89,-40033.0234375,156.6327,1918.92,985000,197,197
14.8495,2237.94,-39793.45703125,156.5626,1885.03,990000,198,198
15.44,2263.45,-40054.6640625,156.6581,1930.95,995000,199,199
15.626,2243.02,-40460.05859375,156.7394,1925.55,1000000,200,200
15.3251,2274.39,-40424.0234375,156.6067,1928.34,1005000,201,201
15.385,2253.2,-40610.20703125,156.7023,1917.16,1010000,202,202
15.3309,2257.16,-40722.89453125,156.7484,1950.66,1015000,203,203
15.5267,2281.43,-40889.265625,156.7177,1943.4,1020000,204,204
15.376,2254.3,-40963.08984375,156.6463,1931.97,1025000,205,205
15.4928,2292.68,-41276.51171875,156.5974,1934.62,1030000,206,206
15.3249,2274.66,-41305.20703125,156.6212,1936.08,1035000,207,207
15.3652,2284.1,-41349.953125,156.7062,1944.87,1040000,208,208
15.3482,2275.04,-41511.625,156.5979,1946.36,1045000,209,209
15.3952,2284.65,-41655.33203125,156.5514,1959.6,1050000,210,210
15.4197,2270.28,-41840.46875,156.5896,1923.99,1055000,211,211
15.5951,2286.34,-42078.78125,156.6692,1941.23,1060000,212,212
15.351,2279.46,-42072.90234375,156.6781,1930.32,1065000,213,213
15.4185,2270.49,-42234.296875,156.7083,1924.77,1070000,214,214
15.3797,2277.27,-42418.29296875,156.617,1944.07,1075000,215,215
15.4515,2283.99,-42457.35546875,156.4771,1949.24,1080000,216,216
15.2865,2282.36,-42709.328125,156.6473,1946.08,1085000,217,217
15.3498,2279.62,-42930.4609375,156.6185,1946.03,1090000,218,218
15.3873,2280.76,-42893.15234375,156.6512,1950.12,1095000,219,219
15.4112,2303.65,-43173.92578125,156.5936,1965.16,1100000,220,220
15.3281,2261.85,-43205.71875,156.6183,1947.6,1105000,221,221
15.4671,2296.7,-43443.328125,156.6803,1968.23,1110000,222,222
15.3923,2278.99,-43549.9765625,156.6033,1920.47,1115000,223,223
15.3962,2282.78,-43666.9609375,156.7165,1931.08,1120000,224,224
15.189,2273.1,-43742.92578125,156.7069,1924.35,1125000,225,225
15.1134,2269.17,-43877.9296875,156.6567,1929.14,1130000,226,226
15.3095,2153.99,-44036.84375,156.6767,1926.2,1135000,227,227
15.1934,2254.19,-44069.65234375,156.6712,1930.93,1140000,228,228
15.1707,2302.4,-44143.68359375,156.5777,1949.94,1145000,229,229
15.4502,2278.54,-44382.88671875,156.6469,1928.09,1150000,230,230
15.3572,2280.77,-44567.37109375,156.5591,1931.68,1155000,231,231
15.3642,2290.52,-44648.875,156.6665,1925.11,1160000,232,232
15.3998,2182.13,-44936.28125,156.6063,1944.9,1165000,233,233
15.2854,2276.12,-44991.53125,156.7888,1921.66,1170000,234,234
15.3818,2165.51,-45016.07421875,156.7904,1926.91,1175000,235,235
15.3505,2267.26,-45250.10546875,156.4708,1919.52,1180000,236,236
15.2173,2176.29,-45356.76171875,156.6401,1945.91,1185000,237,237
15.192,2298.19,-45415.12890625,156.5379,1917.09,1190000,238,238
15.1542,2187.68,-45574.1328125,156.6381,1937.64,1195000,239,239
15.2135,2134.91,-45633.6328125,156.4218,1934.24,1200000,240,240
15.1066,2284.69,-45915.69921875,156.5723,1907.71,1205000,241,241
15.2098,2138.49,-46002.1640625,156.5579,1920.04,1210000,242,242
15.2106,2140.51,-46220.4765625,156.5629,1895.87,1215000,243,243
15.1325,2105.8,-46228.16796875,156.6474,1870.0,1220000,244,244
15.1336,2156.92,-46324.76953125,156.598,1923.79,1225000,245,245
15.1521,2135.77,-46517.1171875,156.6173,1889.53,1230000,246,246
15.2417,2027.94,-46692.54296875,156.6342,1924.83,1235000,247,247
15.0049,2043.85,-46785.61328125,156.5231,1877.69,1240000,248,248
15.0127,2279.32,-47025.22265625,156.7016,1928.68,1245000,249,249
15.1554,2166.29,-47122.9375,156.4994,1907.51,1250000,250,250
15.1794,2031.6,-47391.5,156.5632,1885.69,1255000,251,251
15.0856,2280.87,-47223.1171875,156.7004,1865.67,1260000,252,252
15.191,2251.91,-47530.4453125,156.7815,1839.55,1265000,253,253
15.3386,1664.74,-47766.203125,156.6268,1902.19,1270000,254,254
15.0584,2003.36,-47715.90625,156.7102,1905.41,1275000,255,255
15.1472,2027.53,-47733.6328125,156.4696,1904.79,1280000,256,256
15.0754,2016.43,-47918.1015625,156.5849,1907.64,1285000,257,257
15.365,2270.85,-48136.85546875,156.6006,1934.96,1290000,258,258
14.9238,2286.63,-48139.1953125,156.6289,1901.8,1295000,259,259
15.292,2290.1,-48421.87890625,156.6755,1875.97,1300000,260,260
15.2084,2244.5,-48447.0703125,156.5506,1915.34,1305000,261,261
15.111,2261.65,-48605.94921875,156.6093,1914.7,1310000,262,262
15.1762,2292.88,-48567.81640625,156.5757,1947.84,1315000,263,263
15.2041,2253.36,-48677.88671875,156.6246,1942.56,1320000,264,264
15.158,2283.61,-48783.43359375,156.6131,1960.07,1325000,265,265
15.3545,2284.34,-49117.3515625,156.7081,1950.05,1330000,266,266
15.1612,2284.08,-49069.65625,156.7748,1934.99,1335000,267,267
15.1813,2308.62,-49312.6484375,156.6169,1948.77,1340000,268,268
15.1923,2292.86,-49363.49609375,156.7077,1947.6,1345000,269,269
15.4448,2293.12,-49555.80078125,156.7642,1945.55,1350000,270,270
15.2507,2280.25,-49559.55859375,156.657,1947.93,1355000,271,271
15.0558,2279.09,-49445.140625,156.5418,1921.28,1360000,272,272
15.3614,2313.67,-49815.83984375,156.6301,1953.86,1365000,273,273
15.0541,2241.09,-49870.58984375,156.615,1930.04,1370000,274,274
15.3758,2302.31,-49956.375,156.6855,1949.58,1375000,275,275
15.1651,2273.42,-49936.51171875,156.5377,1939.79,1380000,276,276
15.0564,2292.0,-50131.87109375,156.7567,1920.43,1385000,277,277
15.2638,2279.83,-50231.921875,156.5916,1920.5,1390000,278,278
15.1174,2298.93,-50199.37890625,156.8422,1930.27,1395000,279,279
15.3203,2270.06,-50602.41015625,156.7026,1921.39,1400000,280,280
15.2297,2309.31,-50494.31640625,156.7049,1924.37,1405000,281,281
15.2621,2292.31,-50524.0234375,156.7802,1921.42,1410000,282,282
15.1701,2250.18,-50588.86328125,156.6097,1920.83,1415000,283,283
14.9336,2257.42,-50804.34375,156.5861,1910.12,1420000,284,284
15.1179,2270.0,-50858.24609375,156.6367,1896.28,1425000,285,285
15.0551,2282.7,-51107.5859375,156.6709,1907.17,1430000,286,286
15.1452,2293.42,-51093.0,156.6165,1938.17,1435000,287,287
15.1332,2286.88,-51030.51953125,156.6705,1909.41,1440000,288,288
15.0691,2259.71,-51286.953125,156.7231,1930.32,1445000,289,289
15.1848,2276.84,-51455.28125,156.6842,1935.34,1450000,290,290
15.1949,2261.01,-51373.2421875,156.7509,1906.21,1455000,291,291
15.1103,2284.79,-51477.0,156.5706,1922.65,1460000,292,292
15.1371,2268.29,-51686.56640625,156.639,1943.31,1465000,293,293
15.2376,2293.56,-51907.4609375,156.5438,1944.95,1470000,294,294
15.1781,2294.38,-52007.05859375,156.6509,1957.42,1475000,295,295
15.0696,2280.5,-51884.453125,156.6102,1956.16,1480000,296,296
15.3693,2228.95,-52120.296875,156.5998,1954.57,1485000,297,297
15.2683,2270.91,-52051.61328125,156.6602,1930.91,1490000,298,298
14.9831,2245.54,-52167.13671875,156.6671,1923.31,1495000,299,299
15.2094,2273.58,-52422.59765625,156.6102,1944.28,1500000,300,300
14.9648,2263.59,-52393.8671875,156.6168,1912.98,1505000,301,301
15.241,2275.78,-52519.25390625,156.583,1952.48,1510000,302,302
15.1709,2290.77,-52660.6484375,156.4767,1922.93,1515000,303,303
15.2479,2306.29,-52884.5625,156.5605,1957.65,1520000,304,304
15.1629,2241.27,-52871.69921875,156.5766,1925.48,1525000,305,305
15.2661,2296.84,-52840.1484375,156.5439,1927.3,1530000,306,306
15.1258,2315.5,-53081.08984375,156.4678,1939.47,1535000,307,307
15.2846,2296.77,-53126.96875,156.5798,1964.14,1540000,308,308
14.9547,2122.4,-53045.078125,156.6632,1944.51,1545000,309,309
15.2082,2261.44,-53240.73046875,156.6036,1923.45,1550000,310,310
15.1973,2289.79,-53362.71875,156.5753,1947.69,1555000,311,311
15.2207,2310.2,-53441.1328125,156.5885,1972.91,1560000,312,312
15.3881,2301.38,-53656.7265625,156.8167,1960.65,1565000,313,313
15.2579,2296.66,-53615.02734375,156.4778,1932.1,1570000,314,314
15.2555,2290.35,-53593.59375,156.6965,1955.18,1575000,315,315
15.261,2187.2,-53717.65234375,156.5818,1970.14,1580000,316,316
15.2806,2246.58,-53846.0234375,156.6136,1948.29,1585000,317,317
15.1558,2241.66,-53815.58984375,156.6921,1900.16,1590000,318,318
15.214,2284.08,-54016.328125,156.7017,1937.7,1595000,319,319
15.3278,2324.74,-54344.9765625,156.6066,1966.49,1600000,320,320
15.3193,2301.28,-54227.875,156.4556,1925.82,1605000,321,321
15.2404,2259.88,-54271.80859375,156.4477,1947.15,1610000,322,322
15.3472,2338.17,-54492.23828125,156.734,1963.78,1615000,323,323
15.349,2299.46,-54521.30859375,156.6128,1962.93,1620000,324,324
15.2937,2271.49,-54378.50390625,156.6802,1940.52,1625000,325,325
15.4376,2337.97,-54778.3671875,156.4817,1991.69,1630000,326,326
15.3721,2296.26,-54679.26171875,156.6856,1966.96,1635000,327,327
15.2995,2290.1,-54616.64453125,156.6464,1940.64,1640000,328,328
15.3578,2296.8,-54874.5,156.6203,1964.2,1645000,329,329
15.3239,2305.68,-54868.546875,156.7021,1939.7,1650000,330,330
15.3217,2313.61,-55020.28125,156.5679,1986.42,1655000,331,331
15.1354,2277.25,-55108.37109375,156.7426,1970.26,1660000,332,332
15.2779,2308.87,-55351.03125,156.7538,1949.35,1665000,333,333
15.2708,2309.58,-55278.37890625,156.6453,1948.12,1670000,334,334
15.4392,2284.85,-55499.80859375,156.5249,1965.34,1675000,335,335
15.4196,2314.93,-55542.78515625,156.671,1965.7,1680000,336,336
15.3953,2292.85,-55490.7734375,156.7562,1968.07,1685000,337,337
15.5159,2327.52,-55860.12109375,156.6731,1963.82,1690000,338,338
15.5735,2321.79,-55689.10546875,156.6187,1996.85,1695000,339,339
15.5578,2315.91,-55902.5234375,156.6441,1969.77,1700000,340,340
15.3796,2313.57,-55971.375,156.5329,1962.18,1705000,341,341
15.4928,2315.99,-55895.67578125,156.5786,1972.52,1710000,342,342
15.5437,2339.02,-56142.48046875,156.6776,1984.81,1715000,343,343
15.4445,2293.49,-56172.6796875,156.4837,1980.71,1720000,344,344
15.4088,2310.45,-56253.7265625,156.631,1992.92,1725000,345,345
15.4423,2330.13,-56421.37890625,156.5402,1990.92,1730000,346,346
15.259,2295.24,-56299.1640625,156.5655,1944.13,1735000,347,347
15.4175,2288.22,-56346.86328125,156.6642,1952.22,1740000,348,348
15.4058,2303.91,-56768.73046875,156.6898,1956.63,1745000,349,349
15.2004,2325.76,-56346.6953125,156.5437,1957.09,1750000,350,350
15.284,2305.0,-56661.03515625,156.5616,1946.02,1755000,351,351
15.4757,2327.39,-56864.83984375,156.4999,1978.54,1760000,352,352
15.366,2262.7,-56529.05859375,156.6789,1948.32,1765000,353,353
15.2886,2291.06,-56846.45703125,156.5735,1932.75,1770000,354,354
15.3031,2276.87,-57171.01953125,156.7875,1940.23,1775000,355,355
15.3163,2335.53,-57107.0859375,156.6168,1992.26,1780000,356,356
15.3487,2317.81,-57266.44140625,156.6872,1994.95,1785000,357,357
15.2125,2294.72,-57076.83203125,156.6565,1995.95,1790000,358,358
15.1513,2281.9,-57149.4921875,156.6715,1974.49,1795000,359,359
15.3303,2299.68,-57203.03515625,156.581,1988.58,1800000,360,360
15.3471,2330.12,-57452.59765625,156.7345,1964.33,1805000,361,361
15.2295,2288.85,-57272.12890625,156.6864,1965.89,1810000,362,362
15.2678,2321.53,-57461.92578125,156.5803,1995.3,1815000,363,363
15.3697,2330.1,-57758.33203125,156.5124,1993.47,1820000,364,364
15.1099,2321.47,-57726.7421875,156.5434,1982.55,1825000,365,365
15.2839,2324.36,-57829.96875,156.6658,1981.47,1830000,366,366
15.1803,2302.85,-57856.76953125,156.7052,1958.95,1835000,367,367
14.9756,2281.43,-57911.28125,156.5033,1955.34,1840000,368,368
15.2942,2307.24,-57885.66796875,156.4444,1968.93,1845000,369,369
15.1468,2278.36,-58061.171875,156.5963,1959.87,1850000,370,370
15.3253,2299.68,-58336.7109375,156.6248,1969.26,1855000,371,371
15.2835,2330.89,-58397.81640625,156.6097,2006.1,1860000,372,372
15.2491,2295.46,-58286.51953125,156.6568,1992.56,1865000,373,373
15.2806,2331.17,-58755.37109375,156.5148,1988.86,1870000,374,374
15.2715,2328.87,-58608.7890625,156.7776,1976.79,1875000,375,375
15.3376,2288.22,-58756.91015625,156.6003,1965.15,1880000,376,376
15.3535,2301.49,-58889.44921875,156.6386,1966.37,1885000,377,377
15.2939,2314.86,-59004.05859375,156.6293,1967.91,1890000,378,378
15.2498,2301.58,-58911.1796875,156.6029,1977.8,1895000,379,379
15.1098,2293.91,-58948.62109375,156.5272,1964.0,1900000,380,380
15.3202,2339.9,-59217.0,156.6823,2006.81,1905000,381,381
15.5414,2333.9,-59297.625,156.5981,1990.63,1910000,382,382
15.2174,2327.04,-59150.83984375,156.4474,1984.6,1915000,383,383
15.422,2317.91,-59547.5859375,156.589,1981.79,1920000,384,384
15.2496,2315.48,-59355.91015625,156.6587,1982.25,1925000,385,385
15.3802,2344.47,-59702.94921875,156.653,1989.13,1930000,386,386
15.1601,2336.76,-59599.5625,156.6489,1971.79,1935000,387,387
15.2414,2313.76,-59665.30078125,156.5928,1988.81,1940000,388,388
15.2054,2348.79,-59935.3359375,156.5782,1994.49,1945000,389,389
15.2866,2346.82,-60053.734375,156.6032,1994.18,1950000,390,390
15.4823,2350.25,-60292.0546875,156.6667,2003.5,1955000,391,391
15.4295,2354.07,-60222.48828125,156.5626,2001.84,1960000,392,392
