Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Real Det Return,Running Update Time,Itration,Running Env Steps
15.0787,156.5324,1952.65,-70397.421875,2308.69,394,394,1970000
15.2147,156.7722,1966.56,-70526.5546875,2291.7,395,395,1975000
15.0697,156.51,1967.02,-70455.265625,2328.16,396,396,1980000
15.2144,156.5933,1964.32,-70499.4609375,2300.49,397,397,1985000
15.1672,156.5702,1957.62,-70686.484375,2305.51,398,398,1990000
15.1244,156.6084,1967.6,-70653.125,2325.67,399,399,1995000
15.2757,156.6816,1986.11,-71134.6640625,2345.03,400,400,2000000
15.0381,156.6364,1979.31,-70914.296875,2313.82,401,401,2005000
15.2057,156.5727,1956.48,-70884.5234375,2292.17,402,402,2010000
15.0479,156.6718,1949.29,-71003.0859375,2294.23,403,403,2015000
15.0383,156.6974,1940.24,-71022.9921875,2258.49,404,404,2020000
15.0774,156.6034,1954.27,-71444.8046875,2295.8,405,405,2025000
15.0242,156.5871,1948.77,-71094.0703125,2276.9,406,406,2030000
15.0631,156.6274,1959.42,-71365.234375,2259.46,407,407,2035000
14.977,156.6357,1970.63,-71425.046875,2304.93,408,408,2040000
14.9132,156.4465,1943.76,-71590.8125,2268.04,409,409,2045000
15.0654,156.6887,1957.33,-71819.2578125,2313.37,410,410,2050000
14.9442,156.6864,1959.44,-72009.703125,2310.9,411,411,2055000
15.132,156.6201,1969.46,-72119.9296875,2340.64,412,412,2060000
15.2065,156.6499,1960.25,-72367.8046875,2311.54,413,413,2065000
15.1408,156.4891,1965.73,-72551.3125,2308.0,414,414,2070000
14.9451,156.7159,1934.55,-72361.0859375,2282.79,415,415,2075000
15.0183,156.5932,1932.42,-71986.5078125,2261.84,416,416,2080000
15.1351,156.6131,1954.36,-72213.3359375,2290.53,417,417,2085000
15.0509,156.4927,1956.79,-72498.9140625,2314.22,418,418,2090000
15.1364,156.6264,1937.1,-72487.546875,2280.57,419,419,2095000
15.1719,156.5643,1981.4,-72822.3984375,2330.28,420,420,2100000
15.0545,156.5568,1981.95,-73076.234375,2331.92,421,421,2105000
15.0144,156.5546,1950.12,-73159.6484375,2324.06,422,422,2110000
15.2956,156.5751,1968.18,-72844.5546875,2294.66,423,423,2115000
15.2084,156.7063,1970.96,-73517.1796875,2313.74,424,424,2120000
15.198,156.646,1983.4,-73426.7578125,2363.05,425,425,2125000
15.3227,156.6307,1989.97,-73557.3515625,2323.04,426,426,2130000
15.2054,156.6847,1946.73,-73619.453125,2320.55,427,427,2135000
15.1451,156.5982,1973.64,-73651.359375,2321.92,428,428,2140000
15.115,156.6456,1974.68,-73558.28125,2333.16,429,429,2145000
15.1577,156.5559,1963.29,-73735.90625,2302.81,430,430,2150000
15.2719,156.5855,1983.46,-73864.4140625,2333.0,431,431,2155000
15.1541,156.6755,1976.82,-73857.7734375,2321.15,432,432,2160000
15.1936,156.4304,1991.78,-74186.40625,2332.51,433,433,2165000
14.9954,156.5683,1969.55,-74054.75,2326.51,434,434,2170000
15.2663,156.5241,1998.78,-74551.84375,2347.86,435,435,2175000
15.2227,156.4924,1993.0,-74335.8203125,2331.08,436,436,2180000
15.1963,156.538,1976.36,-74399.7578125,2312.68,437,437,2185000
15.1902,156.4689,1975.8,-74487.5234375,2314.76,438,438,2190000
15.206,156.5242,1991.03,-74826.875,2340.81,439,439,2195000
15.205,156.4946,1998.26,-75100.1953125,2353.17,440,440,2200000
15.2392,156.4908,1988.45,-75077.1796875,2320.24,441,441,2205000
15.2176,156.6793,1993.21,-75000.7421875,2334.21,442,442,2210000
15.462,156.6367,1976.66,-75043.6015625,2326.6,443,443,2215000
15.3601,156.6239,1985.04,-75184.265625,2316.34,444,444,2220000
15.0593,156.6204,1973.27,-75309.515625,2326.99,445,445,2225000
15.3203,156.5941,1990.53,-75625.71875,2359.43,446,446,2230000
15.1807,156.6152,1966.52,-75554.9765625,2312.13,447,447,2235000
15.1738,156.6293,1972.4,-75639.421875,2341.96,448,448,2240000
15.1014,156.5298,1973.16,-75710.421875,2328.84,449,449,2245000
15.3393,156.5955,1974.56,-75822.125,2333.65,450,450,2250000
15.1788,156.5048,1962.54,-76035.84375,2351.71,451,451,2255000
15.0213,156.613,1953.41,-75839.4921875,2323.6,452,452,2260000
15.2007,156.549,1974.53,-75923.6171875,2344.99,453,453,2265000
15.3599,156.5081,1988.39,-76277.40625,2353.33,454,454,2270000
15.1276,156.4934,1999.47,-76117.4296875,2351.66,455,455,2275000
15.1948,156.5567,2003.84,-76168.3828125,2342.8,456,456,2280000
15.3786,156.6347,1995.8,-76225.0703125,2354.51,457,457,2285000
15.37,156.6802,2003.33,-76337.125,2350.44,458,458,2290000
15.2365,156.512,1991.23,-76639.09375,2344.68,459,459,2295000
15.1529,156.5857,1993.07,-76414.4140625,2341.75,460,460,2300000
15.1589,156.5902,1997.99,-76602.96875,2349.97,461,461,2305000
15.326,156.6206,1997.54,-77061.5859375,2369.73,462,462,2310000
15.3557,156.532,2011.64,-77294.0234375,2354.31,463,463,2315000
15.3149,156.7023,2000.75,-76970.2421875,2353.45,464,464,2320000
15.1299,156.5985,1962.38,-76931.421875,2315.91,465,465,2325000
15.2043,156.5711,1990.18,-77155.328125,2346.1,466,466,2330000
15.2889,156.3648,1992.2,-77470.15625,2370.51,467,467,2335000
15.1396,156.4462,1989.67,-77269.9921875,2339.66,468,468,2340000
15.2452,156.5011,1992.41,-77368.1015625,2329.56,469,469,2345000
15.2725,156.5682,1986.23,-77418.6953125,2328.38,470,470,2350000
15.1721,156.4813,1992.79,-77702.5546875,2331.83,471,471,2355000
15.1755,156.686,1998.48,-77559.984375,2358.23,472,472,2360000
15.2191,156.5204,1961.84,-77636.6796875,2322.18,473,473,2365000
15.1548,156.6128,2002.08,-77824.0625,2366.63,474,474,2370000
15.3197,156.4143,1988.09,-78122.9921875,2355.36,475,475,2375000
15.3252,156.4277,1999.04,-78194.59375,2349.24,476,476,2380000
15.3921,156.6559,1986.61,-78148.46875,2315.66,477,477,2385000
15.2146,156.5416,1995.92,-78611.890625,2343.84,478,478,2390000
15.1762,156.4797,1992.17,-78300.2890625,2341.71,479,479,2395000
15.273,156.5341,2004.96,-78441.3125,2361.8,480,480,2400000
15.3996,156.5147,1994.2,-78618.1875,2364.11,481,481,2405000
15.1665,156.6907,1990.34,-78462.1796875,2365.43,482,482,2410000
15.4098,156.619,2008.88,-78760.203125,2364.93,483,483,2415000
15.3241,156.4266,2009.91,-78857.2890625,2332.64,484,484,2420000
15.3596,156.6528,2013.24,-78872.796875,2367.73,485,485,2425000
15.2586,156.6216,2003.02,-79056.71875,2354.77,486,486,2430000
15.412,156.5685,2005.03,-79346.15625,2372.57,487,487,2435000
15.0652,156.4004,1993.92,-78845.8984375,2327.41,488,488,2440000
15.2026,156.5642,2020.4,-79302.640625,2375.5,489,489,2445000
15.2357,156.5253,2016.68,-79310.7890625,2371.23,490,490,2450000
15.221,156.5758,1998.75,-79254.9140625,2345.13,491,491,2455000
15.1223,156.6739,1989.08,-79286.8125,2336.32,492,492,2460000
15.2402,156.4842,2003.76,-79894.28125,2368.51,493,493,2465000
15.2655,156.4961,2004.56,-79610.8671875,2352.95,494,494,2470000
15.3853,156.5626,2016.69,-80028.234375,2367.75,495,495,2475000
15.22,156.4176,1989.49,-79917.390625,2342.52,496,496,2480000
15.4636,156.6289,2002.04,-79860.2109375,2353.78,497,497,2485000
15.3909,156.4449,2023.81,-80151.0078125,2368.34,498,498,2490000
15.5739,156.5004,2006.49,-80666.484375,2368.51,499,499,2495000
15.3754,156.6336,2021.5,-80282.03125,2376.53,500,500,2500000
15.2973,156.5772,2003.24,-80361.0078125,2353.44,501,501,2505000
15.2924,156.4851,2027.69,-80495.765625,2362.26,502,502,2510000
15.284,156.5454,2019.13,-80759.2109375,2365.59,503,503,2515000
15.3039,156.2989,2016.99,-80504.0546875,2354.42,504,504,2520000
15.3229,156.5202,2017.78,-80619.6640625,2359.61,505,505,2525000
15.4264,156.492,2012.37,-80528.4375,2375.44,506,506,2530000
15.2714,156.4736,2013.68,-80721.75,2361.99,507,507,2535000
15.2268,156.5085,2001.56,-80661.390625,2365.7,508,508,2540000
15.2313,156.5372,2000.74,-80831.015625,2359.05,509,509,2545000
15.3034,156.5964,1998.5,-80773.09375,2339.98,510,510,2550000
15.1815,156.5071,2021.62,-81002.8515625,2384.35,511,511,2555000
15.2673,156.423,2021.59,-81022.71875,2371.19,512,512,2560000
15.2109,156.5755,1992.63,-80930.0703125,2334.01,513,513,2565000
15.2154,156.5046,1990.31,-80993.234375,2342.99,514,514,2570000
15.1891,156.5459,2019.7,-81382.484375,2378.96,515,515,2575000
15.4189,156.5793,2012.76,-81234.0625,2378.8,516,516,2580000
15.211,156.5437,2011.28,-81478.796875,2364.3,517,517,2585000
15.257,156.6305,1997.01,-81293.140625,2354.66,518,518,2590000
15.1586,156.38,2006.19,-81429.328125,2357.09,519,519,2595000
15.2345,156.4514,2002.37,-81394.40625,2353.22,520,520,2600000
15.1146,156.4846,2031.48,-81642.78125,2351.69,521,521,2605000
15.1871,156.5126,2008.9,-81530.5234375,2338.51,522,522,2610000
15.2432,156.4705,2002.13,-81732.4375,2359.82,523,523,2615000
15.2969,156.4879,2024.88,-81780.6328125,2325.85,524,524,2620000
15.1869,156.4517,1997.52,-81868.96875,2352.1,525,525,2625000
15.3332,156.5425,2006.42,-82154.796875,2355.35,526,526,2630000
15.1958,156.4082,1993.49,-81985.140625,2364.83,527,527,2635000
15.1057,156.5453,1983.47,-81918.9375,2341.87,528,528,2640000
15.1488,156.4921,2013.44,-82199.265625,2362.7,529,529,2645000
15.1596,156.6661,1999.14,-82223.9765625,2360.07,530,530,2650000
15.2825,156.6446,1993.52,-82138.7578125,2356.26,531,531,2655000
15.2629,156.5437,2010.52,-82543.4609375,2361.0,532,532,2660000
15.0349,156.5172,2000.27,-82512.8671875,2362.75,533,533,2665000
15.1891,156.4909,2027.86,-82490.40625,2379.07,534,534,2670000
15.0917,156.5633,1993.15,-82245.4375,2363.4,535,535,2675000
15.3912,156.3507,2022.38,-82780.0390625,2380.75,536,536,2680000
15.2213,156.6477,1976.37,-82575.3984375,2357.08,537,537,2685000
15.1327,156.5952,2011.15,-82793.421875,2368.26,538,538,2690000
15.2867,156.486,2017.35,-82956.7890625,2344.39,539,539,2695000
15.1629,156.5219,1991.13,-82708.765625,2334.12,540,540,2700000
15.1991,156.5629,1999.22,-83059.953125,2370.44,541,541,2705000
15.0802,156.5678,2010.25,-83168.4765625,2381.32,542,542,2710000
15.4485,156.4265,2043.85,-83441.2109375,2376.04,543,543,2715000
15.2635,156.6813,1999.76,-83144.3515625,2369.15,544,544,2720000
15.3197,156.5821,2006.52,-83314.4765625,2359.18,545,545,2725000
15.41,156.641,2019.8,-83459.703125,2383.95,546,546,2730000
15.3071,156.5919,2027.43,-83409.09375,2382.2,547,547,2735000
15.2043,156.4845,1987.3,-83699.7109375,2363.35,548,548,2740000
15.1085,156.5921,1990.07,-83660.3984375,2378.9,549,549,2745000
15.3635,156.5853,2011.0,-83787.390625,2365.97,550,550,2750000
15.1275,156.6288,1989.23,-83896.1015625,2362.66,551,551,2755000
15.241,156.5599,2001.32,-83960.9375,2361.93,552,552,2760000
15.295,156.5986,2000.9,-83987.8125,2379.57,553,553,2765000
15.3349,156.4867,2008.46,-84140.234375,2390.55,554,554,2770000
15.2729,156.7232,1998.57,-83805.125,2371.1,555,555,2775000
15.3014,156.5687,2016.78,-83920.6796875,2379.27,556,556,2780000
15.4665,156.4767,1992.49,-84449.0234375,2366.08,557,557,2785000
15.5408,156.6983,2008.3,-84246.1484375,2385.41,558,558,2790000
15.3433,156.5736,2005.08,-84323.1953125,2383.54,559,559,2795000
15.4782,156.7038,1998.47,-84677.1171875,2369.0,560,560,2800000
15.2949,156.459,2013.6,-84320.2265625,2372.3,561,561,2805000
15.3937,156.5783,2013.55,-84294.9765625,2364.1,562,562,2810000
15.5218,156.5877,1989.86,-84520.7734375,2350.0,563,563,2815000
15.4025,156.5197,2020.5,-84602.3125,2361.84,564,564,2820000
15.3632,156.6998,1995.33,-84540.921875,2354.74,565,565,2825000
15.4052,156.5965,1989.03,-84867.234375,2367.16,566,566,2830000
15.3573,156.4908,2025.86,-84701.546875,2381.2,567,567,2835000
15.5884,156.6657,2020.7,-84649.03125,2380.99,568,568,2840000
15.3131,156.5826,2001.58,-84972.5625,2368.66,569,569,2845000
15.4638,156.5584,1983.45,-84780.453125,2356.05,570,570,2850000
15.2804,156.5521,1975.59,-84825.6015625,2345.38,571,571,2855000
15.3526,156.6623,1997.51,-84976.8984375,2354.34,572,572,2860000
15.3745,156.5154,2000.3,-85122.6484375,2348.72,573,573,2865000
15.2191,156.5448,1992.76,-85094.7265625,2367.96,574,574,2870000
15.3549,156.5135,2009.89,-85454.9375,2358.39,575,575,2875000
15.2477,156.6066,1991.87,-85246.1953125,2356.79,576,576,2880000
15.1875,156.6296,1991.56,-85217.3515625,2369.44,577,577,2885000
15.1599,156.4371,1963.13,-85249.703125,2359.1,578,578,2890000
15.3487,156.6598,1990.28,-85593.515625,2376.3,579,579,2895000
15.3679,156.705,1967.25,-85513.3671875,2353.55,580,580,2900000
15.0577,156.4103,1987.48,-85424.546875,2360.67,581,581,2905000
15.2021,156.5956,1974.2,-85591.5625,2354.1,582,582,2910000
15.0823,156.5735,1968.76,-85463.046875,2348.82,583,583,2915000
15.0441,156.5771,1986.66,-85702.1015625,2358.47,584,584,2920000
15.2558,156.3384,2002.47,-85699.0390625,2379.62,585,585,2925000
15.2128,156.5562,2010.88,-85727.46875,2370.01,586,586,2930000
15.2039,156.4242,1989.76,-85889.3671875,2371.51,587,587,2935000
15.0625,156.5647,1977.56,-85737.9140625,2335.2,588,588,2940000
15.2145,156.486,2005.88,-86066.9375,2350.11,589,589,2945000
15.1891,156.4728,1998.0,-86047.90625,2376.95,590,590,2950000
15.2419,156.508,2000.06,-86311.671875,2387.0,591,591,2955000
15.193,156.59,1976.5,-86125.0078125,2229.01,592,592,2960000
15.3009,156.3994,1992.0,-86246.1484375,2361.62,593,593,2965000
15.1554,156.5529,2006.93,-86291.6875,2373.71,594,594,2970000
15.1294,156.5746,1998.04,-86295.6484375,2383.14,595,595,2975000
15.0407,156.4627,1993.9,-86383.3125,2372.17,596,596,2980000
15.1021,156.6013,1971.24,-86707.0,2376.2,597,597,2985000
15.2191,156.4617,2010.08,-86229.640625,2385.31,598,598,2990000
15.2607,156.6769,1944.65,-86607.578125,2374.88,599,599,2995000
