Running Forward KL,Running Env Steps,Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return
37.0989,1925000,16.1645,385,-10942.8603515625,385,5081.81,5244.61
37.6055,1930000,16.3338,386,-11081.6962890625,386,5074.18,5219.63
36.8133,1935000,15.8215,387,-10592.3974609375,387,5091.5,5029.66
36.72,1940000,15.8785,388,-10385.0576171875,388,5096.42,5106.8
36.79,1945000,15.7603,389,-10846.5,389,5000.07,5121.4
37.2705,1950000,16.0767,390,-11320.8095703125,390,5074.6,5221.15
36.4305,1955000,15.1336,391,-10665.9345703125,391,5081.15,5255.24
36.5198,1960000,15.5296,392,-10727.3271484375,392,5086.44,5267.79
36.6033,1965000,14.9998,393,-10228.5830078125,393,5081.3,5170.53
36.1218,1970000,15.7531,394,-10556.896484375,394,5059.9,5248.8
36.9324,1975000,15.9015,395,-11277.24609375,395,5026.93,5187.23
37.0509,1980000,16.2419,396,-11245.783203125,396,5073.27,5228.01
36.4844,1985000,15.6715,397,-10922.7939453125,397,5048.43,5162.33
35.9802,1990000,15.7699,398,-10724.462890625,398,5122.89,5153.65
36.3533,1995000,15.7873,399,-10686.748046875,399,5112.44,5162.53
36.1827,2000000,15.8355,400,-11118.734375,400,5062.14,5035.23
37.3074,2005000,15.9282,401,-11319.34375,401,5029.0,5058.72
36.6613,2010000,15.9835,402,-10845.4296875,402,5077.33,5106.81
37.0213,2015000,16.1365,403,-11422.9951171875,403,5087.34,5140.67
36.8014,2020000,15.5859,404,-11089.353515625,404,5073.17,5089.49
36.8234,2025000,16.1296,405,-11126.2529296875,405,5013.17,4774.88
37.3186,2030000,16.0543,406,-11353.857421875,406,5076.21,5072.5
35.9173,2035000,15.3423,407,-10758.828125,407,5048.38,5098.64
36.3843,2040000,15.4046,408,-11010.7666015625,408,4983.86,5032.15
36.5268,2045000,15.6361,409,-11267.2568359375,409,5141.37,5202.5
36.1932,2050000,15.1196,410,-11254.7744140625,410,5083.17,5059.76
37.0098,2055000,15.5446,411,-11538.7373046875,411,5025.24,4979.62
36.7362,2060000,15.539,412,-10807.953125,412,4876.17,5096.77
36.537,2065000,16.4919,413,-11324.2236328125,413,5184.37,5267.78
37.5511,2070000,16.708,414,-11985.1103515625,414,5130.1,5077.4
37.0624,2075000,16.5594,415,-11952.1015625,415,5098.9,5206.67
37.0314,2080000,16.9291,416,-11443.3701171875,416,5101.74,5162.48
36.7906,2085000,15.9765,417,-11424.9619140625,417,5113.54,4648.25
37.1572,2090000,16.5935,418,-11821.0615234375,418,5093.06,5256.78
37.8844,2095000,16.7954,419,-12039.4306640625,419,5057.49,5259.6
37.686,2100000,16.0229,420,-11792.8037109375,420,5113.6,5187.73
37.4764,2105000,16.2403,421,-12193.208984375,421,5063.53,5132.3
37.5628,2110000,16.8156,422,-12161.359375,422,5065.0,5270.22
37.0034,2115000,16.3776,423,-11940.5361328125,423,5094.35,5326.89
36.5416,2120000,16.4341,424,-11935.634765625,424,5113.07,5244.91
36.7949,2125000,16.4919,425,-11944.8818359375,425,5104.82,5301.15
37.0226,2130000,16.346,426,-12144.2421875,426,5126.3,5172.61
37.1106,2135000,16.1384,427,-11798.9091796875,427,5126.35,5406.97
36.857,2140000,16.5307,428,-11725.5751953125,428,5002.96,5360.96
45.8489,2145000,23.5989,429,-26132.546875,429,1033.39,1073.72
43.866,2150000,23.6268,430,-16213.330078125,430,1547.65,944.97
42.8942,2155000,23.0499,431,-14387.40625,431,4142.26,4142.97
40.5211,2160000,19.1105,432,-13922.9521484375,432,4394.81,4385.45
38.4269,2165000,15.8468,433,-12795.58984375,433,4310.48,3899.15
39.1542,2170000,19.4702,434,-14661.86328125,434,4759.66,4851.3
37.0468,2175000,16.0353,435,-11749.212890625,435,4796.34,4799.45
37.4399,2180000,18.4446,436,-14153.3310546875,436,4938.13,5117.94
38.1593,2185000,18.8695,437,-14963.072265625,437,4980.99,5235.89
38.7753,2190000,19.0748,438,-14990.349609375,438,4910.35,5156.05
39.0508,2195000,19.1331,439,-15134.572265625,439,4915.77,5108.19
38.4226,2200000,19.1917,440,-15266.580078125,440,4994.94,5245.59
39.1975,2205000,18.9805,441,-14964.623046875,441,4457.43,5176.71
54.1638,2210000,30.5578,442,-18969.333984375,442,-19.97,-23.89
35.8445,2215000,15.415,443,-13290.6884765625,443,4550.31,5274.48
36.6197,2220000,16.8874,444,-14772.1015625,444,4963.47,5051.78
37.9499,2225000,17.1241,445,-15130.2841796875,445,4876.28,4990.97
38.5214,2230000,17.6411,446,-15698.322265625,446,4870.93,4972.5
38.6544,2235000,16.7859,447,-17659.720703125,447,4659.59,4937.31
37.9027,2240000,16.9729,448,-15008.2939453125,448,4900.31,5121.65
38.61,2245000,17.4258,449,-16249.2158203125,449,4590.11,5188.16
37.9032,2250000,17.9367,450,-14769.04296875,450,5055.35,5269.65
37.959,2255000,16.7697,451,-14341.2421875,451,4887.94,5223.55
57.4079,2260000,107.0078,452,-28093.849609375,452,1.3,0.74
45.9862,2265000,27.0432,453,-25772.142578125,453,769.17,690.3
42.5475,2270000,39.162,454,-16771.21484375,454,1250.89,1681.1
57.8881,2275000,61.6862,455,-19328.345703125,455,1015.8,1017.76
39.0508,2280000,18.7555,456,-15328.1279296875,456,4385.35,4399.18
39.4876,2285000,19.1107,457,-15748.9736328125,457,4580.9,4656.73
39.9351,2290000,20.4285,458,-16744.65625,458,4512.52,4600.04
42.4475,2295000,40.877,459,-23117.439453125,459,734.09,283.62
39.94,2300000,18.5615,460,-16993.33203125,460,4668.45,4929.82
40.2266,2305000,17.5869,461,-18506.64453125,461,4346.76,4746.8
38.4644,2310000,17.9734,462,-16642.990234375,462,4714.03,5053.54
38.4876,2315000,16.9375,463,-15767.015625,463,4128.4,4969.03
57.0053,2320000,60.0455,464,-30967.0859375,464,-20.23,-20.06
40.3252,2325000,32.0687,465,-24206.693359375,465,2658.15,1977.95
40.3526,2330000,30.4238,466,-18421.857421875,466,3465.67,3971.1
54.7036,2335000,121.3881,467,-19115.4296875,467,-17.17,-20.2
41.2174,2340000,22.5523,468,-18946.248046875,468,4747.03,4862.4
39.4137,2345000,21.7817,469,-16843.67578125,469,4698.96,5059.74
39.1684,2350000,20.6029,470,-17087.962890625,470,4964.88,5188.91
38.9587,2355000,19.3426,471,-17199.73828125,471,4861.57,4912.12
37.8984,2360000,18.3609,472,-16241.3486328125,472,4666.43,4994.33
39.558,2365000,20.2004,473,-19224.046875,473,3835.32,3390.2
38.1449,2370000,21.0124,474,-17645.3671875,474,4727.37,5087.8
37.7414,2375000,17.4423,475,-16854.859375,475,4435.73,4907.96
37.7788,2380000,17.2751,476,-16564.84375,476,4867.58,5155.18
38.2255,2385000,18.057,477,-17180.412109375,477,4805.88,5172.33
38.0578,2390000,16.7205,478,-16161.6689453125,478,4815.87,5186.36
37.5257,2395000,16.0556,479,-15720.646484375,479,4894.64,5033.89
37.1977,2400000,16.4793,480,-15650.8193359375,480,4777.16,5026.43
37.1515,2405000,16.6332,481,-16329.244140625,481,4975.72,5066.02
37.0571,2410000,16.0679,482,-16171.326171875,482,4763.4,5125.13
36.2806,2415000,15.3263,483,-14780.93359375,483,5108.84,5270.75
37.4478,2420000,15.4039,484,-17557.96875,484,4882.1,5144.99
35.7099,2425000,15.1649,485,-14496.521484375,485,5151.98,5241.96
36.6406,2430000,15.2202,486,-14432.0146484375,486,5140.72,5246.05
36.3958,2435000,15.8292,487,-15229.580078125,487,5151.24,5285.23
35.8283,2440000,15.4673,488,-14313.064453125,488,5174.81,5294.97
37.0542,2445000,16.4182,489,-15553.8154296875,489,5169.54,5364.97
37.0392,2450000,16.7321,490,-16010.25,490,5157.03,5358.23
36.5984,2455000,16.7643,491,-15804.8935546875,491,5148.01,5330.77
36.5184,2460000,17.0293,492,-14992.96875,492,5175.65,5342.31
36.8417,2465000,16.6716,493,-15113.4755859375,493,5138.26,5292.63
37.1391,2470000,16.9116,494,-15944.6630859375,494,5066.03,5278.08
36.7299,2475000,17.1077,495,-15906.4775390625,495,5135.8,5317.65
36.5799,2480000,17.5389,496,-15780.7783203125,496,5123.44,5286.7
36.709,2485000,17.1011,497,-15547.705078125,497,4882.74,5288.08
36.1037,2490000,16.7122,498,-15490.7236328125,498,5139.9,5293.09
36.6317,2495000,17.8853,499,-16443.076171875,499,4967.79,5322.53
36.7826,2500000,17.7178,500,-17100.4140625,500,5168.51,5330.7
37.498,2505000,18.3013,501,-17086.80078125,501,5132.31,5314.4
37.2152,2510000,17.6704,502,-16077.5732421875,502,5114.82,5305.5
37.0825,2515000,18.9345,503,-17705.69140625,503,4967.8,5305.41
36.7176,2520000,17.2318,504,-16183.8291015625,504,5141.18,5324.59
37.1674,2525000,17.1869,505,-16491.05859375,505,4997.39,5320.18
36.0779,2530000,16.325,506,-15653.3134765625,506,4970.25,5275.1
36.653,2535000,17.1621,507,-16613.513671875,507,5118.32,5411.56
35.9323,2540000,15.936,508,-14014.1748046875,508,5132.2,5291.54
36.6455,2545000,15.7653,509,-15299.8662109375,509,5072.48,5230.75
36.337,2550000,15.222,510,-14950.392578125,510,5044.04,5174.58
37.0365,2555000,15.7996,511,-16123.7578125,511,5013.16,5126.12
36.3486,2560000,15.6996,512,-15360.30078125,512,5011.32,5161.9
36.7098,2565000,16.8243,513,-15687.970703125,513,5091.29,5239.37
37.7145,2570000,15.7774,514,-16716.990234375,514,4898.5,5114.69
37.4287,2575000,16.559,515,-16616.2109375,515,5035.74,5107.95
37.1725,2580000,17.2794,516,-16764.392578125,516,5000.56,5147.88
37.1984,2585000,17.3881,517,-16514.33203125,517,5057.35,5138.07
36.7074,2590000,16.8546,518,-16558.17578125,518,5047.09,5076.74
36.6383,2595000,17.1621,519,-17112.96875,519,5066.31,5268.5
37.4475,2600000,17.7139,520,-16991.421875,520,5104.92,5199.95
38.1294,2605000,18.5684,521,-18210.59375,521,4999.67,5265.34
37.7764,2610000,17.9099,522,-17718.740234375,522,5082.75,5154.8
38.0443,2615000,18.373,523,-17182.0703125,523,5055.88,5126.43
38.3823,2620000,18.571,524,-17894.490234375,524,5050.06,5063.19
38.3503,2625000,18.9225,525,-17601.75390625,525,5067.6,5238.91
38.6265,2630000,18.832,526,-16767.740234375,526,5057.4,5235.4
38.6127,2635000,19.42,527,-18309.57421875,527,5093.63,5275.89
38.6793,2640000,18.7065,528,-17993.796875,528,5036.53,5220.64
38.8739,2645000,18.2507,529,-17801.783203125,529,4895.22,5213.01
37.5396,2650000,18.8995,530,-18129.751953125,530,5093.64,5300.64
36.9404,2655000,18.097,531,-17644.203125,531,4875.33,5284.77
37.7647,2660000,17.8651,532,-18405.169921875,532,5003.93,5146.43
37.3255,2665000,17.7348,533,-18318.54296875,533,5030.39,5205.74
38.3227,2670000,17.6791,534,-18532.302734375,534,4962.59,5208.19
37.9859,2675000,17.619,535,-19189.24609375,535,5004.7,5162.27
37.1296,2680000,17.8704,536,-18236.267578125,536,4974.72,5165.79
37.7788,2685000,17.9328,537,-18954.15234375,537,5032.97,5167.37
37.2505,2690000,16.5439,538,-18956.73046875,538,4773.87,4984.97
37.7054,2695000,16.3559,539,-19297.5546875,539,4644.85,4532.02
38.1997,2700000,15.089,540,-20266.865234375,540,4091.38,2679.94
37.061,2705000,16.1821,541,-18659.6796875,541,5040.85,5126.29
37.8344,2710000,16.4556,542,-19617.892578125,542,4604.8,4830.8
37.2151,2715000,16.9655,543,-18755.07421875,543,5080.0,5196.29
37.2625,2720000,16.9149,544,-17951.1875,544,4749.22,4403.68
36.7453,2725000,16.0125,545,-18722.66796875,545,5023.72,5120.96
37.9635,2730000,16.1312,546,-19138.673828125,546,4944.01,5013.59
37.5088,2735000,16.8815,547,-18903.935546875,547,4882.68,5133.64
37.1603,2740000,16.8236,548,-18820.146484375,548,5056.59,5218.31
37.2774,2745000,17.4682,549,-18162.666015625,549,5057.18,5069.93
36.8741,2750000,16.8772,550,-17647.974609375,550,5014.17,4937.3
36.4348,2755000,16.6796,551,-18456.083984375,551,4955.59,4930.11
37.259,2760000,17.0191,552,-18292.666015625,552,4965.53,4975.43
36.8211,2765000,16.1828,553,-19102.587890625,553,4974.92,4815.72
35.9696,2770000,16.6942,554,-17611.96875,554,5053.65,5027.48
37.688,2775000,17.9089,555,-19038.736328125,555,4949.9,4841.95
37.6692,2780000,17.3053,556,-18700.650390625,556,4956.96,4953.0
37.9784,2785000,17.3698,557,-20171.95703125,557,4852.06,4874.36
38.0109,2790000,17.2567,558,-20375.32421875,558,4920.07,5019.28
39.1467,2795000,22.4278,559,-26014.884765625,559,2074.95,409.27
44.1671,2800000,22.5839,560,-25515.322265625,560,2219.04,3680.79
43.13,2805000,20.7741,561,-22435.8671875,561,3964.26,3831.12
39.6758,2810000,18.8009,562,-20453.140625,562,4468.24,4205.77
39.0318,2815000,18.3036,563,-20964.6875,563,4645.65,4664.52
37.7412,2820000,18.3248,564,-18600.15625,564,4898.78,4958.2
37.3356,2825000,17.9715,565,-19695.744140625,565,4868.6,4891.6
36.7391,2830000,17.3159,566,-18317.08984375,566,4941.94,5000.96
36.6218,2835000,17.3932,567,-19337.00390625,567,4957.67,5052.19
36.0036,2840000,16.8956,568,-18548.419921875,568,5011.8,5068.64
37.0375,2845000,17.6235,569,-19409.71875,569,4999.48,5113.66
36.6332,2850000,16.9124,570,-19020.34375,570,5009.01,5125.29
37.3917,2855000,16.6564,571,-19890.998046875,571,4951.99,5094.47
36.8074,2860000,17.1666,572,-20051.552734375,572,4957.95,5139.03
37.5376,2865000,16.7166,573,-21535.248046875,573,4879.48,4946.99
37.0328,2870000,15.9156,574,-20817.908203125,574,4847.61,4820.4
37.4851,2875000,16.6343,575,-21078.912109375,575,4956.4,5132.87
37.4342,2880000,16.465,576,-21693.525390625,576,4900.22,5123.0
38.0077,2885000,17.1018,577,-21719.548828125,577,4980.62,5212.51
36.6868,2890000,16.68,578,-19701.830078125,578,5032.12,5154.31
37.4072,2895000,16.4403,579,-21007.857421875,579,4936.76,5063.06
36.8469,2900000,17.2859,580,-21605.15625,580,4977.35,5135.17
36.4001,2905000,16.6316,581,-19884.662109375,581,5030.03,5143.36
36.2485,2910000,16.2319,582,-20270.421875,582,5009.32,5118.03
35.9173,2915000,16.1718,583,-19339.55859375,583,5036.05,5135.14
36.7717,2920000,17.4625,584,-20619.201171875,584,4992.37,5131.85
35.3552,2925000,16.9572,585,-19353.666015625,585,5010.62,5108.24
36.8296,2930000,17.3856,586,-20849.908203125,586,4962.87,5169.49
36.6153,2935000,17.7961,587,-20797.74609375,587,5036.12,5221.96
36.8364,2940000,17.3484,588,-21015.548828125,588,4987.62,5161.9
37.675,2945000,17.7676,589,-21269.287109375,589,5000.52,5176.87
36.9076,2950000,17.3831,590,-20439.587890625,590,4998.69,5166.33
37.6463,2955000,18.6292,591,-22731.216796875,591,4992.77,5137.53
36.8785,2960000,17.9897,592,-21460.24609375,592,5002.25,5153.05
38.9152,2965000,19.3384,593,-23754.935546875,593,4956.0,5076.21
37.8651,2970000,19.2617,594,-22453.0625,594,5022.08,5169.69
37.5779,2975000,18.4524,595,-21922.111328125,595,4985.87,5116.63
37.2338,2980000,18.436,596,-21612.02734375,596,4997.89,5159.05
37.5976,2985000,18.1736,597,-22208.060546875,597,4976.89,5120.17
37.989,2990000,18.4081,598,-22982.767578125,598,5001.43,5088.44
37.2173,2995000,18.9123,599,-22442.232421875,599,5032.01,5135.81
38.0133,3000000,19.3457,600,-23766.830078125,600,4888.57,5141.2
37.4264,3005000,17.9143,601,-22911.640625,601,5001.93,5119.8
37.3215,3010000,17.8378,602,-22103.8828125,602,5020.05,5171.99
36.7568,3015000,17.7811,603,-21427.353515625,603,4851.28,5150.81
36.7278,3020000,17.6046,604,-20663.720703125,604,5074.56,5190.95
36.3689,3025000,16.8753,605,-20843.826171875,605,5074.96,5141.99
36.5247,3030000,16.6993,606,-21780.6875,606,5064.78,5159.63
36.0238,3035000,16.9011,607,-20254.193359375,607,5108.29,5279.05
36.221,3040000,16.1253,608,-20465.6796875,608,5069.24,5239.08
36.0503,3045000,17.3942,609,-20025.646484375,609,4977.15,5280.94
36.774,3050000,17.9661,610,-22109.06640625,610,4979.26,5285.89
36.4556,3055000,17.3603,611,-21712.8359375,611,5108.1,5263.59
36.4603,3060000,17.1095,612,-21549.201171875,612,5025.31,5222.38
35.7192,3065000,16.3926,613,-20472.75,613,5142.04,5322.26
36.1148,3070000,16.3727,614,-20552.1875,614,5106.98,5281.42
36.714,3075000,16.797,615,-21221.55859375,615,5051.54,5248.52
36.5652,3080000,18.2568,616,-22716.169921875,616,5120.06,5254.43
35.4971,3085000,16.3028,617,-21839.033203125,617,5073.79,5272.62
36.3445,3090000,17.7553,618,-22470.98828125,618,5137.96,5297.98
36.6287,3095000,18.766,619,-23664.41796875,619,5085.55,5200.81
36.4361,3100000,17.8941,620,-22835.4453125,620,5089.01,5223.84
34.8422,3105000,16.287,621,-20002.97265625,621,5164.98,5293.3
36.829,3110000,18.4649,622,-23597.630859375,622,4993.73,5202.18
36.4207,3115000,17.7275,623,-22650.5,623,5104.26,5290.71
35.6999,3120000,16.0663,624,-21226.599609375,624,5126.05,5278.92
34.8196,3125000,16.1094,625,-20666.36328125,625,5118.03,5252.21
35.8156,3130000,16.6233,626,-21135.181640625,626,5103.76,5164.27
35.0311,3135000,16.5293,627,-20677.107421875,627,5155.83,5296.92
34.8079,3140000,15.9512,628,-19984.96875,628,5199.44,5311.84
34.2615,3145000,14.9205,629,-21265.798828125,629,4691.1,4974.85
35.8445,3150000,16.7314,630,-22655.728515625,630,4816.54,5145.51
35.4861,3155000,17.1012,631,-22048.677734375,631,5110.52,4128.22
34.9634,3160000,15.6789,632,-21308.603515625,632,5163.54,5286.7
35.2387,3165000,16.4568,633,-22244.388671875,633,5189.13,5277.37
35.3226,3170000,16.1081,634,-21884.302734375,634,5189.09,5334.39
36.2853,3175000,16.2441,635,-23340.240234375,635,4213.87,5357.09
36.0656,3180000,16.9309,636,-23492.505859375,636,5191.06,3924.74
35.8782,3185000,16.3193,637,-23841.662109375,637,5164.61,5304.23
36.3828,3190000,16.7998,638,-23435.224609375,638,5087.69,5266.83
35.4896,3195000,16.174,639,-22205.533203125,639,4919.09,4809.07
36.5539,3200000,16.5919,640,-22989.15625,640,5177.24,4834.94
36.1612,3205000,17.3101,641,-23034.798828125,641,5101.76,4309.53
37.1174,3210000,16.9157,642,-23756.65234375,642,5089.04,4277.32
35.0339,3215000,16.4034,643,-21295.216796875,643,5236.46,5366.5
36.1324,3220000,16.788,644,-22686.044921875,644,5173.18,5046.42
35.1037,3225000,16.3643,645,-21493.7109375,645,4997.56,4970.92
36.0121,3230000,17.4071,646,-22667.56640625,646,4626.59,4643.35
35.398,3235000,16.3807,647,-19825.654296875,647,5030.81,4023.49
35.1332,3240000,16.2207,648,-20837.5703125,648,5166.11,5318.0
35.0967,3245000,16.3572,649,-19009.39453125,649,5198.24,5294.24
35.1892,3250000,16.5283,650,-20674.638671875,650,5174.05,5200.83
35.3669,3255000,16.059,651,-19258.98046875,651,5182.22,5103.98
34.815,3260000,16.2963,652,-18917.029296875,652,5131.26,5082.66
36.6017,3265000,17.7412,653,-23066.83203125,653,5129.41,5215.34
36.3077,3270000,16.9104,654,-22601.69921875,654,5150.52,5231.38
35.8932,3275000,16.9041,655,-22248.220703125,655,5127.74,5196.43
36.7492,3280000,18.3106,656,-22966.068359375,656,5123.37,5256.74
36.3223,3285000,17.1714,657,-21784.33984375,657,5162.03,5276.33
36.7686,3290000,17.8497,658,-23650.482421875,658,5185.72,5352.15
35.692,3295000,16.9515,659,-22264.587890625,659,5197.33,5362.44
35.5899,3300000,17.0741,660,-21360.701171875,660,5188.15,5385.46
35.6859,3305000,17.1098,661,-21224.275390625,661,5211.1,5387.42
35.7299,3310000,17.114,662,-22128.083984375,662,5159.44,5268.23
35.7873,3315000,17.0689,663,-21744.392578125,663,5135.8,5242.57
35.917,3320000,16.9992,664,-22782.830078125,664,5175.12,5335.53
35.8384,3325000,17.1317,665,-23519.78125,665,5106.61,5253.78
50.7802,3330000,118.5442,666,-32858.5703125,666,59.58,20.24
58.5935,3335000,141.344,667,-26599.30078125,667,302.53,135.55
54.3839,3340000,48.0306,668,-47297.0546875,668,-15.92,-51.85
49.5856,3345000,31.5775,669,-43756.1015625,669,419.39,393.76
46.1996,3350000,23.9356,670,-35337.8984375,670,630.64,501.11
50.6553,3355000,72.1691,671,-26837.287109375,671,210.6,201.55
45.1686,3360000,26.5423,672,-30520.8671875,672,2931.44,2468.35
44.9541,3365000,27.8311,673,-29579.0,673,3191.84,2830.46
43.6309,3370000,22.027,674,-36781.0,674,1192.76,1055.66
40.7586,3375000,25.7368,675,-27121.017578125,675,4357.17,3785.3
35.9843,3380000,21.1624,676,-23280.796875,676,4296.37,4364.89
41.3163,3385000,28.3195,677,-34842.41015625,677,2305.74,2298.75
43.4862,3390000,28.9382,678,-36745.0859375,678,888.23,771.27
41.6192,3395000,18.7082,679,-38871.66015625,679,1882.08,1819.45
37.3035,3400000,19.3853,680,-26494.076171875,680,3603.99,5173.14
37.5063,3405000,18.8569,681,-26233.03125,681,4845.15,4866.54
38.9025,3410000,20.9393,682,-23901.138671875,682,4886.55,4895.49
40.0933,3415000,21.3206,683,-25838.82421875,683,4935.74,4927.2
37.9133,3420000,20.7765,684,-23446.8203125,684,4980.42,5034.51
39.8366,3425000,22.0906,685,-29165.5,685,4941.86,5065.82
39.6432,3430000,22.56,686,-27287.71484375,686,4734.46,5024.4
38.664,3435000,22.6643,687,-26332.66796875,687,5018.39,5157.61
53.903,3440000,76.1522,688,-47733.19140625,688,-7.3,-7.36
45.8035,3445000,109.112,689,-42417.8359375,689,296.3,62.84
47.5585,3450000,45.0402,690,-37705.34375,690,641.89,571.5
40.6663,3455000,48.3415,691,-37213.92578125,691,1836.61,3814.55
37.7691,3460000,20.7914,692,-24852.763671875,692,5166.64,5161.22
39.7771,3465000,25.3987,693,-30945.16015625,693,4652.23,5221.06
37.4995,3470000,19.9538,694,-26271.6953125,694,5010.07,5124.84
38.5277,3475000,19.7153,695,-24747.892578125,695,5053.05,5128.85
39.9579,3480000,22.0247,696,-27454.87890625,696,4903.41,4993.53
39.5215,3485000,21.3936,697,-26477.17578125,697,4933.18,4977.29
38.9263,3490000,20.9236,698,-24453.84375,698,5109.52,5247.7
38.3868,3495000,21.4295,699,-23123.37109375,699,5121.99,5276.07
38.2806,3500000,21.0895,700,-23543.072265625,700,5141.39,5258.62
37.2109,3505000,20.1078,701,-21633.884765625,701,5196.06,5306.01
38.2431,3510000,20.7217,702,-23052.287109375,702,5096.86,5226.36
38.03,3515000,20.5673,703,-23423.388671875,703,5078.51,5196.54
38.2082,3520000,20.5771,704,-24815.7578125,704,5060.26,5180.27
38.7732,3525000,19.9591,705,-25395.30859375,705,5040.02,5062.03
39.0747,3530000,20.8707,706,-26241.66015625,706,5026.69,5069.71
38.5931,3535000,22.16,707,-27371.689453125,707,5086.99,5267.81
38.1721,3540000,19.2797,708,-26185.017578125,708,5046.32,5221.39
38.1452,3545000,19.9488,709,-25614.9140625,709,5041.42,5216.66
39.3662,3550000,24.3125,710,-30445.818359375,710,4967.49,5134.5
37.9687,3555000,20.0833,711,-26505.890625,711,5082.44,5234.93
38.2892,3560000,19.4609,712,-27176.048828125,712,5092.8,5246.22
38.028,3565000,19.5068,713,-27480.51171875,713,5122.26,5236.41
38.0427,3570000,19.8991,714,-27654.142578125,714,5131.56,5331.4
37.5014,3575000,19.7457,715,-26922.916015625,715,5141.0,5296.75
36.7176,3580000,18.6743,716,-26095.234375,716,5170.97,5306.7
37.2533,3585000,19.0078,717,-25355.01953125,717,5178.37,5293.12
37.2143,3590000,18.6509,718,-26478.412109375,718,5156.75,5319.11
36.787,3595000,19.2981,719,-26775.609375,719,5169.03,5291.42
37.1415,3600000,18.621,720,-26896.666015625,720,4982.2,5297.0
36.7284,3605000,18.8694,721,-26296.810546875,721,5169.96,5292.66
37.018,3610000,18.8973,722,-26296.916015625,722,5193.62,5300.61
37.1884,3615000,17.9807,723,-26981.484375,723,5049.33,5234.22
35.9192,3620000,17.6394,724,-24997.4921875,724,5132.6,5309.02
36.482,3625000,17.6803,725,-26737.990234375,725,5093.11,5243.02
36.8157,3630000,17.9682,726,-27592.4921875,726,5077.98,5209.27
36.8588,3635000,18.4591,727,-27967.767578125,727,5119.02,5254.74
36.9295,3640000,18.4064,728,-27938.697265625,728,5106.25,5243.5
36.5216,3645000,17.599,729,-27714.251953125,729,5094.25,5215.31
37.0028,3650000,16.8654,730,-28508.173828125,730,5083.06,5211.27
37.2209,3655000,17.9802,731,-28057.55859375,731,5143.17,5278.9
37.4166,3660000,17.9432,732,-28812.931640625,732,5144.07,5258.23
36.6608,3665000,17.2642,733,-28931.94140625,733,5087.76,5234.87
37.0267,3670000,17.06,734,-29792.333984375,734,5073.04,5198.5
36.977,3675000,18.2469,735,-27628.0234375,735,5123.8,5249.18
36.7161,3680000,17.0683,736,-28120.90625,736,5038.54,5144.71
36.5759,3685000,17.9789,737,-28389.4296875,737,4963.08,5283.59
36.3186,3690000,17.7238,738,-28979.205078125,738,5129.88,5245.11
36.3557,3695000,18.4023,739,-28959.025390625,739,5188.46,5314.61
36.264,3700000,17.8052,740,-28297.224609375,740,5145.62,5242.86
36.9069,3705000,17.9921,741,-29459.646484375,741,5135.98,5269.58
35.9782,3710000,16.9547,742,-27510.29296875,742,4781.35,5260.19
35.5514,3715000,16.965,743,-27155.6484375,743,4988.41,5301.16
35.5606,3720000,15.9284,744,-26519.66015625,744,5048.07,5074.33
35.353,3725000,15.8737,745,-26285.2109375,745,5107.08,5169.04
35.2506,3730000,15.9223,746,-26323.603515625,746,5106.79,5226.75
36.2144,3735000,15.4723,747,-27324.83203125,747,5012.55,5039.18
36.485,3740000,14.9767,748,-28177.216796875,748,4931.15,4849.83
35.575,3745000,19.3666,749,-26735.576171875,749,4980.83,4955.58
36.1589,3750000,14.8783,750,-27028.171875,750,4887.29,4890.15
35.8535,3755000,16.0171,751,-27831.62109375,751,5048.2,5093.11
35.701,3760000,15.805,752,-28590.294921875,752,5012.68,5143.49
36.2369,3765000,15.8289,753,-29229.296875,753,4991.9,5074.45
36.5322,3770000,16.4902,754,-29789.998046875,754,5045.27,5198.55
36.6867,3775000,17.1233,755,-29654.912109375,755,4992.77,5129.08
36.6227,3780000,16.5865,756,-30884.71875,756,4908.51,5030.72
36.6372,3785000,16.9197,757,-29261.48828125,757,5041.17,5140.34
35.5595,3790000,16.6638,758,-27767.365234375,758,5081.26,5150.72
36.2977,3795000,16.9291,759,-28927.896484375,759,4895.71,5259.53
36.0164,3800000,16.5602,760,-28443.76171875,760,4904.6,5206.72
37.4887,3805000,17.8165,761,-29159.25390625,761,5141.14,5265.71
37.1658,3810000,18.6122,762,-26947.654296875,762,5192.74,5272.86
37.2804,3815000,19.0083,763,-27185.197265625,763,5157.48,5266.74
37.5856,3820000,18.8964,764,-28054.013671875,764,5040.98,5331.21
36.7969,3825000,18.7237,765,-27262.818359375,765,5127.47,5266.67
37.4862,3830000,19.4592,766,-31259.67578125,766,4746.74,5190.55
37.4877,3835000,18.2163,767,-30720.45703125,767,5017.66,5203.83
36.4039,3840000,17.1532,768,-30364.298828125,768,4742.8,5154.17
36.2997,3845000,17.962,769,-30245.36328125,769,4980.64,5106.34
36.0403,3850000,17.6411,770,-29612.3671875,770,4988.94,5136.76
35.6412,3855000,17.4568,771,-28130.431640625,771,5073.16,5165.87
35.7598,3860000,16.6425,772,-27408.7734375,772,5161.57,5380.69
35.3625,3865000,16.7505,773,-27721.53125,773,5143.84,5307.16
36.5183,3870000,16.7653,774,-30587.326171875,774,4989.13,5076.48
