Running Env Steps,Real Det Return,Itration,Running Reverse KL,Reward Loss,Running Forward KL,Real Sto Return,Running Update Time
1940000,2284.28,388,15.3769,-72727.375,156.6757,1920.19,388
1945000,2239.67,389,15.1078,-72730.1796875,156.7415,1891.61,389
1950000,2189.53,390,15.144,-72637.1953125,156.8007,1869.61,390
1955000,2117.97,391,14.7482,-72085.8515625,156.7987,1782.86,391
1960000,191.84,392,15.0686,-72809.4609375,156.7621,1856.57,392
1965000,2159.16,393,14.9968,-72465.8046875,156.6295,1799.47,393
1970000,1339.53,394,14.7499,-71725.90625,156.8234,1686.47,394
1975000,2308.71,395,15.4348,-72961.8828125,156.6918,1942.07,395
1980000,2263.19,396,15.1951,-72996.8125,156.7956,1930.45,396
1985000,2282.05,397,15.2387,-73300.28125,156.6751,1933.86,397
1990000,2283.59,398,15.1835,-73252.640625,156.8004,1925.44,398
1995000,2290.62,399,15.219,-73470.15625,156.727,1944.95,399
2000000,2295.27,400,15.3106,-73518.203125,156.6991,1924.1,400
2005000,2307.88,401,15.23,-73800.1171875,156.8019,1946.32,401
2010000,2299.81,402,15.3843,-73943.5625,156.6713,1949.37,402
2015000,2304.65,403,15.4235,-73827.9296875,156.8214,1932.55,403
2020000,2260.77,404,15.1385,-73518.09375,156.7567,1910.13,404
2025000,1891.73,405,15.4823,-73732.3203125,156.7417,1896.1,405
2030000,1126.65,406,15.0482,-73246.7890625,156.7156,1868.6,406
2035000,2229.11,407,15.3046,-74023.5390625,156.9123,1901.2,407
2040000,2273.14,408,15.2997,-73677.8984375,156.7046,1932.42,408
2045000,2263.41,409,15.3271,-74172.515625,156.734,1904.96,409
2050000,2231.07,410,15.1796,-74028.859375,156.753,1928.56,410
2055000,2267.34,411,15.2515,-74137.0,156.6984,1901.35,411
2060000,2297.83,412,15.3963,-74213.5546875,156.6071,1944.2,412
2065000,2281.21,413,15.3218,-74384.4453125,156.8742,1939.43,413
2070000,2310.92,414,15.4094,-74516.6875,156.6498,1944.59,414
2075000,2317.01,415,15.611,-74862.8046875,156.6486,1958.77,415
2080000,2314.16,416,15.4432,-74545.796875,156.6941,1956.23,416
2085000,2274.83,417,15.2766,-74352.6953125,156.6844,1971.17,417
2090000,2305.86,418,15.2814,-75017.5625,156.5962,1947.41,418
2095000,2286.27,419,15.2999,-74598.59375,156.6376,1940.18,419
2100000,2275.52,420,15.1124,-74837.703125,156.6948,1937.33,420
2105000,2315.55,421,15.2304,-74876.796875,156.7735,1968.15,421
2110000,2284.07,422,15.3252,-75030.34375,156.7175,1929.47,422
2115000,2289.79,423,15.0833,-74961.640625,156.7293,1939.61,423
2120000,2138.7,424,15.172,-74906.2734375,156.7935,1858.5,424
2125000,1276.61,425,15.2248,-75594.296875,156.4831,1895.76,425
2130000,2320.67,426,15.3342,-75545.34375,156.6709,1953.08,426
2135000,2292.51,427,15.1487,-75584.0859375,156.6888,1937.68,427
2140000,2311.81,428,15.0847,-75630.5234375,156.595,1932.08,428
2145000,2305.18,429,15.3451,-75713.7421875,156.5854,1950.37,429
2150000,2282.55,430,15.295,-75745.046875,156.7711,1925.0,430
2155000,2268.55,431,15.3476,-75730.7421875,156.6663,1934.95,431
2160000,2314.83,432,15.1983,-75852.453125,156.7138,1947.07,432
2165000,2324.85,433,15.1335,-76084.1953125,156.6184,1950.23,433
2170000,2177.51,434,15.1277,-75881.0546875,156.8111,1933.15,434
2175000,2296.48,435,14.8918,-76341.109375,156.6382,1912.72,435
2180000,2290.22,436,14.8387,-75969.34375,156.642,1917.51,436
2185000,2331.56,437,15.1277,-76409.7421875,156.5372,1942.22,437
2190000,2307.68,438,15.0916,-76480.125,156.6118,1960.56,438
2195000,2290.73,439,15.0261,-76535.2109375,156.6676,1922.43,439
2200000,2296.96,440,15.0456,-76703.9140625,156.6883,1945.37,440
2205000,2299.1,441,15.0549,-76809.3671875,156.6681,1907.08,441
2210000,2317.33,442,15.133,-76678.0390625,156.6655,1941.8,442
2215000,2300.1,443,14.9979,-76918.34375,156.7984,1937.03,443
2220000,2308.15,444,15.3702,-77260.7578125,156.7683,1949.0,444
2225000,2276.59,445,15.1028,-76862.875,156.6069,1926.68,445
2230000,2296.45,446,15.2649,-77010.46875,156.6238,1916.52,446
2235000,2312.25,447,15.1101,-77368.15625,156.6379,1928.74,447
2240000,2310.67,448,15.2152,-77270.0625,156.7679,1937.5,448
2245000,1409.56,449,14.8738,-76874.71875,156.7076,1818.78,449
2250000,2306.55,450,15.2265,-77294.25,156.7096,1930.86,450
2255000,2299.62,451,15.1457,-77415.8671875,156.6455,1927.96,451
2260000,2286.18,452,15.1386,-77303.1875,156.8207,1914.63,452
2265000,2303.11,453,15.0131,-77197.9296875,156.6095,1932.81,453
2270000,2266.49,454,15.0993,-77337.4609375,156.5972,1918.73,454
2275000,2297.45,455,15.083,-77221.5078125,156.6218,1911.77,455
2280000,2284.39,456,14.93,-78048.2109375,156.6406,1901.69,456
2285000,526.98,457,14.229,-75288.40625,156.7231,988.62,457
2290000,2228.68,458,14.9234,-77757.8046875,156.6891,1851.21,458
2295000,2030.15,459,15.0156,-77344.7890625,156.625,1828.55,459
2300000,2022.82,460,14.5632,-77064.296875,156.7791,1726.63,460
2305000,2316.14,461,15.0452,-78156.53125,156.696,1860.57,461
2310000,2296.84,462,14.8241,-77616.9140625,156.6595,1922.15,462
2315000,2239.55,463,14.7906,-77484.9140625,156.5428,1902.08,463
2320000,2230.25,464,14.7778,-77630.25,156.5689,1890.73,464
2325000,2301.06,465,14.9966,-77934.8828125,156.6479,1921.24,465
2330000,2262.95,466,14.8931,-78227.9453125,156.5798,1895.3,466
2335000,2254.79,467,15.2362,-78292.59375,156.7069,1905.88,467
2340000,2292.69,468,15.0178,-78360.7734375,156.6285,1922.27,468
2345000,1806.41,469,15.0547,-78219.4921875,156.6198,1869.47,469
2350000,2298.54,470,15.1722,-78922.9921875,156.6036,1853.64,470
2355000,1662.65,471,15.4002,-76926.8046875,156.5962,1685.0,471
2360000,2256.18,472,15.3289,-79103.7421875,156.6056,1875.32,472
2365000,2249.19,473,14.9937,-79617.7265625,156.5483,1890.38,473
2370000,2307.5,474,14.9076,-78835.078125,156.5555,1948.56,474
2375000,2306.71,475,14.9925,-78959.953125,156.5816,1953.71,475
2380000,2297.28,476,15.2645,-79040.03125,156.679,1954.4,476
2385000,2286.53,477,15.0839,-79138.1328125,156.6582,1922.82,477
2390000,2286.11,478,15.0141,-78695.234375,156.5555,1924.24,478
2395000,2155.25,479,15.1696,-79379.3984375,156.4588,1941.66,479
2400000,2301.97,480,15.0945,-79332.71875,156.4073,1923.28,480
2405000,2283.94,481,15.1999,-79391.625,156.522,1926.41,481
2410000,2183.32,482,15.0501,-79431.3359375,156.545,1949.5,482
2415000,2282.16,483,15.139,-79582.0546875,156.5672,1935.05,483
2420000,2314.04,484,15.2974,-79760.1015625,156.7267,1952.35,484
2425000,2301.66,485,15.2862,-79690.953125,156.8224,1955.57,485
2430000,2144.22,486,14.9095,-79632.7578125,156.4984,1940.36,486
2435000,2153.06,487,15.1489,-79535.1796875,156.4946,1930.22,487
2440000,2180.67,488,15.0517,-79918.4140625,156.4876,1966.66,488
2445000,2323.77,489,14.9583,-79560.0703125,156.5808,1980.34,489
2450000,2308.37,490,15.1487,-79846.859375,156.6233,1973.42,490
2455000,2150.13,491,14.9807,-79939.9140625,156.5587,1962.72,491
2460000,2303.98,492,15.1581,-79788.4921875,156.6056,1964.5,492
2465000,2031.25,493,15.2762,-80369.6484375,156.8157,1938.84,493
2470000,2290.83,494,15.0582,-80252.640625,156.5496,1939.02,494
2475000,2141.53,495,14.9239,-80065.078125,156.5249,1940.88,495
2480000,2294.92,496,15.1442,-80248.078125,156.6064,1956.02,496
2485000,2292.3,497,14.9766,-80433.9453125,156.5013,1942.06,497
2490000,2158.85,498,14.9434,-80403.171875,156.6736,1923.82,498
2495000,2316.29,499,14.9038,-80602.7890625,156.6184,1952.6,499
2500000,2304.17,500,14.7902,-80200.8203125,156.5447,1964.96,500
2505000,2317.66,501,15.0835,-80647.1171875,156.6941,1976.83,501
2510000,2324.91,502,15.0596,-80507.796875,156.5447,1994.18,502
2515000,2312.13,503,15.0169,-80559.203125,156.4983,1986.39,503
2520000,2309.9,504,15.0216,-80677.8671875,156.5478,1970.04,504
2525000,2304.45,505,15.0366,-81048.0859375,156.4623,1959.91,505
2530000,2299.5,506,15.0194,-81029.984375,156.4738,1965.15,506
2535000,2314.43,507,14.8709,-81007.9375,156.6924,1968.0,507
2540000,2301.82,508,14.8411,-80925.46875,156.4824,1930.77,508
2545000,2290.71,509,14.8496,-80995.8671875,156.553,1926.65,509
2550000,2266.84,510,14.9148,-81136.6953125,156.5522,1937.02,510
2555000,2291.6,511,14.8889,-81047.0625,156.5064,1946.59,511
2560000,2307.54,512,14.7404,-80934.4765625,156.4529,1938.0,512
2565000,2307.3,513,14.8753,-81163.9375,156.4625,1945.37,513
2570000,2307.98,514,14.7327,-81319.4375,156.5299,1942.86,514
2575000,2293.22,515,14.8451,-81603.7578125,156.4962,1927.82,515
2580000,2307.22,516,14.9414,-81879.25,156.5449,1953.36,516
2585000,2291.94,517,14.734,-81652.6015625,156.4571,1942.06,517
2590000,2309.62,518,14.7855,-81516.4453125,156.5105,1929.45,518
2595000,2294.47,519,14.7639,-81632.484375,156.532,1921.5,519
2600000,2288.22,520,14.7329,-81718.0625,156.5606,1929.98,520
2605000,2272.12,521,14.6447,-81570.3125,156.5851,1898.57,521
2610000,2263.36,522,14.6067,-81379.0078125,156.4897,1847.12,522
2615000,1071.25,523,14.5637,-81311.953125,156.6488,1877.63,523
2620000,2294.42,524,14.9279,-82154.234375,156.5916,1930.07,524
2625000,2297.91,525,14.8931,-82066.8984375,156.4379,1908.18,525
2630000,2230.83,526,14.7772,-81818.828125,156.5592,1889.61,526
2635000,2247.27,527,14.9168,-82303.9921875,156.4796,1904.14,527
2640000,2222.74,528,14.6196,-81751.1953125,156.5711,1919.99,528
2645000,2261.79,529,14.8813,-82331.8828125,156.5701,1923.37,529
2650000,2296.88,530,14.8663,-82487.3828125,156.6044,1936.51,530
2655000,2283.64,531,14.6533,-82262.78125,156.4988,1913.07,531
2660000,2285.63,532,14.8256,-82515.140625,156.6442,1926.46,532
2665000,2324.28,533,14.8978,-82874.15625,156.5229,1973.75,533
2670000,2292.8,534,14.7896,-82704.0859375,156.4579,1943.41,534
2675000,2280.18,535,14.8537,-82462.3046875,156.4945,1919.91,535
2680000,2299.05,536,14.9917,-82852.6328125,156.6234,1949.68,536
2685000,2301.58,537,14.8524,-82559.1484375,156.4653,1954.69,537
2690000,2287.99,538,15.0144,-82617.7265625,156.5414,1977.42,538
2695000,2208.04,539,14.9254,-82515.1953125,156.499,1898.72,539
2700000,2327.76,540,15.0426,-83168.21875,156.6018,1952.42,540
2705000,2301.21,541,14.7575,-82853.34375,156.3338,1944.45,541
2710000,2256.41,542,14.8423,-82901.09375,156.5401,1928.73,542
2715000,2261.29,543,15.0721,-82732.3515625,156.4164,1907.95,543
2720000,2225.19,544,15.1336,-83299.71875,156.5055,1881.12,544
2725000,2286.9,545,14.9226,-83148.09375,156.5816,1915.29,545
2730000,2229.53,546,14.9453,-83040.171875,156.4716,1895.54,546
2735000,2303.58,547,14.786,-83113.140625,156.4372,1955.73,547
2740000,2307.22,548,14.8874,-83518.84375,156.3354,1928.1,548
2745000,2305.81,549,14.8736,-83812.8515625,156.4067,1945.51,549
2750000,2318.86,550,14.9884,-83762.1171875,156.5324,1958.35,550
2755000,2320.15,551,14.877,-83587.09375,156.5216,1931.27,551
2760000,2267.04,552,15.1585,-83638.546875,156.6072,1902.29,552
2765000,2261.64,553,15.2797,-84078.2734375,156.5544,1894.38,553
2770000,2302.92,554,14.9906,-83516.109375,156.5188,1930.48,554
2775000,2327.14,555,14.9471,-83952.84375,156.5667,1946.96,555
2780000,2304.59,556,14.9019,-83856.96875,156.4958,1925.92,556
2785000,2305.11,557,14.7682,-84035.5546875,156.5,1943.04,557
2790000,2285.05,558,14.6204,-83789.75,156.4649,1908.88,558
2795000,2297.52,559,14.997,-84398.1328125,156.3901,1927.91,559
2800000,2321.31,560,14.9819,-84214.9375,156.6864,1941.89,560
2805000,2300.23,561,14.6825,-84424.3984375,156.4328,1918.3,561
2810000,2298.95,562,14.889,-84405.609375,156.5128,1937.16,562
2815000,2277.78,563,14.7958,-84126.7734375,156.585,1907.49,563
2820000,2256.02,564,14.7233,-84247.4765625,156.6749,1866.05,564
2825000,2300.41,565,14.8034,-84703.390625,156.5234,1842.45,565
2830000,2178.64,566,14.789,-84852.7421875,156.8081,1649.47,566
2835000,1971.65,567,14.8298,-85882.875,156.6483,1287.2,567
2840000,1895.66,568,14.7007,-85881.4375,156.7145,1321.01,568
2845000,1848.38,569,15.0176,-86265.40625,156.7019,1294.19,569
2850000,1920.13,570,15.0246,-85938.0,156.7802,1400.18,570
2855000,1891.48,571,14.8038,-85784.765625,156.7411,1445.43,571
2860000,2003.94,572,14.8646,-85092.6484375,156.6413,1541.43,572
2865000,2044.54,573,15.0504,-85167.96875,156.6903,1605.06,573
2870000,2110.87,574,14.7627,-85232.90625,156.7769,1627.42,574
2875000,2121.81,575,15.0185,-85153.0,156.6042,1652.21,575
2880000,2124.78,576,15.0448,-85490.9765625,156.5249,1699.32,576
2885000,2148.87,577,15.1277,-85397.921875,156.6748,1701.58,577
2890000,2148.22,578,15.0515,-85545.578125,156.6686,1719.49,578
2895000,2169.43,579,15.1559,-85605.3359375,156.5936,1733.46,579
2900000,2139.09,580,15.0457,-85571.8828125,156.6472,1723.3,580
2905000,2170.5,581,15.0554,-85486.9453125,156.6543,1747.13,581
2910000,2178.35,582,15.1349,-85701.6796875,156.5834,1738.64,582
2915000,2206.15,583,15.1683,-85639.3359375,156.6128,1785.65,583
2920000,2210.99,584,15.0817,-85790.640625,156.5058,1784.29,584
2925000,2207.26,585,15.062,-85737.015625,156.8169,1786.76,585
2930000,2177.13,586,15.3904,-85741.1796875,156.666,1763.81,586
2935000,2173.78,587,15.2066,-85758.7109375,156.6058,1781.79,587
2940000,2181.45,588,14.9341,-85910.21875,156.5714,1806.1,588
2945000,678.77,589,13.485,-85159.6796875,156.9922,583.77,589
2950000,1912.71,590,14.8936,-86024.6171875,156.4584,1569.22,590
2955000,2244.71,591,14.7337,-85662.84375,156.5203,1865.54,591
2960000,2287.23,592,14.5924,-85466.078125,156.501,1906.11,592
2965000,2314.68,593,14.8281,-86042.6796875,156.5995,1936.68,593
2970000,2312.45,594,14.7885,-85924.21875,156.479,1944.19,594
2975000,2285.47,595,14.8454,-86119.4296875,156.6338,1935.33,595
2980000,2304.81,596,15.0147,-86474.953125,156.5344,1950.04,596
2985000,2323.0,597,14.822,-86388.28125,156.4751,1953.54,597
2990000,2265.36,598,14.8683,-86375.4375,156.611,1922.57,598
2995000,2291.9,599,14.9491,-86419.421875,156.588,1933.17,599
