Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
4017.99,4136.08,14.7894,116,39.1014
4058.87,4194.15,16.2203,117,39.242
3992.21,4004.99,14.5627,118,37.9893
3991.6,4033.67,16.4901,119,39.4114
3942.56,4116.49,13.9073,120,38.4175
3925.23,3898.0,15.1752,121,40.0082
3954.7,4140.97,14.4195,122,37.9328
3959.45,4139.55,13.4872,123,38.4634
3895.95,3802.45,13.7856,124,38.8562
3784.1,3973.16,14.6475,125,38.8417
4043.5,4084.01,12.8266,126,38.0768
4132.3,4158.96,14.8686,127,38.7032
4139.21,4168.68,15.6553,128,38.9587
3518.54,4058.55,12.8349,129,38.6218
3857.18,4146.22,14.2501,130,38.4254
3967.85,4116.03,15.0266,131,38.6371
3913.21,4065.67,13.6033,132,38.4828
3945.64,4203.96,13.9763,133,38.6118
3937.08,4274.95,14.1352,134,38.3738
3870.52,4161.73,14.9103,135,39.9589
4007.6,4116.51,15.6417,136,39.4343
4011.96,4201.97,14.0691,137,38.539
4192.34,4267.32,14.5337,138,38.6777
3801.47,4146.23,14.1878,139,38.7399
4124.23,4189.74,14.137,140,38.4938
3859.4,3883.57,14.687,141,39.0943
4123.23,4001.79,14.2679,142,38.4632
3771.66,3979.26,14.2525,143,38.927
3842.78,4115.02,14.6472,144,39.0371
4058.18,3795.84,13.9302,145,38.4141
3994.61,4228.78,15.8564,146,39.6481
3699.25,4258.73,13.7559,147,38.4509
3989.02,4105.84,14.1267,148,38.8794
4010.31,4189.7,13.4734,149,39.0699
3762.97,4097.03,14.3778,150,38.7335
4088.41,4244.95,15.3594,151,39.6981
4080.23,4144.77,14.2082,152,38.7212
4141.49,4193.35,14.8176,153,38.5291
3940.43,4239.88,14.4437,154,38.6757
4176.07,4233.12,15.3507,155,38.946
3998.8,4104.68,13.5633,156,38.4421
4170.28,4249.36,15.1465,157,39.1425
3981.76,4223.87,14.8681,158,38.8796
4192.33,4233.14,14.5254,159,38.3024
4207.37,4234.76,14.8906,160,39.2584
4207.47,4216.98,14.911,161,38.6615
4173.85,4272.04,15.3153,162,38.7453
4046.79,4289.39,14.8345,163,38.0685
4118.01,4225.51,15.2182,164,39.1376
4053.96,4280.72,14.9659,165,38.9251
4115.73,4279.69,15.0832,166,39.1313
4168.24,4235.38,15.0845,167,38.8541
4152.32,4199.82,15.2112,168,38.9732
3890.63,4233.79,14.585,169,38.4462
4054.14,4237.23,14.5834,170,40.1858
4080.29,4147.84,14.666,171,38.9673
4234.47,4281.43,15.9009,172,39.9019
4201.22,4279.95,14.9801,173,39.4412
4087.66,4275.84,14.9869,174,39.1234
4216.51,4276.25,14.6768,175,39.1715
4221.75,4257.88,15.1548,176,39.2732
4194.03,4250.97,15.2157,177,39.9289
4202.9,4274.79,14.8712,178,38.4863
4275.75,4301.18,14.873,179,38.3293
4231.58,4271.33,15.1009,180,38.6222
4206.15,4267.55,15.3565,181,39.5201
4223.91,4296.7,15.3403,182,39.8215
4207.34,4297.68,15.7529,183,40.1836
4244.36,4279.53,14.9874,184,38.4128
4203.97,4264.39,15.0871,185,38.6673
4247.86,4260.02,14.9061,186,38.7763
4271.55,4296.55,15.5544,187,38.9886
4239.03,4285.27,15.4459,188,39.0393
4221.5,4279.42,14.8678,189,38.5645
4212.86,4278.66,15.5355,190,38.9433
4248.73,4195.03,15.2916,191,39.5402
4226.9,4275.85,15.1765,192,39.2022
4213.91,4268.37,14.9165,193,38.1715
4283.36,4211.54,14.9051,194,38.7136
4070.45,4235.29,15.1507,195,38.161
4209.74,4255.95,14.5492,196,38.6122
4274.98,4303.98,15.2431,197,38.2326
4168.76,4319.29,15.2528,198,38.8434
4282.93,4302.37,15.1538,199,39.2931
4224.25,4268.88,15.5543,200,39.6334
4194.57,4232.23,15.6478,201,40.0812
4257.16,4256.78,16.3992,202,40.2938
4231.73,4243.83,15.0767,203,39.2376
4221.12,4260.96,15.201,204,39.2516
4247.46,4274.08,15.2725,205,39.2057
4220.48,4256.62,15.3534,206,39.3527
4225.77,4258.76,15.5317,207,39.7527
4216.06,4279.96,16.0595,208,39.767
4025.65,4286.27,15.7578,209,39.455
3808.14,4254.46,15.1595,210,39.9395
4082.92,4302.1,15.5087,211,39.2884
4235.56,4137.59,15.711,212,39.3365
4208.37,4230.14,15.4528,213,40.0653
4252.47,4308.11,15.574,214,39.3711
4272.56,4310.49,15.2543,215,39.2836
4281.57,4295.86,15.5876,216,39.5431
4267.24,4330.5,15.2567,217,39.3382
4222.49,4262.64,15.5681,218,39.3966
4235.51,4282.16,15.4745,219,39.2709
4232.79,4296.17,14.8606,220,38.9684
4223.24,4277.63,15.3643,221,39.4845
4242.07,4271.53,15.3359,222,39.5126
4276.03,4341.57,15.2878,223,39.7109
4279.47,4308.64,14.86,224,38.8707
4301.27,4302.35,15.0662,225,39.2505
4274.55,4332.23,14.59,226,39.028
4331.69,4358.39,14.8002,227,38.9869
4355.76,4391.77,15.2224,228,38.8368
4331.44,4364.95,14.7587,229,38.7131
4358.3,4375.5,15.0516,230,38.9162
4336.67,4322.64,15.3703,231,39.3411
4320.0,4345.98,15.3321,232,39.2641
4338.45,4314.4,15.176,233,39.619
4355.72,4320.28,15.3614,234,39.0972
4349.61,4342.34,15.6067,235,38.944
4369.24,4365.08,15.6601,236,38.8854
4377.57,4406.33,15.5317,237,39.3139
4339.39,4405.43,16.0439,238,40.6862
4388.27,4431.21,15.7902,239,39.7009
4391.59,4406.21,15.411,240,39.1493
4380.16,4427.86,15.7436,241,39.9073
4358.0,4377.35,15.5899,242,39.4234
4412.59,4430.81,16.6236,243,40.1341
4410.78,4448.98,16.189,244,39.7838
4448.28,4489.02,15.9981,245,39.7635
4473.83,4516.71,17.1705,246,40.4675
4435.87,4483.0,15.7809,247,39.7094
4422.7,4445.7,16.011,248,39.9513
4465.16,4416.35,16.4427,249,40.4921
4461.93,4458.3,15.7693,250,40.3071
4475.72,4507.53,16.3641,251,40.1581
4507.56,4492.77,15.8225,252,39.801
4513.57,4548.51,16.5321,253,40.1477
4419.84,4124.64,16.4643,254,41.1141
4296.78,4457.51,16.2502,255,40.4449
4210.91,4489.42,15.872,256,40.4469
4436.08,4370.3,16.7723,257,40.4391
4281.6,4539.49,16.5895,258,40.6485
4447.0,4227.23,16.0523,259,40.5841
2943.78,580.06,15.2268,260,40.6966
4495.31,4527.79,16.2486,261,40.2021
4027.43,4504.5,16.0594,262,40.7511
4243.06,4523.17,16.1696,263,40.5444
4197.61,4482.77,16.0206,264,40.447
4301.53,4557.82,17.0625,265,40.6735
4543.9,4565.28,16.6233,266,40.3114
4544.15,4563.11,16.8214,267,39.9457
4522.59,4547.36,16.1327,268,40.326
4478.34,4517.22,16.152,269,40.2883
4547.56,4557.14,16.2556,270,39.4813
4545.92,4576.73,15.7068,271,39.6901
4492.7,4531.15,15.475,272,39.8231
4538.0,4565.34,16.1066,273,39.5728
4519.62,4555.12,15.8653,274,39.4069
4589.73,4606.93,16.0059,275,40.0393
4578.94,4613.27,16.1385,276,40.0575
4535.14,4564.53,16.1484,277,40.2246
4582.68,4593.35,15.9083,278,39.99
4503.72,4557.05,15.6606,279,39.5005
4583.66,4621.91,15.7498,280,39.937
4562.91,4577.59,15.6054,281,39.5835
4512.72,4588.36,15.0397,282,39.7832
4379.58,4642.02,15.1083,283,39.9329
4568.69,4571.37,15.7747,284,39.5939
4586.54,4595.72,15.5827,285,40.1293
4522.96,4564.78,14.6554,286,39.3918
4555.09,4596.64,15.5271,287,40.0395
4544.9,4621.34,15.7363,288,40.2304
4351.92,4588.71,15.4735,289,39.8085
4612.63,4602.57,15.7646,290,40.0265
4316.07,4523.37,15.4163,291,40.3808
4322.48,4560.81,15.0433,292,39.8325
4343.62,4580.6,15.5312,293,40.5189
3483.7,4599.54,14.9132,294,40.8689
4532.27,4481.68,15.8893,295,40.7192
4418.29,4535.93,15.5273,296,40.6964
2734.57,1478.3,27.7811,297,40.8421
-27.29,-23.74,25.7696,298,54.4159
690.24,1043.27,68.1503,299,53.287
203.49,302.41,31.0284,300,47.9224
883.2,818.48,58.9385,301,44.5183
1445.96,1408.64,24.478,302,43.6392
984.23,1165.7,43.5372,303,46.6937
1070.2,1222.26,25.4977,304,46.7019
2815.18,2378.02,39.9424,305,42.6951
4006.83,3961.95,16.2764,306,40.5702
4171.72,4231.43,17.318,307,40.6636
4029.78,4222.72,16.5967,308,41.1385
4248.13,4288.77,15.9018,309,40.7554
4235.22,4282.06,16.368,310,40.6004
4314.28,4409.83,16.2932,311,40.5488
4422.64,4509.46,16.8899,312,40.4938
4289.56,4521.44,16.3788,313,40.5777
4084.12,4524.62,16.7729,314,40.2172
4477.03,4528.33,16.6272,315,39.9243
4489.15,4465.47,17.6361,316,40.5299
4507.58,4582.47,17.5082,317,41.1202
4523.68,4490.03,17.2161,318,40.6523
4531.02,4613.68,17.1892,319,40.7633
4468.54,4547.81,16.5382,320,40.1293
4449.37,4518.97,17.408,321,40.9136
4440.27,4473.1,16.815,322,41.2128
4447.8,4530.16,16.3792,323,40.2587
4224.29,4634.28,16.8359,324,40.7218
4536.22,4615.98,16.4665,325,40.2752
4506.13,4591.66,16.2987,326,40.6108
4549.54,4606.81,16.2817,327,40.338
4543.27,4594.93,16.2432,328,40.115
4487.59,4483.53,16.0731,329,40.1059
4559.53,4588.05,16.1056,330,40.2326
4489.99,4409.62,15.7732,331,39.691
4500.16,4488.61,15.6805,332,39.1207
4524.32,4487.11,15.3134,333,38.7502
4524.62,4487.58,16.0465,334,39.6733
4436.58,4377.56,15.8391,335,39.3601
4488.87,4436.28,15.8044,336,39.9226
4570.69,4519.28,16.2437,337,38.8322
4555.85,4370.8,16.5476,338,39.6487
1520.96,196.2,24.7381,339,42.6676
4378.09,4590.07,16.444,340,40.5949
4611.73,4627.07,16.5693,341,39.9519
4635.76,4630.21,16.9101,342,39.7764
4674.87,4683.44,17.4408,343,39.8627
22.43,20.38,85.494,344,53.9892
359.45,99.08,35.8589,345,42.3074
3827.83,4477.9,19.0237,346,39.5258
4316.55,4304.89,17.5865,347,39.8855
4390.11,4450.74,18.0492,348,39.915
4433.66,4411.55,17.6107,349,39.6904
-38.14,-40.01,49.8523,350,52.7357
-14.71,-23.13,57.2195,351,53.2175
4507.87,4524.95,17.2923,352,39.3532
4481.17,4550.16,19.0174,353,40.1336
4620.28,4567.32,19.6411,354,41.4352
4641.94,4696.21,19.3274,355,40.9314
4633.04,4684.21,19.7509,356,41.7007
4519.87,4621.25,18.4957,357,39.6329
4606.49,4582.14,18.0182,358,40.2304
4419.62,4537.14,17.2313,359,40.0886
4546.77,4474.92,17.9256,360,40.0589
4501.35,4551.24,17.7789,361,40.3211
4543.28,4560.41,17.7388,362,40.2395
4343.49,4631.93,18.6555,363,40.8935
4541.66,4540.78,17.4746,364,40.5021
4423.82,4402.96,16.4147,365,39.8596
4557.33,4597.26,16.3231,366,39.9914
4557.01,4572.05,17.5511,367,40.6049
4546.13,4548.85,17.8488,368,40.8863
4547.68,4525.05,17.3987,369,40.5353
4514.07,4460.49,17.6752,370,40.7403
4575.52,4567.39,17.4713,371,40.8558
4548.72,4558.13,17.8404,372,40.8599
4226.1,4517.84,18.3238,373,40.8326
4469.3,4454.64,17.9007,374,41.4026
4420.56,4525.6,16.9518,375,41.2784
4529.43,4557.67,16.8271,376,40.6644
4497.62,4533.76,17.5761,377,40.5653
4527.01,4537.96,16.5449,378,40.1976
4505.19,4552.0,17.0419,379,41.1284
4527.54,4497.26,16.4725,380,40.5045
4451.1,4484.98,16.5695,381,41.0457
4502.2,4489.79,16.3187,382,40.5561
4527.2,4503.16,16.4075,383,40.2834
4529.57,4532.64,16.4067,384,40.2481
4566.18,4563.12,16.5801,385,40.1071
4586.38,4583.61,16.3863,386,39.9616
4559.73,4518.51,16.4791,387,39.9283
4648.39,4608.31,16.9011,388,39.9592
4613.01,4588.69,16.4574,389,39.7646
4590.69,4575.6,16.9488,390,40.4911
4653.23,4571.3,16.265,391,39.5468
4626.42,4592.79,16.6772,392,39.6312
4429.05,4614.11,16.5415,393,39.9561
4580.47,4576.14,16.5364,394,40.3087
4629.45,4616.59,16.6285,395,40.0539
4413.93,4619.3,16.2786,396,39.6925
4593.19,4628.73,16.2404,397,39.8618
4442.22,4673.04,16.2877,398,39.6586
4430.9,4664.86,16.6334,399,39.9646
4605.74,4630.67,16.8746,400,40.2982
4636.17,4615.76,17.0536,401,40.0278
4603.47,4644.16,16.228,402,39.7816
4612.81,4671.78,16.8335,403,40.0456
4614.02,4623.01,16.8233,404,39.7951
4565.65,4615.22,17.0589,405,39.9512
4606.86,4587.81,17.1617,406,40.0202
4627.17,4627.64,16.441,407,39.4334
4649.95,4699.95,16.8826,408,39.6565
4612.3,4611.89,17.048,409,40.0232
4597.72,4595.2,17.0653,410,39.9637
4643.81,4647.34,16.6393,411,39.8844
4631.02,4605.56,16.8395,412,40.0035
4648.47,4642.81,17.2214,413,39.9927
4627.48,4643.56,17.212,414,40.5076
