Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
512.26,453.63,12.753,0,49.0422
285.91,255.36,22.349,1,50.4235
315.9,511.22,14.8426,2,49.1916
401.68,373.17,43.7837,3,49.8083
438.46,454.73,50.9685,4,50.0949
520.53,464.49,27.5996,5,49.6949
483.93,582.57,24.6583,6,49.4382
507.94,634.11,19.175,7,49.0837
778.28,847.13,19.4464,8,47.4098
820.89,947.9,23.922,9,47.5815
994.31,1078.27,20.2638,10,47.2481
1352.34,1481.02,17.3297,11,47.1691
997.22,1022.76,34.0517,12,47.2575
1034.63,971.45,29.6569,13,48.0754
977.15,965.05,28.6376,14,48.2844
1563.28,2256.75,21.7657,15,47.1494
1512.23,2459.83,30.8102,16,47.2832
1334.48,1997.5,24.4293,17,47.7939
1631.86,1706.56,23.6503,18,47.5548
1358.1,1320.25,21.682,19,48.1794
1404.54,1719.03,16.239,20,46.9156
1419.87,1493.64,18.4186,21,46.6089
1243.92,1434.66,16.2945,22,47.1261
1207.9,1335.34,16.0317,23,46.5692
1173.34,1571.69,22.937,24,46.6417
1073.22,1875.55,34.5847,25,46.7224
1510.39,1594.26,33.695,26,47.0933
1134.71,1242.99,29.7692,27,46.1412
1146.15,1039.1,36.8757,28,47.1622
1065.44,1222.91,28.5704,29,46.5761
1400.49,1773.97,29.366,30,47.2747
1300.61,1584.38,26.885,31,45.2689
1215.33,1387.82,19.9003,32,46.1087
1195.67,1655.24,24.4497,33,46.3048
1697.51,1844.31,15.2839,34,45.8799
1288.32,1902.71,20.2497,35,46.277
1193.42,1431.56,15.2956,36,46.414
1099.88,970.44,14.1726,37,47.1889
1507.37,1636.89,15.091,38,45.9454
1647.49,2268.66,15.0982,39,45.2368
1529.4,2400.16,14.2285,40,45.3489
1364.58,1674.2,15.1789,41,45.4956
1319.9,1901.56,13.6353,42,45.8853
1477.62,2186.57,13.4011,43,45.5122
1465.54,2040.92,14.0415,44,45.9054
1209.16,1348.19,14.251,45,45.3687
1352.13,1286.54,16.489,46,45.4334
1391.1,1529.3,15.1151,47,45.4574
1811.68,2719.37,14.3228,48,44.5985
1376.09,1611.46,14.3964,49,45.4089
1480.5,1912.13,14.4318,50,44.8101
1608.42,2403.19,12.8541,51,43.9298
1690.44,2021.04,13.584,52,43.8091
1757.34,2792.33,14.9396,53,44.6377
1676.38,1986.32,13.6399,54,44.6087
1633.73,2019.45,14.3949,55,44.9247
1699.2,1866.22,13.5826,56,44.4665
1928.49,2183.83,13.7954,57,43.6619
2224.79,2724.98,15.9635,58,44.1045
2873.56,3434.69,15.8037,59,44.6977
2474.34,3462.04,19.0315,60,45.7152
2460.76,3417.8,17.0555,61,44.7813
2749.11,3172.21,15.3736,62,43.6337
2658.53,2549.97,15.3417,63,43.7952
2794.37,2501.2,15.5025,64,42.6095
2301.97,2258.28,14.1134,65,43.446
2986.98,3431.82,15.6643,66,43.9045
3217.01,3612.39,16.7666,67,44.5621
2523.79,2065.76,14.1106,68,42.0796
2520.23,2430.77,15.7646,69,44.0869
3273.98,3633.86,15.1675,70,43.1976
2235.24,2406.79,13.8455,71,43.3857
2756.21,2619.87,13.7888,72,42.6664
2143.82,2622.11,15.8515,73,42.779
3117.36,2909.05,13.9012,74,42.3669
2829.93,2988.23,14.9046,75,41.7659
3566.48,3706.15,15.7159,76,42.472
3193.5,3647.42,14.6949,77,41.8566
3161.34,3195.46,15.5982,78,41.4255
3696.14,3770.77,15.6049,79,42.151
3772.98,3871.71,17.1566,80,42.4784
3738.08,3777.87,16.0408,81,41.8184
3764.57,3838.92,18.2774,82,43.1272
3800.86,3835.49,16.2938,83,41.8897
3070.48,3630.77,13.407,84,41.6772
3856.77,3833.38,16.8986,85,41.3245
3905.37,3864.26,16.281,86,41.6977
3756.05,3916.59,15.8016,87,41.0603
3808.25,3862.16,15.7419,88,41.3599
3887.09,3874.91,15.7106,89,40.9724
3791.44,3830.91,15.4883,90,40.2413
3782.3,3885.74,17.7631,91,42.1863
4019.41,3931.82,17.3092,92,41.4204
3897.04,3961.78,16.7481,93,40.8419
3912.22,4003.35,16.3533,94,40.1525
3944.12,4077.21,15.1668,95,40.5303
3576.39,3576.19,15.233,96,40.0946
3966.25,3975.85,15.079,97,39.8434
3598.08,3358.41,14.5747,98,39.9602
3906.02,3941.74,15.4231,99,39.1499
3755.43,3894.75,14.7894,100,38.7069
4023.86,4099.17,15.9093,101,39.4495
3819.31,3976.33,15.5577,102,39.0501
4049.54,4065.35,15.8877,103,39.1659
3739.64,4061.11,13.5666,104,38.3177
3961.26,3946.71,14.3724,105,39.187
3979.41,4101.29,16.2048,106,39.1777
3577.48,3934.59,16.8937,107,39.6895
3982.12,4018.6,15.6887,108,38.9495
3992.41,4106.22,15.7788,109,39.6271
3740.35,4101.02,13.7093,110,38.2414
3770.95,3964.95,14.5859,111,39.017
3634.74,3883.66,14.5791,112,39.0986
3596.53,4006.87,13.5302,113,38.3958
3906.51,3958.25,16.1262,114,42.0653
4083.18,4124.09,15.5921,115,39.7619
