Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return
48.4823,1768.5,129,23.3793,920.76
47.4157,706.27,130,12.9747,696.89
47.5622,859.05,131,16.0499,838.63
47.9899,1266.92,132,13.285,874.04
48.3879,1358.3,133,13.2812,917.4
48.8123,834.59,134,16.9481,656.16
48.2183,1315.62,135,13.6701,773.27
48.1434,1912.61,136,15.5485,1430.26
48.2994,1462.97,137,14.1782,834.75
47.8317,1616.1,138,13.3642,1226.98
48.2421,1942.32,139,20.5444,1326.5
48.8919,1472.81,140,67.8473,746.49
47.7237,1593.89,141,37.7914,845.03
48.0788,1470.55,142,55.8921,1221.68
48.0417,1091.75,143,27.4989,737.27
48.9193,327.39,144,14.4231,820.0
47.3276,423.66,145,13.4305,878.31
47.6793,766.97,146,13.1392,887.36
48.5314,1476.61,147,14.1829,1214.96
47.8129,1127.91,148,12.6953,888.22
47.9763,724.44,149,13.551,845.04
48.2155,1538.86,150,12.7578,1054.36
47.9579,1160.41,151,13.3024,1012.01
48.024,1494.2,152,12.6166,1134.01
48.1846,565.24,153,19.977,1002.93
46.8663,892.49,154,13.2034,941.06
47.9019,1348.13,155,13.7034,1158.32
47.8665,1261.85,156,16.9894,1164.76
47.5702,1374.43,157,13.6846,1307.18
48.6942,1533.58,158,13.4033,1171.95
47.9242,1310.17,159,15.9801,960.06
47.9185,1999.72,160,21.717,1078.17
47.6928,1819.6,161,16.1163,1539.86
48.1786,573.95,162,14.8895,545.9
47.7726,905.8,163,15.6784,923.64
47.8428,1432.36,164,14.6766,1290.48
47.9804,1280.29,165,14.525,1357.85
49.0039,1740.1,166,17.2034,1737.84
47.9699,965.24,167,13.5264,1018.57
48.516,1956.42,168,26.2418,1154.79
48.5377,919.19,169,15.4188,1002.24
47.9801,1097.65,170,35.0413,1166.37
48.1266,1995.55,171,12.5905,1609.61
47.6752,2421.09,172,13.3925,2124.61
47.9421,1362.75,173,13.0356,1539.64
47.3003,2063.38,174,13.7177,2056.12
47.4048,1799.74,175,15.2534,1164.82
48.07,901.38,176,12.8263,896.82
46.7233,1501.78,177,12.8783,1580.45
47.4095,1580.63,178,13.5184,1283.12
47.0987,1789.93,179,16.0465,1495.52
46.5249,2686.95,180,13.4215,2365.98
47.1515,2150.68,181,12.9737,2016.56
47.7291,2319.75,182,21.8654,1913.87
46.3814,2520.19,183,23.3625,1767.29
46.0998,2636.7,184,16.7485,2198.21
47.6605,1553.45,185,16.3547,1559.95
46.7888,2460.61,186,13.6262,2171.38
47.7984,822.39,187,15.0585,1347.62
46.7777,1847.99,188,13.4477,2046.59
47.2537,2449.09,189,16.1268,1995.2
49.7324,864.27,190,29.396,651.56
49.479,991.79,191,16.1384,548.53
47.5904,1265.06,192,23.9891,1053.1
47.8921,1800.71,193,17.5252,1651.07
47.8294,1367.88,194,43.496,1416.71
47.6955,1938.67,195,15.8667,2019.78
49.6547,917.46,196,58.3007,955.09
47.3754,2210.56,197,14.7799,1975.84
46.7927,2460.54,198,14.4927,2432.52
47.4838,1655.77,199,16.1503,1940.35
46.837,1962.08,200,19.4537,2264.6
47.0599,2630.95,201,14.2093,2217.24
48.1051,1895.12,202,25.2024,1707.53
48.2968,1868.25,203,27.0321,1268.44
47.6256,2056.37,204,22.1695,1857.12
46.5861,2286.11,205,16.1917,2561.6
46.2191,2260.92,206,18.0302,2088.45
46.9887,2523.97,207,17.1652,1857.52
47.6118,1576.93,208,16.0291,2045.46
47.251,2145.58,209,14.7113,2148.11
47.5309,2240.96,210,19.4042,2285.13
46.4008,2491.94,211,13.875,2263.19
46.2313,1397.98,212,13.5416,2055.92
46.0455,2500.55,213,21.3683,1842.03
47.0687,2364.77,214,15.6421,2086.44
46.6599,2176.05,215,19.0304,2306.65
46.938,2313.94,216,23.1141,1842.56
47.2357,1534.24,217,20.5343,1134.24
45.6948,2575.39,218,39.3086,1838.46
45.7115,2625.15,219,15.1155,2617.54
45.3892,2425.39,220,15.6046,2639.49
45.9467,2515.02,221,16.7769,1918.88
46.5405,1750.89,222,12.8951,1525.5
45.6577,2480.57,223,13.6083,2272.0
46.1919,2949.11,224,24.398,1792.08
45.4929,973.27,225,13.1905,1537.87
46.4634,2655.43,226,17.8814,1437.38
46.8019,1991.95,227,13.143,1120.61
45.6893,2463.4,228,14.035,1882.25
45.519,2167.2,229,13.0787,1340.36
45.4666,1981.43,230,12.5701,1526.15
45.7793,1570.5,231,12.7551,1254.68
46.7706,1836.5,232,30.574,1583.47
45.0738,1139.2,233,13.657,2164.14
46.6788,1070.76,234,33.9535,1808.38
46.3903,1610.49,235,30.4017,1552.66
46.0631,1699.98,236,14.9581,1814.08
46.3714,2147.37,237,13.692,2035.54
46.4883,2140.65,238,14.3789,2067.29
47.0425,1849.16,239,14.3577,1516.62
45.503,2767.77,240,14.3473,2271.04
45.4632,1354.17,241,13.9323,1706.88
46.0497,2263.7,242,13.0515,2013.0
46.1397,2556.62,243,13.509,2186.04
47.0415,1416.54,244,13.9072,1157.31
46.3293,1923.53,245,14.2975,1794.42
46.7112,1871.65,246,15.761,2530.19
45.9282,2360.3,247,14.0129,1825.44
46.3953,1263.44,248,13.4786,1595.97
46.2233,1501.31,249,13.7078,1412.5
46.1892,1221.71,250,13.9549,736.04
46.5817,1422.81,251,23.0989,1421.07
44.8485,2886.67,252,14.4647,2369.4
45.8957,1842.9,253,15.5438,2072.64
45.7889,444.85,254,16.097,540.12
47.0402,1015.12,255,22.468,2191.46
46.1522,2466.34,256,14.7418,1297.86
47.7226,1259.62,257,15.1855,899.44
46.4872,1325.98,258,14.1238,804.96
48.3076,292.83,259,32.925,467.26
46.5871,2197.45,260,19.6563,985.3
45.9745,2178.07,261,15.1071,1321.22
45.8478,2913.37,262,16.2214,2251.46
45.747,2985.23,263,18.8616,1812.86
44.6532,2910.81,264,14.7828,2329.68
44.784,2674.45,265,14.708,1619.72
46.92,1798.7,266,32.0825,345.96
48.3673,3.11,267,83.4303,66.07
48.018,227.9,268,25.8408,156.17
49.7482,777.71,269,100.9175,671.12
50.5859,467.72,270,71.5351,554.33
55.8555,1050.94,271,57.0301,1051.57
54.9323,1055.24,272,48.4028,1037.7
50.8838,702.87,273,29.1259,918.24
55.6578,1051.43,274,58.6284,1050.49
55.6047,111.97,275,97.2251,109.25
53.4648,204.5,276,42.1764,243.01
55.4264,575.91,277,43.1665,513.98
50.0572,39.81,278,65.1722,41.22
50.7339,406.36,279,30.1314,743.5
48.2498,85.31,280,40.3502,284.19
48.0152,1299.63,281,30.9895,1618.02
47.7681,2277.46,282,25.4945,2254.5
48.5956,1873.49,283,17.302,2067.98
47.3729,2362.41,284,28.9173,1893.56
48.2788,1803.41,285,23.2282,1293.22
49.5612,2291.07,286,26.5579,2265.53
48.6844,1679.38,287,23.053,1445.25
50.4697,1280.96,288,32.6008,830.16
50.8612,1296.13,289,26.5297,1447.18
50.3072,88.04,290,48.5088,78.75
55.2699,154.47,291,58.4013,445.07
51.8721,-6.15,292,82.1418,-0.25
50.7636,125.03,293,45.9817,158.81
48.2881,240.63,294,21.412,458.88
48.4662,1034.49,295,20.1261,1197.48
48.1403,975.08,296,17.3627,1000.03
51.0361,415.67,297,124.8856,131.36
55.2013,1038.52,298,41.9641,1027.67
56.8869,1022.12,299,59.6967,1022.1
51.51,1046.32,300,40.0366,880.58
50.3417,1058.93,301,42.7453,671.86
55.5614,1036.2,302,39.2087,1045.69
53.5365,954.73,303,38.4648,831.9
51.8706,1038.86,304,40.275,1048.07
56.5706,1023.24,305,55.8179,1023.33
50.8771,461.0,306,53.7161,435.49
51.2815,585.88,307,31.7391,519.92
57.8293,1007.56,308,73.5372,1006.22
53.1417,4.71,309,26.6259,11.53
52.6687,274.47,310,50.9883,211.69
52.4676,185.53,311,86.2545,215.56
51.0701,235.62,312,56.9714,243.35
49.1207,371.51,313,46.9178,392.31
49.2102,1497.42,314,15.6435,1766.33
49.6487,665.16,315,26.0674,325.87
48.4907,1778.06,316,16.3027,1557.74
47.9671,2263.99,317,18.5801,2295.69
47.312,2485.58,318,18.7513,2521.79
47.5313,2282.75,319,16.7709,2358.87
47.3672,2340.1,320,18.8367,2458.61
47.5301,1428.8,321,32.1374,1861.98
47.7629,841.05,322,21.6673,1602.49
47.9702,1261.25,323,16.69,1953.83
48.0033,1538.33,324,16.7571,1136.31
47.308,2076.32,325,14.6151,1760.14
47.2298,2432.66,326,15.7842,2162.81
46.9866,1275.88,327,16.3511,1843.94
47.8814,2400.11,328,19.8721,2089.5
47.3101,2432.22,329,18.961,2407.87
46.4515,2398.02,330,18.5083,2363.96
47.1103,2589.58,331,18.6324,2393.35
46.9316,2571.34,332,16.7492,2065.94
46.7701,2696.49,333,16.5001,2546.69
46.6633,2460.48,334,15.8001,1780.98
46.5901,1654.22,335,17.1826,1444.43
46.4438,2189.37,336,15.2642,2315.41
46.9187,2160.67,337,18.9527,1997.77
46.8189,2447.54,338,17.6932,2554.52
45.7939,2761.82,339,14.952,2487.04
47.5325,464.44,340,17.6151,771.21
47.1193,2058.81,341,15.3901,1906.36
45.7603,1284.99,342,14.2171,1573.58
46.4508,2614.41,343,15.9576,2250.38
48.0493,785.67,344,17.5132,715.96
46.8841,2495.52,345,15.0574,1845.36
46.5778,2281.58,346,13.5074,2243.99
