Reward Loss,Running Update Time,Real Det Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Sto Return
-331.9485168457031,27,738.73,69.6513,30.4429,135000,27,239.49
-339.8564453125,28,874.01,69.3398,29.8069,140000,28,252.54
-355.2996520996094,29,595.79,69.2853,29.492,145000,29,257.48
-370.4162292480469,30,793.38,69.821,30.2416,150000,30,165.62
-381.30889892578125,31,917.17,69.1916,29.9724,155000,31,197.19
-393.3517150878906,32,685.97,68.1613,29.5885,160000,32,252.7
-409.21240234375,33,806.45,68.9549,29.8405,165000,33,281.95
-420.1828918457031,34,902.68,68.4399,29.9251,170000,34,192.35
-437.45172119140625,35,516.98,70.4671,30.3038,175000,35,181.66
-449.7519226074219,36,786.56,70.8605,29.9046,180000,36,247.6
-464.1908264160156,37,798.05,69.9963,29.7971,185000,37,232.86
-470.8495788574219,38,798.21,67.0853,28.9072,190000,38,246.46
-494.1382141113281,39,687.69,70.6519,30.3742,195000,39,223.91
-511.6056823730469,40,770.62,71.5161,31.0998,200000,40,245.41
-513.8278198242188,41,710.32,67.3884,30.3957,205000,41,214.06
-534.9527587890625,42,909.61,69.1278,29.9765,210000,42,307.01
-545.511962890625,43,1005.92,68.6616,29.5772,215000,43,278.77
-540.032958984375,44,1126.16,62.5284,28.3605,220000,44,285.07
-572.5550537109375,45,853.86,67.1414,29.911,225000,45,290.64
-594.5746459960938,46,1146.76,67.2153,30.1043,230000,46,359.91
-600.0880737304688,47,790.77,66.8355,29.2168,235000,47,280.23
-629.52099609375,48,904.93,69.3673,30.4471,240000,48,269.25
-626.8191528320312,49,920.82,66.4,28.5842,245000,49,378.95
-656.0817260742188,50,871.42,68.8138,29.4719,250000,50,337.19
-658.1865844726562,51,1311.93,66.5403,29.2397,255000,51,493.53
-684.8425903320312,52,783.1,68.6565,30.5248,260000,52,286.07
-678.38134765625,53,891.49,64.4174,28.2781,265000,53,318.16
-706.3412475585938,54,848.38,65.3582,28.53,270000,54,308.86
-711.5673828125,55,1000.84,63.708,28.4053,275000,55,281.34
-728.1376342773438,56,860.62,63.0366,28.4637,280000,56,356.7
-742.3623657226562,57,1035.83,63.766,28.4573,285000,57,330.99
-776.023193359375,58,905.71,67.4994,28.9106,290000,58,357.09
-747.4408569335938,59,1142.52,61.9115,26.9506,295000,59,401.29
-785.9036865234375,60,1018.63,63.7182,27.1712,300000,60,343.83
-781.7793579101562,61,1086.31,59.9923,26.0912,305000,61,401.17
-822.5975952148438,62,1010.77,63.6789,27.8515,310000,62,406.45
-846.15234375,63,891.65,63.8941,28.4599,315000,63,509.45
-817.0411987304688,64,801.95,59.3999,26.2019,320000,64,519.44
-857.3670654296875,65,952.94,60.5249,27.0926,325000,65,551.21
-867.8976440429688,66,1343.51,59.6421,26.606,330000,66,471.64
-798.1204833984375,67,1455.59,55.2073,23.6043,335000,67,740.34
-906.0810546875,68,1277.77,60.9604,26.617,340000,68,481.97
-924.3497924804688,69,840.75,61.1381,26.4715,345000,69,427.93
-886.9755249023438,70,1016.32,56.5754,24.8651,350000,70,647.67
-964.9263916015625,71,996.36,61.578,27.3305,355000,71,526.16
-924.3738403320312,72,1633.34,57.6987,25.4727,360000,72,824.51
-910.6149291992188,73,828.27,55.1488,24.0529,365000,73,499.04
-938.1866455078125,74,1075.58,55.9764,24.9488,370000,74,808.31
-1004.7393798828125,75,1461.47,58.4165,25.9943,375000,75,587.75
-1044.5032958984375,76,1063.74,59.5375,26.9246,380000,76,463.93
-1108.9320068359375,77,779.11,63.1206,28.4528,385000,77,551.26
-899.1005249023438,78,1207.66,53.7325,22.7114,390000,78,883.11
-1014.1060180664062,79,1427.57,56.9055,25.3234,395000,79,572.21
-826.4497680664062,80,1410.37,50.5877,23.5729,400000,80,1133.19
-896.7214965820312,81,1771.33,51.0075,20.9705,405000,81,994.43
-872.231201171875,82,1902.22,50.0034,21.5281,410000,82,1107.57
-965.435546875,83,2142.99,52.3035,23.9494,415000,83,1326.32
-1113.5120849609375,84,1735.38,56.7997,24.9276,420000,84,925.9
-950.7680053710938,85,1432.45,50.3209,21.3097,425000,85,903.2
-910.4427490234375,86,1941.81,54.5186,26.6247,430000,86,1184.61
-1045.8087158203125,87,1726.84,52.5294,21.5479,435000,87,823.59
-976.5252075195312,88,1809.99,51.6734,23.5445,440000,88,1256.52
-1029.6551513671875,89,1608.22,51.7713,21.9168,445000,89,753.49
-1034.53759765625,90,1559.87,49.1688,21.0728,450000,90,1379.29
-939.5293579101562,91,1979.69,48.9251,21.8603,455000,91,1066.94
-868.7924194335938,92,2362.63,46.7539,21.1284,460000,92,1383.27
-800.8291015625,93,2436.7,47.866,22.6963,465000,93,1628.9
-936.8460083007812,94,2795.39,48.2281,21.254,470000,94,1909.38
-1004.2984619140625,95,2398.24,49.0884,20.499,475000,95,1603.76
-1067.6322021484375,96,2208.22,53.5108,28.6368,480000,96,1519.42
-1035.7796630859375,97,2148.93,50.6416,21.5035,485000,97,1202.91
-899.2521362304688,98,2393.8,48.3954,23.5726,490000,98,1607.72
-793.9222412109375,99,2672.5,46.8825,25.4604,495000,99,1885.71
-972.2636108398438,100,2456.26,48.6977,21.8081,500000,100,1385.49
-1266.0689697265625,101,1785.32,52.4588,21.6109,505000,101,1065.74
-1212.563232421875,102,2555.61,52.2696,21.6723,510000,102,1453.5
-848.7257690429688,103,3167.66,49.8201,24.0595,515000,103,2333.4
-968.8160400390625,104,2376.33,52.8318,24.6193,520000,104,2068.15
-886.6468505859375,105,3099.26,50.272,24.2,525000,105,1851.06
-1214.2452392578125,106,1697.15,52.0305,21.7977,530000,106,1271.5
-1072.1800537109375,107,2556.64,51.5165,21.6083,535000,107,1476.83
-1191.1871337890625,108,2392.28,53.7855,25.8667,540000,108,1438.25
-974.9351806640625,109,2895.99,53.335,30.1372,545000,109,2304.49
-1452.1197509765625,110,1698.92,56.3383,23.5179,550000,110,1010.93
-1245.593505859375,111,2613.57,52.4508,21.12,555000,111,1248.98
-1102.9837646484375,112,3389.92,54.2405,28.0391,560000,112,2500.68
-1198.7169189453125,113,2919.25,51.6809,21.9093,565000,113,1634.22
-1055.4833984375,114,2073.8,53.092,25.7413,570000,114,1489.93
-1061.510498046875,115,2838.36,52.1846,29.5846,575000,115,2565.22
-976.3202514648438,116,2671.07,51.5877,29.9881,580000,116,2273.9
-1230.8681640625,117,2204.98,52.0337,22.6328,585000,117,2107.34
-1039.2615966796875,118,3137.06,51.0969,24.4554,590000,118,2161.4
-1104.075439453125,119,2764.63,51.3442,23.367,595000,119,2028.18
-1149.26416015625,120,2034.58,50.7545,22.5602,600000,120,1571.42
-1161.4747314453125,121,2766.41,53.2705,23.9378,605000,121,1792.83
-1115.24951171875,122,2885.99,50.9788,22.5168,610000,122,1972.41
-1069.436767578125,123,2894.52,56.3323,31.9909,615000,123,2100.16
-965.3811645507812,124,3541.81,51.7439,28.7746,620000,124,2325.27
-1341.350830078125,125,2831.63,53.7971,24.3818,625000,125,1826.68
-985.1211547851562,126,3231.99,54.9192,32.3199,630000,126,2249.82
-849.6873168945312,127,3649.86,53.7758,34.9032,635000,127,2861.48
-932.2420654296875,128,3829.55,53.9267,33.2022,640000,128,2721.93
-1222.681640625,129,3171.25,54.2871,28.8392,645000,129,2043.19
-1155.68896484375,130,3237.0,56.3839,33.5604,650000,130,2492.52
-915.114990234375,131,3959.99,56.3834,40.1815,655000,131,2829.12
-1051.2103271484375,132,3323.81,57.3937,38.6708,660000,132,2771.38
-1220.2366943359375,133,3494.42,58.0076,35.9671,665000,133,2422.81
-1199.6689453125,134,2776.87,55.1365,28.4727,670000,134,2426.71
-1069.1728515625,135,4033.27,55.5225,33.9343,675000,135,3780.71
-1046.975341796875,136,3895.26,55.0273,33.9207,680000,136,3420.48
-1179.20654296875,137,3295.18,55.5693,32.3701,685000,137,2177.97
-1012.15673828125,138,3884.42,56.4633,37.4552,690000,138,2707.14
-1295.9495849609375,139,4108.57,56.5628,33.7131,695000,139,3346.54
-1079.490966796875,140,4153.2,55.6158,39.2807,700000,140,3451.34
-1457.04833984375,141,3132.05,58.4286,34.4768,705000,141,2847.33
-1485.6505126953125,142,3542.47,54.2654,27.1845,710000,142,3688.76
-1096.4649658203125,143,4350.0,56.4914,40.1566,715000,143,3144.21
-1035.1690673828125,144,3930.69,58.2473,44.8971,720000,144,2997.94
-1305.548828125,145,4259.91,54.5797,31.1383,725000,145,2667.34
-1066.093017578125,146,3558.54,56.2726,36.6616,730000,146,2533.39
-1128.378173828125,147,3782.31,61.7201,44.1641,735000,147,3465.36
-1252.9345703125,148,3219.21,60.2974,40.7783,740000,148,2685.06
-1145.639404296875,149,4275.73,56.7332,37.6592,745000,149,3777.74
-1470.6829833984375,150,4041.15,56.6947,34.7043,750000,150,2635.73
-1314.423583984375,151,4275.63,58.1517,39.5458,755000,151,3870.43
-1195.162353515625,152,4319.81,56.3173,41.1518,760000,152,3644.48
-1480.271240234375,153,3558.79,57.5579,37.9124,765000,153,3009.92
-1649.3289794921875,154,3559.64,58.0868,32.768,770000,154,3087.17
-1612.5682373046875,155,1320.43,59.618,38.8508,775000,155,1355.09
-1682.6383056640625,156,3298.97,56.3409,32.8027,780000,156,2287.14
-1461.422119140625,157,3786.38,56.7732,33.3664,785000,157,3108.87
-1421.0867919921875,158,3522.6,61.0737,44.083,790000,158,3168.08
-1482.7767333984375,159,3725.44,57.4007,39.915,795000,159,2636.24
-1406.596923828125,160,4667.16,59.7572,43.9469,800000,160,3947.57
-1410.5819091796875,161,4742.38,64.6701,55.4493,805000,161,3929.18
-1700.5301513671875,162,3399.32,57.1325,35.4975,810000,162,3300.98
-1516.889892578125,163,4111.74,58.5112,39.5922,815000,163,2555.62
-1957.5445556640625,164,2934.6,56.8776,29.533,820000,164,2740.2
-1822.95703125,165,4273.57,58.3474,36.1663,825000,165,2862.02
-1743.048095703125,166,3184.9,59.6161,38.5156,830000,166,2653.22
-1575.7626953125,167,4609.55,63.4881,53.7507,835000,167,3476.76
-1759.06787109375,168,3138.93,60.0879,45.4447,840000,168,2233.28
-2189.321533203125,169,1788.05,57.4521,27.7184,845000,169,1558.35
-1903.0880126953125,170,3866.89,58.9567,39.7524,850000,170,3820.36
-2036.8909912109375,171,4317.19,58.3897,35.4793,855000,171,2923.85
-2175.06884765625,172,3337.41,60.2902,31.8172,860000,172,2960.87
-1806.299560546875,173,4032.72,60.0546,41.4304,865000,173,3139.04
-1730.753173828125,174,4025.59,63.4318,51.8455,870000,174,3671.18
-1747.2503662109375,175,4498.44,66.9649,60.9726,875000,175,3808.65
-2159.825927734375,176,3981.08,62.2188,43.4841,880000,176,3964.62
-1784.0667724609375,177,4508.38,62.3584,50.1528,885000,177,3567.95
-2078.12451171875,178,2498.93,59.6763,33.4648,890000,178,1892.02
-1965.3079833984375,179,3582.59,61.6543,45.423,895000,179,3261.89
-2003.327880859375,180,4271.05,60.4691,43.4878,900000,180,3928.05
-1944.7177734375,181,4709.57,62.4171,46.6767,905000,181,3556.69
-2241.338134765625,182,4435.1,61.6882,45.9606,910000,182,3854.17
-2272.628662109375,183,4758.95,63.0772,52.3999,915000,183,4276.58
-2092.26171875,184,4667.61,64.3157,51.7986,920000,184,4178.02
-2180.740234375,185,5018.67,61.2732,44.69,925000,185,3907.18
-2206.76513671875,186,2732.41,60.0606,37.1271,930000,186,3156.36
-2183.162109375,187,5025.26,59.6471,44.5308,935000,187,3806.48
-2131.1044921875,188,4027.77,60.6245,45.3458,940000,188,3500.87
-2324.9951171875,189,3610.0,61.8797,42.4624,945000,189,3730.91
-2158.4287109375,190,3710.19,61.6143,46.2434,950000,190,2566.89
-2009.1610107421875,191,4981.19,61.0558,50.0011,955000,191,3728.33
-2428.2822265625,192,3804.47,59.3493,36.9439,960000,192,3579.23
-2364.222900390625,193,4367.81,58.7584,40.2999,965000,193,3717.46
-2210.1484375,194,4086.72,65.6088,55.7682,970000,194,3224.75
-2515.302001953125,195,3359.03,62.8686,45.5607,975000,195,3945.53
-2376.491943359375,196,4656.48,62.1665,47.0998,980000,196,3753.07
-2436.3173828125,197,4829.49,64.0243,44.3904,985000,197,3800.25
-2382.57080078125,198,5094.17,63.0256,46.7021,990000,198,4773.89
-2409.052490234375,199,4738.72,65.3552,51.2537,995000,199,4128.06
-2432.931396484375,200,4588.31,64.5799,55.9176,1000000,200,3692.4
-2600.0615234375,201,4130.69,62.242,45.305,1005000,201,3226.73
-2380.261474609375,202,4871.93,64.7757,55.5698,1010000,202,4243.06
-2640.006103515625,203,3632.87,62.0497,43.4137,1015000,203,2511.91
-2667.981689453125,204,4421.63,62.1671,46.1092,1020000,204,3539.64
-2462.414794921875,205,4758.37,62.6825,54.4928,1025000,205,4153.55
-2631.8955078125,206,4892.72,62.0818,49.3178,1030000,206,4249.66
-2822.5439453125,207,4349.34,61.9752,40.8982,1035000,207,3053.38
-2601.58984375,208,4922.91,66.5326,58.9573,1040000,208,3351.82
-2571.059814453125,209,3428.05,66.2719,58.2878,1045000,209,2614.38
-2630.123046875,210,4612.25,64.1539,52.4945,1050000,210,4422.03
-2584.986083984375,211,4487.83,67.7095,57.3552,1055000,211,3844.39
-3011.776123046875,212,3954.89,62.0707,44.0418,1060000,212,3447.66
-2959.344970703125,213,5120.73,65.0841,54.5142,1065000,213,4408.78
-2993.056640625,214,3675.3,61.9989,43.7623,1070000,214,2934.89
-2929.79443359375,215,5147.08,66.7764,59.9752,1075000,215,4361.16
-2968.617919921875,216,5053.97,65.5557,53.1629,1080000,216,3759.05
-2933.5166015625,217,4021.89,65.9593,56.8103,1085000,217,4070.22
-3132.894287109375,218,4780.71,64.5699,53.8525,1090000,218,3940.67
-3135.086181640625,219,4123.33,66.3149,55.2205,1095000,219,3746.66
-3047.190185546875,220,4854.32,67.1437,56.1592,1100000,220,4283.05
-3156.628173828125,221,4182.38,63.3293,51.639,1105000,221,2970.0
-3160.0537109375,222,4183.19,64.4249,52.3152,1110000,222,3832.64
-3287.827392578125,223,4111.08,64.3594,51.3975,1115000,223,3550.55
-3320.93798828125,224,4937.71,62.2535,46.3339,1120000,224,4350.09
-3223.651123046875,225,4254.5,64.9463,53.8257,1125000,225,3013.08
-3463.199462890625,226,5124.34,63.1293,45.3088,1130000,226,4478.16
-3464.418212890625,227,4528.96,63.219,48.9817,1135000,227,3466.51
-3495.346435546875,228,3141.72,63.2986,45.109,1140000,228,1925.75
-3482.29052734375,229,4562.6,66.3108,53.4682,1145000,229,3828.1
-3666.102783203125,230,4141.21,63.4662,45.8259,1150000,230,3792.8
-3724.675537109375,231,4090.62,64.2366,50.4105,1155000,231,3417.96
-3750.67041015625,232,3962.66,65.799,57.834,1160000,232,3176.1
-3696.770263671875,233,3481.88,61.8938,43.7734,1165000,233,3650.7
-3729.478271484375,234,4437.75,69.9658,60.821,1170000,234,3512.66
-3831.884521484375,235,3490.81,61.9844,42.2894,1175000,235,3425.58
-3918.181396484375,236,5335.01,64.4923,51.888,1180000,236,4307.03
-3833.0126953125,237,4656.79,65.1104,53.0591,1185000,237,4427.54
-4021.836181640625,238,4590.78,62.9721,39.2546,1190000,238,4343.24
-3953.233642578125,239,5323.47,65.4093,52.0433,1195000,239,4382.22
-3906.6396484375,240,3778.37,62.9854,45.4642,1200000,240,3383.38
-4003.55615234375,241,4839.76,63.2636,47.0472,1205000,241,3923.85
-4064.171875,242,5074.24,64.5901,53.0542,1210000,242,4433.59
-4038.098388671875,243,4673.16,64.7562,48.3973,1215000,243,4527.05
-4083.426025390625,244,4499.07,63.6872,50.1475,1220000,244,4397.65
-4186.73876953125,245,5352.34,64.6409,49.3518,1225000,245,4404.55
-4221.33544921875,246,4913.68,65.9263,54.5299,1230000,246,4472.71
-4208.70556640625,247,5080.72,69.8513,64.1163,1235000,247,4360.03
-4189.7705078125,248,5315.85,65.4274,50.2978,1240000,248,4396.14
-4434.0771484375,249,5166.39,70.1375,60.359,1245000,249,4719.64
-4443.158203125,250,4988.11,65.4428,51.7624,1250000,250,4563.93
-4384.43359375,251,5162.24,69.21,58.8603,1255000,251,5056.45
-4416.63330078125,252,5391.51,67.8691,57.3616,1260000,252,4593.39
-4676.19677734375,253,4940.21,72.8604,65.7287,1265000,253,4472.14
-4552.9072265625,254,5299.63,68.5868,60.3958,1270000,254,4983.65
-4626.37255859375,255,5257.37,68.7983,54.5439,1275000,255,4939.61
-4590.7333984375,256,5488.75,68.9681,57.2521,1280000,256,4566.73
-4705.7041015625,257,5422.27,71.2909,62.7787,1285000,257,5062.49
-4779.9091796875,258,5213.41,69.3599,60.2272,1290000,258,4619.82
-4770.77978515625,259,4792.45,68.715,58.525,1295000,259,4953.13
-4801.32666015625,260,5280.5,67.0594,58.4273,1300000,260,4780.54
-4873.033203125,261,5306.83,67.175,56.5445,1305000,261,4552.14
-4816.884765625,262,5109.38,68.6532,57.6713,1310000,262,4589.73
-4944.62890625,263,4993.6,65.2156,51.8069,1315000,263,4828.04
-4965.0908203125,264,5104.73,69.3806,59.2162,1320000,264,4376.29
-5246.73876953125,265,5453.78,71.7409,61.6544,1325000,265,5087.56
-5037.689453125,266,5212.27,65.5641,49.9597,1330000,266,4268.21
-5130.10400390625,267,4780.42,66.0328,50.6307,1335000,267,5078.02
-5170.83642578125,268,4842.81,70.7649,61.7659,1340000,268,4786.21
-5218.134765625,269,5414.81,68.9629,56.1007,1345000,269,4228.0
-5283.34375,270,4141.87,66.1275,51.7564,1350000,270,4450.96
-5401.1337890625,271,4994.81,68.2748,56.4846,1355000,271,4380.77
-5383.71435546875,272,5566.74,69.9509,60.1574,1360000,272,5011.95
-5545.94677734375,273,5366.17,66.1455,54.4484,1365000,273,5155.65
-5534.62451171875,274,5442.21,69.7156,57.2317,1370000,274,4711.16
-5488.02978515625,275,5724.96,67.6996,56.803,1375000,275,5114.19
-5529.43310546875,276,5447.65,64.822,53.1116,1380000,276,4951.79
-5590.3818359375,277,5304.37,70.626,64.1449,1385000,277,5011.11
-5810.6220703125,278,4386.81,69.2705,57.0401,1390000,278,5216.51
-5745.82373046875,279,5267.13,68.4389,57.3762,1395000,279,5021.53
-5736.87158203125,280,5322.46,67.1695,52.246,1400000,280,5029.97
-5718.9091796875,281,5355.27,66.8133,54.7785,1405000,281,5144.96
-5783.33544921875,282,5005.4,67.6385,57.8273,1410000,282,5069.81
-5666.5986328125,283,5492.2,65.5125,52.1162,1415000,283,5168.43
-5621.61376953125,284,5008.13,66.9637,55.2013,1420000,284,5200.34
-5877.3154296875,285,5717.4,68.7725,57.7981,1425000,285,4660.32
-6083.06298828125,286,5041.43,69.5268,60.2993,1430000,286,5038.29
-6102.09375,287,5661.02,70.1256,61.9088,1435000,287,4769.25
-6194.28515625,288,5373.25,68.1893,58.497,1440000,288,4958.28
-6032.69140625,289,5701.81,68.308,60.1728,1445000,289,5293.42
-6211.8916015625,290,5470.88,68.8531,60.5694,1450000,290,4865.66
-6291.96240234375,291,5345.76,71.2656,64.635,1455000,291,5047.26
-6410.125,292,5299.04,70.0998,59.4989,1460000,292,5323.86
-6408.4931640625,293,5447.74,70.7052,59.5065,1465000,293,5139.17
-6437.875,294,5607.5,66.5411,56.2605,1470000,294,4786.56
-6334.06201171875,295,5482.04,66.5992,57.2453,1475000,295,5334.91
-6533.8427734375,296,5068.31,70.841,61.6052,1480000,296,4617.97
-6496.40087890625,297,5501.54,65.999,52.5665,1485000,297,4600.6
-6709.74267578125,298,5682.73,70.5431,59.6948,1490000,298,5155.67
-6668.09814453125,299,5231.84,73.4219,62.3152,1495000,299,5372.97
-6762.8349609375,300,5645.43,71.6639,62.1101,1500000,300,4814.56
-6793.9384765625,301,5527.4,69.3491,59.0444,1505000,301,5114.8
-6679.24658203125,302,5371.04,67.0554,55.793,1510000,302,4626.51
-6628.60693359375,303,5654.35,67.5256,51.8717,1515000,303,4741.74
-6765.50390625,304,5747.39,68.9232,58.193,1520000,304,5158.99
-7054.142578125,305,5675.38,70.9801,60.8483,1525000,305,5329.62
-6893.51953125,306,5767.36,71.9322,59.3374,1530000,306,4652.82
-6925.78125,307,5752.74,69.338,56.8969,1535000,307,5067.78
-7000.51708984375,308,5002.71,70.3082,57.2291,1540000,308,4572.58
-6939.29833984375,309,5207.9,70.4027,57.8877,1545000,309,5343.95
-6836.68603515625,310,5571.7,65.0759,51.0278,1550000,310,5077.95
-6965.126953125,311,5670.72,64.9049,47.7278,1555000,311,4955.2
-7159.6982421875,312,5119.67,64.8457,49.9752,1560000,312,4828.51
-6930.48193359375,313,5150.64,65.8362,49.4746,1565000,313,5035.71
-7344.228515625,314,5122.49,66.9485,56.1474,1570000,314,3908.29
-6882.0830078125,315,5762.29,66.7529,50.2487,1575000,315,5391.15
-7713.5849609375,316,5579.39,68.9473,57.8417,1580000,316,4922.35
-7303.759765625,317,5757.99,66.6704,53.4189,1585000,317,5146.19
-7603.4853515625,318,5550.66,68.9187,57.8768,1590000,318,5106.54
-7361.009765625,319,5324.87,68.1546,56.2987,1595000,319,5417.94
-7669.0625,320,5440.64,67.8561,54.7908,1600000,320,5234.14
-7642.63427734375,321,5676.82,69.2572,56.3547,1605000,321,5076.0
-7610.712890625,322,5404.38,66.3735,51.7559,1610000,322,4970.48
-7820.29833984375,323,5777.27,72.0422,62.4604,1615000,323,5115.22
-7868.62939453125,324,5704.43,70.7462,57.4545,1620000,324,4820.1
-7615.22607421875,325,5842.68,65.7629,51.7108,1625000,325,5122.83
-7749.0927734375,326,5650.63,71.9567,60.619,1630000,326,5385.78
-7997.85498046875,327,5720.49,68.8612,56.2811,1635000,327,5207.45
-7916.15380859375,328,5800.52,70.6119,58.9233,1640000,328,4961.33
-7900.3828125,329,5514.76,68.74,55.1344,1645000,329,5236.27
-7608.7470703125,330,5851.0,67.0591,51.4843,1650000,330,5291.99
-8027.951171875,331,5790.98,69.4042,57.119,1655000,331,5095.4
-8003.84716796875,332,5936.9,69.1743,55.9859,1660000,332,5109.41
-7743.30712890625,333,5542.44,66.2315,50.9997,1665000,333,5345.15
-7903.6357421875,334,5715.67,67.2638,52.3843,1670000,334,4692.14
-8405.1494140625,335,5723.69,71.7647,62.0212,1675000,335,5274.28
-7914.32958984375,336,5800.16,67.263,53.54,1680000,336,5383.96
-8113.24609375,337,5752.18,67.5935,55.6132,1685000,337,5043.59
-8176.150390625,338,5773.14,69.7567,55.7127,1690000,338,5053.12
-7562.005859375,339,5704.13,64.2731,47.9973,1695000,339,5111.39
-8215.3056640625,340,5737.59,70.8439,60.7866,1700000,340,4996.85
-8252.291015625,341,5822.8,71.2118,60.3297,1705000,341,5301.54
-8097.658203125,342,5280.82,67.3804,50.0278,1710000,342,5203.44
-8320.8076171875,343,5470.47,66.0936,50.5142,1715000,343,4786.2
-8532.04296875,344,5499.5,70.1994,60.0271,1720000,344,4824.44
-8237.88671875,345,5519.03,66.3826,49.5253,1725000,345,5208.41
-8402.4296875,346,5541.45,67.466,57.9885,1730000,346,5124.7
-8444.650390625,347,5746.56,72.2129,61.2065,1735000,347,5109.68
-8584.3828125,348,5825.48,70.3781,58.5675,1740000,348,4923.05
-8787.888671875,349,5274.65,73.4418,61.6786,1745000,349,5366.79
-7960.97021484375,350,5766.37,65.4574,44.6024,1750000,350,5029.24
-8402.6630859375,351,5549.04,70.5891,61.2071,1755000,351,5497.17
-8888.5908203125,352,5846.64,71.4055,61.4678,1760000,352,5151.22
-8837.98046875,353,5763.96,71.0483,59.2434,1765000,353,4912.28
-8733.1376953125,354,5931.86,69.4436,58.8045,1770000,354,5301.15
-8811.521484375,355,5850.68,68.9653,57.3367,1775000,355,5190.03
-8514.1845703125,356,5998.02,68.6814,54.6423,1780000,356,5054.78
-8786.7353515625,357,5889.46,68.5396,57.142,1785000,357,5002.19
-8934.0615234375,358,5708.82,70.3489,60.2612,1790000,358,5095.52
-9045.068359375,359,5969.0,71.3768,62.379,1795000,359,5306.89
-9076.2412109375,360,5876.73,70.8814,59.8794,1800000,360,5471.13
-9018.515625,361,5697.35,68.9734,59.37,1805000,361,5532.83
-9183.7177734375,362,5223.98,72.2568,63.7836,1810000,362,4926.4
-9246.49609375,363,5890.57,73.513,66.898,1815000,363,5563.35
-9077.6728515625,364,5896.03,68.3833,61.7399,1820000,364,5038.75
-8972.80859375,365,5574.69,67.3635,56.6073,1825000,365,5220.38
-9332.4638671875,366,5624.17,69.8328,61.0712,1830000,366,5484.73
-9489.986328125,367,5847.94,69.3816,61.3396,1835000,367,5002.57
-9470.3408203125,368,5806.19,69.3284,61.0959,1840000,368,5459.0
-9419.99609375,369,5961.59,72.0864,61.7787,1845000,369,5315.55
-9467.0546875,370,5951.67,71.2631,66.6,1850000,370,5425.96
-9399.8330078125,371,5992.68,68.317,55.292,1855000,371,5384.62
-9682.1005859375,372,5968.05,70.9893,61.2594,1860000,372,5426.79
-9382.74609375,373,5997.3,70.0612,60.179,1865000,373,5387.36
-9687.580078125,374,5823.48,68.6389,58.5822,1870000,374,5530.15
-9892.66015625,375,5936.29,71.8351,62.9341,1875000,375,4830.12
-9473.013671875,376,5693.15,68.9723,56.9177,1880000,376,5557.19
-9417.9482421875,377,6013.93,66.197,53.3126,1885000,377,5538.14
-9898.205078125,378,5952.94,70.6639,65.4893,1890000,378,5277.42
-10093.419921875,379,5964.97,72.207,67.641,1895000,379,5408.52
-9897.134765625,380,5961.37,71.8399,65.2684,1900000,380,5589.27
-9697.26171875,381,5683.24,67.7266,56.0068,1905000,381,5262.85
-9987.3662109375,382,5954.1,71.1295,63.6406,1910000,382,5515.2
-10086.8203125,383,5805.45,72.4214,63.2424,1915000,383,5477.97
-9885.494140625,384,5991.22,71.6813,64.1389,1920000,384,5601.55
-9803.2548828125,385,6027.67,71.2388,63.1018,1925000,385,5222.38
-10090.50390625,386,6000.33,73.2569,65.9534,1930000,386,5532.44
