Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Real Sto Return,Itration,Running Env Steps,Reward Loss
392.75,49.068,13.1086,0,432.13,0,0,181.1427459716797
456.13,50.1557,14.5953,1,381.09,1,5000,184.64010620117188
588.26,49.9636,19.4617,2,330.23,2,10000,123.5162353515625
376.29,49.4378,14.3605,3,382.9,3,15000,117.30924224853516
424.86,49.4084,21.6918,4,407.58,4,20000,120.8916015625
504.59,49.7141,14.1953,5,423.39,5,25000,99.08544921875
389.36,48.8135,15.9149,6,436.53,6,30000,136.41319274902344
501.3,48.9544,15.1265,7,475.63,7,35000,151.80149841308594
856.87,49.2814,14.6533,8,440.78,8,40000,77.04183197021484
502.1,48.9832,14.5378,9,432.2,9,45000,67.77574157714844
498.54,49.172,15.5989,10,427.13,10,50000,63.76224899291992
499.54,48.9324,13.0083,11,453.92,11,55000,66.29570007324219
536.53,49.1082,16.483,12,500.14,12,60000,44.63519287109375
566.24,49.0357,13.3369,13,530.66,13,65000,47.99455261230469
524.55,48.9244,17.3423,14,516.9,14,70000,27.2244815826416
517.76,49.0783,12.9275,15,494.18,15,75000,-1.2449324131011963
517.59,48.4812,13.9746,16,531.48,16,80000,-17.80156707763672
508.07,47.9467,13.09,17,485.08,17,85000,-21.842926025390625
583.0,48.0871,13.0382,18,565.2,18,90000,-42.78169631958008
758.11,47.9641,15.2607,19,744.1,19,95000,-45.41057205200195
712.65,47.3759,12.7189,20,599.52,20,100000,-61.9830322265625
1442.1,48.2781,13.2391,21,701.91,21,105000,-88.19409942626953
1543.41,48.019,14.2664,22,905.93,22,110000,-68.560791015625
1818.37,47.9438,13.8991,23,1029.46,23,115000,-96.00836181640625
1748.48,47.6417,14.4439,24,941.63,24,120000,-62.055477142333984
2039.16,47.4188,14.2046,25,1465.03,25,125000,-77.73309326171875
2221.8,46.4512,13.5596,26,1141.0,26,130000,-110.90104675292969
1328.76,45.7808,13.8037,27,1391.1,27,135000,-128.39381408691406
2381.62,45.8036,14.6374,28,1622.12,28,140000,-108.46916198730469
2821.08,45.3097,15.1979,29,1559.04,29,145000,-115.41722869873047
2344.05,47.6831,16.6597,30,2307.67,30,150000,-100.17900085449219
2498.84,47.8028,16.8684,31,2593.5,31,155000,-101.88531494140625
2839.01,46.4216,15.525,32,2578.71,32,160000,-137.21139526367188
2706.9,46.7786,16.82,33,2627.07,33,165000,-117.13911437988281
2659.03,45.6992,14.3568,34,1557.32,34,170000,-217.11636352539062
2392.91,45.1195,17.0222,35,2285.48,35,175000,-152.48788452148438
2999.56,46.026,17.4027,36,2991.75,36,180000,-149.2178192138672
3076.39,44.0668,17.1415,37,1929.75,37,185000,-206.46939086914062
3090.99,44.4481,18.5039,38,2928.24,38,190000,-155.3402557373047
3098.59,44.606,17.4382,39,3002.64,39,195000,-170.3399200439453
1919.03,44.3633,15.5412,40,2653.2,40,200000,-184.1919403076172
3214.42,45.3756,19.3098,41,3343.9,41,205000,-153.1172637939453
3278.99,43.6377,14.9809,42,2765.03,42,210000,-186.25674438476562
3124.75,45.0876,16.8618,43,3131.46,43,215000,-180.51898193359375
3264.18,45.6719,17.5352,44,3247.15,44,220000,-187.71743774414062
3160.68,45.4518,17.0427,45,3272.7,45,225000,-198.23878479003906
3340.96,44.8108,18.3573,46,3294.15,46,230000,-191.04669189453125
3200.89,45.8038,17.1194,47,3296.93,47,235000,-210.22799682617188
3416.15,44.4281,16.5804,48,3537.51,48,240000,-209.74171447753906
3491.21,45.0958,15.8257,49,3469.65,49,245000,-221.18455505371094
3603.49,44.9575,16.0252,50,3589.59,50,250000,-246.8594970703125
3519.95,46.2229,19.651,51,3594.67,51,255000,-230.03857421875
3643.37,43.3262,14.8803,52,3360.25,52,260000,-236.15798950195312
3771.85,43.7948,18.5132,53,3587.84,53,265000,-237.21832275390625
3655.21,45.2653,18.1684,54,3648.42,54,270000,-251.53463745117188
3706.45,43.0212,14.5487,55,3354.68,55,275000,-264.24700927734375
3699.87,44.3111,18.1848,56,3752.0,56,280000,-265.7870788574219
3797.51,43.8566,18.7915,57,3872.9,57,285000,-262.3021240234375
3833.25,42.8411,16.6058,58,3938.87,58,290000,-263.6217956542969
3764.59,44.2766,18.102,59,3680.68,59,295000,-279.9217224121094
3858.51,42.7796,14.9961,60,3500.79,60,300000,-281.3445129394531
3691.73,44.0266,16.9269,61,3554.78,61,305000,-296.7109680175781
3756.45,43.7823,16.6154,62,3803.32,62,310000,-307.4189453125
3808.22,42.9198,15.1388,63,3682.87,63,315000,-309.127685546875
3838.74,42.8846,16.6668,64,3950.15,64,320000,-320.23333740234375
3904.51,44.37,19.3654,65,3924.44,65,325000,-318.730224609375
4002.37,41.4049,12.2251,66,3561.53,66,330000,-330.7108154296875
3730.82,43.7083,16.8383,67,3743.96,67,335000,-338.9525451660156
3882.83,43.4863,17.9539,68,3911.83,68,340000,-341.19744873046875
3650.13,43.9496,16.9675,69,3791.27,69,345000,-367.31146240234375
3780.17,44.597,19.0498,70,3813.72,70,350000,-370.8436279296875
3979.79,44.2524,19.8481,71,4018.43,71,355000,-364.8545227050781
3613.17,44.4555,17.3119,72,3817.84,72,360000,-371.124755859375
4076.28,43.6675,18.8814,73,4046.91,73,365000,-385.54620361328125
3881.6,43.7353,17.2816,74,3796.48,74,370000,-397.0354919433594
3832.09,43.4246,15.4453,75,3836.06,75,375000,-403.0422668457031
-7.68,55.9712,79.2762,76,-7.8,76,380000,-326.4806823730469
3966.73,45.5772,20.8145,77,3936.21,77,385000,-425.19635009765625
3846.33,43.8623,17.514,78,3491.33,78,390000,-434.2231750488281
3907.4,44.1644,13.7198,79,3528.51,79,395000,-435.6689758300781
4016.18,43.7035,17.0209,80,3993.52,80,400000,-425.9961853027344
3992.67,43.1486,15.6879,81,3327.59,81,405000,-449.65087890625
4016.46,44.9421,18.8596,82,3574.94,82,410000,-469.1916198730469
3961.71,43.8672,17.1075,83,3734.26,83,415000,-468.3525085449219
3826.83,43.415,15.4634,84,3079.82,84,420000,-482.4354553222656
2261.3,41.6236,13.2473,85,2589.73,85,425000,-449.0677795410156
3228.28,45.1562,32.537,86,2800.27,86,430000,-474.8746643066406
3877.62,43.9357,17.0927,87,3900.92,87,435000,-470.8141784667969
4131.65,42.9001,17.1094,88,3898.96,88,440000,-480.2435607910156
4199.11,43.9787,18.5329,89,4107.06,89,445000,-497.90216064453125
3858.76,42.5471,15.1533,90,3728.2,90,450000,-523.907958984375
4151.93,42.101,15.4894,91,4010.8,91,455000,-480.11785888671875
4182.71,41.3768,13.6536,92,3928.44,92,460000,-467.42083740234375
4229.41,41.6764,13.0671,93,3819.9,93,465000,-510.7226867675781
-5.69,45.3651,56.6627,94,1133.32,94,470000,-437.0439147949219
3806.97,43.1242,18.2255,95,3841.87,95,475000,-514.241943359375
3066.16,44.6815,18.2552,96,3440.58,96,480000,-575.06689453125
3697.14,44.8992,19.1732,97,3714.33,97,485000,-561.4912719726562
3745.63,44.3855,18.9331,98,3783.63,98,490000,-569.1077880859375
4251.42,42.7644,16.6916,99,4138.45,99,495000,-544.8057861328125
4055.02,43.801,17.505,100,4062.54,100,500000,-568.5634155273438
4185.55,42.9401,18.9483,101,3753.26,101,505000,-556.2888793945312
3890.66,44.1755,19.5901,102,3925.11,102,510000,-593.9800415039062
3757.95,45.3667,21.4564,103,3800.59,103,515000,-612.069580078125
4310.21,44.6061,26.1364,104,3233.72,104,520000,-604.77783203125
3892.59,43.7208,19.461,105,3924.68,105,525000,-579.5821533203125
212.17,51.138,33.1373,106,314.04,106,530000,-785.955078125
3888.58,44.0898,20.391,107,3899.7,107,535000,-601.8457641601562
3878.46,44.5795,19.6872,108,3870.13,108,540000,-621.398681640625
4119.98,41.5455,15.7044,109,4108.85,109,545000,-585.1525268554688
4241.01,43.0998,16.5334,110,4206.08,110,550000,-595.1776733398438
4062.71,42.6046,17.076,111,3243.87,111,555000,-582.6515502929688
3930.64,44.0677,18.5996,112,3893.44,112,560000,-620.143798828125
3682.81,43.8838,17.0096,113,3691.77,113,565000,-671.1485595703125
3900.31,43.4855,17.7286,114,3912.45,114,570000,-626.1464233398438
4207.28,43.0363,15.8461,115,4141.46,115,575000,-622.6624145507812
4049.5,41.38,15.1145,116,3610.59,116,580000,-549.5700073242188
3828.84,44.4961,20.3199,117,3839.74,117,585000,-692.9549560546875
3972.42,43.8172,18.0361,118,3965.63,118,590000,-697.6638793945312
3904.33,43.5628,17.4871,119,3911.21,119,595000,-698.3466186523438
3960.9,43.188,17.3119,120,3950.11,120,600000,-675.9545288085938
3920.75,43.1248,19.0567,121,3905.9,121,605000,-691.019287109375
4212.92,42.5978,16.7022,122,4097.48,122,610000,-683.7730712890625
4177.85,42.4896,17.1292,123,4151.2,123,615000,-693.2086181640625
4065.91,43.0189,16.8372,124,4045.16,124,620000,-700.83447265625
4350.51,42.0643,14.8118,125,4087.69,125,625000,-670.39599609375
4351.08,42.7457,17.4063,126,4253.36,126,630000,-699.9315795898438
4191.04,42.1873,16.2839,127,4107.82,127,635000,-705.5171508789062
2587.87,43.7638,14.1944,128,2781.17,128,640000,-849.4420166015625
2873.95,43.8278,18.0298,129,2502.75,129,645000,-710.565673828125
3170.78,43.6287,21.5682,130,2823.76,130,650000,-773.7642822265625
2669.7,42.9625,13.3835,131,1941.99,131,655000,-769.0206298828125
4001.21,42.7329,17.0941,132,3930.6,132,660000,-771.6896362304688
4047.43,42.7987,16.9294,133,4040.29,133,665000,-769.5958862304688
4264.77,42.6311,19.2212,134,4205.88,134,670000,-792.1778564453125
3389.48,42.8274,16.3985,135,3846.44,135,675000,-816.9886474609375
4215.98,43.1017,18.3182,136,4170.42,136,680000,-782.9683837890625
4153.6,43.542,18.4101,137,4108.75,137,685000,-800.7998657226562
4027.26,43.1725,18.5394,138,4012.16,138,690000,-802.52978515625
3987.17,43.4228,17.2603,139,4012.27,139,695000,-802.1004028320312
3895.49,43.738,17.5833,140,3875.9,140,700000,-837.1385498046875
3982.97,43.5886,17.9192,141,3988.66,141,705000,-849.4972534179688
4008.45,44.1671,20.6737,142,4005.64,142,710000,-840.082763671875
427.3,51.8835,81.4854,143,406.95,143,715000,-958.1405029296875
307.49,53.3015,69.0412,144,294.73,144,720000,-945.3218383789062
-7.56,53.8042,20.7391,145,-9.96,145,725000,-1248.98388671875
360.13,49.4382,34.332,146,378.57,146,730000,-915.7896118164062
549.85,49.4183,56.5964,147,521.41,147,735000,-927.4486694335938
916.5,45.7225,53.44,148,994.88,148,740000,-986.6669311523438
1642.34,44.8694,43.8091,149,1244.18,149,745000,-1009.0661010742188
3876.28,42.816,26.6611,150,3065.57,150,750000,-949.5344848632812
3686.87,46.4794,23.7008,151,3697.59,151,755000,-976.2108764648438
3180.7,42.4435,18.7407,152,3346.06,152,760000,-942.59912109375
3838.44,45.9396,24.5644,153,3811.83,153,765000,-968.3019409179688
3938.84,45.2898,22.0941,154,3776.25,154,770000,-963.8599853515625
3858.87,45.0511,23.6009,155,3632.12,155,775000,-985.1001586914062
2516.25,45.3062,25.7828,156,2315.53,156,780000,-1061.0966796875
4038.63,43.7939,21.68,157,3987.91,157,785000,-963.745361328125
3930.35,44.4214,21.8787,158,3878.57,158,790000,-989.4417724609375
3837.08,44.5573,22.7624,159,3641.35,159,795000,-998.5474243164062
3957.59,43.4168,20.4135,160,3892.83,160,800000,-1030.5145263671875
3964.71,45.4003,22.3189,161,3876.58,161,805000,-1030.200439453125
3942.29,43.1699,22.6843,162,3932.5,162,810000,-993.0305786132812
4066.31,44.7135,20.3193,163,4023.92,163,815000,-1013.4815063476562
4070.09,44.8541,21.6262,164,4016.95,164,820000,-1031.547607421875
3915.61,44.2156,20.9059,165,3859.09,165,825000,-1029.5810546875
3663.86,43.8161,20.4204,166,3273.71,166,830000,-1060.5369873046875
3940.51,43.801,19.4964,167,3894.07,167,835000,-1058.41748046875
3589.64,43.4481,19.3365,168,3181.5,168,840000,-1120.56640625
4107.1,43.1611,19.8041,169,3840.58,169,845000,-1051.337646484375
-10.34,49.4067,24.7499,170,-12.4,170,850000,-1363.3651123046875
4225.96,42.9428,19.7807,171,4170.44,171,855000,-1072.6224365234375
3883.01,45.2754,28.349,172,3583.67,172,860000,-1161.045166015625
1610.8,44.1484,22.0555,173,2763.85,173,865000,-1144.441650390625
4066.03,43.7216,19.8012,174,4055.49,174,870000,-1099.346923828125
3980.39,43.949,17.3009,175,3920.76,175,875000,-1084.6888427734375
4320.09,43.5424,18.6652,176,4261.51,176,880000,-1100.5987548828125
4284.46,44.3304,19.7574,177,4230.53,177,885000,-1104.7064208984375
4218.99,43.9753,18.3531,178,3724.33,178,890000,-1098.977783203125
4419.16,43.217,18.8852,179,4366.78,179,895000,-1086.667236328125
941.65,53.4046,69.1232,180,1070.74,180,900000,-1498.936767578125
10.07,54.1242,30.2728,181,46.25,181,905000,-1249.5269775390625
3180.1,44.5785,20.8494,182,3553.89,182,910000,-1204.7244873046875
4005.83,44.6912,20.875,183,4061.56,183,915000,-1184.0484619140625
33.04,44.9827,49.5136,184,1687.25,184,920000,-1183.9268798828125
3705.32,43.3722,16.4974,185,3707.98,185,925000,-1213.329345703125
4066.37,44.5395,22.7055,186,4120.71,186,930000,-1254.8399658203125
4246.4,42.5055,18.7733,187,4198.9,187,935000,-1199.8953857421875
4053.98,42.0302,27.0971,188,3470.57,188,940000,-1259.2998046875
4334.62,41.5482,15.8822,189,4233.51,189,945000,-1184.100830078125
4318.83,42.2376,17.9321,190,4194.95,190,950000,-1214.4603271484375
4265.4,42.1503,17.3175,191,4202.97,191,955000,-1222.948974609375
4363.99,40.7895,14.4713,192,4269.65,192,960000,-1130.8463134765625
4404.55,40.6179,15.9277,193,4317.39,193,965000,-1164.924560546875
4289.79,40.9666,16.294,194,4201.27,194,970000,-1175.619873046875
2814.12,41.8144,17.7571,195,2422.46,195,975000,-1147.1007080078125
4268.18,43.1854,16.0298,196,3835.16,196,980000,-1280.4014892578125
4043.07,43.7271,14.5267,197,3382.21,197,985000,-1567.7215576171875
4340.27,41.4238,16.043,198,4297.39,198,990000,-1222.2569580078125
4283.39,42.137,16.8998,199,4241.59,199,995000,-1259.5980224609375
4236.84,41.8165,17.3222,200,4183.65,200,1000000,-1258.0140380859375
4399.91,40.1447,15.514,201,4305.54,201,1005000,-1074.8631591796875
3053.57,44.8696,16.019,202,2521.34,202,1010000,-1626.9273681640625
11.91,54.2554,33.5246,203,415.33,203,1015000,-1942.283935546875
6.17,53.5243,43.5863,204,7.19,204,1020000,-2037.36474609375
2457.74,44.1331,19.6175,205,2616.09,205,1025000,-1651.1878662109375
4193.63,42.5975,18.8229,206,4165.89,206,1030000,-1333.365234375
4131.11,42.4791,16.6066,207,3527.97,207,1035000,-1343.2127685546875
3403.33,41.8663,23.3257,208,3449.2,208,1040000,-1484.491455078125
4243.97,41.6775,17.4166,209,3392.71,209,1045000,-1379.5845947265625
384.21,41.8788,14.769,210,3620.62,210,1050000,-1218.1593017578125
3240.59,44.0562,18.4603,211,2873.5,211,1055000,-1375.6141357421875
1.55,54.9607,69.8585,212,7.45,212,1060000,-1766.0013427734375
223.94,45.5284,28.5544,213,612.11,213,1065000,-1776.4515380859375
3916.76,43.9001,18.9437,214,3342.97,214,1070000,-1526.6031494140625
4355.34,42.8321,18.6279,215,3855.04,215,1075000,-1511.9246826171875
812.69,46.3185,21.3935,216,434.0,216,1080000,-1925.9075927734375
0.65,46.4107,44.245,217,2.48,217,1085000,-2002.215087890625
4335.24,42.787,17.3819,218,4264.92,218,1090000,-1488.212646484375
4404.64,42.855,18.3642,219,4381.37,219,1095000,-1432.8790283203125
3430.86,41.3757,22.4252,220,3831.56,220,1100000,-1514.1759033203125
6.28,55.5397,156.316,221,8.02,221,1105000,-2334.96142578125
612.5,46.7042,71.6282,222,226.93,222,1110000,-1906.8370361328125
4296.81,42.7642,19.4375,223,4256.03,223,1115000,-1493.5775146484375
4323.02,40.2575,14.493,224,4196.4,224,1120000,-1405.8760986328125
4173.02,41.7342,17.4899,225,4063.42,225,1125000,-1516.2484130859375
-8.96,57.5185,58.1877,226,-7.7,226,1130000,-2451.195556640625
964.93,54.1666,80.3386,227,950.35,227,1135000,-2386.3603515625
853.67,48.7082,22.0366,228,1056.99,228,1140000,-1946.8724365234375
1793.11,45.1846,21.9156,229,1814.94,229,1145000,-1972.8486328125
2852.82,48.1448,25.2824,230,2805.43,230,1150000,-2070.090576171875
1518.93,44.365,22.9763,231,2583.63,231,1155000,-1720.9503173828125
1702.33,47.8021,33.3878,232,1418.85,232,1160000,-2456.77587890625
4165.57,45.7332,25.5115,233,4127.17,233,1165000,-1614.3045654296875
914.21,52.4623,50.2119,234,954.21,234,1170000,-2123.23876953125
-5.62,56.4713,115.8601,235,-5.32,235,1175000,-2457.382080078125
-4.62,54.4398,37.7712,236,-4.61,236,1180000,-2291.496337890625
-5.18,55.4145,43.821,237,-5.05,237,1185000,-2433.847412109375
-5.11,54.1438,50.2266,238,-4.87,238,1190000,-2665.509033203125
-3.38,53.0468,47.1089,239,-1.39,239,1195000,-2666.07080078125
274.59,53.6588,32.3611,240,277.39,240,1200000,-2501.45849609375
4189.21,44.1545,21.3131,241,4152.4,241,1205000,-1712.261474609375
3997.49,43.5077,20.8103,242,3826.01,242,1210000,-1761.64501953125
4052.18,42.5836,21.003,243,4065.11,243,1215000,-1730.7791748046875
-5.5,54.217,46.6325,244,-5.31,244,1220000,-2660.607177734375
-5.06,55.0113,50.667,245,-5.11,245,1225000,-3059.393310546875
4089.91,44.2064,22.582,246,4147.16,246,1230000,-1978.1038818359375
4046.9,42.6661,18.9473,247,4040.73,247,1235000,-1765.9666748046875
3969.85,42.9686,18.5038,248,3715.57,248,1240000,-1758.2127685546875
3412.78,46.1774,23.3059,249,3419.77,249,1245000,-2054.126220703125
4025.18,42.4658,16.6821,250,3985.6,250,1250000,-1770.1544189453125
4023.13,44.0473,20.5769,251,4013.58,251,1255000,-1770.0057373046875
2570.89,43.3599,14.975,252,1998.66,252,1260000,-2159.902099609375
-3.89,43.1058,16.0695,253,177.59,253,1265000,-2364.997802734375
3987.7,43.1314,18.469,254,3956.33,254,1270000,-1875.666015625
4396.83,41.5022,16.9996,255,4212.34,255,1275000,-1668.7410888671875
3455.49,41.4691,16.4195,256,2373.84,256,1280000,-1827.26806640625
1131.86,41.8308,15.4319,257,2381.48,257,1285000,-1861.5677490234375
4210.33,44.1481,27.5997,258,2439.25,258,1290000,-2582.233154296875
4170.07,41.7503,18.2201,259,4184.39,259,1295000,-1779.3580322265625
3968.59,42.7566,16.619,260,3960.32,260,1300000,-1921.8157958984375
69.81,44.3092,34.6253,261,59.95,261,1305000,-2821.91162109375
1.53,47.0642,24.7761,262,1.22,262,1310000,-2816.443603515625
4172.08,41.472,19.2434,263,4188.37,263,1315000,-1863.2518310546875
2103.39,42.5102,22.1036,264,3297.69,264,1320000,-2220.7119140625
4169.25,41.223,16.6465,265,4190.42,265,1325000,-1836.2548828125
