Reward Loss,Running Env Steps,Real Det Return,Running Update Time,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
-134.02294921875,305000,3060.92,61,61,2803.9,23.7393,16.4572
-231.37542724609375,310000,1665.22,62,62,2126.14,23.8762,18.9048
-228.58773803710938,315000,3137.5,63,63,2045.13,23.7989,18.9597
-191.69398498535156,320000,2687.08,64,64,2484.06,23.9411,18.3945
-132.22613525390625,325000,3117.9,65,65,2668.48,23.4752,15.5425
-214.7978515625,330000,2920.09,66,66,1849.05,23.455,16.8992
-310.21844482421875,335000,1340.37,67,67,1202.03,23.9381,18.2931
-148.1562957763672,340000,3148.45,68,68,2774.95,23.0865,14.4611
-306.9458312988281,345000,1263.47,69,69,1161.2,23.6854,18.5386
-262.2038879394531,350000,2641.9,70,70,2062.2,23.2274,16.8
-329.7391357421875,355000,2991.05,71,71,1228.81,23.2954,17.9434
-236.34246826171875,360000,2575.37,72,72,2412.94,24.0315,17.2527
-308.3443908691406,365000,2157.59,73,73,1272.39,23.435,18.5569
-188.8167724609375,370000,2582.44,74,74,2128.35,22.3534,14.2678
-198.27549743652344,375000,2350.71,75,75,2206.16,23.1134,15.4594
-327.69586181640625,380000,3051.34,76,76,1724.09,23.8517,16.3205
-302.0755615234375,385000,1775.74,77,77,1597.31,23.1563,16.5441
-158.07464599609375,390000,2522.23,78,78,2638.6,22.9136,15.2509
-246.68934631347656,395000,3050.96,79,79,1965.38,23.1191,16.3964
-362.23681640625,400000,2840.65,80,80,1481.14,23.564,20.8278
-270.9869689941406,405000,3140.92,81,81,2090.92,23.1199,19.4818
-329.6473693847656,410000,3161.63,82,82,1505.75,23.3542,24.3387
-248.40505981445312,415000,3114.06,83,83,2553.85,23.0424,17.5532
-251.01792907714844,420000,2899.87,84,84,2010.76,22.3637,15.7092
-332.78839111328125,425000,2499.28,85,85,2241.41,23.1791,22.8613
-315.90911865234375,430000,2850.76,86,86,1643.01,22.7968,20.6972
-299.4988708496094,435000,1997.56,87,87,2067.99,22.5582,17.193
-297.6372985839844,440000,2494.62,88,88,1953.84,23.0053,21.2889
-310.6831359863281,445000,2371.99,89,89,1870.8,22.4527,24.0389
-354.7280578613281,450000,2857.56,90,90,1531.43,23.39,22.5626
-335.6334533691406,455000,2131.96,91,91,2054.18,23.0319,25.0242
-368.9812316894531,460000,3114.54,92,92,1772.62,23.0242,23.5457
-331.6560974121094,465000,2470.69,93,93,1734.3,23.1055,21.7116
-373.59112548828125,470000,3169.17,94,94,1411.64,22.7697,18.2593
-397.5863037109375,475000,1494.81,95,95,1416.56,23.2143,21.7292
-312.2217712402344,480000,2463.36,96,96,1711.15,22.9809,20.6608
-456.6878967285156,485000,1297.97,97,97,1282.75,23.4035,28.1208
-354.37738037109375,490000,2879.21,98,98,1737.06,22.4575,22.4044
-192.01185607910156,495000,2529.26,99,99,2494.75,21.9613,16.0209
-345.50225830078125,500000,2018.64,100,100,1564.24,22.3927,24.6643
-346.0904846191406,505000,2992.9,101,101,1600.68,22.8319,23.3137
-208.0883026123047,510000,3225.6,102,102,2777.25,23.4994,17.3591
-652.5530395507812,515000,7.61,103,103,7.63,38.438,123.0722
-241.41249084472656,520000,2671.65,104,104,2651.24,26.6834,18.1811
-495.29791259765625,525000,727.43,105,105,974.89,25.3443,17.7537
-231.83262634277344,530000,2991.46,106,106,2986.93,24.274,16.0032
-193.4474334716797,535000,2956.98,107,107,2977.9,24.3297,16.0391
-279.93804931640625,540000,3118.47,108,108,2565.32,25.1465,17.4907
-202.91534423828125,545000,3128.12,109,109,3128.78,24.524,15.1986
-463.3324279785156,550000,1184.24,110,110,2226.47,25.5496,28.6377
-192.99363708496094,555000,3080.84,111,111,3071.43,24.1651,15.0444
-360.1997985839844,560000,2520.24,112,112,2763.83,24.2096,19.6484
-255.4225311279297,565000,3149.11,113,113,2960.64,23.2272,16.1803
-326.9686584472656,570000,3164.86,114,114,2280.96,22.496,19.4894
-250.4712677001953,575000,3147.48,115,115,2512.1,22.7788,16.7664
-351.1123046875,580000,3183.39,116,116,2381.23,23.0999,23.1292
-214.50880432128906,585000,3162.89,117,117,2970.92,24.1107,15.9771
-269.2007751464844,590000,2805.46,118,118,2700.52,22.6586,17.3452
-305.5540771484375,595000,2420.0,119,119,2449.82,23.0604,19.0992
-269.48876953125,600000,3115.14,120,120,2585.76,23.185,17.3573
-267.4207458496094,605000,2832.36,121,121,2769.12,23.3469,17.2894
-281.87103271484375,610000,3186.18,122,122,2667.4,22.4449,16.7071
-236.38259887695312,615000,3158.27,123,123,2669.44,22.4802,15.1475
-312.2339782714844,620000,3116.21,124,124,2197.3,22.8091,17.1507
-263.59722900390625,625000,3180.46,125,125,2821.84,22.9148,15.4534
-232.6982879638672,630000,3171.25,126,126,2807.42,22.8528,15.3672
-229.74449157714844,635000,3175.43,127,127,2659.87,22.4074,14.5767
-230.15126037597656,640000,3176.81,128,128,3015.93,21.9487,14.1077
-278.64361572265625,645000,3172.81,129,129,2520.5,22.33,14.9951
-396.2240905761719,650000,3114.87,130,130,1862.77,22.6787,18.4389
-267.1492919921875,655000,3160.79,131,131,2449.34,23.202,14.845
-244.41859436035156,660000,3155.25,132,132,3001.7,23.3769,14.6724
-240.10089111328125,665000,3198.92,133,133,2497.03,22.7671,14.8366
-248.8438720703125,670000,3167.95,134,134,3036.29,23.2978,14.813
-288.7427062988281,675000,3158.7,135,135,2323.05,22.2295,14.993
-318.4954528808594,680000,3167.2,136,136,2327.39,22.4032,15.4242
-273.6950378417969,685000,3140.64,137,137,2766.43,24.0179,15.3957
-316.2342529296875,690000,3166.35,138,138,2736.22,22.5204,15.3477
-305.30206298828125,695000,3174.99,139,139,2539.35,23.2563,16.0306
-325.5322570800781,700000,3174.83,140,140,2440.64,22.2278,15.4689
-363.68841552734375,705000,3159.21,141,141,2146.38,22.0974,17.8363
-328.6875,710000,3174.23,142,142,2371.72,22.2799,15.2409
-423.3891296386719,715000,3153.27,143,143,1988.08,21.9763,17.5843
-528.9776000976562,720000,3191.83,144,144,1771.38,22.606,20.5172
-422.1255187988281,725000,1600.85,145,145,1690.89,22.1696,16.0799
-300.7217102050781,730000,3182.34,146,146,2090.48,21.9988,13.8911
-423.69854736328125,735000,2888.26,147,147,1828.81,23.0052,16.6598
-373.6669921875,740000,3177.77,148,148,1673.81,22.2096,14.6278
-328.71356201171875,745000,3203.71,149,149,1886.17,22.2007,14.8425
-370.003662109375,750000,3207.58,150,150,1598.33,22.6033,15.6703
-388.0400695800781,755000,3164.71,151,151,2016.99,22.5757,15.9769
-331.34228515625,760000,3162.58,152,152,1904.21,23.0474,14.6349
-312.8793640136719,765000,3149.48,153,153,2615.86,22.5315,14.1033
-386.19482421875,770000,3189.85,154,154,1810.6,21.6748,14.8539
-388.4301452636719,775000,3210.97,155,155,1543.68,22.4858,15.6457
-455.8843078613281,780000,3170.38,156,156,1570.18,22.5579,17.4084
-333.9527282714844,785000,3180.36,157,157,2142.51,21.6739,13.6646
-425.5576477050781,790000,3192.59,158,158,1880.33,22.3438,16.26
-357.595458984375,795000,3174.41,159,159,2018.77,22.0268,14.8607
-515.7025756835938,800000,3143.05,160,160,1716.23,22.7243,19.3218
-393.0647277832031,805000,3173.52,161,161,2358.08,22.3489,18.0319
-500.40496826171875,810000,3193.14,162,162,1918.89,22.2006,18.7282
-448.1690979003906,815000,3197.69,163,163,1906.35,21.8971,17.0231
-595.1690063476562,820000,2649.72,164,164,1458.96,22.8916,20.485
-562.5003662109375,825000,3015.22,165,165,1594.35,22.6422,19.7655
-499.0357666015625,830000,3183.22,166,166,1968.55,22.4624,18.8644
-330.0312194824219,835000,3167.85,167,167,2948.82,23.156,14.7068
-632.4359130859375,840000,3176.06,168,168,1489.96,22.9875,21.6415
-479.43341064453125,845000,3174.9,169,169,1636.62,22.5833,16.3989
-585.9533081054688,850000,3180.58,170,170,1817.98,22.3839,19.2829
-596.115966796875,855000,3108.75,171,171,1557.4,23.2179,21.1544
-462.0215148925781,860000,3180.59,172,172,2081.12,22.011,14.6183
-455.5419006347656,865000,3162.78,173,173,1882.26,21.6302,14.5846
-441.1976623535156,870000,3167.13,174,174,2369.88,22.0798,14.9762
-692.6726684570312,875000,2358.09,175,175,1481.09,22.7374,18.2246
-688.3908081054688,880000,1500.88,176,176,1303.07,23.5171,22.4414
-463.1675720214844,885000,3181.81,177,177,2456.7,22.0286,14.72
-582.7037353515625,890000,3092.68,178,178,1543.46,22.3591,16.94
-678.747314453125,895000,2897.96,179,179,1565.75,23.3957,17.6222
-672.0833740234375,900000,2793.17,180,180,1601.89,22.6695,18.6889
-552.8246459960938,905000,3204.0,181,181,2047.29,22.2659,15.3769
-757.5707397460938,910000,1909.92,182,182,1344.17,22.8416,22.0902
-588.3834838867188,915000,3184.64,183,183,1714.8,22.1108,18.895
-579.28564453125,920000,3163.13,184,184,2105.42,22.25,16.0845
-412.3238220214844,925000,3207.61,185,185,2486.86,22.1498,13.7051
-679.5751342773438,930000,3103.76,186,186,1716.75,22.3991,18.5166
-774.3383178710938,935000,1868.01,187,187,1292.81,22.7189,20.3176
-600.3750610351562,940000,3169.59,188,188,2031.81,21.6745,17.3102
-708.359375,945000,2252.91,189,189,1689.41,22.7954,18.0064
-708.6931762695312,950000,3185.91,190,190,1691.65,22.1682,17.851
-421.6938171386719,955000,3200.31,191,191,1945.83,21.9925,14.3741
-757.7393798828125,960000,2371.15,192,192,1656.82,22.5552,18.5052
-823.12158203125,965000,1691.77,193,193,1400.64,23.1341,18.4701
-787.3291015625,970000,2035.49,194,194,1554.21,22.9404,19.4394
-874.3253173828125,975000,1553.93,195,195,1439.32,22.7232,21.6167
-742.138671875,980000,3190.53,196,196,1892.13,22.6867,17.8989
-453.25732421875,985000,3163.65,197,197,2063.98,21.9592,14.0412
-829.884765625,990000,2345.11,198,198,1472.57,22.8358,20.5696
-847.69482421875,995000,1906.27,199,199,1707.47,22.9495,19.3095
