Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return,Running Env Steps,Running Forward KL
43.9609,387,-5633.1044921875,387,525.87,709.2,1935000,48.8697
49.1,388,-5121.763671875,388,559.68,582.72,1940000,46.3363
54.5856,389,-5433.32763671875,389,524.25,426.26,1945000,49.5039
54.7977,390,-5451.30517578125,390,653.78,593.86,1950000,48.5669
39.9294,391,-5146.9169921875,391,1154.77,1317.85,1955000,46.2653
21.7056,392,-4170.974609375,392,2994.0,3052.97,1960000,46.2105
17.8688,393,-4370.12744140625,393,3008.15,3108.28,1965000,44.6948
15.0188,394,-4068.21533203125,394,1989.91,3280.42,1970000,44.0785
14.0507,395,-4030.88134765625,395,1882.21,1922.97,1975000,43.8099
18.8984,396,-4562.15673828125,396,2480.18,2967.86,1980000,42.6629
16.9759,397,-4623.22900390625,397,2585.05,3777.23,1985000,42.741
20.9506,398,-4317.703125,398,3567.34,4041.68,1990000,42.1206
17.6756,399,-4239.69189453125,399,3743.4,4174.42,1995000,42.9057
20.8371,400,-4430.12109375,400,3961.29,4082.4,2000000,42.9508
20.5735,401,-4678.6904296875,401,371.2,381.57,2005000,48.8356
13.7443,402,-3789.882080078125,402,1061.49,648.77,2010000,43.5075
14.4667,403,-4480.6220703125,403,1625.93,1349.59,2015000,43.322
18.1134,404,-4247.16259765625,404,3298.04,3936.51,2020000,41.938
26.4405,405,-4939.2197265625,405,1702.67,859.79,2025000,41.9362
19.3236,406,-5959.59619140625,406,664.18,464.31,2030000,44.1058
22.4305,407,-4296.595703125,407,3856.53,4180.0,2035000,43.4452
22.8111,408,-4269.1796875,408,4153.77,4144.53,2040000,43.1149
18.8622,409,-4011.035888671875,409,4061.03,4049.4,2045000,41.2972
18.6533,410,-4284.5361328125,410,3761.89,4047.16,2050000,41.8023
19.9214,411,-4140.7431640625,411,3905.06,4001.21,2055000,42.6093
16.9101,412,-4207.6591796875,412,3585.67,3894.96,2060000,42.0416
19.4691,413,-4088.88916015625,413,3311.8,3780.55,2065000,42.6365
18.7878,414,-5521.5263671875,414,979.05,991.64,2070000,45.5634
18.2913,415,-4878.2939453125,415,2823.96,606.83,2075000,42.7582
16.7449,416,-4377.921875,416,2938.13,3861.09,2080000,42.5475
19.5061,417,-3880.0546875,417,4127.63,4196.51,2085000,42.3017
20.7289,418,-4327.30224609375,418,3990.71,4023.01,2090000,42.5224
19.8063,419,-4071.02001953125,419,4083.25,4201.65,2095000,41.7916
21.3492,420,-4492.818359375,420,4053.48,4088.29,2100000,42.9254
19.6302,421,-4117.251953125,421,4174.11,4273.34,2105000,41.7029
19.8162,422,-4249.36279296875,422,4126.95,4185.27,2110000,41.6611
41.7359,423,-5281.1728515625,423,-1.32,-1.95,2115000,55.3609
18.5009,424,-4694.03955078125,424,2757.61,3927.09,2120000,43.7834
22.1549,425,-4768.38037109375,425,3965.57,3971.21,2125000,43.1068
18.4674,426,-3977.162353515625,426,4157.75,4228.26,2130000,41.41
22.4326,427,-4621.88330078125,427,4193.05,4195.71,2135000,43.0087
42.3011,428,-5401.52392578125,428,-2.15,-2.18,2140000,59.7654
32.2531,429,-3692.698974609375,429,7.71,7.86,2145000,52.8568
20.3424,430,-3729.46240234375,430,4059.38,4024.21,2150000,42.2748
71.3371,431,-6971.54345703125,431,19.65,19.38,2155000,57.9244
27.806,432,-5515.263671875,432,2494.62,1504.29,2160000,43.8258
21.4341,433,-4552.8095703125,433,3896.46,3874.64,2165000,42.4138
20.6058,434,-3908.458984375,434,3985.27,3985.58,2170000,41.7544
19.7107,435,-4312.97119140625,435,3919.08,3968.06,2175000,42.6861
24.3745,436,-5154.759765625,436,3726.55,3867.21,2180000,42.9507
22.049,437,-4613.72265625,437,3778.09,3676.78,2185000,41.6536
17.6314,438,-3991.89892578125,438,3948.11,3973.14,2190000,41.2303
19.6492,439,-4345.10205078125,439,3903.28,4040.2,2195000,42.1465
21.0063,440,-6296.51611328125,440,1033.52,1025.72,2200000,52.8628
20.478,441,-4787.515625,441,3993.24,3972.5,2205000,42.6062
22.199,442,-4793.22802734375,442,3930.0,3929.99,2210000,43.5442
61.3549,443,-6110.892578125,443,33.7,90.72,2215000,53.5689
39.6177,444,-2834.749267578125,444,301.07,896.8,2220000,55.316
105.3196,445,-5263.60205078125,445,1158.21,211.19,2225000,44.7829
117.3025,446,-5834.451171875,446,1135.46,731.34,2230000,47.4301
20.8066,447,-4525.361328125,447,4009.45,3994.45,2235000,42.212
19.4232,448,-4663.1767578125,448,4146.94,4135.15,2240000,41.2602
18.1745,449,-4407.03955078125,449,4129.41,4166.61,2245000,41.22
41.8717,450,-6783.9814453125,450,-3.72,-3.71,2250000,53.4083
18.4427,451,-4376.86767578125,451,4070.27,4052.15,2255000,41.6334
18.7442,452,-3903.4443359375,452,4066.11,4195.29,2260000,41.114
18.2218,453,-3779.14599609375,453,4298.99,4260.32,2265000,40.9956
17.0963,454,-4735.1162109375,454,782.47,585.12,2270000,47.027
16.4518,455,-3975.453369140625,455,4114.12,4108.21,2275000,41.048
20.1516,456,-5950.1669921875,456,1020.77,1059.58,2280000,46.2036
19.4083,457,-4513.07275390625,457,4115.33,4109.46,2285000,41.8996
17.0552,458,-4037.025390625,458,4043.59,4049.05,2290000,41.1477
20.3505,459,-4661.36376953125,459,4148.42,4134.16,2295000,42.0256
20.8925,460,-4630.19384765625,460,1689.47,2235.4,2300000,42.6653
19.7059,461,-3916.470458984375,461,4150.26,4145.11,2305000,41.479
30.8917,462,-5716.546875,462,166.78,177.73,2310000,48.8733
34.2088,463,-6247.451171875,463,13.1,72.81,2315000,51.7798
17.9539,464,-4311.2109375,464,2325.9,3392.43,2320000,41.1937
18.0943,465,-4066.005615234375,465,4263.81,4297.45,2325000,41.5634
49.622,466,-6088.4375,466,-0.86,-2.64,2330000,52.3032
25.7264,467,-5278.67333984375,467,2150.77,934.94,2335000,40.9809
33.0902,468,-5610.41748046875,468,954.71,996.43,2340000,55.5643
26.0536,469,-6377.49267578125,469,2833.79,1018.17,2345000,43.0344
39.1133,470,-6461.7177734375,470,1189.9,1025.74,2350000,46.8052
37.1581,471,-5813.8984375,471,1166.48,1018.14,2355000,45.7707
39.5507,472,-6990.9921875,472,1006.96,1008.39,2360000,56.0022
28.0715,473,-6492.6630859375,473,998.29,1005.66,2365000,54.3771
38.5401,474,-6073.8828125,474,1089.59,1002.82,2370000,55.8997
35.2323,475,-6371.765625,475,1150.61,1006.31,2375000,51.2434
51.331,476,-8217.791015625,476,1002.22,1004.29,2380000,56.9319
36.1413,477,-7477.22021484375,477,1594.55,2061.58,2385000,45.4168
21.4023,478,-5103.88232421875,478,4238.99,4247.65,2390000,42.8927
18.7633,479,-4282.51171875,479,4278.48,4338.47,2395000,41.796
17.1888,480,-4130.05615234375,480,4212.03,4288.16,2400000,41.1394
17.4908,481,-4188.2724609375,481,4222.84,4294.5,2405000,41.6553
18.9098,482,-4559.1904296875,482,4248.12,4291.61,2410000,41.935
18.5561,483,-4400.1640625,483,4214.0,4273.16,2415000,41.7631
52.6766,484,-6799.29345703125,484,4.42,5.75,2420000,52.0262
17.0575,485,-4256.3095703125,485,4209.23,4296.24,2425000,41.5484
25.8053,486,-6381.076171875,486,27.19,674.91,2430000,52.7005
17.5265,487,-4095.912841796875,487,4312.59,4395.65,2435000,41.2888
17.2113,488,-4380.91357421875,488,4256.64,4369.86,2440000,41.4193
18.9126,489,-4638.884765625,489,4216.15,4283.2,2445000,41.9422
16.3292,490,-4072.9169921875,490,4254.0,4257.07,2450000,41.4623
15.5321,491,-4052.244140625,491,4135.53,4182.3,2455000,41.2847
29.6391,492,-5299.26318359375,492,92.89,132.49,2460000,53.8322
34.6542,493,-7008.60498046875,493,120.11,825.69,2465000,54.1617
21.1986,494,-5780.81591796875,494,3489.07,3487.07,2470000,43.4922
47.1642,495,-8272.5927734375,495,1148.18,1003.13,2475000,47.2218
20.9712,496,-5266.72607421875,496,4129.07,4200.54,2480000,43.0656
32.9005,497,-7735.67236328125,497,78.02,226.93,2485000,54.2644
18.83,498,-3705.24169921875,498,4173.7,4244.34,2490000,41.2266
35.6484,499,-6793.5791015625,499,1000.09,1006.1,2495000,55.0077
19.5396,500,-4740.46533203125,500,3058.06,1019.09,2500000,42.4518
17.6734,501,-3717.36767578125,501,4235.64,4297.46,2505000,41.3841
16.9475,502,-4692.64013671875,502,4110.59,4197.2,2510000,41.4616
20.5,503,-6346.56982421875,503,2365.15,4067.56,2515000,43.1223
45.9473,504,-8764.6552734375,504,-4.62,-4.57,2520000,54.6825
41.0717,505,-8441.98046875,505,10.98,14.37,2525000,54.121
17.368,506,-4801.27978515625,506,4199.09,3768.55,2530000,41.4748
19.9364,507,-5903.5439453125,507,2714.32,4205.9,2535000,42.2667
18.3361,508,-4262.28369140625,508,4281.89,4373.53,2540000,41.5963
15.3649,509,-4460.3134765625,509,4202.6,4273.77,2545000,40.8586
16.8496,510,-4635.92333984375,510,4281.01,4348.89,2550000,41.0637
18.9515,511,-4954.94482421875,511,4250.95,4319.1,2555000,41.7546
16.9274,512,-5142.46728515625,512,4075.08,4131.13,2560000,42.4328
17.8053,513,-5006.9091796875,513,4131.37,4170.1,2565000,42.112
19.8065,514,-5227.25341796875,514,4205.31,4230.28,2570000,42.9635
15.5639,515,-5010.94140625,515,3177.83,4097.45,2575000,42.2718
26.4007,516,-5576.7265625,516,324.57,164.57,2580000,52.8192
21.1016,517,-5334.197265625,517,2324.85,4223.31,2585000,42.5558
22.9461,518,-5891.53955078125,518,1492.38,3040.67,2590000,43.5973
54.9519,519,-7530.18994140625,519,3.64,3.95,2595000,55.9012
37.1889,520,-5336.06591796875,520,27.39,22.72,2600000,54.6525
18.0956,521,-5179.54541015625,521,2943.14,3868.77,2605000,42.5841
31.4329,522,-4946.60302734375,522,-12.36,-20.96,2610000,54.338
29.9302,523,-5377.68896484375,523,4.42,402.76,2615000,53.5787
17.5343,524,-5074.0244140625,524,3982.02,4005.22,2620000,41.6342
17.1865,525,-4660.078125,525,4167.26,4187.56,2625000,41.7677
18.1249,526,-5356.7197265625,526,4009.1,4231.35,2630000,42.041
19.204,527,-4861.4560546875,527,3765.58,4149.79,2635000,42.3948
18.5943,528,-4858.5537109375,528,4071.69,4113.9,2640000,42.6409
17.9106,529,-4918.40283203125,529,4043.53,4069.35,2645000,42.7465
18.02,530,-5383.72119140625,530,4082.09,4090.9,2650000,41.6599
53.9558,531,-8111.6640625,531,4.98,5.36,2655000,56.6609
29.6436,532,-6829.2998046875,532,1727.17,1005.05,2660000,46.0778
32.7849,533,-6523.53857421875,533,-2.83,-12.49,2665000,52.7732
20.8955,534,-5524.994140625,534,3143.37,3979.77,2670000,42.7715
16.5499,535,-4964.6513671875,535,4082.57,4086.7,2675000,41.6873
15.2816,536,-5045.85546875,536,3951.47,3946.89,2680000,42.2158
47.6226,537,-7888.0302734375,537,4.64,3.26,2685000,55.3599
18.0647,538,-5145.25244140625,538,4091.95,4090.55,2690000,41.9427
32.3134,539,-6019.3720703125,539,-7.16,-11.91,2695000,51.7396
16.9296,540,-4929.62744140625,540,4110.91,4094.69,2700000,41.6064
15.1159,541,-4430.21826171875,541,4104.31,4114.12,2705000,40.8892
56.8182,542,-8213.6669921875,542,-4.43,-4.42,2710000,54.1398
29.1657,543,-6274.18798828125,543,2512.23,4178.22,2715000,42.6464
27.335,544,-5332.9765625,544,61.73,176.03,2720000,53.7522
16.6924,545,-4898.98388671875,545,3888.3,3907.26,2725000,41.9012
52.1211,546,-7368.5439453125,546,-3.11,-3.27,2730000,55.5696
29.178,547,-6035.1142578125,547,23.14,32.23,2735000,54.0348
28.2466,548,-5669.2978515625,548,107.59,478.24,2740000,53.784
16.8407,549,-4939.15576171875,549,3997.18,3980.76,2745000,41.6907
38.004,550,-5739.31640625,550,-5.68,-6.14,2750000,55.4988
31.9354,551,-8290.0947265625,551,904.71,1002.59,2755000,54.1314
31.3277,552,-5594.8427734375,552,33.31,55.01,2760000,54.1715
18.4454,553,-5127.513671875,553,4207.16,4171.58,2765000,41.5776
18.1223,554,-5171.9111328125,554,4102.11,4089.23,2770000,41.5291
39.8287,555,-8080.478515625,555,102.4,1270.41,2775000,45.2694
29.9037,556,-5023.822265625,556,9.58,8.88,2780000,54.6014
25.9101,557,-8507.0087890625,557,63.98,71.93,2785000,54.1411
16.5868,558,-5207.43359375,558,3909.34,3896.7,2790000,41.5961
30.3445,559,-6897.9365234375,559,22.48,20.1,2795000,54.1318
66.2054,560,-8698.212890625,560,-28.49,-26.15,2800000,56.1363
18.5201,561,-5473.09326171875,561,4002.0,3978.61,2805000,42.2342
16.8791,562,-4899.72119140625,562,4029.0,4026.19,2810000,41.5411
25.1813,563,-7058.51513671875,563,1878.44,123.54,2815000,43.8338
17.863,564,-5441.21728515625,564,4026.34,4006.47,2820000,41.5087
18.5965,565,-6777.2041015625,565,303.66,86.1,2825000,50.9328
20.3838,566,-5987.525390625,566,2001.11,4064.47,2830000,42.5916
14.8593,567,-4468.330078125,567,4055.91,4013.24,2835000,40.6418
22.0831,568,-6070.77392578125,568,3118.09,3627.32,2840000,44.0459
20.6562,569,-5739.94580078125,569,3536.62,1763.67,2845000,41.6253
36.4102,570,-8913.6298828125,570,137.47,-87.13,2850000,52.6645
17.8649,571,-5434.29931640625,571,3917.54,4118.68,2855000,41.0563
17.9135,572,-5726.1923828125,572,3424.3,3827.86,2860000,42.0167
16.915,573,-5326.67724609375,573,3985.13,4009.35,2865000,41.2535
15.0074,574,-4549.998046875,574,4162.86,4214.29,2870000,40.6029
63.6448,575,-9393.8212890625,575,3.6,3.05,2875000,56.3597
21.5879,576,-5384.3974609375,576,4110.51,4165.47,2880000,42.2974
51.8457,577,-9184.2216796875,577,290.97,371.36,2885000,55.1603
19.8421,578,-5970.32421875,578,2953.32,3854.57,2890000,41.7858
18.8256,579,-5661.27587890625,579,3961.04,4003.71,2895000,41.845
18.2506,580,-5435.01953125,580,4145.86,4159.63,2900000,41.6153
32.2358,581,-7508.7802734375,581,1676.68,2506.71,2905000,42.7946
49.8564,582,-8588.2275390625,582,56.12,989.89,2910000,53.143
17.5984,583,-5571.3251953125,583,3709.87,4011.03,2915000,41.7369
63.4199,584,-9561.328125,584,246.14,58.08,2920000,56.1759
18.2994,585,-5807.34521484375,585,4001.6,3986.68,2925000,42.016
71.2916,586,-9533.306640625,586,-2.93,-4.19,2930000,56.2238
41.296,587,-7859.62841796875,587,676.06,105.76,2935000,44.3496
19.9285,588,-5744.6376953125,588,4080.76,4098.2,2940000,42.0812
17.457,589,-5579.5185546875,589,3850.62,4061.19,2945000,41.7954
33.0413,590,-7880.4013671875,590,8.17,6.89,2950000,52.101
34.0602,591,-9374.1513671875,591,996.08,1000.63,2955000,54.7127
51.53,592,-9597.828125,592,342.15,1004.24,2960000,55.8682
38.3491,593,-9661.8095703125,593,999.25,1002.07,2965000,55.3548
41.7884,594,-9480.9267578125,594,700.63,992.86,2970000,55.0313
47.8171,595,-9479.046875,595,341.62,992.62,2975000,55.1068
18.2357,596,-5607.10791015625,596,4152.2,4193.95,2980000,41.4611
20.2068,597,-6022.78515625,597,4099.84,4070.26,2985000,41.9419
20.349,598,-6213.31103515625,598,4094.43,4088.96,2990000,43.1611
56.4211,599,-8873.0166015625,599,13.96,-9.45,2995000,53.9393
41.1107,600,-7771.86572265625,600,230.45,24.56,3000000,42.7999
32.8135,601,-9114.2607421875,601,889.96,999.65,3005000,53.2637
68.7205,602,-9437.24609375,602,-14.9,-13.86,3010000,56.5483
17.4,603,-6705.150390625,603,987.51,1844.05,3015000,43.4002
36.0702,604,-8746.86328125,604,1493.86,946.62,3020000,44.762
38.4677,605,-8617.521484375,605,14.57,13.6,3025000,51.2777
28.5174,606,-9411.626953125,606,1231.27,1003.86,3030000,49.7296
22.306,607,-6551.89697265625,607,3281.88,3685.8,3035000,41.7884
37.7815,608,-9431.9462890625,608,812.72,449.02,3040000,45.9059
57.389,609,-6843.8876953125,609,448.77,1003.2,3045000,50.5707
17.977,610,-5327.2626953125,610,4199.04,4229.39,3050000,41.0839
20.4253,611,-7878.20654296875,611,2707.79,2414.98,3055000,43.304
41.6223,612,-9886.8427734375,612,5.11,5.31,3060000,52.8074
35.7585,613,-9524.69921875,613,749.45,1009.96,3065000,54.7101
16.8857,614,-6007.3671875,614,3870.61,1007.73,3070000,41.5766
53.1485,615,-10340.6318359375,615,-3.41,-6.83,3075000,57.6908
17.045,616,-5616.91357421875,616,4032.24,4138.72,3080000,41.2238
17.079,617,-5272.17626953125,617,3945.74,4303.12,3085000,40.4464
17.3428,618,-7489.9697265625,618,5.53,12.94,3090000,44.0867
49.4551,619,-9935.326171875,619,-13.92,-10.55,3095000,55.6938
25.6923,620,-7797.74462890625,620,1049.42,921.76,3100000,42.2272
17.8179,621,-5673.53857421875,621,4205.74,4247.81,3105000,40.848
17.612,622,-5311.18408203125,622,4311.06,4366.16,3110000,40.7745
16.1134,623,-5550.40478515625,623,3971.88,4245.36,3115000,40.711
21.1402,624,-7187.30859375,624,1943.66,4006.79,3120000,42.0908
18.0115,625,-6015.96484375,625,3756.47,3676.93,3125000,42.1625
16.6966,626,-5745.95361328125,626,3972.35,4092.71,3130000,41.1513
15.351,627,-5246.37890625,627,4102.91,4330.71,3135000,40.3954
15.9871,628,-6572.34423828125,628,1816.75,2622.95,3140000,42.9058
24.8701,629,-5794.9853515625,629,2516.95,2531.31,3145000,43.2766
18.772,630,-5596.38330078125,630,4155.26,4296.94,3150000,41.6724
17.1632,631,-5831.49853515625,631,4085.84,4082.57,3155000,41.5505
22.2677,632,-6881.86279296875,632,1863.73,1881.52,3160000,42.5738
15.3838,633,-5460.1884765625,633,3003.99,4333.92,3165000,41.0876
16.5983,634,-5821.537109375,634,2648.74,3031.13,3170000,41.3181
16.0357,635,-5826.9541015625,635,2618.52,2260.88,3175000,41.1324
17.5822,636,-5094.1669921875,636,4239.36,4439.98,3180000,41.0374
16.2543,637,-5215.9111328125,637,4062.12,3823.09,3185000,41.2417
17.0544,638,-5737.2587890625,638,3430.69,3622.66,3190000,41.4268
17.7911,639,-5600.58203125,639,4066.48,4142.05,3195000,41.7601
17.7559,640,-5415.17529296875,640,4043.3,4109.96,3200000,41.9655
16.8018,641,-5692.75927734375,641,2678.14,4069.13,3205000,42.4968
30.4068,642,-8039.32373046875,642,1095.8,1004.22,3210000,50.0265
15.5301,643,-6476.10400390625,643,2788.69,3194.2,3215000,43.6297
15.695,644,-5172.7607421875,644,2898.52,2373.95,3220000,41.744
18.0452,645,-6898.83642578125,645,1630.48,1060.34,3225000,43.5193
16.6322,646,-5776.138671875,646,3918.42,3897.68,3230000,42.1671
18.2188,647,-5782.33154296875,647,4009.58,4016.23,3235000,41.9547
16.1858,648,-6042.6806640625,648,3611.03,4123.74,3240000,41.8381
17.4664,649,-6042.92578125,649,3950.15,3948.27,3245000,41.9752
17.2967,650,-6013.64990234375,650,3950.46,3988.47,3250000,41.6635
16.6757,651,-5951.044921875,651,4014.06,4149.09,3255000,42.128
15.3425,652,-5521.1484375,652,3875.6,4103.63,3260000,41.249
17.6076,653,-6111.0390625,653,3889.44,3963.17,3265000,41.4947
16.2497,654,-5217.61474609375,654,4029.81,4110.36,3270000,40.9773
15.6894,655,-5071.4580078125,655,3298.02,3989.92,3275000,41.0521
15.2388,656,-5550.5810546875,656,3531.55,4097.32,3280000,41.2127
19.0062,657,-6560.72607421875,657,4017.54,4035.44,3285000,42.1826
18.3814,658,-6499.4794921875,658,4037.79,4061.61,3290000,41.8578
18.8026,659,-6486.12353515625,659,4086.6,4115.01,3295000,42.2986
18.1053,660,-6515.08251953125,660,4067.92,4082.58,3300000,42.2905
17.5632,661,-6169.2685546875,661,4098.11,4125.68,3305000,41.8411
16.4186,662,-5883.32568359375,662,4032.25,4062.86,3310000,41.2179
17.5761,663,-6259.18115234375,663,3998.42,4034.26,3315000,41.7759
18.5875,664,-6212.38427734375,664,4055.0,4066.07,3320000,41.6725
17.9677,665,-5834.70751953125,665,4106.18,4127.84,3325000,41.8196
17.6619,666,-5903.3134765625,666,4064.65,4071.45,3330000,41.6693
16.9556,667,-5914.61572265625,667,4055.07,4047.95,3335000,41.9282
14.6999,668,-5837.279296875,668,3583.86,3939.41,3340000,42.0314
14.9675,669,-5583.38525390625,669,3887.08,4060.64,3345000,41.4489
16.0845,670,-5911.58837890625,670,3782.04,4030.35,3350000,41.5397
36.2241,671,-10308.978515625,671,63.5,82.18,3355000,51.9992
20.0829,672,-6660.8662109375,672,4043.72,4048.38,3360000,42.5132
39.0516,673,-9400.390625,673,740.2,1925.04,3365000,45.9063
32.6993,674,-8571.5283203125,674,0.07,-0.09,3370000,50.2333
18.4289,675,-6602.7646484375,675,1188.09,933.38,3375000,43.0749
28.6222,676,-8139.29736328125,676,1.38,-3.66,3380000,53.9786
17.3677,677,-6462.3681640625,677,3995.69,4023.97,3385000,42.7608
16.0886,678,-6005.01904296875,678,4064.32,4111.81,3390000,41.4135
13.9745,679,-6870.2060546875,679,2839.23,3958.78,3395000,42.2212
26.5049,680,-7629.03564453125,680,2655.83,2645.46,3400000,43.2843
19.2552,681,-6646.13671875,681,3835.73,3964.85,3405000,42.1451
16.428,682,-5879.33154296875,682,3971.3,4027.48,3410000,41.5774
14.4212,683,-5681.8564453125,683,3872.44,3927.31,3415000,41.7809
19.1678,684,-6498.39208984375,684,4269.67,4320.25,3420000,41.9011
18.2469,685,-6796.5419921875,685,4180.68,4183.1,3425000,42.2218
19.4778,686,-7129.0419921875,686,4139.77,4161.77,3430000,42.5186
19.6819,687,-6861.3798828125,687,4172.05,4210.95,3435000,42.505
19.6055,688,-6904.501953125,688,4160.92,4176.99,3440000,43.0492
19.338,689,-6929.04833984375,689,4147.35,4167.87,3445000,42.3022
20.0978,690,-6938.4189453125,690,4154.58,4154.28,3450000,42.738
19.5711,691,-6894.75390625,691,4152.48,4154.67,3455000,42.718
20.1455,692,-6893.81591796875,692,4163.88,4174.47,3460000,42.3391
15.4145,693,-6418.1728515625,693,3545.5,4025.47,3465000,41.9537
18.9196,694,-6713.85107421875,694,4039.25,4124.52,3470000,42.4937
15.6581,695,-6318.22021484375,695,3903.55,4119.77,3475000,41.5348
20.4319,696,-7879.12939453125,696,2414.73,3442.88,3480000,43.3648
17.0609,697,-6804.0673828125,697,3835.58,4256.13,3485000,41.362
17.8337,698,-6765.02880859375,698,3979.23,4048.97,3490000,41.2273
17.5227,699,-6659.60400390625,699,4077.45,4073.65,3495000,41.267
16.606,700,-6124.77099609375,700,3984.88,4140.51,3500000,41.5972
19.9286,701,-6777.5751953125,701,4256.72,4259.53,3505000,41.8691
19.7765,702,-6986.896484375,702,4000.0,4063.55,3510000,42.1118
22.4294,703,-6668.3720703125,703,4072.91,4170.12,3515000,42.4607
19.2621,704,-6790.8681640625,704,4086.51,4099.81,3520000,42.0442
19.4728,705,-7042.88720703125,705,4081.79,4161.33,3525000,41.6116
18.0174,706,-6570.36572265625,706,4072.74,4223.88,3530000,42.0558
89.8811,707,-11069.9150390625,707,598.05,61.52,3535000,47.0261
24.336,708,-9937.9677734375,708,10.88,10.03,3540000,52.0185
20.4745,709,-7011.548828125,709,4061.77,4115.22,3545000,42.8717
17.4599,710,-6622.37353515625,710,4044.8,4178.23,3550000,41.5473
17.6668,711,-6472.1982421875,711,3775.9,4333.79,3555000,40.8206
21.8292,712,-6919.7939453125,712,4043.86,4251.75,3560000,42.5011
30.3272,713,-9513.6513671875,713,433.68,1697.62,3565000,45.1994
19.6524,714,-6837.89453125,714,4223.53,4247.01,3570000,41.8509
19.8431,715,-6944.20361328125,715,4200.68,4235.61,3575000,41.7626
45.9999,716,-9469.712890625,716,1.94,1.97,3580000,53.9305
27.2189,717,-9377.3974609375,717,58.9,125.85,3585000,52.1268
19.6831,718,-7142.33154296875,718,3031.4,4110.2,3590000,41.4775
109.0317,719,-11956.82421875,719,-4.36,-4.41,3595000,56.1525
19.7627,720,-6581.29345703125,720,4324.83,4370.44,3600000,41.1938
18.5837,721,-6680.8525390625,721,4224.63,4334.51,3605000,41.0923
31.8277,722,-8930.439453125,722,-25.23,-23.03,3610000,50.9978
30.2699,723,-6721.4501953125,723,50.98,81.39,3615000,53.1406
20.3048,724,-7725.4404296875,724,2760.41,3808.94,3620000,42.2194
26.3287,725,-8216.9462890625,725,1948.44,4378.09,3625000,42.9443
15.7836,726,-6159.73876953125,726,4217.53,4308.75,3630000,40.4293
20.1258,727,-7927.14501953125,727,966.96,939.91,3635000,43.124
