Reward Loss,Itration,Running Update Time,Real Sto Return,Running Forward KL,Real Det Return,Running Env Steps,Running Reverse KL
-1898.529052734375,47,47,3641.43,70.1418,3662.39,235000,45.3861
-1887.275146484375,48,48,3300.46,72.092,3828.39,240000,51.8193
-2016.6492919921875,49,49,2645.33,70.3811,3472.16,245000,46.4809
-1925.87109375,50,50,3045.81,70.0539,3415.27,250000,48.8926
-2063.876220703125,51,51,1774.9,70.7261,2282.31,255000,47.2323
-2061.0234375,52,52,2789.98,72.2653,3420.93,260000,53.28
-2133.5478515625,53,53,3289.14,69.5656,4166.82,265000,43.6926
-2071.599853515625,54,54,3381.01,76.5381,4041.61,270000,57.3637
-2138.740966796875,55,55,2360.51,69.9753,3857.59,275000,48.1168
-2258.18212890625,56,56,2928.98,71.5231,3693.62,280000,51.4987
-2267.681640625,57,57,3922.11,74.519,4391.06,285000,54.7164
-2388.452880859375,58,58,3670.62,71.9147,4319.51,290000,52.1052
-2394.100341796875,59,59,3718.44,71.9093,3360.93,295000,50.8998
-2418.8046875,60,60,3274.2,75.9959,4697.61,300000,54.9712
-2467.743408203125,61,61,2916.3,73.3093,3292.62,305000,54.0093
-2476.16357421875,62,62,4057.01,79.9805,4859.37,310000,69.2691
-2574.51806640625,63,63,4373.45,75.1161,4902.61,315000,63.5094
-2756.23681640625,64,64,4008.68,69.9084,4669.6,320000,45.1623
-2694.529541015625,65,65,4399.61,74.6268,4679.24,325000,61.7703
-2768.85693359375,66,66,2492.11,69.9388,2639.5,330000,49.0279
-2713.706298828125,67,67,3091.15,71.7444,4926.25,335000,54.1848
-2904.094482421875,68,68,2848.33,68.5708,4192.93,340000,43.0713
-2933.6435546875,69,69,3912.69,70.8271,5190.35,345000,56.1794
-2972.2470703125,70,70,3647.57,68.893,4385.65,350000,48.2794
-3053.72119140625,71,71,4356.79,69.336,4844.58,355000,52.7583
-3103.01904296875,72,72,4146.14,82.8772,4737.36,360000,64.8722
-3230.95263671875,73,73,4155.14,71.4065,4522.24,365000,49.9157
-3390.117431640625,74,74,4506.11,73.272,4001.96,370000,57.8007
-3254.695068359375,75,75,3320.65,80.8994,5195.76,375000,64.1962
-3403.392333984375,76,76,4879.43,81.2448,5378.56,380000,69.4109
-3526.0390625,77,77,4373.94,81.355,5400.98,385000,67.9473
-3485.21826171875,78,78,3813.27,71.3218,4779.44,390000,56.552
-3639.12255859375,79,79,4797.41,75.1714,5155.84,395000,63.7163
-3731.410888671875,80,80,4867.93,71.0484,4986.63,400000,52.4577
-3737.9140625,81,81,4957.81,72.7663,5108.1,405000,59.0473
-3858.191162109375,82,82,5016.08,74.3257,5128.78,410000,62.5442
-3997.3662109375,83,83,4643.09,80.993,5310.85,415000,66.6065
-4013.127197265625,84,84,4467.01,73.7401,5431.16,420000,59.5389
-3931.95556640625,85,85,4836.61,70.6618,5272.07,425000,52.1899
-4154.78076171875,86,86,4376.1,80.154,4875.75,430000,63.1632
-4237.93701171875,87,87,4982.24,74.2163,5531.31,435000,59.2136
-4295.72802734375,88,88,4495.39,81.3546,4989.24,440000,64.3015
-4406.0126953125,89,89,4963.4,73.5526,5287.34,445000,60.8662
-4446.140625,90,90,4143.99,72.8509,4695.86,450000,59.8188
-4609.02490234375,91,91,4788.12,78.7562,5412.17,455000,62.0759
-4706.67578125,92,92,4789.38,73.8783,5529.52,460000,60.0402
-4748.98095703125,93,93,4431.03,79.9242,5646.23,465000,65.4038
-4851.60986328125,94,94,4630.75,75.9844,5599.59,470000,62.1361
-4893.30322265625,95,95,4335.27,81.437,5110.01,475000,67.956
-4872.83642578125,96,96,4415.11,71.4699,5131.17,480000,54.0178
-4933.87060546875,97,97,4770.41,71.7268,5478.17,485000,58.6957
-5356.4130859375,98,98,5139.26,84.0658,5700.2,490000,67.7946
-5062.97216796875,99,99,4475.67,71.5596,4853.97,495000,54.9722
-5321.751953125,100,100,3979.78,82.1284,5544.72,500000,68.0503
-5388.77783203125,101,101,4260.66,77.2766,4647.51,505000,62.6632
-5530.4794921875,102,102,4650.26,78.4245,5409.57,510000,65.4805
-5475.15283203125,103,103,4601.07,74.0735,4849.28,515000,59.376
-5736.63427734375,104,104,5146.38,74.9477,5166.63,520000,63.9211
-5865.53173828125,105,105,5275.7,74.2195,5219.34,525000,62.2474
-5997.94091796875,106,106,4726.34,74.7169,5165.07,530000,57.3479
-6123.9228515625,107,107,4874.73,79.9794,5411.79,535000,64.2861
-6253.81396484375,108,108,4993.43,84.2947,5413.73,540000,69.7177
-6392.9150390625,109,109,4248.14,80.9941,5008.97,545000,64.1099
-6289.365234375,110,110,4055.32,75.6555,5405.55,550000,62.1769
-6383.32421875,111,111,4652.91,74.1014,5267.91,555000,60.6823
-6765.0244140625,112,112,4548.89,83.9995,5254.26,560000,69.3363
-6715.29638671875,113,113,4944.26,80.2843,5470.58,565000,66.2459
-7026.81396484375,114,114,5105.26,83.8341,5660.23,570000,69.3458
-6837.3759765625,115,115,4010.13,73.7613,5275.97,575000,57.7289
-7054.408203125,116,116,5377.9,73.5825,5761.69,580000,62.7003
-7262.8818359375,117,117,4661.9,72.6798,5753.39,585000,61.4413
-7363.78271484375,118,118,5380.85,81.0704,4747.77,590000,65.6525
-7240.0859375,119,119,4909.1,72.4284,5678.49,595000,61.295
-7373.28955078125,120,120,5326.44,72.5909,5599.82,600000,59.4533
-7573.98486328125,121,121,5218.5,72.1515,5448.48,605000,59.6875
-8138.9326171875,122,122,4812.78,83.1426,5779.44,610000,69.2913
-8058.79150390625,123,123,5134.94,78.4367,5332.74,615000,67.7379
-7354.8720703125,124,124,4666.64,69.1514,5196.67,620000,51.3118
-8296.0927734375,125,125,4782.99,80.1124,5547.83,625000,65.7118
-7976.3681640625,126,126,4833.13,72.8764,5452.7,630000,59.7171
-8777.75390625,127,127,5095.57,81.876,5590.7,635000,68.3813
-8759.2421875,128,128,5472.3,83.1668,5726.49,640000,72.9259
-9149.248046875,129,129,4547.31,85.7467,5328.73,645000,71.2993
-9062.193359375,130,130,4758.83,81.9158,5098.95,650000,69.9986
-9229.94140625,131,131,5355.75,82.3708,5539.66,655000,68.6248
-9249.173828125,132,132,4904.33,83.1655,5469.98,660000,68.3665
-8719.4990234375,133,133,4720.58,71.9909,5477.65,665000,55.3636
-9539.423828125,134,134,5020.69,75.4761,5434.13,670000,63.6818
-9651.466796875,135,135,5482.57,76.4699,5898.29,675000,67.7475
-10182.849609375,136,136,5250.05,85.0562,5883.67,680000,70.7565
-9864.361328125,137,137,5238.9,76.2401,6040.33,685000,63.9712
-10062.6435546875,138,138,4263.64,83.1312,5291.13,690000,71.3673
-10332.5234375,139,139,5255.7,77.01,5298.1,695000,65.7402
-10569.7080078125,140,140,4894.32,84.9606,5876.48,700000,71.6006
-10765.67578125,141,141,4743.01,86.4763,5807.03,705000,72.8934
-10676.052734375,142,142,5484.56,78.1981,5639.58,710000,68.8519
-10724.39453125,143,143,4608.9,85.668,5228.33,715000,72.795
-11449.8623046875,144,144,5190.55,83.8316,6028.19,720000,71.2002
-11326.826171875,145,145,5000.52,76.4024,5801.37,725000,70.1836
-11595.365234375,146,146,5119.7,81.6183,5921.55,730000,70.0575
-12023.7587890625,147,147,5459.56,83.4575,5695.81,735000,70.9092
-12094.2666015625,148,148,5433.34,84.7725,5932.55,740000,75.4943
-12054.3623046875,149,149,4867.48,82.6359,5180.8,745000,69.8391
-11731.01953125,150,150,5150.58,76.2824,5206.95,750000,65.5475
-12577.767578125,151,151,5512.3,85.1198,5899.08,755000,73.2454
-12481.29296875,152,152,5113.94,83.2634,5905.01,760000,70.9109
-13094.828125,153,153,5022.25,82.5194,5528.79,765000,69.3341
-13350.80078125,154,154,5121.28,81.7817,5714.36,770000,71.3196
-13202.5888671875,155,155,5113.58,81.0041,5539.67,775000,66.4279
-12992.3837890625,156,156,5202.99,75.5601,5591.04,780000,64.0061
-13593.697265625,157,157,5532.81,85.6857,5708.67,785000,75.8994
-13457.7900390625,158,158,4903.62,74.5134,6078.06,790000,64.0928
-13176.7001953125,159,159,5184.47,73.8308,5895.04,795000,60.9747
-14497.9921875,160,160,5469.73,84.6034,5484.55,800000,73.4137
-14378.6005859375,161,161,5039.01,79.4171,5719.82,805000,69.9268
-14848.392578125,162,162,5075.75,84.248,5572.0,810000,70.9587
-14422.76953125,163,163,4778.82,81.6889,5567.38,815000,69.6979
-15284.5283203125,164,164,5636.71,82.1329,6138.08,820000,70.7171
-15587.0791015625,165,165,4615.25,84.8116,5597.56,825000,73.0253
-14371.27734375,166,166,4835.68,74.7819,5889.83,830000,61.4907
-15641.4638671875,167,167,5385.66,81.4722,5779.36,835000,71.6805
-15698.587890625,168,168,5602.07,75.2908,6012.84,840000,66.5547
-16040.77734375,169,169,5167.22,76.8424,5703.58,845000,68.623
-15608.0498046875,170,170,4556.64,75.1398,5049.57,850000,65.785
-16615.576171875,171,171,5528.6,84.2391,4974.59,855000,70.511
-15950.2607421875,172,172,4639.37,74.7588,5843.63,860000,64.2687
-17453.30859375,173,173,5063.45,84.3567,5916.05,865000,75.8598
-17490.005859375,174,174,5060.47,83.0596,5696.32,870000,69.0708
-17389.61328125,175,175,5171.07,77.4031,5574.31,875000,68.9655
-17874.724609375,176,176,5443.57,83.5678,5486.99,880000,72.2435
-18071.978515625,177,177,5419.66,84.9087,5969.96,885000,72.7382
-18439.578125,178,178,5518.22,82.9771,5577.78,890000,72.3922
-18997.6484375,179,179,5458.17,85.97,5984.36,895000,76.1756
-19105.41796875,180,180,5327.38,85.3085,5754.96,900000,74.3193
-16771.78515625,181,181,5290.47,69.8312,5916.67,905000,54.9661
-19291.720703125,182,182,5339.42,81.7471,5736.68,910000,70.6538
-19134.98046875,183,183,5596.07,75.9241,5908.22,915000,67.7393
-20083.369140625,184,184,4919.67,83.9258,6054.35,920000,73.6034
-17909.33984375,185,185,5320.1,71.4562,6029.89,925000,58.4351
-20028.869140625,186,186,5467.89,78.7878,5954.58,930000,69.8881
-19855.6953125,187,187,5500.61,75.3295,6014.81,935000,67.088
-19955.361328125,188,188,5057.52,75.3078,5958.07,940000,67.2015
-21392.3203125,189,189,5452.93,83.5351,5991.89,945000,76.8151
-21602.16796875,190,190,5484.94,86.0441,5883.38,950000,77.9295
-20841.37890625,191,191,5601.52,75.5223,5509.9,955000,66.175
-21953.1328125,192,192,4118.23,84.4156,4831.11,960000,77.1182
-22802.244140625,193,193,5392.77,82.8042,6028.76,965000,76.1493
-22961.517578125,194,194,5696.17,84.2022,6166.25,970000,76.5365
-22594.384765625,195,195,5286.06,83.8004,5855.44,975000,72.6635
-23336.970703125,196,196,5322.52,84.307,5963.58,980000,74.62
-23529.08203125,197,197,5347.89,86.6472,6003.98,985000,76.0912
-22032.03515625,198,198,5314.21,71.7116,6119.43,990000,65.2357
-24236.033203125,199,199,5349.42,82.8898,5738.59,995000,73.1585
-23294.748046875,200,200,5029.94,76.2587,5874.57,1000000,68.0455
-23995.998046875,201,201,4607.44,84.4134,6009.83,1005000,73.3134
-23227.1171875,202,202,4970.06,73.6329,6143.82,1010000,66.252
-24075.8203125,203,203,4775.56,75.2205,5859.6,1015000,66.8876
-25091.841796875,204,204,5403.29,77.4412,6000.7,1020000,73.0375
-25141.87109375,205,205,5505.77,78.4573,6094.57,1025000,71.6955
-24803.8203125,206,206,5310.9,74.9899,5790.32,1030000,67.7001
-25688.01953125,207,207,5198.15,83.6238,5942.1,1035000,72.1062
-26782.99609375,208,208,5371.6,84.0711,5616.46,1040000,75.8646
-26594.283203125,209,209,4455.65,83.6792,5502.35,1045000,73.7333
-27453.525390625,210,210,5022.19,83.2955,5880.66,1050000,71.5324
-27619.0546875,211,211,5058.99,81.0855,6110.45,1055000,71.9881
-27723.896484375,212,212,5499.12,82.8268,6065.6,1060000,74.8642
-28012.01953125,213,213,4689.99,83.1392,5249.32,1065000,73.6712
-28398.533203125,214,214,4848.48,82.9113,6067.56,1070000,73.1992
-28823.771484375,215,215,4719.53,82.4814,6136.42,1075000,73.8134
-29580.248046875,216,216,5555.35,83.8582,5704.96,1080000,73.8212
-29473.5625,217,217,5561.4,81.7475,5840.85,1085000,74.0633
-29840.46484375,218,218,5186.11,81.7089,6100.48,1090000,73.9232
-29377.08203125,219,219,5287.34,73.6995,6130.24,1095000,67.5152
-31050.037109375,220,220,5416.82,82.1189,5831.65,1100000,75.5113
-31251.9453125,221,221,5605.07,82.3114,5836.85,1105000,71.8162
-31385.845703125,222,222,5702.59,83.499,5562.47,1110000,71.6248
-31409.669921875,223,223,4871.72,81.5295,5964.97,1115000,72.0187
-31944.953125,224,224,5040.43,83.3584,5641.78,1120000,76.4197
-31338.50390625,225,225,5571.93,77.0725,6140.09,1125000,68.2612
-32870.99609375,226,226,5514.4,83.4478,6176.62,1130000,73.2434
-30881.79296875,227,227,5208.66,72.4771,5945.97,1135000,65.1352
-33986.3515625,228,228,4934.22,83.6318,6146.86,1140000,73.7435
-34178.1875,229,229,5450.59,83.029,6194.34,1145000,74.0493
-34588.16796875,230,230,5384.74,82.8489,6025.4,1150000,73.8737
-32760.939453125,231,231,5371.96,72.8057,5847.25,1155000,67.3911
-35250.1328125,232,232,5576.63,82.6367,6209.44,1160000,74.4505
-35083.9453125,233,233,5474.51,83.3995,5903.67,1165000,74.8638
-36157.328125,234,234,5601.94,82.2612,5833.72,1170000,75.6042
-35865.21875,235,235,5693.49,81.2717,5832.66,1175000,71.1272
-35879.2421875,236,236,5536.22,82.5597,5852.54,1180000,71.4912
-35814.140625,237,237,5778.18,76.2963,6164.52,1185000,71.3691
-35218.875,238,238,5216.33,73.885,6072.27,1190000,66.7704
-37471.1953125,239,239,5188.96,81.4627,5533.99,1195000,71.6945
-37912.44921875,240,240,5282.26,83.8014,6215.29,1200000,74.063
-37003.98046875,241,241,5350.54,76.3183,6161.8,1205000,69.0736
-38200.28515625,242,242,5439.05,83.2764,5521.25,1210000,73.6182
-38094.7109375,243,243,5320.64,84.3278,5372.02,1215000,74.1256
-35124.8828125,244,244,5192.81,71.9284,6024.87,1220000,61.8747
-39422.5703125,245,245,5394.92,84.084,6060.07,1225000,76.6316
-39073.83984375,246,246,5562.96,82.2074,5840.38,1230000,72.6095
-39033.7890625,247,247,5139.81,83.3743,6113.45,1235000,70.7496
-39585.6015625,248,248,5112.72,81.0106,6149.97,1240000,70.6151
-39726.15625,249,249,5484.53,82.7151,6064.32,1245000,73.5151
-39760.375,250,250,5305.02,81.8434,6107.69,1250000,70.2988
-40839.26171875,251,251,5729.49,82.6517,5907.4,1255000,72.1816
-40704.42578125,252,252,4909.25,84.6017,6121.02,1260000,73.4517
-40794.79296875,253,253,5471.53,80.3463,6101.64,1265000,70.792
-41437.6328125,254,254,5100.88,82.6744,6141.5,1270000,73.2859
-42230.0625,255,255,5191.51,80.6936,6198.46,1275000,71.358
-41978.359375,256,256,5423.47,80.9795,5950.37,1280000,67.6891
-42363.3125,257,257,4579.42,82.5457,5770.99,1285000,71.709
-41979.96875,258,258,4948.82,80.7783,6133.8,1290000,68.1998
-42779.625,259,259,5211.27,81.8896,6161.73,1295000,71.8764
-43231.40625,260,260,5184.11,82.9662,6118.75,1300000,71.6181
-41570.296875,261,261,5418.68,73.8351,6013.0,1305000,63.9194
-43699.69921875,262,262,4755.67,82.1641,6199.15,1310000,70.8253
-43681.5859375,263,263,5019.77,79.4662,6133.3,1315000,69.191
-41530.01953125,264,264,5634.56,73.479,5883.52,1320000,64.1547
-43783.515625,265,265,5235.01,82.397,5618.41,1325000,68.5161
-44533.6640625,266,266,5394.84,79.0994,6215.37,1330000,70.2172
-44698.25390625,267,267,5526.66,80.4633,6287.18,1335000,68.1881
-42970.0546875,268,268,4968.4,74.0676,6073.9,1340000,63.8774
-45403.90625,269,269,5630.05,80.2915,6190.0,1345000,69.4787
-46287.92578125,270,270,5024.31,82.3749,5821.01,1350000,70.4392
-44071.7265625,271,271,5696.72,73.1927,6264.68,1355000,62.2736
-46291.4921875,272,272,5524.54,80.3329,5608.8,1360000,70.9417
-47094.05859375,273,273,5168.98,80.6842,6268.58,1365000,73.075
-46527.7890625,274,274,4846.89,80.7084,6297.92,1370000,67.7048
-46588.59375,275,275,4610.94,82.0951,6094.32,1375000,67.5165
-47143.5703125,276,276,4692.17,81.225,5583.91,1380000,72.0414
-43447.7578125,277,277,5572.57,70.9928,6298.04,1385000,59.601
-46263.2578125,278,278,5536.36,74.5428,6258.28,1390000,66.3407
-46002.390625,279,279,4830.13,72.6462,5889.77,1395000,65.8301
-46301.953125,280,280,5291.76,75.6141,5736.72,1400000,67.1255
-47359.48046875,281,281,4754.71,74.002,6355.43,1405000,63.869
-48096.0390625,282,282,4901.61,79.3895,5907.32,1410000,66.3601
-48773.08984375,283,283,4593.48,78.9854,5975.21,1415000,66.9887
-48411.65234375,284,284,4893.8,80.9413,6303.13,1420000,65.2521
-48080.19921875,285,285,4647.98,75.0327,5422.66,1425000,68.0324
-49203.14453125,286,286,4485.91,75.4757,6267.05,1430000,66.9331
-49547.296875,287,287,4960.47,80.1683,5787.09,1435000,68.2832
-49748.390625,288,288,5702.84,81.5888,6229.01,1440000,72.7951
-49246.72265625,289,289,3999.9,79.3287,5825.81,1445000,66.926
-46740.88671875,290,290,5400.29,70.4659,6305.68,1450000,56.6063
-50370.2265625,291,291,5263.92,80.8372,5821.94,1455000,67.3653
-50448.83984375,292,292,4783.58,80.3527,5645.05,1460000,69.2026
-50959.296875,293,293,5185.08,79.2475,6277.19,1465000,70.728
-49488.77734375,294,294,5035.76,76.0429,6219.58,1470000,66.6508
-51359.27734375,295,295,4610.56,80.6787,5993.89,1475000,69.28
-49943.1875,296,296,5501.71,76.5488,5833.32,1480000,68.8303
-51535.3125,297,297,4621.99,78.6992,6258.37,1485000,71.1668
-45205.2265625,298,298,5000.77,69.4479,6209.57,1490000,54.6891
-51483.015625,299,299,4772.61,80.5128,5517.63,1495000,70.374
-51412.70703125,300,300,4918.64,81.1226,5783.46,1500000,67.2221
-48435.765625,301,301,4978.92,73.5165,5941.79,1505000,65.2856
-43204.68359375,302,302,4517.25,68.098,5925.83,1510000,49.4171
-52342.390625,303,303,5321.3,78.3891,6312.36,1515000,68.15
-52657.52734375,304,304,4907.11,78.9223,6227.41,1520000,67.3454
-49827.87890625,305,305,5357.45,72.84,6222.93,1525000,65.1375
-53922.9453125,306,306,4973.48,81.0976,6252.52,1530000,74.0949
-53317.82421875,307,307,5408.4,81.4087,5778.15,1535000,74.3785
-52052.08984375,308,308,5742.41,75.0731,6074.91,1540000,67.3846
-50148.22265625,309,309,4861.26,72.9605,5887.06,1545000,64.5647
-53933.12109375,310,310,5709.19,79.4491,6032.02,1550000,69.5996
-53925.66796875,311,311,5270.99,81.3446,6176.81,1555000,71.258
-54763.74609375,312,312,4605.71,82.1225,5993.23,1560000,73.6899
-54130.33203125,313,313,4840.91,81.2049,6282.71,1565000,70.694
-54978.453125,314,314,5321.82,79.4561,6258.06,1570000,69.4204
-55180.265625,315,315,5440.79,80.1708,6292.74,1575000,73.6009
-54771.09765625,316,316,5049.54,81.9457,4916.24,1580000,71.4662
-49274.66796875,317,317,4907.42,70.8136,5323.51,1585000,57.6593
-53048.703125,318,318,4902.53,74.3873,6183.17,1590000,65.3355
-55546.6015625,319,319,4936.71,81.6937,6207.88,1595000,73.9986
-52072.9140625,320,320,5329.07,74.4426,5861.0,1600000,64.8596
-52771.5859375,321,321,4697.01,74.8309,5490.68,1605000,65.0462
-56199.75390625,322,322,5496.09,82.9803,6261.36,1610000,74.0171
-55371.05078125,323,323,5289.63,76.5985,5855.29,1615000,69.2648
-52137.13671875,324,324,4724.29,71.0927,5217.38,1620000,63.3444
-57139.24609375,325,325,5232.5,80.6137,6041.25,1625000,73.1352
-56333.75390625,326,326,5147.32,79.6315,6012.21,1630000,69.6929
-56385.39453125,327,327,5402.15,81.3897,5933.51,1635000,71.8424
-56866.4375,328,328,4904.99,81.3217,6040.21,1640000,70.8794
-57442.5625,329,329,5005.48,79.6724,5867.45,1645000,71.427
-49549.6875,330,330,4889.68,69.513,5938.02,1650000,54.2702
-53678.890625,331,331,5281.07,71.8427,5550.19,1655000,61.576
-57845.7265625,332,332,4828.23,83.1733,6227.9,1660000,74.3549
-55654.34375,333,333,4995.6,74.5883,5821.1,1665000,66.5055
-58327.046875,334,334,5247.53,81.0877,6117.34,1670000,72.169
-58350.27734375,335,335,5254.1,80.9495,6049.08,1675000,71.5525
-58121.71484375,336,336,4610.74,80.2054,5749.08,1680000,73.0285
-58616.24609375,337,337,5748.64,84.0038,6066.48,1685000,72.9494
-54797.0859375,338,338,5387.58,72.712,6281.66,1690000,63.0077
-57746.44140625,339,339,5425.29,75.954,5887.04,1695000,70.5513
-58804.2734375,340,340,5580.82,79.8846,6040.11,1700000,68.8807
-56242.67578125,341,341,4638.54,72.8047,6078.32,1705000,65.1583
-58977.51953125,342,342,5466.03,80.1272,5927.04,1710000,72.1947
-59197.48046875,343,343,5036.25,79.9285,5985.69,1715000,69.4777
-60141.69140625,344,344,5330.99,81.7277,5857.16,1720000,74.5085
-59307.53125,345,345,5217.46,80.4189,6333.49,1725000,73.922
-57852.4453125,346,346,5202.89,74.449,6065.13,1730000,66.9667
-60217.66796875,347,347,5731.66,79.7534,6285.06,1735000,72.8711
-60341.73828125,348,348,5572.34,80.8591,6087.52,1740000,74.3903
-60701.41015625,349,349,5792.66,81.1189,6396.14,1745000,73.6535
-60059.61328125,350,350,5454.19,81.4271,6344.57,1750000,71.2237
-59921.890625,351,351,5662.55,82.69,6299.79,1755000,71.9136
-61092.4609375,352,352,4881.52,83.4118,6353.05,1760000,73.3424
-60430.2109375,353,353,5371.33,82.6347,5988.59,1765000,72.4336
-61631.3828125,354,354,5215.34,81.6576,6195.17,1770000,73.5803
-61023.796875,355,355,5444.87,82.3197,5581.17,1775000,75.8311
-61184.6796875,356,356,5390.91,83.541,6275.92,1780000,74.0802
-61166.953125,357,357,4621.71,83.0832,5953.26,1785000,77.3963
-61123.5859375,358,358,4970.31,78.6183,6354.81,1790000,72.4695
-58269.68359375,359,359,5694.97,74.4817,6439.23,1795000,68.3024
-62007.17578125,360,360,5868.61,82.673,6031.51,1800000,74.8733
-61641.55859375,361,361,5527.98,83.6872,6099.31,1805000,76.1734
-62160.71484375,362,362,5914.11,83.4247,6070.27,1810000,75.9389
-62707.19140625,363,363,5621.48,84.4318,6022.99,1815000,76.7384
-62131.73828125,364,364,5624.46,82.3023,6420.52,1820000,71.3887
-62379.16796875,365,365,5339.11,82.2095,6160.22,1825000,73.1098
-61041.00390625,366,366,5345.45,76.3351,6044.05,1830000,70.1509
-63024.43359375,367,367,5270.22,83.1634,6077.39,1835000,75.0523
-62363.6015625,368,368,5221.72,83.2162,6379.19,1840000,72.2886
-61815.109375,369,369,4730.81,78.8056,6367.34,1845000,72.8697
-63131.296875,370,370,5544.45,85.6899,6041.11,1850000,75.8703
-63038.92578125,371,371,5515.08,81.9755,6396.7,1855000,73.6395
-63731.5859375,372,372,5286.78,84.7969,6354.24,1860000,75.6866
-61078.21875,373,373,5263.98,75.4159,6370.93,1865000,68.6675
-60756.9296875,374,374,4749.08,77.6419,6307.17,1870000,70.9048
-63895.71875,375,375,5467.15,85.2102,6095.44,1875000,74.952
-63920.41015625,376,376,5816.26,84.9172,6098.36,1880000,77.0844
-64714.96875,377,377,5692.01,84.6475,6411.02,1885000,76.4861
-61971.76171875,378,378,5530.48,76.4567,5575.63,1890000,70.8081
-63745.703125,379,379,4846.67,83.0397,6024.49,1895000,74.3286
-56343.0859375,380,380,5380.79,72.8589,6359.71,1900000,61.0469
-64168.8828125,381,381,5447.21,83.47,6401.6,1905000,73.1194
-64498.48828125,382,382,4814.23,82.1796,6336.13,1910000,74.8284
-64641.33203125,383,383,5856.59,83.2495,6156.61,1915000,73.255
-64162.19921875,384,384,5026.51,80.8718,5779.41,1920000,72.515
-65127.46875,385,385,5178.87,83.7358,5930.9,1925000,75.9736
-64955.0703125,386,386,4715.16,84.3864,5669.51,1930000,74.0331
-64920.703125,387,387,4712.09,83.2083,5791.74,1935000,73.0964
-65339.234375,388,388,5547.21,82.5332,6058.78,1940000,72.3595
-65469.15625,389,389,5009.49,83.861,6356.57,1945000,75.5537
-63322.734375,390,390,5399.65,78.6639,6167.97,1950000,73.1067
-60240.45703125,391,391,5815.84,74.4077,6337.46,1955000,66.5179
