Real Det Return,Running Update Time,Running Reverse KL,Running Forward KL,Running Env Steps,Itration,Real Sto Return,Reward Loss
9708.68,392,18.5382,142.9589,1960000,392,10363.47,-40795.05078125
10461.69,393,16.6519,143.0118,1965000,393,9809.47,-40893.63671875
11008.72,394,16.2281,141.4119,1970000,394,10666.76,-40496.3125
8121.35,395,14.5289,144.2392,1975000,395,7947.64,-37499.62109375
9591.63,396,14.3564,143.6513,1980000,396,9180.81,-36793.6484375
11022.56,397,15.3538,143.2026,1985000,397,10450.07,-41915.8828125
10580.89,398,15.7065,142.4832,1990000,398,9907.25,-42324.24609375
10378.76,399,16.5192,144.496,1995000,399,10119.25,-41227.578125
10249.36,400,16.1397,145.4198,2000000,400,9250.61,-41728.47265625
9322.9,401,13.948,144.959,2005000,401,9346.17,-42786.10546875
7551.36,402,13.424,148.1432,2010000,402,7230.6,-44838.3828125
9313.38,403,14.2357,144.2897,2015000,403,8952.54,-43045.140625
8596.24,404,13.6712,145.7014,2020000,404,7660.34,-42374.890625
9404.71,405,13.537,145.5303,2025000,405,8139.59,-42132.91015625
9787.81,406,15.975,143.7601,2030000,406,9697.42,-40584.46875
9824.68,407,16.3686,145.9518,2035000,407,9220.0,-42934.02734375
9331.8,408,16.0674,145.9604,2040000,408,8787.5,-42625.921875
9942.27,409,15.0799,142.0558,2045000,409,9993.12,-41260.30859375
7518.97,410,13.7334,148.4613,2050000,410,7310.64,-43503.9921875
11084.72,411,17.4037,142.9577,2055000,411,10785.85,-40980.1875
11431.95,412,17.3645,142.628,2060000,412,10777.75,-41779.91015625
11101.98,413,16.4194,142.0931,2065000,413,10750.83,-40493.48828125
10371.93,414,17.3841,142.7948,2070000,414,10209.07,-42291.703125
8903.47,415,18.9783,147.0742,2075000,415,8664.64,-41388.890625
9955.94,416,16.6204,141.6484,2080000,416,9362.3,-40894.34375
11603.99,417,18.5396,141.3812,2085000,417,11378.25,-41474.5078125
11612.62,418,17.2925,141.9841,2090000,418,11107.0,-40486.796875
10135.34,419,17.6172,144.5095,2095000,419,9810.58,-42535.703125
11189.18,420,17.649,143.0415,2100000,420,10569.56,-41348.015625
10699.94,421,15.7351,141.3089,2105000,421,10184.86,-39977.3203125
10167.51,422,16.0851,143.4655,2110000,422,9639.78,-41555.9765625
11600.6,423,19.7255,142.0298,2115000,423,11437.31,-42061.8359375
11403.52,424,20.3775,143.0062,2120000,424,11278.29,-41642.3203125
11482.2,425,19.1454,142.7291,2125000,425,10757.67,-41863.8359375
11938.35,426,18.2415,141.538,2130000,426,10888.65,-41160.484375
11401.67,427,18.6785,143.6627,2135000,427,11228.58,-42326.33984375
11014.75,428,15.935,143.0445,2140000,428,10586.14,-42244.23828125
10269.96,429,17.3723,143.5239,2145000,429,10174.0,-40343.39453125
8805.96,430,17.4023,143.3357,2150000,430,7729.13,-35563.87109375
10861.28,431,19.3972,142.3397,2155000,431,10810.34,-40064.4375
11279.5,432,18.0792,142.0455,2160000,432,11071.54,-41130.62109375
10775.98,433,17.3428,141.9879,2165000,433,10502.58,-42927.10546875
11866.07,434,19.4067,142.4004,2170000,434,11684.43,-41490.17578125
11897.66,435,18.7217,141.5782,2175000,435,11651.53,-42469.87109375
11260.13,436,18.9243,141.988,2180000,436,11083.4,-40489.15234375
9713.03,437,16.2932,143.4571,2185000,437,9362.17,-40397.875
10155.53,438,14.8375,142.3024,2190000,438,9518.59,-41797.1484375
11438.39,439,19.5473,142.4633,2195000,439,11038.45,-41284.09765625
11456.86,440,17.2413,141.9337,2200000,440,11144.55,-41555.5390625
10344.38,441,15.0915,141.0621,2205000,441,10022.69,-37407.0703125
11664.58,442,18.5489,142.861,2210000,442,11351.35,-43565.95703125
10401.25,443,16.5644,142.7539,2215000,443,10441.34,-41338.5078125
10104.5,444,16.3491,142.1045,2220000,444,9280.93,-40833.48046875
11496.88,445,16.2522,140.6202,2225000,445,11136.86,-42140.46875
10771.22,446,16.4333,140.6614,2230000,446,10631.04,-39415.00390625
9895.53,447,15.7313,142.4866,2235000,447,9512.74,-41740.2265625
9756.35,448,16.828,143.5493,2240000,448,9475.28,-40583.30859375
10957.99,449,17.6966,141.5084,2245000,449,10406.49,-40902.8125
11111.48,450,17.3355,142.8508,2250000,450,10774.54,-44325.3125
11291.38,451,16.5676,140.5006,2255000,451,10995.29,-42229.98828125
10044.25,452,15.8032,143.4888,2260000,452,9434.0,-43165.33984375
9529.01,453,15.9794,143.5901,2265000,453,9091.69,-44839.828125
9747.77,454,14.8295,142.9884,2270000,454,8983.25,-43612.3828125
10518.78,455,16.7288,143.015,2275000,455,10184.25,-42184.28125
11238.2,456,19.5085,142.1064,2280000,456,10329.84,-43681.77734375
9681.73,457,16.3917,145.5403,2285000,457,8831.88,-44312.296875
5436.46,458,13.689,147.0295,2290000,458,5682.74,-43817.69140625
8746.41,459,14.621,144.5529,2295000,459,8624.24,-45565.8515625
8521.66,460,15.3181,143.6958,2300000,460,8956.12,-44903.421875
9966.48,461,16.9551,143.3081,2305000,461,9817.08,-45753.6328125
10814.69,462,18.5874,144.3766,2310000,462,10638.75,-44617.1640625
10579.59,463,18.7367,144.2253,2315000,463,9800.44,-45269.48046875
10146.38,464,17.9443,145.1159,2320000,464,9993.95,-43817.8046875
11538.47,465,18.7159,141.8339,2325000,465,11307.56,-42985.234375
9836.34,466,18.1472,144.8328,2330000,466,10254.13,-42692.88671875
7090.58,467,15.3421,147.2488,2335000,467,6787.4,-42220.03125
9310.49,468,15.4661,144.2331,2340000,468,8837.53,-43195.42578125
11059.12,469,17.1917,141.7691,2345000,469,10281.36,-43441.38671875
11114.46,470,16.8703,140.5738,2350000,470,10803.07,-40528.19140625
10314.39,471,17.0538,143.0649,2355000,471,9905.51,-41122.07421875
8543.22,472,18.4606,144.5342,2360000,472,9112.03,-43688.9140625
11646.4,473,19.4733,142.8528,2365000,473,11392.36,-46519.44921875
10946.65,474,19.6262,144.5466,2370000,474,10742.04,-45580.07421875
7982.98,475,19.1823,149.3683,2375000,475,7895.91,-45546.0078125
10160.49,476,18.3514,146.1052,2380000,476,10019.08,-45145.08984375
8464.66,477,16.6557,147.7726,2385000,477,8519.07,-44942.796875
9541.81,478,17.4805,144.4646,2390000,478,9380.38,-41497.84765625
10847.52,479,19.6283,143.6085,2395000,479,10524.21,-44626.40234375
10625.08,480,18.6022,144.2038,2400000,480,10416.93,-44153.14453125
10919.33,481,18.9619,144.0318,2405000,481,10748.09,-44798.7421875
11380.82,482,17.8172,142.9658,2410000,482,11012.3,-44852.0390625
9997.85,483,19.7483,144.5444,2415000,483,9798.01,-42618.8671875
11145.53,484,18.8662,142.8119,2420000,484,10928.97,-44798.4921875
9390.0,485,15.9944,143.8301,2425000,485,9264.76,-41737.2109375
10113.25,486,16.8083,144.4682,2430000,486,9740.86,-44200.0
10530.94,487,17.4234,145.271,2435000,487,10387.8,-45424.78515625
10640.5,488,16.7213,143.4816,2440000,488,10222.01,-43401.6796875
9637.02,489,18.6113,146.8141,2445000,489,9574.01,-46231.32421875
9779.25,490,16.0026,142.5209,2450000,490,9452.95,-42335.515625
10819.41,491,17.2711,143.8805,2455000,491,10491.35,-47066.109375
9128.77,492,15.2885,143.7917,2460000,492,9129.62,-43189.578125
9964.3,493,15.5503,142.4655,2465000,493,9548.74,-42457.1484375
11019.39,494,17.1663,141.9882,2470000,494,10165.89,-46114.66015625
11008.83,495,19.476,144.4969,2475000,495,10777.99,-48324.61328125
11695.11,496,18.4597,142.0084,2480000,496,11409.86,-47700.109375
11647.08,497,18.3324,142.0969,2485000,497,11302.71,-46995.29296875
11067.99,498,18.4806,144.3112,2490000,498,10456.47,-46274.72265625
10874.71,499,15.6418,141.8056,2495000,499,10312.71,-41209.48828125
10282.3,500,16.2894,142.5672,2500000,500,9907.54,-45906.9453125
6639.19,501,15.4802,149.4657,2505000,501,6306.5,-45688.484375
11828.17,502,18.8684,141.9875,2510000,502,11469.63,-44483.51171875
11808.91,503,19.1542,141.6726,2515000,503,11522.87,-46789.19140625
11845.75,504,19.3815,142.6427,2520000,504,11482.37,-47218.42578125
10781.84,505,17.4585,142.1846,2525000,505,10595.95,-42465.0625
7476.3,506,15.5694,149.2651,2530000,506,7256.15,-46962.9453125
11827.28,507,18.964,143.0225,2535000,507,11463.44,-49246.52734375
11107.01,508,19.1978,142.761,2540000,508,10995.96,-50550.66015625
11377.51,509,18.418,142.9578,2545000,509,10798.64,-49750.69921875
9207.06,510,16.0912,145.4907,2550000,510,8547.6,-45610.1875
11784.09,511,20.0594,143.8618,2555000,511,11587.81,-49739.78515625
10482.7,512,17.4414,144.678,2560000,512,10364.92,-49342.10546875
11360.01,513,19.7615,141.5723,2565000,513,11253.0,-46792.19140625
11316.3,514,17.3656,143.6165,2570000,514,10920.01,-48158.77734375
10285.97,515,19.1196,143.9384,2575000,515,10353.94,-45640.96484375
9928.56,516,18.192,144.1402,2580000,516,9841.47,-40611.94140625
10931.78,517,18.5687,143.1598,2585000,517,10718.82,-46316.046875
10482.56,518,18.325,144.8114,2590000,518,10169.21,-47419.71875
9328.71,519,15.5928,142.328,2595000,519,8983.7,-39164.62890625
10479.35,520,16.0835,142.1586,2600000,520,10343.03,-44782.33203125
10304.62,521,16.2844,140.8936,2605000,521,10003.84,-41280.8828125
7837.25,522,13.968,143.21,2610000,522,7879.45,-44927.859375
9902.81,523,14.4477,141.7561,2615000,523,9054.54,-43737.07421875
10675.04,524,16.3199,141.6325,2620000,524,9758.46,-45157.04296875
10763.19,525,16.2719,141.6973,2625000,525,10394.93,-44725.140625
9481.63,526,14.585,140.6305,2630000,526,9222.27,-44068.1875
9653.27,527,15.2765,141.2008,2635000,527,9555.54,-44883.109375
11045.67,528,17.2644,141.1209,2640000,528,10861.94,-45829.08984375
11179.43,529,17.6641,141.5922,2645000,529,10822.87,-46162.8203125
9476.25,530,14.6652,140.5463,2650000,530,8982.57,-42603.46484375
10505.45,531,15.4644,140.0958,2655000,531,9952.67,-39712.55078125
11212.82,532,19.6392,142.246,2660000,532,10961.22,-48794.3046875
12167.71,533,19.5745,141.5791,2665000,533,11916.15,-48789.02734375
12173.84,534,19.2537,141.8566,2670000,534,11871.3,-48578.078125
11833.64,535,17.7928,142.2243,2675000,535,11590.59,-49625.6015625
11860.17,536,17.7364,141.4451,2680000,536,11705.06,-48597.60546875
11814.53,537,18.4557,141.6283,2685000,537,11279.32,-47403.5703125
12122.92,538,18.8798,141.8386,2690000,538,11796.42,-44853.91015625
11811.51,539,18.8115,140.9159,2695000,539,11488.66,-44287.90625
4766.55,540,13.6445,150.6624,2700000,540,4665.71,-48875.984375
11340.91,541,20.1944,142.5669,2705000,541,10922.87,-47309.44921875
12063.85,542,19.6541,141.2901,2710000,542,11820.99,-41581.30859375
12216.07,543,19.9177,141.9353,2715000,543,12045.27,-45109.5
12264.77,544,19.6008,141.0197,2720000,544,11783.64,-47609.40625
12357.34,545,20.2344,142.2228,2725000,545,12016.55,-48062.1015625
12137.8,546,19.2055,140.9965,2730000,546,11962.93,-46148.1796875
12084.52,547,19.5023,143.223,2735000,547,11822.25,-49629.484375
11911.97,548,18.4894,142.0769,2740000,548,11687.27,-48845.5390625
11715.87,549,19.6393,143.7968,2745000,549,11561.82,-48998.50390625
11730.71,550,20.0191,142.5102,2750000,550,11248.15,-49039.42578125
10995.96,551,19.4333,141.5785,2755000,551,10847.67,-46401.1953125
11023.64,552,18.824,140.4355,2760000,552,11216.66,-40571.08984375
11838.48,553,18.1489,139.1215,2765000,553,11617.97,-45300.234375
12104.33,554,18.8938,140.7736,2770000,554,11798.51,-48699.26171875
12039.52,555,20.6276,142.5181,2775000,555,11771.56,-49295.15234375
10501.54,556,17.1261,143.2776,2780000,556,10187.64,-47005.90234375
11586.31,557,19.5875,143.2128,2785000,557,11315.8,-47981.0078125
8481.87,558,16.6752,144.7792,2790000,558,8450.88,-42384.33203125
11755.63,559,19.1625,141.8561,2795000,559,11454.99,-46723.703125
12264.11,560,20.842,143.292,2800000,560,11964.86,-49196.35546875
12260.63,561,20.744,141.7079,2805000,561,12086.52,-49340.6640625
12345.84,562,20.2576,142.3828,2810000,562,12076.75,-49595.66015625
12366.12,563,19.3931,141.7166,2815000,563,12052.96,-48583.484375
12363.22,564,20.0275,142.6087,2820000,564,11980.86,-49868.78515625
6365.64,565,15.7474,146.5277,2825000,565,6357.03,-45772.7109375
11909.53,566,21.2306,143.6732,2830000,566,11571.78,-48723.9296875
10954.81,567,18.3524,141.9067,2835000,567,10751.51,-39489.53125
11291.13,568,19.7351,142.7182,2840000,568,10903.75,-47270.16796875
11128.95,569,19.3783,142.6952,2845000,569,11041.87,-47666.42578125
10551.14,570,17.4797,143.504,2850000,570,10337.25,-45604.6328125
10171.07,571,17.4344,143.8151,2855000,571,10196.36,-44929.8125
11675.78,572,18.6535,141.9051,2860000,572,11451.77,-50317.1484375
11950.91,573,19.243,141.793,2865000,573,11612.68,-47815.1015625
12017.75,574,18.8465,142.0652,2870000,574,11318.32,-48678.05859375
11789.55,575,19.105,142.8763,2875000,575,11650.7,-48560.94921875
11742.21,576,17.8175,142.0182,2880000,576,11567.81,-47326.4765625
12180.92,577,18.11,141.9619,2885000,577,11815.5,-50126.64453125
11844.08,578,18.7905,141.4792,2890000,578,11475.25,-48452.5625
12116.25,579,20.0708,140.1996,2895000,579,11894.18,-48730.50390625
12086.77,580,18.3859,140.9552,2900000,580,11832.06,-50218.0859375
12304.27,581,19.3393,140.9415,2905000,581,11353.55,-49405.87109375
12017.53,582,17.0595,141.5558,2910000,582,11444.23,-46496.4453125
11829.77,583,19.031,142.0386,2915000,583,11474.61,-45707.34765625
9887.83,584,15.8611,142.8863,2920000,584,9280.56,-47044.19140625
12063.06,585,19.7132,140.5263,2925000,585,11740.86,-47613.38671875
12145.13,586,19.2556,141.1014,2930000,586,11865.57,-47607.625
12440.59,587,19.7471,141.2916,2935000,587,12126.54,-49242.10546875
12414.96,588,18.8545,140.6283,2940000,588,12057.04,-48377.5078125
11781.56,589,18.2624,140.8686,2945000,589,11591.47,-48857.7734375
11710.95,590,18.1988,142.6336,2950000,590,11241.17,-48010.41015625
11195.34,591,26.8103,142.1073,2955000,591,11145.75,-45868.953125
11630.94,592,17.9653,142.1925,2960000,592,11167.44,-46766.57421875
11745.88,593,19.6582,143.3669,2965000,593,11341.61,-47437.28515625
11466.75,594,17.8828,142.6921,2970000,594,10901.03,-46022.38671875
11031.62,595,17.7486,143.1456,2975000,595,10743.53,-48532.515625
11010.03,596,17.0159,142.8221,2980000,596,10598.87,-47976.6640625
10749.33,597,17.0503,142.615,2985000,597,10670.53,-46917.93359375
11559.44,598,17.1112,141.4269,2990000,598,10772.21,-47369.125
11268.07,599,17.9484,142.6185,2995000,599,11473.56,-47837.9609375
