Real Sto Return,Real Det Return,Running Forward KL,Reward Loss,Itration,Running Reverse KL,Running Update Time,Running Env Steps
3422.86,3455.03,25.3087,-124.60228729248047,102,13.069,102,510000
3349.43,3459.91,24.7435,-145.42156982421875,103,12.9686,103,515000
3440.11,3455.96,24.9528,-149.1871795654297,104,12.1809,104,520000
3415.56,3444.29,25.2854,-125.33867645263672,105,13.1526,105,525000
3473.02,3487.13,24.7428,-127.4100570678711,106,12.5904,106,530000
3443.51,3477.69,24.9658,-119.83871459960938,107,12.3151,107,535000
3465.88,3467.39,25.1475,-133.07383728027344,108,13.4118,108,540000
3281.38,3452.12,25.3269,-143.67413330078125,109,12.559,109,545000
3428.48,3458.89,25.3723,-140.60592651367188,110,12.1894,110,550000
3357.91,3459.42,25.5751,-132.85940551757812,111,13.3822,111,555000
3411.88,3439.35,25.0778,-125.45526123046875,112,12.7934,112,560000
3213.74,3446.51,24.7031,-126.52638244628906,113,12.4202,113,565000
3437.4,3454.39,25.5342,-145.70852661132812,114,12.6175,114,570000
3414.67,3447.49,25.2966,-156.45974731445312,115,13.108,115,575000
3253.5,3473.29,25.4799,-157.30076599121094,116,12.6096,116,580000
3464.85,3473.01,26.1157,-170.42137145996094,117,12.6973,117,585000
3431.52,3453.86,24.8082,-140.5743865966797,118,12.2234,118,590000
3447.93,3467.64,24.8833,-140.96954345703125,119,12.819,119,595000
2873.74,3441.13,25.672,-173.72457885742188,120,12.8697,120,600000
3353.68,3460.23,24.8783,-137.99169921875,121,12.9718,121,605000
3391.03,3423.4,24.3608,-147.20892333984375,122,12.3889,122,610000
3270.28,3465.15,26.05,-153.80906677246094,123,13.0534,123,615000
2922.17,3463.89,26.0014,-225.96047973632812,124,12.9107,124,620000
3283.17,3472.85,25.251,-160.43988037109375,125,13.4857,125,625000
3412.87,3438.84,25.5589,-183.1803436279297,126,12.4168,126,630000
3055.66,3454.98,25.3616,-166.5445098876953,127,12.9107,127,635000
3449.32,3478.45,24.6667,-156.79074096679688,128,11.6946,128,640000
3180.9,3477.54,25.0592,-181.46099853515625,129,12.2702,129,645000
3103.06,3488.36,24.6441,-151.68447875976562,130,12.7837,130,650000
3439.57,3455.96,24.644,-161.0946807861328,131,13.1119,131,655000
3441.41,3487.64,24.8946,-163.61822509765625,132,12.4586,132,660000
3438.37,3452.38,24.4522,-159.88340759277344,133,12.7624,133,665000
3258.37,3494.85,25.4135,-173.9973907470703,134,12.3013,134,670000
2978.09,3459.77,25.1961,-185.7800750732422,135,12.4903,135,675000
3334.42,3454.3,25.2867,-181.04278564453125,136,12.431,136,680000
3357.86,3477.37,25.2758,-172.60040283203125,137,12.1136,137,685000
3360.86,3482.4,25.0906,-170.55416870117188,138,12.4897,138,690000
3299.92,3476.16,24.9637,-165.23138427734375,139,12.28,139,695000
3030.57,3473.29,24.6525,-159.1136016845703,140,11.9786,140,700000
3151.86,3461.53,25.1239,-173.34800720214844,141,12.4292,141,705000
3364.15,3473.83,24.9315,-199.43467712402344,142,12.1236,142,710000
3237.56,3465.6,24.5981,-170.27072143554688,143,12.348,143,715000
3253.51,3478.58,25.4126,-175.9667205810547,144,13.282,144,720000
3422.31,3444.52,24.3694,-168.244140625,145,11.9117,145,725000
3394.32,3417.39,25.0885,-183.10345458984375,146,12.5811,146,730000
3419.69,3447.94,24.7173,-170.4447021484375,147,12.3075,147,735000
3372.48,3450.03,25.2578,-187.266357421875,148,13.0108,148,740000
3164.13,3440.03,25.1638,-183.99893188476562,149,12.6057,149,745000
3426.45,3442.64,25.045,-178.06260681152344,150,12.8729,150,750000
3442.02,3470.58,25.6536,-174.37460327148438,151,13.0008,151,755000
3141.56,3457.49,25.88,-186.7314910888672,152,12.8088,152,760000
3286.34,3469.23,25.5221,-200.6954803466797,153,12.9679,153,765000
3382.19,3414.38,24.8653,-189.51072692871094,154,11.9196,154,770000
3453.62,3478.69,24.7628,-191.66848754882812,155,12.6594,155,775000
3439.95,3461.65,24.2283,-191.93479919433594,156,12.1907,156,780000
3378.22,3441.03,25.1028,-181.9729766845703,157,12.3587,157,785000
3365.14,3485.14,24.5783,-198.8283233642578,158,11.6226,158,790000
3239.35,3450.95,25.0358,-199.6002960205078,159,12.1499,159,795000
3242.86,3462.4,24.4141,-190.4876251220703,160,11.9768,160,800000
3256.77,3475.2,25.1924,-202.21897888183594,161,12.1743,161,805000
3379.53,3465.31,25.3092,-200.89085388183594,162,12.4618,162,810000
3246.3,3476.57,24.7443,-197.3773956298828,163,12.2486,163,815000
3018.87,3451.16,24.8023,-219.2889862060547,164,11.8773,164,820000
3119.52,3451.18,25.3587,-221.2664794921875,165,12.0139,165,825000
3449.03,3471.62,24.8063,-214.03732299804688,166,12.6035,166,830000
3353.29,3438.31,24.3192,-212.75502014160156,167,12.2383,167,835000
3323.72,3462.87,24.0161,-197.9517059326172,168,12.2451,168,840000
3446.71,3463.69,24.76,-213.54779052734375,169,12.7478,169,845000
3046.6,3473.34,25.2506,-198.12782287597656,170,12.5532,170,850000
3395.24,3463.71,24.6464,-207.06736755371094,171,12.4278,171,855000
3273.39,3473.76,24.5721,-207.13433837890625,172,12.3128,172,860000
3364.71,3457.77,24.6366,-226.6277313232422,173,12.681,173,865000
3350.52,3438.55,25.3123,-225.21221923828125,174,12.5415,174,870000
3251.67,3416.93,24.216,-210.54891967773438,175,11.8789,175,875000
3428.91,3466.51,24.061,-203.14923095703125,176,12.3325,176,880000
3353.29,3437.65,24.1316,-232.690185546875,177,12.6127,177,885000
3303.01,3453.96,24.2104,-215.3661651611328,178,11.9934,178,890000
3359.61,3474.25,24.2715,-205.76858520507812,179,12.3528,179,895000
3101.03,3466.35,24.4857,-245.90771484375,180,11.8966,180,900000
3332.29,3464.96,25.1043,-234.97975158691406,181,12.3623,181,905000
2964.46,3476.77,25.4336,-253.2010040283203,182,12.6869,182,910000
3415.6,3454.58,23.9515,-203.77444458007812,183,11.5216,183,915000
3446.94,3467.25,24.2036,-213.88345336914062,184,11.9253,184,920000
3382.81,3462.8,24.3488,-219.54722595214844,185,12.4452,185,925000
3439.09,3456.57,24.7534,-232.43487548828125,186,12.25,186,930000
3170.97,3444.95,24.4382,-233.40061950683594,187,11.8177,187,935000
3208.09,3488.06,25.0219,-256.8311767578125,188,13.8971,188,940000
3296.25,3476.96,25.3736,-228.4849090576172,189,12.9809,189,945000
3437.81,3459.33,24.9482,-260.955078125,190,12.6103,190,950000
3380.68,3460.31,24.1286,-255.96827697753906,191,12.8098,191,955000
3434.34,3457.38,23.9673,-227.09596252441406,192,12.1741,192,960000
3371.6,3464.64,23.7257,-222.60665893554688,193,12.2512,193,965000
3366.99,3450.88,24.6933,-236.9481658935547,194,12.5935,194,970000
3440.59,3467.44,25.1796,-243.73704528808594,195,12.7903,195,975000
3278.4,3472.11,23.8987,-261.3736877441406,196,12.0862,196,980000
3289.35,3479.01,25.8571,-280.94952392578125,197,11.7292,197,985000
3353.88,3444.47,24.5209,-252.46823120117188,198,12.2421,198,990000
3366.22,3463.15,24.1349,-241.06141662597656,199,12.2105,199,995000
