Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Update Time
-211.03488159179688,230000,27.8551,541.99,532.99,33.7385,46,46
-232.9644775390625,235000,29.1725,503.2,517.22,34.3258,47,47
-243.4245147705078,240000,28.4285,465.3,416.74,34.5414,48,48
-240.2142791748047,245000,25.3099,580.17,586.76,32.9824,49,49
-234.30636596679688,250000,22.3211,680.16,684.82,32.0412,50,50
-247.75067138671875,255000,24.2318,656.92,666.14,33.2122,51,51
-251.32334899902344,260000,23.3349,648.21,651.31,32.7998,52,52
-241.29457092285156,265000,19.7404,643.83,636.09,33.7269,53,53
-248.48387145996094,270000,19.8593,616.98,558.16,34.3439,54,54
-284.46527099609375,275000,22.3879,687.79,684.09,34.0201,55,55
-277.0308837890625,280000,22.5615,724.85,548.37,33.6081,56,56
-300.7389221191406,285000,27.9416,744.87,584.63,33.0566,57,57
-303.6137390136719,290000,23.9178,772.29,762.98,33.1263,58,58
-314.6666259765625,295000,34.2852,815.51,740.8,32.2747,59,59
-360.55938720703125,300000,67.813,768.47,857.71,33.1532,60,60
-312.68536376953125,305000,23.9711,757.48,842.42,33.842,61,61
-356.93414306640625,310000,26.9674,693.25,689.72,32.9929,62,62
-343.2450866699219,315000,26.4901,804.28,798.31,32.344,63,63
-320.3614807128906,320000,23.2596,1060.85,1156.49,31.9961,64,64
-350.1414794921875,325000,27.904,1107.07,932.7,31.3206,65,65
-363.15399169921875,330000,26.8395,840.17,771.58,31.2225,66,66
-319.6562194824219,335000,22.0327,1114.31,989.85,30.1917,67,67
-209.41973876953125,340000,19.566,2543.21,2933.32,30.0253,68,68
-197.9547119140625,345000,17.5046,2282.47,2868.82,29.5857,69,69
-156.90985107421875,350000,15.1527,2585.88,2924.67,28.9002,70,70
-255.82044982910156,355000,27.259,2330.99,2185.39,29.3384,71,71
-375.9711608886719,360000,50.0504,1052.22,1208.31,30.5873,72,72
-409.284423828125,365000,32.0624,866.65,905.35,31.437,73,73
-333.5713195800781,370000,37.0529,1707.94,2484.65,29.6272,74,74
-378.6168212890625,375000,20.9473,1163.26,2991.08,30.4379,75,75
-162.113037109375,380000,15.0267,2799.67,3106.05,28.7195,76,76
-90.32746887207031,385000,14.3852,3086.67,3216.61,29.1256,77,77
-94.53773498535156,390000,13.7214,2728.73,2507.68,28.8153,78,78
-116.52549743652344,395000,15.811,3059.38,3205.75,29.7281,79,79
-93.13777160644531,400000,12.9107,3121.88,3253.01,28.6904,80,80
-90.72286224365234,405000,14.7283,3070.53,3366.36,29.9016,81,81
-109.5440673828125,410000,14.5656,3215.48,3350.34,29.5702,82,82
-108.9428939819336,415000,15.2359,3188.21,3257.15,29.1806,83,83
-107.46556854248047,420000,14.3289,3146.37,3367.79,28.4727,84,84
-110.12971496582031,425000,15.1572,3258.35,3298.77,29.2072,85,85
-97.5950927734375,430000,14.6306,3304.91,3439.66,28.4813,86,86
-113.8442153930664,435000,15.1709,3254.42,3341.03,29.164,87,87
-159.0696563720703,440000,16.2702,3254.82,3340.65,28.8291,88,88
-93.63180541992188,445000,15.5775,3347.29,3342.24,28.8788,89,89
-120.34770965576172,450000,16.6221,3292.69,3365.15,30.1226,90,90
-98.6153793334961,455000,17.748,3454.11,3508.9,30.0482,91,91
-108.3733139038086,460000,17.0268,3359.58,3420.02,29.3177,92,92
-87.19491577148438,465000,16.9927,3405.53,3464.39,29.5515,93,93
-110.39495849609375,470000,16.0371,3277.01,3322.68,28.8929,94,94
-98.59260559082031,475000,16.7434,3380.1,3403.63,29.6526,95,95
-95.17344665527344,480000,17.0666,3400.74,3424.15,29.6884,96,96
-129.53692626953125,485000,17.4455,3325.75,3369.57,29.7372,97,97
-119.73163604736328,490000,17.3904,2991.7,3463.0,30.2789,98,98
-92.84764862060547,495000,17.1691,3453.25,3480.63,30.3303,99,99
-81.8158950805664,500000,16.4088,3383.47,3373.49,29.2461,100,100
-111.59285736083984,505000,17.8988,3424.29,3437.15,30.7591,101,101
-106.18266296386719,510000,16.1494,3392.74,3386.41,28.6066,102,102
-118.00390625,515000,17.4763,3411.55,3445.44,29.0785,103,103
-115.39054107666016,520000,17.2579,3338.78,3323.57,29.6478,104,104
-119.68290710449219,525000,17.4805,3366.62,3370.52,30.1886,105,105
-118.12644958496094,530000,18.0654,3412.95,3426.94,30.5741,106,106
-124.49097442626953,535000,17.004,3424.61,3460.65,29.5489,107,107
-108.01592254638672,540000,17.2239,3392.93,3407.39,29.1381,108,108
-123.19469451904297,545000,16.1032,3330.88,3380.84,29.307,109,109
-99.67464447021484,550000,17.359,3470.37,3500.67,29.6519,110,110
-108.62714385986328,555000,16.5644,3394.18,3409.28,28.9873,111,111
-121.35073852539062,560000,16.7997,3329.39,3324.11,28.7949,112,112
-107.43099212646484,565000,16.3585,3344.74,3313.46,28.6393,113,113
-113.7157974243164,570000,16.7527,3424.73,3441.57,28.5061,114,114
-120.58949279785156,575000,15.6059,3324.45,3358.85,28.2868,115,115
-108.4153060913086,580000,16.7599,3409.35,3436.32,28.8175,116,116
-113.5888671875,585000,16.0994,3384.4,3388.62,27.5932,117,117
-125.73212432861328,590000,15.0094,3111.98,3442.5,27.2244,118,118
-110.75460815429688,595000,16.6493,3407.46,3405.58,28.9129,119,119
-146.98350524902344,600000,17.3286,3382.9,3388.17,28.8682,120,120
-107.31500244140625,605000,15.4732,3365.56,3398.22,28.037,121,121
-111.79536437988281,610000,15.5272,3342.96,3343.43,28.0458,122,122
-114.39210510253906,615000,16.124,3416.59,3444.0,27.4598,123,123
-97.16606140136719,620000,15.7013,3422.39,3460.6,27.8464,124,124
-101.85610961914062,625000,15.0519,3404.09,3454.87,27.1654,125,125
-133.6343536376953,630000,17.2306,3402.38,3441.15,28.2291,126,126
-115.0292739868164,635000,16.3531,3438.48,3507.15,28.0289,127,127
-116.00792694091797,640000,15.1919,3422.93,3473.53,27.9351,128,128
-113.03579711914062,645000,16.2622,3432.8,3497.5,28.2004,129,129
-83.36168670654297,650000,14.6189,3486.07,3525.51,27.9591,130,130
-104.5591812133789,655000,14.429,3133.37,3494.13,27.8232,131,131
-132.865966796875,660000,16.3225,3479.65,3521.34,29.2692,132,132
-147.25914001464844,665000,17.4561,3459.92,3502.16,29.8406,133,133
-144.11000061035156,670000,16.4782,3475.89,3525.26,28.6836,134,134
-139.56808471679688,675000,16.5717,3499.49,3546.56,28.77,135,135
-111.56278991699219,680000,15.8911,3478.14,3499.1,28.7595,136,136
-146.4090118408203,685000,16.6234,3491.04,3528.85,28.6162,137,137
-144.5180206298828,690000,15.3992,3428.19,3504.9,27.5142,138,138
-153.56060791015625,695000,16.8532,3333.21,3519.96,28.4019,139,139
-132.05197143554688,700000,15.777,3476.21,3522.38,28.3147,140,140
-113.69365692138672,705000,14.0167,3442.34,3526.95,26.7252,141,141
-150.41629028320312,710000,15.3711,3473.07,3510.89,27.9756,142,142
-139.02879333496094,715000,16.4666,3487.39,3527.41,29.0091,143,143
-127.56353759765625,720000,16.0892,3493.74,3533.63,29.4921,144,144
-149.28814697265625,725000,16.417,3483.6,3528.99,28.6513,145,145
-159.529052734375,730000,16.3005,3468.49,3509.91,29.1529,146,146
-172.71817016601562,735000,15.7235,3448.04,3493.71,28.0399,147,147
-174.89561462402344,740000,16.562,3439.26,3546.21,28.3051,148,148
-155.5930633544922,745000,15.6476,3462.04,3510.97,28.1282,149,149
-135.90074157714844,750000,16.4376,3486.13,3514.67,28.7382,150,150
-150.61538696289062,755000,17.1364,3491.65,3537.16,29.5862,151,151
-158.8788604736328,760000,16.5777,3487.76,3517.08,28.7763,152,152
-160.4610137939453,765000,13.3909,3215.25,3464.76,26.6134,153,153
-175.34596252441406,770000,15.3963,3446.09,3513.18,28.5801,154,154
-159.4381561279297,775000,15.9609,3465.71,3505.54,27.8969,155,155
-146.2979278564453,780000,15.2795,3488.92,3538.73,27.3561,156,156
-207.3597869873047,785000,16.2755,3366.33,3515.18,27.9007,157,157
-165.89846801757812,790000,15.4886,3427.28,3467.38,27.645,158,158
-172.8639373779297,795000,15.4436,3473.35,3516.54,27.9551,159,159
-158.15988159179688,800000,15.458,3494.13,3527.86,27.2094,160,160
-178.55081176757812,805000,16.1154,3477.57,3514.08,27.7895,161,161
-176.8096923828125,810000,15.6888,3490.57,3533.81,27.6504,162,162
-154.78590393066406,815000,15.3991,3506.11,3538.49,27.3038,163,163
-149.1780242919922,820000,15.4541,3401.76,3548.78,27.9152,164,164
-175.80950927734375,825000,15.3845,3471.38,3501.88,27.5095,165,165
-133.28517150878906,830000,13.7545,3399.56,3545.11,27.4188,166,166
-173.07034301757812,835000,15.9339,3464.52,3509.2,28.2722,167,167
-128.1514129638672,840000,16.94,3447.4,3555.2,27.9636,168,168
-41.73314666748047,845000,12.9406,3445.24,3500.68,25.0435,169,169
-125.66453552246094,850000,14.426,3529.02,3559.06,26.6364,170,170
-177.57907104492188,855000,14.3297,3508.53,3536.1,27.3795,171,171
-150.73097229003906,860000,15.2888,3470.2,3551.31,27.5326,172,172
-187.2627716064453,865000,15.8189,3495.06,3498.59,27.3104,173,173
-158.24603271484375,870000,15.1838,3517.44,3539.04,26.9092,174,174
-167.1249237060547,875000,16.0756,3522.85,3548.09,27.4876,175,175
-111.99861907958984,880000,12.0371,3460.89,3489.51,24.5482,176,176
-155.76669311523438,885000,15.1646,3523.05,3551.8,26.7244,177,177
-154.03419494628906,890000,13.393,3496.87,3486.98,26.254,178,178
-190.12545776367188,895000,15.8513,3514.45,3534.65,27.9773,179,179
-183.87847900390625,900000,15.1687,3499.39,3528.41,27.163,180,180
-162.3860321044922,905000,14.2473,3521.0,3535.74,26.8863,181,181
-189.24781799316406,910000,14.7954,3170.57,3516.49,26.7837,182,182
-175.94384765625,915000,14.1997,3503.34,3534.63,26.43,183,183
-178.41395568847656,920000,14.6342,3502.65,3536.62,26.7076,184,184
-218.34400939941406,925000,15.3421,3469.66,3573.44,27.4554,185,185
-182.55787658691406,930000,14.8022,3527.12,3553.17,26.8558,186,186
-202.44801330566406,935000,15.0303,3485.79,3544.92,27.3624,187,187
-173.30810546875,940000,13.7194,3518.34,3560.07,26.7453,188,188
-208.90020751953125,945000,14.8187,3479.85,3525.59,27.2719,189,189
-193.8045654296875,950000,14.7282,3500.86,3495.22,27.0143,190,190
-207.5673065185547,955000,14.939,3464.14,3441.25,27.3027,191,191
-217.29212951660156,960000,15.3707,3487.02,3504.02,27.9106,192,192
-198.96957397460938,965000,14.7057,3502.82,3492.47,26.3617,193,193
-217.76231384277344,970000,14.6966,3479.19,3491.69,26.6157,194,194
-222.6098175048828,975000,15.2901,3404.5,3513.96,27.5711,195,195
-201.1914520263672,980000,15.2808,3519.45,3544.97,27.8736,196,196
-225.24476623535156,985000,15.256,3490.55,3518.66,27.3739,197,197
-207.9628448486328,990000,14.2557,3510.17,3441.39,26.7285,198,198
-214.9574737548828,995000,14.9949,3470.92,3511.17,27.4372,199,199
