Running Forward KL,Reward Loss,Running Reverse KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time
35.3738,-1877.8662109375,13.3817,383,1915000,5010.42,5168.49,383
35.6487,-1951.8497314453125,13.7973,384,1920000,4571.57,5042.14,384
36.2385,-2133.3662109375,13.4249,385,1925000,4960.11,5059.35,385
35.8937,-1966.7711181640625,14.434,386,1930000,5008.58,5155.05,386
35.6033,-1921.660400390625,13.9829,387,1935000,5022.6,5163.55,387
35.5707,-1923.2232666015625,13.7356,388,1940000,5011.81,5143.79,388
35.5085,-1969.1937255859375,13.6597,389,1945000,4954.25,5061.84,389
35.6148,-1844.215576171875,14.1849,390,1950000,5121.5,5290.55,390
48.9873,-4465.9296875,148.5228,391,1955000,418.25,396.7,391
52.2831,-4069.64306640625,72.5897,392,1960000,655.86,531.15,392
49.0724,-4080.393798828125,61.0776,393,1965000,442.55,337.54,393
41.956,-3221.2978515625,17.0566,394,1970000,3899.72,4095.95,394
40.414,-3000.3037109375,20.0171,395,1975000,3643.99,4273.82,395
36.6011,-2606.14453125,13.5595,396,1980000,4276.45,4848.75,396
36.2077,-2593.64892578125,14.2309,397,1985000,4639.73,4771.11,397
36.1376,-2540.245361328125,13.1827,398,1990000,4585.04,4725.53,398
35.2481,-2373.941650390625,12.338,399,1995000,4748.62,4906.0,399
35.7034,-2213.927734375,13.853,400,2000000,4767.77,5023.05,400
35.0239,-2154.963134765625,14.2161,401,2005000,4920.76,5174.4,401
36.7016,-2171.224609375,14.2938,402,2010000,4972.55,5201.8,402
36.1755,-2211.87451171875,13.8181,403,2015000,4989.16,5170.19,403
36.797,-2176.806640625,14.4827,404,2020000,4760.03,5210.95,404
37.3688,-2261.50537109375,15.315,405,2025000,4921.61,5192.49,405
36.0097,-2259.495361328125,14.3576,406,2030000,4979.88,5231.89,406
37.0967,-2297.152099609375,14.7197,407,2035000,4963.11,5206.41,407
36.4135,-2161.862548828125,14.4832,408,2040000,5006.33,5199.49,408
36.3388,-2190.325439453125,13.5333,409,2045000,5025.0,5260.55,409
36.1863,-2048.508544921875,13.9583,410,2050000,5037.43,5257.48,410
36.3912,-2207.029296875,14.5454,411,2055000,5071.16,5293.17,411
36.1492,-2174.799072265625,13.5521,412,2060000,5012.98,5254.72,412
36.1953,-2216.439453125,13.5334,413,2065000,5027.21,5218.91,413
36.1786,-2148.2236328125,14.5452,414,2070000,5060.16,5281.97,414
35.7714,-2167.406005859375,13.4454,415,2075000,5046.22,5243.46,415
35.649,-2079.938232421875,13.6142,416,2080000,5110.0,5298.45,416
36.631,-2248.845458984375,14.0166,417,2085000,5071.79,5300.53,417
36.7924,-2270.546630859375,15.0606,418,2090000,5056.99,5245.27,418
36.2322,-2147.802734375,14.1479,419,2095000,5129.76,5339.85,419
35.8432,-2164.023193359375,14.2428,420,2100000,5126.25,5354.43,420
36.5815,-2325.67431640625,14.5803,421,2105000,5089.49,5302.23,421
36.3807,-2327.93798828125,13.9393,422,2110000,5054.96,5272.64,422
36.3871,-2261.12255859375,14.1542,423,2115000,5111.01,5410.24,423
36.7495,-2192.45654296875,14.5433,424,2120000,5125.32,5313.25,424
36.4068,-2282.436279296875,14.6571,425,2125000,5112.03,5351.37,425
37.104,-2335.7412109375,14.6986,426,2130000,5112.62,5341.61,426
37.124,-2379.9033203125,14.7167,427,2135000,5078.94,5340.57,427
36.4406,-2283.673828125,15.0666,428,2140000,5129.92,5377.57,428
36.3189,-2290.179931640625,14.7114,429,2145000,5133.31,5340.8,429
36.4219,-2190.309326171875,15.1247,430,2150000,5190.77,5413.88,430
36.8321,-2360.135498046875,14.578,431,2155000,5106.57,5288.03,431
37.2477,-2161.26123046875,14.6255,432,2160000,5232.9,5454.65,432
36.769,-2195.5166015625,15.8423,433,2165000,5256.97,5458.67,433
35.3184,-2050.603271484375,14.6133,434,2170000,5142.95,5412.31,434
35.2607,-2026.774169921875,14.0706,435,2175000,5031.99,5372.42,435
36.0412,-2281.685546875,15.1703,436,2180000,5258.21,5476.48,436
36.3799,-2349.53662109375,14.586,437,2185000,5144.49,5340.33,437
36.3978,-2486.720947265625,14.7686,438,2190000,5229.29,5442.03,438
35.3571,-2330.271240234375,14.3717,439,2195000,5168.49,5419.78,439
36.446,-2374.48095703125,14.7463,440,2200000,5090.25,5304.62,440
35.8237,-2278.82958984375,14.5718,441,2205000,5190.02,5430.02,441
36.4129,-2430.827880859375,15.0562,442,2210000,5165.88,5403.18,442
36.6154,-2416.765625,15.4523,443,2215000,5179.18,5402.35,443
36.0015,-2268.42333984375,14.6447,444,2220000,5169.51,5374.98,444
36.0147,-2486.06103515625,13.8105,445,2225000,5178.02,5416.25,445
36.8291,-2506.134521484375,15.1986,446,2230000,5165.76,5391.27,446
36.9721,-2447.79150390625,15.5224,447,2235000,5150.88,5368.37,447
36.952,-2507.712158203125,14.4337,448,2240000,5116.01,5318.21,448
36.9095,-2612.2197265625,14.7806,449,2245000,5113.91,5372.01,449
37.2836,-2574.008544921875,15.3068,450,2250000,5129.91,5334.16,450
36.9591,-2540.229736328125,14.9962,451,2255000,5141.14,5404.04,451
37.2342,-2621.98291015625,15.2051,452,2260000,5126.65,5363.81,452
36.5195,-2481.814697265625,15.3491,453,2265000,5203.46,5435.14,453
36.4876,-2746.6103515625,14.6234,454,2270000,5098.24,5369.8,454
36.3712,-2440.309326171875,13.7706,455,2275000,4457.31,5184.9,455
50.6655,-5197.00634765625,24.4599,456,2280000,35.62,11.55,456
42.8784,-3979.60107421875,19.5793,457,2285000,2242.68,3105.52,457
43.2886,-4106.69921875,14.2633,458,2290000,2679.43,2641.89,458
43.4772,-3972.6826171875,16.8919,459,2295000,3461.28,3525.73,459
41.4895,-3758.52099609375,16.6075,460,2300000,3756.93,3919.16,460
37.3277,-2968.9130859375,15.23,461,2305000,4726.87,4862.5,461
37.5645,-3060.395263671875,15.7616,462,2310000,4881.12,4963.1,462
36.6651,-2884.896240234375,14.5081,463,2315000,4889.59,5174.58,463
37.2747,-2795.373779296875,15.2993,464,2320000,5059.2,5256.12,464
38.3468,-2898.456787109375,16.6351,465,2325000,5086.7,5308.48,465
36.9295,-2767.143798828125,15.3349,466,2330000,5103.09,5347.17,466
37.0482,-2773.101318359375,15.2152,467,2335000,5121.26,5316.56,467
38.5162,-3058.763916015625,14.667,468,2340000,4751.02,5272.68,468
38.6792,-3735.858642578125,15.0559,469,2345000,2662.77,2937.08,469
39.0229,-3500.997314453125,22.0314,470,2350000,3880.53,4802.93,470
38.0145,-3129.553466796875,14.3894,471,2355000,3606.06,1716.01,471
37.5453,-2825.80224609375,15.3519,472,2360000,4973.1,4959.16,472
37.4949,-2791.189453125,15.039,473,2365000,5115.38,5330.7,473
37.491,-2846.460205078125,15.0793,474,2370000,5069.21,5241.37,474
36.9357,-2813.918701171875,14.756,475,2375000,5139.53,5276.6,475
36.8301,-2691.187744140625,14.9402,476,2380000,5144.19,5328.33,476
36.3894,-2576.40185546875,14.6411,477,2385000,5184.48,5266.65,477
35.8202,-2556.25048828125,15.1394,478,2390000,5204.19,5325.36,478
36.5,-2547.315673828125,14.9072,479,2395000,5214.56,5380.91,479
36.7713,-2626.678466796875,14.7639,480,2400000,5077.41,5293.38,480
37.1009,-2672.73046875,15.7254,481,2405000,4380.18,5064.72,481
36.1166,-2612.804443359375,14.9582,482,2410000,5165.28,5354.15,482
35.8692,-2766.641845703125,14.8022,483,2415000,4924.93,5308.8,483
35.9859,-2672.569091796875,14.8015,484,2420000,5080.51,5243.98,484
36.5714,-2844.36767578125,14.4853,485,2425000,5074.21,5256.04,485
35.9875,-2722.763671875,14.1878,486,2430000,4815.8,4989.65,486
36.2431,-2756.546875,13.7658,487,2435000,4874.49,5034.38,487
36.4789,-2841.325927734375,13.9979,488,2440000,5024.85,5246.53,488
36.5204,-2766.8818359375,14.3678,489,2445000,4842.74,5143.4,489
36.1043,-2792.679443359375,14.0447,490,2450000,5037.94,5181.6,490
35.7157,-2872.80224609375,13.4586,491,2455000,5080.28,5256.68,491
36.7979,-3033.9365234375,13.6516,492,2460000,5113.85,5272.69,492
36.2664,-2797.981201171875,14.5954,493,2465000,5094.49,5211.44,493
36.6306,-2910.1474609375,14.5903,494,2470000,4756.21,5173.16,494
36.813,-2883.27978515625,13.9675,495,2475000,5124.66,5283.48,495
37.0367,-2999.02392578125,14.8513,496,2480000,4969.4,5135.85,496
36.5085,-2904.529296875,14.4619,497,2485000,5057.21,5215.1,497
36.186,-2928.155517578125,14.2641,498,2490000,4750.41,5087.12,498
36.2654,-2913.6953125,14.6459,499,2495000,5115.79,5278.57,499
36.9963,-3821.050537109375,18.0761,500,2500000,4047.74,5198.64,500
36.6904,-3060.771728515625,15.2181,501,2505000,4977.3,5415.57,501
35.8796,-3142.179443359375,15.8016,502,2510000,4692.34,5296.31,502
37.2891,-3720.96533203125,16.8676,503,2515000,4566.72,3608.86,503
55.0143,-5415.88525390625,35.5192,504,2520000,11.11,4.89,504
36.3698,-3068.747314453125,14.717,505,2525000,5161.24,5360.82,505
36.2721,-3414.12744140625,14.0949,506,2530000,5146.52,5214.11,506
36.4262,-3018.112548828125,14.354,507,2535000,5088.92,5160.58,507
36.2457,-2967.158935546875,14.5663,508,2540000,4906.8,5332.36,508
36.0924,-3283.401123046875,15.8015,509,2545000,4916.02,5150.51,509
35.0235,-2844.4794921875,14.3526,510,2550000,4975.78,5412.1,510
35.9992,-3042.92626953125,14.8013,511,2555000,5195.12,5437.39,511
35.7727,-3278.111572265625,15.0634,512,2560000,5042.42,5441.52,512
35.6619,-3025.140869140625,14.3141,513,2565000,5216.51,5370.59,513
36.061,-3223.611328125,14.7048,514,2570000,5043.11,5394.22,514
35.4412,-2868.931640625,14.704,515,2575000,5247.85,5472.08,515
36.157,-2910.139404296875,15.0002,516,2580000,5213.45,5479.5,516
35.4515,-3080.943359375,14.5702,517,2585000,4872.15,5258.46,517
35.7867,-3068.700927734375,14.485,518,2590000,5130.48,5269.0,518
36.4789,-3136.020751953125,14.7094,519,2595000,5213.94,5400.98,519
36.7135,-3085.35595703125,15.0341,520,2600000,5112.88,5306.92,520
36.088,-3329.6552734375,15.0668,521,2605000,5209.03,5369.87,521
36.7635,-3075.310546875,14.2995,522,2610000,5204.67,5402.63,522
36.381,-3059.606689453125,14.5187,523,2615000,5219.37,5406.83,523
35.5313,-2943.458251953125,13.9644,524,2620000,5173.48,5122.86,524
36.372,-3175.836669921875,13.9944,525,2625000,5158.25,5293.07,525
35.994,-3431.2705078125,14.1621,526,2630000,5161.55,5265.05,526
36.2189,-3162.60205078125,14.0733,527,2635000,5159.25,5060.6,527
41.2473,-6010.181640625,16.5963,528,2640000,1825.06,1789.21,528
38.761,-4238.251953125,40.3408,529,2645000,2044.17,3848.05,529
50.1865,-6024.48046875,25.002,530,2650000,220.47,217.33,530
48.5811,-5482.99169921875,17.2972,531,2655000,365.51,346.3,531
42.5549,-5383.19921875,14.9778,532,2660000,1597.66,1542.82,532
42.1834,-5145.35595703125,17.9418,533,2665000,2805.77,2368.23,533
38.0152,-4261.5126953125,16.2846,534,2670000,4688.71,4832.57,534
36.5765,-3653.560791015625,13.3323,535,2675000,4837.11,5067.9,535
36.939,-3618.73291015625,15.0551,536,2680000,4702.25,5153.37,536
36.1956,-3442.688232421875,14.7723,537,2685000,4616.03,5173.83,537
37.4081,-4184.615234375,15.5912,538,2690000,4513.41,4863.89,538
36.6344,-3730.87353515625,15.4422,539,2695000,4499.21,3936.99,539
36.7443,-3364.238525390625,15.6677,540,2700000,5136.74,5440.74,540
36.368,-3307.238525390625,14.7707,541,2705000,4774.12,5383.98,541
36.0244,-3312.596435546875,15.1327,542,2710000,5193.42,5361.16,542
36.3816,-3613.070068359375,14.505,543,2715000,5151.76,5417.31,543
36.7734,-3639.9921875,16.3269,544,2720000,5151.72,5447.84,544
36.2138,-3441.9365234375,15.7416,545,2725000,5178.49,5427.5,545
37.0997,-4328.7626953125,22.7803,546,2730000,-2.95,-2.32,546
36.2859,-3281.913818359375,16.3604,547,2735000,4991.44,5384.29,547
35.2914,-3246.973388671875,15.3075,548,2740000,5170.55,5417.02,548
35.9197,-3239.93505859375,15.369,549,2745000,5189.62,5410.72,549
37.1899,-3255.226806640625,16.15,550,2750000,5193.17,5438.9,550
36.3076,-3257.570068359375,16.1632,551,2755000,5148.24,5438.78,551
34.4719,-3074.774169921875,15.833,552,2760000,5266.47,5519.45,552
35.0392,-3088.131591796875,15.0415,553,2765000,5246.47,5456.19,553
34.7176,-3047.2275390625,16.0595,554,2770000,5210.73,5481.7,554
35.1643,-3054.380615234375,15.8532,555,2775000,5255.72,5404.85,555
36.0017,-3175.87353515625,15.4816,556,2780000,5018.39,5404.1,556
35.6548,-3197.69921875,15.3143,557,2785000,5165.24,5374.05,557
35.5491,-3463.73779296875,15.3747,558,2790000,5203.92,5370.58,558
35.6125,-3179.732666015625,16.0657,559,2795000,5253.97,5420.06,559
35.5564,-3239.4794921875,16.421,560,2800000,5238.37,5379.52,560
36.3182,-3553.144775390625,16.5216,561,2805000,5197.65,5452.18,561
36.1746,-3294.31787109375,15.883,562,2810000,5225.54,5373.44,562
36.0212,-3198.647705078125,15.7269,563,2815000,5274.2,5460.88,563
36.1177,-3671.841552734375,14.8935,564,2820000,4766.33,5466.88,564
35.5488,-3077.189453125,15.5479,565,2825000,5296.79,5494.35,565
35.8137,-3409.85595703125,16.2446,566,2830000,5259.06,5441.79,566
36.2044,-3222.779296875,16.1988,567,2835000,5304.61,5435.75,567
36.4217,-3653.376953125,16.7952,568,2840000,5200.49,5340.56,568
35.9758,-3364.458984375,15.232,569,2845000,5237.62,5459.16,569
35.7869,-3397.593505859375,15.3262,570,2850000,5265.26,5428.1,570
36.1673,-3357.076171875,15.7972,571,2855000,5294.43,5460.57,571
35.8708,-3214.2265625,15.0502,572,2860000,5322.78,5505.34,572
34.8399,-3157.933349609375,15.2084,573,2865000,5316.86,5483.81,573
35.0553,-3207.1923828125,15.6203,574,2870000,5305.91,5477.1,574
35.7168,-3330.064453125,15.0601,575,2875000,5261.52,5486.1,575
36.2991,-3670.4873046875,17.3271,576,2880000,4515.78,5492.63,576
35.5904,-3251.2255859375,14.9772,577,2885000,5075.02,5455.6,577
35.7242,-3440.415283203125,14.4472,578,2890000,5219.33,5420.28,578
35.1455,-3300.271484375,14.7274,579,2895000,5213.45,5443.58,579
36.0495,-3425.331298828125,15.4468,580,2900000,5038.83,5472.73,580
35.1991,-3283.964111328125,14.6363,581,2905000,4763.26,5519.73,581
35.4267,-3361.874755859375,14.7467,582,2910000,5052.57,5462.23,582
35.9767,-3386.24560546875,15.4443,583,2915000,4889.28,5454.14,583
35.0647,-3275.0478515625,14.4191,584,2920000,5075.97,5488.58,584
35.8312,-3404.4248046875,14.9825,585,2925000,5173.76,4733.95,585
37.0759,-4501.64794921875,14.5944,586,2930000,5171.52,5366.2,586
35.5396,-3451.517578125,14.6931,587,2935000,5120.69,5353.67,587
36.1835,-3623.2666015625,15.7224,588,2940000,5235.72,5454.09,588
36.0433,-3567.253662109375,15.9557,589,2945000,5274.27,5442.74,589
35.8009,-3489.993408203125,16.0116,590,2950000,5311.5,5517.26,590
35.5266,-3332.224609375,15.125,591,2955000,5348.62,5540.65,591
35.399,-3434.18896484375,15.7033,592,2960000,5266.87,5460.8,592
35.6942,-3562.33544921875,15.7815,593,2965000,5179.22,5430.01,593
35.137,-3289.6787109375,15.2052,594,2970000,5301.44,5471.69,594
35.2743,-3200.342041015625,15.2497,595,2975000,5359.51,5537.18,595
34.7442,-3172.185302734375,14.3073,596,2980000,5295.1,5480.09,596
34.7594,-3294.5048828125,14.3231,597,2985000,5159.21,5333.1,597
35.4173,-3385.986572265625,15.2207,598,2990000,5185.86,5326.6,598
35.0595,-3457.60400390625,15.5653,599,2995000,5188.2,5321.96,599
35.4658,-3491.59619140625,15.5735,600,3000000,5187.61,5405.92,600
36.4002,-3604.358154296875,15.2437,601,3005000,5242.67,5359.76,601
36.118,-3790.848388671875,15.3082,602,3010000,5192.69,5374.14,602
35.1161,-3554.681396484375,14.4061,603,3015000,5061.22,5444.46,603
36.0159,-3551.244873046875,15.0573,604,3020000,5027.31,5479.25,604
35.7351,-3494.235595703125,14.872,605,3025000,5323.48,5553.51,605
34.7271,-3515.966064453125,14.2312,606,3030000,5282.79,5453.62,606
35.0189,-3414.186279296875,14.6426,607,3035000,5276.19,5488.24,607
36.0753,-3835.3857421875,15.7443,608,3040000,4908.62,5498.27,608
35.2489,-3615.741943359375,15.201,609,3045000,5288.28,5497.56,609
35.8496,-3736.883056640625,15.4716,610,3050000,5091.22,4995.25,610
35.253,-3532.093017578125,14.422,611,3055000,5006.53,5383.71,611
35.2244,-3428.97802734375,15.068,612,3060000,5302.45,5489.85,612
35.105,-3665.598876953125,14.4753,613,3065000,5238.61,5468.48,613
35.5153,-3726.3369140625,14.7531,614,3070000,5236.35,5440.25,614
35.3623,-3716.431884765625,15.0168,615,3075000,5247.08,5476.94,615
34.8417,-3643.3623046875,14.0284,616,3080000,5300.73,5517.15,616
35.0097,-3593.6337890625,14.0382,617,3085000,5308.89,5501.83,617
35.7977,-3931.0927734375,15.2472,618,3090000,5336.94,5564.27,618
34.6484,-3670.426025390625,14.0408,619,3095000,5325.21,5506.12,619
35.6376,-3711.460205078125,14.6592,620,3100000,5077.54,5490.67,620
34.1372,-3444.406982421875,13.4104,621,3105000,5274.91,5518.52,621
35.0149,-3804.673583984375,14.1431,622,3110000,5251.31,5404.25,622
34.5629,-3531.689453125,13.9031,623,3115000,5051.12,5522.42,623
51.8456,-4702.84228515625,51.8992,624,3120000,308.14,45.27,624
35.5434,-3839.750732421875,14.3225,625,3125000,5051.76,5103.08,625
35.7585,-3801.97509765625,14.1819,626,3130000,5210.25,5400.7,626
35.8263,-4102.42822265625,12.9511,627,3135000,4655.08,5376.38,627
34.777,-3811.869384765625,14.2127,628,3140000,5319.63,5534.67,628
35.5504,-3836.634765625,15.0163,629,3145000,5280.38,5411.13,629
35.1491,-3804.41650390625,14.5281,630,3150000,5284.59,5481.39,630
36.166,-4093.982177734375,14.9624,631,3155000,5250.62,5465.56,631
35.4598,-3937.02880859375,14.2512,632,3160000,5245.18,5421.01,632
34.8319,-4009.689697265625,14.7957,633,3165000,5251.52,5438.92,633
35.4136,-4010.08837890625,13.2636,634,3170000,5090.7,5449.47,634
35.2137,-3833.017333984375,14.1197,635,3175000,5269.23,5447.29,635
35.2865,-3991.37109375,15.3663,636,3180000,5336.87,5506.09,636
35.224,-3886.520751953125,14.3217,637,3185000,5315.59,5509.07,637
34.535,-3747.22705078125,14.5601,638,3190000,5322.01,5566.19,638
35.1223,-3785.37109375,14.3863,639,3195000,5322.38,5468.29,639
35.5681,-4031.4521484375,15.9361,640,3200000,5274.05,5516.05,640
35.2149,-3800.848876953125,15.1149,641,3205000,5381.1,5564.62,641
34.8812,-3985.175048828125,14.8632,642,3210000,5292.41,5458.31,642
35.5164,-3936.42431640625,14.5086,643,3215000,5266.39,5392.97,643
35.4177,-3972.566162109375,14.9306,644,3220000,5339.62,5504.02,644
34.728,-3820.629638671875,14.3104,645,3225000,5316.35,5499.44,645
35.0342,-3915.352783203125,14.4183,646,3230000,5320.34,5480.91,646
35.1098,-3831.88134765625,14.5725,647,3235000,5348.94,5438.0,647
33.8947,-3747.186767578125,14.7013,648,3240000,5419.17,5484.09,648
35.9178,-4030.96826171875,14.692,649,3245000,5399.56,5587.63,649
34.792,-4057.650146484375,14.1764,650,3250000,5150.58,5486.91,650
35.3249,-3977.581298828125,14.5849,651,3255000,5361.82,5537.38,651
35.268,-4386.86962890625,13.4398,652,3260000,4760.97,5618.11,652
34.6597,-3707.92236328125,14.847,653,3265000,5429.62,5505.97,653
34.6882,-3835.8134765625,14.536,654,3270000,5359.0,5484.86,654
34.9201,-4068.615478515625,14.6471,655,3275000,5363.99,5471.93,655
35.5466,-4032.330078125,16.7907,656,3280000,5018.9,5413.39,656
35.4013,-4144.4619140625,14.7176,657,3285000,5267.91,5462.05,657
36.469,-4263.22021484375,15.4679,658,3290000,5299.58,5460.63,658
34.24,-3816.94970703125,14.5922,659,3295000,5350.28,5542.82,659
35.5069,-4081.77099609375,15.0658,660,3300000,5329.37,5461.69,660
35.1458,-3758.29296875,14.4154,661,3305000,5082.09,5158.9,661
34.4887,-3909.824462890625,13.8632,662,3310000,5336.13,5406.87,662
34.8351,-3936.80322265625,13.1902,663,3315000,5299.24,5488.42,663
35.5342,-4244.154296875,13.7644,664,3320000,5321.41,5490.75,664
35.3022,-4098.81787109375,13.8912,665,3325000,5310.61,5455.19,665
34.8322,-4133.2080078125,13.976,666,3330000,5312.37,5468.75,666
41.5552,-5851.41357421875,20.6971,667,3335000,439.28,191.97,667
34.2314,-3851.750732421875,13.4545,668,3340000,4949.57,5484.63,668
34.6131,-3847.16259765625,14.4156,669,3345000,5237.55,5416.49,669
34.9483,-3911.27490234375,13.9458,670,3350000,5219.83,5360.56,670
35.4215,-4181.67578125,14.4826,671,3355000,5227.59,5369.87,671
35.0043,-4360.66357421875,13.9022,672,3360000,5222.61,5335.02,672
35.331,-4530.7734375,13.9275,673,3365000,5137.32,5274.45,673
36.1934,-4672.13525390625,14.3954,674,3370000,5161.18,5297.14,674
35.179,-4225.06689453125,13.5501,675,3375000,5195.12,5297.49,675
35.0247,-4058.982421875,13.4224,676,3380000,5246.18,5384.65,676
34.3274,-3910.21337890625,13.9992,677,3385000,5306.02,5429.72,677
34.5888,-3920.00146484375,13.5208,678,3390000,5330.93,5478.67,678
34.9568,-4375.015625,13.3741,679,3395000,5321.17,5497.58,679
34.287,-3952.466796875,13.2611,680,3400000,5276.23,5442.96,680
34.8237,-4293.06494140625,14.1851,681,3405000,5190.78,5476.67,681
34.3855,-3894.583251953125,13.9724,682,3410000,5294.42,5430.13,682
33.9102,-3908.897216796875,14.0605,683,3415000,5372.15,5507.34,683
34.7423,-4147.9384765625,14.731,684,3420000,5399.25,5553.48,684
34.7796,-4119.361328125,14.4755,685,3425000,5365.52,5522.22,685
35.5297,-4450.61279296875,14.0046,686,3430000,5310.29,5485.57,686
35.7475,-4694.109375,13.9579,687,3435000,5286.22,5272.04,687
35.2318,-4355.220703125,14.2126,688,3440000,5385.12,5547.18,688
35.1802,-4676.775390625,14.0563,689,3445000,5348.43,5513.92,689
35.7396,-4910.8916015625,14.4319,690,3450000,5303.82,5524.92,690
35.1266,-4502.00341796875,14.1764,691,3455000,5387.85,5608.0,691
35.404,-4877.05224609375,13.9873,692,3460000,5266.38,5467.13,692
34.9555,-4628.7265625,14.3414,693,3465000,5315.27,5027.08,693
34.8458,-4328.15283203125,13.7796,694,3470000,5340.15,5503.87,694
35.4795,-4626.4130859375,13.9884,695,3475000,5313.22,5560.29,695
35.1862,-4601.404296875,14.0148,696,3480000,5172.77,5484.12,696
34.2298,-4411.6982421875,13.6707,697,3485000,5051.5,5418.76,697
33.976,-4335.74609375,14.3116,698,3490000,5313.84,5458.0,698
33.8932,-4254.03955078125,14.1547,699,3495000,5322.55,5514.61,699
34.7267,-4309.3828125,14.5494,700,3500000,5271.34,5503.59,700
34.8104,-4367.8994140625,14.5674,701,3505000,5318.81,5513.06,701
34.8277,-4237.71044921875,13.9509,702,3510000,5283.15,5445.5,702
34.4475,-4244.5595703125,14.3327,703,3515000,5254.59,5445.72,703
34.4073,-4220.39599609375,13.3341,704,3520000,5227.66,5385.26,704
34.0986,-4285.27587890625,13.3901,705,3525000,5318.49,5477.76,705
33.8485,-4195.67578125,13.9392,706,3530000,5246.82,5412.82,706
34.6154,-4113.4423828125,14.0296,707,3535000,5261.11,5490.78,707
34.8501,-4644.83447265625,13.1373,708,3540000,5362.3,5542.64,708
34.8955,-4263.90673828125,13.2588,709,3545000,5350.84,5504.13,709
35.2793,-3925.1015625,13.7472,710,3550000,5247.75,5483.85,710
35.0417,-4643.11572265625,17.8956,711,3555000,5350.28,5554.52,711
34.8738,-4633.55810546875,13.6481,712,3560000,5367.61,5557.3,712
34.7259,-4729.21484375,14.2142,713,3565000,5140.16,5514.4,713
34.3233,-4464.83251953125,13.7346,714,3570000,5380.19,5541.84,714
33.9075,-4372.83935546875,13.4271,715,3575000,5343.35,5572.87,715
34.4744,-4804.58349609375,14.0096,716,3580000,5305.64,5493.65,716
34.399,-4389.88623046875,13.7467,717,3585000,5247.49,5478.24,717
35.0022,-4245.22314453125,14.2218,718,3590000,5213.93,5383.64,718
35.3188,-4416.45947265625,13.4105,719,3595000,5238.32,5451.17,719
36.4725,-4614.763671875,13.9681,720,3600000,4525.61,5385.89,720
36.8559,-3988.952880859375,23.2651,721,3605000,2224.45,4258.27,721
35.0233,-4117.10986328125,14.9731,722,3610000,4500.68,5223.03,722
35.2922,-4459.5048828125,13.8474,723,3615000,4761.29,5261.04,723
34.6053,-4470.6689453125,14.0131,724,3620000,5184.7,5336.7,724
34.4344,-4215.44140625,13.9877,725,3625000,5096.37,5482.9,725
34.0643,-4810.7744140625,13.4745,726,3630000,5289.51,5451.45,726
33.6995,-4610.0703125,13.6434,727,3635000,5319.61,5452.14,727
34.2413,-5038.65234375,13.0825,728,3640000,5270.6,5442.07,728
34.063,-4766.32666015625,13.0548,729,3645000,5245.03,5542.54,729
34.2466,-5246.74755859375,12.6197,730,3650000,4849.06,5539.99,730
34.7287,-4623.93359375,13.5313,731,3655000,5408.1,5582.73,731
34.9822,-5341.61083984375,12.9442,732,3660000,5187.99,5509.43,732
34.179,-4845.041015625,13.4761,733,3665000,5224.42,5616.87,733
34.199,-4608.77099609375,13.7992,734,3670000,5348.9,5500.09,734
34.1036,-4801.53857421875,13.3596,735,3675000,5160.48,5520.4,735
34.3631,-4612.51513671875,13.6414,736,3680000,5333.94,5529.48,736
34.4673,-5079.880859375,13.0266,737,3685000,5222.4,5253.22,737
34.2104,-4961.57666015625,13.159,738,3690000,5054.58,5436.05,738
33.7445,-4987.22998046875,12.9973,739,3695000,5377.05,5531.22,739
34.2559,-4916.91552734375,13.6975,740,3700000,4812.93,5458.98,740
34.4131,-5044.00244140625,12.5365,741,3705000,4977.99,4957.23,741
33.9815,-4812.40625,13.5217,742,3710000,5102.71,5479.61,742
34.148,-4665.29833984375,14.0778,743,3715000,5398.4,5551.36,743
33.9563,-4638.94287109375,13.9953,744,3720000,5363.71,5532.56,744
34.1427,-4934.14501953125,13.649,745,3725000,5186.93,5438.99,745
33.8721,-4857.76220703125,13.6407,746,3730000,5324.79,5514.48,746
33.8163,-4349.6708984375,14.06,747,3735000,5159.81,5542.18,747
35.149,-5562.765625,13.34,748,3740000,5218.31,5370.31,748
34.0914,-4666.73681640625,12.877,749,3745000,5268.1,5546.71,749
34.1558,-4728.84765625,13.9583,750,3750000,5266.25,5405.28,750
33.5033,-4736.39892578125,13.7034,751,3755000,5241.91,5432.69,751
34.6566,-4899.826171875,14.0072,752,3760000,4862.91,5518.86,752
34.9785,-5412.13623046875,21.0405,753,3765000,5068.14,5293.65,753
33.1853,-4626.16162109375,17.771,754,3770000,4579.93,5438.39,754
34.5445,-4998.87548828125,15.7251,755,3775000,5038.57,5400.04,755
34.3564,-4917.37109375,15.2076,756,3780000,5017.92,5374.12,756
34.833,-5526.54345703125,13.5566,757,3785000,4605.2,437.1,757
33.3868,-4427.74609375,13.5083,758,3790000,4892.81,5520.83,758
34.4601,-4778.56982421875,13.8457,759,3795000,5038.28,5281.13,759
34.2127,-4657.2021484375,13.7766,760,3800000,5249.42,5304.23,760
34.1851,-4474.263671875,13.5189,761,3805000,5181.43,5378.36,761
34.2222,-4468.43603515625,13.9724,762,3810000,5306.05,5452.81,762
34.7584,-4632.69921875,13.8574,763,3815000,5322.47,5484.7,763
