Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Itration,Running Reverse KL,Real Det Return
1604.2,157.464,-4319.0205078125,165000,33,33,16.4561,1979.01
1581.61,157.8025,-4573.9375,170000,34,34,16.5053,1928.27
1604.93,157.694,-4679.2451171875,175000,35,35,16.6955,1957.57
1617.99,157.577,-4991.34423828125,180000,36,36,16.5888,1953.24
1629.65,157.5103,-5129.455078125,185000,37,37,16.7305,1998.45
1612.65,157.584,-5348.2744140625,190000,38,38,16.3098,1980.8
1717.29,157.39,-5454.50634765625,195000,39,39,16.9336,2085.58
1643.58,157.5515,-5764.76806640625,200000,40,40,16.3066,1996.45
1618.33,157.5364,-5989.00390625,205000,41,41,16.3546,1945.94
1660.34,157.5379,-6125.927734375,210000,42,42,16.2454,1983.28
1624.13,157.584,-6461.125,215000,43,43,16.2818,1929.69
1648.5,157.6271,-6566.46630859375,220000,44,44,16.387,2021.77
1680.24,157.168,-6761.3857421875,225000,45,45,16.4659,2032.28
1690.49,157.488,-6919.1708984375,230000,46,46,16.606,2016.04
1679.46,157.2895,-7181.169921875,235000,47,47,16.3327,2016.83
1705.28,157.2054,-7249.2705078125,240000,48,48,16.2924,2081.82
1655.67,157.289,-7469.53857421875,245000,49,49,16.1595,2051.1
1642.91,157.3455,-7803.84228515625,250000,50,50,16.0637,1991.55
1683.41,157.1524,-7960.50927734375,255000,51,51,16.0816,2039.27
1694.58,157.2859,-8160.96630859375,260000,52,52,16.1115,2071.29
1710.87,157.4026,-8413.759765625,265000,53,53,16.4485,2073.4
1694.23,157.1008,-8646.1572265625,270000,54,54,16.0307,2068.93
1759.86,157.1666,-8763.9970703125,275000,55,55,16.311,2127.79
1747.09,157.2139,-8944.82421875,280000,56,56,16.6094,2112.84
1723.49,157.3513,-9228.0283203125,285000,57,57,16.0898,2049.71
1717.23,157.2741,-9419.1630859375,290000,58,58,15.994,2076.58
1703.66,157.0928,-9622.1015625,295000,59,59,15.827,2041.0
1726.99,157.3072,-9844.7900390625,300000,60,60,16.1387,2063.53
1705.31,156.9668,-10079.5263671875,305000,61,61,16.1016,2043.03
1751.43,157.1788,-10254.91796875,310000,62,62,16.1415,2076.11
1733.42,157.28,-10542.1435546875,315000,63,63,16.3088,2061.09
1706.58,157.1703,-10730.6103515625,320000,64,64,15.9331,2040.48
1762.46,157.2186,-10851.9736328125,325000,65,65,16.3743,2087.01
1759.06,156.8834,-11075.142578125,330000,66,66,15.9545,2128.53
1707.1,157.0117,-11368.8203125,335000,67,67,16.0311,2028.6
1766.35,157.0939,-11496.12109375,340000,68,68,15.9086,2120.75
1720.79,157.2362,-11763.107421875,345000,69,69,15.8979,2040.03
1754.72,157.2255,-11953.30859375,350000,70,70,16.0889,2124.08
1756.25,157.0569,-12215.7080078125,355000,71,71,15.8862,2061.23
1768.52,157.1639,-12296.693359375,360000,72,72,16.2352,2147.26
1746.87,157.2994,-12645.177734375,365000,73,73,16.1298,2115.36
1748.21,157.0963,-12834.9599609375,370000,74,74,15.8857,2100.24
1792.24,157.063,-13032.9736328125,375000,75,75,16.3319,2150.3
1736.53,157.0086,-13303.5400390625,380000,76,76,15.9694,2118.45
1762.42,157.1897,-13548.3076171875,385000,77,77,15.9899,2130.65
1814.22,157.0381,-13661.0732421875,390000,78,78,16.4761,2199.57
1708.72,157.218,-13969.3837890625,395000,79,79,15.6766,1983.79
1781.17,157.2099,-14134.3193359375,400000,80,80,15.9645,2117.57
1740.37,157.069,-14403.416015625,405000,81,81,15.8452,2073.71
1775.18,156.9886,-14614.666015625,410000,82,82,15.8601,2119.39
1781.77,156.8853,-14758.48828125,415000,83,83,15.8493,2134.41
1779.51,156.9597,-14911.126953125,420000,84,84,15.7876,2176.56
1779.89,156.8729,-15110.2451171875,425000,85,85,15.9359,2118.78
1803.83,157.2608,-15521.57421875,430000,86,86,15.9867,2177.33
1752.69,157.2055,-15674.046875,435000,87,87,15.6352,2093.73
1816.5,156.8885,-15909.3505859375,440000,88,88,15.9517,2159.95
1817.66,156.9538,-16150.830078125,445000,89,89,16.1028,2152.48
1795.35,156.8544,-16307.7060546875,450000,90,90,16.1252,2143.1
1786.85,156.8738,-16612.841796875,455000,91,91,16.0363,2149.64
1788.55,156.8508,-16866.890625,460000,92,92,15.5243,2144.52
1796.78,156.9928,-17119.212890625,465000,93,93,15.711,2117.58
1827.7,156.7379,-17243.21875,470000,94,94,15.9242,2200.84
1815.45,156.9831,-17452.30859375,475000,95,95,15.5734,2179.97
1803.27,157.0145,-17770.294921875,480000,96,96,15.7045,2101.72
1825.15,156.7956,-18037.451171875,485000,97,97,15.8207,2192.61
1827.56,156.842,-18156.685546875,490000,98,98,15.7553,2166.53
1837.77,156.7756,-18505.484375,495000,99,99,15.9934,2173.9
1829.8,156.8768,-18699.408203125,500000,100,100,15.9851,2120.16
1822.82,157.0312,-18919.677734375,505000,101,101,15.8257,2161.65
1826.22,156.711,-19129.314453125,510000,102,102,15.8943,2199.84
1826.99,156.8504,-19298.626953125,515000,103,103,15.9655,2188.44
1875.85,156.9716,-19669.1328125,520000,104,104,16.1604,2170.54
1814.68,156.7338,-19992.087890625,525000,105,105,15.7263,2165.29
1843.79,156.9946,-20173.029296875,530000,106,106,16.1327,2200.09
1820.11,156.9131,-20429.9921875,535000,107,107,16.0363,2130.91
1791.28,157.1027,-20824.560546875,540000,108,108,16.0236,2152.61
1823.69,156.9383,-20793.2265625,545000,109,109,15.8056,2167.92
1814.24,156.8466,-21079.158203125,550000,110,110,15.6466,2119.81
1853.26,156.8966,-21434.455078125,555000,111,111,15.8588,2200.8
1848.92,156.7876,-21505.970703125,560000,112,112,15.7826,2186.97
1809.87,156.8633,-21831.619140625,565000,113,113,15.4942,2065.89
1823.83,157.0923,-22192.033203125,570000,114,114,15.763,2164.9
1818.83,156.8655,-22310.97265625,575000,115,115,15.7522,2165.91
1840.71,156.6952,-22550.751953125,580000,116,116,15.8569,2168.06
1834.23,156.82,-22893.09765625,585000,117,117,15.5989,2159.9
1883.93,156.655,-22940.732421875,590000,118,118,15.8021,2178.86
1870.89,156.9025,-23437.51953125,595000,119,119,16.0502,2237.13
1856.22,156.9597,-23346.462890625,600000,120,120,15.8009,2189.27
1860.83,156.6848,-23626.7578125,605000,121,121,15.6769,2155.14
1859.74,156.7888,-23798.072265625,610000,122,122,15.6027,2193.61
1875.47,156.7806,-23977.912109375,615000,123,123,15.8972,2236.92
1902.21,156.7962,-24073.16015625,620000,124,124,15.8017,2200.17
1832.15,156.9199,-24415.62109375,625000,125,125,15.6798,2176.75
1856.82,156.7655,-24652.66015625,630000,126,126,15.8016,2184.89
1865.2,156.7838,-24831.33984375,635000,127,127,15.5135,2106.28
1843.56,156.6805,-24874.583984375,640000,128,128,15.3148,2140.37
1857.89,156.8415,-25129.267578125,645000,129,129,15.768,2200.71
1873.74,156.7473,-25265.595703125,650000,130,130,15.5766,2179.25
1854.85,156.7735,-25580.701171875,655000,131,131,15.6684,2170.7
1822.02,156.9046,-25543.287109375,660000,132,132,15.4536,2123.25
1851.51,156.7818,-25789.515625,665000,133,133,15.5689,2183.78
1847.71,156.6695,-26145.861328125,670000,134,134,15.4011,2169.87
1877.35,156.8306,-26439.65234375,675000,135,135,15.8541,2194.41
1859.14,156.8701,-26718.34375,680000,136,136,15.6567,2209.48
1880.38,156.7485,-26659.3984375,685000,137,137,15.6252,2182.62
1852.24,156.8711,-26835.453125,690000,138,138,15.8876,2235.28
1870.94,156.8817,-26984.33203125,695000,139,139,15.6098,2247.91
1852.19,156.8791,-27421.935546875,700000,140,140,15.6151,2182.66
1890.36,156.686,-27418.94140625,705000,141,141,15.598,2222.21
1879.51,156.7865,-27813.73046875,710000,142,142,15.9072,2223.62
1868.62,156.7154,-28047.951171875,715000,143,143,15.8833,2229.99
1899.16,156.6865,-28289.265625,720000,144,144,15.865,2251.8
1862.69,156.646,-28294.240234375,725000,145,145,15.588,2185.06
1863.42,156.8029,-28535.9296875,730000,146,146,15.4669,2174.16
1857.19,156.7356,-28764.92578125,735000,147,147,15.4393,2182.79
1883.33,156.7457,-29058.9921875,740000,148,148,15.6652,2196.63
1873.21,156.6573,-29214.69921875,745000,149,149,15.5164,2212.52
1855.73,156.856,-29420.287109375,750000,150,150,15.4762,2173.68
1805.04,156.7683,-29798.681640625,755000,151,151,15.2885,2083.92
1869.55,156.77,-29895.091796875,760000,152,152,15.4456,2158.72
1898.54,156.9043,-30207.02734375,765000,153,153,15.7656,2170.52
1888.11,156.6095,-30273.43359375,770000,154,154,15.4826,2179.85
1879.39,156.7053,-30589.140625,775000,155,155,15.5347,2214.43
1876.85,156.8159,-30817.513671875,780000,156,156,15.2838,2173.77
1905.21,156.6463,-31200.984375,785000,157,157,15.6173,2235.88
1876.4,156.615,-31231.369140625,790000,158,158,15.5129,2204.0
1846.09,156.8103,-31522.09765625,795000,159,159,15.363,2147.18
1844.66,156.7435,-31874.572265625,800000,160,160,15.3531,2152.49
1880.2,156.542,-31863.8046875,805000,161,161,15.5156,2186.71
1910.55,156.6763,-32341.81640625,810000,162,162,15.557,2215.51
1892.08,156.7898,-32230.13671875,815000,163,163,15.6355,2220.3
1889.38,156.7242,-32815.0859375,820000,164,164,15.7371,2249.49
1921.11,156.7382,-33060.4140625,825000,165,165,15.8143,2272.39
1904.96,156.7078,-33405.56640625,830000,166,166,15.8233,2249.54
1877.45,156.5812,-33470.56640625,835000,167,167,15.582,2207.5
1884.49,156.45,-33559.703125,840000,168,168,15.4116,2212.36
1902.08,156.817,-33959.26953125,845000,169,169,15.8277,2245.99
1859.97,156.6938,-34036.3984375,850000,170,170,15.5674,2181.87
1898.96,156.6401,-34192.62890625,855000,171,171,15.5659,2229.36
1900.12,156.6445,-34421.296875,860000,172,172,15.6701,2259.29
1909.3,156.6115,-34735.09375,865000,173,173,15.5595,2243.19
1899.72,156.4421,-35027.16796875,870000,174,174,15.5906,2243.92
1932.86,156.6227,-35278.4609375,875000,175,175,15.583,2260.15
1883.99,156.6204,-35495.75390625,880000,176,176,15.211,2219.55
1896.57,156.8669,-35966.03515625,885000,177,177,15.7363,2234.23
1907.93,156.6544,-36064.609375,890000,178,178,15.576,2208.33
1938.26,156.7138,-36399.19921875,895000,179,179,15.8993,2255.43
1929.28,156.7379,-36569.71484375,900000,180,180,15.5251,2254.35
1913.14,156.7986,-36898.953125,905000,181,181,15.8656,2227.38
1897.88,156.6046,-37080.046875,910000,182,182,15.6009,2285.4
1918.22,156.7728,-37466.12890625,915000,183,183,15.5136,2247.77
1895.91,156.7923,-37562.4140625,920000,184,184,15.5529,2231.02
1922.87,156.7655,-37868.4140625,925000,185,185,15.44,2244.59
1924.48,156.6588,-38212.29296875,930000,186,186,15.4818,2298.74
1886.07,156.7211,-38134.203125,935000,187,187,15.5563,2215.66
1911.89,156.7121,-38644.296875,940000,188,188,15.6874,2263.02
1917.77,156.641,-38801.80078125,945000,189,189,15.6327,2270.46
1904.38,156.6392,-39037.59765625,950000,190,190,15.5105,2256.21
1905.55,156.5865,-39383.55859375,955000,191,191,15.3747,2240.38
1930.18,156.7552,-39644.5390625,960000,192,192,15.7676,2274.23
1922.64,156.6686,-39688.24609375,965000,193,193,15.6122,2257.69
1906.23,156.49,-39919.24609375,970000,194,194,15.316,2211.67
1928.07,156.7433,-40355.953125,975000,195,195,15.5144,2276.08
1938.37,156.7409,-40470.2109375,980000,196,196,15.6195,2277.12
1926.08,156.6229,-40421.0625,985000,197,197,15.2586,2268.52
1933.18,156.743,-40714.63671875,990000,198,198,15.5876,2243.98
1936.69,156.6039,-40925.65625,995000,199,199,15.6775,2281.61
1913.41,156.5995,-41134.80859375,1000000,200,200,15.2485,2278.17
1914.04,156.604,-41395.1796875,1005000,201,201,15.2738,2282.86
1913.72,156.619,-41449.1484375,1010000,202,202,15.2976,2255.01
1929.12,156.6531,-41666.42578125,1015000,203,203,15.5475,2287.67
1939.8,156.6783,-41879.8984375,1020000,204,204,15.3609,2282.59
1907.8,156.7255,-42002.28515625,1025000,205,205,15.0962,2277.29
1915.59,156.7226,-42118.19921875,1030000,206,206,15.3503,2287.62
1916.68,156.6609,-42312.60546875,1035000,207,207,15.3455,2301.09
1910.65,156.9134,-42566.6171875,1040000,208,208,15.2412,2256.81
1921.96,156.5693,-42687.7890625,1045000,209,209,15.2612,2258.28
1929.43,156.695,-42982.44140625,1050000,210,210,15.4707,2293.92
1935.04,156.8164,-43135.390625,1055000,211,211,15.4093,2300.33
1916.24,156.7226,-43253.48828125,1060000,212,212,15.3417,2279.45
1918.69,156.7033,-43219.4296875,1065000,213,213,15.266,2287.41
1913.62,156.7189,-43625.765625,1070000,214,214,15.2478,2227.44
1940.36,156.8087,-43702.3984375,1075000,215,215,15.4346,2301.5
1915.28,156.8176,-43932.76953125,1080000,216,216,15.4255,2288.42
1917.26,156.7179,-43822.75390625,1085000,217,217,15.33,2269.72
1927.03,156.6171,-43959.3984375,1090000,218,218,15.4394,2289.53
1917.85,156.8007,-44237.62109375,1095000,219,219,15.5036,2317.43
1934.33,156.6665,-44461.890625,1100000,220,220,15.4163,2272.24
1941.52,156.7202,-44664.76953125,1105000,221,221,15.5168,2300.28
1934.65,156.6921,-44710.90234375,1110000,222,222,15.6888,2296.18
1947.87,156.5704,-44732.359375,1115000,223,223,15.5374,2302.63
1934.0,156.6531,-45016.74609375,1120000,224,224,15.5599,2291.63
1933.33,156.8558,-45096.07421875,1125000,225,225,15.5612,2282.68
1942.69,156.7954,-45170.265625,1130000,226,226,15.7289,2299.16
1935.9,156.7006,-45294.828125,1135000,227,227,15.5163,2301.19
1930.06,156.6583,-45480.42578125,1140000,228,228,15.5772,2260.25
1921.94,156.7564,-45679.5546875,1145000,229,229,15.6644,2283.65
1924.26,156.755,-45705.78125,1150000,230,230,15.5119,2272.19
1935.45,156.8566,-45814.8828125,1155000,231,231,15.6366,2281.44
1960.99,156.7678,-46099.68359375,1160000,232,232,15.6799,2312.59
1934.14,156.601,-46021.98828125,1165000,233,233,15.4412,2287.86
1958.98,156.7382,-46200.97265625,1170000,234,234,15.5235,2271.91
1949.22,156.7609,-46483.87109375,1175000,235,235,15.5819,2291.26
1941.16,156.6701,-46339.015625,1180000,236,236,15.4227,2307.65
1942.64,156.7768,-46634.2421875,1185000,237,237,15.6773,2298.35
1957.52,156.6701,-46662.109375,1190000,238,238,15.684,2301.68
1927.1,156.8332,-46825.91015625,1195000,239,239,15.6105,2306.21
1930.12,156.8079,-46880.2890625,1200000,240,240,15.4575,2293.17
1947.45,156.717,-46965.84765625,1205000,241,241,15.6178,2309.03
1928.54,156.6854,-47221.015625,1210000,242,242,15.5892,2291.24
1946.3,156.7654,-47331.19921875,1215000,243,243,15.6094,2303.45
1941.13,156.6274,-47322.65625,1220000,244,244,15.5341,2260.81
1917.45,156.687,-47593.4765625,1225000,245,245,15.2865,2248.68
1952.29,156.7526,-47675.7734375,1230000,246,246,15.6518,2315.09
1930.46,156.5094,-47859.0859375,1235000,247,247,15.4195,2308.15
1934.16,156.8329,-47808.578125,1240000,248,248,15.6554,2287.51
1932.18,156.7465,-47844.84765625,1245000,249,249,15.512,2294.59
1915.72,156.7483,-48043.9609375,1250000,250,250,15.5249,2260.54
1930.42,156.7157,-48219.03515625,1255000,251,251,15.4083,2298.97
1943.42,156.5873,-48380.8359375,1260000,252,252,15.5737,2299.68
1951.28,156.6283,-48435.96484375,1265000,253,253,15.615,2289.8
1942.85,156.7097,-48526.66796875,1270000,254,254,15.4485,2295.91
1929.49,156.8703,-48675.4921875,1275000,255,255,15.4193,2271.51
1924.61,156.7062,-48811.62890625,1280000,256,256,15.5148,2262.05
1953.23,156.583,-48938.82421875,1285000,257,257,15.4903,2286.54
1952.22,156.7144,-48946.3046875,1290000,258,258,15.4159,2312.47
1950.37,156.6707,-49161.296875,1295000,259,259,15.4577,2261.65
1950.47,156.7069,-49248.859375,1300000,260,260,15.5097,2290.19
1973.74,156.569,-49349.3203125,1305000,261,261,15.5966,2316.59
1952.86,156.6269,-49692.7734375,1310000,262,262,15.5546,2306.78
1968.78,156.7725,-49635.65234375,1315000,263,263,15.6589,2316.21
1953.36,156.8978,-49885.22265625,1320000,264,264,15.6859,2315.99
1942.88,156.7411,-49881.04296875,1325000,265,265,15.5024,2267.17
1947.57,156.6849,-49995.328125,1330000,266,266,15.4223,2300.52
1945.09,156.7126,-50184.953125,1335000,267,267,15.7192,2323.56
1937.19,156.7409,-50087.921875,1340000,268,268,15.5013,2297.8
1937.68,156.583,-50340.22265625,1345000,269,269,15.4796,2306.09
1930.9,156.7096,-50417.89453125,1350000,270,270,15.4875,2304.61
1929.74,156.8693,-50557.0859375,1355000,271,271,15.582,2298.58
1933.11,156.6862,-50601.359375,1360000,272,272,15.5484,2298.88
1929.46,156.8207,-50808.0859375,1365000,273,273,15.5118,2298.21
1933.59,156.715,-50832.625,1370000,274,274,15.4615,2266.57
1947.29,156.6674,-50955.1484375,1375000,275,275,15.5414,2317.55
1944.01,156.8229,-51039.828125,1380000,276,276,15.5554,2293.06
1958.47,156.852,-51097.3671875,1385000,277,277,15.5284,2305.62
1937.04,156.5966,-51333.09765625,1390000,278,278,15.4554,2295.39
1933.87,156.5769,-51362.375,1395000,279,279,15.4755,2282.23
1949.43,156.6924,-51627.8828125,1400000,280,280,15.5189,2298.59
1939.14,156.6529,-51549.2109375,1405000,281,281,15.5617,2260.74
1928.64,156.7658,-51638.68359375,1410000,282,282,15.5176,2277.81
1934.55,156.4779,-51807.6796875,1415000,283,283,15.3245,2256.55
1939.82,156.7533,-51908.86328125,1420000,284,284,15.4218,2289.03
1941.99,156.7804,-52088.1640625,1425000,285,285,15.5386,2300.89
1935.48,156.7708,-52244.42578125,1430000,286,286,15.5015,2296.07
1959.67,156.6787,-52362.48828125,1435000,287,287,15.4494,2310.62
1940.92,156.6875,-52496.97265625,1440000,288,288,15.6119,2288.74
1939.72,156.6745,-52519.32421875,1445000,289,289,15.4482,2312.91
1926.5,156.7356,-52662.1875,1450000,290,290,15.6322,2250.71
1974.5,156.727,-52892.68359375,1455000,291,291,15.7349,2304.74
1953.22,156.8168,-52833.8359375,1460000,292,292,15.4844,2306.54
1939.24,156.72,-53018.40625,1465000,293,293,15.3414,2284.29
1956.74,156.8915,-52924.9921875,1470000,294,294,15.4423,2303.54
1965.54,156.7423,-53125.046875,1475000,295,295,15.5422,2307.27
1914.11,156.7977,-53183.1484375,1480000,296,296,15.7294,2265.54
1963.62,156.8611,-53536.76953125,1485000,297,297,15.4442,2282.34
1928.06,156.8873,-53398.921875,1490000,298,298,15.4058,2295.21
1946.9,156.7516,-53543.0078125,1495000,299,299,15.5246,2288.51
1941.29,156.7366,-53642.7890625,1500000,300,300,15.4723,2264.85
1926.63,156.8837,-53703.70703125,1505000,301,301,15.3316,2264.73
1933.0,156.6069,-53725.265625,1510000,302,302,15.3491,2270.81
1935.17,156.7901,-53966.46875,1515000,303,303,15.3243,2267.31
1924.25,156.7634,-54007.96484375,1520000,304,304,15.3859,2274.01
1942.42,156.8364,-54064.16015625,1525000,305,305,15.5282,2275.23
1930.82,156.6149,-54263.5859375,1530000,306,306,15.3709,2252.26
1939.88,156.7887,-54265.39453125,1535000,307,307,15.4451,2256.58
1935.02,156.6125,-54404.46875,1540000,308,308,15.3243,2262.81
1958.01,156.8395,-54498.18359375,1545000,309,309,15.5889,2304.36
1946.42,156.5997,-54549.5859375,1550000,310,310,15.4593,2293.48
1921.0,156.6833,-54772.30859375,1555000,311,311,15.3786,2282.43
1933.5,156.774,-54762.265625,1560000,312,312,15.4365,2312.79
1961.12,156.7424,-54793.87890625,1565000,313,313,15.4081,2286.79
1953.94,156.6476,-55028.0,1570000,314,314,15.3603,2308.73
1936.19,156.7813,-55027.375,1575000,315,315,15.4106,2293.34
1936.47,156.7711,-55369.34765625,1580000,316,316,15.2871,2302.58
1967.06,156.6903,-55662.08984375,1585000,317,317,15.5045,2320.43
1931.77,156.7408,-55539.5234375,1590000,318,318,15.3818,2314.78
1908.96,156.6742,-55446.1484375,1595000,319,319,15.2066,2295.35
1924.9,156.7759,-55496.7421875,1600000,320,320,15.3974,2285.66
1937.64,156.813,-55730.46484375,1605000,321,321,15.2209,2320.62
1957.52,156.6096,-55705.95703125,1610000,322,322,15.2812,2305.88
1946.6,156.673,-56033.15234375,1615000,323,323,15.2826,2313.98
1939.13,156.6944,-55706.06640625,1620000,324,324,15.0654,2297.34
1930.77,156.8099,-56015.4453125,1625000,325,325,15.3377,2333.03
1945.04,156.7192,-56119.0390625,1630000,326,326,15.2132,2309.8
1920.72,156.6635,-56360.19140625,1635000,327,327,15.2467,2293.6
1931.91,156.7662,-56278.6328125,1640000,328,328,15.3204,2305.48
1953.68,156.7811,-56468.9296875,1645000,329,329,15.3635,2310.45
1939.73,156.8807,-56543.74609375,1650000,330,330,15.3843,2337.8
1946.32,156.8173,-56807.46875,1655000,331,331,15.3868,2316.44
1898.96,156.6902,-56394.14453125,1660000,332,332,15.089,2267.76
1936.79,156.8317,-56637.49609375,1665000,333,333,15.1979,2313.29
1947.81,156.7374,-56872.03515625,1670000,334,334,15.2088,2317.55
1961.05,156.6588,-57016.91015625,1675000,335,335,15.3251,2326.96
1933.91,156.6799,-57042.7109375,1680000,336,336,15.1636,2313.92
1924.86,156.5941,-57136.1953125,1685000,337,337,15.3219,2321.07
1925.34,156.7174,-57253.46484375,1690000,338,338,15.1327,2305.89
1936.9,156.5287,-57346.16796875,1695000,339,339,15.343,2316.23
1923.6,156.666,-57566.859375,1700000,340,340,15.2064,2305.51
1935.39,156.6516,-57451.2109375,1705000,341,341,15.3085,2311.2
1950.1,156.7765,-57611.8046875,1710000,342,342,15.1612,2330.82
1948.16,156.7873,-57779.3671875,1715000,343,343,15.2235,2337.86
1933.21,156.5235,-57755.37109375,1720000,344,344,15.1912,2274.12
1940.57,156.5733,-57978.76171875,1725000,345,345,15.0152,2329.79
1949.02,156.7836,-58129.6640625,1730000,346,346,15.2562,2326.06
1939.83,156.6174,-58033.33203125,1735000,347,347,15.2486,2283.29
1948.07,156.6291,-58173.94921875,1740000,348,348,15.105,2298.52
1926.38,156.6687,-58321.11328125,1745000,349,349,15.219,2304.95
1925.47,156.7737,-58298.90234375,1750000,350,350,15.0433,2278.5
1962.19,156.6499,-58399.2109375,1755000,351,351,15.2366,2311.76
1898.09,156.5939,-58436.74609375,1760000,352,352,15.1107,2264.11
1951.69,156.6298,-58589.09765625,1765000,353,353,15.2175,2285.85
1950.96,156.7759,-58666.42578125,1770000,354,354,15.1353,2289.87
1925.4,156.7107,-58637.375,1775000,355,355,15.0999,2258.7
1948.53,156.5673,-59031.49609375,1780000,356,356,15.1975,2325.2
1947.6,156.8204,-59026.64453125,1785000,357,357,15.2133,2324.39
1932.84,156.682,-59155.87890625,1790000,358,358,15.057,2292.32
1942.2,156.6554,-59129.4921875,1795000,359,359,15.2914,2301.95
1961.52,156.5811,-59232.4609375,1800000,360,360,15.1548,2312.68
1953.76,156.6305,-59321.65625,1805000,361,361,15.3277,2327.83
1958.09,156.6795,-59437.96484375,1810000,362,362,15.3052,2315.92
1948.57,156.6024,-59445.82421875,1815000,363,363,15.0902,2309.89
1944.37,156.7186,-59656.09765625,1820000,364,364,15.2487,2301.2
1954.07,156.5653,-59764.26171875,1825000,365,365,15.1915,2292.43
1970.4,156.7519,-60034.12109375,1830000,366,366,15.3479,2350.82
1925.11,156.6957,-60041.6328125,1835000,367,367,15.2844,2349.46
1966.6,156.6844,-59926.5859375,1840000,368,368,15.2159,2315.82
1953.81,156.5664,-60049.43359375,1845000,369,369,15.2692,2317.72
1938.64,156.7662,-60296.2265625,1850000,370,370,15.2355,2303.41
1853.27,156.8759,-61103.85546875,1855000,371,371,15.7639,2123.41
1993.83,156.7604,-60669.2109375,1860000,372,372,15.3939,2329.2
1992.16,156.6616,-60648.734375,1865000,373,373,15.4674,2334.17
1973.26,156.6792,-60632.87109375,1870000,374,374,15.3552,2324.77
1963.41,156.5587,-60965.86328125,1875000,375,375,15.6578,2322.61
1960.04,156.7316,-60940.58984375,1880000,376,376,15.3887,2300.16
1973.25,156.679,-61154.37890625,1885000,377,377,15.3744,2309.99
1955.63,156.5282,-61376.42578125,1890000,378,378,15.4735,2318.98
1969.36,156.6275,-61385.30859375,1895000,379,379,15.4282,2333.67
1958.54,156.5523,-61552.24609375,1900000,380,380,15.3779,2318.84
1972.75,156.6407,-61756.56640625,1905000,381,381,15.43,2322.22
1981.11,156.88,-61852.3515625,1910000,382,382,15.4597,2344.46
1969.38,156.5501,-61863.19140625,1915000,383,383,15.4929,2316.36
1966.75,156.719,-61924.88671875,1920000,384,384,15.4942,2347.4
1951.02,156.789,-62151.1328125,1925000,385,385,15.3824,2342.51
1982.26,156.7608,-62079.69921875,1930000,386,386,15.5232,2364.59
1956.14,156.7765,-62338.734375,1935000,387,387,15.4638,2346.74
1991.48,156.7767,-62419.1875,1940000,388,388,15.3938,2348.17
1980.99,156.8517,-62432.35546875,1945000,389,389,15.5875,2340.15
1964.52,156.8309,-62552.40234375,1950000,390,390,15.3803,2352.36
1985.58,156.644,-62942.4453125,1955000,391,391,15.6201,2359.46
1953.88,156.6366,-62532.26171875,1960000,392,392,15.4191,2303.67
1960.64,156.6826,-63069.1328125,1965000,393,393,15.5972,2347.93
