Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Running Forward KL,Itration,Running Reverse KL,Real Sto Return
-5160.8681640625,97,5075.99,485000,78.6284,97,76.985,4480.24
-5406.69580078125,98,4452.38,490000,85.5886,98,79.1929,3848.17
-5531.39453125,99,5048.7,495000,90.339,99,89.3999,4533.54
-5527.98681640625,100,5142.93,500000,90.2783,100,88.2897,4669.52
-5667.12255859375,101,5239.8,505000,87.1987,101,80.8852,4003.86
-5797.076171875,102,5143.7,510000,85.1137,102,76.0355,4763.96
-5799.537109375,103,5111.87,515000,87.2706,103,83.9904,4369.7
-6051.4521484375,104,4836.35,520000,89.23,104,86.7684,4410.31
-5959.748046875,105,4668.01,525000,82.0969,105,76.3753,4317.7
-6021.30810546875,106,4752.0,530000,76.8085,106,67.7556,4278.78
-6393.1767578125,107,5269.35,535000,90.0668,107,85.8971,4799.01
-6486.99072265625,108,4953.27,540000,88.7531,108,86.1485,4818.89
-6477.8623046875,109,4928.7,545000,88.9021,109,85.6187,3820.32
-6721.84765625,110,4994.6,550000,82.8145,110,80.6357,4840.65
-6806.2373046875,111,5294.86,555000,81.3629,111,81.08,4555.74
-7044.9189453125,112,5347.1,560000,90.95,112,81.1285,4291.51
-7129.55419921875,113,5281.78,565000,87.2264,113,79.4605,4529.44
-7106.3857421875,114,5211.93,570000,90.6469,114,79.4515,4967.51
-6996.90380859375,115,5397.88,575000,80.1501,115,79.7994,4520.19
-7131.853515625,116,5328.52,580000,92.9242,116,85.6178,4690.03
-7410.54638671875,117,5324.19,585000,88.6125,117,85.0957,4407.82
-7604.6572265625,118,5112.29,590000,87.5418,118,82.2454,4487.22
-7460.7919921875,119,4858.11,595000,78.1718,119,76.4499,3722.94
-7818.19580078125,120,5001.53,600000,86.8301,120,78.2872,4352.08
-8120.572265625,121,4909.75,605000,90.3168,121,84.9469,4813.3
-8422.587890625,122,5358.62,610000,87.3628,122,80.3911,4630.97
-8243.865234375,123,5349.86,615000,85.3554,123,78.672,4865.66
-8397.736328125,124,5121.35,620000,88.753,124,85.5278,4436.58
-8620.4404296875,125,5455.02,625000,89.0969,125,84.969,4773.99
-8604.5439453125,126,5286.64,630000,86.8311,126,81.1471,4717.06
-9004.63671875,127,4985.59,635000,89.5183,127,85.304,4897.65
-8703.1328125,128,5191.22,640000,90.4278,128,87.8609,4874.9
-9269.271484375,129,5483.4,645000,91.1137,129,86.4622,4556.53
-9358.900390625,130,5477.21,650000,88.115,130,83.1486,3867.01
-9358.5380859375,131,5457.51,655000,87.5474,131,78.9903,4321.42
-9690.0478515625,132,5343.06,660000,89.8094,132,85.1231,4963.55
-9491.1171875,133,5216.12,665000,78.7365,133,83.0961,4527.44
-10213.2314453125,134,5459.6,670000,90.4574,134,84.4998,5081.25
-10072.7275390625,135,5343.18,675000,89.9136,135,88.4901,4863.81
-10410.642578125,136,5528.8,680000,90.3955,136,86.5473,4755.19
-10450.6064453125,137,5111.43,685000,91.0424,137,88.1052,4964.13
-10680.5390625,138,5358.65,690000,87.468,138,84.0231,5188.01
-10574.189453125,139,4714.67,695000,90.6579,139,83.3638,4054.09
-10857.44140625,140,5342.7,700000,90.6527,140,87.585,4964.12
-10748.8984375,141,5523.38,705000,79.906,141,79.883,4594.97
-11159.6669921875,142,5291.01,710000,90.4816,142,84.8767,5111.57
-11906.541015625,143,5392.23,715000,91.1577,143,92.4592,5119.9
-11799.3466796875,144,5203.34,720000,89.903,144,89.0199,4809.77
-11922.33984375,145,5614.57,725000,89.3099,145,83.0581,5112.12
-11870.2431640625,146,5051.16,730000,87.7775,146,81.685,4336.68
-11940.3515625,147,5381.54,735000,88.6803,147,85.8035,4880.23
-12204.384765625,148,5263.09,740000,88.6591,148,85.0764,4717.62
-12307.3671875,149,5573.59,745000,89.091,149,88.4591,4659.36
-12130.162109375,150,5206.48,750000,78.8756,150,78.4311,4127.81
-12697.2021484375,151,5466.78,755000,86.9899,151,80.5029,4795.49
-12757.927734375,152,5374.94,760000,80.376,152,83.9171,4564.28
-13244.2216796875,153,5529.91,765000,89.9772,153,89.0225,4134.87
-13550.8623046875,154,5555.67,770000,88.581,154,85.0741,5135.95
-13876.8310546875,155,5457.67,775000,89.0456,155,86.4277,5180.86
-13612.4423828125,156,5374.83,780000,80.6875,156,78.9742,4788.35
-14297.94140625,157,5306.36,785000,89.5753,157,88.474,4850.04
-13972.037109375,158,5317.06,790000,82.1559,158,78.5658,4661.7
-14158.1240234375,159,5592.46,795000,81.476,159,81.2745,4683.7
-14540.4462890625,160,5516.82,800000,90.5252,160,87.9889,5244.25
-15057.64453125,161,5645.48,805000,89.6395,161,87.0843,5044.76
-14722.982421875,162,5278.37,810000,83.2057,162,83.7404,4738.54
-15134.2548828125,163,5644.05,815000,86.5608,163,83.8254,5231.56
-15704.5595703125,164,5301.86,820000,91.4624,164,93.5673,5233.16
-15717.5673828125,165,4859.63,825000,89.6172,165,83.826,4552.57
-15856.9189453125,166,5612.73,830000,89.8848,166,86.5941,4545.82
-16120.1513671875,167,5070.96,835000,90.6383,167,92.5568,4668.82
-16259.638671875,168,5543.06,840000,91.9059,168,92.4013,5036.94
-16024.046875,169,5623.32,845000,80.1272,169,84.7753,4817.97
-16657.8125,170,5508.33,850000,79.2058,170,78.5278,4689.44
-17135.17578125,171,5604.4,855000,91.1921,171,92.535,4930.28
-17564.81640625,172,5403.17,860000,91.6125,172,93.3836,4918.8
-17541.921875,173,5654.89,865000,90.0094,173,88.1343,5211.05
-17725.38671875,174,5489.32,870000,91.4281,174,92.3113,4981.95
-18062.15234375,175,5622.97,875000,89.9532,175,93.3908,5118.47
-18495.548828125,176,5649.18,880000,92.8389,176,96.302,4879.17
-19021.09375,177,5664.5,885000,88.275,177,90.4382,5327.79
-19158.982421875,178,5650.2,890000,90.22,178,91.7632,5180.34
-18333.42578125,179,5113.55,895000,89.559,179,84.8878,3629.86
-19277.201171875,180,5801.97,900000,89.1969,180,84.0104,5035.74
-19569.521484375,181,5779.62,905000,89.3137,181,85.3784,4992.86
-20111.859375,182,5679.86,910000,91.2396,182,88.9766,5121.16
-20008.427734375,183,5656.26,915000,91.4312,183,92.8119,4839.66
-20296.42578125,184,5703.18,920000,88.5638,184,90.2128,4672.77
-20779.712890625,185,5644.03,925000,88.3942,185,86.7964,5003.27
-20716.451171875,186,5699.12,930000,83.7553,186,85.4316,5184.84
-21302.109375,187,5476.25,935000,90.5374,187,90.5203,4586.2
-21234.044921875,188,5329.98,940000,89.6831,188,90.4946,4636.13
-21574.49609375,189,5656.14,945000,87.7975,189,86.0632,4394.65
-22602.669921875,190,5648.95,950000,89.3325,190,89.6126,5276.65
-22316.37109375,191,5263.3,955000,89.9799,191,89.8666,4634.67
-22813.2421875,192,5696.62,960000,91.2208,192,90.5587,5348.62
-23053.896484375,193,5533.17,965000,89.376,193,88.9897,4915.32
-23350.498046875,194,5246.61,970000,89.9464,194,90.4071,3936.28
-22938.80078125,195,5328.81,975000,81.2109,195,82.1688,4966.09
-24037.75,196,5413.33,980000,92.5385,196,91.2074,5139.28
-21582.546875,197,5377.68,985000,76.9662,197,76.5236,4953.75
-24836.845703125,198,5542.67,990000,93.7222,198,97.9149,5227.74
-24673.06640625,199,5488.17,995000,89.5506,199,89.1209,5383.65
-25616.01953125,200,5636.7,1000000,89.4109,200,89.5254,5209.98
-25489.380859375,201,5673.3,1005000,88.8778,201,89.51,4657.41
-25545.48828125,202,5501.09,1010000,90.2818,202,95.386,4989.28
-24981.732421875,203,5533.94,1015000,79.9428,203,86.5184,5323.23
-26507.427734375,204,5740.76,1020000,90.3945,204,94.5087,5289.69
-26631.48046875,205,5575.1,1025000,91.2118,205,98.7585,5124.12
-27489.259765625,206,5699.93,1030000,88.7838,206,92.5526,5424.87
-25669.43359375,207,5443.6,1035000,78.0555,207,82.5591,5260.11
-27828.12109375,208,5688.02,1040000,88.2751,208,91.5376,5125.45
-28321.201171875,209,5669.16,1045000,90.9175,209,96.3109,5399.67
-28589.8515625,210,5773.5,1050000,88.5644,210,89.4248,5444.17
-28489.201171875,211,5633.74,1055000,90.3282,211,92.1178,4773.9
-29111.63671875,212,5841.79,1060000,88.6888,212,86.6333,5473.9
-29895.525390625,213,5380.66,1065000,90.8334,213,93.9358,5243.39
-30326.521484375,214,5776.1,1070000,92.0514,214,95.7695,5408.58
-30689.76953125,215,5584.23,1075000,90.9929,215,96.22,5209.57
-30507.865234375,216,5322.98,1080000,91.4232,216,96.3475,5206.67
-31339.3984375,217,5804.61,1085000,90.6707,217,93.7457,5218.13
-31414.984375,218,5633.28,1090000,91.2691,218,96.5569,5450.1
-32112.34375,219,5714.97,1095000,93.5364,219,100.6227,5399.5
-32346.857421875,220,5460.22,1100000,91.8956,220,95.3494,5327.18
-31088.1640625,221,5613.85,1105000,78.9285,221,83.4051,5395.52
-33053.9765625,222,5816.19,1110000,91.1138,222,96.2716,5060.32
-33735.13671875,223,5810.36,1115000,93.3297,223,100.2727,4203.65
-33907.70703125,224,5542.75,1120000,91.6937,224,97.8979,5239.3
-32510.845703125,225,5658.73,1125000,80.2423,225,91.2106,5276.86
-34492.7421875,226,5469.61,1130000,92.053,226,100.1522,5345.54
-34722.19921875,227,5774.13,1135000,90.5436,227,94.1459,5497.36
-35808.44921875,228,5749.53,1140000,92.0694,228,99.8054,5419.2
-35524.1484375,229,5493.78,1145000,92.2597,229,99.6036,5115.96
-36100.83203125,230,5700.11,1150000,91.727,230,98.4665,5349.1
-36941.64453125,231,5864.02,1155000,91.2652,231,94.905,5232.88
-37214.62890625,232,5738.28,1160000,92.5391,232,99.0402,5489.21
-37556.5859375,233,5596.77,1165000,92.3723,233,98.0596,5574.44
-37702.375,234,5527.05,1170000,93.4506,234,98.0606,5200.58
-36492.3046875,235,5600.53,1175000,78.6687,235,86.671,4855.65
-38403.6171875,236,5885.81,1180000,90.6543,236,92.7976,5041.43
-38642.8515625,237,5245.61,1185000,90.9594,237,98.999,5518.39
-38922.44921875,238,5637.14,1190000,91.5805,238,97.6029,5281.8
-39232.20703125,239,5887.6,1195000,91.6726,239,96.1501,5293.87
-37622.21484375,240,5870.49,1200000,78.791,240,88.0361,5218.56
-38636.8046875,241,5600.54,1205000,81.3909,241,90.0714,5552.48
-40365.4609375,242,5876.46,1210000,89.6768,242,95.3532,5127.57
-40933.7109375,243,5817.63,1215000,90.5078,243,94.1115,5558.11
-39743.1796875,244,5840.71,1220000,81.3525,244,89.6717,5427.5
-41484.40234375,245,5810.34,1225000,91.2808,245,97.1062,5311.28
-42495.140625,246,5887.93,1230000,91.4758,246,99.3539,5354.69
-42477.27734375,247,5895.96,1235000,90.3152,247,93.9446,5229.28
-39948.17578125,248,5786.38,1240000,78.9234,248,84.8948,5119.57
-42463.25390625,249,5797.34,1245000,89.8602,249,94.8712,4835.67
-43205.7890625,250,5749.02,1250000,91.4836,250,99.3922,5268.19
-43487.70703125,251,5813.27,1255000,90.2665,251,96.5882,5366.28
-43026.3359375,252,5488.18,1260000,90.1307,252,96.1793,5002.78
-42814.51171875,253,5384.38,1265000,82.6927,253,89.0345,5301.78
-44595.8125,254,5515.58,1270000,91.1423,254,97.6051,5123.12
-45044.76953125,255,5827.41,1275000,91.826,255,96.2564,5516.58
-44109.62890625,256,5870.46,1280000,83.0629,256,90.6769,5207.24
-42260.19140625,257,5910.57,1285000,78.1176,257,79.7502,5180.56
-46210.3671875,258,5796.25,1290000,88.6703,258,93.3225,5022.02
-46007.52734375,259,5841.91,1295000,88.8585,259,90.7309,5319.74
-46693.83984375,260,5870.99,1300000,90.4302,260,96.1756,4779.2
-47038.4140625,261,5751.49,1305000,89.0722,261,90.4553,5141.76
-47906.984375,262,5888.38,1310000,90.7734,262,96.3276,5557.74
-48487.6640625,263,5639.5,1315000,88.7915,263,94.6638,5076.18
-48047.3828125,264,5944.46,1320000,89.2569,264,93.3465,5567.28
-48350.4296875,265,5643.64,1325000,89.4392,265,94.6055,5546.54
-48712.0859375,266,5587.65,1330000,90.743,266,97.8566,5332.64
-49014.390625,267,5910.14,1335000,87.6456,267,94.5444,5583.06
-47477.546875,268,5859.97,1340000,79.3652,268,86.8675,5408.47
-49671.7578125,269,5890.02,1345000,87.2727,269,93.246,5454.43
-49727.15625,270,5322.2,1350000,88.2858,270,96.3704,4703.34
-50648.76953125,271,5827.25,1355000,88.9443,271,93.3992,5636.9
-49576.640625,272,5131.21,1360000,87.66,272,89.7104,5531.53
-50229.6796875,273,5327.11,1365000,87.185,273,92.1114,4922.58
-50548.890625,274,5708.44,1370000,87.826,274,89.6416,5010.94
-51067.7109375,275,5920.26,1375000,90.5839,275,94.4305,5429.04
-51237.34375,276,5903.63,1380000,86.2147,276,94.2425,5531.8
-52185.34765625,277,5624.53,1385000,87.1863,277,91.2909,4944.97
-52890.24609375,278,5940.71,1390000,88.7705,278,94.9469,5592.36
-52493.4765625,279,5796.05,1395000,91.08,279,101.4599,5382.93
-53188.5546875,280,5839.28,1400000,89.9969,280,97.3052,5326.56
-51218.3046875,281,5674.14,1405000,80.1685,281,87.1343,5299.35
-53285.765625,282,5508.55,1410000,88.9077,282,95.0336,5252.65
-53470.1953125,283,5815.01,1415000,89.196,283,99.2975,5408.41
-53413.796875,284,5970.9,1420000,84.8326,284,92.3428,5595.68
-54350.26953125,285,5596.01,1425000,90.5604,285,96.6925,4865.83
-54888.953125,286,6028.83,1430000,89.25,286,95.4955,5224.89
-54119.36328125,287,5865.63,1435000,84.3076,287,96.8359,5172.78
-55547.125,288,5630.73,1440000,88.614,288,97.1995,5346.14
-55431.16796875,289,5680.87,1445000,89.9223,289,96.1576,5326.91
-55440.09375,290,5410.41,1450000,87.6728,290,87.2613,4587.93
-55818.1640625,291,5950.59,1455000,87.682,291,90.5849,5070.91
-55258.7734375,292,5255.17,1460000,89.7719,292,95.5869,4983.86
-53610.93359375,293,5942.5,1465000,78.2827,293,81.3108,5555.41
-56823.7109375,294,5678.07,1470000,88.6986,294,88.8753,5228.84
-56744.49609375,295,5895.7,1475000,87.3757,295,92.6823,4809.84
-56367.078125,296,5963.68,1480000,86.681,296,84.5386,5096.89
-57032.5390625,297,6053.55,1485000,86.2413,297,85.0654,5136.07
-54202.8828125,298,5868.05,1490000,79.4814,298,81.7932,4484.66
-58327.59765625,299,5417.48,1495000,90.5672,299,93.8101,5005.76
-58089.2421875,300,5971.4,1500000,86.229,300,89.3476,5600.06
-58241.94921875,301,5657.65,1505000,87.9543,301,89.066,5177.26
-59008.0234375,302,5974.12,1510000,89.2272,302,91.3628,4709.25
-58508.375,303,5549.95,1515000,86.2379,303,84.8781,4734.46
-59063.35546875,304,5861.01,1520000,88.8622,304,92.5832,4616.64
-59255.703125,305,5953.92,1525000,86.1298,305,88.3927,5082.94
-57518.16015625,306,5908.23,1530000,81.847,306,84.6219,5495.62
-59573.2890625,307,5578.03,1535000,87.6078,307,93.7211,5398.67
-59988.7265625,308,5763.08,1540000,87.3287,308,89.1124,5041.47
-59664.3203125,309,5205.48,1545000,86.921,309,90.5955,4633.7
-57658.85546875,310,5399.04,1550000,79.6,310,82.9103,4678.86
-60812.4140625,311,5854.53,1555000,87.8526,311,91.3054,4964.26
-60033.62109375,312,5136.76,1560000,85.6178,312,86.4349,3672.65
-57444.8203125,313,5447.35,1565000,79.4327,313,80.5826,5218.64
-61036.53125,314,5161.26,1570000,87.6408,314,92.0542,3848.29
-60997.20703125,315,5295.31,1575000,86.9977,315,91.012,3689.36
-61184.52734375,316,5214.49,1580000,87.487,316,86.0651,5049.02
-61747.86328125,317,5342.88,1585000,87.4214,317,91.1866,4430.62
-61993.453125,318,5053.01,1590000,85.5458,318,88.1958,4278.8
-60926.2265625,319,5768.82,1595000,84.7873,319,86.8807,4485.67
-59359.125,320,5444.23,1600000,79.9162,320,84.8862,4615.89
-62793.12890625,321,5504.28,1605000,87.3174,321,90.2944,5103.46
-62808.9296875,322,5840.15,1610000,86.8813,322,88.8673,4621.08
-62847.41015625,323,5473.13,1615000,86.8867,323,90.2771,4788.52
-63608.31640625,324,5494.61,1620000,86.5975,324,87.3498,4534.62
-63001.8828125,325,5534.7,1625000,85.4418,325,85.727,4607.58
-60682.140625,326,5710.13,1630000,78.9821,326,79.3215,4180.75
-61865.77734375,327,5739.46,1635000,81.3877,327,81.5665,4760.71
-65241.85546875,328,5875.76,1640000,87.4909,328,92.752,5172.2
-63827.859375,329,5564.78,1645000,85.1842,329,87.5377,4190.89
-64421.8671875,330,5812.66,1650000,86.7967,330,86.5216,5471.76
-64996.40625,331,5840.78,1655000,88.019,331,92.8665,5080.08
-64546.96875,332,6046.88,1660000,86.8109,332,88.7836,5183.74
-65825.1171875,333,5630.08,1665000,89.9253,333,97.6859,4365.8
-65328.5390625,334,5907.22,1670000,89.1848,334,97.0257,4232.92
-61616.359375,335,5458.73,1675000,80.16,335,81.3226,5056.31
-65795.1328125,336,5470.75,1680000,86.5623,336,90.388,5035.55
-66028.0625,337,5581.54,1685000,87.8742,337,92.3163,5180.37
-66585.84375,338,5701.73,1690000,88.2647,338,95.444,4643.88
-63429.05859375,339,5709.63,1695000,84.4435,339,83.9707,4643.11
-64437.171875,340,5903.56,1700000,81.9156,340,87.7884,5218.64
-66283.4140625,341,5463.46,1705000,87.6839,341,92.9216,4608.43
-66572.1484375,342,6030.81,1710000,85.6974,342,85.1462,5122.22
-66691.8515625,343,5935.17,1715000,90.0066,343,89.639,4324.71
-67234.0234375,344,5311.56,1720000,88.0629,344,86.7402,5105.23
-66947.2578125,345,5386.13,1725000,87.1753,345,91.2449,3809.83
-67837.640625,346,5409.99,1730000,89.0529,346,91.1428,4921.31
-67657.6015625,347,5468.41,1735000,89.6247,347,93.3784,4794.29
-68004.2578125,348,6015.43,1740000,88.2617,348,89.5405,5122.07
-68168.546875,349,5840.35,1745000,89.9849,349,95.5141,5175.13
-66001.4453125,350,5265.08,1750000,86.6475,350,93.577,4511.75
-68135.0,351,5826.53,1755000,87.3859,351,94.0648,5515.56
-67978.65625,352,5323.95,1760000,86.2801,352,91.979,5331.12
-68221.375,353,5364.51,1765000,88.745,353,94.399,5107.65
-68751.9609375,354,5529.3,1770000,89.976,354,97.3684,4839.91
-68991.7421875,355,5667.14,1775000,88.8172,355,93.28,5163.14
-67922.390625,356,5777.0,1780000,87.6235,356,88.806,5127.06
-69260.15625,357,5660.05,1785000,89.607,357,95.2514,4720.44
-60600.03125,358,5998.64,1790000,84.4686,358,85.787,5504.67
-69714.578125,359,5618.78,1795000,88.9551,359,97.7508,4871.53
-65111.55078125,360,5850.4,1800000,84.9016,360,90.6972,4590.1
-70245.75,361,5707.95,1805000,90.0721,361,97.2836,5110.8
-68051.078125,362,5506.04,1810000,86.395,362,93.5419,3939.75
-66802.3828125,363,5196.07,1815000,84.5751,363,91.8566,4990.57
-70398.3671875,364,4504.3,1820000,90.7033,364,98.9876,3775.72
-70209.09375,365,3999.27,1825000,88.9635,365,101.6088,3034.42
-70905.3515625,366,5195.6,1830000,90.0737,366,96.3487,3459.73
-71007.328125,367,5964.22,1835000,89.7677,367,101.5241,4962.56
-70773.3046875,368,5384.52,1840000,88.5253,368,96.2083,5116.06
-70582.390625,369,5914.18,1845000,89.0513,369,97.6643,4461.92
-70765.28125,370,5492.99,1850000,88.3057,370,95.33,4575.97
-68519.6484375,371,5947.39,1855000,84.2507,371,94.4769,5336.05
-71798.2109375,372,5671.7,1860000,88.6823,372,97.4862,4091.8
-71497.71875,373,5208.89,1865000,89.0309,373,98.9587,3320.85
-71978.5625,374,5307.1,1870000,90.0901,374,98.2244,4905.89
-70948.6796875,375,5792.78,1875000,86.5609,375,92.346,5000.58
-71687.5390625,376,5820.81,1880000,87.3083,376,93.9702,5141.65
-64234.94921875,377,5192.39,1885000,84.1311,377,88.5813,4389.56
-72286.890625,378,5718.01,1890000,91.1585,378,97.2084,4663.01
-69874.359375,379,5905.07,1895000,87.8594,379,94.3693,5110.03
-72063.203125,380,5269.58,1900000,88.1319,380,90.5156,5253.63
-72449.453125,381,5976.32,1905000,87.8227,381,94.2957,5661.73
-68998.921875,382,5623.27,1910000,84.9654,382,87.1901,5103.56
-68470.5390625,383,5290.47,1915000,86.2862,383,89.8232,5005.48
-72603.46875,384,5986.74,1920000,88.8863,384,92.3544,5072.81
-73076.8984375,385,5965.24,1925000,88.7095,385,92.3708,5215.46
-68325.2265625,386,5963.78,1930000,84.34,386,86.1043,5194.94
-72504.9765625,387,5335.04,1935000,88.6455,387,91.6037,5149.55
-59433.26171875,388,5115.88,1940000,85.0602,388,81.1169,4260.04
-73152.2421875,389,4955.85,1945000,89.5613,389,95.4319,5064.37
-69379.8515625,390,4866.96,1950000,88.4455,390,93.2929,4680.71
-74191.15625,391,5706.15,1955000,88.8832,391,94.4093,4299.38
-74483.1328125,392,6012.03,1960000,90.3052,392,96.1107,4620.18
