Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Running Forward KL,Itration,Running Reverse KL,Real Sto Return
74.18721008300781,0,551.63,0,76.2057,0,27.8881,-68.24
61.56732940673828,1,269.37,5000,76.3259,1,29.0206,-81.56
-16.36684799194336,2,533.02,10000,74.7994,2,28.1966,-4.25
-62.99673843383789,3,535.77,15000,72.6834,3,29.0769,-8.47
-107.49961853027344,4,663.77,20000,72.6256,4,28.7787,26.34
-178.38934326171875,5,551.39,25000,73.5536,5,30.5863,60.15
-198.93519592285156,6,725.98,30000,72.5347,6,30.8383,125.02
-276.7276916503906,7,662.78,35000,71.5281,7,30.8366,110.1
-319.8889465332031,8,680.63,40000,70.8848,8,32.4616,205.12
-401.2980041503906,9,883.69,45000,71.9105,9,32.9616,198.46
-423.77764892578125,10,738.96,50000,71.6462,10,32.5174,255.74
-483.90704345703125,11,1092.81,55000,69.6201,11,31.8051,378.03
-545.7788696289062,12,964.99,60000,68.5013,12,31.5162,249.57
-591.1530151367188,13,1089.14,65000,68.9519,13,31.5374,278.36
-660.4031372070312,14,750.14,70000,68.273,14,30.7187,200.27
-718.0401611328125,15,764.5,75000,70.0294,15,31.1227,238.49
-758.485595703125,16,884.36,80000,68.1074,16,30.4858,426.78
-836.9609985351562,17,1121.81,85000,67.7627,17,29.406,314.1
-868.3355102539062,18,865.91,90000,66.9597,18,29.1371,324.27
-949.1019897460938,19,1462.48,95000,67.5914,19,28.7769,317.61
-1032.9697265625,20,1290.5,100000,68.615,20,29.7493,421.01
-1073.7470703125,21,903.35,105000,69.1763,21,29.7784,564.05
-1065.0570068359375,22,1480.35,110000,65.5996,22,28.2868,661.1
-1113.878173828125,23,1247.3,115000,66.5966,23,29.5796,650.39
-1093.2730712890625,24,2242.69,120000,65.9005,24,36.4932,1210.23
-1216.424560546875,25,1497.13,125000,65.9034,25,29.904,742.77
-1208.655517578125,26,1856.67,130000,64.4884,26,30.9257,973.42
-1330.4881591796875,27,1454.46,135000,65.4025,27,28.9385,949.39
-1243.828369140625,28,1892.92,140000,65.5248,28,37.5661,1417.82
-1259.7921142578125,29,1873.31,145000,65.783,29,34.9815,980.25
-1448.0970458984375,30,1179.04,150000,66.3165,30,29.0496,854.11
-1390.95166015625,31,2063.0,155000,66.1139,31,33.9626,841.63
-1379.7274169921875,32,1580.89,160000,65.9084,32,34.6757,1110.26
-1449.478515625,33,2708.19,165000,67.0036,33,35.95,1586.28
-1547.0240478515625,34,2707.22,170000,66.6664,34,33.7759,1489.59
-1704.570556640625,35,1828.36,175000,66.5489,35,29.5406,1252.99
-1477.8453369140625,36,3138.31,180000,66.923,36,38.6285,1901.67
-1710.9027099609375,37,1242.88,185000,66.24,37,32.0123,958.39
-1670.470947265625,38,2376.42,190000,66.4467,38,34.0677,2021.67
-1582.3538818359375,39,2854.0,195000,67.1268,39,39.6332,1986.51
-1745.4940185546875,40,2503.5,200000,69.2331,40,39.3692,1948.7
-1684.39013671875,41,3679.04,205000,67.677,41,40.4726,2139.28
-1595.166015625,42,3498.02,210000,70.2378,42,47.2929,2352.16
-1791.61181640625,43,3603.56,215000,68.6065,43,39.7969,2246.27
-2009.2064208984375,44,2621.08,220000,66.5184,44,30.8279,1616.77
-1814.3525390625,45,2835.73,225000,66.651,45,41.1892,2196.15
-1679.4599609375,46,3447.35,230000,74.7815,46,58.626,2756.9
-1758.7081298828125,47,2526.74,235000,70.286,47,47.2923,1804.43
-1815.621337890625,48,3831.99,240000,68.8582,48,46.5286,2975.86
-1768.876953125,49,3817.49,245000,71.4085,49,50.31,2286.66
-1845.3092041015625,50,1707.99,250000,71.8625,50,52.2459,1532.08
-2031.388916015625,51,3697.77,255000,67.9393,51,42.2857,2784.63
-2064.734130859375,52,2682.6,260000,70.4277,52,46.5684,2017.21
-1991.3056640625,53,3587.9,265000,70.7645,53,44.8018,2914.94
-1949.8460693359375,54,4080.78,270000,82.0702,54,66.8947,2730.6
-2181.007080078125,55,3735.99,275000,74.6409,55,54.2721,3339.87
-2342.96337890625,56,3708.31,280000,68.5523,56,45.4041,2464.19
-2173.742431640625,57,4273.85,285000,75.1897,57,58.9941,3577.72
-2277.859130859375,58,3708.07,290000,77.8377,58,56.2368,2605.86
-2405.347900390625,59,3923.7,295000,71.8278,59,48.9819,3453.48
-2498.3759765625,60,3132.36,300000,71.6194,60,49.5152,2486.29
-2524.6328125,61,3260.81,305000,74.7866,61,63.1309,2508.05
-2395.162841796875,62,4687.8,310000,77.9776,62,62.9434,3841.45
-2668.49267578125,63,2330.66,315000,71.7858,63,48.4785,1316.83
-2564.13916015625,64,4498.84,320000,85.6219,64,74.2811,3695.33
-2604.746337890625,65,3475.28,325000,85.6572,65,70.9944,3353.3
-2666.75341796875,66,3444.37,330000,78.6622,66,68.3316,3856.43
-2810.979248046875,67,3887.2,335000,77.7963,67,61.6356,3776.04
-2808.552001953125,68,4600.74,340000,78.6251,68,66.7734,2557.53
-2829.19482421875,69,4364.0,345000,77.5543,69,65.8705,2928.74
-3075.225830078125,70,3780.38,350000,74.4725,70,57.7705,2496.49
-2995.65576171875,71,4221.85,355000,78.6126,71,64.2841,1905.92
-3135.065185546875,72,3939.33,360000,81.0168,72,72.0657,3839.29
-3113.240234375,73,2795.7,365000,74.2082,73,57.144,2255.66
-3221.0302734375,74,4568.81,370000,74.5898,74,61.4612,4099.23
-3320.6826171875,75,4574.03,375000,77.3776,75,68.2464,4142.37
-3378.508544921875,76,4975.93,380000,78.1877,76,68.3449,3832.89
-3517.040283203125,77,5039.77,385000,81.5887,77,69.5807,4180.32
-3504.71142578125,78,4420.35,390000,85.9508,78,75.2916,4495.83
-3669.468017578125,79,4007.11,395000,74.641,79,58.8567,3184.14
-3718.642822265625,80,3923.95,400000,74.5559,80,61.793,2900.63
-3705.0654296875,81,4806.31,405000,81.7937,81,70.157,3732.16
-3738.02392578125,82,4365.06,410000,74.1625,82,59.5173,3308.75
-4071.311279296875,83,4724.59,415000,90.2708,83,83.05,4433.66
-4024.831298828125,84,3956.72,420000,78.7165,84,71.1475,3847.48
-4060.92578125,85,4759.83,425000,78.9363,85,72.1119,3389.54
-4135.94580078125,86,4456.48,430000,90.1434,86,86.0877,3875.78
-4342.68115234375,87,4820.97,435000,77.719,87,69.4695,3875.74
-4371.09033203125,88,4293.25,440000,84.7379,88,76.1526,2908.44
-4431.94189453125,89,5143.16,445000,87.2293,89,80.0563,4288.03
-4671.4814453125,90,5132.45,450000,85.2662,90,75.2794,4525.91
-4751.19189453125,91,4652.71,455000,89.0389,91,83.06,4396.28
-4674.2021484375,92,5033.98,460000,80.9592,92,80.4268,4377.01
-4720.3837890625,93,4948.44,465000,74.6589,93,61.6717,4042.12
-4880.11083984375,94,4289.62,470000,89.6501,94,81.4779,3668.76
-5041.7978515625,95,5230.41,475000,82.8403,95,77.7783,4709.86
-5268.45458984375,96,5195.74,480000,87.6462,96,80.3987,4667.7
