Running Forward KL,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return,Real Det Return
75.7208,0,24.4381,0,0,61.08376693725586,-99.5,490.63
73.9931,1,25.4069,1,5000,3.0560405254364014,-17.2,562.35
73.8386,2,26.2915,2,10000,-97.93037414550781,-26.91,577.65
73.6863,3,26.9205,3,15000,-194.07968139648438,-3.37,658.75
74.8836,4,28.5299,4,20000,-282.2704772949219,29.0,338.7
72.695,5,29.0432,5,25000,-336.21417236328125,45.04,620.1
73.616,6,30.7562,6,30000,-416.4999084472656,71.2,635.63
73.7291,7,31.9313,7,35000,-488.75103759765625,73.17,546.03
73.3689,8,32.1852,8,40000,-540.9683227539062,152.56,545.77
73.2058,9,33.8888,9,45000,-607.2739868164062,151.0,760.1
74.0636,10,33.132,10,50000,-693.112060546875,181.72,798.34
73.192,11,33.6986,11,55000,-747.2362060546875,181.01,871.47
73.182,12,33.0167,12,60000,-810.2005004882812,173.19,855.88
72.0737,13,32.5227,13,65000,-854.9534912109375,215.96,896.32
72.5616,14,33.7657,14,70000,-911.9921875,198.04,860.61
73.2494,15,32.8089,15,75000,-1016.2107543945312,199.74,964.45
71.1872,16,32.2116,16,80000,-1050.016845703125,171.56,758.83
74.3374,17,33.0942,17,85000,-1120.7855224609375,194.02,895.38
71.5188,18,32.6235,18,90000,-1153.0814208984375,324.89,1070.82
72.4218,19,32.8624,19,95000,-1232.587646484375,225.99,975.27
72.8602,20,32.4684,20,100000,-1317.0635986328125,295.79,995.48
72.4588,21,32.4395,21,105000,-1388.3564453125,246.58,759.55
71.536,22,31.7059,22,110000,-1420.5584716796875,285.14,910.34
72.0926,23,31.833,23,115000,-1526.2998046875,266.47,1140.72
70.9616,24,31.4439,24,120000,-1547.6826171875,177.71,753.27
70.5692,25,31.8415,25,125000,-1637.516357421875,269.13,949.2
68.0074,26,31.3186,26,130000,-1645.8712158203125,324.7,1121.61
69.1334,27,30.8852,27,135000,-1726.8531494140625,305.78,1102.93
67.3645,28,29.4032,28,140000,-1771.79736328125,283.68,1169.32
67.4154,29,30.5167,29,145000,-1860.6590576171875,312.6,1330.98
67.673,30,30.5394,30,150000,-1905.1055908203125,524.43,1565.68
67.9757,31,30.2872,31,155000,-1996.668212890625,389.23,1310.28
68.8725,32,30.3166,32,160000,-2049.78076171875,357.34,1315.93
68.0563,33,29.7435,33,165000,-2097.374267578125,444.94,1237.72
66.5414,34,28.7013,34,170000,-2131.10107421875,642.06,1265.12
66.612,35,28.6264,35,175000,-2224.42578125,640.27,1431.81
66.6574,36,28.3602,36,180000,-2276.37353515625,511.24,1197.21
65.3139,37,27.8188,37,185000,-2253.4580078125,392.83,1217.8
65.8215,38,29.0162,38,190000,-2352.064208984375,500.81,1495.0
64.9772,39,28.1334,39,195000,-2404.55029296875,765.29,1783.5
64.9512,40,26.9508,40,200000,-2500.867919921875,753.4,1049.84
65.7838,41,28.0395,41,205000,-2540.86083984375,624.03,1430.16
63.4472,42,27.1398,42,210000,-2436.1318359375,1128.37,1830.31
63.9298,43,26.3429,43,215000,-2552.545654296875,822.87,1218.3
64.4142,44,26.1501,44,220000,-2660.78759765625,703.62,1211.16
63.4261,45,25.9146,45,225000,-2658.143310546875,779.5,1770.51
62.0783,46,25.7714,46,230000,-2575.870849609375,996.65,2070.82
61.1791,47,27.0868,47,235000,-2652.925048828125,1743.85,2560.22
61.1715,48,30.8054,48,240000,-2468.952880859375,775.07,2206.37
63.5358,49,26.3825,49,245000,-3043.753173828125,1077.61,1673.16
64.7097,50,33.0594,50,250000,-2667.373046875,1309.7,1808.18
63.601,51,27.7112,51,255000,-3010.85107421875,1188.17,2457.14
62.9797,52,32.7161,52,260000,-2782.87158203125,1610.5,2745.71
64.2284,53,31.0418,53,265000,-2873.2685546875,2009.37,3013.52
64.1127,54,33.1385,54,270000,-2972.583984375,2091.35,2552.96
68.4938,55,43.4143,55,275000,-2848.969482421875,2710.25,3272.59
64.6092,56,34.3347,56,280000,-2980.615478515625,1611.98,2753.06
70.5343,57,48.7222,57,285000,-2985.2578125,2575.42,2694.0
65.0871,58,36.6302,58,290000,-2992.29833984375,2470.49,3764.12
68.6324,59,44.5998,59,295000,-3075.097412109375,2676.59,3254.6
70.4949,60,46.5472,60,300000,-3194.22802734375,2512.54,2971.57
63.4994,61,37.2752,61,305000,-2984.611328125,1694.15,2687.31
69.7343,62,49.4167,62,310000,-3088.208251953125,2265.3,3947.49
74.6145,63,53.1047,63,315000,-3355.613037109375,2662.45,2911.35
70.5032,64,48.0759,64,320000,-3293.610595703125,3373.0,3663.1
70.6394,65,47.4358,65,325000,-3240.096435546875,3384.95,3519.77
69.5231,66,46.2687,66,330000,-3275.966552734375,3092.3,4117.9
69.2279,67,43.0784,67,335000,-3453.4873046875,2603.85,3719.19
69.5852,68,47.4358,68,340000,-3349.331787109375,2370.12,3396.83
74.9712,69,53.4907,69,345000,-3330.70458984375,2866.35,3214.84
75.7382,70,56.3762,70,350000,-3336.30078125,3077.09,3695.9
71.6317,71,52.3573,71,355000,-3514.12158203125,2655.16,3889.88
70.7603,72,52.086,72,360000,-3487.555908203125,2170.64,3598.43
70.3336,73,52.4645,73,365000,-3718.953369140625,2696.45,3812.56
74.0004,74,59.095,74,370000,-3629.34228515625,2520.21,3092.22
79.6604,75,63.2052,75,375000,-3765.89404296875,3849.55,3935.83
71.1782,76,52.4856,76,380000,-3847.376953125,3910.18,4183.64
71.3095,77,52.8986,77,385000,-3883.566162109375,3004.52,3360.16
73.5629,78,58.3287,78,390000,-3873.583984375,2816.49,3968.86
70.5681,79,44.8677,79,395000,-4256.0478515625,2796.21,3122.19
70.5581,80,50.2022,80,400000,-4230.2548828125,3394.68,4221.03
73.753,81,63.191,81,405000,-4108.53076171875,2352.35,3524.47
73.7631,82,61.9382,82,410000,-3989.47314453125,2515.35,3593.26
84.0757,83,69.2148,83,415000,-4192.08203125,4138.43,4598.47
79.9703,84,70.3597,84,420000,-4248.4384765625,3820.58,3669.73
77.8767,85,66.1551,85,425000,-4220.986328125,3385.82,3813.48
76.0713,86,69.7323,86,430000,-4476.99609375,3477.26,4477.96
75.8725,87,67.0265,87,435000,-4586.91650390625,3523.29,4416.15
77.2125,88,65.957,88,440000,-4768.728515625,3528.21,4142.43
88.3231,89,87.0126,89,445000,-4762.6533203125,3829.92,3726.64
77.7764,90,69.3252,90,450000,-4759.5693359375,3486.95,4028.07
78.2675,91,71.6616,91,455000,-4860.1376953125,4222.64,4133.04
82.6774,92,72.9816,92,460000,-4896.67431640625,3031.25,4543.99
77.7958,93,72.0713,93,465000,-5119.24560546875,4171.37,4185.64
89.1076,94,85.1776,94,470000,-5085.74365234375,4186.05,4648.74
77.7408,95,74.3311,95,475000,-5255.1357421875,3927.4,4877.97
84.3297,96,79.0549,96,480000,-5282.0341796875,3283.15,3716.43
90.916,97,90.1404,97,485000,-5559.50927734375,4264.2,4356.76
80.3571,98,74.0323,98,490000,-5384.81591796875,3250.35,4370.55
85.8995,99,83.1292,99,495000,-5587.5478515625,3199.69,4741.01
82.4868,100,79.6693,100,500000,-5694.43310546875,4058.34,5009.66
76.348,101,76.9614,101,505000,-5886.525390625,3811.27,4875.09
78.9238,102,80.4958,102,510000,-6041.0263671875,4324.87,4716.53
85.1143,103,90.5737,103,515000,-6097.16845703125,4096.59,4932.47
83.9709,104,83.2157,104,520000,-6085.95654296875,4240.74,4543.47
88.7562,105,87.409,105,525000,-6398.7412109375,4128.34,4580.09
88.3646,106,90.7554,106,530000,-6487.359375,3758.62,5006.8
83.1373,107,86.2256,107,535000,-6555.53515625,4771.65,4948.83
89.2174,108,96.3805,108,540000,-6668.89111328125,4123.0,4830.1
77.695,109,80.5628,109,545000,-6608.40576171875,2167.36,3366.76
79.4511,110,84.334,110,550000,-6774.16455078125,4201.15,4372.8
79.2664,111,87.4258,111,555000,-6989.27734375,4489.77,4956.96
90.2183,112,96.461,112,560000,-7106.46533203125,4640.91,4547.39
79.3637,113,81.0253,113,565000,-7235.6376953125,4454.59,4741.24
79.3677,114,80.9696,114,570000,-7411.68212890625,4565.62,4266.93
83.1387,115,79.0566,115,575000,-7551.75439453125,4242.36,5139.21
82.1296,116,81.0755,116,580000,-7543.59228515625,4742.24,4834.93
81.5148,117,91.9649,117,585000,-7675.03564453125,4303.66,4763.03
85.1213,118,84.2987,118,590000,-7788.38232421875,4509.76,5061.56
88.9175,119,92.009,119,595000,-7962.51611328125,3732.91,4976.2
87.0793,120,95.5009,120,600000,-7961.216796875,3977.92,4584.16
83.6949,121,85.3715,121,605000,-8179.033203125,3709.35,4740.49
88.6042,122,94.5384,122,610000,-8386.38671875,4349.5,4935.56
86.1319,123,91.3307,123,615000,-8524.6181640625,4532.82,5224.97
75.3606,124,78.0396,124,620000,-8349.7177734375,4262.9,4991.46
95.8399,125,98.2013,125,625000,-8919.1103515625,4569.94,4989.17
86.2536,126,88.321,126,630000,-8996.1611328125,4079.42,5129.78
87.0147,127,95.1649,127,635000,-9144.4736328125,4427.03,5174.37
87.7669,128,91.8653,128,640000,-9297.837890625,4626.73,5044.5
79.3775,129,81.1352,129,645000,-9230.1484375,4200.77,4989.93
77.1487,130,83.7753,130,650000,-9450.64453125,4482.59,5062.83
88.7295,131,95.1624,131,655000,-9784.5390625,4283.17,5157.73
81.7026,132,91.8686,132,660000,-9798.58984375,4734.25,5113.5
88.8693,133,92.067,133,665000,-9932.3388671875,4762.52,5208.21
88.5963,134,96.2996,134,670000,-10180.408203125,4332.81,4886.84
87.6916,135,89.9399,135,675000,-10240.517578125,4232.16,4756.53
89.223,136,101.1196,136,680000,-10595.2392578125,4792.11,5223.2
88.1196,137,97.0892,137,685000,-10623.5537109375,4774.64,5009.33
91.9176,138,100.8505,138,690000,-10671.40625,4203.96,4966.66
82.551,139,87.7447,139,695000,-10781.0849609375,4301.21,4956.96
90.2702,140,103.2538,140,700000,-10995.263671875,4328.06,4751.1
78.3643,141,84.1248,141,705000,-11048.953125,4288.93,5230.06
78.0332,142,90.3412,142,710000,-11201.5302734375,5026.84,4916.89
87.9857,143,91.2996,143,715000,-11583.7509765625,4246.95,5025.8
89.1747,144,91.352,144,720000,-11688.4609375,4364.29,5205.88
89.8704,145,103.7764,145,725000,-12134.7666015625,4901.3,5243.69
86.1312,146,91.9236,146,730000,-12017.9580078125,4517.97,4730.49
90.645,147,91.677,147,735000,-12226.361328125,3676.98,5140.77
81.4737,148,88.1144,148,740000,-12335.1328125,4573.03,4884.03
88.152,149,96.5812,149,745000,-12503.76171875,3842.82,5107.89
78.6682,150,88.4551,150,750000,-12554.11328125,4595.34,5003.76
80.3583,151,90.022,151,755000,-12843.2109375,4395.89,4810.55
84.5866,152,89.5747,152,760000,-13099.376953125,4428.32,4806.63
86.7404,153,94.8274,153,765000,-13301.03515625,4095.66,4564.78
79.6893,154,91.3382,154,770000,-13303.71875,4350.02,5284.31
89.4347,155,99.4275,155,775000,-13968.59375,4732.77,5325.01
76.1247,156,80.0572,156,780000,-13195.5908203125,4429.28,4741.53
79.8789,157,90.2651,157,785000,-13738.177734375,4822.1,5104.59
88.3216,158,97.005,158,790000,-14179.970703125,3598.87,4877.04
75.5842,159,78.4384,159,795000,-13469.0869140625,4164.87,4916.19
84.9686,160,92.3434,160,800000,-14539.92578125,4216.18,4997.75
90.4812,161,100.3422,161,805000,-14684.1787109375,4272.42,4617.22
87.7002,162,95.4383,162,810000,-14917.74609375,4061.83,4575.85
90.1143,163,103.589,163,815000,-15092.2998046875,3889.23,4213.3
87.7176,164,93.8265,164,820000,-15287.0947265625,4753.81,4872.24
88.9435,165,97.4117,165,825000,-15569.486328125,4631.56,5330.38
88.9604,166,96.6408,166,830000,-16142.265625,4542.24,5358.53
89.5374,167,99.0448,167,835000,-16110.6982421875,4680.1,5260.69
88.3816,168,96.5509,168,840000,-16651.92578125,4809.89,5128.94
91.2044,169,100.0865,169,845000,-16523.0859375,4323.96,5277.12
87.0564,170,93.7232,170,850000,-16774.966796875,4513.71,5310.06
88.7992,171,96.7145,171,855000,-17007.537109375,4931.0,5054.97
89.3373,172,93.5213,172,860000,-17066.44140625,4379.49,4838.22
91.9622,173,98.2619,173,865000,-17177.3671875,2871.45,4323.27
84.9657,174,92.5771,174,870000,-17467.478515625,4554.92,5331.02
78.049,175,86.478,175,875000,-17294.55859375,4299.45,5262.45
78.3314,176,86.7352,176,880000,-17493.109375,5169.8,5079.36
85.5039,177,92.8942,177,885000,-18202.03125,4453.07,5284.17
83.2354,178,89.284,178,890000,-18291.7578125,4027.01,4481.81
83.9754,179,96.913,179,895000,-18522.56640625,4696.45,5182.91
90.5076,180,103.6641,180,900000,-19139.900390625,4608.01,5088.15
82.5262,181,89.0018,181,905000,-18900.392578125,4760.3,5126.84
88.1478,182,100.6384,182,910000,-19612.54296875,4795.21,5274.69
92.0786,183,102.5134,183,915000,-19643.203125,4218.07,5230.04
132.0031,184,402.1671,184,920000,-15679.0029296875,-2790.14,-2858.91
106.4431,185,252.1305,185,925000,-15126.3740234375,-1112.41,-1386.5
90.3042,186,298.9994,186,930000,-15584.2158203125,-41.29,-146.63
90.5717,187,288.1292,187,935000,-16296.1923828125,-238.37,-213.3
97.1294,188,151.5175,188,940000,-15809.9697265625,-1002.15,-913.55
88.1749,189,114.168,189,945000,-16371.84375,-1095.36,-1029.87
86.3634,190,244.7515,190,950000,-17350.783203125,-235.95,-360.37
87.193,191,154.0841,191,955000,-16862.30078125,2.77,10.92
81.8931,192,128.4503,192,960000,-18608.2109375,563.38,643.53
80.8866,193,66.4455,193,965000,-17975.537109375,1508.03,1253.61
72.845,194,99.9274,194,970000,-17917.4453125,151.35,563.16
77.4484,195,102.5674,195,975000,-17372.513671875,-985.1,-487.85
83.2415,196,207.6005,196,980000,-18722.26953125,15.56,119.29
77.5678,197,126.5194,197,985000,-18708.328125,45.37,14.27
97.3335,198,282.0757,198,990000,-19815.642578125,-2099.69,-2054.93
97.9599,199,153.5348,199,995000,-19066.78515625,-688.71,-811.93
78.9074,200,78.1435,200,1000000,-18822.4921875,-72.89,25.27
73.3212,201,71.6992,201,1005000,-20134.00390625,658.02,446.13
78.8782,202,65.5934,202,1010000,-21970.689453125,1750.02,1870.43
75.4143,203,58.3897,203,1015000,-21230.751953125,1698.63,1649.57
76.4035,204,75.3232,204,1020000,-21719.9609375,1296.23,1874.36
74.9454,205,70.2534,205,1025000,-21821.8671875,1319.32,1697.86
79.5104,206,77.6332,206,1030000,-22627.3125,1469.36,2648.03
77.7018,207,77.358,207,1035000,-22019.8046875,2053.7,2792.18
81.2472,208,80.2672,208,1040000,-22768.919921875,1418.38,3253.16
82.8582,209,83.5437,209,1045000,-23606.919921875,2620.95,2871.18
77.0336,210,75.7651,210,1050000,-23536.923828125,2785.0,3154.99
78.7866,211,80.8355,211,1055000,-23719.806640625,2557.15,3074.14
80.2635,212,80.099,212,1060000,-24121.90625,3360.95,2681.4
77.8897,213,81.7826,213,1065000,-24245.001953125,3396.62,3938.8
83.3384,214,85.466,214,1070000,-24889.3359375,2905.74,3639.91
78.039,215,76.6216,215,1075000,-24699.98828125,3637.21,3973.95
84.0687,216,93.1187,216,1080000,-25138.916015625,4179.72,4567.57
88.8281,217,91.7987,217,1085000,-25906.626953125,4036.44,4646.95
78.8558,218,78.3619,218,1090000,-25298.169921875,3884.75,4566.97
80.8371,219,82.685,219,1095000,-25748.34765625,4319.87,4668.62
84.1509,220,87.8862,220,1100000,-26387.9140625,4407.69,4976.96
83.7069,221,83.9667,221,1105000,-26815.826171875,4029.89,4358.94
84.5139,222,87.6405,222,1110000,-26935.0,4015.16,4645.84
75.2116,223,74.4422,223,1115000,-26115.734375,3608.74,4642.99
83.8199,224,84.5686,224,1120000,-27416.419921875,4171.05,4873.72
83.1339,225,86.8564,225,1125000,-27516.630859375,4694.27,4826.52
78.0367,226,79.0401,226,1130000,-27118.236328125,3218.11,4345.65
82.5801,227,85.8369,227,1135000,-27833.587890625,4616.52,4792.89
82.9013,228,89.2711,228,1140000,-28187.435546875,4525.91,4649.53
82.2752,229,86.9079,229,1145000,-28323.5078125,4597.49,4576.37
79.3124,230,85.0768,230,1150000,-28005.1953125,4400.2,4836.47
82.3305,231,86.3477,231,1155000,-28622.669921875,4182.12,4537.28
77.6314,232,79.9965,232,1160000,-28351.23828125,4591.24,4823.17
88.5829,233,92.4202,233,1165000,-29462.134765625,4502.91,4602.4
84.5931,234,87.317,234,1170000,-29539.201171875,4580.9,5032.22
78.7787,235,82.519,235,1175000,-29206.404296875,4417.01,4322.0
78.0471,236,77.8075,236,1180000,-29206.986328125,4483.83,4903.7
86.0702,237,87.8716,237,1185000,-30479.884765625,4170.51,4859.89
86.6957,238,91.4959,238,1190000,-30869.236328125,4831.18,4925.91
81.6912,239,84.5132,239,1195000,-30478.333984375,4486.29,4809.98
86.565,240,90.5253,240,1200000,-30924.53515625,4260.77,4888.65
81.7676,241,85.2906,241,1205000,-31154.3515625,4849.34,4924.79
84.1777,242,87.5421,242,1210000,-31213.484375,4609.7,5187.99
86.1138,243,92.3887,243,1215000,-31861.46875,4596.51,4682.63
77.2259,244,79.8511,244,1220000,-31352.83984375,4894.81,5094.95
84.6719,245,84.5802,245,1225000,-32021.953125,4369.95,4726.86
87.8538,246,89.5822,246,1230000,-32428.353515625,4790.79,5095.99
82.204,247,86.0005,247,1235000,-32230.271484375,4752.11,4574.04
85.8813,248,90.5629,248,1240000,-32607.20703125,4172.78,5176.14
85.2072,249,85.4729,249,1245000,-33029.95703125,4537.77,4444.86
84.9771,250,87.1265,250,1250000,-33204.59765625,4618.28,4553.23
76.0152,251,73.2903,251,1255000,-31690.689453125,4176.76,4653.62
78.9686,252,82.8351,252,1260000,-32863.953125,4709.32,5171.65
83.6492,253,81.0626,253,1265000,-33634.44921875,4908.99,5100.2
86.2172,254,86.5538,254,1270000,-34294.0,4274.38,4424.66
79.4301,255,82.7243,255,1275000,-33832.390625,4619.8,5062.88
88.7452,256,92.6888,256,1280000,-34405.3046875,4227.46,4797.72
85.7965,257,86.7028,257,1285000,-34956.90234375,4389.3,5183.34
82.2706,258,86.5234,258,1290000,-34387.85546875,3962.57,4754.1
85.6013,259,85.4792,259,1295000,-35121.546875,4105.13,4522.54
86.6448,260,92.0933,260,1300000,-35652.375,3955.54,4371.62
80.615,261,86.7356,261,1305000,-35033.26953125,4651.45,5178.67
87.2182,262,93.2912,262,1310000,-36415.625,4589.82,5167.29
79.8011,263,83.131,263,1315000,-35422.85546875,4950.8,5046.67
86.4919,264,89.1785,264,1320000,-36573.640625,4791.83,5309.69
85.3167,265,88.5551,265,1325000,-36516.16796875,4590.21,4612.72
80.5252,266,81.1193,266,1330000,-36545.3359375,4277.91,4324.9
79.0924,267,81.4108,267,1335000,-36196.6953125,4134.47,5365.49
78.5706,268,79.5246,268,1340000,-35763.38671875,4880.79,5411.77
83.3556,269,82.8972,269,1345000,-37185.890625,4993.91,5373.88
88.3102,270,96.0312,270,1350000,-37747.6484375,4494.09,5188.61
86.9174,271,88.9928,271,1355000,-37535.18359375,4303.71,4640.85
85.8208,272,89.7014,272,1360000,-38036.4609375,4479.66,5356.74
84.3044,273,88.0927,273,1365000,-38391.1015625,4806.93,5308.43
87.1791,274,93.1459,274,1370000,-38920.453125,4560.05,4893.12
80.3068,275,80.3645,275,1375000,-38131.86328125,5097.29,5343.98
82.518,276,85.29,276,1380000,-39261.09765625,4918.24,5122.64
87.3306,277,91.4746,277,1385000,-39306.82421875,4891.99,5360.98
87.2899,278,90.5871,278,1390000,-39811.03515625,4012.73,5277.53
87.9699,279,93.704,279,1395000,-39607.11328125,4955.72,5302.5
89.5927,280,93.4141,280,1400000,-40676.3203125,4783.88,5105.76
89.1087,281,91.5077,281,1405000,-40190.73828125,4743.2,5371.03
88.5095,282,91.7846,282,1410000,-40544.2109375,5022.71,5048.61
88.6679,283,96.2891,283,1415000,-40506.19921875,4891.53,5021.2
