Real Det Return,Running Forward KL,Itration,Real Sto Return,Running Reverse KL
254.07,75.8408,0,-82.05,26.3164
458.91,73.7024,1,-47.12,25.8
365.89,74.9958,2,-25.42,27.1071
505.54,72.1867,3,-19.2,27.9543
599.56,73.797,4,-0.69,28.9275
571.87,72.6768,5,13.24,29.239
636.29,71.9361,6,92.78,29.9773
679.94,73.1497,7,110.34,30.0691
608.71,70.807,8,114.74,29.8027
863.36,70.9724,9,157.18,30.9908
738.11,69.2721,10,187.26,30.8461
885.68,67.5809,11,201.82,30.2812
711.04,68.7225,12,190.84,30.7243
531.9,68.5981,13,167.2,29.6874
761.98,67.2143,14,211.54,28.9662
1097.1,63.595,15,288.56,28.4374
871.47,65.687,16,241.77,29.261
980.24,69.1749,17,282.07,30.9027
1060.59,61.5379,18,265.01,27.443
775.67,66.8923,19,191.86,29.604
1073.94,66.8707,20,299.22,30.1755
772.24,66.4526,21,169.54,29.9608
942.31,64.4763,22,182.61,28.7375
681.54,66.1034,23,211.71,28.9407
990.92,65.3627,24,242.73,28.5981
969.43,64.7307,25,268.06,28.9181
1065.67,61.648,26,415.05,27.1479
1081.88,57.7698,27,551.9,25.1907
975.67,59.6542,28,345.51,26.3137
997.83,62.7705,29,348.89,28.2651
1093.43,56.6913,30,281.0,24.8088
871.51,61.3846,31,294.98,27.1289
1170.87,57.0013,32,401.85,25.6077
957.36,57.8064,33,244.3,25.3789
1327.73,59.8631,34,742.19,26.7971
1237.87,51.9898,35,600.87,22.8154
1352.64,52.6351,36,554.83,22.9837
945.12,58.7131,37,491.64,25.2684
1412.42,50.7153,38,728.12,21.6752
1272.42,55.3176,39,593.77,23.9802
1491.83,52.7438,40,765.23,22.6631
1395.02,51.051,41,734.46,21.6268
1615.21,48.5819,42,1095.12,20.5621
1210.59,55.466,43,671.96,23.9535
1098.89,52.3124,44,510.99,21.9493
1440.83,53.2156,45,1206.71,22.4504
1552.92,48.9206,46,1024.47,20.2888
860.08,57.6316,47,666.61,24.5726
1124.94,52.7305,48,857.73,20.9069
1068.92,52.281,49,865.34,21.6934
1777.06,50.8144,50,897.38,19.6574
1474.11,51.0302,51,971.88,20.3991
2407.62,47.2915,52,1598.77,18.4862
1782.41,54.1332,53,855.75,22.4182
1946.14,48.3073,54,1184.3,19.2004
2344.42,47.457,55,1602.57,19.5667
3034.58,48.8096,56,1517.51,22.2136
2963.71,47.2341,57,2174.26,22.4148
2410.16,44.9195,58,1780.82,19.1471
2944.07,46.8076,59,2417.59,21.7347
2472.0,46.0541,60,1808.74,21.6898
2030.01,48.4492,61,1905.68,19.7712
2257.33,45.9582,62,1930.7,17.3971
2185.64,45.3341,63,1899.26,18.9009
2096.24,48.0583,64,1472.49,20.9051
2210.71,46.5527,65,1483.45,20.1201
2378.41,47.3329,66,1938.74,21.5549
3473.45,47.4576,67,2709.02,22.8139
2474.04,47.5408,68,1814.35,21.1628
2532.01,48.3866,69,1154.87,22.3096
3474.59,48.75,70,2242.75,23.1638
3803.37,51.4078,71,2713.1,32.8011
3531.46,49.2199,72,2593.21,23.3555
2040.11,48.3881,73,1174.65,20.772
3008.93,51.2682,74,2640.82,26.0688
2412.56,52.5647,75,2217.79,21.8987
2889.59,52.8927,76,3041.91,34.6331
3153.72,50.9809,77,2630.24,27.7316
3477.4,52.5269,78,3401.01,28.954
3567.7,52.6544,79,2833.81,30.0927
3160.08,50.4822,80,2484.62,23.1587
2776.78,51.5573,81,2070.13,26.3225
3748.58,51.5235,82,2725.31,28.5326
4193.64,52.7546,83,3081.49,30.8479
3695.52,52.7983,84,2593.75,30.9163
3331.56,52.6233,85,2593.99,27.6356
2771.64,53.0786,86,1398.62,29.3581
4044.56,57.4783,87,2738.93,44.6251
3806.36,55.9995,88,3602.68,40.712
3345.54,56.8616,89,2975.77,33.5959
3157.4,53.6868,90,2868.84,30.4438
3339.97,58.2249,91,2629.58,43.1667
4009.35,57.6226,92,3810.2,41.0581
3726.34,55.2095,93,3189.5,35.0932
2955.04,54.2152,94,2477.83,27.8262
2929.75,58.4423,95,2559.2,43.6816
3598.12,57.2121,96,2674.13,36.671
3042.38,56.1057,97,2644.18,36.3097
4876.48,58.3407,98,4101.5,42.8741
4315.54,59.9688,99,4147.34,47.1178
4392.53,63.571,100,3689.25,54.2744
4705.61,63.1718,101,3959.53,48.8127
4122.27,58.5134,102,3742.17,42.7712
4682.6,59.9419,103,4230.44,42.695
4357.81,60.5429,104,4068.04,47.8525
4892.72,59.4597,105,3975.77,40.8972
3914.41,60.191,106,3831.15,47.5503
4632.77,59.7795,107,3808.94,39.1988
4415.79,63.4197,108,3992.1,54.8211
4016.2,60.0358,109,3959.66,45.2785
5128.24,59.5528,110,3835.24,43.2331
4680.39,60.2139,111,3798.88,44.4533
4523.86,61.34,112,3261.56,50.1877
4254.84,63.3103,113,3712.46,53.495
4735.45,60.2492,114,3737.66,41.0872
4849.38,62.4581,115,4414.66,50.4549
5313.59,62.8471,116,4618.44,53.6594
5152.87,61.7136,117,4363.21,49.0652
4894.74,62.1257,118,4450.79,44.0501
5186.14,61.6385,119,4665.04,50.0685
5349.25,64.1906,120,4771.81,54.2528
4846.97,61.0826,121,3904.68,43.426
4780.42,63.3075,122,4265.38,55.326
5103.33,63.5445,123,4247.81,53.3323
4559.08,65.9575,124,4653.74,56.316
5032.43,65.1674,125,4205.83,55.3825
4979.08,64.0374,126,3549.79,51.0855
5120.12,67.2887,127,4407.43,60.3509
5147.45,66.9131,128,4969.86,57.3519
5392.74,68.6057,129,4845.91,60.8937
5237.55,68.9217,130,3901.82,64.0769
5171.44,65.1432,131,4184.35,51.6947
5420.4,65.1357,132,4854.23,54.7071
4945.92,63.3994,133,4485.59,49.7141
4682.16,70.5526,134,4354.1,66.0832
5358.41,69.3609,135,5106.31,63.4682
4732.85,67.811,136,4181.68,59.5146
5445.93,68.1264,137,4968.35,58.7634
5538.38,68.4069,138,4967.57,60.4695
4916.93,67.8572,139,4270.62,56.6114
5339.05,70.1905,140,5227.42,62.6971
5634.11,66.7238,141,4651.22,55.6017
5343.95,70.3485,142,4604.77,64.1592
5100.39,75.0786,143,4544.54,75.4266
5390.21,69.8997,144,5196.15,58.5861
5422.32,73.4812,145,4659.49,67.6248
5458.74,68.0594,146,4885.15,58.0837
5460.02,69.5019,147,5044.82,61.2863
5678.4,64.771,148,4700.69,47.6103
5797.58,71.8792,149,5394.67,62.6426
4868.3,68.6838,150,4430.97,61.5838
5563.77,71.8849,151,5331.75,65.0386
5586.04,72.8719,152,5063.51,70.7639
5185.14,71.74,153,4527.21,66.7429
5770.4,72.3773,154,4938.35,67.9231
5684.53,66.9643,155,4946.51,59.4761
5314.37,70.2252,156,4870.2,66.2891
5391.13,73.8192,157,4801.89,70.2602
5486.81,70.4011,158,5140.07,65.0213
5411.88,68.5411,159,4742.46,60.2581
5256.32,73.4346,160,5207.88,71.8123
5648.85,72.8334,161,5423.49,66.8537
5596.78,70.4004,162,5128.96,66.768
4659.97,68.7137,163,3751.82,62.7112
5069.46,69.5853,164,4769.1,65.531
5250.99,74.1903,165,3960.47,70.9996
4831.63,66.6694,166,4846.85,59.2521
5668.22,76.8945,167,4938.26,72.6273
5651.62,73.0863,168,5263.59,64.5509
5029.4,66.9725,169,4079.28,54.4391
5543.8,73.3885,170,5070.03,66.0516
5511.56,74.5036,171,5191.57,71.5186
5579.77,72.0458,172,4743.16,66.3275
5553.96,74.9003,173,5096.29,72.1163
5182.41,73.9494,174,4793.66,69.1542
4896.47,73.7944,175,4152.84,71.6184
4629.15,66.632,176,4296.56,56.5224
5637.15,69.4073,177,5343.88,63.9981
5453.77,72.1977,178,4787.85,65.616
5744.92,75.0388,179,5163.83,71.5419
5324.02,76.2527,180,4534.42,73.3702
5688.92,73.8078,181,5326.24,69.0912
5555.9,73.2464,182,5391.46,65.0993
5704.92,73.9596,183,5406.42,67.8958
4983.48,69.0044,184,4771.97,66.1514
5505.7,72.3118,185,4912.18,66.6559
5550.79,73.7313,186,4881.8,67.5122
5610.75,75.0994,187,5132.65,74.7348
5491.78,71.171,188,4474.87,67.6116
5748.34,71.61,189,4930.9,63.7807
5459.96,67.1205,190,4975.12,56.5563
5781.78,68.9201,191,4949.97,65.8754
5528.02,73.9202,192,5086.2,67.3465
5667.53,74.0716,193,5193.95,65.9582
5728.09,71.4212,194,5288.56,66.5454
5361.9,70.1838,195,5189.1,63.7873
5461.39,75.576,196,5380.85,71.8069
5534.23,74.9376,197,5296.14,72.7663
5802.99,66.9332,198,4514.51,59.207
5390.79,75.5624,199,5081.55,70.5953
5211.45,73.3013,200,4854.02,69.8816
5679.58,72.8272,201,5090.8,70.3916
5579.16,76.3553,202,5271.67,71.8505
5563.07,76.5967,203,4747.12,74.3912
5763.9,67.7112,204,5229.64,57.0022
5390.35,78.0326,205,4448.86,70.9412
4807.97,72.1202,206,4890.33,64.8463
5633.7,75.4549,207,4934.97,71.3481
5712.57,70.1354,208,4624.66,65.9733
5713.86,76.0631,209,5244.03,72.5094
4923.45,71.7803,210,4927.51,64.7303
5684.71,70.943,211,4833.25,66.9195
5422.5,70.3845,212,4990.37,65.7357
5692.79,75.5412,213,5152.23,69.6933
5827.74,75.7354,214,5422.8,71.8614
5845.15,76.1511,215,5276.12,68.5045
5770.42,76.8087,216,5380.52,73.2964
5430.46,74.4898,217,5439.48,70.5698
5791.96,76.8646,218,5514.34,73.1618
5827.31,75.7594,219,5300.21,69.4612
5750.41,72.5742,220,5015.03,70.395
5807.4,75.6022,221,5568.14,68.6987
5928.45,77.0995,222,5285.21,71.5376
5795.17,67.3122,223,5293.69,56.0198
5820.52,75.3059,224,4904.84,69.6628
5826.43,74.9421,225,5260.25,66.9784
5548.52,76.6117,226,5023.46,72.6564
5655.91,69.816,227,5211.33,63.4578
5861.73,75.9906,228,4963.5,68.0209
5693.7,77.6776,229,4828.33,69.8259
5477.91,78.1205,230,5148.61,73.8987
5826.17,74.1425,231,5132.1,66.9458
5678.41,76.3181,232,4662.8,71.0928
5717.67,77.7983,233,4526.18,72.2558
5595.44,76.038,234,4505.77,71.4085
5739.19,78.8416,235,4954.99,75.4949
5040.91,77.2415,236,5540.09,69.8766
5660.54,76.3299,237,5450.09,72.7408
5811.47,71.2627,238,5118.63,66.4184
5495.76,71.5881,239,4535.11,67.114
5612.43,70.5435,240,4816.0,62.9253
5365.18,76.3942,241,4327.16,74.5924
5674.34,75.0263,242,5196.78,68.3049
5497.46,68.6669,243,4907.48,59.8112
5447.77,77.1192,244,5191.61,70.952
5514.14,76.091,245,4852.0,72.0676
5822.4,75.9909,246,5394.08,70.0285
