Itration,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Real Det Return,Running Reverse KL,Real Sto Return
762,762,-4051.4296875,3810000,30.7919,5297.31,13.9871,4801.34
763,763,-3858.2373046875,3815000,30.7935,5086.96,14.6962,4571.27
764,764,-4236.70849609375,3820000,30.9739,5239.51,15.7602,4966.77
765,765,-4110.2509765625,3825000,31.0164,5268.1,13.8532,4403.53
766,766,-3367.77783203125,3830000,31.0763,5259.53,16.2209,4831.81
767,767,-3389.1162109375,3835000,31.2269,5262.33,16.3651,5149.77
768,768,-3768.79541015625,3840000,30.924,5293.49,15.7526,5202.81
769,769,-3413.71240234375,3845000,31.5381,5217.47,16.2066,5101.65
770,770,-3583.972412109375,3850000,31.678,5267.63,15.8654,5189.01
771,771,-3397.166259765625,3855000,31.3528,5279.91,15.822,5173.54
772,772,-3475.35302734375,3860000,31.1323,5279.15,15.8351,5182.07
773,773,-3446.696533203125,3865000,31.4469,5331.52,15.9398,5233.71
774,774,-3521.232666015625,3870000,30.8082,5329.46,15.617,5233.79
775,775,-3306.303955078125,3875000,30.4609,5330.44,15.4298,5256.38
776,776,-3284.837646484375,3880000,30.3118,5360.55,15.4803,5242.75
777,777,-3322.325439453125,3885000,30.0764,5290.24,15.3156,5193.85
778,778,-3337.52392578125,3890000,30.8918,5349.09,15.9512,5239.97
779,779,-3335.974853515625,3895000,30.6496,5372.29,15.5321,5269.26
780,780,-3410.461181640625,3900000,30.9764,5368.08,15.5896,5211.01
781,781,-3262.97216796875,3905000,30.5812,5370.68,15.4558,5254.3
782,782,-3460.10693359375,3910000,30.7596,5362.16,15.5197,5233.69
783,783,-3136.517333984375,3915000,29.6805,5429.87,15.2274,5292.44
784,784,-3295.478759765625,3920000,30.6143,5386.13,15.1465,5269.86
785,785,-3446.437744140625,3925000,31.3349,5384.17,16.0062,5254.82
786,786,-3626.7119140625,3930000,30.8407,5341.89,15.5099,5237.22
787,787,-3426.2919921875,3935000,29.9251,5381.43,15.2191,5246.92
788,788,-3427.6513671875,3940000,30.3672,5381.53,14.976,5253.41
789,789,-3291.807861328125,3945000,30.3407,5399.68,15.5877,5272.28
790,790,-3293.0068359375,3950000,30.5064,5403.37,15.3657,5244.48
791,791,-3403.254150390625,3955000,30.7625,5376.46,15.5309,5274.33
792,792,-3228.827880859375,3960000,29.7141,5411.54,14.8797,5277.58
793,793,-3212.859619140625,3965000,30.1767,5352.8,14.4443,5223.93
794,794,-3135.63818359375,3970000,29.7897,5395.36,14.6342,5240.26
795,795,-3143.12646484375,3975000,29.5366,5415.83,14.6501,5291.03
796,796,-3217.151611328125,3980000,29.5716,5425.23,14.2887,5264.35
797,797,-3120.810546875,3985000,29.0624,5368.28,14.6728,5241.78
798,798,-3148.307861328125,3990000,29.6971,5403.22,14.4996,5250.51
799,799,-3256.811767578125,3995000,30.2838,5379.36,14.7907,5276.69
800,800,-3287.39794921875,4000000,29.4417,5413.06,14.7771,5256.87
801,801,-3407.319580078125,4005000,30.0909,5358.28,15.2149,5221.33
802,802,-3254.720703125,4010000,29.9975,5403.49,14.6749,5273.33
803,803,-3224.584716796875,4015000,29.4073,5383.08,14.2151,5225.3
804,804,-3302.707763671875,4020000,30.0191,5348.43,15.046,5213.91
805,805,-3274.39208984375,4025000,29.2109,5323.12,14.5815,5195.17
806,806,-2980.64501953125,4030000,28.8023,5355.33,14.4638,5266.82
807,807,-2949.412353515625,4035000,29.301,5376.6,14.8102,5301.63
808,808,-2966.2333984375,4040000,29.2144,5300.89,14.7014,5043.82
809,809,-7394.10302734375,4045000,52.3365,-22.58,49.7357,-21.45
810,810,-3312.05029296875,4050000,30.9453,5163.52,15.5417,4862.19
811,811,-3361.4697265625,4055000,30.5511,5347.58,16.3691,5272.68
812,812,-3650.178955078125,4060000,30.1995,5429.48,16.0755,4830.88
813,813,-3660.182373046875,4065000,29.7652,5355.3,14.9498,5252.5
814,814,-3536.390380859375,4070000,30.3516,5320.66,15.5565,5213.4
815,815,-3699.289306640625,4075000,30.8916,5117.63,17.0443,5097.92
816,816,-3868.9736328125,4080000,31.1851,5195.76,16.076,5037.06
817,817,-3775.7353515625,4085000,31.3448,5191.14,15.6441,5093.99
818,818,-3935.311279296875,4090000,31.3567,5101.27,15.6139,5071.39
819,819,-3761.865478515625,4095000,29.8797,5060.79,14.6759,5059.67
820,820,-3539.375732421875,4100000,29.9786,5255.08,14.8209,5103.35
821,821,-3721.253662109375,4105000,30.2033,5239.75,14.8411,5150.43
822,822,-3585.6591796875,4110000,29.9008,5251.7,14.0472,5132.27
823,823,-3764.308349609375,4115000,30.6504,5239.99,14.5032,5110.93
824,824,-3799.07568359375,4120000,30.316,5297.51,14.598,5201.96
825,825,-3879.850341796875,4125000,30.9002,5350.19,15.3354,5216.56
826,826,-3587.31884765625,4130000,30.1486,5268.96,14.8546,5172.33
827,827,-3526.681396484375,4135000,29.7623,5112.12,15.3646,5132.57
828,828,-4895.95849609375,4140000,35.134,5003.49,18.0054,4812.8
829,829,-3971.82275390625,4145000,34.1095,3990.99,20.2409,4429.52
830,830,-3738.0126953125,4150000,31.5748,5106.54,18.759,5061.53
831,831,-4063.39599609375,4155000,34.5522,4427.16,16.9875,4539.17
832,832,-3852.469970703125,4160000,30.678,5156.93,15.342,5022.11
833,833,-4083.45166015625,4165000,32.4091,5321.16,17.092,5207.41
834,834,-3827.314208984375,4170000,31.6593,5311.33,15.7914,5236.94
835,835,-3954.8916015625,4175000,31.1568,5310.3,15.9329,5181.72
836,836,-4089.16748046875,4180000,31.465,5274.71,15.9954,5127.15
837,837,-3748.63330078125,4185000,31.0551,5299.75,15.5681,5174.39
838,838,-3929.669921875,4190000,31.2417,5242.12,15.99,5157.38
839,839,-3956.64306640625,4195000,31.099,5346.13,15.4016,5207.69
840,840,-3920.4501953125,4200000,30.2289,5264.42,15.0232,5200.46
841,841,-3590.811767578125,4205000,29.9914,5389.21,14.3933,5240.21
842,842,-3839.6455078125,4210000,30.1088,5299.2,14.9163,5183.28
843,843,-4542.94482421875,4215000,30.2827,5295.06,14.5275,5222.95
844,844,-3700.272216796875,4220000,29.4402,5279.96,14.2436,5166.46
845,845,-3596.932373046875,4225000,29.5871,5304.24,14.1823,5178.45
846,846,-3781.934814453125,4230000,29.7243,5234.48,14.4492,5144.79
847,847,-3652.88232421875,4235000,29.5093,5374.95,13.7199,5177.76
848,848,-3645.819580078125,4240000,30.0252,5248.7,14.3663,5135.78
849,849,-3704.6513671875,4245000,29.722,5335.17,14.291,5227.96
850,850,-3676.542236328125,4250000,29.705,5306.42,13.7075,5217.54
851,851,-3652.54443359375,4255000,29.2542,5367.14,13.9055,5218.83
852,852,-3565.461669921875,4260000,29.0391,5256.19,14.0858,4914.91
853,853,-3586.152587890625,4265000,29.0197,5406.33,13.8868,5248.21
854,854,-3435.46533203125,4270000,29.6979,5352.51,14.8941,5250.65
855,855,-3629.611083984375,4275000,29.5667,5282.19,13.9148,5183.2
856,856,-3753.57861328125,4280000,30.4274,5414.45,14.4253,5221.85
857,857,-3756.66015625,4285000,30.2061,5421.41,14.4346,5255.82
858,858,-3426.95458984375,4290000,29.248,5471.05,14.7617,5320.88
859,859,-3337.843017578125,4295000,29.3464,5356.51,14.8901,5211.76
860,860,-3453.357177734375,4300000,28.9488,5435.7,14.5681,5305.63
861,861,-3238.438720703125,4305000,28.9121,5428.44,14.2662,5317.8
862,862,-3290.037109375,4310000,29.0056,5410.97,14.6225,5305.48
863,863,-3326.911376953125,4315000,28.6853,5270.49,14.8048,5273.49
864,864,-3112.742919921875,4320000,29.2168,5205.21,15.5108,5280.18
865,865,-3202.093017578125,4325000,29.2935,5330.05,15.0057,5239.65
866,866,-3217.4306640625,4330000,29.5389,5180.96,15.2942,5166.58
867,867,-3238.614501953125,4335000,29.2195,5207.82,14.5104,5195.88
868,868,-3368.478271484375,4340000,29.4374,5205.35,15.3901,5207.18
869,869,-3416.7158203125,4345000,29.323,5338.71,14.5848,5282.31
870,870,-3611.700439453125,4350000,29.8445,5090.51,15.1731,5221.31
871,871,-3490.464599609375,4355000,30.2329,5137.92,16.2361,5159.55
872,872,-3410.695556640625,4360000,29.2085,5295.13,14.7593,5265.74
873,873,-3451.61962890625,4365000,29.4944,5253.66,15.776,5241.71
874,874,-3443.91259765625,4370000,29.3509,5352.92,15.6241,5345.13
875,875,-3359.851318359375,4375000,28.6575,5380.57,15.2378,5326.38
876,876,-3330.34716796875,4380000,29.0958,5333.24,15.2564,5306.54
877,877,-3488.52587890625,4385000,29.2979,5334.3,15.7378,5316.19
878,878,-3811.906005859375,4390000,29.6672,5442.37,14.7724,5264.24
879,879,-3446.8330078125,4395000,29.4522,5477.9,15.1763,5329.57
880,880,-3685.3447265625,4400000,29.0751,5433.5,14.7281,5349.34
881,881,-3722.17578125,4405000,29.5547,5506.21,14.8428,5269.45
882,882,-3486.014404296875,4410000,28.641,5479.65,14.1509,5343.64
883,883,-3705.12255859375,4415000,29.6379,5483.55,14.8775,5313.7
884,884,-3589.50244140625,4420000,29.4713,5430.24,14.407,5322.41
885,885,-3932.833740234375,4425000,29.8647,5463.62,14.4766,5309.65
886,886,-3533.930419921875,4430000,29.2007,5516.9,14.5598,5359.3
887,887,-3725.614013671875,4435000,29.5341,5432.0,14.2504,5340.5
888,888,-3692.1103515625,4440000,28.9909,5371.92,14.7066,5334.84
889,889,-3818.6083984375,4445000,29.574,5431.69,14.5378,5323.99
890,890,-3853.91259765625,4450000,29.6645,5436.01,14.6445,5340.03
891,891,-3801.61962890625,4455000,29.5877,5510.92,15.2931,5362.08
892,892,-3642.1474609375,4460000,29.1923,5517.9,15.4474,5370.49
893,893,-3540.23583984375,4465000,29.4845,5509.76,15.1454,5377.65
894,894,-3737.14599609375,4470000,29.2903,5481.56,14.919,5323.15
895,895,-3879.905029296875,4475000,29.5369,5287.25,15.756,5245.35
896,896,-3713.9365234375,4480000,29.374,5409.15,14.6248,5307.01
897,897,-3997.60302734375,4485000,29.9911,5292.07,15.6405,5217.56
898,898,-3673.12158203125,4490000,29.3555,5477.19,14.9941,5304.82
899,899,-3742.822265625,4495000,29.3158,5455.49,14.5971,5312.8
900,900,-3708.362548828125,4500000,29.0928,5481.55,14.7697,5348.0
901,901,-3744.2470703125,4505000,29.4042,5491.65,14.9198,5343.82
902,902,-3729.383056640625,4510000,29.0326,5456.06,14.786,5307.23
903,903,-3635.468994140625,4515000,28.9236,5307.59,15.1315,5311.44
904,904,-3806.8671875,4520000,29.8195,5430.3,15.197,5332.23
905,905,-3900.105712890625,4525000,29.486,5432.42,14.8227,5338.33
906,906,-3831.537353515625,4530000,29.5163,5443.39,15.1052,5338.93
907,907,-3795.884521484375,4535000,29.6187,5521.22,15.5023,5393.31
908,908,-3830.45068359375,4540000,29.6057,5518.23,15.0934,5315.49
909,909,-3780.352783203125,4545000,29.6356,5426.29,15.0713,5340.11
910,910,-3831.012451171875,4550000,29.7958,5478.09,15.1888,5338.73
911,911,-3960.891845703125,4555000,29.8813,5483.16,15.2191,5335.34
912,912,-3904.1015625,4560000,30.2522,5466.63,15.2275,5332.06
913,913,-3951.01220703125,4565000,30.3218,5527.41,15.304,5357.38
914,914,-4005.610107421875,4570000,30.2946,5505.74,15.0735,5319.56
915,915,-4043.122314453125,4575000,30.8174,5485.89,15.0972,5309.41
916,916,-3864.34326171875,4580000,29.6033,5548.34,14.8901,5252.1
917,917,-4050.339599609375,4585000,30.6966,5507.83,14.9191,5193.45
918,918,-3795.2490234375,4590000,29.8353,5474.57,15.0485,5321.57
919,919,-3857.311767578125,4595000,29.7282,5564.03,14.3857,5175.65
920,920,-4106.6845703125,4600000,29.995,5560.79,15.5795,5349.09
921,921,-3921.19091796875,4605000,29.8108,5546.11,14.8888,5356.53
922,922,-4256.4296875,4610000,30.2294,5574.18,14.1863,5142.01
923,923,-3947.234619140625,4615000,29.9314,5574.2,14.7663,5334.01
924,924,-4000.3251953125,4620000,29.7433,5527.05,14.9525,5343.12
925,925,-3963.312744140625,4625000,30.1459,5558.37,14.7027,5356.54
926,926,-3944.288330078125,4630000,30.0059,5578.88,14.9037,5368.27
927,927,-3738.75439453125,4635000,29.9167,5537.73,14.7911,5371.41
928,928,-4067.315185546875,4640000,30.0376,5554.35,14.8864,5402.63
929,929,-4073.09765625,4645000,29.5441,5538.76,14.7984,5307.97
930,930,-4133.3134765625,4650000,30.1436,5539.7,15.2946,5345.98
931,931,-3695.889404296875,4655000,29.5116,5416.61,15.6052,5367.92
932,932,-4077.23388671875,4660000,30.2563,5543.99,15.0026,5150.79
933,933,-3737.80908203125,4665000,29.2909,5534.86,14.856,5317.01
934,934,-3817.205810546875,4670000,30.0878,5532.97,15.1823,5363.48
935,935,-3863.65185546875,4675000,29.5689,5568.69,14.9475,5351.11
936,936,-4022.783203125,4680000,30.0239,5510.18,15.1158,5346.28
937,937,-3886.80224609375,4685000,29.5396,5493.36,15.3504,5354.61
938,938,-4207.43212890625,4690000,29.9944,5487.29,15.1415,5248.12
939,939,-4146.85302734375,4695000,30.2692,5528.34,14.8392,5172.37
940,940,-4157.20263671875,4700000,29.9439,5428.7,15.7069,5278.16
941,941,-4144.375,4705000,29.8932,5517.65,15.2433,5284.75
942,942,-4300.5400390625,4710000,29.9679,5537.14,15.3128,5358.57
943,943,-4036.101806640625,4715000,29.9381,5548.76,14.5188,5281.43
944,944,-3946.19677734375,4720000,30.3426,5479.53,15.5513,5393.26
945,945,-4102.31787109375,4725000,29.8732,5530.4,14.5114,5368.99
946,946,-3987.88232421875,4730000,29.6968,5583.08,15.0996,5343.35
947,947,-4004.200927734375,4735000,29.702,5485.6,14.727,5172.14
948,948,-4056.5419921875,4740000,29.5557,5565.52,14.7676,5389.73
949,949,-4079.26123046875,4745000,29.5947,5572.04,14.5832,4802.2
950,950,-4143.63134765625,4750000,29.8675,5607.67,13.9265,5373.47
951,951,-4134.76123046875,4755000,30.1365,5448.44,14.6572,5340.62
952,952,-4330.72509765625,4760000,29.7943,5588.71,14.0429,5362.09
953,953,-4492.44189453125,4765000,30.9201,5553.1,13.7389,4940.16
954,954,-4120.216796875,4770000,29.6717,5593.57,14.8503,5332.32
955,955,-4323.837890625,4775000,30.0282,5525.93,15.0088,5277.47
956,956,-4180.96923828125,4780000,30.1284,5561.83,14.3219,5316.85
957,957,-4480.8828125,4785000,30.0033,5473.88,13.6033,4965.87
958,958,-4370.59814453125,4790000,30.3073,5501.61,14.6167,5364.94
959,959,-4476.8515625,4795000,30.4635,5447.0,14.3312,5110.69
960,960,-4406.8095703125,4800000,30.2162,5481.14,14.2567,5302.58
961,961,-4505.974609375,4805000,30.4987,5385.84,13.7495,5226.25
962,962,-4257.60205078125,4810000,30.2973,5471.42,13.8339,5204.35
963,963,-3986.414794921875,4815000,30.0487,5517.37,14.7821,5304.62
964,964,-4340.27392578125,4820000,30.2374,5454.3,14.2122,5171.39
965,965,-4559.82275390625,4825000,30.5267,5442.04,14.3458,5043.31
966,966,-4171.56884765625,4830000,29.8793,5385.87,14.3167,5051.99
967,967,-4322.4912109375,4835000,30.049,5448.18,14.0895,5284.68
968,968,-4563.83349609375,4840000,30.9781,5337.35,14.2413,5028.88
969,969,-4577.22265625,4845000,30.826,5427.88,14.2394,4967.01
970,970,-4989.564453125,4850000,31.3379,5388.65,13.4591,4806.33
971,971,-5891.2294921875,4855000,31.351,5442.2,13.423,4256.5
972,972,-4990.39599609375,4860000,30.6829,5118.0,12.9361,3914.31
973,973,-5275.17236328125,4865000,31.4721,5454.53,13.0764,4351.2
974,974,-4770.94140625,4870000,30.6873,5423.59,14.1471,4502.3
975,975,-5354.833984375,4875000,31.6287,5406.25,13.1786,4453.69
976,976,-4771.8837890625,4880000,31.0346,5337.84,13.7483,4274.49
977,977,-5046.66748046875,4885000,31.1137,5439.5,12.7491,5130.89
978,978,-5424.1494140625,4890000,30.9821,5013.26,13.3533,4632.67
979,979,-4511.125,4895000,30.7786,5414.53,14.6268,5153.8
980,980,-4703.0849609375,4900000,31.0359,5289.47,14.1754,5029.78
981,981,-4490.62451171875,4905000,30.7248,5518.99,14.8899,5330.02
982,982,-4692.25732421875,4910000,30.9699,5393.59,13.9171,5313.52
983,983,-4910.97216796875,4915000,30.8254,5340.09,14.2602,5084.1
984,984,-4791.1328125,4920000,31.1955,5410.12,14.997,5059.78
985,985,-4568.46630859375,4925000,31.4597,5473.06,15.1428,5336.71
986,986,-4444.51708984375,4930000,31.1255,5363.29,14.206,5202.3
987,987,-4354.69580078125,4935000,30.6049,5514.32,14.8112,5323.9
988,988,-4564.044921875,4940000,31.0832,5453.64,14.9026,5281.98
989,989,-4650.1884765625,4945000,30.6779,5521.97,14.4816,5327.03
990,990,-4526.439453125,4950000,30.6088,5547.91,14.6827,4647.04
991,991,-4572.05126953125,4955000,30.4817,5555.77,13.5908,5311.61
992,992,-4426.6376953125,4960000,30.2442,5529.2,14.235,5316.3
993,993,-4717.75927734375,4965000,30.5661,5518.64,13.4326,5250.24
994,994,-5222.7431640625,4970000,30.9269,5465.81,14.0776,4954.22
995,995,-4762.7783203125,4975000,30.5297,3303.84,13.7978,4824.63
996,996,-4196.93408203125,4980000,29.2643,5441.92,14.0581,5306.52
997,997,-4787.03955078125,4985000,30.8599,5364.7,14.2654,4976.38
998,998,-4255.13916015625,4990000,29.9336,5546.91,14.2606,5115.61
999,999,-4476.37841796875,4995000,29.6274,5597.56,13.6215,5123.96
1000,1000,-4803.97119140625,5000000,30.642,5498.5,14.2101,5046.99
1001,1001,-4485.53759765625,5005000,30.3433,5591.96,14.458,5380.42
1002,1002,-4511.7158203125,5010000,30.4523,5548.56,14.0314,5358.98
1003,1003,-4985.59326171875,5015000,30.7801,5543.28,13.913,4875.77
1004,1004,-4463.47265625,5020000,30.3756,5455.01,14.0427,5313.93
1005,1005,-4854.67138671875,5025000,30.8408,5456.19,14.4862,4435.71
1006,1006,-4595.0576171875,5030000,31.047,5440.71,14.164,5031.76
1007,1007,-4757.13623046875,5035000,30.7419,5397.04,13.9581,5354.53
1008,1008,-4607.18505859375,5040000,30.7926,5454.8,14.8468,5186.07
1009,1009,-4209.9560546875,5045000,30.3947,5305.51,14.9746,5318.24
1010,1010,-4770.2841796875,5050000,30.8921,5391.57,14.3581,4991.86
1011,1011,-4541.71142578125,5055000,30.5092,5502.28,14.1947,4987.0
1012,1012,-4258.26513671875,5060000,29.8193,5467.41,14.0644,5363.45
1013,1013,-4196.2333984375,5065000,29.9084,5358.04,13.9459,5376.84
1014,1014,-4743.31640625,5070000,31.0436,5580.22,14.1559,5324.3
1015,1015,-4347.61328125,5075000,30.2586,5582.23,14.4204,5374.02
1016,1016,-4615.85888671875,5080000,30.9126,5539.6,14.0792,5347.97
1017,1017,-4844.7509765625,5085000,30.6588,5544.05,14.427,5354.09
1018,1018,-5107.32861328125,5090000,30.868,5595.79,14.0343,5124.39
1019,1019,-4857.8408203125,5095000,30.3481,5601.11,14.0049,5358.64
1020,1020,-4799.73193359375,5100000,30.3212,5607.89,13.8263,5126.53
1021,1021,-4851.7900390625,5105000,30.7916,5585.87,14.7147,5312.44
1022,1022,-5049.2158203125,5110000,30.2758,5319.95,14.1752,5029.31
1023,1023,-4598.02099609375,5115000,30.6141,5347.92,14.6931,5402.42
1024,1024,-4748.7509765625,5120000,30.8812,5514.2,14.3741,5365.12
1025,1025,-4610.93603515625,5125000,30.1524,5356.28,14.2207,5356.4
1026,1026,-4633.75341796875,5130000,30.5859,5201.55,14.1882,5248.57
1027,1027,-4638.76904296875,5135000,30.2945,5412.57,14.0569,5138.41
1028,1028,-4770.83837890625,5140000,31.2256,5509.48,14.2626,5342.62
1029,1029,-4542.1328125,5145000,30.2504,5211.02,14.1583,5260.85
1030,1030,-4609.1220703125,5150000,30.433,5275.21,14.0677,4770.47
1031,1031,-4657.9990234375,5155000,30.5229,5256.07,14.4249,5339.68
1032,1032,-4961.576171875,5160000,31.2057,5261.63,14.0047,5288.49
1033,1033,-4800.31787109375,5165000,30.6167,5313.95,14.0085,5345.31
1034,1034,-5015.4306640625,5170000,30.901,5333.17,15.0623,5150.02
1035,1035,-4750.81982421875,5175000,30.2444,5124.03,14.1303,5332.07
1036,1036,-4855.375,5180000,30.1453,5196.7,14.0533,5328.64
1037,1037,-4948.533203125,5185000,30.4338,5490.58,14.5741,5146.11
1038,1038,-4597.119140625,5190000,30.3119,5063.91,14.1302,5304.17
1039,1039,-5168.6533203125,5195000,30.5263,5257.42,13.1453,4669.49
1040,1040,-4786.18994140625,5200000,29.9474,5041.79,13.8797,5032.0
1041,1041,-4755.40625,5205000,29.68,5042.88,13.6853,4740.04
1042,1042,-4526.2607421875,5210000,29.5299,5136.05,14.18,5379.53
1043,1043,-4403.74365234375,5215000,29.6612,5498.72,14.8107,5439.38
1044,1044,-4991.8017578125,5220000,29.5628,5366.3,13.5152,5414.31
1045,1045,-4329.34033203125,5225000,29.4901,5582.56,13.7434,5402.68
1046,1046,-4736.5322265625,5230000,29.9835,5562.85,14.6242,5395.68
1047,1047,-4907.5517578125,5235000,29.9599,5577.26,14.2621,5426.23
1048,1048,-4994.3681640625,5240000,29.9496,5510.1,13.9171,5396.9
1049,1049,-4570.39990234375,5245000,29.542,5587.09,14.5126,5408.34
1050,1050,-4854.6142578125,5250000,29.8868,5608.27,14.1577,5193.17
1051,1051,-4862.07958984375,5255000,30.407,5574.68,14.4458,5410.28
1052,1052,-4536.66796875,5260000,30.1204,5595.49,14.3139,4783.64
1053,1053,-4725.54248046875,5265000,30.3237,5584.95,14.3746,4721.66
1054,1054,-5307.6875,5270000,30.5756,5529.56,14.3098,5192.99
1055,1055,-4694.41455078125,5275000,30.5693,5479.61,14.5378,5026.1
1056,1056,-4791.67626953125,5280000,30.2809,5335.16,14.837,5392.67
1057,1057,-4799.3134765625,5285000,29.8984,5584.12,14.2103,5140.55
1058,1058,-5689.22802734375,5290000,31.5421,5576.38,14.267,4453.55
1059,1059,-4781.900390625,5295000,30.0173,5557.52,14.3507,5401.46
1060,1060,-5533.5791015625,5300000,30.4147,5476.88,13.5123,4344.42
1061,1061,-4970.9453125,5305000,30.3869,5556.87,14.2711,5381.48
1062,1062,-5263.83154296875,5310000,31.0141,5586.13,14.2615,5229.53
1063,1063,-5354.80224609375,5315000,30.6425,5561.66,14.5802,5146.59
1064,1064,-4612.18798828125,5320000,30.0102,5582.2,14.4793,5237.4
1065,1065,-5051.54443359375,5325000,30.8638,5520.2,14.6334,5367.59
1066,1066,-4962.572265625,5330000,30.409,5578.66,14.7069,5384.78
1067,1067,-4660.36376953125,5335000,29.8783,5600.61,14.4826,5439.95
1068,1068,-4652.6083984375,5340000,30.2117,5379.1,14.4134,5299.49
1069,1069,-4829.404296875,5345000,30.2206,5578.3,14.5711,5180.47
1070,1070,-5491.99365234375,5350000,30.6014,5572.91,14.2105,4723.21
1071,1071,-5077.42431640625,5355000,30.0796,5534.07,13.9994,5345.55
1072,1072,-5295.06494140625,5360000,30.071,5565.4,13.6117,5186.7
1073,1073,-4917.83056640625,5365000,30.3043,5516.04,14.4026,5384.47
1074,1074,-4818.9619140625,5370000,30.0299,5578.5,14.2017,5413.78
1075,1075,-4762.60693359375,5375000,30.0675,5581.08,14.2721,5392.98
1076,1076,-5119.38427734375,5380000,30.1964,5568.78,13.538,5383.13
1077,1077,-4944.98828125,5385000,30.3056,5568.55,14.4,5384.78
1078,1078,-6708.22314453125,5390000,30.6425,5511.42,13.193,4982.9
1079,1079,-5269.4375,5395000,29.9135,5521.51,13.6216,5158.42
1080,1080,-4647.1044921875,5400000,29.3594,5533.48,14.4512,5366.62
1081,1081,-5428.92626953125,5405000,30.3307,5556.88,13.7366,5379.13
1082,1082,-4698.18115234375,5410000,30.219,5532.18,14.4706,4964.82
1083,1083,-4874.98583984375,5415000,29.7796,5511.95,14.8088,5372.28
1084,1084,-4741.49560546875,5420000,29.531,5604.04,14.4615,5175.24
1085,1085,-4788.71826171875,5425000,29.9285,5593.89,14.5259,5392.49
1086,1086,-4675.8701171875,5430000,29.1085,5543.39,14.4498,5310.64
1087,1087,-11428.2255859375,5435000,45.1164,727.75,15.9339,668.45
1088,1088,-10180.166015625,5440000,38.5975,1098.12,19.1644,1045.06
1089,1089,-10050.3544921875,5445000,39.8101,1235.25,22.9078,1268.63
1090,1090,-9985.8876953125,5450000,40.6231,563.39,26.9119,581.09
1091,1091,-8721.2021484375,5455000,36.848,1881.14,23.7969,1701.96
1092,1092,-7815.89306640625,5460000,35.8175,2521.01,43.8222,2053.78
1093,1093,-7149.79052734375,5465000,34.0452,1319.8,34.1678,2057.86
1094,1094,-7109.09912109375,5470000,33.4147,5126.34,23.5931,2328.03
1095,1095,-6776.29736328125,5475000,31.8855,4813.41,15.3926,4299.07
1096,1096,-5858.8974609375,5480000,31.0934,5312.94,15.0702,4896.39
1097,1097,-6051.41455078125,5485000,31.5709,5254.11,15.9767,5069.15
1098,1098,-6318.42333984375,5490000,31.536,5312.86,16.2311,5041.91
1099,1099,-5981.55712890625,5495000,31.1248,5386.72,16.0158,5171.72
1100,1100,-6284.33056640625,5500000,31.753,5312.12,15.9031,5152.39
1101,1101,-6071.2197265625,5505000,31.3989,5428.66,16.1129,5212.44
1102,1102,-6327.65087890625,5510000,31.5598,5352.48,15.2433,5135.91
1103,1103,-5302.3681640625,5515000,31.0064,5375.31,15.511,5234.82
1104,1104,-5586.81298828125,5520000,30.8387,5406.51,15.9376,5206.11
1105,1105,-6048.3154296875,5525000,30.5694,4369.7,16.2731,4802.31
1106,1106,-5852.009765625,5530000,31.1508,5377.74,15.6574,5363.29
1107,1107,-5307.57421875,5535000,30.5427,5499.24,15.8651,5207.29
1108,1108,-5438.74462890625,5540000,29.9256,5576.28,14.9841,5366.78
1109,1109,-5555.50390625,5545000,30.2394,5496.19,15.0372,5151.94
1110,1110,-5174.40869140625,5550000,30.1903,5452.95,14.9201,5305.89
1111,1111,-4989.705078125,5555000,29.6402,5459.11,15.6094,5311.13
1112,1112,-4825.14697265625,5560000,29.8912,5500.56,15.4515,5392.51
1113,1113,-4743.22314453125,5565000,29.2233,5516.85,15.2312,5296.92
1114,1114,-4899.6474609375,5570000,29.5577,5537.6,15.6879,5401.25
1115,1115,-5089.837890625,5575000,30.2329,5542.55,15.7376,5398.43
1116,1116,-4810.13232421875,5580000,29.4885,5517.27,15.9612,5387.04
1117,1117,-5329.98779296875,5585000,29.8573,5588.66,14.7193,5384.1
1118,1118,-5145.578125,5590000,30.4377,5531.54,15.6484,5401.5
1119,1119,-5382.4521484375,5595000,29.6991,5515.45,15.9367,5206.79
1120,1120,-5202.2353515625,5600000,30.3688,5525.25,15.4943,5360.78
1121,1121,-5287.1884765625,5605000,30.3838,5547.01,15.4335,5132.59
1122,1122,-5213.29931640625,5610000,30.1661,5499.26,15.6185,5391.28
1123,1123,-5879.59619140625,5615000,30.8861,5518.76,15.7493,5378.65
1124,1124,-5815.150390625,5620000,30.7494,5471.28,15.5536,5255.31
1125,1125,-5662.1318359375,5625000,30.9483,5544.14,14.471,5309.58
1126,1126,-5757.04345703125,5630000,30.7861,5497.89,14.9612,5105.37
1127,1127,-5403.97216796875,5635000,30.495,5533.52,15.6115,5390.38
1128,1128,-5723.50048828125,5640000,30.4904,5463.89,15.5415,5018.41
1129,1129,-5222.66796875,5645000,30.0397,5517.66,15.3199,5015.83
1130,1130,-5583.2587890625,5650000,30.419,5515.06,15.1498,5396.72
1131,1131,-5295.4619140625,5655000,30.049,5493.1,14.4329,5383.02
1132,1132,-5533.1650390625,5660000,30.454,5512.93,14.8794,5197.42
1133,1133,-5263.177734375,5665000,30.1825,5545.65,14.7572,5230.28
1134,1134,-5336.5390625,5670000,29.6998,5291.83,15.1969,4924.26
