Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Running Update Time,Real Sto Return,Itration,Reward Loss
20.4573,4042.86,43.2219,1925000,385,3723.48,385,-5350.57666015625
26.6614,3636.83,43.4675,1930000,386,3752.09,386,-5350.42041015625
23.0043,3991.27,43.5352,1935000,387,4268.67,387,-5433.1015625
24.6427,2889.82,43.6448,1940000,388,3595.54,388,-5480.96484375
22.8384,3729.45,43.8796,1945000,389,3628.45,389,-5555.6357421875
24.0493,3669.01,43.5787,1950000,390,4092.89,390,-5675.23193359375
21.3745,3604.7,43.2086,1955000,391,3833.75,391,-5638.36474609375
22.1858,4027.77,44.2331,1960000,392,4249.02,392,-5654.82666015625
21.8989,3946.27,43.9995,1965000,393,3959.35,393,-5767.576171875
21.6786,3867.35,43.6376,1970000,394,4297.39,394,-5872.5419921875
21.1307,3319.01,43.4476,1975000,395,4013.45,395,-5981.38916015625
22.7523,4227.0,43.8495,1980000,396,4383.93,396,-5978.0517578125
22.0654,4416.11,43.3905,1985000,397,4300.56,397,-5865.857421875
21.9714,4472.15,43.1398,1990000,398,4378.68,398,-5890.2919921875
23.3115,4322.97,43.623,1995000,399,4415.17,399,-6051.23974609375
23.5389,4314.12,43.5073,2000000,400,4166.54,400,-5952.9228515625
22.1717,4484.32,43.6253,2005000,401,4136.59,401,-5816.259765625
23.43,4454.24,44.0923,2010000,402,3898.6,402,-5957.169921875
22.0166,4364.49,43.3502,2015000,403,4138.77,403,-5821.79443359375
23.3288,4425.27,44.1989,2020000,404,4347.22,404,-5922.02734375
22.422,4418.88,43.0538,2025000,405,4368.27,405,-5918.525390625
22.5119,4485.48,43.5529,2030000,406,4382.85,406,-5985.61572265625
23.2455,4539.44,43.7398,2035000,407,4448.43,407,-6069.58056640625
21.6769,4235.72,42.9657,2040000,408,4350.69,408,-5927.74560546875
22.6826,4345.23,43.8249,2045000,409,4230.91,409,-6241.03955078125
22.846,4439.01,44.2857,2050000,410,4301.17,410,-6247.49951171875
23.0271,4463.04,43.9379,2055000,411,4388.28,411,-6327.93798828125
21.8887,4375.84,43.8331,2060000,412,4309.72,412,-6233.12255859375
22.57,4426.77,43.4314,2065000,413,4261.01,413,-6387.302734375
22.4239,4236.29,43.7912,2070000,414,4372.06,414,-6347.86328125
21.5876,4464.37,43.3051,2075000,415,4324.51,415,-6494.4990234375
21.5538,4351.5,43.7283,2080000,416,4392.39,416,-6468.6181640625
21.7823,4406.08,43.6447,2085000,417,4408.89,417,-6505.626953125
21.9836,4440.5,43.5192,2090000,418,4399.54,418,-6743.63427734375
21.5066,4373.49,43.7578,2095000,419,4392.31,419,-6633.166015625
22.4492,4417.88,44.4574,2100000,420,4421.95,420,-6747.818359375
22.0597,4472.89,43.4016,2105000,421,4441.05,421,-6678.63671875
22.5487,4425.8,43.406,2110000,422,4445.06,422,-6727.8955078125
22.1868,4495.75,43.3967,2115000,423,4346.57,423,-6889.89990234375
22.3725,4433.06,43.7241,2120000,424,4379.73,424,-6798.0517578125
22.4567,4409.69,43.8278,2125000,425,4241.6,425,-6821.70849609375
22.5764,4359.56,44.2238,2130000,426,4325.99,426,-6815.375
23.1499,4531.44,44.5597,2135000,427,4286.22,427,-6859.96142578125
22.7319,4443.97,43.9569,2140000,428,4418.14,428,-6903.65283203125
22.0933,4454.66,43.3683,2145000,429,4416.02,429,-6958.1748046875
22.5488,4417.69,43.829,2150000,430,4407.07,430,-7018.28466796875
23.4793,4535.76,43.8878,2155000,431,4415.22,431,-6998.46240234375
23.3195,4497.04,44.1429,2160000,432,4481.13,432,-7110.0439453125
22.4145,4406.1,43.4947,2165000,433,4435.86,433,-6959.72265625
22.7254,4455.79,44.1337,2170000,434,4470.59,434,-7144.447265625
22.2362,4430.7,43.1148,2175000,435,4434.65,435,-6981.22314453125
25.8994,4234.46,45.0578,2180000,436,4136.81,436,-7125.33935546875
23.0871,4313.71,43.7998,2185000,437,4367.75,437,-6833.70263671875
24.425,4291.0,44.7117,2190000,438,4231.75,438,-6853.86083984375
24.2223,4441.31,44.4746,2195000,439,4416.17,439,-6872.576171875
23.1706,4400.53,43.8566,2200000,440,4322.95,440,-7179.0234375
23.245,4519.68,44.1745,2205000,441,4437.85,441,-7131.58251953125
22.286,4546.24,43.4658,2210000,442,4486.25,442,-7053.97607421875
21.85,4512.93,44.0488,2215000,443,4483.34,443,-7347.796875
21.6311,4501.72,42.6558,2220000,444,4375.77,444,-7009.32861328125
23.3986,4507.7,44.5006,2225000,445,4481.93,445,-7277.23876953125
22.914,4375.19,43.7037,2230000,446,4432.37,446,-7274.248046875
23.4687,4495.33,43.6855,2235000,447,4424.28,447,-7341.0771484375
22.695,4415.68,43.7318,2240000,448,4327.38,448,-7192.34716796875
22.2315,4419.79,43.1251,2245000,449,4435.86,449,-7249.4765625
22.266,4325.97,43.4587,2250000,450,4427.98,450,-7246.46728515625
21.6898,4477.21,43.006,2255000,451,4377.32,451,-7404.59521484375
23.3787,4476.25,43.8438,2260000,452,4398.26,452,-7396.33251953125
21.0985,4343.38,43.4059,2265000,453,4389.29,453,-7462.27099609375
21.6294,4464.08,42.9194,2270000,454,4462.93,454,-7297.44287109375
22.6033,4011.24,43.9978,2275000,455,4420.76,455,-7545.0048828125
21.7091,4155.13,43.5412,2280000,456,4294.62,456,-7520.49658203125
21.6466,4399.0,43.5931,2285000,457,4408.64,457,-7545.21728515625
22.4597,4434.08,43.7512,2290000,458,4410.57,458,-7682.240234375
22.3074,4509.13,43.499,2295000,459,4484.79,459,-7750.64697265625
21.0107,4480.75,42.9901,2300000,460,4423.59,460,-7485.04541015625
22.3211,4468.51,43.6921,2305000,461,4438.13,461,-7607.48388671875
23.0508,4516.24,43.9306,2310000,462,4470.44,462,-7809.37109375
23.3913,4510.55,43.1941,2315000,463,4442.75,463,-7808.63623046875
21.9453,4378.93,43.7655,2320000,464,4400.08,464,-7590.06103515625
22.1549,4448.73,43.6684,2325000,465,4421.63,465,-7616.38671875
23.8068,4450.47,44.3358,2330000,466,4468.46,466,-7879.8798828125
21.9402,4472.18,43.5605,2335000,467,4432.88,467,-7802.509765625
20.7327,4457.1,42.4717,2340000,468,4269.3,468,-7662.25
22.0794,4492.63,43.3997,2345000,469,4454.64,469,-7808.3369140625
21.5234,4405.31,43.6,2350000,470,4368.89,470,-7852.931640625
22.9156,4468.89,43.7073,2355000,471,4427.85,471,-8003.10986328125
23.4442,4499.38,44.3814,2360000,472,4458.78,472,-8069.76025390625
21.63,4475.16,43.0722,2365000,473,4425.09,473,-7877.2890625
22.1344,4446.86,43.3966,2370000,474,4420.59,474,-8022.1416015625
21.8262,4371.22,43.0217,2375000,475,4383.49,475,-7792.70458984375
21.9664,4426.08,43.0493,2380000,476,4319.58,476,-7881.25146484375
22.4946,4380.74,43.6481,2385000,477,4485.72,477,-7975.95947265625
21.2222,4458.35,43.4093,2390000,478,4417.0,478,-7860.92041015625
23.3775,4373.08,44.1185,2395000,479,4401.05,479,-8137.06298828125
21.7689,4360.2,42.6266,2400000,480,4392.56,480,-8152.7509765625
22.3994,4488.51,43.7206,2405000,481,4467.45,481,-8043.7314453125
22.8098,4394.88,43.5482,2410000,482,4425.98,482,-8381.6279296875
22.6044,4459.51,43.1842,2415000,483,4417.73,483,-8274.9931640625
22.4874,4482.86,43.3036,2420000,484,4438.64,484,-8265.7607421875
22.5393,4514.67,43.8787,2425000,485,4461.47,485,-8265.830078125
23.6462,4526.99,44.5772,2430000,486,4446.53,486,-8416.83984375
23.1579,4511.02,43.4609,2435000,487,4470.37,487,-8376.298828125
22.4446,4387.78,43.1028,2440000,488,4430.7,488,-8491.92578125
23.9279,4502.12,44.3579,2445000,489,4457.1,489,-8538.5791015625
22.9904,4513.02,43.6078,2450000,490,4493.23,490,-8451.94921875
24.2444,4594.49,44.4185,2455000,491,4493.17,491,-8464.61328125
23.4634,4538.8,43.742,2460000,492,4450.06,492,-8668.568359375
22.7877,4502.46,43.5647,2465000,493,4439.87,493,-8395.169921875
23.3769,4486.89,44.1305,2470000,494,4420.37,494,-8544.6787109375
22.3843,4451.4,44.0773,2475000,495,4443.0,495,-8898.23046875
22.7061,4490.17,43.1096,2480000,496,4435.87,496,-8400.033203125
23.2961,4472.24,43.7869,2485000,497,4487.99,497,-8497.0966796875
22.7172,4475.59,43.5297,2490000,498,4426.26,498,-8628.8642578125
22.9767,4503.62,43.5968,2495000,499,4454.06,499,-8695.1162109375
23.7056,4510.4,44.3943,2500000,500,4321.29,500,-8966.0302734375
23.9555,4528.53,44.1829,2505000,501,4512.07,501,-8808.8154296875
23.6547,4518.32,44.0006,2510000,502,4473.02,502,-8959.9169921875
22.949,4535.14,43.6846,2515000,503,4502.35,503,-8884.927734375
23.487,4506.37,43.791,2520000,504,4462.72,504,-8914.673828125
23.5747,4466.39,43.9623,2525000,505,4410.52,505,-8919.8544921875
23.1288,4504.33,43.5089,2530000,506,4459.43,506,-9260.2451171875
23.4344,4471.97,43.9905,2535000,507,4467.0,507,-9069.8525390625
22.9502,4472.54,43.7057,2540000,508,4495.03,508,-9113.15625
23.6255,4517.72,43.674,2545000,509,4485.65,509,-8805.48828125
22.986,4481.79,43.8283,2550000,510,4471.41,510,-9359.9208984375
23.9592,4481.96,43.7489,2555000,511,4361.84,511,-9342.97265625
23.0791,4516.31,44.0369,2560000,512,4452.17,512,-9341.8193359375
23.4844,4441.36,44.0079,2565000,513,4455.07,513,-9401.4814453125
23.1514,4433.96,44.1213,2570000,514,4443.96,514,-9479.896484375
22.9967,4404.02,43.5505,2575000,515,4456.11,515,-9250.9052734375
22.7017,4402.04,43.9108,2580000,516,4411.59,516,-9304.3701171875
24.4028,4479.93,44.9398,2585000,517,4447.85,517,-9588.158203125
23.0698,4477.89,44.1595,2590000,518,4484.62,518,-9563.861328125
23.3442,4451.15,44.1273,2595000,519,4496.3,519,-9623.2197265625
23.4486,4517.92,43.3668,2600000,520,4521.62,520,-9563.7080078125
22.9438,4457.29,43.6568,2605000,521,4459.29,521,-9523.4375
23.8627,4467.24,43.4049,2610000,522,4512.89,522,-9710.583984375
23.4299,4520.1,43.4344,2615000,523,4469.84,523,-9634.5517578125
23.1382,4493.99,43.8107,2620000,524,4452.68,524,-9631.869140625
22.5915,4523.84,43.4102,2625000,525,4502.2,525,-9618.3857421875
23.1681,4514.25,43.5944,2630000,526,4465.98,526,-9402.7119140625
23.1325,4512.11,44.0149,2635000,527,4496.84,527,-9650.6865234375
22.6961,4470.56,43.3304,2640000,528,4397.08,528,-9578.31640625
22.6941,4444.89,44.0428,2645000,529,4461.13,529,-9759.90234375
22.6174,4526.28,43.8842,2650000,530,4450.57,530,-9712.919921875
23.1002,4492.81,44.2405,2655000,531,4458.38,531,-9741.9072265625
22.9118,4448.26,44.0835,2660000,532,4458.69,532,-10117.359375
23.072,4447.19,44.4495,2665000,533,4453.22,533,-10142.56640625
22.9744,4475.37,44.3414,2670000,534,4361.78,534,-10064.9013671875
23.356,4507.19,44.1525,2675000,535,4462.62,535,-10104.728515625
23.4423,4466.85,44.3645,2680000,536,4465.39,536,-10127.3115234375
24.1492,4480.68,44.59,2685000,537,4479.91,537,-10301.2939453125
23.5203,4490.14,44.3,2690000,538,4502.15,538,-9983.64453125
23.5124,4517.03,44.664,2695000,539,4450.22,539,-10430.7890625
23.6471,4479.31,44.2265,2700000,540,4480.22,540,-10375.2216796875
23.6372,4451.53,44.3422,2705000,541,4425.43,541,-10288.3330078125
23.2678,4503.75,44.0239,2710000,542,4463.08,542,-10061.9580078125
24.0215,4509.66,44.7951,2715000,543,4468.41,543,-10174.7587890625
22.976,4444.55,44.1348,2720000,544,4451.49,544,-10180.2978515625
23.2686,4504.4,43.6482,2725000,545,4459.39,545,-10277.4140625
23.2699,4528.82,44.4502,2730000,546,4484.9,546,-10080.7744140625
23.4659,4548.76,44.1395,2735000,547,4482.92,547,-10422.3564453125
23.8417,4524.06,44.0474,2740000,548,4534.77,548,-10375.931640625
23.7266,4523.78,44.5394,2745000,549,4516.47,549,-10472.166015625
23.5678,4493.77,43.9545,2750000,550,4499.44,550,-10440.482421875
23.7716,4488.88,44.1372,2755000,551,4491.98,551,-10459.154296875
23.3123,4497.17,43.7724,2760000,552,4461.81,552,-10430.078125
23.4519,4512.89,44.5572,2765000,553,4451.27,553,-10292.2724609375
23.8972,4466.47,44.0437,2770000,554,4445.22,554,-10417.9638671875
24.2131,4573.99,44.2443,2775000,555,4514.21,555,-10513.3974609375
23.3494,4479.37,43.8895,2780000,556,4402.27,556,-10745.9052734375
23.8158,4471.01,44.082,2785000,557,4479.74,557,-10730.1484375
23.8418,4510.98,43.4875,2790000,558,4408.87,558,-10445.4599609375
23.6514,4518.15,44.3483,2795000,559,4470.69,559,-10371.1689453125
24.2692,4552.88,43.9367,2800000,560,4496.59,560,-10407.5732421875
23.5397,4518.17,44.1401,2805000,561,4497.84,561,-10601.6787109375
23.8733,4554.87,44.2062,2810000,562,4517.82,562,-10648.5390625
23.2563,4408.28,44.3572,2815000,563,4316.03,563,-10502.0869140625
23.2371,4456.55,43.9834,2820000,564,4451.13,564,-10568.517578125
23.5273,4479.7,44.2735,2825000,565,4456.09,565,-10479.5283203125
22.6293,4493.9,44.2913,2830000,566,4325.0,566,-10625.0673828125
24.0073,4350.49,44.3734,2835000,567,4460.1,567,-10518.3115234375
23.8726,4493.72,44.4601,2840000,568,4374.61,568,-10396.275390625
24.3002,4476.86,44.1281,2845000,569,4440.47,569,-10531.994140625
24.2066,4453.54,44.2059,2850000,570,4417.1,570,-10568.5419921875
23.9163,4478.75,44.231,2855000,571,4456.47,571,-10358.7255859375
23.276,4432.24,43.8844,2860000,572,4386.25,572,-10535.8994140625
23.1371,4439.59,44.4332,2865000,573,4396.27,573,-10533.4970703125
23.6663,4467.17,44.4403,2870000,574,4424.51,574,-10425.5576171875
24.4024,4522.24,44.8504,2875000,575,4463.74,575,-10578.7353515625
23.0541,4337.66,43.4173,2880000,576,4321.91,576,-10500.689453125
23.7652,4450.29,43.8476,2885000,577,4403.87,577,-10667.986328125
22.9455,3804.04,44.1688,2890000,578,4383.3,578,-10733.564453125
22.1946,4186.22,43.7872,2895000,579,4457.45,579,-10567.0126953125
22.8778,4502.5,43.8861,2900000,580,4478.23,580,-10375.7392578125
22.4496,4334.16,43.9741,2905000,581,3890.38,581,-10599.515625
22.4693,4135.79,44.0712,2910000,582,4401.49,582,-10631.4658203125
22.0566,4263.61,43.215,2915000,583,3891.73,583,-10573.9951171875
21.1813,3432.19,43.3136,2920000,584,4156.09,584,-10587.4921875
19.7519,3885.49,43.7951,2925000,585,4013.71,585,-10571.46875
22.3823,4189.17,43.9678,2930000,586,4281.57,586,-10656.5947265625
21.5004,4069.48,43.5191,2935000,587,4388.08,587,-10785.470703125
21.7322,3553.1,43.9823,2940000,588,4356.27,588,-10810.2001953125
20.1711,4202.09,43.2095,2945000,589,4290.04,589,-10737.8642578125
22.6283,4333.37,43.6155,2950000,590,4277.05,590,-10737.125
20.8514,4481.1,43.1209,2955000,591,4233.85,591,-10613.8583984375
21.3917,4437.51,43.4403,2960000,592,4442.01,592,-10675.9716796875
21.8599,4468.42,43.8796,2965000,593,4439.0,593,-10880.369140625
22.5694,4463.26,43.925,2970000,594,4342.44,594,-10648.224609375
22.7925,4216.2,44.4625,2975000,595,4439.68,595,-10937.095703125
21.4206,4180.97,43.8006,2980000,596,4375.24,596,-10716.3037109375
21.5808,4170.02,43.3255,2985000,597,4026.01,597,-10749.240234375
21.9487,4496.33,44.0181,2990000,598,4266.78,598,-10905.9599609375
21.7248,4467.49,43.6983,2995000,599,4416.64,599,-10879.7119140625
22.1283,4446.42,43.986,3000000,600,4461.31,600,-10639.6005859375
20.2424,4121.33,43.2372,3005000,601,4385.89,601,-10671.99609375
20.14,4452.53,43.3158,3010000,602,4398.66,602,-10548.4580078125
21.5971,4354.87,44.0725,3015000,603,4246.62,603,-10871.998046875
21.388,4392.17,44.0815,3020000,604,3974.39,604,-10634.53125
20.5516,4202.4,43.7022,3025000,605,4202.68,605,-10547.2451171875
21.2023,4113.06,44.0983,3030000,606,4060.73,606,-10693.4169921875
20.5143,4271.9,43.4269,3035000,607,4363.61,607,-10612.7822265625
21.8244,4245.54,43.9365,3040000,608,4350.05,608,-10738.5498046875
20.9339,4359.1,43.2434,3045000,609,4395.8,609,-10771.4248046875
20.7341,4331.68,43.6608,3050000,610,4391.57,610,-10874.7998046875
20.5018,4333.01,43.1317,3055000,611,4407.83,611,-10747.3974609375
19.8944,4245.08,43.4734,3060000,612,4101.79,612,-10646.7412109375
20.1928,4363.38,42.7133,3065000,613,4289.18,613,-10952.6650390625
21.5228,4098.43,44.1707,3070000,614,4022.27,614,-11029.044921875
21.305,4267.95,43.1972,3075000,615,4296.94,615,-11005.845703125
20.3151,4306.07,43.3713,3080000,616,4346.04,616,-11079.9013671875
19.41,4195.4,43.784,3085000,617,4058.32,617,-10779.689453125
20.9582,4118.13,43.2132,3090000,618,4266.07,618,-10943.6044921875
20.7496,4135.02,42.7117,3095000,619,4305.97,619,-10922.19921875
20.6738,4327.92,43.1691,3100000,620,4385.82,620,-10916.5810546875
22.6332,4403.01,44.0028,3105000,621,4150.8,621,-11082.892578125
20.9229,4155.32,43.32,3110000,622,4247.71,622,-10760.1484375
20.3755,4385.53,43.3299,3115000,623,4224.12,623,-11123.654296875
22.8707,4158.89,43.4066,3120000,624,4002.29,624,-11140.5087890625
21.1421,4191.42,43.9529,3125000,625,4291.39,625,-10845.4951171875
20.982,4338.48,42.7347,3130000,626,4062.97,626,-10934.078125
20.0396,4187.76,43.1866,3135000,627,3753.89,627,-11039.45703125
21.193,4300.66,43.6618,3140000,628,4012.85,628,-11071.8857421875
21.4554,4110.85,43.784,3145000,629,4317.35,629,-11291.861328125
23.4008,4205.23,43.6396,3150000,630,3716.25,630,-10972.6376953125
21.8429,4251.68,43.7777,3155000,631,4109.91,631,-11172.234375
21.4761,4228.0,43.7808,3160000,632,4140.39,632,-10908.689453125
21.6576,4324.45,43.0724,3165000,633,4390.49,633,-10901.470703125
21.7695,4458.43,43.655,3170000,634,4390.1,634,-11000.6796875
21.8971,4444.51,43.9504,3175000,635,4322.42,635,-11026.373046875
21.5257,4255.7,43.5175,3180000,636,4323.69,636,-11032.35546875
22.204,4486.61,43.6657,3185000,637,4425.94,637,-11176.48046875
22.0087,4443.86,43.5615,3190000,638,4329.55,638,-11036.85546875
22.8205,4419.15,43.5351,3195000,639,4151.0,639,-10889.408203125
22.3472,4429.23,43.5339,3200000,640,4254.34,640,-11077.59375
21.9879,4469.54,43.596,3205000,641,4418.68,641,-11201.3076171875
22.2477,3989.75,43.9603,3210000,642,4426.04,642,-11182.3544921875
22.6275,4418.22,43.6087,3215000,643,4250.78,643,-11167.5615234375
21.954,4468.27,43.7831,3220000,644,4432.27,644,-11268.3681640625
23.2438,4451.96,44.2166,3225000,645,4114.82,645,-11322.779296875
24.8353,4405.72,43.8428,3230000,646,4190.34,646,-11427.1875
24.195,4185.97,44.4106,3235000,647,4234.01,647,-11261.826171875
25.0591,4467.18,43.9666,3240000,648,4456.61,648,-11134.8310546875
25.2918,4114.44,44.2353,3245000,649,4355.83,649,-11382.1484375
26.0501,4514.06,44.479,3250000,650,4042.99,650,-11277.255859375
22.8157,4503.49,44.5411,3255000,651,4396.47,651,-11267.240234375
23.9177,4384.25,44.2988,3260000,652,4192.1,652,-11611.0908203125
21.285,4034.32,43.6597,3265000,653,4232.26,653,-11290.4755859375
22.9377,4148.24,44.0374,3270000,654,4327.94,654,-11292.1875
21.5759,4254.13,43.516,3275000,655,4443.68,655,-11356.0703125
22.4965,4494.94,43.6533,3280000,656,4343.8,656,-11438.1181640625
22.6092,4454.34,43.5605,3285000,657,4422.36,657,-11519.166015625
22.0533,4403.66,43.0491,3290000,658,4329.12,658,-11482.650390625
22.4365,4498.73,43.7259,3295000,659,4257.68,659,-11486.7705078125
25.1904,4527.83,43.8466,3300000,660,4321.07,660,-11596.2353515625
22.665,4488.43,43.8512,3305000,661,4433.48,661,-11882.876953125
21.7902,4017.27,43.3392,3310000,662,4150.48,662,-11619.93359375
22.2218,4363.49,43.1205,3315000,663,4068.61,663,-11705.3994140625
22.4614,4323.47,43.8944,3320000,664,4078.64,664,-11730.54296875
21.9678,4471.29,43.6258,3325000,665,4261.75,665,-11644.42578125
22.0048,3963.64,43.7415,3330000,666,4201.56,666,-11567.66796875
22.4387,4513.81,43.7417,3335000,667,4319.07,667,-11872.7822265625
22.3262,4304.63,43.8137,3340000,668,4338.0,668,-11709.20703125
22.3375,4255.71,43.5966,3345000,669,3994.35,669,-11833.001953125
24.5119,4086.52,44.0651,3350000,670,4082.14,670,-11717.609375
22.4638,4359.71,43.164,3355000,671,4468.82,671,-11679.3017578125
21.7324,3934.44,43.3627,3360000,672,4080.28,672,-11681.9619140625
22.2921,4147.69,43.3652,3365000,673,4406.77,673,-11976.41796875
22.4332,4417.3,43.3061,3370000,674,4474.05,674,-11833.529296875
21.3459,3972.58,42.8335,3375000,675,4124.18,675,-11588.7744140625
25.5981,4492.29,43.505,3380000,676,4408.67,676,-11778.15234375
22.4456,4458.55,43.7585,3385000,677,4355.51,677,-11761.005859375
22.3652,4065.64,43.3054,3390000,678,4461.76,678,-11847.529296875
22.1041,4268.79,43.6364,3395000,679,4309.77,679,-11887.515625
26.0528,3577.28,43.8162,3400000,680,4077.16,680,-11472.9228515625
23.2521,3275.94,44.0652,3405000,681,4094.87,681,-11622.95703125
22.0957,4204.12,42.9915,3410000,682,4487.25,682,-11748.611328125
24.5364,4140.94,44.4313,3415000,683,4335.1,683,-12069.4599609375
22.3696,4465.56,43.6689,3420000,684,4446.91,684,-11708.2841796875
23.4978,4516.26,44.241,3425000,685,4449.57,685,-11963.0390625
22.7833,4401.36,43.4767,3430000,686,4424.29,686,-11710.9013671875
23.7693,4558.82,44.0981,3435000,687,4480.89,687,-11852.638671875
23.4774,4569.78,44.0152,3440000,688,4499.07,688,-11779.05859375
21.7712,3701.45,44.7008,3445000,689,4435.75,689,-11651.041015625
24.0712,4540.9,44.4414,3450000,690,4503.73,690,-11840.06640625
21.515,4270.0,44.2538,3455000,691,4489.91,691,-11877.1416015625
22.4628,3442.93,44.0876,3460000,692,4365.32,692,-11737.3212890625
22.2178,4539.95,44.0349,3465000,693,4480.9,693,-11705.1123046875
25.3858,4234.54,45.0977,3470000,694,4460.08,694,-11965.466796875
25.7619,4520.56,44.9373,3475000,695,4496.42,695,-12014.7431640625
23.8068,4337.89,44.1659,3480000,696,4489.66,696,-11950.9072265625
21.6098,4235.86,43.8827,3485000,697,4319.23,697,-11731.140625
23.1219,4205.16,44.0823,3490000,698,4352.16,698,-11810.2802734375
24.4809,4552.53,44.3562,3495000,699,4491.99,699,-11950.755859375
24.7501,4540.04,44.6564,3500000,700,4515.1,700,-11771.0166015625
25.3245,4570.58,44.6344,3505000,701,4498.17,701,-11824.31640625
25.2506,4286.94,44.7183,3510000,702,4504.23,702,-12033.5537109375
25.5766,4526.51,44.9875,3515000,703,4439.72,703,-11964.591796875
23.2608,4356.75,44.3928,3520000,704,4394.19,704,-11865.06640625
23.9024,4524.65,44.488,3525000,705,4477.29,705,-11922.095703125
25.1025,4551.72,45.4241,3530000,706,4508.42,706,-12161.5712890625
24.5662,4566.46,44.3401,3535000,707,4528.81,707,-12107.09375
23.9538,4513.3,43.9788,3540000,708,4274.98,708,-11943.8046875
24.1341,4245.75,44.086,3545000,709,4463.99,709,-11997.7421875
24.3334,4482.8,44.588,3550000,710,4418.68,710,-12083.6103515625
21.6648,3715.08,43.3186,3555000,711,4327.57,711,-11831.37890625
23.3507,4294.54,44.1277,3560000,712,4405.61,712,-11969.736328125
24.8077,4469.29,44.0549,3565000,713,4280.98,713,-12154.8076171875
24.7488,4473.08,44.4887,3570000,714,4409.16,714,-12155.279296875
23.8765,4398.82,43.8543,3575000,715,4464.62,715,-12031.8681640625
25.5428,4456.96,44.7207,3580000,716,4444.57,716,-12272.55859375
36.5403,242.81,50.8388,3585000,717,230.78,717,-10248.6103515625
21.3938,507.49,48.4317,3590000,718,500.71,718,-12498.3447265625
59.0694,532.96,48.6899,3595000,719,502.26,719,-11674.33203125
57.2472,-7.8,56.4601,3600000,720,-8.17,720,-7185.0439453125
24.8322,413.77,48.6275,3605000,721,536.18,721,-11134.7763671875
28.9836,916.89,46.5566,3610000,722,860.11,722,-10798.263671875
58.3245,929.58,47.4779,3615000,723,1109.79,723,-10450.89453125
47.3689,833.48,45.8032,3620000,724,800.24,724,-10609.9912109375
56.7532,754.15,46.8261,3625000,725,1521.6,725,-10290.8154296875
52.1571,1634.38,45.8654,3630000,726,1621.17,726,-10851.40625
44.1092,3084.45,46.0408,3635000,727,2704.37,727,-10838.8798828125
27.6224,4292.53,44.9588,3640000,728,3781.43,728,-11682.810546875
28.4078,1902.16,45.1285,3645000,729,1969.15,729,-11792.0927734375
27.6428,2164.01,45.9598,3650000,730,1708.07,730,-11823.9814453125
35.3275,3122.34,46.8139,3655000,731,2884.27,731,-11426.3271484375
43.6805,920.55,48.6275,3660000,732,1732.72,732,-10971.1796875
27.1659,1707.83,45.9082,3665000,733,2587.04,733,-12008.6552734375
28.7168,3731.31,45.2847,3670000,734,3501.14,734,-12192.9541015625
36.1883,2546.97,46.3002,3675000,735,3145.28,735,-11616.275390625
29.1276,4001.67,45.362,3680000,736,4399.4,736,-12186.7978515625
27.8849,4426.13,45.7338,3685000,737,3915.32,737,-12029.798828125
24.1331,2975.85,44.6963,3690000,738,3427.75,738,-12407.5029296875
26.8096,4491.15,45.054,3695000,739,4187.41,739,-12469.494140625
25.2024,4511.72,45.1651,3700000,740,3982.97,740,-12185.212890625
26.1345,4112.01,45.3971,3705000,741,3950.85,741,-12091.193359375
24.964,4300.09,44.6677,3710000,742,4019.29,742,-12210.6708984375
25.046,4486.94,44.4659,3715000,743,4102.09,743,-12302.6015625
25.4017,4393.53,44.6454,3720000,744,4003.97,744,-12437.5654296875
24.6635,4413.29,44.1356,3725000,745,4215.26,745,-12477.6572265625
25.2435,4448.52,44.3635,3730000,746,4435.29,746,-12459.0869140625
26.556,4219.92,45.001,3735000,747,4134.44,747,-12080.748046875
24.8714,4458.12,44.5117,3740000,748,4251.02,748,-12452.87109375
23.3007,4367.8,43.8451,3745000,749,4247.29,749,-12390.3505859375
24.799,4400.38,44.3119,3750000,750,4447.43,750,-12284.7421875
24.1411,4147.62,43.7552,3755000,751,4321.14,751,-12119.974609375
24.0241,4342.91,44.0475,3760000,752,4338.25,752,-12215.498046875
24.2042,4513.33,43.8765,3765000,753,4118.12,753,-12182.6669921875
23.79,4292.17,44.5614,3770000,754,4304.3,754,-12186.8017578125
23.5487,4346.19,43.9643,3775000,755,3978.88,755,-12066.0771484375
24.3236,4418.85,44.5544,3780000,756,4362.72,756,-12273.6171875
23.1439,3103.5,43.9337,3785000,757,3960.82,757,-12136.4345703125
34.031,4200.93,44.4862,3790000,758,4043.84,758,-12019.0654296875
22.9446,4139.59,43.7445,3795000,759,3915.26,759,-12090.4580078125
28.5959,4011.27,44.015,3800000,760,4083.75,760,-12108.4609375
24.7883,3474.86,43.73,3805000,761,4046.97,761,-12232.2568359375
22.3131,4082.89,43.7024,3810000,762,4399.63,762,-12171.9326171875
24.7809,3961.85,44.1948,3815000,763,4402.67,763,-12332.330078125
26.764,4365.74,44.0655,3820000,764,4231.45,764,-12045.033203125
23.3203,3228.26,43.9839,3825000,765,4041.55,765,-12352.1650390625
24.2183,3854.69,44.2749,3830000,766,4070.15,766,-12455.7685546875
23.8537,3581.5,43.9158,3835000,767,4395.02,767,-12432.7373046875
23.8264,4348.59,43.8851,3840000,768,3652.73,768,-12207.7548828125
