Running Env Steps,Real Det Return,Running Forward KL,Reward Loss,Running Update Time,Itration,Running Reverse KL,Real Sto Return
1895000,4353.31,41.6415,-4258.2890625,379,379,14.6346,4189.15
1900000,4194.68,41.9542,-4710.361328125,380,380,27.5226,3952.17
1905000,4357.44,41.0622,-4200.59716796875,381,381,13.2468,4190.96
1910000,4241.62,41.3929,-4390.732421875,382,382,13.9843,4163.69
1915000,4265.01,41.2124,-4280.14111328125,383,383,14.1089,4185.23
1920000,4340.42,41.3998,-4359.5771484375,384,384,14.5235,4239.95
1925000,4270.98,40.9293,-4357.0673828125,385,385,13.8368,4124.8
1930000,4299.27,41.1193,-4398.08447265625,386,386,14.2436,4162.33
1935000,4312.35,41.0775,-4381.53857421875,387,387,14.1588,4173.77
1940000,4330.74,41.9257,-4657.126953125,388,388,17.4878,4226.21
1945000,4369.98,41.4927,-4478.94482421875,389,389,14.9072,4217.12
1950000,4359.24,41.8162,-4802.77734375,390,390,25.3528,4040.01
1955000,4299.68,41.1715,-4506.447265625,391,391,14.233,4141.42
1960000,4326.1,41.5367,-4563.12451171875,392,392,14.3103,4186.45
1965000,4375.44,41.1436,-4694.47998046875,393,393,15.2902,4079.05
1970000,4220.33,40.9663,-4725.48486328125,394,394,15.83,4186.99
1975000,4348.94,41.1527,-4650.2314453125,395,395,14.686,4071.3
1980000,4372.01,41.5606,-4668.666015625,396,396,14.254,4019.42
1985000,4312.83,40.8919,-4678.52001953125,397,397,14.3198,4223.91
1990000,4354.9,41.6738,-5014.412109375,398,398,19.1048,4187.33
1995000,4286.0,41.6077,-4704.3994140625,399,399,14.2857,4190.44
2000000,4290.66,41.5559,-5156.91162109375,400,400,19.8702,4006.43
2005000,4283.75,41.4441,-4823.69140625,401,401,17.9533,3964.54
2010000,4316.54,41.2308,-4748.375,402,402,14.4037,4210.71
2015000,4254.82,41.0306,-4715.208984375,403,403,13.4989,4166.87
2020000,4287.9,41.1351,-4701.2119140625,404,404,14.1467,4205.63
2025000,4232.22,41.6022,-4980.37548828125,405,405,16.2367,3961.54
2030000,4307.47,40.9829,-4775.58447265625,406,406,13.5501,4204.11
2035000,4288.13,41.6013,-5059.74853515625,407,407,16.3757,4204.13
2040000,4356.19,41.1539,-5059.57275390625,408,408,16.3372,4193.5
2045000,4263.59,41.0856,-4894.62353515625,409,409,14.2971,4222.7
2050000,4351.88,40.8165,-4897.61474609375,410,410,14.3023,4234.12
2055000,4308.22,41.0641,-5012.46923828125,411,411,16.6622,4224.37
2060000,4380.59,41.3133,-4983.6279296875,412,412,14.6464,4229.1
2065000,4334.85,40.8743,-4913.513671875,413,413,13.9351,4203.78
2070000,4301.57,40.4435,-4975.61279296875,414,414,14.082,4167.46
2075000,4365.65,40.8785,-4898.4375,415,415,13.9483,4192.85
2080000,3108.92,42.9662,-5728.1513671875,416,416,31.6952,2827.33
2085000,4382.57,40.596,-4986.7578125,417,417,14.309,4236.11
2090000,130.44,44.6779,-6524.80712890625,418,418,42.3025,1562.23
2095000,4120.57,42.4562,-5915.4716796875,419,419,23.369,4036.45
2100000,4368.81,42.4367,-5855.80908203125,420,420,28.1717,3199.4
2105000,4169.47,42.0466,-5758.2626953125,421,421,24.1651,1544.94
2110000,4139.96,42.1646,-5896.3359375,422,422,35.5648,3261.81
2115000,4411.6,40.9654,-5393.27734375,423,423,20.5861,3706.86
2120000,4490.25,40.8914,-5228.92822265625,424,424,14.7632,4113.04
2125000,4370.86,41.8091,-5575.63232421875,425,425,21.7461,3690.82
2130000,4415.85,41.0072,-5193.30810546875,426,426,14.9206,4012.05
2135000,4368.67,42.1802,-5896.83984375,427,427,29.1938,4132.54
2140000,1468.27,42.0834,-5768.36572265625,428,428,21.8188,3481.6
2145000,4325.99,42.2265,-6085.74609375,429,429,17.7476,3708.19
2150000,4344.19,41.512,-5627.5888671875,430,430,16.598,4273.68
2155000,4365.13,42.2964,-5587.96533203125,431,431,16.0306,4284.93
2160000,4406.24,40.9256,-5427.38232421875,432,432,15.3132,4328.95
2165000,4416.74,41.1644,-5409.98388671875,433,433,14.7448,4134.83
2170000,4369.72,41.4489,-5686.53955078125,434,434,14.3499,3917.68
2175000,4395.34,41.8569,-5570.68896484375,435,435,14.3896,4322.27
2180000,4327.73,41.6498,-5776.92431640625,436,436,15.7103,3474.68
2185000,4379.81,42.4255,-6039.84912109375,437,437,17.8308,3090.02
2190000,4398.68,41.3407,-5578.599609375,438,438,14.6343,4065.24
2195000,4418.54,40.8727,-5539.564453125,439,439,14.2292,3286.83
2200000,3611.35,43.0411,-6640.87353515625,440,440,24.4543,3274.39
2205000,2131.3,42.1711,-6867.03857421875,441,441,28.5992,2100.54
2210000,4376.23,42.11,-6208.94384765625,442,442,15.3064,3339.59
2215000,234.13,43.4618,-7039.56494140625,443,443,39.5136,2464.87
2220000,4377.87,41.325,-5765.79345703125,444,444,15.8684,4267.63
2225000,4371.55,41.1044,-5627.515625,445,445,14.9763,4291.09
2230000,4298.43,41.8636,-5740.07275390625,446,446,15.2601,4239.37
2235000,4239.18,41.7237,-6011.16162109375,447,447,17.5981,4137.18
2240000,4261.96,41.3428,-5713.734375,448,448,14.3612,4303.06
2245000,4496.36,41.3359,-5699.8564453125,449,449,15.2363,4142.61
2250000,4453.41,41.8758,-6048.7236328125,450,450,14.1214,4121.22
2255000,4524.59,41.994,-6096.44384765625,451,451,17.3727,3808.12
2260000,4492.71,41.5099,-5695.3837890625,452,452,15.588,4309.34
2265000,4501.44,40.9836,-5822.6708984375,453,453,15.1814,4041.99
2270000,4435.92,41.8362,-5933.60400390625,454,454,15.6968,4191.43
2275000,4507.0,42.3631,-6317.49853515625,455,455,14.6596,3398.08
2280000,4470.6,41.3704,-5879.10595703125,456,456,15.2296,4302.65
2285000,4312.13,42.0688,-5957.5185546875,457,457,15.2656,4102.49
2290000,4518.6,41.7345,-5924.037109375,458,458,15.0915,4392.15
2295000,4526.0,40.8182,-5850.68310546875,459,459,15.2535,4374.56
2300000,4564.04,42.3362,-6456.21533203125,460,460,14.7308,3553.9
2305000,4512.86,40.949,-6061.8876953125,461,461,13.96,4262.55
2310000,4469.45,40.8824,-6073.6875,462,462,15.8792,4129.61
2315000,4518.51,40.8883,-6006.4384765625,463,463,15.4639,4275.87
2320000,4423.83,41.4323,-6029.873046875,464,464,15.0241,4355.35
2325000,4527.78,40.8987,-5941.302734375,465,465,15.4583,4277.12
2330000,4518.01,40.8337,-6207.32958984375,466,466,15.1446,4303.1
2335000,4515.88,41.1828,-6201.90625,467,467,15.4229,4348.55
2340000,4556.54,41.4725,-6178.2451171875,468,468,15.9491,4404.24
2345000,4586.96,40.8912,-6328.97607421875,469,469,15.1177,4417.17
2350000,4519.32,41.2556,-6182.47607421875,470,470,15.3573,3824.78
2355000,4520.14,41.2588,-6222.6865234375,471,471,16.271,4399.39
2360000,4324.06,41.9719,-6453.41552734375,472,472,16.219,4412.54
2365000,4645.09,42.0365,-6522.61474609375,473,473,15.1603,4448.19
2370000,4448.76,41.0901,-6350.55712890625,474,474,15.5601,4122.27
2375000,4474.95,41.4404,-6352.0146484375,475,475,15.2833,4316.18
2380000,4550.05,41.7765,-6750.82080078125,476,476,14.4822,3715.47
2385000,4547.61,41.6056,-6472.9853515625,477,477,15.8166,4429.44
2390000,4427.54,42.0316,-6328.23486328125,478,478,15.6502,4373.14
2395000,4299.23,40.9776,-6371.0625,479,479,15.5374,4195.59
2400000,4439.84,40.9934,-6505.3896484375,480,480,15.3239,4163.28
2405000,4370.84,41.1685,-6372.1513671875,481,481,15.1094,4368.68
2410000,4582.08,40.8254,-6476.7080078125,482,482,16.2099,4446.25
2415000,4411.64,41.4823,-6535.6171875,483,483,16.2757,4363.87
2420000,4554.1,40.9127,-6691.27197265625,484,484,16.5329,4453.2
2425000,4456.83,41.6621,-6652.755859375,485,485,15.8855,4357.12
2430000,4448.27,41.8373,-6635.3427734375,486,486,15.7364,4381.02
2435000,4457.21,41.2682,-6591.310546875,487,487,15.8329,4190.92
2440000,4396.06,42.6929,-7196.685546875,488,488,15.1089,4003.23
2445000,4453.08,41.6946,-7105.49267578125,489,489,18.3456,4391.66
2450000,4468.62,41.34,-6797.7763671875,490,490,15.8334,4414.06
2455000,4398.6,42.9834,-7861.5703125,491,491,14.277,3700.7
2460000,4427.98,41.5915,-6873.54248046875,492,492,15.6445,4375.14
2465000,4383.1,41.0935,-6777.908203125,493,493,15.6608,4310.49
2470000,4385.74,41.6078,-6895.41552734375,494,494,15.5711,4372.95
2475000,4469.75,41.8084,-7103.57421875,495,495,16.965,4405.37
2480000,4511.79,41.4573,-7097.771484375,496,496,15.5647,4237.11
2485000,4436.3,42.0631,-7292.91748046875,497,497,14.8743,4408.92
2490000,4486.72,42.024,-7473.1591796875,498,498,14.9845,3989.3
2495000,4465.9,41.4742,-7127.9267578125,499,499,15.7866,4252.47
2500000,4438.57,42.415,-7989.068359375,500,500,16.9309,4014.18
2505000,4452.62,41.8989,-7481.3720703125,501,501,15.3551,3981.85
2510000,4403.56,42.05,-7476.01318359375,502,502,15.8919,4340.63
2515000,4049.0,42.0143,-7354.4892578125,503,503,15.3498,3639.99
2520000,-2.68,42.221,-7839.77490234375,504,504,20.988,661.88
2525000,4091.88,42.6592,-7182.37353515625,505,505,17.367,4155.92
2530000,4293.88,41.5062,-6921.873046875,506,506,16.3276,4207.91
2535000,4242.6,41.4115,-7089.34033203125,507,507,16.3937,4320.97
2540000,735.21,43.5841,-7549.80517578125,508,508,30.7403,1346.39
2545000,2480.5,45.1204,-7567.9306640625,509,509,52.8968,2341.13
2550000,4219.73,41.6143,-7226.95654296875,510,510,15.4925,4110.06
2555000,4454.02,41.2272,-7240.609375,511,511,15.9982,4396.33
2560000,4462.04,41.3458,-7156.59423828125,512,512,15.7561,4462.17
2565000,4463.31,41.6341,-7238.58837890625,513,513,16.1401,4043.1
2570000,4425.67,41.2623,-7260.53955078125,514,514,16.3391,4400.18
2575000,4533.84,41.5885,-7721.8330078125,515,515,19.4054,4411.45
2580000,4407.4,41.2288,-7338.322265625,516,516,15.3793,4377.13
2585000,4449.0,42.0554,-7691.78369140625,517,517,16.382,4168.37
2590000,4439.49,41.7587,-7552.22314453125,518,518,16.6544,4435.69
2595000,4478.27,42.2738,-7643.12451171875,519,519,17.4658,4402.07
2600000,4470.51,41.2812,-7358.6708984375,520,520,16.2451,4287.95
2605000,4451.19,41.4086,-7435.10595703125,521,521,15.5568,4134.78
2610000,4170.48,42.0575,-7933.8759765625,522,522,17.2355,3954.09
2615000,4435.96,42.0162,-7731.373046875,523,523,17.0419,4431.45
2620000,4393.87,42.2573,-7813.65673828125,524,524,16.6262,4293.3
2625000,4451.27,42.5273,-7734.84765625,525,525,16.3431,4048.27
2630000,4394.78,41.5525,-7904.3134765625,526,526,15.0521,4175.97
2635000,4440.48,42.1318,-7714.64892578125,527,527,16.3498,4381.74
2640000,4480.29,42.6459,-7918.87548828125,528,528,17.4722,4274.23
2645000,4506.4,41.3893,-7859.23291015625,529,529,18.1706,4433.8
2650000,4439.42,42.0229,-7820.86083984375,530,530,17.2629,4358.74
2655000,4264.14,41.09,-7677.27783203125,531,531,15.5183,3902.5
2660000,4133.19,42.9866,-8581.1767578125,532,532,17.3709,3117.61
2665000,4459.4,42.3693,-8201.3701171875,533,533,16.2035,3373.62
2670000,-1.54,45.6458,-8940.078125,534,534,25.295,-1.22
2675000,1281.1,43.4298,-8444.576171875,535,535,19.1907,1818.69
2680000,4423.81,41.567,-7947.7626953125,536,536,16.8272,4119.06
2685000,4441.88,41.6293,-8098.3837890625,537,537,17.3801,4207.2
2690000,4401.3,41.8852,-8278.3017578125,538,538,15.9239,3939.34
2695000,-4.18,46.9881,-8272.400390625,539,539,29.109,1.74
2700000,531.56,47.0489,-8540.15625,540,540,28.7422,971.42
2705000,1157.66,55.7953,-8394.3486328125,541,541,47.2431,9.94
2710000,4368.78,42.7054,-8508.7421875,542,542,16.295,4083.92
2715000,4217.74,42.049,-8074.615234375,543,543,18.0333,3983.73
2720000,2006.48,42.16,-8222.8203125,544,544,17.1259,4454.51
2725000,4500.28,41.5605,-8090.52734375,545,545,17.4096,4468.52
2730000,3982.97,41.8354,-8320.0634765625,546,546,17.7127,4086.11
2735000,4394.9,40.9404,-8097.6240234375,547,547,15.6918,4224.12
2740000,4034.04,41.825,-8460.73828125,548,548,14.8995,3743.27
2745000,4431.18,41.7824,-8264.34375,549,549,15.9011,4079.82
2750000,4460.71,41.9522,-8522.013671875,550,550,14.999,3719.12
2755000,4386.11,41.6637,-8173.6318359375,551,551,16.0537,4315.25
2760000,4468.2,41.4185,-8304.0478515625,552,552,16.1299,4105.48
2765000,4501.86,41.4743,-8377.0009765625,553,553,15.9367,4352.83
2770000,4403.84,42.0317,-8721.3291015625,554,554,23.761,4213.39
2775000,4419.03,41.0828,-8751.603515625,555,555,17.8792,3498.45
2780000,4436.3,41.574,-8493.3544921875,556,556,15.6493,4437.43
2785000,4363.57,41.4397,-8519.9208984375,557,557,15.2203,4142.4
2790000,4397.69,40.7214,-8401.8759765625,558,558,15.3484,4408.71
2795000,4374.24,41.3092,-8563.955078125,559,559,15.7686,4191.37
2800000,4365.92,41.4818,-8782.0126953125,560,560,16.1575,4374.66
2805000,4417.11,40.4087,-8525.966796875,561,561,15.3173,4268.43
2810000,4386.45,42.2965,-8943.3984375,562,562,15.1416,4194.27
2815000,3512.34,41.4645,-8606.45703125,563,563,15.5375,4399.44
2820000,4525.64,42.0326,-8823.6982421875,564,564,15.8638,4400.53
2825000,4457.73,42.7129,-8930.30078125,565,565,17.2142,4339.21
2830000,4478.08,41.606,-8779.552734375,566,566,16.3691,4236.39
2835000,4487.69,42.2496,-8897.478515625,567,567,16.9556,4459.38
2840000,4445.1,42.0736,-8867.044921875,568,568,18.2965,4122.81
2845000,4521.91,41.1585,-8726.517578125,569,569,15.7313,4435.13
2850000,4513.03,42.1907,-8845.0341796875,570,570,16.5505,4453.0
2855000,3590.94,41.4563,-8899.46875,571,571,15.2885,4350.6
2860000,4545.71,41.197,-8816.9462890625,572,572,19.6362,4473.62
2865000,4514.72,41.6225,-8959.716796875,573,573,15.3185,4353.2
2870000,4540.84,41.3624,-8881.68359375,574,574,16.3451,4468.85
2875000,4433.39,41.4074,-8949.0458984375,575,575,16.4776,4470.06
2880000,4494.44,41.7712,-8788.67578125,576,576,16.0766,3843.3
2885000,3144.75,42.0199,-8942.017578125,577,577,17.0728,4385.62
2890000,4477.02,41.9424,-9025.75,578,578,17.6732,4432.06
2895000,4006.36,41.3444,-8882.1826171875,579,579,15.3232,4200.14
2900000,4453.99,41.6022,-8911.287109375,580,580,16.1133,4417.45
2905000,4490.95,42.0497,-9076.2470703125,581,581,15.3934,4413.99
2910000,4462.75,42.1276,-9250.001953125,582,582,17.754,4057.39
2915000,4504.03,41.7727,-9106.9677734375,583,583,17.4316,4387.04
2920000,4466.51,41.5353,-9010.6083984375,584,584,15.5183,4222.52
2925000,4445.16,40.9368,-9033.3427734375,585,585,15.5612,4393.52
2930000,4464.73,40.7968,-8874.9736328125,586,586,14.9397,4318.53
2935000,4475.79,41.0785,-9080.173828125,587,587,15.8752,4389.09
