Real Det Return,Running Update Time,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Running Env Steps
2068.26,74,1736.49,15.5063,-1930.045166015625,156.85,74,370000
2129.83,75,1784.85,15.5363,-1949.156494140625,156.8624,75,375000
2081.22,76,1736.51,15.4494,-1975.8564453125,156.795,76,380000
2093.23,77,1759.79,15.3295,-2012.367919921875,156.7638,77,385000
2105.18,78,1731.72,15.5483,-2070.242431640625,156.8703,78,390000
2089.77,79,1747.86,15.6975,-2110.439697265625,156.8926,79,395000
2174.42,80,1755.19,15.5485,-2135.021240234375,156.6941,80,400000
2132.4,81,1763.35,15.4475,-2153.06494140625,156.8744,81,405000
2136.96,82,1783.12,15.3315,-2168.523193359375,156.7626,82,410000
2056.5,83,1732.99,15.5221,-2201.714599609375,156.8562,83,415000
2155.52,84,1769.19,15.234,-2216.656005859375,156.6905,84,420000
2137.3,85,1745.95,15.0564,-2244.60205078125,156.7797,85,425000
2113.35,86,1751.27,15.5118,-2289.914306640625,156.8372,86,430000
2166.09,87,1751.88,15.2567,-2306.104736328125,156.9441,87,435000
2104.66,88,1742.82,15.2229,-2348.23876953125,156.811,88,440000
2166.1,89,1795.6,15.4894,-2375.119384765625,156.8679,89,445000
2111.31,90,1755.03,15.0534,-2398.37548828125,156.6041,90,450000
2148.33,91,1773.76,15.4694,-2441.02734375,156.73,91,455000
2088.56,92,1724.62,15.0048,-2440.828857421875,156.6998,92,460000
2129.6,93,1787.83,15.3971,-2509.00146484375,156.7897,93,465000
2123.9,94,1774.77,15.2543,-2500.4765625,156.7012,94,470000
2115.56,95,1768.67,15.3886,-2553.010009765625,156.8449,95,475000
2113.23,96,1778.37,15.3831,-2576.58837890625,156.7228,96,480000
2121.52,97,1763.77,15.3804,-2628.4873046875,156.8579,97,485000
2071.94,98,1757.25,15.3266,-2659.007080078125,156.8524,98,490000
2173.51,99,1747.34,15.0048,-2669.386474609375,156.7731,99,495000
2180.01,100,1782.86,15.2124,-2670.92431640625,156.7077,100,500000
2169.25,101,1803.43,15.3387,-2738.134521484375,156.6816,101,505000
2189.07,102,1794.56,15.1779,-2753.860107421875,156.6718,102,510000
2169.12,103,1774.73,15.5534,-2825.27587890625,156.8043,103,515000
2159.63,104,1786.9,15.3664,-2832.840576171875,156.7771,104,520000
2151.87,105,1820.06,15.4279,-2857.91455078125,156.7382,105,525000
2133.13,106,1812.64,15.3148,-2890.514892578125,156.6543,106,530000
2179.78,107,1812.05,15.7305,-2970.91064453125,156.8231,107,535000
2137.88,108,1789.46,15.0941,-2985.35888671875,156.8428,108,540000
2184.79,109,1821.07,15.6894,-3017.388916015625,156.7516,109,545000
2172.75,110,1767.36,15.1207,-3023.455078125,156.8368,110,550000
2146.52,111,1771.83,15.3248,-3085.406005859375,156.6429,111,555000
2190.25,112,1803.42,15.3218,-3071.2216796875,156.7056,112,560000
2115.08,113,1782.58,15.2381,-3136.297607421875,156.7087,113,565000
2193.66,114,1824.14,15.2118,-3180.712158203125,156.765,114,570000
2200.6,115,1799.66,15.2575,-3208.119384765625,156.883,115,575000
2125.63,116,1792.76,15.2664,-3253.88427734375,156.9044,116,580000
2172.34,117,1816.38,15.4717,-3273.146240234375,156.7973,117,585000
2017.89,118,1760.03,15.0914,-3282.778076171875,156.757,118,590000
2144.77,119,1774.56,15.1788,-3292.2060546875,156.6877,119,595000
2181.49,120,1822.54,15.3727,-3388.531982421875,156.7034,120,600000
2158.38,121,1806.7,15.2534,-3418.122314453125,156.613,121,605000
2151.67,122,1816.59,15.2342,-3441.20166015625,156.7139,122,610000
2192.63,123,1836.44,15.3823,-3473.36376953125,156.9348,123,615000
2222.98,124,1804.36,15.215,-3489.702880859375,156.6863,124,620000
2187.09,125,1818.43,15.159,-3552.71826171875,156.7797,125,625000
2236.63,126,1827.73,15.4516,-3591.702392578125,156.8587,126,630000
2166.45,127,1799.57,15.384,-3656.9423828125,156.8593,127,635000
2204.06,128,1850.83,15.3692,-3663.468505859375,156.8476,128,640000
2242.21,129,1851.87,15.5545,-3680.257568359375,156.5939,129,645000
2141.83,130,1785.94,15.1282,-3713.597412109375,156.7405,130,650000
2217.52,131,1826.86,15.0872,-3779.403076171875,156.4861,131,655000
2236.22,132,1855.54,15.4094,-3792.189453125,156.6393,132,660000
2196.2,133,1823.76,15.2159,-3864.946044921875,156.7716,133,665000
2144.98,134,1777.11,15.1135,-3884.908203125,156.7437,134,670000
2212.37,135,1798.51,15.126,-3903.142578125,156.7071,135,675000
2194.65,136,1840.21,15.4519,-3980.39013671875,156.7866,136,680000
2193.44,137,1845.45,15.5698,-4003.571044921875,156.7131,137,685000
2224.8,138,1867.23,15.4678,-4075.630615234375,156.9529,138,690000
2201.71,139,1857.03,15.499,-4081.41845703125,156.6988,139,695000
2196.91,140,1852.28,15.508,-4102.62646484375,156.9313,140,700000
2250.84,141,1872.82,15.3638,-4151.650390625,156.6705,141,705000
2250.48,142,1869.1,15.4946,-4194.37353515625,156.899,142,710000
2210.54,143,1821.77,15.4067,-4251.216796875,156.6854,143,715000
2229.86,144,1864.04,15.5582,-4264.4052734375,156.7647,144,720000
2174.73,145,1826.78,15.0123,-4279.068359375,156.8322,145,725000
2242.94,146,1843.94,15.4006,-4362.05615234375,156.8263,146,730000
2189.12,147,1867.47,15.3173,-4390.0810546875,156.7103,147,735000
2252.88,148,1877.81,15.5316,-4426.81396484375,156.6962,148,740000
2247.9,149,1859.41,15.1068,-4469.05224609375,156.7472,149,745000
2208.3,150,1869.17,15.3934,-4529.1767578125,156.771,150,750000
2181.13,151,1854.82,15.3096,-4582.68310546875,156.6922,151,755000
2191.99,152,1825.08,14.793,-4561.24658203125,156.5826,152,760000
2213.93,153,1853.86,15.4053,-4658.59716796875,156.7967,153,765000
2203.33,154,1869.78,15.2396,-4691.26611328125,156.565,154,770000
2297.29,155,1898.56,15.3248,-4702.3173828125,156.7885,155,775000
2228.76,156,1863.6,15.3229,-4772.1259765625,156.7515,156,780000
2229.37,157,1852.66,15.3923,-4822.64208984375,156.6643,157,785000
2221.3,158,1891.31,15.5966,-4889.0390625,156.6828,158,790000
2190.8,159,1823.99,15.0896,-4900.29833984375,156.7418,159,795000
2228.54,160,1837.5,15.2621,-4970.75439453125,156.719,160,800000
2260.2,161,1863.83,15.3463,-4993.6201171875,156.8042,161,805000
2245.6,162,1879.02,15.5313,-5041.44921875,156.7563,162,810000
2247.26,163,1872.47,15.154,-5044.66162109375,156.5215,163,815000
2234.9,164,1877.85,15.3592,-5144.95556640625,156.8021,164,820000
2239.12,165,1861.22,15.3192,-5181.35009765625,156.7079,165,825000
2202.43,166,1837.21,15.1773,-5226.86083984375,156.7299,166,830000
2226.65,167,1856.95,15.2769,-5271.41455078125,156.7758,167,835000
2266.07,168,1886.03,15.6283,-5327.39599609375,156.7743,168,840000
2209.56,169,1872.88,15.0587,-5354.06884765625,156.713,169,845000
2194.65,170,1870.86,15.3411,-5395.22607421875,156.5745,170,850000
2225.11,171,1877.5,15.2606,-5464.58642578125,156.5719,171,855000
2211.63,172,1860.7,15.2537,-5517.1513671875,156.5714,172,860000
2260.26,173,1888.34,15.3682,-5555.51611328125,156.702,173,865000
2194.08,174,1870.27,15.2331,-5604.83935546875,156.673,174,870000
2174.62,175,1864.59,15.251,-5626.5712890625,156.6304,175,875000
2221.21,176,1864.26,15.0361,-5666.076171875,156.5107,176,880000
2217.43,177,1843.13,15.0875,-5694.2626953125,156.6003,177,885000
2192.45,178,1843.04,15.0288,-5749.68505859375,156.6971,178,890000
2242.13,179,1874.0,15.4215,-5837.01708984375,156.7357,179,895000
2228.63,180,1868.81,15.2973,-5879.95654296875,156.672,180,900000
2225.89,181,1856.2,15.2101,-5920.0615234375,156.628,181,905000
2234.71,182,1906.44,15.4947,-6000.89794921875,156.694,182,910000
2223.35,183,1863.93,15.4388,-6039.64794921875,156.6439,183,915000
2220.3,184,1834.25,14.8693,-6056.24853515625,156.6003,184,920000
2262.16,185,1889.61,15.0813,-6066.96484375,156.5638,185,925000
2245.16,186,1900.71,15.3144,-6104.7392578125,156.5534,186,930000
2179.6,187,1877.75,15.4952,-6268.7021484375,156.8636,187,935000
2275.01,188,1910.76,15.5481,-6274.77490234375,156.7066,188,940000
2220.82,189,1843.42,14.989,-6343.548828125,156.6676,189,945000
2172.8,190,1872.47,14.9138,-6344.65869140625,156.7478,190,950000
2257.79,191,1879.43,15.3734,-6379.67041015625,156.6674,191,955000
2249.69,192,1877.06,15.1395,-6441.62255859375,156.6499,192,960000
2169.28,193,1824.64,14.8638,-6493.9306640625,156.5542,193,965000
2190.22,194,1850.52,15.3604,-6674.01953125,156.744,194,970000
2231.38,195,1871.81,15.1764,-6688.21337890625,156.8317,195,975000
2162.88,196,1846.51,15.2062,-6691.50537109375,156.7999,196,980000
2219.45,197,1887.92,15.0629,-6704.44287109375,156.6618,197,985000
2252.1,198,1902.05,15.2445,-6772.44189453125,156.7416,198,990000
2193.16,199,1872.62,15.2474,-6875.5341796875,156.6089,199,995000
2241.29,200,1883.36,15.4679,-6964.29296875,156.6811,200,1000000
2284.25,201,1916.8,15.3537,-6987.31494140625,156.4686,201,1005000
2279.78,202,1895.95,15.4428,-7100.9921875,156.8325,202,1010000
2273.55,203,1915.99,15.4134,-7088.662109375,156.653,203,1015000
2269.43,204,1918.18,15.4649,-7209.31982421875,156.5974,204,1020000
2301.89,205,1937.46,15.6067,-7220.4541015625,156.6286,205,1025000
2272.82,206,1911.21,15.6626,-7299.462890625,156.6414,206,1030000
2309.54,207,1907.36,15.5081,-7313.322265625,156.7244,207,1035000
2252.04,208,1908.35,15.4185,-7396.67529296875,156.6827,208,1040000
2303.17,209,1911.29,15.5366,-7448.1982421875,156.6725,209,1045000
2308.04,210,1905.55,15.4522,-7517.07080078125,156.6377,210,1050000
2307.36,211,1937.74,15.4535,-7560.6005859375,156.6119,211,1055000
2277.59,212,1899.75,15.2447,-7624.19775390625,156.5744,212,1060000
2286.58,213,1921.11,15.3062,-7659.86767578125,156.618,213,1065000
2287.98,214,1919.21,15.4589,-7734.57666015625,156.7108,214,1070000
2286.57,215,1922.68,15.4722,-7810.15087890625,156.7546,215,1075000
2306.69,216,1914.15,15.4424,-7823.6494140625,156.6789,216,1080000
2269.5,217,1914.53,15.3761,-7929.7080078125,156.5559,217,1085000
2297.81,218,1921.18,15.3519,-7964.24951171875,156.7367,218,1090000
2286.71,219,1917.16,15.3778,-8033.02978515625,156.6081,219,1095000
2297.39,220,1918.13,15.4581,-8093.81494140625,156.7232,220,1100000
2277.64,221,1881.15,15.5371,-8185.904296875,156.7375,221,1105000
2272.41,222,1920.82,15.437,-8209.29296875,156.6458,222,1110000
2278.29,223,1925.3,15.4555,-8294.7236328125,156.619,223,1115000
2285.02,224,1925.41,15.3468,-8313.4462890625,156.6633,224,1120000
2297.38,225,1943.53,15.5689,-8425.3525390625,156.6339,225,1125000
2249.32,226,1909.89,15.3581,-8473.5771484375,156.6281,226,1130000
2276.51,227,1921.49,15.2708,-8493.580078125,156.6086,227,1135000
2304.68,228,1934.56,15.4366,-8563.8251953125,156.6158,228,1140000
2308.57,229,1912.92,15.3372,-8629.044921875,156.6514,229,1145000
2301.73,230,1940.02,15.4363,-8685.9208984375,156.6449,230,1150000
2305.52,231,1944.93,15.4629,-8749.021484375,156.5834,231,1155000
2305.37,232,1934.87,15.426,-8803.3984375,156.6328,232,1160000
2287.21,233,1901.18,15.2276,-8822.7060546875,156.6903,233,1165000
2296.95,234,1917.24,15.4323,-8910.9970703125,156.7213,234,1170000
2293.24,235,1913.32,15.2277,-8948.5166015625,156.5841,235,1175000
2286.58,236,1912.3,15.2662,-8984.6953125,156.649,236,1180000
2304.92,237,1948.05,15.5476,-9073.4052734375,156.7588,237,1185000
2294.05,238,1936.32,15.5846,-9121.6787109375,156.6714,238,1190000
2267.42,239,1922.91,15.5322,-9183.921875,156.7565,239,1195000
2259.08,240,1917.97,15.3611,-9212.5673828125,156.6413,240,1200000
2280.77,241,1892.02,15.2713,-9263.2197265625,156.681,241,1205000
2297.85,242,1919.82,15.5513,-9350.267578125,156.7695,242,1210000
2308.1,243,1912.51,15.3078,-9372.3701171875,156.6937,243,1215000
2272.55,244,1890.79,15.3913,-9479.1474609375,156.6542,244,1220000
2258.72,245,1886.2,15.2706,-9547.12109375,156.6892,245,1225000
2294.47,246,1900.98,15.5415,-9573.2197265625,156.6937,246,1230000
2272.7,247,1917.96,15.2426,-9621.857421875,156.6379,247,1235000
2272.58,248,1893.22,15.3613,-9691.1416015625,156.7229,248,1240000
2318.37,249,1952.21,15.4153,-9697.5791015625,156.6558,249,1245000
2324.41,250,1949.45,15.5318,-9755.3017578125,156.7305,250,1250000
2295.4,251,1910.93,15.4382,-9779.2333984375,156.7267,251,1255000
2285.82,252,1904.2,15.3467,-9841.9970703125,156.6773,252,1260000
2290.15,253,1913.97,15.4747,-9914.41796875,156.7692,253,1265000
2283.53,254,1910.27,15.2727,-9889.400390625,156.5091,254,1270000
2292.28,255,1903.69,15.4687,-9984.58203125,156.6954,255,1275000
2293.26,256,1937.62,15.2273,-10010.3515625,156.6247,256,1280000
2300.25,257,1934.87,15.332,-10023.3701171875,156.6103,257,1285000
2293.93,258,1943.24,15.4493,-10062.55078125,156.566,258,1290000
2318.96,259,1938.76,15.3317,-10067.787109375,156.5737,259,1295000
2304.64,260,1906.5,15.2382,-10113.4306640625,156.5541,260,1300000
2306.63,261,1932.61,15.2626,-10119.7275390625,156.4736,261,1305000
2309.77,262,1944.95,15.2876,-10208.853515625,156.6858,262,1310000
2306.24,263,1954.28,15.3948,-10238.6015625,156.4877,263,1315000
2311.72,264,1946.42,15.4204,-10270.1884765625,156.5145,264,1320000
2318.15,265,1949.34,15.2445,-10271.7021484375,156.4151,265,1325000
2282.71,266,1925.37,15.1679,-10353.890625,156.5075,266,1330000
2305.17,267,1945.09,15.5176,-10384.916015625,156.4636,267,1335000
2269.92,268,1934.36,15.3007,-10426.6806640625,156.6044,268,1340000
2279.12,269,1934.54,15.2358,-10410.0966796875,156.3957,269,1345000
2322.3,270,1933.52,15.4395,-10453.3544921875,156.5311,270,1350000
2302.68,271,1971.82,15.4673,-10510.6103515625,156.5605,271,1355000
2291.94,272,1949.91,15.4622,-10567.056640625,156.4901,272,1360000
2317.04,273,1952.77,15.3105,-10552.4892578125,156.4685,273,1365000
2266.43,274,1929.81,15.3534,-10640.9013671875,156.5473,274,1370000
2286.88,275,1950.38,15.2568,-10599.103515625,156.4689,275,1375000
2290.45,276,1938.67,15.2144,-10660.13671875,156.5942,276,1380000
2275.18,277,1937.85,15.2882,-10700.8984375,156.4074,277,1385000
2285.12,278,1934.22,15.4571,-10736.611328125,156.5488,278,1390000
2277.07,279,1950.3,15.4172,-10808.03125,156.5823,279,1395000
2294.96,280,1806.32,15.2611,-10794.5419921875,156.4805,280,1400000
2273.88,281,1897.27,15.2696,-10801.8212890625,156.5677,281,1405000
2278.08,282,1914.39,15.1317,-10810.2421875,156.4431,282,1410000
2272.85,283,1891.18,15.2503,-10915.99609375,156.559,283,1415000
2298.56,284,1945.28,15.262,-10956.525390625,156.474,284,1420000
2300.24,285,1905.75,15.2043,-10918.1142578125,156.4173,285,1425000
2305.05,286,1941.43,15.235,-10975.9208984375,156.5186,286,1430000
2323.71,287,1933.77,15.314,-11013.5224609375,156.5487,287,1435000
2292.32,288,1946.95,15.2445,-11069.6865234375,156.4175,288,1440000
2295.47,289,1921.52,15.1745,-11129.87890625,156.4934,289,1445000
2301.67,290,1917.6,15.1341,-11138.521484375,156.532,290,1450000
2285.83,291,1917.17,15.1989,-11164.677734375,156.4788,291,1455000
2307.17,292,1942.58,15.0678,-11206.697265625,156.5675,292,1460000
2302.73,293,1916.48,15.1298,-11288.67578125,156.5861,293,1465000
2323.48,294,1925.63,15.2544,-11303.6796875,156.4797,294,1470000
2143.09,295,1938.82,15.2799,-11362.1083984375,156.5529,295,1475000
2292.99,296,1921.33,15.2633,-11388.0078125,156.5839,296,1480000
2310.0,297,1916.57,15.2368,-11359.943359375,156.5438,297,1485000
2318.84,298,1923.18,15.1608,-11442.68359375,156.5212,298,1490000
2299.93,299,1911.97,15.1962,-11480.9755859375,156.4932,299,1495000
2054.18,300,1884.03,15.0402,-11464.4150390625,156.5631,300,1500000
2167.27,301,1908.42,15.2508,-11532.3740234375,156.5296,301,1505000
2300.87,302,1937.0,15.2195,-11538.095703125,156.5607,302,1510000
2297.3,303,1912.67,15.0982,-11592.296875,156.6826,303,1515000
2294.52,304,1880.87,15.0118,-11609.5830078125,156.586,304,1520000
2285.16,305,1894.4,14.8986,-11641.2685546875,156.5326,305,1525000
2299.34,306,1910.42,15.2288,-11774.423828125,156.6503,306,1530000
2295.42,307,1865.53,14.9528,-11747.6826171875,156.502,307,1535000
2251.53,308,1841.09,14.9422,-11733.23046875,156.4707,308,1540000
2270.8,309,1928.49,15.1543,-11794.126953125,156.5465,309,1545000
2291.35,310,1914.84,14.9336,-11835.376953125,156.6579,310,1550000
2275.23,311,1857.02,14.9845,-11866.2578125,156.5845,311,1555000
2259.25,312,1918.02,14.9792,-11953.4599609375,156.5352,312,1560000
2258.32,313,1839.09,15.1579,-11877.5546875,156.5598,313,1565000
2256.7,314,1917.81,15.0153,-12004.7216796875,156.5609,314,1570000
2299.15,315,1901.59,15.1298,-12031.8642578125,156.4025,315,1575000
2256.03,316,1902.0,14.8778,-12094.5830078125,156.5978,316,1580000
2302.31,317,1881.98,15.0603,-12116.78125,156.4579,317,1585000
2235.92,318,1924.49,15.0128,-12131.6142578125,156.6203,318,1590000
2218.63,319,1879.31,14.7729,-12124.19140625,156.3439,319,1595000
2281.95,320,1893.83,15.1851,-12270.5224609375,156.5866,320,1600000
2261.09,321,1879.92,15.0451,-12276.2431640625,156.7429,321,1605000
2261.03,322,1857.38,15.0112,-12272.8408203125,156.5228,322,1610000
2203.94,323,1872.52,15.0774,-12332.544921875,156.4754,323,1615000
2284.88,324,1936.37,15.091,-12357.4521484375,156.4207,324,1620000
2253.17,325,1877.51,15.129,-12417.2119140625,156.6466,325,1625000
2291.72,326,1894.45,15.2322,-12480.87890625,156.619,326,1630000
2250.01,327,1909.39,15.12,-12496.0361328125,156.6195,327,1635000
2286.79,328,1904.75,14.8901,-12543.15234375,156.5843,328,1640000
2282.23,329,1920.8,14.9491,-12524.81640625,156.4319,329,1645000
2298.21,330,1944.13,15.208,-12636.06640625,156.4855,330,1650000
2285.15,331,1946.38,15.2407,-12647.6181640625,156.6874,331,1655000
2199.23,332,1888.2,15.1682,-12713.3388671875,156.6483,332,1660000
2155.65,333,1920.62,15.2041,-12731.236328125,156.6278,333,1665000
2299.19,334,1867.4,15.2814,-12719.404296875,156.7125,334,1670000
2324.53,335,1919.44,15.1324,-12776.7490234375,156.5246,335,1675000
2306.78,336,1923.81,15.3216,-12815.103515625,156.5197,336,1680000
2302.59,337,1912.59,14.9949,-12867.123046875,156.5537,337,1685000
2310.45,338,1906.18,15.0278,-12850.62890625,156.5941,338,1690000
2172.56,339,1903.13,14.9607,-12843.8486328125,156.5667,339,1695000
2295.45,340,1936.26,15.1125,-12946.904296875,156.5927,340,1700000
2277.29,341,1894.81,14.9935,-12954.2939453125,156.4994,341,1705000
2279.1,342,1889.19,15.0052,-12911.345703125,156.5689,342,1710000
2247.85,343,1919.87,15.0171,-13022.01171875,156.6314,343,1715000
2292.64,344,1913.92,15.054,-13018.802734375,156.5715,344,1720000
2281.41,345,1925.25,15.1075,-13032.0029296875,156.4894,345,1725000
2220.04,346,1876.51,15.1319,-13072.740234375,156.6303,346,1730000
2292.73,347,1946.93,15.0742,-13116.412109375,156.7618,347,1735000
2303.1,348,1925.73,15.0987,-13149.7470703125,156.6375,348,1740000
2092.42,349,1912.75,15.2095,-13208.990234375,156.5216,349,1745000
2303.41,350,1943.3,14.9492,-13211.681640625,156.6161,350,1750000
2059.15,351,1906.47,14.928,-13155.19921875,156.5516,351,1755000
2320.83,352,1960.49,14.9699,-13239.9404296875,156.5244,352,1760000
1927.36,353,1906.31,15.0742,-13225.7451171875,156.6347,353,1765000
2265.16,354,1931.29,15.0447,-13283.8564453125,156.6009,354,1770000
2309.92,355,1936.89,14.9238,-13339.830078125,156.6473,355,1775000
2318.28,356,1958.41,15.1134,-13398.3154296875,156.6159,356,1780000
2305.31,357,1970.93,15.3103,-13415.5576171875,156.6675,357,1785000
2304.45,358,1940.93,15.0349,-13439.33984375,156.5978,358,1790000
2310.49,359,1899.63,15.1567,-13417.98828125,156.6318,359,1795000
2309.64,360,1925.33,15.1097,-13452.3330078125,156.5909,360,1800000
2320.05,361,1953.4,15.2937,-13478.8701171875,156.5376,361,1805000
2325.92,362,1937.93,15.1915,-13464.943359375,156.6356,362,1810000
2271.23,363,1941.79,15.0471,-13523.7294921875,156.5923,363,1815000
2291.29,364,1936.87,15.2253,-13522.3359375,156.5177,364,1820000
2327.3,365,1931.87,15.1894,-13595.0244140625,156.5501,365,1825000
2288.58,366,1872.09,14.9756,-13542.49609375,156.6393,366,1830000
2326.34,367,1964.86,15.1618,-13591.08984375,156.5009,367,1835000
2294.41,368,1886.15,15.244,-13625.0078125,156.604,368,1840000
2279.17,369,1899.34,15.1629,-13640.064453125,156.5477,369,1845000
2306.84,370,1939.37,15.0869,-13617.9443359375,156.6679,370,1850000
2319.62,371,1932.18,14.9753,-13619.1142578125,156.553,371,1855000
2333.19,372,1943.56,15.1887,-13672.0732421875,156.5857,372,1860000
2282.83,373,1911.2,15.1847,-13738.6162109375,156.5274,373,1865000
2287.1,374,1955.52,15.0169,-13636.6123046875,156.5383,374,1870000
2300.93,375,1956.95,15.1245,-13780.2509765625,156.5948,375,1875000
2267.43,376,1904.92,15.129,-13759.888671875,156.6456,376,1880000
2287.46,377,1921.58,15.0677,-13810.20703125,156.4725,377,1885000
2304.17,378,1926.67,15.098,-13818.12109375,156.5426,378,1890000
2308.03,379,1954.78,15.2996,-13899.8203125,156.5966,379,1895000
2277.59,380,1907.82,15.1012,-13870.0,156.5941,380,1900000
2312.46,381,1958.77,15.1443,-13905.697265625,156.6265,381,1905000
2325.45,382,1926.84,15.3042,-13867.0859375,156.6156,382,1910000
2307.09,383,1952.05,15.1219,-13910.71484375,156.4251,383,1915000
2293.94,384,1946.55,15.2102,-13931.9970703125,156.6636,384,1920000
2268.15,385,1850.6,15.2456,-13970.2451171875,156.4776,385,1925000
