Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Reward Loss
1920000,384,384,5523.19,5184.36,13.5609,31.2804,-7355.513671875
1925000,385,385,5577.7,5305.02,14.2505,31.1995,-7243.990234375
1930000,386,386,5489.19,5362.4,14.0439,31.5798,-7294.11962890625
1935000,387,387,5532.12,5342.86,14.8329,33.3561,-7837.46484375
1940000,388,388,5550.01,5274.52,15.0141,33.0517,-7626.11083984375
1945000,389,389,2916.71,4957.36,15.9986,33.5821,-8957.0029296875
1950000,390,390,4434.52,5154.0,14.9089,33.8902,-8252.03515625
1955000,391,391,5528.37,5091.85,15.0732,32.9589,-8878.263671875
1960000,392,392,3663.73,5197.09,14.8006,33.5718,-9032.5732421875
1965000,393,393,5476.61,5236.98,16.2334,33.9799,-8245.2041015625
1970000,394,394,5188.0,5081.43,15.6331,34.3768,-9455.365234375
1975000,395,395,5359.47,5194.34,15.7074,34.6059,-9465.2861328125
1980000,396,396,5510.24,5113.67,15.943,33.3057,-8982.4208984375
1985000,397,397,5289.47,5132.19,16.2212,33.897,-10107.2822265625
1990000,398,398,5276.58,5228.51,16.7025,33.6465,-10263.41015625
1995000,399,399,3547.83,5142.9,15.1425,33.8524,-9563.0546875
2000000,400,400,4006.43,5177.93,15.4287,34.0011,-11295.103515625
2005000,401,401,5168.94,4963.43,15.5474,34.482,-12028.341796875
2010000,402,402,4397.21,4305.93,16.16,34.2232,-10641.849609375
2015000,403,403,5452.48,5198.29,14.959,33.8312,-9400.859375
2020000,404,404,4412.68,4059.82,16.6051,34.8133,-11649.984375
2025000,405,405,5170.77,4995.13,15.2719,33.2817,-10215.2158203125
2030000,406,406,5409.4,4653.78,15.3876,34.0802,-10922.3330078125
2035000,407,407,5311.15,5091.93,16.8041,34.1019,-10523.6494140625
2040000,408,408,5233.28,4975.85,15.5526,33.1415,-9745.734375
2045000,409,409,5252.41,5206.86,14.5712,32.2889,-9483.5048828125
2050000,410,410,5333.09,5158.16,15.5198,34.4572,-9664.9189453125
2055000,411,411,5467.82,5252.59,14.8635,33.7971,-9186.111328125
2060000,412,412,5360.11,5139.24,15.5963,34.1888,-9778.63671875
2065000,413,413,5234.68,5108.51,15.427,33.9004,-11060.5771484375
2070000,414,414,5315.27,5178.02,14.6248,33.5431,-9592.064453125
2075000,415,415,5257.72,5091.41,14.581,32.96,-10243.7451171875
2080000,416,416,5451.02,5218.1,14.5781,32.7575,-9574.841796875
2085000,417,417,5227.1,5152.27,15.6678,32.8138,-10491.681640625
2090000,418,418,5360.88,5240.26,13.7733,32.2843,-9480.921875
2095000,419,419,5287.04,5190.42,14.8596,33.5499,-9883.158203125
2100000,420,420,5492.62,4942.57,14.1223,32.9355,-9506.6171875
2105000,421,421,5484.59,4776.01,13.395,32.3864,-9507.7841796875
2110000,422,422,5461.91,5274.45,13.9866,31.374,-9538.150390625
2115000,423,423,5161.87,5125.78,14.0592,33.209,-10659.0888671875
2120000,424,424,5444.21,5222.1,14.789,33.6947,-10351.1904296875
2125000,425,425,5566.29,5088.3,14.4026,32.6941,-9770.017578125
2130000,426,426,4588.7,5075.96,14.0468,32.3499,-10235.236328125
2135000,427,427,5476.75,5206.72,13.6491,31.4868,-9787.5400390625
2140000,428,428,5138.47,4900.32,14.2514,32.3705,-10634.3076171875
2145000,429,429,5217.4,4966.82,14.9993,32.1868,-11005.3583984375
2150000,430,430,5350.09,5091.34,13.7443,31.7772,-9869.7421875
2155000,431,431,5527.26,5263.99,14.4917,31.8066,-9777.076171875
2160000,432,432,5464.58,5010.3,14.8529,32.7078,-11557.982421875
2165000,433,433,5417.55,4802.66,13.6204,31.4565,-9873.1591796875
2170000,434,434,5477.94,5287.76,14.5503,32.0935,-9896.466796875
2175000,435,435,5519.75,5281.69,12.8763,32.0756,-10726.8818359375
2180000,436,436,5502.59,5254.89,14.4837,32.6207,-11861.5634765625
2185000,437,437,5475.76,5258.27,14.1953,31.8466,-10566.9677734375
2190000,438,438,5029.85,4535.06,14.3614,31.7659,-10341.5283203125
2195000,439,439,5487.46,4847.9,14.253,33.4096,-11574.3203125
2200000,440,440,5340.56,5195.8,15.0426,34.3043,-11326.9931640625
2205000,441,441,4411.88,4537.42,14.9804,34.6226,-14004.3115234375
2210000,442,442,3424.82,3937.31,15.5627,34.1838,-14470.5107421875
2215000,443,443,5031.24,4295.84,14.1999,32.3231,-11597.4248046875
2220000,444,444,5507.11,4775.3,14.272,32.4415,-11044.80078125
2225000,445,445,5492.94,5240.29,13.9006,33.2643,-12659.3115234375
2230000,446,446,4789.32,4715.26,14.4904,33.9364,-12042.3720703125
2235000,447,447,5487.51,5135.14,16.7742,34.0682,-14831.3310546875
2240000,448,448,5403.68,3954.16,15.5546,32.946,-12595.0390625
2245000,449,449,5511.65,5309.69,14.4477,33.1025,-11370.78125
2250000,450,450,5348.18,4609.2,14.9123,33.0362,-11508.7841796875
2255000,451,451,5444.01,5057.55,14.8091,32.9967,-10765.498046875
2260000,452,452,5393.03,5062.99,15.0843,33.9567,-11545.7919921875
2265000,453,453,5495.91,5268.02,15.3252,33.0491,-11612.09765625
2270000,454,454,5420.42,4889.86,15.7673,33.5649,-12573.015625
2275000,455,455,5458.15,4305.66,17.6362,34.2693,-15121.16796875
2280000,456,456,5487.05,5297.23,14.9385,33.5074,-10896.9951171875
2285000,457,457,5448.29,5257.36,14.4213,33.3116,-11229.4189453125
2290000,458,458,5473.44,5342.51,15.9628,35.3947,-12637.1005859375
2295000,459,459,5433.15,5240.11,15.7703,34.4604,-11372.001953125
2300000,460,460,5405.78,5215.0,15.0617,33.4194,-11192.919921875
2305000,461,461,5412.14,5296.65,15.2097,33.5634,-11271.2763671875
2310000,462,462,5447.0,5300.97,15.4577,34.3347,-11753.3583984375
2315000,463,463,5445.62,5203.39,23.4233,33.8791,-11792.96875
2320000,464,464,5332.35,5216.21,15.2517,33.6205,-12090.470703125
2325000,465,465,5457.87,5236.53,17.5947,34.6344,-13146.2080078125
2330000,466,466,5169.88,5011.89,15.7721,35.0366,-12016.6015625
2335000,467,467,4198.55,4643.68,17.0628,34.8619,-13748.0283203125
2340000,468,468,5363.63,4114.41,19.9827,35.5864,-14945.40234375
2345000,469,469,5411.69,5250.54,16.6376,35.0623,-12307.1630859375
2350000,470,470,5230.29,4824.2,15.1018,34.1561,-13233.2744140625
2355000,471,471,4749.93,4701.79,15.4909,34.4103,-12596.8671875
2360000,472,472,5534.82,4307.87,20.4604,33.5328,-11520.51953125
2365000,473,473,5521.94,4995.54,16.2197,34.8259,-13585.59765625
2370000,474,474,5448.87,3937.78,15.0174,34.7498,-12124.115234375
2375000,475,475,3048.57,3087.73,30.2798,35.503,-13228.6328125
2380000,476,476,1317.29,3018.77,33.8815,36.1794,-13091.1982421875
2385000,477,477,5429.98,4951.18,14.5774,34.6044,-11698.736328125
2390000,478,478,5465.68,5117.84,14.5472,34.2252,-11378.03515625
2395000,479,479,5550.1,5135.08,14.6673,34.1562,-11701.1748046875
2400000,480,480,5502.21,5347.01,14.7848,34.3182,-11341.974609375
2405000,481,481,5494.04,5308.78,15.6336,34.2374,-12716.3623046875
2410000,482,482,5576.16,5407.18,14.5161,33.596,-12050.17578125
2415000,483,483,5536.61,4781.29,15.4046,33.6111,-11783.779296875
2420000,484,484,5352.16,4368.48,16.3786,33.8806,-12704.943359375
2425000,485,485,5517.26,4474.57,16.6183,34.8444,-14999.2138671875
2430000,486,486,5522.15,5077.33,15.4658,34.2938,-12476.025390625
2435000,487,487,5416.22,5240.21,14.9556,34.8082,-12387.3154296875
2440000,488,488,5599.64,4620.92,16.643,34.293,-14362.48828125
2445000,489,489,5494.43,4809.45,15.0265,35.0844,-13296.4189453125
2450000,490,490,5554.62,5372.31,15.2273,34.2334,-12317.181640625
2455000,491,491,5443.43,5096.9,14.6298,33.9721,-14728.177734375
2460000,492,492,5469.51,4662.09,13.0543,33.6452,-12255.2099609375
2465000,493,493,5501.59,5123.89,15.8191,34.3163,-13468.4970703125
2470000,494,494,5529.45,5300.17,15.1709,33.9129,-12281.2822265625
2475000,495,495,5472.18,4810.14,16.1866,34.7899,-12562.2939453125
2480000,496,496,5385.99,4983.74,14.2662,35.3227,-15817.6865234375
2485000,497,497,5494.51,5341.17,14.6586,33.5328,-11888.0703125
2490000,498,498,5403.84,5334.33,14.986,33.2248,-12687.796875
2495000,499,499,5440.11,5323.58,15.0004,33.5715,-12163.1083984375
2500000,500,500,5433.07,4839.72,14.1024,33.2742,-13539.685546875
2505000,501,501,5089.98,4766.98,15.0854,33.4389,-14863.2841796875
2510000,502,502,3984.52,3461.78,33.5031,35.9281,-14531.3720703125
2515000,503,503,4328.2,3038.8,20.8761,34.7723,-13068.197265625
2520000,504,504,5341.24,4586.96,15.6663,33.8109,-13602.2568359375
2525000,505,505,5420.19,5313.63,14.6939,32.8721,-12301.3134765625
2530000,506,506,5336.67,4954.28,13.6644,33.5088,-14530.224609375
2535000,507,507,5510.22,5357.87,15.5507,33.7148,-12946.8720703125
2540000,508,508,5375.37,4558.96,13.7031,32.9138,-13545.2099609375
2545000,509,509,5504.25,5396.15,15.0754,34.2088,-12826.572265625
2550000,510,510,5552.09,5351.33,16.5437,33.9196,-13933.904296875
2555000,511,511,5490.34,4631.31,13.8868,34.3011,-14533.9599609375
2560000,512,512,5517.9,5372.01,15.2172,32.9006,-13162.541015625
2565000,513,513,5465.75,5272.21,16.1323,33.8622,-13423.1435546875
2570000,514,514,5607.64,4658.27,14.5462,34.6917,-16701.81640625
2575000,515,515,2106.94,3016.68,15.0708,36.2346,-19951.267578125
2580000,516,516,1396.02,2967.91,18.2124,35.2144,-18433.9765625
2585000,517,517,5521.43,5329.55,15.3639,34.2766,-12935.013671875
2590000,518,518,5484.53,5361.96,14.7174,33.3905,-13094.82421875
2595000,519,519,5556.65,5360.16,14.9131,33.2354,-13103.0615234375
2600000,520,520,5554.37,4768.67,13.5257,32.8541,-13693.1376953125
2605000,521,521,5557.03,5051.59,13.9301,32.3659,-13121.1357421875
2610000,522,522,5528.13,5370.67,13.3111,32.2675,-12776.205078125
2615000,523,523,5407.89,4928.36,15.5417,32.3045,-13818.4404296875
2620000,524,524,5476.5,5355.43,13.656,32.2951,-13261.5615234375
2625000,525,525,5506.25,5167.71,12.903,31.2356,-12423.7861328125
2630000,526,526,1912.6,3420.83,22.7576,34.059,-17686.681640625
2635000,527,527,1464.88,4228.23,22.3337,32.8401,-15716.2919921875
2640000,528,528,5237.42,4924.17,19.9336,33.368,-15098.3310546875
2645000,529,529,5232.18,5171.89,15.3146,32.4859,-14338.34765625
2650000,530,530,5315.05,5177.9,12.9497,31.9896,-13135.8740234375
2655000,531,531,287.41,278.56,26.4803,50.6805,-23954.80078125
2660000,532,532,62.53,7.05,44.1612,49.3739,-21113.349609375
2665000,533,533,218.17,207.99,90.6161,51.0916,-27915.7109375
2670000,534,534,482.91,485.33,45.1643,49.1251,-23404.455078125
2675000,535,535,1255.55,703.72,63.1546,40.1061,-21461.4375
2680000,536,536,2020.38,1674.2,37.8097,40.5458,-19085.06640625
2685000,537,537,419.24,985.2,24.5202,44.2968,-13813.658203125
2690000,538,538,3120.92,3884.09,30.8763,36.6868,-15714.9775390625
2695000,539,539,2682.56,2836.58,41.5737,37.4706,-21026.90234375
2700000,540,540,2807.53,2244.07,33.3741,38.1662,-20354.853515625
2705000,541,541,1305.54,1957.97,58.7041,39.2887,-23150.50390625
2710000,542,542,31.85,34.8,47.6318,54.3596,-22924.794921875
2715000,543,543,1312.31,1491.83,32.1684,38.8806,-20660.521484375
2720000,544,544,2227.41,2116.4,22.4565,37.7399,-19179.763671875
2725000,545,545,2208.66,3899.83,20.0917,36.0014,-17290.05859375
2730000,546,546,5194.81,5112.96,17.0416,34.2025,-13553.9326171875
2735000,547,547,4504.56,3732.25,26.7648,35.2906,-18331.48828125
2740000,548,548,5216.19,4777.54,17.8614,34.6331,-15549.77734375
2745000,549,549,4926.01,4279.94,17.7621,34.2124,-15354.3603515625
2750000,550,550,5198.52,5058.61,17.7255,34.1725,-16078.5166015625
2755000,551,551,5311.14,5221.81,18.5548,34.4018,-14734.197265625
2760000,552,552,5340.79,5187.73,18.4747,33.6926,-14621.7841796875
2765000,553,553,5351.53,4866.47,20.2719,33.999,-15357.4013671875
2770000,554,554,5247.33,4361.01,19.4981,35.2401,-16027.419921875
2775000,555,555,5340.73,4152.73,22.084,34.9058,-16806.787109375
2780000,556,556,5318.44,5007.57,17.1722,34.1366,-16002.896484375
2785000,557,557,5331.91,5225.96,17.8641,34.777,-16580.060546875
2790000,558,558,5314.63,5247.37,16.8083,34.7276,-16426.767578125
2795000,559,559,5424.96,5332.21,19.0308,34.5536,-17736.810546875
2800000,560,560,5328.38,4880.39,16.0633,34.1923,-16060.1201171875
2805000,561,561,5429.81,4977.12,16.3483,33.7775,-14792.736328125
2810000,562,562,5469.77,4985.0,17.6158,33.6561,-15381.529296875
2815000,563,563,5387.25,4537.24,16.3507,34.4043,-16326.603515625
2820000,564,564,5310.75,5066.22,16.891,34.0041,-13910.845703125
2825000,565,565,5356.01,4811.13,15.5059,33.9358,-15174.63671875
2830000,566,566,5317.35,5017.92,16.47,33.5867,-14547.15625
2835000,567,567,5356.52,5125.44,15.3958,33.428,-14114.0771484375
2840000,568,568,3968.54,5239.04,16.6298,33.3393,-14491.298828125
2845000,569,569,5292.49,4974.92,16.3984,33.5738,-15885.4697265625
2850000,570,570,5303.8,5181.82,16.2496,33.2975,-15085.9423828125
2855000,571,571,5341.84,5296.46,17.1555,33.526,-14802.2890625
2860000,572,572,5363.32,5283.07,16.1622,32.7594,-14922.6689453125
2865000,573,573,5298.8,5225.94,16.309,33.0077,-14726.052734375
2870000,574,574,5340.73,5205.91,16.0504,32.3999,-15021.7451171875
2875000,575,575,5310.57,5252.74,16.5448,33.0799,-15546.3388671875
2880000,576,576,5284.17,5254.78,16.9578,33.141,-15824.0830078125
2885000,577,577,5335.97,5277.33,16.8497,33.0326,-15098.4326171875
2890000,578,578,5369.42,5266.65,16.9231,32.8234,-15600.4541015625
2895000,579,579,5312.26,5255.39,17.3615,33.2525,-15537.244140625
2900000,580,580,5305.59,5239.74,18.0161,34.0884,-15240.2216796875
2905000,581,581,5290.84,5240.57,17.1242,32.7936,-14517.431640625
2910000,582,582,5365.44,5309.0,16.5178,33.3272,-15215.34375
2915000,583,583,5315.54,5275.79,16.9116,34.3802,-15825.666015625
2920000,584,584,5369.71,5301.48,16.3938,33.0633,-15544.5302734375
2925000,585,585,5264.59,5227.49,17.0742,33.9885,-15960.962890625
2930000,586,586,5316.61,5216.49,16.7409,33.8541,-16726.2109375
2935000,587,587,5353.3,5268.95,16.7555,33.4916,-16122.7578125
2940000,588,588,5302.16,5223.19,16.2801,33.3477,-15833.5244140625
2945000,589,589,5319.72,5223.14,16.285,32.9325,-15519.7333984375
2950000,590,590,5317.2,5188.53,16.3503,33.3145,-16549.197265625
2955000,591,591,5335.58,5207.05,16.2347,33.3799,-16743.126953125
2960000,592,592,5296.74,5274.28,16.4412,33.9033,-16632.173828125
2965000,593,593,5399.08,5254.67,16.3265,33.4389,-17005.75390625
2970000,594,594,5399.81,5301.74,16.6945,32.8754,-16455.525390625
2975000,595,595,5332.17,5295.04,16.9508,33.0318,-16470.68359375
2980000,596,596,5382.09,5271.31,16.5443,33.0813,-16061.5751953125
2985000,597,597,5207.12,5140.21,16.9262,34.1758,-18016.529296875
2990000,598,598,5383.58,5324.06,17.0029,33.5512,-16547.5546875
2995000,599,599,5425.51,5348.03,16.7296,32.3146,-16305.6611328125
3000000,600,600,5478.62,5331.37,16.0455,32.1704,-15932.28125
3005000,601,601,5462.03,5362.69,16.0898,33.2976,-16179.974609375
3010000,602,602,5367.34,5331.86,16.2916,32.8962,-16150.068359375
3015000,603,603,5238.11,5245.78,16.1523,33.7631,-17057.98828125
3020000,604,604,5334.78,5281.05,15.8687,32.9814,-16044.396484375
3025000,605,605,5304.14,5299.84,16.3111,33.6209,-17319.21875
3030000,606,606,5239.54,5204.04,16.3753,33.7545,-17760.3203125
3035000,607,607,5274.96,5264.5,16.6461,34.2312,-17682.296875
3040000,608,608,5380.38,5299.96,17.4274,34.6461,-17551.755859375
3045000,609,609,5313.1,5262.92,16.6552,34.2694,-17753.283203125
3050000,610,610,5308.62,5269.14,16.9705,34.6307,-18460.943359375
3055000,611,611,5430.33,5369.86,16.9077,33.5502,-17372.85546875
3060000,612,612,5421.67,5361.62,17.0889,34.3661,-18054.18359375
3065000,613,613,5415.26,5364.81,17.5374,35.3295,-18398.71875
3070000,614,614,5484.93,5368.14,17.9907,34.7824,-17664.1328125
3075000,615,615,5400.5,5345.58,17.7697,34.4326,-18960.47265625
3080000,616,616,5436.09,5352.58,17.5044,34.8183,-19522.794921875
3085000,617,617,5474.6,5409.53,17.1728,34.3118,-18928.71484375
3090000,618,618,5533.92,5457.84,17.6736,33.8774,-18324.203125
3095000,619,619,5574.2,5477.95,15.894,32.8466,-16810.05078125
3100000,620,620,5457.78,5396.82,18.1858,34.5448,-18983.19140625
3105000,621,621,5480.19,5419.68,18.6422,35.6589,-18482.806640625
3110000,622,622,5489.44,5402.77,17.8875,35.9176,-19624.658203125
3115000,623,623,5482.57,5398.62,19.3202,36.4625,-19732.75390625
3120000,624,624,5561.69,5440.3,18.2071,35.8213,-20279.158203125
3125000,625,625,5503.63,5389.15,17.9281,35.7323,-19499.89453125
3130000,626,626,5510.79,5406.05,18.7959,35.8165,-20517.3359375
3135000,627,627,5475.78,5413.5,18.6444,36.0454,-22378.16015625
3140000,628,628,5584.46,5434.0,19.589,36.6615,-21393.087890625
3145000,629,629,5514.57,5253.17,17.7159,36.2108,-22077.31640625
3150000,630,630,5505.8,5400.55,18.052,35.1014,-21185.115234375
3155000,631,631,5602.41,5427.44,17.3369,34.5501,-20114.609375
3160000,632,632,5557.66,5397.26,17.836,34.8491,-20610.384765625
3165000,633,633,5588.24,5398.77,19.0465,35.1618,-20440.8046875
3170000,634,634,5604.12,5392.38,17.4622,34.9735,-20665.41015625
3175000,635,635,5620.91,5406.44,16.3578,32.5489,-20012.4375
3180000,636,636,5561.21,5373.53,17.6239,34.1206,-21827.427734375
3185000,637,637,5524.71,5371.41,17.4331,33.7189,-21656.853515625
3190000,638,638,5535.6,5368.39,16.2352,33.5258,-20743.130859375
3195000,639,639,5475.1,5378.91,15.7662,32.5723,-19639.978515625
3200000,640,640,5526.61,5344.9,16.9101,33.3016,-22046.28125
3205000,641,641,5471.43,5332.99,15.5599,32.7954,-20343.662109375
3210000,642,642,5422.89,5270.77,16.0269,33.1364,-21304.564453125
3215000,643,643,5507.76,5108.46,15.4071,32.1787,-21072.59765625
3220000,644,644,5491.72,5372.19,15.9739,33.1044,-20963.5703125
3225000,645,645,5466.7,5291.32,15.8643,33.2605,-21203.99609375
3230000,646,646,5525.64,5384.6,14.8856,32.309,-19159.138671875
3235000,647,647,5525.32,5290.21,14.9973,32.4406,-19099.3046875
3240000,648,648,5561.48,5380.96,16.5393,34.1264,-22144.73828125
3245000,649,649,5551.42,5364.95,15.9103,32.9605,-21191.650390625
3250000,650,650,5625.62,5475.94,16.0608,34.0849,-20695.970703125
3255000,651,651,5467.72,5359.83,15.9509,33.067,-21061.74609375
3260000,652,652,5490.25,5350.42,15.6354,32.7087,-20735.685546875
3265000,653,653,5471.04,5338.06,15.7144,32.9479,-21916.87890625
3270000,654,654,5505.41,5403.66,15.2696,32.2787,-20973.123046875
3275000,655,655,5437.03,5312.45,15.9928,32.6885,-21098.75390625
3280000,656,656,5536.13,5416.08,14.9126,32.197,-19144.314453125
3285000,657,657,5523.85,5403.06,14.7864,31.7134,-19011.716796875
3290000,658,658,5527.74,5455.11,14.9688,30.816,-19186.0859375
3295000,659,659,5487.43,5349.62,16.2543,32.6796,-21405.703125
3300000,660,660,5577.02,5467.54,15.3554,32.4199,-19689.833984375
3305000,661,661,5592.65,5445.58,15.6978,32.1401,-20537.1328125
3310000,662,662,5588.15,5423.48,17.0687,32.3449,-21362.8203125
3315000,663,663,5543.6,5391.53,16.0798,32.9097,-22292.046875
3320000,664,664,5570.58,5426.4,15.701,33.3504,-21054.6484375
3325000,665,665,5561.5,5467.82,16.6772,34.0201,-21112.583984375
3330000,666,666,5524.33,5379.56,16.3513,32.7608,-21094.638671875
3335000,667,667,5528.02,5424.07,16.3354,32.9835,-19740.73046875
3340000,668,668,5538.55,5423.38,16.7642,33.6964,-21087.19921875
3345000,669,669,5587.09,5431.53,15.9645,33.8867,-21381.599609375
3350000,670,670,5626.26,5478.17,15.9233,33.2691,-20674.9453125
3355000,671,671,5630.8,5464.56,16.3074,34.362,-22112.669921875
3360000,672,672,5585.43,5446.77,16.6724,34.3159,-22078.306640625
3365000,673,673,5649.38,5503.81,17.8202,34.6781,-21975.9453125
3370000,674,674,5611.76,5475.56,17.4278,34.5141,-22318.27734375
3375000,675,675,5542.59,5453.63,17.3026,34.8405,-22186.78125
3380000,676,676,5524.05,5395.69,17.7986,34.7415,-23237.822265625
3385000,677,677,5505.56,5379.07,17.9969,35.9243,-23991.43359375
3390000,678,678,5497.21,5397.34,16.8907,34.7347,-22294.95703125
3395000,679,679,5504.0,5318.48,17.5422,34.5456,-24477.65625
3400000,680,680,5540.04,5403.62,16.8651,34.9282,-22936.9609375
3405000,681,681,5585.54,5401.24,17.9153,35.2588,-24932.50390625
3410000,682,682,5521.88,5433.69,18.5321,36.2395,-23715.6796875
3415000,683,683,5505.25,5395.91,18.2767,35.9723,-24820.640625
3420000,684,684,5588.96,5471.76,18.6356,36.1266,-23614.703125
3425000,685,685,5564.37,5427.01,17.8862,35.6388,-21961.064453125
3430000,686,686,5551.46,5398.33,18.2151,35.9856,-24124.873046875
3435000,687,687,5594.71,5451.45,17.0568,34.5374,-22150.720703125
3440000,688,688,5509.23,5404.72,17.7562,36.5307,-24770.62890625
3445000,689,689,5552.26,5426.39,18.3996,35.717,-23707.55859375
3450000,690,690,5657.83,5529.61,17.3234,33.0883,-22025.6015625
3455000,691,691,5655.8,5518.26,16.9543,33.3016,-21933.75390625
3460000,692,692,5597.29,5438.53,18.029,35.1565,-23259.203125
3465000,693,693,5710.77,5543.03,17.0271,33.6468,-22092.5703125
3470000,694,694,5445.19,5378.7,17.9617,35.6475,-24444.251953125
3475000,695,695,5554.58,5431.2,17.5292,34.6496,-23343.927734375
3480000,696,696,5580.57,5499.15,17.7053,34.7117,-24003.78515625
3485000,697,697,5566.79,5484.4,17.611,32.4936,-21747.130859375
3490000,698,698,5550.29,5473.34,17.4763,33.4813,-23108.580078125
3495000,699,699,5462.96,5417.52,18.6918,34.8086,-24576.4375
3500000,700,700,5509.05,5413.7,16.9627,33.0044,-21202.173828125
3505000,701,701,5498.72,5455.68,17.3718,33.9351,-22510.04296875
3510000,702,702,5527.94,5465.68,18.0759,33.7505,-22872.94921875
3515000,703,703,5428.86,5406.46,17.1027,34.1661,-22954.662109375
3520000,704,704,5528.95,5491.84,17.6066,33.8602,-22346.951171875
3525000,705,705,5526.9,5497.92,16.6289,33.0386,-22029.6875
3530000,706,706,5560.36,5487.1,16.8533,33.6037,-22895.603515625
3535000,707,707,5627.14,5571.45,17.6804,32.5664,-22698.400390625
3540000,708,708,5590.18,5518.29,17.1284,33.0473,-22320.55859375
3545000,709,709,5588.11,5493.37,18.0232,34.0229,-23122.701171875
3550000,710,710,5456.65,5401.27,16.3728,33.1414,-21789.46875
3555000,711,711,5580.02,5510.07,17.6802,33.3825,-23541.107421875
3560000,712,712,5576.36,5506.92,17.0529,33.5582,-23360.181640625
3565000,713,713,5648.05,5528.89,16.6822,33.0473,-22665.841796875
3570000,714,714,5542.1,5488.74,16.879,32.6457,-22845.142578125
3575000,715,715,5587.66,5539.67,16.8518,32.8945,-22421.46875
3580000,716,716,5429.38,5414.02,18.1967,33.9302,-23158.28515625
3585000,717,717,-12.65,-12.85,180.8508,54.8721,-24184.181640625
3590000,718,718,-10.32,-10.14,165.6002,57.8699,-16351.51171875
3595000,719,719,54.21,55.87,45.5312,52.2316,-19137.701171875
3600000,720,720,323.19,287.93,42.3824,48.6338,-20986.9296875
3605000,721,721,297.66,373.68,25.1224,48.8127,-20685.224609375
3610000,722,722,131.05,197.84,41.6506,53.0216,-20279.017578125
3615000,723,723,389.96,414.48,77.8226,49.8557,-25346.8671875
3620000,724,724,430.94,438.98,87.5983,49.8242,-24738.01953125
3625000,725,725,484.2,468.79,40.3325,50.1129,-20251.943359375
3630000,726,726,1118.76,864.13,43.2212,49.2702,-23470.21484375
3635000,727,727,1129.28,1289.0,67.7517,52.4583,-20841.259765625
3640000,728,728,1490.61,1778.5,23.3593,46.0475,-27427.025390625
3645000,729,729,1093.93,1310.07,36.0917,45.2236,-25989.7890625
3650000,730,730,1412.32,1437.72,24.3725,41.9115,-25600.0546875
3655000,731,731,1816.39,1734.26,39.9079,41.6617,-28434.462890625
3660000,732,732,1399.69,1870.29,42.7397,41.5615,-28307.580078125
3665000,733,733,1454.85,1439.38,41.0174,40.9975,-25587.21875
3670000,734,734,1917.02,1913.68,53.5057,40.5422,-27563.83984375
3675000,735,735,1124.82,989.44,26.4587,42.0127,-21376.6328125
3680000,736,736,1646.14,1122.01,29.611,38.0232,-23811.046875
3685000,737,737,1968.32,2158.96,34.3451,39.9679,-26232.4609375
3690000,738,738,1291.95,1164.23,29.3082,40.5362,-25414.59765625
3695000,739,739,1660.0,1394.29,66.1985,41.3448,-29680.818359375
3700000,740,740,1804.37,1510.2,29.1762,38.6129,-28436.328125
3705000,741,741,1548.45,1425.54,37.1297,42.2701,-28669.41015625
3710000,742,742,384.59,415.93,93.8892,50.7707,-29066.744140625
3715000,743,743,2781.92,1640.27,22.8102,38.5795,-26036.72265625
3720000,744,744,1619.22,2759.68,33.9519,38.6352,-29120.88671875
3725000,745,745,3271.98,2294.83,34.8119,40.8123,-29269.955078125
3730000,746,746,3483.09,3135.39,26.9739,39.2589,-27487.373046875
3735000,747,747,3062.97,2838.63,25.818,39.6103,-24924.794921875
3740000,748,748,773.6,592.04,32.1881,49.5676,-26116.283203125
3745000,749,749,2903.79,1685.28,23.3582,39.1054,-25627.560546875
3750000,750,750,4126.89,2638.28,43.1929,38.3394,-27117.79296875
3755000,751,751,3934.96,4269.97,42.8361,39.4743,-25799.462890625
3760000,752,752,359.27,354.87,26.8456,46.004,-34689.73046875
3765000,753,753,1400.37,1107.02,51.1324,41.9264,-27594.728515625
3770000,754,754,2773.14,2302.1,42.705,37.4576,-25736.638671875
3775000,755,755,396.13,1009.43,58.9144,43.9054,-29135.6640625
3780000,756,756,1465.38,2793.49,40.274,40.3044,-24623.955078125
3785000,757,757,1344.18,1030.4,31.0664,35.581,-27976.7265625
3790000,758,758,505.01,995.04,55.0991,46.6312,-32305.05078125
3795000,759,759,638.72,1063.29,41.8644,40.4265,-25067.890625
3800000,760,760,916.28,882.89,29.0011,40.7232,-25346.642578125
3805000,761,761,5245.83,4424.79,22.3025,35.454,-21383.7890625
3810000,762,762,5203.86,5283.21,24.8902,35.4519,-23332.83203125
3815000,763,763,5171.25,4754.6,21.9701,35.6471,-23931.826171875
3820000,764,764,4298.15,4192.71,20.8254,36.0214,-25899.408203125
3825000,765,765,5254.3,4798.45,23.6555,35.7106,-25743.376953125
3830000,766,766,5311.35,5253.94,22.2915,35.8961,-25873.296875
3835000,767,767,5223.46,5100.94,21.4852,36.4065,-23970.771484375
3840000,768,768,5171.29,5133.65,31.1589,35.9261,-25232.841796875
3845000,769,769,5183.37,5156.78,21.1533,35.0142,-25751.130859375
3850000,770,770,5306.5,5233.17,20.8043,35.2824,-25106.5234375
3855000,771,771,5185.61,5138.69,21.6251,35.9455,-27267.369140625
