Running Forward KL,Reward Loss,Itration,Real Sto Return,Running Update Time,Running Env Steps,Running Reverse KL,Real Det Return
56.3289,-1069.36767578125,120,2874.54,120,600000,33.5225,4291.15
58.1247,-931.233642578125,121,4240.35,121,605000,42.463,4964.1
57.9707,-950.1875610351562,122,3562.81,122,610000,41.3547,4692.51
59.7832,-989.630126953125,123,4236.74,123,615000,42.9942,5154.54
59.4761,-967.8472290039062,124,3797.45,124,620000,45.2266,4774.04
60.4724,-1024.0797119140625,125,4621.32,125,625000,46.0515,5262.36
59.3554,-979.9612426757812,126,3382.34,126,630000,42.3073,4320.42
57.3771,-1129.3370361328125,127,3032.64,127,635000,32.4296,3918.04
56.4539,-1103.23974609375,128,3359.05,128,640000,32.081,3288.24
60.1864,-1106.0330810546875,129,3601.85,129,645000,46.763,4785.25
56.793,-1050.6602783203125,130,3096.05,130,650000,37.6411,4817.4
58.7406,-1244.691650390625,131,3379.81,131,655000,35.3009,4596.49
61.5374,-1118.0421142578125,132,4416.01,132,660000,47.9574,4689.02
61.1629,-1100.1524658203125,133,4420.68,133,665000,48.1441,4661.16
58.6225,-1183.912109375,134,3785.63,134,670000,35.7459,4634.02
58.2162,-1227.5682373046875,135,3238.55,135,675000,38.9919,5099.58
63.5739,-1191.265869140625,136,4408.46,136,680000,51.9107,5092.46
57.4957,-1221.3489990234375,137,3073.75,137,685000,35.4886,4015.92
61.9058,-1169.13330078125,138,4089.34,138,690000,49.8074,5114.54
58.7903,-1178.145263671875,139,4422.62,139,695000,43.3496,4501.62
60.5031,-1327.783447265625,140,3367.56,140,700000,44.7768,4746.39
62.0205,-1242.2012939453125,141,4108.06,141,705000,48.2192,5074.69
60.0311,-1355.47998046875,142,4583.53,142,710000,42.7396,4605.39
57.3552,-1330.17919921875,143,3750.63,143,715000,37.9886,5283.47
60.1475,-1355.9437255859375,144,4051.4,144,720000,45.4286,4876.46
60.7459,-1381.20458984375,145,4736.31,145,725000,47.1161,4677.86
62.4105,-1302.63134765625,146,4374.25,146,730000,50.9179,5122.95
62.4617,-1434.52880859375,147,4826.19,147,735000,50.0817,4808.01
64.3211,-1378.856201171875,148,4562.9,148,740000,50.8894,4988.16
59.509,-1416.39453125,149,3485.9,149,745000,44.2579,4688.77
58.6491,-1364.8642578125,150,4719.15,150,750000,42.113,4484.26
61.1252,-1469.1199951171875,151,4842.21,151,755000,48.0483,5358.25
59.8863,-1586.081298828125,152,4422.45,152,760000,41.0145,4631.35
60.0965,-1589.0670166015625,153,2977.69,153,765000,44.1237,4677.6
62.5619,-1565.438232421875,154,4085.82,154,770000,50.547,4962.36
66.2285,-1684.997314453125,155,4175.94,155,775000,60.0244,5102.43
62.2906,-1605.2646484375,156,3929.18,156,780000,50.8463,4962.5
62.2934,-1607.4588623046875,157,3555.0,157,785000,47.3601,4983.45
63.744,-1620.3431396484375,158,4798.04,158,790000,51.8032,4595.63
62.3922,-1749.696044921875,159,4116.43,159,795000,48.3734,5096.8
59.3032,-1676.9176025390625,160,4273.48,160,800000,40.1175,5165.63
58.0889,-1709.467529296875,161,3320.26,161,805000,41.8155,4584.59
60.0903,-1654.6014404296875,162,4557.33,162,810000,44.2406,5124.22
63.4525,-1807.2762451171875,163,4406.92,163,815000,53.0399,5106.37
61.4243,-1820.0604248046875,164,4049.45,164,820000,49.2154,5242.78
63.4019,-1780.1796875,165,4680.01,165,825000,51.7625,5204.17
62.4484,-1859.07861328125,166,4830.55,166,830000,48.3389,4796.89
63.2107,-1902.59619140625,167,4594.82,167,835000,45.8742,5098.63
62.1216,-1972.7779541015625,168,4476.47,168,840000,49.7513,4973.98
63.043,-1976.2960205078125,169,4707.53,169,845000,49.5537,5250.72
60.5392,-1970.9847412109375,170,3646.16,170,850000,42.3809,4949.99
62.2163,-2043.3919677734375,171,5062.88,171,855000,48.1654,5084.97
61.4389,-2073.006103515625,172,3878.75,172,860000,47.1948,4112.85
60.9518,-2068.973388671875,173,4384.02,173,865000,47.8146,4629.67
61.3439,-2039.9830322265625,174,4767.77,174,870000,48.4409,5189.97
64.6098,-2082.10986328125,175,4426.84,175,875000,52.8573,4328.89
62.0527,-2086.00390625,176,4551.02,176,880000,48.3854,4971.94
60.831,-2144.062744140625,177,4247.39,177,885000,44.0612,4821.18
61.9003,-2286.282470703125,178,3836.34,178,890000,52.7689,5014.22
61.2571,-2247.948974609375,179,3131.68,179,895000,38.061,4323.39
61.643,-2218.389892578125,180,4875.38,180,900000,46.6101,5065.68
63.1531,-2329.216064453125,181,4605.67,181,905000,50.98,5033.24
61.8463,-2279.067626953125,182,4309.82,182,910000,48.5358,5477.77
63.8168,-2447.453369140625,183,5033.93,183,915000,53.0221,5067.67
63.3058,-2434.99853515625,184,5045.92,184,920000,51.9565,5612.45
60.9846,-2414.384765625,185,4655.11,185,925000,45.8237,5465.19
62.4406,-2546.4716796875,186,3790.32,186,930000,47.6339,5085.22
64.1055,-2425.357666015625,187,4637.96,187,935000,49.6963,4961.73
66.5089,-2530.828369140625,188,4699.59,188,940000,55.0034,5065.35
65.1193,-2530.763427734375,189,4408.82,189,945000,52.1545,5227.98
63.8025,-2537.400146484375,190,4550.31,190,950000,48.5551,4351.99
61.0827,-2596.50244140625,191,4618.94,191,955000,39.0033,5017.21
61.0306,-2699.98779296875,192,4155.93,192,960000,43.9413,5327.71
62.8699,-2699.63525390625,193,4317.42,193,965000,48.0072,5180.36
61.0521,-2757.459228515625,194,4408.26,194,970000,45.2957,4822.65
64.0281,-2841.048828125,195,4359.05,195,975000,54.3902,4962.42
60.0366,-2759.901611328125,196,4324.52,196,980000,40.8862,5384.11
65.4797,-2880.3671875,197,4983.95,197,985000,52.8861,5287.44
62.7987,-2784.9345703125,198,4070.23,198,990000,49.3412,4760.77
64.6112,-2955.404541015625,199,4470.71,199,995000,53.1835,5172.17
63.0484,-2962.685791015625,200,4327.48,200,1000000,51.524,5379.66
62.6726,-2955.62646484375,201,4043.81,201,1005000,49.4989,4974.03
61.8687,-2976.703125,202,3999.05,202,1010000,43.7811,5161.79
64.7529,-3057.9619140625,203,4628.98,203,1015000,53.6181,5179.01
64.9327,-3129.31591796875,204,4446.56,204,1020000,51.2229,4430.16
61.2589,-3119.75732421875,205,4709.87,205,1025000,44.308,4480.68
65.4679,-3227.609619140625,206,4507.78,206,1030000,52.9936,5346.09
63.3453,-3255.3916015625,207,4102.31,207,1035000,52.8074,4897.14
62.1242,-3273.990478515625,208,4365.71,208,1040000,47.7386,4772.4
65.4084,-3376.263916015625,209,5044.83,209,1045000,55.1282,5439.19
63.3862,-3338.816162109375,210,5138.45,210,1050000,51.4669,5612.87
65.0676,-3480.938720703125,211,4857.91,211,1055000,55.7495,5028.01
66.9357,-3552.7802734375,212,3516.24,212,1060000,57.997,5071.39
62.3671,-3550.615966796875,213,4666.94,213,1065000,49.9091,4619.69
61.7382,-3496.772705078125,214,4368.19,214,1070000,42.3727,5295.82
62.376,-3650.11181640625,215,4066.95,215,1075000,50.3934,5179.95
62.7657,-3610.76806640625,216,4614.83,216,1080000,49.4814,5188.89
63.6435,-3640.758544921875,217,3778.45,217,1085000,48.2448,4569.46
65.6533,-3784.707763671875,218,4661.48,218,1090000,54.2804,4285.12
64.9395,-3749.66650390625,219,3990.76,219,1095000,52.8646,5105.86
62.3604,-3848.03466796875,220,4769.92,220,1100000,48.079,4949.57
61.8472,-3902.528564453125,221,4237.97,221,1105000,45.7556,4902.34
63.7776,-3947.89501953125,222,3188.69,222,1110000,51.0739,5087.99
62.224,-3883.81640625,223,3755.78,223,1115000,46.9894,4469.93
65.9257,-4020.76806640625,224,4957.58,224,1120000,55.6103,5670.39
63.245,-4038.113037109375,225,4818.67,225,1125000,51.3654,5103.42
65.0445,-4249.01953125,226,4840.89,226,1130000,53.8705,5555.39
62.672,-4034.9169921875,227,4283.53,227,1135000,46.1022,5189.43
66.1179,-4260.017578125,228,3917.18,228,1140000,57.9274,5235.72
63.0553,-4134.31787109375,229,4600.21,229,1145000,48.1239,5451.49
66.1135,-4261.31884765625,230,4482.29,230,1150000,56.1853,5664.47
62.9459,-4194.8427734375,231,4446.3,231,1155000,48.3488,4700.57
65.4599,-4394.5048828125,232,4462.75,232,1160000,55.1125,5449.08
66.8725,-4505.10693359375,233,5108.07,233,1165000,58.768,5206.09
62.5413,-4311.08154296875,234,4623.33,234,1170000,50.2112,5350.21
63.3179,-4491.25439453125,235,5227.84,235,1175000,52.7398,5762.6
65.3544,-4560.52001953125,236,4904.13,236,1180000,56.7214,5527.79
64.3196,-4605.32080078125,237,5362.22,237,1185000,53.6301,5453.43
61.7378,-4471.1982421875,238,4187.43,238,1190000,47.0372,5099.55
62.2984,-4430.78515625,239,4266.55,239,1195000,46.5513,5322.59
65.7687,-4671.513671875,240,4338.32,240,1200000,56.3853,4620.62
63.3068,-4617.44189453125,241,5184.69,241,1205000,51.1185,5303.48
65.0464,-4694.20166015625,242,5070.62,242,1210000,55.01,5789.19
64.6052,-4807.6455078125,243,4560.8,243,1215000,56.2425,5720.29
66.3123,-4951.96630859375,244,4763.55,244,1220000,58.5751,5677.74
67.1054,-4906.35546875,245,4982.43,245,1225000,59.5141,5584.69
61.6508,-4728.9306640625,246,3013.56,246,1230000,45.5478,4240.67
64.4701,-4894.5517578125,247,4175.06,247,1235000,53.8555,5207.42
66.0061,-4965.56005859375,248,5161.78,248,1240000,57.0,5440.22
64.9706,-4873.19140625,249,4456.2,249,1245000,56.8387,5333.41
65.413,-5115.99560546875,250,4377.4,250,1250000,55.4661,4752.71
62.352,-4918.68505859375,251,4847.32,251,1255000,47.6326,5488.18
65.2054,-5032.318359375,252,4704.65,252,1260000,56.0928,5309.8
65.4525,-5117.4970703125,253,5175.28,253,1265000,54.7644,5319.57
62.7761,-5098.03515625,254,4508.54,254,1270000,53.2898,5171.95
61.7703,-5030.88427734375,255,4840.03,255,1275000,47.8706,5000.28
62.9785,-5149.09716796875,256,4146.3,256,1280000,50.3177,5406.06
64.0923,-5373.1220703125,257,3901.68,257,1285000,57.2315,4994.79
65.0544,-5336.953125,258,3789.19,258,1290000,54.8215,5092.5
64.475,-5388.35595703125,259,4912.39,259,1295000,53.4246,4650.97
63.9985,-5363.98291015625,260,4260.3,260,1300000,54.0849,5233.51
64.4334,-5371.015625,261,4744.39,261,1305000,56.1559,4541.57
62.8209,-5379.74658203125,262,4031.11,262,1310000,48.8723,5630.6
64.1644,-5473.7099609375,263,4733.57,263,1315000,55.1468,5000.73
66.1074,-5607.49755859375,264,4389.04,264,1320000,58.1808,5532.21
65.2257,-5598.21875,265,4873.22,265,1325000,54.5892,4541.8
64.696,-5553.685546875,266,4516.78,266,1330000,54.8554,4907.86
65.3576,-5604.8974609375,267,4872.16,267,1335000,53.7007,5327.5
65.5823,-5679.228515625,268,4152.93,268,1340000,55.4352,4409.84
64.174,-5696.615234375,269,4511.58,269,1345000,52.2985,5435.12
65.8095,-5767.0986328125,270,4384.5,270,1350000,54.3774,5206.67
62.8951,-5702.98388671875,271,4301.7,271,1355000,51.0689,5371.46
63.7349,-5917.6533203125,272,5103.05,272,1360000,55.138,5578.63
61.6903,-5413.875,273,4284.2,273,1365000,45.7844,5481.81
64.1218,-5923.53466796875,274,4773.24,274,1370000,51.5351,4934.17
65.4145,-6005.849609375,275,3854.95,275,1375000,57.4811,4704.75
64.4049,-6024.19775390625,276,4762.97,276,1380000,54.1645,5023.59
64.5768,-6050.822265625,277,4156.13,277,1385000,54.3746,5306.46
64.1256,-6066.013671875,278,5083.89,278,1390000,52.3635,5155.95
62.587,-5749.60693359375,279,4635.57,279,1395000,48.2338,4216.82
65.085,-6150.97607421875,280,4108.35,280,1400000,54.1271,5230.03
62.1229,-6021.8564453125,281,5038.42,281,1405000,50.055,5289.52
62.2925,-6073.9970703125,282,3845.98,282,1410000,50.205,5639.18
63.5665,-6159.0498046875,283,4770.13,283,1415000,52.4793,5244.17
64.4467,-6356.13525390625,284,4771.5,284,1420000,55.1221,5240.48
63.8304,-6355.20849609375,285,4004.77,285,1425000,54.5702,4934.52
63.4229,-6227.35302734375,286,3436.91,286,1430000,49.3501,5291.57
64.753,-6381.3525390625,287,3463.2,287,1435000,55.7783,4850.24
66.2926,-6617.4541015625,288,4690.86,288,1440000,58.5226,4928.62
62.3435,-6191.23681640625,289,4352.41,289,1445000,45.9065,5786.71
65.3814,-6735.48681640625,290,4659.24,290,1450000,55.1731,5414.62
64.4578,-6664.77880859375,291,3968.86,291,1455000,54.0703,5688.88
62.104,-6533.76123046875,292,4956.68,292,1460000,50.3843,5542.59
64.3895,-6846.44970703125,293,5347.97,293,1465000,53.5121,5605.4
63.8858,-6773.79833984375,294,4554.82,294,1470000,52.8629,5716.27
65.6396,-6939.59326171875,295,5354.92,295,1475000,55.5789,5205.57
65.3962,-6875.88623046875,296,5036.3,296,1480000,53.5407,5246.52
65.7524,-7155.1591796875,297,4623.72,297,1485000,53.6279,5842.44
65.2296,-7085.90087890625,298,5315.61,298,1490000,53.6455,5622.58
63.364,-6832.744140625,299,4903.97,299,1495000,47.6389,5729.38
62.0511,-6457.5654296875,300,5049.45,300,1500000,40.8033,5779.49
66.2462,-7344.30517578125,301,5159.57,301,1505000,56.3178,5348.69
65.0131,-7286.56005859375,302,4337.22,302,1510000,54.3302,5314.73
61.4232,-6251.68701171875,303,4635.71,303,1515000,38.5953,5385.85
62.7854,-6975.79931640625,304,5058.39,304,1520000,47.5895,5524.66
65.8737,-7445.36767578125,305,4964.55,305,1525000,55.5781,5852.22
64.8972,-7421.03076171875,306,5116.45,306,1530000,52.1483,4979.09
64.4203,-7535.8525390625,307,5039.74,307,1535000,53.2372,5825.49
64.3938,-7667.38671875,308,4727.39,308,1540000,53.997,5686.18
62.5932,-7450.0576171875,309,4199.95,309,1545000,48.8218,5394.53
63.5229,-7355.96240234375,310,4661.41,310,1550000,46.6499,5989.33
61.7434,-7296.00537109375,311,4474.15,311,1555000,44.7076,4528.88
63.82,-7633.0576171875,312,4002.82,312,1560000,51.9638,5731.52
63.5289,-7694.02294921875,313,5312.19,313,1565000,50.6607,5944.6
64.0961,-7788.4140625,314,4310.11,314,1570000,51.8014,5897.23
