Running Forward KL,Real Sto Return,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time
73.4306,205.87,874.45,31.9058,150000,30,-409.44256591796875,30
75.9057,205.32,846.35,32.881,155000,31,-427.3943786621094,31
72.6141,251.83,966.97,32.1338,160000,32,-436.2590026855469,32
73.7769,155.05,815.17,32.0602,165000,33,-446.46221923828125,33
72.3543,240.85,881.65,31.3373,170000,34,-459.7151794433594,34
72.8658,225.6,857.79,31.7937,175000,35,-475.1630554199219,35
72.4441,259.58,914.15,31.7475,180000,36,-496.3690185546875,36
73.3938,226.96,831.09,32.6712,185000,37,-505.735107421875,37
73.7698,243.66,922.98,31.0336,190000,38,-519.494384765625,38
72.9083,194.82,896.5,31.3256,195000,39,-537.6400756835938,39
72.0579,167.71,801.31,31.3505,200000,40,-542.392578125,40
73.8451,213.21,813.51,31.6164,205000,41,-566.2368774414062,41
73.5424,235.83,961.13,31.2673,210000,42,-582.1201171875,42
72.2285,257.0,736.21,31.4765,215000,43,-597.9435424804688,43
71.961,221.41,840.48,31.0992,220000,44,-604.3067016601562,44
73.7389,221.29,962.68,31.7383,225000,45,-620.7376708984375,45
74.3015,253.87,933.3,31.6747,230000,46,-648.1077880859375,46
72.9521,256.96,955.59,31.2909,235000,47,-667.0943603515625,47
73.9224,204.3,874.73,31.595,240000,48,-673.42578125,48
73.653,234.59,964.89,31.1194,245000,49,-684.1688232421875,49
73.4966,234.67,803.49,31.1621,250000,50,-699.216552734375,50
73.2194,183.99,917.87,31.2441,255000,51,-718.780517578125,51
73.1618,220.17,879.92,30.9035,260000,52,-737.5755615234375,52
73.8912,196.71,765.22,31.5302,265000,53,-754.7166748046875,53
72.8407,221.69,878.31,31.3128,270000,54,-775.754150390625,54
73.5358,262.83,887.22,31.7959,275000,55,-800.8777465820312,55
73.8018,233.27,885.32,31.073,280000,56,-802.4156494140625,56
73.7437,282.74,788.71,31.4198,285000,57,-827.0429077148438,57
74.2139,264.58,898.61,31.6312,290000,58,-851.4024047851562,58
74.2063,262.58,850.17,31.1968,295000,59,-862.1986083984375,59
74.7872,254.1,846.83,31.0822,300000,60,-876.3330078125,60
72.4734,240.13,829.84,31.0939,305000,61,-891.4083862304688,61
73.1173,234.07,830.53,31.5503,310000,62,-926.53271484375,62
75.9382,236.56,815.58,31.6949,315000,63,-948.9158935546875,63
73.5362,263.71,882.65,30.8144,320000,64,-959.8534545898438,64
73.0854,258.89,896.67,30.9611,325000,65,-967.918212890625,65
74.4564,254.01,869.04,30.566,330000,66,-995.5006713867188,66
72.2822,242.93,888.81,30.3241,335000,67,-993.0995483398438,67
72.5727,220.31,902.97,30.922,340000,68,-1035.142333984375,68
72.7844,245.58,904.71,30.4655,345000,69,-1045.3621826171875,69
72.495,247.98,973.83,31.1781,350000,70,-1081.6046142578125,70
74.413,269.88,948.6,31.4157,355000,71,-1102.72412109375,71
75.2194,243.66,958.45,31.5168,360000,72,-1114.456298828125,72
75.6574,251.84,894.63,31.1322,365000,73,-1142.6893310546875,73
73.6995,268.85,910.73,31.0029,370000,74,-1146.20947265625,74
75.5119,256.29,974.35,31.4423,375000,75,-1195.1864013671875,75
72.7247,263.48,994.32,30.7945,380000,76,-1200.4034423828125,76
73.9701,266.55,907.08,31.1229,385000,77,-1223.61669921875,77
74.2009,284.47,997.4,31.3459,390000,78,-1255.963134765625,78
74.5724,276.83,861.6,30.822,395000,79,-1266.781494140625,79
72.9952,250.88,999.57,30.3565,400000,80,-1292.1605224609375,80
74.4438,229.43,939.16,31.0686,405000,81,-1307.41015625,81
74.8899,260.27,942.91,31.5706,410000,82,-1353.45556640625,82
75.5167,246.73,848.2,31.2443,415000,83,-1375.0286865234375,83
74.897,226.77,935.14,30.9358,420000,84,-1392.00048828125,84
74.0975,277.87,962.19,30.8251,425000,85,-1416.912353515625,85
72.5242,277.49,1005.05,30.6564,430000,86,-1424.06494140625,86
74.1161,298.57,848.61,31.2326,435000,87,-1484.0721435546875,87
75.6296,292.75,852.03,31.2881,440000,88,-1505.62890625,88
75.0395,281.3,902.33,31.028,445000,89,-1515.115478515625,89
74.0378,261.53,961.99,30.762,450000,90,-1542.59130859375,90
74.5659,278.23,949.66,30.9348,455000,91,-1557.092529296875,91
73.7967,256.83,909.2,30.765,460000,92,-1596.072509765625,92
73.0716,265.4,949.76,30.8726,465000,93,-1629.5799560546875,93
75.2245,273.88,953.72,31.2396,470000,94,-1655.1651611328125,94
74.497,278.44,951.16,30.7046,475000,95,-1685.2811279296875,95
71.7179,260.88,864.45,30.6873,480000,96,-1685.0828857421875,96
73.1757,287.84,962.03,30.6867,485000,97,-1733.9749755859375,97
74.6808,237.42,949.25,31.0072,490000,98,-1778.2542724609375,98
75.0287,209.53,854.93,30.8791,495000,99,-1800.696533203125,99
72.5172,274.99,865.82,30.8663,500000,100,-1834.8626708984375,100
73.523,273.46,904.03,30.6996,505000,101,-1845.60888671875,101
72.8497,300.54,855.42,30.6577,510000,102,-1880.8763427734375,102
73.2716,289.69,921.49,30.5909,515000,103,-1903.728515625,103
73.9502,304.38,954.08,31.3785,520000,104,-1960.9278564453125,104
75.0739,286.55,848.73,31.3473,525000,105,-1990.5772705078125,105
75.7094,266.96,948.31,31.5779,530000,106,-2027.7314453125,106
75.5815,262.19,909.54,30.7837,535000,107,-2043.6346435546875,107
74.634,297.37,905.6,31.0954,540000,108,-2087.692138671875,108
74.7754,289.11,842.41,30.9395,545000,109,-2124.422119140625,109
75.1569,271.45,853.6,30.9288,550000,110,-2149.616943359375,110
73.0553,282.16,959.31,30.4189,555000,111,-2147.716796875,111
75.5717,260.97,907.57,30.9844,560000,112,-2210.95458984375,112
75.0247,212.37,908.59,30.9914,565000,113,-2237.258544921875,113
74.5969,269.12,841.24,31.4484,570000,114,-2298.416259765625,114
73.7744,297.01,957.44,30.899,575000,115,-2319.157470703125,115
74.981,292.32,954.92,31.1561,580000,116,-2347.4228515625,116
74.6602,277.67,853.49,30.8313,585000,117,-2395.490478515625,117
73.6052,305.32,956.14,30.7883,590000,118,-2394.892822265625,118
75.132,304.86,901.06,30.5207,595000,119,-2476.8466796875,119
74.9361,268.82,956.89,30.8086,600000,120,-2508.427978515625,120
75.1889,292.31,861.63,30.8788,605000,121,-2516.440185546875,121
75.5387,222.08,895.49,31.0755,610000,122,-2576.623779296875,122
74.9445,300.42,904.0,30.9274,615000,123,-2616.993408203125,123
75.1146,316.0,963.41,31.0064,620000,124,-2627.59716796875,124
74.4978,305.77,856.61,30.3486,625000,125,-2681.428466796875,125
75.7078,256.35,898.79,31.0254,630000,126,-2756.845947265625,126
74.6261,268.81,1005.54,30.9543,635000,127,-2773.982666015625,127
75.394,287.24,998.12,31.0916,640000,128,-2838.985107421875,128
73.9607,265.97,853.98,30.2374,645000,129,-2827.349609375,129
74.6121,310.28,1003.2,30.615,650000,130,-2919.685546875,130
75.355,258.79,908.0,30.3846,655000,131,-2913.23291015625,131
74.688,319.68,909.24,30.8939,660000,132,-2999.327392578125,132
75.1362,298.23,865.01,30.7814,665000,133,-3051.48681640625,133
74.4834,268.18,905.12,30.4459,670000,134,-3057.172607421875,134
76.0909,268.87,859.59,31.2011,675000,135,-3121.611083984375,135
75.9488,294.53,850.3,31.1813,680000,136,-3189.426513671875,136
75.5497,290.74,808.73,30.8552,685000,137,-3224.27392578125,137
74.4536,256.5,815.46,30.7547,690000,138,-3286.533447265625,138
75.2469,318.58,899.66,30.7173,695000,139,-3313.2314453125,139
75.4958,290.63,1008.57,30.7684,700000,140,-3360.840087890625,140
73.4878,287.95,948.39,31.0074,705000,141,-3384.183349609375,141
74.7736,311.64,857.53,30.9797,710000,142,-3495.99365234375,142
75.1051,297.72,809.69,30.741,715000,143,-3469.145751953125,143
75.3784,308.27,809.99,30.5024,720000,144,-3519.20068359375,144
74.8081,295.02,808.61,30.6698,725000,145,-3599.916015625,145
75.0481,291.52,668.6,30.8209,730000,146,-3646.222900390625,146
74.6296,307.28,806.85,31.0176,735000,147,-3671.52734375,147
75.0207,296.62,907.68,31.3181,740000,148,-3771.936767578125,148
75.299,270.99,916.84,30.8477,745000,149,-3819.68701171875,149
75.1588,318.01,911.8,30.8582,750000,150,-3850.706787109375,150
75.8869,294.86,763.75,30.5533,755000,151,-3889.1142578125,151
75.9779,275.5,852.95,30.6389,760000,152,-3982.200439453125,152
75.6071,311.19,762.34,30.8336,765000,153,-4036.130859375,153
74.9233,288.04,809.87,30.5958,770000,154,-4115.873046875,154
74.9748,295.3,974.46,30.7906,775000,155,-4107.51611328125,155
75.4902,293.81,863.27,30.5191,780000,156,-4229.125,156
75.007,280.17,710.63,30.6737,785000,157,-4223.1591796875,157
75.1416,246.41,853.06,30.4927,790000,158,-4295.10498046875,158
75.8077,250.87,858.57,30.7819,795000,159,-4353.03662109375,159
75.9489,295.9,908.56,30.8467,800000,160,-4423.56982421875,160
75.611,310.67,815.44,30.8966,805000,161,-4498.11572265625,161
74.5537,234.42,819.65,30.7318,810000,162,-4507.0703125,162
74.4728,322.54,810.05,30.3678,815000,163,-4619.7119140625,163
75.2009,286.83,810.75,30.8819,820000,164,-4697.240234375,164
75.5938,300.79,864.45,30.9151,825000,165,-4771.84228515625,165
76.1565,286.41,765.4,31.0518,830000,166,-4806.3837890625,166
74.9533,304.23,1015.89,31.3465,835000,167,-4788.5517578125,167
74.4719,287.94,807.81,30.6009,840000,168,-4905.61865234375,168
75.1849,295.26,762.5,30.4306,845000,169,-4968.2666015625,169
75.2599,280.77,811.64,30.293,850000,170,-5049.787109375,170
75.7254,286.3,855.18,30.7196,855000,171,-5053.8154296875,171
74.8554,249.45,856.69,30.6021,860000,172,-5183.97900390625,172
74.2313,293.14,862.87,30.2596,865000,173,-5243.31640625,173
75.3785,317.32,912.42,30.4848,870000,174,-5333.857421875,174
75.772,267.89,863.14,30.7061,875000,175,-5381.822265625,175
74.9433,278.74,774.75,30.5589,880000,176,-5467.951171875,176
74.5432,237.05,817.44,31.1638,885000,177,-5489.4130859375,177
75.349,300.13,967.34,31.0056,890000,178,-5682.87451171875,178
75.636,298.55,858.57,30.7494,895000,179,-5669.46533203125,179
75.3314,242.27,662.73,30.6159,900000,180,-5697.48095703125,180
75.0806,280.82,820.94,30.8054,905000,181,-5807.63330078125,181
76.2407,292.38,918.02,30.8649,910000,182,-5878.44189453125,182
75.6249,287.95,859.51,30.7301,915000,183,-6032.35107421875,183
75.2727,293.65,755.94,30.5116,920000,184,-6029.70263671875,184
75.6406,258.34,866.25,30.5716,925000,185,-6094.470703125,185
75.6149,286.87,867.41,30.7062,930000,186,-6209.67529296875,186
75.4386,275.62,866.46,30.9191,935000,187,-6317.73095703125,187
75.7583,296.31,813.52,30.8515,940000,188,-6388.1328125,188
75.1829,279.44,857.67,30.6731,945000,189,-6387.4501953125,189
75.4183,267.49,911.09,30.4516,950000,190,-6559.10400390625,190
74.953,274.14,864.83,30.6424,955000,191,-6605.14453125,191
75.4469,282.94,906.64,30.6004,960000,192,-6618.02783203125,192
75.2805,285.25,761.38,30.5116,965000,193,-6761.97412109375,193
75.6635,300.22,959.09,30.7981,970000,194,-6879.94384765625,194
73.4207,303.32,815.25,30.4161,975000,195,-6889.73681640625,195
75.6399,299.38,1013.62,30.5873,980000,196,-6947.3447265625,196
75.315,305.03,866.14,30.6298,985000,197,-7081.255859375,197
75.6129,256.56,808.13,30.7891,990000,198,-7152.23046875,198
75.1126,266.7,820.15,30.6727,995000,199,-7160.5322265625,199
73.8831,276.57,818.66,30.3364,1000000,200,-7227.130859375,200
75.4938,258.48,824.8,30.5462,1005000,201,-7418.81640625,201
74.998,278.76,766.19,30.3107,1010000,202,-7505.35693359375,202
75.3407,278.23,767.45,30.0067,1015000,203,-7529.29052734375,203
74.8085,306.5,761.67,30.0332,1020000,204,-7568.77685546875,204
74.0692,304.97,914.93,29.8224,1025000,205,-7690.35400390625,205
73.6776,305.35,864.85,30.9611,1030000,206,-7803.4267578125,206
75.3248,305.74,777.41,30.1487,1035000,207,-7950.634765625,207
75.5897,306.26,761.56,30.1857,1040000,208,-7983.8125,208
74.9097,226.0,1010.66,29.7964,1045000,209,-7927.30029296875,209
75.9399,301.49,911.04,30.6156,1050000,210,-8125.91162109375,210
74.585,261.95,859.73,30.2257,1055000,211,-8252.7177734375,211
75.6568,262.06,912.72,30.3007,1060000,212,-8292.6728515625,212
74.4975,275.49,917.17,29.9456,1065000,213,-8377.203125,213
74.5748,270.56,960.15,30.0412,1070000,214,-8448.884765625,214
73.3673,295.54,912.94,30.3278,1075000,215,-8577.4140625,215
75.2469,310.39,912.46,30.3502,1080000,216,-8760.9501953125,216
75.5216,273.5,759.22,30.2735,1085000,217,-8901.2431640625,217
74.9234,257.56,863.57,30.0968,1090000,218,-8781.00390625,218
74.2727,201.53,713.9,30.1043,1095000,219,-8926.3544921875,219
74.4588,252.22,763.76,29.8068,1100000,220,-9030.8994140625,220
75.0299,288.54,710.75,30.0539,1105000,221,-9142.130859375,221
74.8691,246.18,765.03,30.0074,1110000,222,-9186.0478515625,222
73.9968,294.38,815.95,29.9352,1115000,223,-9320.775390625,223
74.0619,274.9,909.35,29.8378,1120000,224,-9381.48046875,224
74.3366,261.29,715.81,29.6491,1125000,225,-9504.1298828125,225
73.5242,247.05,713.15,29.7535,1130000,226,-9540.5673828125,226
75.4944,295.41,813.43,29.803,1135000,227,-9668.244140625,227
74.3508,266.46,816.98,29.4135,1140000,228,-9677.3388671875,228
74.7669,274.91,815.73,30.1025,1145000,229,-9882.7958984375,229
75.311,264.87,914.54,30.311,1150000,230,-9952.779296875,230
74.7384,245.68,816.52,30.2439,1155000,231,-10023.294921875,231
74.6337,269.45,906.63,29.6598,1160000,232,-10096.3828125,232
74.192,292.63,863.27,29.861,1165000,233,-10122.021484375,233
74.6686,240.68,908.39,30.0641,1170000,234,-10262.6328125,234
74.215,255.35,923.97,29.9286,1175000,235,-10356.9169921875,235
71.9648,241.55,765.26,29.6204,1180000,236,-10386.1591796875,236
75.7115,276.68,916.72,30.2572,1185000,237,-10405.3388671875,237
74.6098,291.25,964.85,29.7475,1190000,238,-10479.6513671875,238
75.3711,229.4,868.27,29.8439,1195000,239,-10614.6279296875,239
74.8217,230.85,815.4,29.9463,1200000,240,-10801.8662109375,240
73.8653,277.16,861.29,29.5414,1205000,241,-10777.0390625,241
74.0808,251.89,790.93,30.0755,1210000,242,-10904.833984375,242
74.8208,236.11,866.29,29.9226,1215000,243,-10838.9013671875,243
74.2968,248.75,815.09,29.8252,1220000,244,-10896.5166015625,244
73.4919,250.86,914.76,29.5515,1225000,245,-11213.8193359375,245
74.2243,242.08,811.52,29.6961,1230000,246,-11166.19140625,246
74.3499,282.8,914.23,29.9237,1235000,247,-11433.076171875,247
73.1458,255.4,857.27,29.663,1240000,248,-11303.7900390625,248
74.9755,231.2,815.11,29.7339,1245000,249,-11275.80078125,249
74.5777,245.12,765.18,29.0734,1250000,250,-11464.4697265625,250
74.055,251.87,921.18,29.9647,1255000,251,-11624.0556640625,251
73.3257,268.99,868.77,29.4922,1260000,252,-11509.259765625,252
73.6481,286.02,848.93,29.9349,1265000,253,-11692.5,253
74.6985,272.36,868.47,30.223,1270000,254,-11883.296875,254
75.3535,246.26,812.39,30.0041,1275000,255,-11873.29296875,255
75.3358,291.35,867.08,30.3432,1280000,256,-12084.412109375,256
74.1106,206.27,660.26,29.4673,1285000,257,-11783.677734375,257
74.9729,260.27,969.68,30.0115,1290000,258,-12022.84375,258
74.0138,245.0,963.7,29.491,1295000,259,-11948.169921875,259
72.9861,290.93,762.6,29.953,1300000,260,-12228.79296875,260
74.2053,247.71,764.01,29.6094,1305000,261,-12253.6337890625,261
74.1815,244.18,815.17,29.7407,1310000,262,-12265.8974609375,262
73.5004,245.99,803.86,29.5192,1315000,263,-12314.818359375,263
74.0682,267.02,713.76,29.6513,1320000,264,-12493.36328125,264
73.8717,265.99,812.84,29.3839,1325000,265,-12537.7265625,265
74.5876,239.98,779.16,29.7387,1330000,266,-12586.0087890625,266
74.5441,210.65,816.82,29.7516,1335000,267,-12711.3359375,267
74.3513,234.86,765.83,29.3659,1340000,268,-12904.6611328125,268
73.7233,260.47,809.04,29.9553,1345000,269,-12835.759765625,269
74.5809,247.81,869.69,29.6933,1350000,270,-13027.642578125,270
74.6862,234.81,813.27,29.732,1355000,271,-12959.2626953125,271
75.8207,237.49,758.57,29.9301,1360000,272,-13259.9921875,272
76.2953,251.94,864.52,30.1578,1365000,273,-13155.986328125,273
74.2255,211.74,764.47,29.34,1370000,274,-13167.3935546875,274
74.7538,203.58,907.61,29.6069,1375000,275,-13409.7216796875,275
74.1825,226.79,866.59,30.0335,1380000,276,-13389.1318359375,276
74.9333,257.73,614.05,29.4605,1385000,277,-13411.861328125,277
74.9352,218.62,898.63,29.7989,1390000,278,-13700.3193359375,278
74.5967,187.59,714.21,29.7187,1395000,279,-13626.0712890625,279
74.7537,207.11,862.61,29.5651,1400000,280,-13704.892578125,280
74.4682,199.5,904.29,29.881,1405000,281,-13773.130859375,281
74.9918,190.49,870.71,29.6594,1410000,282,-13827.53515625,282
75.4837,224.62,856.79,29.9512,1415000,283,-13856.87109375,283
74.6226,213.98,856.96,29.2274,1420000,284,-14018.8857421875,284
73.9252,152.71,767.26,29.8141,1425000,285,-14074.380859375,285
75.4759,220.81,698.58,30.3545,1430000,286,-14154.541015625,286
74.8595,179.25,757.55,29.815,1435000,287,-14216.1181640625,287
74.9343,196.85,767.95,29.7612,1440000,288,-14458.400390625,288
75.0828,187.12,857.59,30.1224,1445000,289,-14398.720703125,289
75.3148,230.6,839.29,30.6007,1450000,290,-14545.505859375,290
75.0615,228.27,713.1,30.3324,1455000,291,-14359.6513671875,291
74.2998,189.99,952.6,29.9775,1460000,292,-14565.85546875,292
74.9177,239.48,759.71,30.1933,1465000,293,-14719.076171875,293
75.03,208.21,912.56,30.2344,1470000,294,-15022.2099609375,294
75.5321,169.59,857.34,30.2511,1475000,295,-14933.986328125,295
74.8527,145.87,806.61,29.9025,1480000,296,-14800.6396484375,296
74.9565,188.66,908.2,29.7969,1485000,297,-15032.998046875,297
74.7756,270.21,866.95,29.8304,1490000,298,-15042.2099609375,298
74.576,177.54,777.18,30.2287,1495000,299,-15336.390625,299
75.2149,260.25,718.52,30.9312,1500000,300,-15160.0009765625,300
74.6222,223.19,902.11,29.9804,1505000,301,-15434.9501953125,301
75.0483,221.3,866.82,29.9592,1510000,302,-15340.3525390625,302
74.6132,139.5,908.42,30.3607,1515000,303,-15508.6171875,303
73.6973,236.23,755.35,31.5177,1520000,304,-15449.0205078125,304
75.1896,270.58,763.37,29.8227,1525000,305,-15498.44921875,305
75.2353,180.79,849.52,30.2224,1530000,306,-15856.82421875,306
74.5332,194.16,712.25,29.9325,1535000,307,-15730.26953125,307
75.2255,130.31,850.55,30.0822,1540000,308,-15940.5654296875,308
75.4301,189.67,849.86,29.455,1545000,309,-16059.9521484375,309
75.4929,281.54,844.93,30.1926,1550000,310,-16111.3583984375,310
75.2559,235.13,853.54,30.3774,1555000,311,-16298.740234375,311
75.502,208.42,687.34,30.3414,1560000,312,-16573.986328125,312
73.7813,122.17,655.59,29.4267,1565000,313,-16277.0458984375,313
75.0647,225.14,595.21,30.3423,1570000,314,-16799.693359375,314
74.4284,228.21,703.87,30.0099,1575000,315,-16421.48828125,315
75.515,239.25,825.44,29.8782,1580000,316,-16637.86328125,316
75.1132,211.08,754.43,30.3039,1585000,317,-16771.439453125,317
75.1735,204.75,907.47,29.7778,1590000,318,-16528.44921875,318
74.9441,235.42,711.9,29.7016,1595000,319,-16772.322265625,319
74.9482,213.84,706.24,30.0717,1600000,320,-17028.50390625,320
74.2806,185.87,853.94,29.9274,1605000,321,-17021.3046875,321
74.493,275.29,829.22,29.8617,1610000,322,-17170.029296875,322
73.545,187.32,752.13,29.1077,1615000,323,-16968.193359375,323
75.0487,195.56,909.39,29.7616,1620000,324,-17193.978515625,324
75.1768,244.0,777.82,30.5376,1625000,325,-17492.2421875,325
75.3798,228.07,745.02,30.1837,1630000,326,-17490.810546875,326
75.6278,244.19,844.87,30.0595,1635000,327,-17671.37890625,327
75.3219,237.1,862.48,48.5341,1640000,328,-17430.232421875,328
75.4274,202.08,838.37,30.2716,1645000,329,-17581.740234375,329
74.0929,195.67,861.47,30.8463,1650000,330,-17423.099609375,330
75.7234,238.81,799.91,30.9334,1655000,331,-17696.904296875,331
74.7977,148.5,802.4,31.6155,1660000,332,-17689.537109375,332
75.9486,217.42,840.96,30.1491,1665000,333,-17884.060546875,333
75.4729,249.54,712.02,30.1528,1670000,334,-17880.8515625,334
75.6274,233.83,678.54,30.1277,1675000,335,-18056.599609375,335
75.3428,213.09,714.07,29.6606,1680000,336,-18053.056640625,336
75.6212,200.15,641.22,29.9007,1685000,337,-18077.708984375,337
74.3045,210.19,817.41,29.904,1690000,338,-17907.73828125,338
74.8969,157.44,634.74,30.0234,1695000,339,-18314.982421875,339
75.1778,197.95,564.34,30.1471,1700000,340,-18108.662109375,340
74.8485,227.48,809.8,30.1065,1705000,341,-18373.8046875,341
75.2561,181.58,864.99,30.0474,1710000,342,-18224.783203125,342
74.8585,211.69,848.92,29.7671,1715000,343,-18290.10546875,343
74.5309,208.18,708.72,29.9007,1720000,344,-18279.296875,344
75.1712,158.95,806.57,29.7538,1725000,345,-18384.732421875,345
74.927,174.18,756.0,29.9795,1730000,346,-18509.15234375,346
74.2946,206.9,756.06,29.9296,1735000,347,-18444.892578125,347
74.7685,271.51,715.42,29.6933,1740000,348,-18556.228515625,348
74.9351,235.17,694.08,31.6437,1745000,349,-18424.638671875,349
75.1384,162.18,712.11,30.082,1750000,350,-18723.69140625,350
74.9491,193.36,707.45,30.1879,1755000,351,-18488.201171875,351
75.5807,204.05,892.9,30.2865,1760000,352,-18846.09765625,352
75.6679,257.43,649.71,29.716,1765000,353,-18451.755859375,353
74.9892,204.99,617.72,29.4585,1770000,354,-18566.57421875,354
74.6876,190.12,911.53,30.1833,1775000,355,-18731.716796875,355
74.4758,202.1,549.61,29.8109,1780000,356,-18724.94921875,356
75.074,231.76,569.59,29.7936,1785000,357,-18761.43359375,357
74.3214,229.56,753.31,29.8732,1790000,358,-18612.080078125,358
74.937,219.96,849.47,29.9121,1795000,359,-18809.529296875,359
75.5028,156.78,698.04,30.5114,1800000,360,-18773.763671875,360
74.3542,210.33,810.58,29.7601,1805000,361,-18667.994140625,361
75.4892,219.23,755.07,30.1692,1810000,362,-18895.54296875,362
74.9748,187.25,753.4,33.3876,1815000,363,-18718.478515625,363
76.1653,266.16,907.93,30.3688,1820000,364,-18889.548828125,364
75.1454,148.86,732.71,30.4418,1825000,365,-18848.55859375,365
74.3604,197.95,856.81,30.028,1830000,366,-18823.015625,366
75.0919,244.76,853.89,30.2223,1835000,367,-18964.83984375,367
75.7146,250.38,896.35,30.1342,1840000,368,-18852.6640625,368
74.8119,199.89,910.37,31.0651,1845000,369,-18795.45703125,369
75.5575,204.07,708.76,30.228,1850000,370,-18868.66796875,370
75.2166,223.7,764.71,29.9497,1855000,371,-18935.73828125,371
74.9861,203.29,611.72,30.1189,1860000,372,-18791.41796875,372
74.4004,241.62,859.88,31.0695,1865000,373,-18814.6171875,373
75.8007,260.47,916.09,30.4957,1870000,374,-19047.6484375,374
75.1837,209.46,813.48,29.7409,1875000,375,-18927.486328125,375
76.0985,220.24,715.26,30.3501,1880000,376,-18980.640625,376
75.2372,199.14,718.56,30.4164,1885000,377,-19078.2265625,377
75.3144,274.46,763.78,30.5449,1890000,378,-19070.314453125,378
75.0594,301.48,813.72,30.6636,1895000,379,-19142.28515625,379
75.1112,195.95,868.45,30.029,1900000,380,-18993.6015625,380
74.1856,280.09,808.63,34.1643,1905000,381,-19023.1640625,381
75.2049,266.02,854.74,30.4053,1910000,382,-19000.798828125,382
74.8466,218.19,723.95,30.347,1915000,383,-19170.666015625,383
74.6692,287.99,861.46,30.333,1920000,384,-19088.216796875,384
75.4838,249.78,902.98,30.5915,1925000,385,-19113.1796875,385
75.5223,260.53,951.02,32.113,1930000,386,-19099.73046875,386
75.2423,289.28,756.22,30.4501,1935000,387,-19043.1328125,387
74.959,266.93,706.38,30.1262,1940000,388,-19022.990234375,388
75.1113,166.76,905.89,30.3569,1945000,389,-19022.98828125,389
74.7904,225.99,909.05,30.2982,1950000,390,-19191.765625,390
74.6967,266.87,858.2,30.0832,1955000,391,-19115.53125,391
75.3076,230.32,834.89,29.7329,1960000,392,-19073.173828125,392
75.4925,265.07,808.86,32.148,1965000,393,-19096.638671875,393
75.4099,226.33,753.97,30.515,1970000,394,-19220.7265625,394
75.0339,276.8,913.25,30.2355,1975000,395,-19161.21484375,395
74.3083,276.01,762.37,30.332,1980000,396,-19180.931640625,396
75.1572,197.8,812.16,30.5705,1985000,397,-19141.064453125,397
75.1749,209.44,751.7,30.5769,1990000,398,-19212.685546875,398
75.4222,202.43,905.22,30.5602,1995000,399,-19198.23046875,399
74.9621,206.61,815.82,30.1673,2000000,400,-19145.751953125,400
74.6594,180.85,807.52,30.1754,2005000,401,-19129.763671875,401
74.6657,245.25,809.24,30.1293,2010000,402,-19105.384765625,402
75.1628,203.35,798.88,30.1343,2015000,403,-19173.287109375,403
74.4473,183.21,923.62,29.9148,2020000,404,-19196.689453125,404
75.5718,248.67,856.59,30.3262,2025000,405,-19185.71875,405
75.8339,210.54,950.79,30.5371,2030000,406,-19224.400390625,406
75.4649,265.2,759.35,30.6525,2035000,407,-19268.228515625,407
74.7529,196.35,838.77,31.5128,2040000,408,-19270.880859375,408
