Itration,Running Reverse KL,Running Update Time,Reward Loss,Real Sto Return,Running Forward KL,Real Det Return,Running Env Steps
382,41.2939,382,-10155.7978515625,5005.52,64.5058,5074.4,1910000
383,47.7224,383,-11655.58984375,4084.63,65.7175,5293.33,1915000
384,44.9298,384,-11466.7509765625,4913.43,65.9985,4966.37,1920000
385,40.5699,385,-9765.4150390625,3830.98,64.7712,3906.3,1925000
386,44.0875,386,-11136.8408203125,4251.35,66.1563,4625.76,1930000
387,39.0466,387,-10518.09375,4047.85,64.442,4415.23,1935000
388,39.7702,388,-10754.7158203125,4146.02,65.1357,3979.67,1940000
389,39.0815,389,-10094.5693359375,4067.99,64.1497,4522.1,1945000
390,42.9553,390,-11358.580078125,3014.15,64.2839,4304.17,1950000
391,44.4655,391,-9555.5087890625,3872.82,65.6294,3765.02,1955000
392,46.9316,392,-11807.5693359375,4264.49,65.9579,4128.38,1960000
393,39.5883,393,-10910.3916015625,3145.02,63.1213,3204.12,1965000
394,36.5418,394,-10324.619140625,2057.37,64.7421,2225.58,1970000
395,39.84,395,-10463.1689453125,3565.28,64.914,4145.71,1975000
396,38.7725,396,-10596.892578125,3157.53,64.0634,4186.27,1980000
397,44.0226,397,-11007.6142578125,4033.87,66.1904,4619.03,1985000
398,39.9115,398,-10881.626953125,3599.01,65.5899,3386.31,1990000
399,38.8131,399,-10351.4326171875,3403.15,65.1424,4261.98,1995000
400,43.5948,400,-11472.4619140625,4161.68,65.0763,4140.62,2000000
401,45.1782,401,-11331.142578125,3526.83,66.027,4241.71,2005000
402,46.4952,402,-11913.96875,3313.68,66.5683,5028.26,2010000
403,54.5822,403,-11503.0517578125,3049.16,72.4979,3478.19,2015000
404,55.7571,404,-11868.064453125,5226.27,71.0494,5427.05,2020000
405,55.2661,405,-11487.447265625,5378.06,68.6362,5807.7,2025000
406,54.2745,406,-11907.203125,4540.31,69.0985,5129.68,2030000
407,44.7041,407,-11180.4814453125,4184.34,65.1355,5312.57,2035000
408,48.8064,408,-12131.361328125,4149.64,67.2806,4276.67,2040000
409,37.8233,409,-10304.26171875,4340.83,63.8118,5018.02,2045000
410,39.4942,410,-11011.1201171875,3975.52,63.1583,3977.28,2050000
411,38.8086,411,-11228.369140625,3726.12,64.4061,5027.28,2055000
412,42.8524,412,-11667.896484375,4012.73,64.2165,4263.46,2060000
413,41.0138,413,-11657.890625,3833.16,64.0429,5201.49,2065000
414,40.7451,414,-11475.203125,4557.14,62.6476,5282.55,2070000
415,39.3131,415,-10377.2734375,2653.32,65.2924,3596.12,2075000
416,42.2389,416,-11545.6982421875,3842.76,64.0882,4817.92,2080000
417,48.8879,417,-11979.51171875,4304.26,69.2569,4848.92,2085000
418,50.1015,418,-11990.71484375,5274.44,66.995,5664.47,2090000
419,45.5512,419,-11413.53515625,3580.28,65.6992,4865.5,2095000
420,41.7997,420,-11486.4404296875,3351.28,65.2687,3969.23,2100000
421,42.8622,421,-11851.63671875,3169.44,67.1867,3742.6,2105000
422,38.1633,422,-10450.0576171875,3316.41,66.1693,4049.75,2110000
423,38.243,423,-9177.6748046875,3495.07,65.4781,4119.53,2115000
424,44.3805,424,-11358.5244140625,2360.1,68.2339,4214.99,2120000
425,39.2101,425,-10411.38671875,3183.5,64.9032,4214.61,2125000
426,46.9909,426,-11804.2294921875,4384.15,67.6055,4555.15,2130000
427,41.7917,427,-11147.865234375,3049.16,65.7767,4392.95,2135000
428,42.532,428,-11642.2578125,4357.29,66.8371,4427.86,2140000
429,40.811,429,-11511.2021484375,3883.28,65.5263,3970.33,2145000
430,39.2576,430,-10628.177734375,3033.59,65.0634,3945.29,2150000
431,42.5713,431,-12219.2685546875,3799.93,65.7431,4213.37,2155000
432,38.6204,432,-10985.3603515625,4248.92,64.8483,4201.55,2160000
433,38.5151,433,-11138.5361328125,2473.79,66.4421,4358.0,2165000
434,41.2747,434,-11734.623046875,3622.57,65.2203,4649.24,2170000
435,37.9439,435,-10617.9736328125,3983.42,65.288,4026.5,2175000
436,41.4337,436,-12418.173828125,4247.21,66.1552,5554.86,2180000
437,41.89,437,-11627.265625,3550.63,65.6072,4903.82,2185000
438,38.914,438,-11914.0166015625,3623.34,66.2161,3839.31,2190000
439,44.1175,439,-12356.6494140625,3942.46,65.7159,4760.58,2195000
440,42.7513,440,-12585.0029296875,4041.33,65.786,4448.54,2200000
441,42.8239,441,-12109.765625,4602.17,64.7426,4705.55,2205000
442,40.5278,442,-11272.38671875,3634.25,64.0096,4013.12,2210000
443,43.9349,443,-12702.96875,4354.15,65.8193,5389.51,2215000
444,44.9787,444,-12101.705078125,4874.66,65.7261,4632.55,2220000
445,44.695,445,-12857.1142578125,4229.79,65.6937,5142.13,2225000
446,45.4856,446,-12893.158203125,3966.49,67.4231,5094.32,2230000
447,40.8091,447,-12049.583984375,3798.35,64.4717,5398.43,2235000
448,39.4727,448,-12456.8251953125,4182.91,65.0939,5027.6,2240000
449,45.0741,449,-12632.470703125,4138.45,63.3693,5424.16,2245000
450,45.283,450,-13051.037109375,4051.59,67.9848,5436.55,2250000
451,46.4045,451,-13145.6923828125,3503.82,67.1108,5223.44,2255000
452,44.1591,452,-12385.9599609375,3933.42,66.1447,4879.49,2260000
453,43.343,453,-12944.15625,4563.31,65.8918,5113.74,2265000
454,49.5888,454,-13372.7724609375,3766.37,66.635,4408.88,2270000
455,43.7696,455,-12300.7548828125,4440.65,64.5694,4793.7,2275000
456,45.7195,456,-13098.2822265625,3960.94,65.081,5063.54,2280000
457,48.821,457,-13102.7197265625,4222.32,65.3936,4810.19,2285000
458,40.2731,458,-11846.5439453125,2917.96,63.8466,3757.79,2290000
459,45.0808,459,-12124.3701171875,3774.71,64.609,4266.91,2295000
460,45.1027,460,-12832.662109375,3969.79,63.854,4293.38,2300000
461,47.3698,461,-13178.169921875,4393.4,65.4141,4690.5,2305000
462,42.2042,462,-11817.798828125,3999.71,64.9528,4108.41,2310000
463,47.1952,463,-13095.802734375,3473.4,65.53,5439.8,2315000
464,44.3234,464,-12953.3154296875,4759.84,65.0115,5078.35,2320000
465,42.0532,465,-11461.5478515625,2811.66,63.1996,4475.97,2325000
466,43.1251,466,-12517.8017578125,3556.0,63.6472,4547.93,2330000
467,45.2232,467,-12597.3837890625,4382.05,65.2868,4131.19,2335000
468,46.3476,468,-12210.693359375,4234.32,65.0418,5368.69,2340000
469,49.9436,469,-13139.5947265625,4399.84,64.7024,5495.77,2345000
470,42.5107,470,-11921.46875,3631.2,64.2996,4114.29,2350000
471,47.7382,471,-13405.4775390625,4153.68,64.5177,5148.53,2355000
472,47.6146,472,-13397.384765625,3655.98,66.9582,5045.03,2360000
473,47.2359,473,-13427.3017578125,4196.96,65.7975,5555.52,2365000
474,51.8706,474,-13193.208984375,4521.95,68.7741,4721.62,2370000
475,43.1522,475,-12633.6005859375,3907.29,66.1013,4503.81,2375000
476,52.4792,476,-11901.7900390625,3807.49,66.4814,3869.54,2380000
477,46.2434,477,-13010.7919921875,3938.16,66.9419,4444.67,2385000
478,49.5005,478,-13454.8720703125,3166.64,67.907,4730.0,2390000
479,48.5621,479,-13447.583984375,4243.77,68.5803,4529.53,2395000
480,51.2766,480,-13270.2734375,3557.82,68.7531,3511.34,2400000
481,46.6113,481,-12742.7197265625,4139.05,66.2214,4489.73,2405000
482,46.3584,482,-12750.9521484375,4079.91,64.8649,4905.15,2410000
483,53.9168,483,-13859.361328125,4700.81,67.7644,3929.44,2415000
484,46.4014,484,-12451.5517578125,4528.91,64.2187,5113.93,2420000
485,50.6229,485,-13329.9482421875,4790.35,67.041,4797.73,2425000
486,53.3943,486,-12540.140625,3407.76,65.2357,4587.84,2430000
487,51.046,487,-13460.509765625,4475.9,66.3408,4910.31,2435000
488,52.4929,488,-13247.91796875,4267.36,66.2878,5051.63,2440000
489,57.0499,489,-13674.400390625,4246.85,68.9367,5182.66,2445000
490,51.0615,490,-13172.7470703125,4669.16,65.9156,5657.5,2450000
491,54.2532,491,-13598.794921875,3334.23,68.3342,4635.5,2455000
492,47.5769,492,-13560.779296875,3890.31,65.1448,4782.38,2460000
493,61.0328,493,-13385.8642578125,4190.76,69.166,5495.33,2465000
494,51.2221,494,-12859.728515625,3761.08,66.0934,3581.51,2470000
495,52.7732,495,-13342.619140625,4422.05,66.8775,5296.7,2475000
496,56.7785,496,-14107.703125,3940.51,69.9264,4221.25,2480000
497,58.3158,497,-13226.416015625,4688.83,68.2639,5206.46,2485000
498,48.8607,498,-13308.3759765625,4882.78,66.3686,4587.83,2490000
499,54.3959,499,-12475.998046875,4746.8,67.0395,4817.21,2495000
500,48.0198,500,-13142.72265625,4591.72,67.4051,4522.47,2500000
501,47.0396,501,-13537.3623046875,3559.38,66.6793,4481.54,2505000
502,49.5957,502,-12699.5869140625,3838.78,66.9742,4680.26,2510000
503,52.6259,503,-13922.6845703125,3948.41,68.9997,4738.4,2515000
504,64.2776,504,-13440.8935546875,4405.33,68.4089,3696.03,2520000
505,53.9247,505,-13595.8251953125,3911.7,66.8005,4279.62,2525000
506,58.8706,506,-13821.7060546875,4367.32,68.2636,4886.0,2530000
507,52.6462,507,-13975.314453125,4433.39,67.1361,5263.01,2535000
508,58.1799,508,-14119.060546875,4764.93,68.3169,5225.22,2540000
509,56.4512,509,-14271.4765625,4864.94,69.1453,4725.29,2545000
510,50.2034,510,-13054.349609375,4494.98,66.5045,4044.96,2550000
511,49.2003,511,-13545.4677734375,3756.28,68.2626,4016.18,2555000
512,50.1765,512,-13597.58984375,3866.02,65.7226,5153.04,2560000
513,52.7125,513,-13701.5302734375,2589.4,69.4235,4398.55,2565000
514,48.3839,514,-14009.3994140625,2629.76,66.926,3287.71,2570000
515,47.9438,515,-13994.9326171875,4147.2,66.7959,4713.55,2575000
516,47.2601,516,-13417.54296875,3637.04,66.1851,3820.05,2580000
517,45.0452,517,-13221.708984375,4045.91,66.5799,3958.38,2585000
518,49.3223,518,-13101.8125,4114.09,66.5556,3880.39,2590000
519,49.3605,519,-13259.7275390625,4034.96,68.5261,5231.98,2595000
520,58.2092,520,-14117.265625,4948.84,70.9219,4894.16,2600000
521,55.782,521,-13960.6875,4502.53,69.082,5435.56,2605000
522,52.7536,522,-14032.5791015625,4613.69,68.6095,5466.91,2610000
523,49.4038,523,-13640.4462890625,4624.6,67.7669,5060.94,2615000
524,55.9343,524,-13989.078125,4804.51,68.0195,5503.12,2620000
525,47.1695,525,-13053.484375,4961.35,65.9882,5121.09,2625000
526,49.7346,526,-13952.380859375,4164.65,67.1818,4536.78,2630000
527,52.8054,527,-13294.3076171875,4269.92,69.6259,5103.28,2635000
528,63.2735,528,-14395.4453125,4661.78,73.9321,5087.17,2640000
529,58.295,529,-14333.2841796875,4515.97,70.5522,5633.92,2645000
530,55.9083,530,-14179.92578125,4400.27,70.0178,5391.32,2650000
531,54.0005,531,-14434.4375,5352.03,70.8542,5667.68,2655000
532,51.7091,532,-13637.0380859375,4927.1,69.2062,5313.53,2660000
533,56.3552,533,-13954.4912109375,4750.13,69.4672,5153.49,2665000
534,55.6475,534,-14120.1328125,5169.78,69.8599,5349.36,2670000
535,55.7881,535,-14152.0439453125,4349.54,68.7811,4616.39,2675000
536,59.9806,536,-14614.654296875,4573.36,72.8869,4982.65,2680000
537,53.5748,537,-14330.65625,5124.44,68.2705,5504.92,2685000
538,49.8544,538,-14180.6279296875,4785.11,67.9418,4866.19,2690000
539,53.5379,539,-14206.1298828125,4783.62,68.8075,5579.88,2695000
540,56.5403,540,-14512.0498046875,5232.18,71.6461,5559.34,2700000
541,52.1454,541,-14368.826171875,4164.74,68.8714,4556.0,2705000
542,54.5347,542,-13371.15234375,4818.31,66.3877,5271.9,2710000
543,53.8716,543,-13437.013671875,5180.33,68.289,5462.5,2715000
544,54.9025,544,-14147.669921875,4698.79,69.5348,5066.64,2720000
545,52.9411,545,-14625.296875,5191.09,68.1824,5608.4,2725000
546,51.9745,546,-14408.2060546875,3916.47,68.1535,4556.99,2730000
547,50.9771,547,-12758.1513671875,4187.03,67.46,5081.13,2735000
548,49.6744,548,-13184.9267578125,4136.3,67.3628,4316.5,2740000
549,53.5839,549,-12956.400390625,4658.43,65.4592,4105.16,2745000
550,49.1106,550,-14382.4794921875,3731.16,67.5436,3853.66,2750000
551,51.6219,551,-14606.1474609375,4701.62,67.0957,4502.65,2755000
552,48.1672,552,-14083.4296875,3689.51,67.0428,4689.6,2760000
553,48.8366,553,-14058.0791015625,4082.12,67.5527,4306.51,2765000
554,54.5502,554,-14603.91796875,4143.47,68.2575,4965.02,2770000
555,48.0594,555,-14332.16015625,3824.34,66.6718,4399.93,2775000
556,43.1623,556,-13691.228515625,3241.01,65.1581,4365.53,2780000
557,47.2017,557,-13860.4814453125,4754.41,66.8951,4982.1,2785000
558,53.8008,558,-14913.5625,4818.65,68.9884,4362.76,2790000
559,48.4867,559,-13499.240234375,3857.95,65.7585,5360.15,2795000
560,48.162,560,-14055.4267578125,4757.68,66.0989,4426.89,2800000
561,57.3154,561,-14938.224609375,4383.86,70.7837,5013.0,2805000
562,57.4506,562,-14826.1982421875,5193.0,69.7756,5009.98,2810000
563,55.1925,563,-15035.298828125,3951.78,69.9547,5116.22,2815000
564,78.7347,564,-14477.5126953125,3572.54,81.5007,4491.49,2820000
565,69.636,565,-15081.6162109375,5040.15,76.4635,5856.01,2825000
566,65.1948,566,-15202.4951171875,4572.2,74.552,5768.99,2830000
567,63.5212,567,-15266.8212890625,4969.14,73.9565,5412.8,2835000
568,59.3946,568,-15328.6083984375,4585.01,71.0362,5059.21,2840000
569,61.6536,569,-12294.8681640625,575.57,79.5487,503.38,2845000
570,72.4571,570,-14873.146484375,5063.97,79.6747,5651.49,2850000
571,64.6978,571,-15129.4345703125,5484.79,75.7697,5752.19,2855000
572,63.8159,572,-15344.14453125,5197.33,73.2548,5729.17,2860000
573,65.7033,573,-15593.2216796875,5176.18,74.0555,5889.95,2865000
574,58.8712,574,-15210.3740234375,5386.49,70.6703,6134.03,2870000
575,64.4661,575,-15481.294921875,5044.29,72.2428,6165.51,2875000
576,58.0602,576,-14998.3232421875,4809.57,68.8666,5720.62,2880000
577,57.0941,577,-15370.640625,4257.66,69.0645,5479.84,2885000
578,40.0447,578,-12298.912109375,2492.47,64.9036,2519.48,2890000
579,70.0446,579,-15638.263671875,4527.15,75.4594,5334.18,2895000
580,61.5823,580,-15160.970703125,5118.34,71.3947,6082.53,2900000
581,66.9876,581,-15156.1123046875,4817.24,73.8834,5482.74,2905000
582,63.0199,582,-15384.9638671875,4840.59,72.1228,5268.25,2910000
583,57.6626,583,-15206.4990234375,5107.95,69.4133,5418.2,2915000
584,62.9243,584,-15596.521484375,5220.66,74.237,5406.04,2920000
585,51.8446,585,-14677.6982421875,4032.35,67.8381,3810.93,2925000
586,54.066,586,-14497.08203125,4859.75,69.9274,4718.6,2930000
587,53.4076,587,-14719.087890625,2245.21,70.5019,2573.39,2935000
588,55.2822,588,-15425.7373046875,4220.38,70.3297,5020.26,2940000
589,48.2094,589,-14115.458984375,4756.83,66.4582,4697.36,2945000
590,44.6011,590,-13907.9228515625,4243.26,66.23,5083.03,2950000
591,50.7693,591,-14362.4990234375,4447.3,69.3115,5108.38,2955000
592,54.5447,592,-14950.0654296875,4511.76,68.4582,5541.24,2960000
593,53.8419,593,-14970.3251953125,4725.08,68.4478,5247.19,2965000
594,51.7667,594,-14883.39453125,4743.65,67.458,4427.13,2970000
595,56.2174,595,-14958.421875,4647.09,69.8216,5136.64,2975000
596,52.2748,596,-14719.826171875,4619.5,67.5049,5386.36,2980000
597,47.4324,597,-13787.6337890625,4442.62,67.293,4999.2,2985000
598,46.486,598,-13831.4755859375,4232.2,66.5958,4476.03,2990000
599,52.4655,599,-15151.3779296875,4142.07,68.1801,5302.0,2995000
