Real Sto Return,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Itration,Running Update Time,Running Reverse KL
2996.22,3384.49,270000,-1548.3123779296875,44.7668,54,54,15.4985
2977.69,3116.31,275000,-1304.935791015625,44.2272,55,55,16.5161
3210.53,3373.41,280000,-1295.211181640625,44.0753,56,56,15.1425
2928.76,3363.1,285000,-1400.9061279296875,44.2042,57,57,15.8104
3041.74,3278.41,290000,-1340.8890380859375,44.0352,58,58,15.4348
2817.19,3224.61,295000,-1497.735595703125,43.1907,59,59,14.9448
2807.59,3251.28,300000,-1445.46337890625,44.1362,60,60,14.9801
3078.07,3255.8,305000,-1450.135009765625,44.6012,61,61,15.1574
2763.55,3360.68,310000,-1602.0936279296875,43.8134,62,62,14.5002
3165.11,3183.83,315000,-1520.718505859375,44.5387,63,63,15.2625
1546.34,304.96,320000,-2202.74755859375,45.7536,64,64,29.6214
3433.8,3493.87,325000,-1453.1705322265625,43.8784,65,65,15.118
3298.07,3491.82,330000,-1596.2869873046875,42.6358,66,66,13.4393
3070.14,3230.47,335000,-1751.270751953125,44.0636,67,67,14.0788
2656.57,3455.18,340000,-1902.41455078125,43.2211,68,68,13.431
3185.45,3590.45,345000,-1669.1539306640625,44.2554,69,69,15.3892
3181.13,3501.68,350000,-1858.413330078125,43.7618,70,70,13.01
2632.34,3482.84,355000,-1910.734375,43.9161,71,71,13.1774
2990.73,3595.44,360000,-2026.1993408203125,44.2004,72,72,14.0364
3465.5,3571.42,365000,-1859.4462890625,44.4548,73,73,16.5138
2897.19,3537.19,370000,-1840.006103515625,43.3743,74,74,12.9751
3181.47,3469.36,375000,-1916.8289794921875,43.6627,75,75,14.4923
3064.69,3470.86,380000,-1907.578125,43.7565,76,76,14.7996
3474.66,3526.55,385000,-1877.614013671875,43.4818,77,77,14.7741
3466.43,3501.04,390000,-1939.3616943359375,43.6448,78,78,15.3997
3381.53,3606.44,395000,-1877.414794921875,43.8763,79,79,15.7305
3250.91,3642.01,400000,-1961.28466796875,43.2836,80,80,14.7132
3541.6,3497.55,405000,-1943.0662841796875,43.7747,81,81,16.4035
3229.07,3502.74,410000,-1993.6737060546875,44.2534,82,82,16.9863
3351.87,3053.27,415000,-2227.402587890625,43.8179,83,83,14.02
2939.15,2995.9,420000,-1999.1160888671875,43.1736,84,84,13.4725
3500.36,3505.48,425000,-1971.4345703125,44.0358,85,85,16.1941
3347.43,3397.86,430000,-2112.564697265625,44.3128,86,86,14.1559
2890.88,3584.58,435000,-2098.559814453125,43.576,87,87,14.7203
3225.85,3555.64,440000,-2244.2890625,43.7874,88,88,14.2937
3516.33,3575.25,445000,-2154.18115234375,43.4437,89,89,14.1162
3232.11,3495.16,450000,-2212.819580078125,43.6813,90,90,15.3693
3538.48,3619.02,455000,-2270.6728515625,43.8469,91,91,14.8635
3501.41,3424.02,460000,-2228.901611328125,43.3276,92,92,14.9633
3562.24,3468.38,465000,-2218.2587890625,43.5628,93,93,14.5808
3467.81,3585.59,470000,-2265.545166015625,43.7263,94,94,14.3041
3525.34,3668.45,475000,-2296.154541015625,42.5161,95,95,13.569
3575.43,3565.79,480000,-2324.0693359375,43.3691,96,96,15.0472
3541.11,3550.7,485000,-2375.9384765625,43.8594,97,97,15.2274
3572.65,3539.56,490000,-2403.36767578125,43.6784,98,98,15.5281
3665.43,3700.09,495000,-2337.871337890625,43.3757,99,99,14.9974
3270.37,3540.72,500000,-2476.187744140625,43.4989,100,100,15.3962
3516.88,3626.5,505000,-2491.44091796875,43.936,101,101,15.3505
3471.43,3679.15,510000,-2542.276611328125,43.4625,102,102,14.9238
3681.74,3686.31,515000,-2444.305908203125,43.4862,103,103,16.1639
3263.22,3672.28,520000,-2428.94140625,43.1706,104,104,14.4441
3526.0,3439.43,525000,-2611.65283203125,43.3594,105,105,15.9028
3162.67,3679.19,530000,-2553.127685546875,43.1569,106,106,15.1236
3489.79,3662.56,535000,-2486.242431640625,43.0681,107,107,15.6654
3507.78,3581.25,540000,-2676.4169921875,43.5817,108,108,14.9164
3532.27,3720.9,545000,-2566.31201171875,43.3755,109,109,15.4795
3647.31,3720.08,550000,-2610.4189453125,43.2674,110,110,15.1071
3687.81,3801.12,555000,-2602.483154296875,43.0002,111,111,15.0642
3612.87,3653.75,560000,-2688.74658203125,43.253,112,112,14.2566
3693.63,3599.73,565000,-2635.08203125,42.8877,113,113,15.3224
3788.68,3794.99,570000,-2484.126953125,42.5374,114,114,14.8838
3541.14,3860.64,575000,-2730.862060546875,42.7898,115,115,13.7694
3723.0,3744.85,580000,-2709.44580078125,43.2699,116,116,15.7882
3690.28,3854.71,585000,-2735.001953125,42.8017,117,117,14.0619
3741.89,3895.81,590000,-2724.214599609375,42.7516,118,118,13.5913
3785.7,3857.85,595000,-2668.103271484375,42.3689,119,119,13.8289
3678.04,3935.94,600000,-2767.555908203125,42.8246,120,120,14.048
3848.15,3969.36,605000,-2667.289794921875,42.1742,121,121,14.1838
3789.64,3954.61,610000,-2735.198486328125,42.6252,122,122,14.5625
3820.23,3868.32,615000,-2668.5361328125,42.2695,123,123,14.4801
3684.48,3683.06,620000,-2863.809814453125,42.6846,124,124,13.4744
3801.19,3790.71,625000,-2600.9892578125,42.4281,125,125,14.158
3800.71,3803.55,630000,-2768.17529296875,42.3205,126,126,13.7552
3772.82,3939.54,635000,-2501.0810546875,42.3065,127,127,14.3469
3776.54,3853.33,640000,-2791.6123046875,42.2665,128,128,13.554
3727.86,3745.72,645000,-2954.117919921875,42.7931,129,129,15.0801
3864.99,3784.86,650000,-2710.310791015625,41.9738,130,130,14.4729
3818.09,3795.08,655000,-2839.701416015625,41.797,131,131,13.563
3699.12,3725.51,660000,-3082.768798828125,42.6328,132,132,14.4889
3851.46,3778.84,665000,-2654.53173828125,42.2793,133,133,14.622
3700.82,3806.6,670000,-2877.800537109375,42.09,134,134,14.78
3722.37,3672.68,675000,-2863.69775390625,42.2518,135,135,15.2643
3804.15,3734.97,680000,-2862.0966796875,42.488,136,136,14.4622
3629.04,3902.79,685000,-2976.8896484375,41.518,137,137,14.0717
3835.99,3677.9,690000,-2887.840576171875,42.1036,138,138,13.9586
3426.6,3901.45,695000,-2940.989501953125,42.3628,139,139,14.2556
3771.41,3961.32,700000,-3176.47412109375,42.4897,140,140,13.9788
3793.09,3633.97,705000,-2839.731689453125,42.0116,141,141,14.3567
3868.04,3827.07,710000,-3116.365478515625,41.8804,142,142,14.5381
3707.08,3932.54,715000,-3026.59228515625,41.5918,143,143,13.2668
3834.75,3776.88,720000,-3008.616943359375,42.0507,144,144,13.8759
3829.15,3835.64,725000,-3218.803466796875,42.192,145,145,14.932
3870.37,3870.85,730000,-2974.4814453125,41.5069,146,146,14.5661
3797.82,3813.06,735000,-3042.28125,42.0218,147,147,14.4111
3857.09,3844.22,740000,-3120.98779296875,42.5933,148,148,15.6559
3847.46,3791.25,745000,-3108.1416015625,41.7901,149,149,15.0678
3783.51,3864.33,750000,-3417.575927734375,42.4185,150,150,13.4085
3877.59,3907.2,755000,-3272.27587890625,42.0642,151,151,14.8152
3873.89,3877.39,760000,-3214.660400390625,41.9331,152,152,15.0633
3972.03,3915.42,765000,-2983.375732421875,41.8235,153,153,15.9954
3162.71,3877.32,770000,-3085.74267578125,41.7146,154,154,14.8112
3910.05,3879.28,775000,-3208.081787109375,42.0156,155,155,15.1332
3668.6,3854.33,780000,-3292.3994140625,42.0219,156,156,14.1625
3934.22,3895.93,785000,-3053.377197265625,41.3247,157,157,13.8579
2758.94,3750.94,790000,-3396.855712890625,41.8245,158,158,13.8234
4024.39,4015.65,795000,-3122.557861328125,40.6639,159,159,12.8316
3886.48,3834.64,800000,-3160.200439453125,41.9648,160,160,15.4228
3962.37,3872.47,805000,-3255.137939453125,41.1042,161,161,14.1604
3928.85,3888.81,810000,-3297.02001953125,41.8198,162,162,14.39
4027.78,3984.14,815000,-3201.62255859375,41.7351,163,163,16.5835
3806.38,3953.99,820000,-3277.333251953125,41.7151,164,164,15.2928
3935.94,3864.73,825000,-3181.124267578125,41.7418,165,165,15.7484
4017.0,3959.1,830000,-3223.18115234375,40.7687,166,166,13.8788
3975.62,3948.38,835000,-3329.736083984375,41.6892,167,167,14.6235
3985.65,3965.05,840000,-3317.987060546875,40.4715,168,168,13.1062
3938.88,3939.92,845000,-3427.55615234375,41.5596,169,169,13.567
3793.78,3710.38,850000,-3560.82568359375,42.1672,170,170,14.7555
3914.09,3925.23,855000,-3477.013916015625,41.75,171,171,14.7157
3986.24,3967.69,860000,-3408.59228515625,41.4189,172,172,14.927
4028.25,4041.7,865000,-3369.802490234375,40.6878,173,173,15.2199
3937.34,3805.62,870000,-3603.010986328125,41.3844,174,174,14.9044
3997.86,3950.04,875000,-3610.838134765625,41.3847,175,175,15.252
3961.27,3875.88,880000,-3726.38134765625,41.9299,176,176,15.7539
3923.87,3870.29,885000,-3559.254150390625,41.3039,177,177,13.8595
3644.09,4071.77,890000,-3912.169677734375,41.2867,178,178,12.9194
4082.68,4024.71,895000,-3751.85595703125,41.3319,179,179,15.1704
4016.31,3945.7,900000,-3667.896484375,41.264,180,180,14.9034
4059.13,4039.95,905000,-3434.9248046875,40.7213,181,181,14.4669
4060.93,4013.28,910000,-3631.767578125,40.7815,182,182,14.5625
4066.4,4032.86,915000,-3603.80712890625,40.8575,183,183,13.9688
4137.96,4103.38,920000,-3569.398681640625,40.8817,184,184,15.2595
3986.65,4034.8,925000,-3712.02978515625,40.9774,185,185,14.049
3976.66,3948.25,930000,-3953.38427734375,41.6132,186,186,14.3776
4030.57,4020.11,935000,-3732.30322265625,40.7837,187,187,13.6372
3960.73,3878.38,940000,-3895.073974609375,41.0313,188,188,14.7845
4097.89,4097.19,945000,-3770.650390625,40.0217,189,189,14.246
4077.16,4008.17,950000,-3733.699462890625,41.1394,190,190,14.5729
4080.3,4110.15,955000,-3843.4619140625,40.8558,191,191,14.1881
4121.05,4093.69,960000,-3919.4951171875,41.3506,192,192,15.5717
4133.89,4099.21,965000,-4029.9091796875,41.3094,193,193,15.0285
4048.87,4045.75,970000,-3974.70556640625,41.0546,194,194,13.5319
4022.41,3958.33,975000,-4104.3173828125,40.8866,195,195,14.927
4067.51,4006.49,980000,-3893.350830078125,41.1162,196,196,15.6383
4036.57,4064.61,985000,-4257.3193359375,41.5036,197,197,14.4196
4096.76,4061.55,990000,-4229.34033203125,41.2976,198,198,14.2308
4096.84,4083.88,995000,-4096.29931640625,41.3708,199,199,14.2097
4034.92,4028.69,1000000,-4138.1435546875,41.4406,200,200,13.8567
4072.42,4009.72,1005000,-4073.0712890625,40.711,201,201,14.0289
4103.77,4055.71,1010000,-4025.94287109375,40.1507,202,202,13.3797
4106.95,4089.2,1015000,-4060.869384765625,40.7807,203,203,14.3316
4095.46,4037.01,1020000,-4108.84912109375,39.6825,204,204,13.389
4034.62,3997.24,1025000,-4280.76220703125,40.4721,205,205,13.704
4090.85,4075.88,1030000,-4273.16796875,40.4233,206,206,13.5097
4144.53,4101.76,1035000,-4310.18310546875,40.2415,207,207,13.4892
4145.35,4153.3,1040000,-4425.27734375,40.5024,208,208,13.9543
4134.39,4129.58,1045000,-4404.18115234375,40.3971,209,209,13.6007
4028.69,3976.82,1050000,-4584.7080078125,40.8303,210,210,13.4592
4101.42,4077.53,1055000,-4701.81982421875,40.3522,211,211,13.2255
4111.89,4114.63,1060000,-4541.46630859375,40.0674,212,212,13.1648
4187.28,4208.59,1065000,-4560.72802734375,39.8063,213,213,13.0972
4082.79,4044.22,1070000,-4699.2177734375,40.7627,214,214,13.6211
4151.62,4131.45,1075000,-4708.22705078125,40.1081,215,215,13.0085
4194.49,4207.15,1080000,-4675.9072265625,39.633,216,216,12.476
4178.02,4195.42,1085000,-4709.15380859375,39.6253,217,217,13.1257
4219.11,4213.28,1090000,-4742.32666015625,39.8569,218,218,12.8939
4194.96,4178.31,1095000,-4849.56982421875,40.5631,219,219,13.4307
4251.29,4241.55,1100000,-4771.87890625,39.6423,220,220,13.0108
4189.32,4164.38,1105000,-4926.21044921875,39.9592,221,221,12.9215
4256.79,4274.03,1110000,-5006.4189453125,39.9238,222,222,12.8245
4301.21,4277.16,1115000,-5142.22607421875,39.7713,223,223,12.6089
4247.58,4272.58,1120000,-5082.5576171875,39.8909,224,224,12.7415
4276.15,4264.44,1125000,-4804.64453125,39.9315,225,225,13.1039
4090.36,4323.7,1130000,-4920.1083984375,39.7391,226,226,13.1814
4289.34,4258.51,1135000,-4973.78173828125,39.896,227,227,13.3769
4268.36,4253.45,1140000,-5174.23046875,40.4359,228,228,14.004
4302.87,4350.88,1145000,-5048.16015625,39.3023,229,229,13.0254
4233.13,4210.81,1150000,-5165.5146484375,40.3245,230,230,14.1735
4249.1,4252.28,1155000,-5219.4111328125,39.7809,231,231,13.0112
4333.39,4317.34,1160000,-5139.986328125,39.6186,232,232,13.4674
4319.47,4309.86,1165000,-5247.29931640625,39.9124,233,233,13.428
4304.79,4247.28,1170000,-5288.72021484375,39.9802,234,234,13.7584
4267.53,4191.23,1175000,-5474.501953125,39.9442,235,235,13.2668
4106.62,4192.76,1180000,-5482.84716796875,39.8742,236,236,13.7682
4197.22,4134.95,1185000,-5652.107421875,39.5753,237,237,13.0789
4216.85,4160.29,1190000,-5593.537109375,39.5429,238,238,13.7372
4262.21,4205.42,1195000,-5669.9111328125,40.5777,239,239,14.1473
4347.35,4285.25,1200000,-5473.96484375,39.7468,240,240,13.7106
4289.81,4201.8,1205000,-5571.18701171875,39.8251,241,241,13.219
4300.42,4263.97,1210000,-5524.9091796875,40.0322,242,242,13.9486
4218.02,4173.39,1215000,-5768.1298828125,39.8841,243,243,13.4964
3979.6,4432.25,1220000,-5704.201171875,39.5032,244,244,13.2716
4367.69,4439.1,1225000,-5501.546875,39.1531,245,245,13.3758
4315.55,4363.24,1230000,-6009.85400390625,39.6473,246,246,14.1086
4375.48,4422.41,1235000,-5635.666015625,39.3999,247,247,12.9234
4361.98,4469.77,1240000,-5750.50634765625,39.4757,248,248,13.7528
4162.49,4424.4,1245000,-5734.40478515625,38.8929,249,249,13.4842
4298.99,4409.17,1250000,-5748.18798828125,38.7748,250,250,12.9798
3934.59,4427.38,1255000,-5746.33203125,39.3161,251,251,13.4915
4404.68,4460.74,1260000,-5848.1416015625,38.9443,252,252,12.8999
4079.23,4532.5,1265000,-5575.07666015625,38.9961,253,253,13.4711
4393.61,4475.06,1270000,-5991.60302734375,39.0374,254,254,12.3678
4091.52,4574.48,1275000,-6063.14501953125,38.9587,255,255,12.9995
4503.63,4504.88,1280000,-5598.453125,38.6715,256,256,13.83
4478.22,4565.39,1285000,-5760.84765625,39.1141,257,257,13.3081
3644.89,4542.49,1290000,-6240.0390625,39.2148,258,258,13.8782
3823.39,4467.98,1295000,-5775.2373046875,38.862,259,259,13.4666
4116.23,4337.26,1300000,-6612.98095703125,39.2018,260,260,12.4684
4098.08,4382.57,1305000,-6301.55908203125,39.1425,261,261,13.8123
4297.91,4285.43,1310000,-6630.646484375,38.5564,262,262,14.5279
4251.05,4425.36,1315000,-5710.0771484375,38.2198,263,263,13.4857
3932.84,4372.14,1320000,-5647.4404296875,38.468,264,264,14.2866
4454.37,4459.48,1325000,-5568.59130859375,37.8496,265,265,14.1249
4522.0,4529.93,1330000,-5426.52001953125,38.2975,266,266,13.7772
4484.75,4554.78,1335000,-5674.7998046875,38.1104,267,267,13.8317
4476.31,4435.53,1340000,-5771.12060546875,38.6648,268,268,14.3767
4515.31,4554.07,1345000,-5728.22607421875,38.7872,269,269,14.007
4473.19,4408.63,1350000,-6020.55712890625,39.3315,270,270,14.5537
4291.42,4419.18,1355000,-6316.94580078125,39.5621,271,271,14.0583
3917.59,4593.13,1360000,-6589.8740234375,39.4294,272,272,13.7144
3247.02,4624.28,1365000,-7399.5625,39.3848,273,273,15.8183
3885.94,4356.62,1370000,-6012.34228515625,38.9562,274,274,14.5357
3845.02,4623.25,1375000,-6949.10400390625,39.7464,275,275,14.0687
4164.69,4558.85,1380000,-7075.35302734375,40.2394,276,276,15.2569
4621.31,4568.62,1385000,-6304.44580078125,39.0004,277,277,14.7183
4616.93,4380.93,1390000,-6196.49755859375,38.7821,278,278,14.3874
4478.05,4513.77,1395000,-6725.18310546875,38.9002,279,279,13.7873
4558.51,4625.91,1400000,-6111.39404296875,38.2373,280,280,13.6898
4146.88,4717.75,1405000,-6103.513671875,38.4762,281,281,14.414
4312.28,4880.23,1410000,-5929.203125,38.0233,282,282,13.4959
4574.91,4730.62,1415000,-6241.77734375,37.8479,283,283,13.2492
4100.7,4417.68,1420000,-7103.60205078125,38.9463,284,284,13.2758
4078.12,4471.0,1425000,-7301.4267578125,38.8832,285,285,13.587
4570.84,4726.32,1430000,-6225.703125,37.3567,286,286,13.4134
4475.51,4678.77,1435000,-7027.5390625,38.1985,287,287,12.8838
4532.48,4719.82,1440000,-6697.7138671875,37.6347,288,288,12.7659
4495.85,4595.74,1445000,-6918.787109375,37.7151,289,289,12.4446
4432.39,4527.14,1450000,-7340.0576171875,38.6147,290,290,13.4173
4389.39,4595.62,1455000,-6802.91357421875,38.0897,291,291,13.6197
4082.25,4446.6,1460000,-7218.654296875,38.4204,292,292,12.6626
4310.8,4574.03,1465000,-7482.42041015625,38.6036,293,293,12.9383
4242.13,4550.7,1470000,-7938.28466796875,38.7503,294,294,11.9667
4396.11,4626.56,1475000,-6722.8740234375,36.2934,295,295,12.9556
4545.38,4628.72,1480000,-7069.7392578125,37.898,296,296,13.5006
4529.5,4572.92,1485000,-7022.0498046875,37.8027,297,297,13.4531
4439.14,4462.07,1490000,-7280.26611328125,38.3434,298,298,12.7891
4412.32,4716.51,1495000,-7252.203125,38.4031,299,299,12.9406
4473.24,4807.53,1500000,-6595.64208984375,37.3832,300,300,13.0611
4495.16,4710.96,1505000,-7127.90478515625,37.7413,301,301,12.4169
4147.97,4747.89,1510000,-7530.7666015625,38.2255,302,302,12.1657
4609.95,4738.14,1515000,-6972.7666015625,37.2751,303,303,12.5754
4207.06,4662.72,1520000,-7172.03564453125,37.5368,304,304,12.9048
4152.19,4515.38,1525000,-8198.916015625,37.356,305,305,11.2847
4389.02,4746.3,1530000,-7661.998046875,37.6829,306,306,12.0341
3187.38,3711.83,1535000,-7590.0224609375,37.4639,307,307,12.1004
4267.93,4727.57,1540000,-8170.234375,37.8682,308,308,11.6488
4076.26,4844.45,1545000,-8135.19482421875,37.7922,309,309,11.3379
4105.79,4817.74,1550000,-7194.61279296875,37.4449,310,310,11.904
2441.13,-6.2,1555000,-7044.47705078125,37.0955,311,311,11.9132
4068.21,4930.01,1560000,-8597.4423828125,37.3452,312,312,11.4774
4265.55,4771.37,1565000,-7308.5029296875,36.9021,313,313,11.7494
4315.6,4732.67,1570000,-8054.9052734375,37.4948,314,314,11.5233
4445.89,4364.5,1575000,-8191.16015625,38.3087,315,315,11.8748
4543.09,4667.83,1580000,-7405.9951171875,37.5657,316,316,11.8077
4144.02,4628.83,1585000,-7829.9609375,37.368,317,317,12.0244
4403.42,4454.42,1590000,-7638.81787109375,37.056,318,318,11.7393
4448.78,4702.54,1595000,-8619.396484375,38.2608,319,319,11.2042
4444.62,4682.46,1600000,-7460.60546875,37.3865,320,320,12.2857
4551.08,4765.88,1605000,-7421.82421875,37.1463,321,321,12.2057
4342.48,4850.33,1610000,-8268.697265625,36.8331,322,322,11.1975
4619.04,4716.43,1615000,-7638.990234375,37.3547,323,323,12.5254
4653.21,4755.46,1620000,-7508.6572265625,36.8735,324,324,11.9271
4531.84,4771.47,1625000,-7676.482421875,37.109,325,325,12.1513
4270.0,4666.5,1630000,-7716.49462890625,36.5272,326,326,12.1729
4646.71,4807.66,1635000,-7422.33740234375,36.1907,327,327,12.3779
4693.11,4831.08,1640000,-7244.2880859375,36.124,328,328,12.013
4655.23,4688.33,1645000,-7604.18115234375,36.7185,329,329,12.3702
2712.02,4061.85,1650000,-9592.8525390625,37.4514,330,330,10.7608
1264.16,1075.54,1655000,-12782.8525390625,39.867,331,331,19.1303
2511.8,4140.28,1660000,-12013.271484375,39.2027,332,332,14.0235
1274.86,1468.09,1665000,-13450.1826171875,40.632,333,333,17.2293
4595.83,4569.43,1670000,-8896.9599609375,38.4765,334,334,12.9165
4726.21,4613.12,1675000,-8050.0205078125,36.7731,335,335,12.8693
4755.31,4798.07,1680000,-7418.4287109375,35.575,336,336,12.4982
4363.07,4882.09,1685000,-8631.529296875,35.3535,337,337,12.0923
4535.03,4979.86,1690000,-7385.859375,35.9098,338,338,12.2062
2816.4,4896.33,1695000,-11364.66015625,37.6749,339,339,11.4198
3493.79,4911.41,1700000,-11614.259765625,37.2815,340,340,14.0562
4566.96,4001.18,1705000,-7845.56591796875,36.42,341,341,13.6843
4809.7,4820.45,1710000,-7895.80078125,36.0611,342,342,12.6221
4520.24,5000.88,1715000,-8048.4638671875,35.7987,343,343,12.1443
4456.97,4805.37,1720000,-8962.8291015625,36.0449,344,344,12.3871
4638.96,4915.44,1725000,-8037.2724609375,36.2442,345,345,12.6081
4793.75,4880.67,1730000,-7494.8427734375,35.9686,346,346,12.2733
4751.34,4898.24,1735000,-7694.39599609375,36.0697,347,347,12.176
4162.76,2181.2,1740000,-7763.69384765625,35.5582,348,348,12.4865
4194.95,4784.99,1745000,-8119.97900390625,36.1046,349,349,11.958
4830.02,4969.88,1750000,-7675.912109375,35.6481,350,350,12.8736
4504.76,5055.5,1755000,-7408.5849609375,35.6061,351,351,12.305
4532.21,4969.53,1760000,-8102.94677734375,36.2139,352,352,12.8989
4460.29,4990.02,1765000,-8186.4267578125,35.8019,353,353,12.5014
4544.63,4896.69,1770000,-8794.521484375,36.2478,354,354,12.2607
4219.75,4862.03,1775000,-8914.4052734375,36.8494,355,355,12.3084
4366.6,4508.16,1780000,-9931.7998046875,36.3914,356,356,12.5223
3040.6,2474.97,1785000,-13271.861328125,38.6629,357,357,14.618
4484.91,5000.59,1790000,-9484.4052734375,35.7721,358,358,12.4611
3424.8,5029.63,1795000,-11652.568359375,38.4336,359,359,12.3593
4252.21,3982.2,1800000,-10308.0830078125,36.5714,360,360,12.2025
4081.55,4734.7,1805000,-9595.7890625,35.9874,361,361,11.9723
2989.38,2998.39,1810000,-14293.7001953125,39.0759,362,362,12.2004
4144.18,4580.77,1815000,-13991.8984375,38.2156,363,363,13.093
4440.49,4138.41,1820000,-8967.7080078125,37.1697,364,364,12.872
1910.33,3776.06,1825000,-14126.841796875,39.779,365,365,11.868
3644.48,4404.15,1830000,-10051.169921875,38.8977,366,366,13.2108
3983.84,3576.16,1835000,-9350.44140625,37.1391,367,367,13.0339
4749.37,4589.42,1840000,-9688.37890625,37.0211,368,368,12.9279
3125.28,3623.35,1845000,-10626.4697265625,39.2194,369,369,12.6221
2639.04,3086.79,1850000,-13598.517578125,39.6256,370,370,11.6942
4641.09,4692.36,1855000,-9004.7763671875,36.4026,371,371,13.9145
3221.68,4332.14,1860000,-12616.0859375,39.4895,372,372,11.9415
4160.2,4522.09,1865000,-9654.35546875,36.8452,373,373,13.4342
4693.39,4835.69,1870000,-8659.388671875,37.0656,374,374,14.2308
3884.38,4769.56,1875000,-10993.6103515625,37.8296,375,375,12.658
4497.85,4941.4,1880000,-9268.82421875,36.8624,376,376,13.6347
4661.23,4802.13,1885000,-8659.8916015625,36.8806,377,377,13.96
4796.55,4879.28,1890000,-8853.884765625,36.9196,378,378,14.5441
4544.21,4651.63,1895000,-8201.2255859375,35.4086,379,379,14.6515
4837.6,3394.96,1900000,-9489.0283203125,36.2328,380,380,13.4922
4469.37,2499.7,1905000,-9955.8916015625,36.9592,381,381,13.6454
4500.9,4641.34,1910000,-11167.73828125,37.1905,382,382,12.7888
4628.5,2790.77,1915000,-11165.9052734375,36.4578,383,383,12.5186
4712.46,4676.58,1920000,-8787.1337890625,37.1088,384,384,14.7615
