Itration,Running Update Time,Real Det Return,Reward Loss,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return
383,383,4575.5,-3590.057861328125,1915000,14.9131,39.8612,4441.72
384,384,4672.38,-3632.65478515625,1920000,15.3065,40.4633,4494.47
385,385,4666.56,-3549.539306640625,1925000,15.7542,40.2509,4527.07
386,386,4618.52,-3622.262939453125,1930000,14.8029,40.1477,4411.97
387,387,4665.77,-3644.1845703125,1935000,14.8544,40.3091,4525.72
388,388,4642.72,-3617.4541015625,1940000,14.9465,39.7456,4536.37
389,389,4659.83,-3626.04150390625,1945000,15.6623,40.1768,4548.41
390,390,4617.38,-3676.799072265625,1950000,14.4591,40.4182,4537.27
391,391,4510.85,-3702.45361328125,1955000,15.4662,40.0723,4335.15
392,392,4573.67,-3710.005859375,1960000,15.8494,39.9161,4430.97
393,393,4660.16,-3724.21533203125,1965000,15.312,40.2556,4504.45
394,394,4642.99,-3786.85009765625,1970000,15.0461,40.5668,4387.34
395,395,4647.98,-3835.293701171875,1975000,14.1553,40.7517,4417.5
396,396,4662.85,-3763.962158203125,1980000,14.6786,40.122,4396.39
397,397,4615.83,-3849.155517578125,1985000,14.5406,40.5253,4382.56
398,398,4621.67,-3836.20263671875,1990000,15.2449,39.8804,4533.01
399,399,4721.25,-3852.755859375,1995000,14.6803,39.8837,3992.25
400,400,4684.48,-3915.39794921875,2000000,14.8749,40.4692,4593.21
401,401,4667.72,-3835.969970703125,2005000,15.7695,39.9991,4374.35
402,402,4585.5,-3878.92236328125,2010000,15.511,40.2532,4410.33
403,403,4626.94,-3868.827392578125,2015000,14.9999,40.0443,4540.32
404,404,4654.88,-3825.2646484375,2020000,15.1405,39.8657,4327.75
405,405,4624.65,-3873.665283203125,2025000,15.0516,39.2987,4316.64
406,406,4683.23,-4005.628662109375,2030000,14.5348,40.2763,4527.14
407,407,4319.13,-3936.203857421875,2035000,15.5416,39.6894,4514.14
408,408,4556.66,-3934.845458984375,2040000,15.5531,40.0464,4532.24
409,409,4627.55,-4027.052978515625,2045000,15.231,40.1927,4532.16
410,410,4523.41,-4053.45068359375,2050000,15.357,40.2315,4253.7
411,411,3648.41,-4009.449951171875,2055000,16.2276,40.4274,4551.5
412,412,4624.04,-4038.38818359375,2060000,16.0263,40.3367,4566.53
413,413,4555.91,-4095.711181640625,2065000,15.3315,40.2188,4526.38
414,414,4693.07,-4117.359375,2070000,14.8369,39.9344,4558.78
415,415,4628.98,-4101.74072265625,2075000,15.4116,40.1964,4341.62
416,416,4572.55,-4039.833984375,2080000,15.8529,40.0107,4469.89
417,417,4606.66,-4017.0263671875,2085000,15.8677,40.1795,4370.65
418,418,4660.27,-4135.42724609375,2090000,16.1017,40.2993,4567.26
419,419,4658.02,-4222.97119140625,2095000,16.0174,40.4166,4534.22
420,420,4667.09,-4134.89404296875,2100000,15.7862,40.2329,4411.36
421,421,4544.05,-4003.343994140625,2105000,14.1383,38.9515,3348.21
422,422,733.12,-4354.9306640625,2110000,15.1638,43.8799,732.6
423,423,1162.11,-4137.91259765625,2115000,14.7295,47.6383,759.85
424,424,4382.15,-4352.9853515625,2120000,17.0793,41.4996,4169.63
425,425,2382.85,-4458.67041015625,2125000,16.1797,40.9913,2531.32
426,426,4570.96,-4180.81494140625,2130000,16.1325,40.2788,4469.04
427,427,4715.29,-4212.884765625,2135000,17.2354,40.3039,4293.45
428,428,4593.48,-4344.1572265625,2140000,17.312,40.3313,4509.49
429,429,4658.47,-4268.9189453125,2145000,16.5744,40.3812,4476.53
430,430,4680.15,-4339.80859375,2150000,17.3717,40.7119,4563.05
431,431,4672.36,-4320.013671875,2155000,17.0512,39.9799,4558.51
432,432,4696.35,-4419.5576171875,2160000,16.1233,40.0095,4588.7
433,433,4666.16,-4333.55712890625,2165000,16.6228,39.8045,4552.1
434,434,4703.05,-4364.93408203125,2170000,16.4253,39.7102,4585.84
435,435,4679.84,-4477.1845703125,2175000,16.8262,40.2931,4574.97
436,436,4641.34,-4463.017578125,2180000,16.7583,39.9183,4553.16
437,437,4662.36,-4486.31689453125,2185000,17.0844,39.6625,4584.85
438,438,4709.26,-4378.091796875,2190000,15.975,39.4254,4613.91
439,439,4661.32,-4427.814453125,2195000,16.2455,39.8313,4587.58
440,440,4652.03,-4462.23291015625,2200000,16.2041,39.4473,4562.36
441,441,4671.88,-4479.9716796875,2205000,16.6197,40.1632,4548.53
442,442,4670.21,-4547.45263671875,2210000,16.6043,39.9423,4571.87
443,443,4708.54,-4505.833984375,2215000,16.4604,39.7477,4614.39
444,444,4692.75,-4510.48779296875,2220000,16.2798,39.9126,4621.94
445,445,4642.76,-4461.23193359375,2225000,16.404,39.9683,4479.44
446,446,569.88,-5557.40380859375,2230000,21.8911,48.9137,484.86
447,447,2629.33,-6489.50732421875,2235000,19.0717,46.3638,2743.31
448,448,1561.36,-5504.556640625,2240000,35.5823,46.4776,1923.93
449,449,4071.68,-4848.44091796875,2245000,22.6785,42.6085,3468.23
450,450,4618.12,-5341.18603515625,2250000,22.8916,42.544,1956.25
451,451,2125.97,-5671.9775390625,2255000,24.6545,45.618,2029.24
452,452,4464.04,-4834.35107421875,2260000,17.9844,40.8078,4407.17
453,453,4703.53,-4462.85009765625,2265000,18.7104,40.2496,4453.67
454,454,4595.23,-4612.52001953125,2270000,17.4299,40.1447,4556.03
455,455,4627.16,-4648.2373046875,2275000,17.5156,40.0338,4549.29
456,456,4701.36,-4529.4345703125,2280000,17.3751,39.4392,4629.97
457,457,4672.93,-4603.82666015625,2285000,16.9263,39.5874,4595.23
458,458,4687.34,-4569.5087890625,2290000,17.4357,39.6964,4616.27
459,459,4671.66,-4594.34521484375,2295000,17.5574,39.7779,4591.61
460,460,4652.05,-4637.453125,2300000,17.4363,39.7419,4590.23
461,461,4689.88,-4752.91259765625,2305000,17.4122,39.8404,4613.99
462,462,4720.99,-4771.35888671875,2310000,17.7713,39.7396,4634.79
463,463,4683.54,-4748.84228515625,2315000,17.4569,39.7375,4605.02
464,464,4631.72,-4617.302734375,2320000,16.3678,39.82,4601.98
465,465,4619.73,-4701.60693359375,2325000,17.3019,40.0655,4578.95
466,466,4628.38,-4689.84228515625,2330000,16.7675,39.7168,4596.39
467,467,4636.98,-4813.98828125,2335000,17.1297,39.7917,4592.1
468,468,4583.09,-4694.17431640625,2340000,16.4494,39.1971,4546.86
469,469,4593.95,-4740.55029296875,2345000,16.707,39.71,4563.41
470,470,4611.29,-4817.1474609375,2350000,16.9429,39.8911,4492.22
471,471,4621.66,-4722.166015625,2355000,16.831,39.8691,4580.5
472,472,4634.59,-4810.306640625,2360000,17.1784,40.2749,4416.32
473,473,4698.59,-4677.87841796875,2365000,16.8776,39.7406,4618.6
474,474,4690.37,-4638.3056640625,2370000,16.4162,39.5858,4480.2
475,475,4656.83,-4701.95361328125,2375000,16.8427,39.7285,4580.54
476,476,4696.35,-4895.60888671875,2380000,18.6212,39.6289,4606.07
477,477,4708.47,-4733.17822265625,2385000,17.1239,39.383,4448.53
478,478,4721.38,-5008.2646484375,2390000,17.837,39.91,4651.91
479,479,2008.52,-5591.8046875,2395000,16.3604,45.7807,1458.14
480,480,4605.05,-4926.982421875,2400000,17.7252,40.9149,4142.05
481,481,4562.27,-5122.18798828125,2405000,18.0095,40.7653,4527.6
482,482,4663.38,-5030.41943359375,2410000,18.415,40.8302,4596.56
483,483,4719.21,-4943.00341796875,2415000,18.9918,40.7835,4649.92
484,484,4713.02,-5009.28271484375,2420000,18.3958,40.821,4467.71
485,485,4678.53,-5034.923828125,2425000,17.9267,40.6333,4575.92
486,486,4703.67,-5109.93115234375,2430000,16.2217,40.815,4444.71
487,487,4668.61,-5019.95166015625,2435000,17.1079,40.0997,4594.86
488,488,4735.38,-5146.6611328125,2440000,16.5283,40.5074,4579.9
489,489,4719.69,-5066.1923828125,2445000,17.0188,40.0363,4502.73
490,490,4711.13,-5066.8583984375,2450000,16.4606,39.7151,4601.36
491,491,4682.73,-5029.013671875,2455000,16.0568,39.9799,4614.13
492,492,4709.7,-5010.35009765625,2460000,15.9063,39.8249,4639.96
493,493,4739.26,-5033.83154296875,2465000,16.8,39.3033,4662.26
494,494,4674.89,-4996.26904296875,2470000,16.5756,39.7747,4465.96
495,495,4713.37,-5076.1240234375,2475000,16.17,39.6723,4503.35
496,496,4698.54,-5168.39794921875,2480000,17.0456,39.8856,4627.07
497,497,4711.66,-5179.53564453125,2485000,16.5107,40.0302,4634.95
498,498,4634.72,-5098.98876953125,2490000,16.6762,39.7707,4585.36
499,499,4696.17,-5094.7373046875,2495000,16.857,39.5848,4619.31
500,500,4676.63,-5228.134765625,2500000,16.9443,40.1728,4619.29
501,501,4577.22,-5169.02685546875,2505000,16.4632,39.6906,4447.51
502,502,4688.59,-5159.99609375,2510000,16.6148,39.2716,4641.67
503,503,4673.37,-5113.22705078125,2515000,16.0677,39.4738,4636.72
504,504,4718.32,-5076.236328125,2520000,16.0188,39.1389,4647.95
505,505,4668.17,-5221.7861328125,2525000,16.1286,39.8911,4609.53
506,506,4644.56,-5145.04541015625,2530000,16.7687,39.8873,4668.03
507,507,4710.64,-5237.20947265625,2535000,16.2394,39.3408,4636.64
508,508,4739.87,-5281.60205078125,2540000,16.9049,39.6884,4647.5
509,509,4680.4,-5288.9951171875,2545000,16.8707,40.2117,4617.21
510,510,4680.7,-5239.11376953125,2550000,16.3695,39.7701,4620.9
511,511,4717.95,-5313.99462890625,2555000,16.407,40.051,4642.18
512,512,4710.47,-5265.92431640625,2560000,16.3735,39.6911,4622.5
513,513,4708.49,-5295.59814453125,2565000,16.7238,39.5388,4658.47
514,514,4711.77,-5348.2470703125,2570000,16.496,39.6014,4654.51
515,515,4703.82,-5367.1318359375,2575000,16.827,39.681,4644.35
516,516,4749.09,-5220.30126953125,2580000,17.0587,40.0536,4667.72
517,517,4743.5,-5309.412109375,2585000,16.633,39.548,4659.27
518,518,4761.53,-5456.2607421875,2590000,16.2758,39.453,4666.65
519,519,4736.81,-5405.39404296875,2595000,16.0412,39.6963,4623.09
520,520,4731.16,-5523.8662109375,2600000,16.497,39.7348,4637.79
521,521,4768.58,-5427.70556640625,2605000,16.0775,39.8956,4665.16
522,522,4718.23,-5545.71435546875,2610000,15.9154,39.7585,4628.42
523,523,4715.74,-5626.56201171875,2615000,17.939,39.9889,4363.33
524,524,4776.53,-5498.94580078125,2620000,16.5346,39.7483,4698.69
525,525,4717.6,-5471.03515625,2625000,16.0516,39.2092,4551.13
526,526,4763.06,-5688.755859375,2630000,17.4524,39.6128,4687.18
527,527,4808.34,-5490.31689453125,2635000,16.1717,39.5408,4727.16
528,528,4740.18,-5547.9580078125,2640000,15.7436,39.2045,4473.8
529,529,4767.24,-5538.70703125,2645000,16.0889,39.2952,4507.45
530,530,4701.41,-5524.17333984375,2650000,16.1922,39.6556,4646.86
531,531,4742.08,-5611.4306640625,2655000,16.0482,39.0864,4682.35
532,532,4685.05,-5710.84912109375,2660000,15.9469,39.5537,4635.53
533,533,4771.29,-5735.822265625,2665000,17.023,40.2521,4710.72
534,534,4752.12,-5586.43994140625,2670000,16.5665,39.0724,4675.34
535,535,4741.98,-5683.5615234375,2675000,16.812,39.5761,4681.61
536,536,4739.07,-5651.78955078125,2680000,16.6107,39.9745,4590.19
537,537,4749.56,-5843.66845703125,2685000,16.8853,40.0063,4685.26
538,538,4744.96,-5646.27880859375,2690000,16.9121,40.0341,4671.41
539,539,4732.03,-5814.97607421875,2695000,16.3941,39.4547,4618.41
540,540,4707.93,-5776.93359375,2700000,16.1522,39.7359,4517.45
541,541,4720.24,-5838.5947265625,2705000,15.6562,39.8311,4361.98
542,542,4786.21,-5723.1875,2710000,16.9815,39.3011,4595.7
543,543,4756.03,-5865.57958984375,2715000,16.4005,39.7258,4690.15
544,544,4763.07,-5840.36279296875,2720000,15.1502,39.4571,4650.23
545,545,4787.28,-5633.13427734375,2725000,16.0385,39.8865,4548.89
546,546,4768.4,-5849.6484375,2730000,16.5761,39.6813,4518.44
547,547,4733.0,-5993.55859375,2735000,16.5912,39.5785,4663.0
548,548,4724.58,-5892.8271484375,2740000,16.3785,39.7414,4363.51
549,549,4773.19,-5874.009765625,2745000,15.3187,39.7246,4531.19
550,550,4786.04,-6086.658203125,2750000,17.0209,40.0279,4642.04
551,551,4716.47,-6093.22900390625,2755000,16.7778,39.7799,4659.2
552,552,4784.0,-5995.25732421875,2760000,16.5955,40.2235,4288.47
553,553,4797.18,-5991.6279296875,2765000,16.7014,39.7217,4575.09
554,554,4747.72,-6107.94677734375,2770000,15.3734,39.5364,4664.45
555,555,4727.17,-6107.22900390625,2775000,16.5407,39.6748,4539.52
556,556,4737.53,-6214.3251953125,2780000,15.5557,39.9512,4632.03
557,557,4731.44,-6175.4736328125,2785000,15.3464,39.4149,4645.39
558,558,4740.75,-6129.42724609375,2790000,15.8209,39.4748,4424.86
559,559,4733.65,-6055.72265625,2795000,16.02,39.482,4646.57
560,560,4774.89,-6041.63623046875,2800000,16.765,39.7066,4516.08
561,561,4765.88,-6151.22314453125,2805000,17.0581,39.6287,4313.08
562,562,4744.26,-6153.57373046875,2810000,16.5387,39.5784,4677.32
563,563,4699.57,-6178.62060546875,2815000,16.8515,39.5049,4641.27
564,564,4727.85,-6348.18994140625,2820000,16.7652,40.3058,4466.05
565,565,-0.1,-6166.947265625,2825000,57.7189,51.3768,123.78
566,566,3402.78,-6789.43798828125,2830000,17.0332,43.8982,2591.05
567,567,3346.54,-6712.3017578125,2835000,15.1756,42.9972,1647.75
568,568,489.78,-7021.46875,2840000,15.3616,44.1054,488.58
569,569,452.41,-7341.49462890625,2845000,18.968,43.1978,2124.24
570,570,4497.7,-6524.3115234375,2850000,22.0934,42.3665,4196.72
571,571,4566.77,-6623.28076171875,2855000,20.8521,41.5587,4530.48
572,572,4559.07,-6786.28955078125,2860000,19.9463,40.8004,4530.83
573,573,4587.17,-6644.177734375,2865000,18.7364,40.6627,4562.09
574,574,4686.6,-6602.12353515625,2870000,19.0027,39.7948,4609.44
575,575,4629.49,-6489.87744140625,2875000,19.3433,40.0739,4422.48
576,576,4678.57,-6689.9326171875,2880000,23.3632,40.6395,4167.08
577,577,4696.36,-6590.30419921875,2885000,18.0418,39.5861,4496.41
578,578,4713.01,-6675.55517578125,2890000,18.1465,40.2897,4531.67
579,579,4734.97,-6518.85107421875,2895000,18.3442,39.5448,4675.98
580,580,4745.29,-6531.06689453125,2900000,18.7781,39.6432,4673.81
581,581,4733.09,-6503.94384765625,2905000,16.7901,39.113,4663.8
582,582,4756.12,-6483.42041015625,2910000,17.7184,39.0654,4665.92
583,583,4733.65,-6516.14794921875,2915000,17.575,39.0237,4661.71
584,584,4741.39,-6495.5703125,2920000,17.2799,39.4166,4654.72
585,585,4766.41,-6522.01611328125,2925000,17.2438,39.1977,4681.97
586,586,4671.31,-6637.03515625,2930000,17.4564,40.0352,4594.59
587,587,4688.97,-6484.74365234375,2935000,17.5326,39.4035,4631.75
588,588,4756.71,-6543.60498046875,2940000,17.7737,39.7779,4677.45
589,589,4718.1,-6515.765625,2945000,17.0984,39.4403,4678.46
590,590,4708.43,-6638.017578125,2950000,17.5327,40.1591,4652.7
591,591,4697.63,-6483.552734375,2955000,17.4763,39.8792,4631.22
592,592,4783.65,-6435.77294921875,2960000,16.1752,39.3914,4703.39
593,593,4766.8,-6560.248046875,2965000,17.2071,39.3394,4531.55
594,594,4737.35,-6633.38916015625,2970000,17.6804,39.7179,4679.89
595,595,4723.9,-6523.95263671875,2975000,17.2391,39.4815,4667.53
596,596,4689.84,-6687.71044921875,2980000,17.4763,39.789,4640.34
597,597,4716.49,-6706.15869140625,2985000,18.0036,39.9854,4662.61
598,598,4677.33,-6748.96728515625,2990000,18.142,39.8785,4657.27
599,599,4721.43,-6685.875,2995000,17.1794,39.5187,4666.45
600,600,4739.59,-6770.50390625,3000000,18.1034,39.938,4679.91
601,601,4727.46,-6658.80224609375,3005000,17.3339,39.7145,4667.28
602,602,4740.19,-6653.24169921875,3010000,17.0795,39.6685,4253.36
603,603,826.6,-6481.0927734375,3015000,14.7734,41.6544,1856.22
604,604,4735.91,-6644.91943359375,3020000,17.22,39.6621,4446.6
605,605,4705.35,-6671.06689453125,3025000,17.1409,39.8383,4650.13
606,606,4719.11,-6655.05712890625,3030000,16.7124,39.4989,4443.26
607,607,4731.66,-6839.58935546875,3035000,16.0152,39.3876,4267.25
608,608,4777.25,-6884.60888671875,3040000,16.5955,39.9295,4490.72
609,609,4753.5,-6692.98779296875,3045000,16.6897,39.2807,4689.73
610,610,4789.54,-6860.583984375,3050000,15.2401,40.0195,4285.25
611,611,4759.78,-6908.45703125,3055000,16.3498,39.9702,4261.43
612,612,4775.38,-6813.0341796875,3060000,16.7405,39.5998,4499.43
613,613,4751.51,-6887.71142578125,3065000,17.4409,40.1853,4485.87
614,614,4773.16,-6825.59033203125,3070000,16.9985,39.4349,4701.32
615,615,4767.01,-6847.22119140625,3075000,17.082,39.4945,4274.57
616,616,4747.61,-6818.02734375,3080000,16.8842,39.4318,4697.84
617,617,4749.14,-6853.13037109375,3085000,17.3228,39.0762,4701.19
618,618,4733.9,-6844.3623046875,3090000,16.3364,39.4919,4702.31
619,619,4727.57,-6829.77587890625,3095000,16.3521,39.3715,4685.1
620,620,4738.72,-6961.76220703125,3100000,16.7055,39.4692,4694.2
621,621,4717.58,-6949.44775390625,3105000,16.5449,39.4292,4663.75
622,622,4709.67,-6915.2998046875,3110000,16.4471,39.4402,4653.34
623,623,4717.65,-6977.8203125,3115000,16.9502,39.6838,4679.37
624,624,4717.08,-7049.94091796875,3120000,17.2619,39.542,4483.35
625,625,4735.5,-7009.72705078125,3125000,16.7333,39.4354,4686.18
626,626,4762.19,-7118.34619140625,3130000,17.121,39.6682,4697.22
627,627,4724.61,-7044.26025390625,3135000,16.7782,39.7436,4668.97
628,628,4790.91,-6997.7685546875,3140000,17.1837,38.9695,4712.82
629,629,4729.94,-7056.4755859375,3145000,15.9714,39.3241,4657.73
630,630,4747.7,-7056.6865234375,3150000,17.0649,39.1458,4669.29
631,631,4742.73,-7070.12353515625,3155000,16.5503,39.2532,4649.73
632,632,4764.42,-7143.041015625,3160000,17.0212,39.4965,4683.67
633,633,4785.9,-7044.13330078125,3165000,16.5697,38.9832,4710.44
634,634,4786.15,-7090.76318359375,3170000,17.2563,39.5543,4703.62
635,635,4784.66,-7152.216796875,3175000,17.0588,39.4417,4707.11
636,636,4780.96,-7197.94384765625,3180000,16.4478,39.6753,4580.4
637,637,4740.75,-7240.84765625,3185000,17.3082,39.6251,4679.3
638,638,4744.05,-7118.6455078125,3190000,17.1025,39.2463,4674.32
639,639,4736.31,-7140.02880859375,3195000,17.4857,39.5557,4661.51
640,640,4743.29,-7024.423828125,3200000,17.0351,39.4062,4534.96
641,641,4737.57,-7175.6533203125,3205000,17.292,39.4962,4680.3
642,642,4754.69,-7202.49609375,3210000,17.6752,39.6574,4545.54
643,643,4769.81,-7220.55712890625,3215000,17.2369,39.7408,4667.02
644,644,4768.19,-7185.84619140625,3220000,17.2522,39.5036,4695.89
645,645,4791.86,-7263.00927734375,3225000,17.3696,39.3721,4711.74
646,646,4752.66,-7300.720703125,3230000,17.1469,39.4858,4671.55
647,647,4784.09,-7376.02197265625,3235000,17.3535,39.5245,4707.95
648,648,4770.73,-7291.35888671875,3240000,17.1289,39.7866,4678.08
649,649,4801.18,-7490.43505859375,3245000,16.9669,39.6927,4394.11
650,650,4769.84,-7434.90380859375,3250000,17.2743,39.8429,4424.11
651,651,4772.3,-7393.1494140625,3255000,17.4086,39.5403,4687.86
652,652,4793.13,-7563.6279296875,3260000,17.0905,40.0598,4498.19
653,653,4726.75,-7313.474609375,3265000,16.4965,39.8255,4453.14
654,654,4753.06,-7429.2451171875,3270000,17.852,39.7365,4649.64
655,655,4764.22,-7398.33154296875,3275000,17.1025,39.588,4658.75
656,656,4770.99,-7483.9169921875,3280000,17.5535,39.9396,4648.14
657,657,4727.73,-7395.7001953125,3285000,17.3241,39.6275,4634.41
658,658,4722.79,-7374.40673828125,3290000,17.21,39.2251,4628.35
659,659,4744.86,-7394.70263671875,3295000,16.9594,39.1742,4638.85
660,660,4729.54,-7614.27880859375,3300000,17.0771,39.2075,4632.93
661,661,4796.1,-7541.974609375,3305000,17.9225,40.2605,4701.14
662,662,4755.4,-7510.904296875,3310000,17.2111,39.5224,4656.92
663,663,4763.74,-7632.75732421875,3315000,17.0345,39.6037,4665.26
664,664,4727.97,-7630.3046875,3320000,17.4599,39.5191,4446.2
665,665,4758.24,-7639.7958984375,3325000,17.2839,39.5985,4676.46
666,666,4748.71,-7666.9462890625,3330000,16.5609,40.1281,4662.24
667,667,4787.75,-7708.533203125,3335000,18.035,40.026,4686.32
668,668,4783.38,-7795.35791015625,3340000,18.418,40.2703,4676.07
669,669,4759.32,-7772.30126953125,3345000,17.7876,40.0161,4683.55
670,670,4694.21,-7884.21044921875,3350000,18.4668,40.0583,4613.84
671,671,4255.15,-7924.71875,3355000,17.5045,40.4529,3899.49
672,672,4138.05,-8049.1474609375,3360000,15.3829,41.3324,3260.45
673,673,4659.1,-7933.4384765625,3365000,18.5741,40.5833,4560.97
674,674,4737.81,-7804.7197265625,3370000,19.392,40.6623,4654.01
675,675,4723.75,-7806.50732421875,3375000,19.0253,40.287,4653.37
676,676,4756.29,-7800.35009765625,3380000,18.5145,39.7445,4654.53
677,677,4721.64,-7682.23486328125,3385000,17.9323,39.7632,4442.98
678,678,4708.45,-7687.9580078125,3390000,17.8501,40.104,4495.23
679,679,4782.58,-7758.2578125,3395000,17.8955,40.3584,4607.81
680,680,4761.8,-7547.9130859375,3400000,15.5617,39.8289,4697.94
681,681,4742.33,-7595.1796875,3405000,16.4802,39.1761,4283.14
682,682,4774.36,-7420.29248046875,3410000,15.3942,39.5422,3779.79
683,683,4796.11,-7605.83984375,3415000,15.6167,39.7872,4098.86
684,684,4767.32,-7730.646484375,3420000,16.6891,39.5135,4006.14
685,685,4773.68,-7826.6455078125,3425000,17.3572,39.7761,4646.47
686,686,4790.08,-7867.2841796875,3430000,18.0236,39.2745,4133.26
687,687,4776.29,-7612.23486328125,3435000,15.6654,39.9723,4424.29
688,688,4753.76,-7814.03369140625,3440000,17.8152,39.4594,4650.57
689,689,4782.68,-7867.42041015625,3445000,17.3063,39.5079,4564.5
690,690,4779.66,-7995.966796875,3450000,17.3966,40.0789,4412.53
691,691,4777.45,-7890.0546875,3455000,15.2292,40.1701,4696.61
692,692,4783.37,-7915.1962890625,3460000,16.3612,39.0723,4390.63
693,693,4794.05,-7867.8369140625,3465000,16.9504,39.4623,4391.22
694,694,4746.71,-7887.82763671875,3470000,18.7276,40.0925,4376.21
695,695,4753.65,-7913.64306640625,3475000,17.3401,39.9132,4625.23
696,696,4727.3,-8171.76806640625,3480000,18.0185,40.3465,4646.77
697,697,4754.25,-7915.4140625,3485000,17.4108,39.8395,4666.58
698,698,3942.39,-7948.34326171875,3490000,17.1762,40.0536,4457.71
699,699,4744.04,-7926.193359375,3495000,17.1368,39.6394,4487.03
700,700,4653.8,-8030.8056640625,3500000,15.8972,40.0171,4684.53
701,701,4748.76,-7901.92138671875,3505000,17.1469,39.3729,4598.52
702,702,4747.21,-7941.69140625,3510000,18.4487,40.0925,4596.83
703,703,4749.32,-8092.779296875,3515000,17.6807,39.7367,4650.64
704,704,4724.11,-8027.380859375,3520000,17.965,39.4364,4227.81
705,705,4683.31,-8188.9951171875,3525000,18.1968,39.9604,4661.41
706,706,4711.65,-7966.9921875,3530000,17.9159,39.5143,4019.88
707,707,4751.48,-8108.0400390625,3535000,18.1483,39.6605,4658.23
708,708,4724.83,-8031.02685546875,3540000,17.7986,39.5468,4629.48
709,709,4776.94,-8074.1865234375,3545000,17.9475,39.7111,4685.6
710,710,4732.66,-8264.994140625,3550000,18.2476,40.0892,4629.18
711,711,4747.18,-8215.7705078125,3555000,18.1355,39.4639,4660.51
712,712,4724.42,-8184.8896484375,3560000,17.5915,39.3965,4636.9
713,713,4594.24,-8130.60107421875,3565000,17.3463,39.8057,4591.97
714,714,4730.21,-8248.708984375,3570000,17.7017,39.7967,4647.04
715,715,4570.4,-8047.46728515625,3575000,17.5126,39.2625,4643.2
716,716,4673.32,-8207.5244140625,3580000,17.2088,39.5241,4607.46
717,717,4670.16,-8156.11181640625,3585000,17.1896,39.0945,4611.39
718,718,4654.3,-8131.3115234375,3590000,17.4846,39.8874,4599.85
719,719,4629.6,-8189.4912109375,3595000,17.2243,39.7798,4581.43
720,720,4694.42,-8247.0927734375,3600000,17.6756,40.2069,4636.03
721,721,4679.97,-8349.740234375,3605000,17.9441,40.0276,4415.76
722,722,4705.7,-8243.923828125,3610000,17.9253,40.0377,4633.98
723,723,2.17,-5666.85595703125,3615000,32.2503,51.1252,4.05
724,724,4750.47,-8539.1953125,3620000,19.5461,40.7134,4623.87
725,725,4719.46,-8561.9072265625,3625000,19.5777,40.7248,4644.32
726,726,4738.02,-8487.6689453125,3630000,18.3678,39.9462,4650.46
727,727,4710.98,-8345.046875,3635000,18.5046,39.9408,4633.77
728,728,4713.66,-8327.751953125,3640000,17.9623,39.6005,4647.39
729,729,4741.69,-8365.794921875,3645000,17.9412,39.8367,4659.19
730,730,4709.83,-8316.67578125,3650000,17.7718,39.5132,4543.23
731,731,4743.02,-8293.912109375,3655000,17.8564,40.0725,4666.98
732,732,4738.97,-8385.3759765625,3660000,17.8406,39.6301,4668.45
733,733,4697.98,-8364.099609375,3665000,17.9379,39.7051,4632.43
734,734,1407.61,-5410.50927734375,3670000,36.6428,41.5818,2049.65
735,735,3940.91,-8356.30078125,3675000,18.9141,39.7197,3862.34
736,736,4694.93,-8424.142578125,3680000,18.8925,40.2229,4647.74
737,737,4746.09,-8623.4892578125,3685000,19.1217,40.222,4693.12
738,738,4761.09,-8553.2958984375,3690000,18.6929,39.7273,4687.19
739,739,4727.74,-8545.71484375,3695000,18.4136,39.6807,4664.84
740,740,4736.84,-8591.474609375,3700000,18.7228,39.8114,4667.85
741,741,4775.91,-8559.3154296875,3705000,17.985,39.351,4693.31
742,742,4748.2,-8291.7822265625,3710000,17.5851,38.7644,4669.85
743,743,4781.26,-8420.8427734375,3715000,17.9909,39.2118,4693.06
744,744,4743.91,-8420.94140625,3720000,18.0423,38.9223,4666.5
745,745,4732.42,-8557.5888671875,3725000,18.0582,39.4075,4643.85
746,746,4662.97,-8511.212890625,3730000,18.6419,39.4523,4605.68
747,747,4686.87,-8561.2412109375,3735000,18.3616,39.6837,4606.03
748,748,4630.04,-8493.685546875,3740000,17.4002,39.5122,4549.2
749,749,4704.57,-8666.0361328125,3745000,17.9564,39.0306,4633.49
750,750,4745.5,-8597.8173828125,3750000,18.2471,39.5135,4676.8
751,751,4741.07,-8566.4619140625,3755000,18.1962,39.9204,4667.6
752,752,4729.48,-8805.6611328125,3760000,18.6185,39.716,4665.46
753,753,4737.97,-8498.8095703125,3765000,17.6725,39.4246,4668.25
754,754,4760.41,-8639.126953125,3770000,17.6963,39.2727,4677.33
755,755,4795.63,-8536.9404296875,3775000,18.3136,39.3216,4673.85
756,756,4833.64,-8563.650390625,3780000,18.2849,39.5382,4705.65
757,757,4754.49,-8666.9599609375,3785000,17.8755,39.1187,4686.11
758,758,4801.56,-8766.279296875,3790000,18.367,39.329,4698.84
759,759,4732.24,-8806.7744140625,3795000,18.2467,39.5014,4655.66
760,760,4709.17,-8701.5205078125,3800000,17.7217,38.809,4648.36
761,761,4706.78,-8719.85546875,3805000,18.2872,39.7281,4656.82
762,762,4736.13,-8754.8623046875,3810000,17.9549,39.566,4626.72
763,763,4722.61,-8646.955078125,3815000,17.6716,39.4522,4660.28
