Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
202.03,17.7648,0,202.65,39.7229
275.04,16.8219,1,282.68,37.0421
239.85,17.6664,2,244.67,37.5486
297.96,44.2435,3,312.09,36.8692
310.59,29.9383,4,303.66,36.9248
317.53,18.1105,5,319.23,37.1022
324.16,39.7395,6,331.31,36.5863
363.95,57.7197,7,375.95,35.0074
399.28,42.4019,8,405.14,36.4136
403.8,29.5681,9,415.5,34.849
391.16,29.9049,10,401.65,35.868
360.16,64.9364,11,360.0,36.4755
401.42,51.394,12,408.09,33.93
401.35,58.026,13,415.99,35.4432
438.01,47.1067,14,419.15,31.7446
557.4,43.2764,15,578.29,31.8266
810.11,34.325,16,895.21,30.674
1016.88,80.9554,17,921.44,30.1184
865.8,62.8405,18,1074.92,30.762
864.45,33.1171,19,942.62,29.4571
972.31,19.1088,20,1266.21,29.4237
2052.77,14.2388,21,2083.22,27.7247
1793.32,15.5816,22,1530.8,26.8811
2447.7,15.5205,23,3195.68,26.5555
1698.99,15.8761,24,1629.34,26.8846
2715.86,15.6102,25,3155.69,27.9512
1235.29,19.8451,26,933.39,28.455
3049.5,13.5738,27,3081.72,27.5336
3093.0,14.0832,28,3065.6,27.2357
2987.67,14.3302,29,3001.73,28.6778
3009.96,12.9331,30,3037.04,26.7502
2899.84,13.0822,31,3067.49,26.4861
1282.75,16.5796,32,1512.92,28.9317
1129.88,15.9283,33,1193.4,29.8874
2743.01,12.486,34,3145.04,26.2289
3076.04,14.2108,35,3089.49,27.5868
2415.98,17.577,36,3211.57,27.596
2546.89,17.655,37,3169.47,25.9219
2864.8,13.1647,38,3189.51,25.8286
3180.04,12.3095,39,3173.13,25.4929
1765.96,13.0613,40,3237.32,25.1888
1813.81,20.3187,41,3016.24,26.0061
1355.25,28.9548,42,2786.05,27.6347
1775.11,19.3461,43,3095.33,26.5016
2287.22,23.5772,44,3177.33,25.8898
2113.91,22.8582,45,3201.19,25.6201
2604.11,11.727,46,3157.59,25.0361
2605.93,12.4024,47,3193.95,25.0717
2238.32,15.586,48,3244.26,25.7623
2744.67,17.24,49,3190.46,24.6297
1354.98,32.6113,50,1228.96,26.7008
3111.13,13.1582,51,3159.62,25.936
1926.86,17.1888,52,3132.72,26.4561
2273.84,20.7804,53,3135.34,26.1941
2481.34,12.7822,54,3154.28,24.7211
1043.11,26.2064,55,1382.7,27.2406
867.74,26.8948,56,907.6,27.6771
1442.52,32.8236,57,3039.72,27.3237
2302.27,16.1412,58,2230.42,25.8477
2182.12,23.0319,59,3136.21,24.7875
1369.72,31.7467,60,1431.78,26.3149
2165.01,18.1313,61,3180.99,24.166
3136.33,13.4696,62,3116.07,26.0035
1199.73,37.6513,63,1203.87,27.1305
1738.44,25.9147,64,1684.88,25.6101
2432.68,15.2817,65,3157.46,25.4971
1234.8,35.0449,66,1088.42,26.3621
1095.39,30.0242,67,979.52,26.1003
1261.52,28.9534,68,1099.72,27.0531
1901.34,27.3487,69,1633.99,25.5852
1117.27,27.1707,70,1319.4,27.8838
1220.86,19.5307,71,2973.96,26.141
1852.3,14.4185,72,1619.72,25.1966
2372.17,13.722,73,3201.53,25.9565
2758.9,11.5392,74,3243.38,25.529
1986.58,13.4441,75,3369.42,26.3839
2742.35,12.2971,76,3103.01,25.9991
2694.17,11.4728,77,3185.8,25.0653
2718.8,12.5904,78,3168.12,25.3034
2282.58,13.1648,79,2364.46,26.7698
1707.28,17.4488,80,2175.19,27.5978
3018.91,12.5889,81,3148.72,25.4286
1441.26,18.6205,82,997.32,29.0062
1874.96,13.3128,83,2860.4,25.9491
1044.07,14.4567,84,925.4,27.7938
2554.12,12.4519,85,3171.83,25.5481
1614.12,16.136,86,1165.53,28.9739
1200.86,16.7377,87,1278.55,28.7878
2126.23,14.1032,88,3277.18,26.5615
2490.01,11.4192,89,3240.63,24.9104
1614.25,13.9667,90,1538.73,28.0651
1500.94,13.0418,91,1537.24,27.1652
1591.93,13.134,92,2460.21,26.9338
2360.72,11.529,93,3259.44,26.1167
2169.2,12.7291,94,3279.17,26.3326
1889.9,12.2652,95,1623.29,24.9884
1604.22,15.9136,96,2268.83,28.7553
2238.01,13.5109,97,3204.59,25.655
2062.22,11.4318,98,2692.19,25.4509
1740.37,13.5821,99,1442.91,28.4353
2676.36,13.9415,100,3216.72,25.7998
1741.4,12.8696,101,3202.29,26.6861
1933.6,12.7945,102,3025.19,26.4918
2300.07,10.9662,103,3251.91,24.7779
2895.81,11.2078,104,3300.56,25.3805
2533.26,11.2826,105,2293.6,25.4538
2466.16,10.5181,106,3302.44,24.3793
2156.64,11.8186,107,1259.08,25.512
2200.63,10.7389,108,3295.1,24.6674
1478.55,12.0303,109,3358.03,26.6608
3011.57,11.0007,110,3247.66,24.403
2384.67,10.8503,111,3291.24,24.8989
2173.17,11.1899,112,2653.5,25.1433
3106.44,11.0095,113,3274.95,24.5767
2546.14,11.1826,114,2932.07,25.2115
1092.2,13.7799,115,645.34,30.8889
3090.54,10.4368,116,3242.65,24.3092
2988.05,11.8245,117,3303.31,25.5195
2367.22,12.8721,118,3469.04,26.2554
2952.42,11.6975,119,3258.62,25.1077
2326.36,11.8179,120,3256.64,25.4964
2304.36,12.1837,121,2812.3,26.826
2077.01,11.7606,122,3348.31,25.6865
2839.52,12.1012,123,3339.89,25.9585
2797.93,12.2532,124,3369.51,25.8429
2363.45,12.0559,125,3326.38,25.6891
2660.35,11.7462,126,3269.01,25.7959
3243.13,11.7933,127,3282.21,23.9223
3254.53,12.078,128,3398.6,25.1932
2055.02,12.6097,129,3324.04,25.7655
3105.62,12.2085,130,3423.86,25.2938
3060.21,11.3034,131,3312.6,24.7617
2784.41,12.0336,132,3370.74,25.7581
3246.58,12.8917,133,3174.25,26.3852
2210.49,11.8249,134,3289.59,26.4798
2697.11,11.9394,135,3323.48,24.994
2900.98,13.1653,136,3362.07,26.74
2838.94,12.1768,137,3411.68,26.6624
2771.49,13.3187,138,3441.72,26.3458
3099.0,11.8492,139,3338.41,25.3662
3209.15,12.8137,140,3444.09,25.0201
2631.41,16.19,141,3473.1,25.8152
2846.79,13.6462,142,3440.88,25.71
2636.79,15.0091,143,3466.17,25.3209
2230.34,11.2381,144,3129.51,25.1642
3295.12,12.1826,145,3377.12,24.8089
3021.59,11.4722,146,3407.3,24.9106
3199.87,12.2682,147,3347.43,24.6808
3149.55,11.4605,148,3454.42,25.2641
2327.96,13.7637,149,3373.27,25.5147
2365.74,16.7424,150,2137.12,27.0089
2911.5,14.1909,151,3454.5,26.0995
2998.92,12.26,152,3352.46,25.4449
2644.26,13.8808,153,3191.26,27.8318
2550.88,16.2795,154,1742.03,26.1257
2434.57,16.8013,155,3471.22,26.1325
2543.25,15.1131,156,2606.14,28.5346
2863.52,13.1626,157,3454.31,25.5605
2828.04,12.8629,158,3439.63,25.3683
3104.38,11.7959,159,3393.61,25.0901
2543.26,16.9631,160,3350.81,25.9983
3111.24,11.8311,161,3431.36,24.4262
2703.54,11.011,162,3318.21,24.5535
2252.07,13.4129,163,908.14,26.4091
2387.42,13.2068,164,2654.21,26.644
2362.46,14.7723,165,1379.95,25.9779
2954.35,14.5256,166,3471.52,26.8678
2354.56,14.4003,167,3483.77,26.082
2762.26,14.0797,168,3413.67,25.5945
2855.45,13.2683,169,3483.49,25.6501
3112.92,11.2896,170,3310.6,24.5067
2527.16,12.9643,171,3448.09,26.243
1608.36,16.2642,172,3410.91,27.2165
2654.73,13.2193,173,3421.22,24.6464
3224.88,12.5636,174,3448.08,25.1457
1766.31,18.3237,175,3250.5,28.0563
2211.22,14.6615,176,3131.11,27.4889
2184.84,12.4729,177,3313.19,26.7323
2674.99,14.3787,178,3437.97,25.9946
2743.5,12.3902,179,3461.45,26.2417
2635.46,15.5898,180,2099.73,26.2923
1718.56,15.4506,181,2759.9,27.2705
2764.88,13.5322,182,3523.69,26.4112
1986.42,12.8897,183,2222.22,27.6767
2130.55,14.4463,184,3480.35,27.6874
2554.67,12.7858,185,3263.72,26.7321
3054.21,12.5522,186,3431.97,25.203
2523.01,12.062,187,3404.54,26.1405
1983.78,11.5867,188,3320.08,26.7131
3312.15,11.9775,189,2720.62,25.0179
3425.82,12.498,190,3377.18,24.7022
1587.25,13.8977,191,3261.64,26.8144
3038.06,11.8919,192,3387.84,24.6338
2682.13,12.1735,193,3356.07,25.3959
3219.55,12.3499,194,3414.35,25.958
2748.53,10.9181,195,3446.44,24.5719
2919.5,11.3142,196,3440.37,24.8248
2691.29,13.3953,197,3516.55,26.4904
2772.98,13.0024,198,3462.04,26.0006
2900.97,12.5076,199,3480.38,26.4478
