Real Det Return,Running Forward KL,Running Reverse KL,Reward Loss,Running Update Time,Real Sto Return,Itration,Running Env Steps
2406.74,316.7625,112.3321,-13416.18359375,149,4402.62,149,745000
4016.6,310.5854,100.4048,-13369.4208984375,150,4629.7,150,750000
3657.17,318.6242,98.2486,-13890.4345703125,151,4869.58,151,755000
3594.83,328.6478,133.797,-13762.5419921875,152,4106.67,152,760000
3466.82,312.8807,114.514,-13985.7529296875,153,4451.51,153,765000
2281.84,312.3788,119.2721,-13764.5439453125,154,4529.6,154,770000
3345.61,322.6428,121.6863,-14676.587890625,155,4456.78,155,775000
2841.9,309.016,92.417,-14241.2353515625,156,4861.05,156,780000
1949.94,318.1208,111.2507,-14320.3369140625,157,3218.58,157,785000
1807.53,318.2176,118.4183,-14882.34375,158,3917.65,158,790000
3833.14,301.3837,86.6636,-13874.81640625,159,4586.09,159,795000
4355.23,319.3656,105.8236,-14791.142578125,160,4555.05,160,800000
4150.6,318.6523,103.4852,-14758.1220703125,161,4814.42,161,805000
3198.65,309.019,101.1343,-14716.494140625,162,4826.18,162,810000
3561.38,314.1766,101.466,-14861.1494140625,163,4523.23,163,815000
1751.04,328.3766,158.9748,-15456.1591796875,164,3187.63,164,820000
4282.65,316.6193,109.4108,-14937.99609375,165,4014.83,165,825000
3026.96,321.8221,128.6268,-15074.431640625,166,3985.22,166,830000
3497.61,312.1583,102.2162,-15123.2080078125,167,3879.46,167,835000
2867.4,305.8755,96.925,-15077.2744140625,168,4695.54,168,840000
2468.82,308.5683,104.0355,-14942.7138671875,169,4082.25,169,845000
4659.58,322.0001,106.3687,-15567.3251953125,170,4006.07,170,850000
3454.2,318.3142,105.5991,-15598.5625,171,4347.77,171,855000
4336.03,320.9577,113.8805,-15458.3740234375,172,4261.45,172,860000
3304.21,323.9241,126.7661,-15357.9755859375,173,3375.31,173,865000
1154.05,332.7801,142.6133,-15488.5615234375,174,2182.62,174,870000
3640.58,309.3564,100.8385,-15162.12890625,175,3846.75,175,875000
4244.58,314.9505,99.5804,-15483.6806640625,176,4863.22,176,880000
4819.9,315.8727,96.2304,-15347.41015625,177,4571.44,177,885000
4297.23,311.8886,94.3965,-15735.7001953125,178,2538.71,178,890000
4578.49,307.5741,91.4084,-15643.1826171875,179,3823.39,179,895000
4831.16,304.384,92.1537,-15678.1962890625,180,4397.78,180,900000
3074.22,314.8914,110.5737,-16081.3828125,181,3754.56,181,905000
4270.55,311.6689,107.1423,-16163.0341796875,182,3235.24,182,910000
4530.38,309.0926,94.5722,-15637.9833984375,183,4647.48,183,915000
4741.65,310.5693,113.1037,-16025.216796875,184,4007.46,184,920000
2870.86,315.5533,122.381,-15821.96484375,185,3287.6,185,925000
2785.27,325.8375,122.8588,-17161.61328125,186,3996.12,186,930000
3945.28,314.9142,115.8374,-16468.701171875,187,4143.36,187,935000
2458.96,329.2275,153.8145,-15780.2216796875,188,2959.35,188,940000
4490.91,319.5823,101.2329,-16607.62109375,189,4337.97,189,945000
4837.0,314.9682,104.8559,-16592.537109375,190,4367.11,190,950000
4587.03,312.2897,109.7561,-16525.919921875,191,4831.27,191,955000
1075.46,323.2985,153.5502,-16577.052734375,192,1554.99,192,960000
4434.37,309.0322,101.077,-16553.201171875,193,3895.36,193,965000
4379.91,314.962,118.8686,-16989.326171875,194,3983.45,194,970000
2893.34,314.8258,123.3662,-16865.4375,195,3838.57,195,975000
4542.38,307.0232,108.196,-16944.88671875,196,4394.03,196,980000
4031.45,307.5507,100.0087,-16922.373046875,197,4372.71,197,985000
3157.66,324.7506,139.7526,-16855.8046875,198,3440.54,198,990000
4800.0,312.7771,104.3411,-17090.46875,199,4848.2,199,995000
4513.84,315.1782,101.9036,-16574.4609375,200,4729.22,200,1000000
4215.97,311.6823,102.2645,-16614.958984375,201,4404.47,201,1005000
4579.08,306.1371,94.3108,-16268.640625,202,4751.34,202,1010000
4435.72,316.5604,91.0964,-16819.603515625,203,4778.62,203,1015000
4646.86,312.4833,96.8917,-16749.66015625,204,4846.99,204,1020000
4318.84,316.3398,91.2266,-16718.21484375,205,4405.46,205,1025000
4524.43,318.3084,128.5248,-16751.88671875,206,3523.6,206,1030000
3822.88,312.7351,110.8893,-16763.0,207,3699.42,207,1035000
2735.64,316.6032,137.4893,-16941.23046875,208,3144.29,208,1040000
2780.13,319.1557,154.1416,-17000.93359375,209,4149.73,209,1045000
4666.88,315.0833,128.1811,-16692.984375,210,4265.6,210,1050000
4586.12,314.5662,121.8707,-16901.978515625,211,4591.95,211,1055000
4698.9,312.3877,97.3268,-17151.017578125,212,4503.29,212,1060000
4701.03,323.6944,144.4756,-16784.248046875,213,3746.09,213,1065000
4588.82,307.8584,96.7522,-17392.228515625,214,4255.93,214,1070000
4206.91,310.3755,102.1765,-17398.734375,215,4040.5,215,1075000
4770.74,310.1001,117.6068,-17268.7578125,216,3932.55,216,1080000
3396.77,330.4006,167.9085,-17186.66796875,217,3321.92,217,1085000
3438.65,316.3745,119.6152,-17492.3125,218,3539.68,218,1090000
4790.45,318.8854,114.9097,-17731.466796875,219,4321.82,219,1095000
3937.9,317.3901,117.9605,-17628.466796875,220,4846.85,220,1100000
4282.34,315.8492,129.492,-17572.7734375,221,4010.39,221,1105000
4361.08,309.3369,104.9204,-17839.765625,222,4517.72,222,1110000
4685.45,324.8395,126.3847,-18010.298828125,223,3961.02,223,1115000
4545.82,315.0627,122.14,-18093.234375,224,4862.86,224,1120000
2283.02,316.5582,128.2556,-17901.703125,225,4073.76,225,1125000
4110.42,329.8242,113.8588,-18125.1640625,226,4719.5,226,1130000
3461.77,312.1038,101.0619,-18366.767578125,227,4669.93,227,1135000
4708.85,310.5854,119.3822,-18147.7578125,228,3708.17,228,1140000
4712.82,307.3251,94.3831,-17917.716796875,229,4474.01,229,1145000
4809.51,320.1673,121.5878,-17788.818359375,230,3635.43,230,1150000
4586.56,312.4997,103.7265,-17517.490234375,231,3988.67,231,1155000
4408.35,331.8803,124.9733,-17970.80859375,232,4232.78,232,1160000
4069.85,315.8664,102.8027,-17948.01953125,233,4123.81,233,1165000
1905.91,321.9828,122.2412,-16978.46875,234,2378.63,234,1170000
334.09,358.6985,172.2577,-15876.6865234375,235,2048.16,235,1175000
331.6,349.7075,171.5411,-15709.1884765625,236,884.69,236,1180000
2271.44,316.1651,159.5129,-17615.994140625,237,3766.23,237,1185000
1677.12,343.6002,176.0414,-17394.015625,238,2523.75,238,1190000
4198.98,315.972,127.2193,-17293.486328125,239,3918.26,239,1195000
3704.77,318.3558,116.973,-17259.51171875,240,3368.08,240,1200000
3254.22,313.7613,129.8172,-16842.109375,241,2233.79,241,1205000
2283.26,349.3939,194.3931,-16340.7421875,242,1365.15,242,1210000
1550.02,345.9312,184.4742,-16562.12109375,243,1337.25,243,1215000
1963.48,335.4225,171.3224,-17471.4765625,244,1519.8,244,1220000
3158.12,334.2319,177.0214,-17440.984375,245,2170.08,245,1225000
2269.82,368.1945,242.1595,-17871.28515625,246,867.6,246,1230000
2924.35,350.0106,214.2667,-18206.82421875,247,1999.38,247,1235000
1227.69,363.2587,293.5416,-18171.078125,248,1832.86,248,1240000
1392.75,379.6537,249.682,-17894.638671875,249,1066.27,249,1245000
1012.36,397.9719,274.8414,-17819.08203125,250,758.5,250,1250000
658.78,400.0644,253.0857,-17489.677734375,251,425.35,251,1255000
373.86,448.5219,284.2319,-17295.931640625,252,312.77,252,1260000
509.02,437.421,298.0434,-17240.982421875,253,386.13,253,1265000
360.92,459.6531,311.8471,-17322.16015625,254,321.76,254,1270000
272.53,456.9392,368.8013,-17428.369140625,255,297.28,255,1275000
103.2,541.3588,357.4849,-17290.912109375,256,105.35,256,1280000
113.08,546.2471,379.4567,-17676.376953125,257,112.43,257,1285000
107.68,552.9196,377.7927,-18088.658203125,258,105.38,258,1290000
232.44,487.5928,391.701,-16581.501953125,259,183.0,259,1295000
254.54,503.0979,540.4168,-16492.8046875,260,250.42,260,1300000
106.35,631.3513,1487.7996,-15280.9462890625,261,126.76,261,1305000
76.51,572.3424,532.4861,-14689.9892578125,262,72.99,262,1310000
60.0,603.6124,939.903,-13912.2314453125,263,59.89,263,1315000
62.55,587.9797,730.4699,-13002.2158203125,264,62.22,264,1320000
62.73,649.4325,634.6803,-13500.24609375,265,62.61,265,1325000
62.94,717.5566,960.9736,-13492.044921875,266,63.29,266,1330000
64.3,687.5128,615.2632,-13802.36328125,267,63.79,267,1335000
61.87,637.6727,599.2988,-13512.34765625,268,62.12,268,1340000
63.28,682.8935,725.7474,-13979.9384765625,269,62.53,269,1345000
61.09,591.4315,345.0796,-12390.8544921875,270,61.29,270,1350000
61.89,585.3382,343.8849,-9251.5302734375,271,60.09,271,1355000
60.08,586.7546,422.4052,-9955.40234375,272,61.28,272,1360000
63.72,582.9077,502.1619,-6860.57666015625,273,64.16,273,1365000
63.46,572.9266,400.2595,-11260.8310546875,274,63.09,274,1370000
61.25,563.6311,378.4191,-11217.2275390625,275,62.67,275,1375000
223.88,510.7142,337.2445,-13614.2578125,276,236.43,276,1380000
206.58,521.8368,339.34,-15492.57421875,277,199.82,277,1385000
278.41,511.5207,330.1759,-16670.66796875,278,288.93,278,1390000
411.39,482.8666,466.0735,-16979.736328125,279,435.95,279,1395000
318.03,479.6532,1064.9442,-18509.830078125,280,301.91,280,1400000
267.27,489.3304,313.9804,-16483.5625,281,272.49,281,1405000
387.0,496.4294,343.3765,-16157.3203125,282,393.42,282,1410000
158.9,557.3665,428.5436,-13425.0703125,283,154.76,283,1415000
71.28,718.9259,2596.4536,-7624.53564453125,284,71.52,284,1420000
60.75,703.5356,647.7987,-14019.9130859375,285,60.69,285,1425000
59.16,668.9759,590.2432,-15346.857421875,286,59.83,286,1430000
60.54,665.8755,476.3361,-17638.1875,287,60.6,287,1435000
59.78,667.074,549.1802,-17288.8046875,288,60.34,288,1440000
59.59,697.7628,1064.8805,-18680.884765625,289,59.52,289,1445000
59.64,696.8989,867.2104,-19301.44140625,290,59.67,290,1450000
57.45,715.7452,1147.7582,-19730.4609375,291,58.1,291,1455000
59.38,697.2606,820.1737,-19567.08984375,292,58.29,292,1460000
57.59,738.6994,643.4558,-19599.048828125,293,57.59,293,1465000
59.59,708.4574,601.4931,-19415.984375,294,59.57,294,1470000
54.21,741.362,606.906,-19639.537109375,295,56.33,295,1475000
57.86,681.504,632.7196,-19661.80078125,296,58.47,296,1480000
54.09,660.6706,487.6612,-19331.703125,297,55.23,297,1485000
58.21,724.5237,733.6718,-19458.271484375,298,57.6,298,1490000
56.37,730.6706,618.0166,-19538.24609375,299,56.8,299,1495000
57.52,733.7913,620.2109,-19577.166015625,300,58.13,300,1500000
57.82,738.6567,621.9622,-19449.01953125,301,57.99,301,1505000
58.06,727.0672,578.0157,-19623.37109375,302,58.25,302,1510000
56.77,708.4827,562.6218,-19642.29296875,303,56.42,303,1515000
55.85,733.2954,606.1607,-19633.78515625,304,55.72,304,1520000
55.86,696.0632,565.9166,-19563.46484375,305,56.43,305,1525000
54.26,713.9274,608.5776,-19629.21484375,306,54.24,306,1530000
53.19,692.6323,600.4071,-19462.87890625,307,52.92,307,1535000
53.21,732.6321,666.2363,-19283.35546875,308,52.77,308,1540000
54.66,665.6114,444.3512,-19502.30859375,309,54.44,309,1545000
51.25,756.0289,589.7629,-19714.99609375,310,51.37,310,1550000
55.27,739.7505,782.2928,-19728.3359375,311,56.53,311,1555000
55.91,733.9441,608.3454,-19695.931640625,312,56.25,312,1560000
56.25,717.6612,971.4859,-19824.732421875,313,56.45,313,1565000
55.64,712.1687,583.8127,-19769.171875,314,55.58,314,1570000
55.95,706.7228,572.3073,-19695.908203125,315,56.2,315,1575000
55.27,708.2752,624.0619,-19729.46875,316,55.47,316,1580000
56.99,713.1222,544.093,-19736.48828125,317,57.05,317,1585000
59.28,755.7394,623.8678,-19786.54296875,318,58.5,318,1590000
58.31,730.0042,812.9656,-19766.43359375,319,58.46,319,1595000
60.48,728.7595,544.1022,-19813.935546875,320,60.68,320,1600000
60.07,672.4224,515.3737,-19693.07421875,321,59.73,321,1605000
57.06,745.4431,619.3459,-19797.83984375,322,57.64,322,1610000
57.4,717.7133,699.0575,-19840.375,323,57.25,323,1615000
51.21,734.0472,883.3914,-19822.125,324,51.23,324,1620000
51.48,718.7414,543.1861,-19745.748046875,325,52.47,325,1625000
51.38,701.4365,479.5018,-19703.173828125,326,51.34,326,1630000
51.42,711.2353,484.15,-19706.8984375,327,51.36,327,1635000
51.08,746.5291,816.7221,-19845.775390625,328,51.04,328,1640000
52.77,668.3162,477.2185,-19474.11328125,329,53.88,329,1645000
80.85,543.8613,473.3351,-19553.10546875,330,96.57,330,1650000
89.57,651.5209,673.264,-19653.041015625,331,82.8,331,1655000
98.79,698.75,725.3767,-19683.552734375,332,120.5,332,1660000
231.35,561.395,934.4001,-19614.5,333,238.96,333,1665000
201.37,546.153,1119.0166,-19660.29296875,334,183.33,334,1670000
54.45,737.2121,684.018,-19828.94140625,335,54.47,335,1675000
55.25,729.7445,1054.1117,-19847.513671875,336,55.37,336,1680000
53.71,708.5973,1241.9043,-19795.162109375,337,54.38,337,1685000
57.21,773.8437,2952.0707,-19894.99609375,338,57.23,338,1690000
58.25,725.5772,934.7284,-19818.83203125,339,57.34,339,1695000
61.92,725.0017,575.0761,-19637.01953125,340,59.42,340,1700000
56.54,720.7199,998.2866,-19848.515625,341,55.57,341,1705000
53.18,747.2464,1645.0629,-19475.65625,342,53.38,342,1710000
55.74,716.3054,2571.4313,-19751.908203125,343,54.84,343,1715000
54.47,663.0952,1096.887,-19811.3046875,344,53.59,344,1720000
53.53,644.7551,517.5627,-19330.69140625,345,53.3,345,1725000
53.32,727.1372,1903.5959,-19859.37890625,346,53.83,346,1730000
53.97,700.7133,1652.9576,-19827.44921875,347,54.14,347,1735000
56.54,688.771,656.1747,-19847.701171875,348,56.26,348,1740000
53.79,733.1897,2513.6122,-19882.029296875,349,53.76,349,1745000
55.05,733.5506,2670.3487,-19893.326171875,350,55.16,350,1750000
56.61,673.7913,548.6662,-19581.140625,351,56.34,351,1755000
54.88,757.1104,1159.7579,-19886.654296875,352,55.09,352,1760000
54.4,712.9658,785.1426,-19848.8359375,353,54.41,353,1765000
54.42,721.8542,1080.9301,-19771.6796875,354,54.65,354,1770000
53.82,744.2633,891.3002,-19852.412109375,355,53.74,355,1775000
52.63,732.9912,528.0985,-19756.46484375,356,52.63,356,1780000
53.36,721.8846,513.9185,-19634.44140625,357,53.55,357,1785000
53.71,733.9441,487.1148,-19725.53125,358,53.78,358,1790000
54.0,726.7682,538.6385,-19590.587890625,359,53.99,359,1795000
53.96,712.2997,452.2634,-19631.83203125,360,53.98,360,1800000
53.64,726.4833,657.6186,-19770.0390625,361,53.64,361,1805000
54.19,695.1381,559.351,-19268.759765625,362,54.23,362,1810000
53.78,671.955,507.5694,-18992.353515625,363,53.77,363,1815000
52.95,669.9786,540.6492,-18927.1953125,364,52.94,364,1820000
52.8,653.4802,425.9558,-18719.349609375,365,53.05,365,1825000
53.03,617.826,702.8877,-18479.560546875,366,53.29,366,1830000
54.16,710.2885,521.0952,-18737.255859375,367,53.99,367,1835000
53.24,662.8822,489.2754,-18242.849609375,368,53.04,368,1840000
53.74,675.5864,475.0014,-19166.33203125,369,53.75,369,1845000
52.38,698.298,658.4945,-19290.6640625,370,52.23,370,1850000
53.08,677.2597,481.7825,-19141.51171875,371,53.21,371,1855000
53.27,645.4883,497.8999,-18680.77734375,372,53.38,372,1860000
53.69,668.3379,506.3502,-18901.349609375,373,53.79,373,1865000
52.62,703.897,523.9344,-19525.2265625,374,52.59,374,1870000
54.37,615.0469,959.3174,-18765.716796875,375,53.77,375,1875000
51.96,660.5231,764.5363,-18756.71484375,376,51.89,376,1880000
52.76,665.6704,769.4265,-19331.0234375,377,52.53,377,1885000
52.59,639.9873,427.843,-18406.08203125,378,52.56,378,1890000
53.15,655.4643,464.845,-18486.66796875,379,53.17,379,1895000
52.74,624.2676,545.799,-19109.677734375,380,52.73,380,1900000
53.15,639.1586,477.7291,-18226.052734375,381,52.91,381,1905000
52.26,659.9956,683.6789,-18994.162109375,382,52.32,382,1910000
52.03,650.4317,413.9088,-19125.09765625,383,52.28,383,1915000
52.52,633.3609,1434.5262,-19122.25390625,384,52.5,384,1920000
50.96,645.1195,661.9151,-18587.11328125,385,51.55,385,1925000
52.65,653.6503,531.0653,-18603.48828125,386,52.67,386,1930000
52.35,660.757,1365.5254,-19279.32421875,387,52.37,387,1935000
52.36,630.3086,494.3373,-18614.609375,388,52.35,388,1940000
53.24,664.2367,755.7342,-18828.75390625,389,53.25,389,1945000
53.18,623.0658,765.9663,-18784.705078125,390,53.09,390,1950000
51.99,655.5328,729.7053,-18954.609375,391,52.15,391,1955000
52.49,656.3876,455.5196,-18689.90234375,392,52.48,392,1960000
52.47,629.1293,520.7046,-18728.580078125,393,52.45,393,1965000
52.88,623.4215,425.1079,-18711.12109375,394,52.93,394,1970000
52.46,620.608,466.4516,-18810.5546875,395,52.44,395,1975000
49.82,632.4577,439.9436,-18610.181640625,396,50.38,396,1980000
51.03,630.2055,450.6155,-18582.880859375,397,51.61,397,1985000
50.92,650.2363,727.4867,-19080.51171875,398,50.91,398,1990000
50.68,632.7221,704.7769,-19082.6484375,399,50.9,399,1995000
