Reward Loss,Real Det Return,Real Sto Return,Running Update Time,Running Forward KL,Running Reverse KL,Itration,Running Env Steps
-21515.837890625,2210.06,1826.46,107,156.5673,15.1826,107,535000
-21768.583984375,2198.29,1861.1,108,156.5408,15.2871,108,540000
-22003.5546875,2210.43,1831.72,109,156.6986,15.344,109,545000
-22278.361328125,2257.11,1860.8,110,156.653,15.5694,110,550000
-22502.86328125,2221.27,1838.81,111,156.8051,15.2454,111,555000
-22812.212890625,2203.29,1822.32,112,156.7004,15.2335,112,560000
-23020.173828125,2273.64,1886.83,113,156.7618,15.5198,113,565000
-23263.08203125,2247.47,1859.19,114,156.7163,15.3955,114,570000
-23548.26953125,2251.23,1876.79,115,156.7104,15.5386,115,575000
-23746.990234375,2268.04,1886.46,116,156.828,15.8005,116,580000
-24041.240234375,2233.35,1854.06,117,156.6863,15.5665,117,585000
-24176.662109375,2279.96,1894.97,118,156.723,15.5644,118,590000
-24639.65625,2271.17,1867.17,119,156.5962,15.5922,119,595000
-24801.11328125,2201.88,1875.83,120,156.6744,15.1676,120,600000
-24896.26171875,2237.81,1887.79,121,156.6723,15.5743,121,605000
-25284.203125,2238.0,1894.84,122,156.5699,15.3926,122,610000
-25500.998046875,2273.77,1886.9,123,156.5638,15.4424,123,615000
-25517.205078125,2200.98,1840.46,124,156.6162,15.1491,124,620000
-26053.861328125,2215.94,1852.97,125,156.7559,15.1943,125,625000
-26254.330078125,2250.36,1867.42,126,156.7382,15.5502,126,630000
-26462.947265625,2272.35,1879.3,127,156.7376,15.4894,127,635000
-26944.826171875,2206.31,1860.19,128,156.7652,15.3312,128,640000
-27071.26953125,2269.37,1885.11,129,156.6338,15.4227,129,645000
-27260.865234375,2235.79,1854.96,130,156.6742,15.2947,130,650000
-27487.029296875,2231.49,1891.17,131,156.7031,15.2747,131,655000
-27894.91015625,2247.0,1862.47,132,156.6718,15.2699,132,660000
-27949.595703125,2240.22,1878.72,133,156.493,15.1322,133,665000
-28412.509765625,2255.42,1879.62,134,156.7322,15.509,134,670000
-28617.115234375,2241.72,1899.08,135,156.6691,15.3993,135,675000
-28902.40625,2243.43,1876.05,136,156.7776,15.2539,136,680000
-29246.052734375,2203.88,1852.79,137,156.6627,15.0957,137,685000
-29496.736328125,2270.43,1859.68,138,156.6828,15.245,138,690000
-29863.556640625,2251.63,1907.85,139,156.8239,15.5203,139,695000
-30137.08203125,2272.68,1904.39,140,156.678,15.616,140,700000
-30170.81640625,2195.32,1863.65,141,156.64,15.1022,141,705000
-30548.580078125,2222.26,1837.51,142,156.7948,15.1459,142,710000
-30934.767578125,2237.0,1890.81,143,156.8177,15.1863,143,715000
-31036.119140625,2210.52,1872.68,144,156.5485,15.2471,144,720000
-31335.025390625,2241.22,1901.89,145,156.5808,15.4653,145,725000
-31790.140625,2249.93,1881.86,146,156.8104,15.4288,146,730000
-31863.404296875,2307.21,1910.5,147,156.6777,15.3262,147,735000
-32368.892578125,2268.33,1902.98,148,156.7659,15.4154,148,740000
-32473.037109375,2242.27,1876.59,149,156.689,15.0016,149,745000
-32815.0546875,2276.63,1886.9,150,156.7812,15.4011,150,750000
-33289.6484375,2252.75,1921.07,151,156.7293,15.419,151,755000
-33340.5390625,2242.31,1884.19,152,156.7378,15.2471,152,760000
-33600.89453125,2301.53,1922.97,153,156.5499,15.3655,153,765000
-34133.578125,2280.47,1884.18,154,156.6527,15.078,154,770000
-34336.6484375,2306.45,1912.29,155,156.6763,15.3169,155,775000
-34491.8671875,2285.24,1912.6,156,156.5219,15.4633,156,780000
-35031.76171875,2245.88,1903.33,157,156.6927,15.3433,157,785000
-35010.25390625,2243.45,1914.98,158,156.6148,15.2668,158,790000
-35506.13671875,2278.14,1884.49,159,156.7273,15.1289,159,795000
-35575.51171875,2246.42,1919.63,160,156.5267,15.102,160,800000
-36160.33984375,2271.92,1908.17,161,156.7357,15.3698,161,805000
-36308.6015625,2288.69,1930.89,162,156.5595,15.2992,162,810000
-36572.8515625,2262.5,1915.52,163,156.5799,15.474,163,815000
-37095.49609375,2243.19,1893.8,164,156.7789,15.4073,164,820000
-37240.78125,2319.41,1916.16,165,156.6349,15.1636,165,825000
-37633.5390625,2254.86,1911.15,166,156.8701,15.3427,166,830000
-37857.7265625,2294.46,1917.69,167,156.6797,15.4299,167,835000
-37920.47265625,2272.96,1919.88,168,156.7792,15.2845,168,840000
-38466.046875,2298.05,1915.95,169,156.6383,15.234,169,845000
-38505.484375,2291.52,1935.32,170,156.6079,15.4322,170,850000
-38657.01953125,2266.21,1938.31,171,156.4778,15.3469,171,855000
-38842.94140625,2329.82,1948.86,172,156.6823,15.3987,172,860000
-39332.953125,2277.18,1891.09,173,156.5871,15.3805,173,865000
-39391.97265625,2281.99,1918.16,174,156.6537,15.193,174,870000
-39620.640625,2308.64,1943.58,175,156.594,15.1547,175,875000
-39805.4921875,2262.07,1903.37,176,156.653,15.1531,176,880000
-40126.50390625,2281.62,1917.09,177,156.5119,15.2767,177,885000
-40281.3671875,2282.91,1916.55,178,156.7084,15.3678,178,890000
-40519.78515625,2289.89,1923.26,179,156.4875,15.2901,179,895000
-40646.17578125,2280.14,1910.14,180,156.6595,15.1118,180,900000
-40842.12890625,2278.72,1934.51,181,156.6406,15.064,181,905000
-40999.18359375,2295.01,1908.09,182,156.6152,15.1756,182,910000
-41089.76171875,2286.17,1915.27,183,156.685,15.0339,183,915000
-41382.7890625,2299.36,1937.64,184,156.6273,15.2021,184,920000
-41602.19140625,2302.31,1917.04,185,156.5519,15.2312,185,925000
-41593.7734375,2290.61,1935.74,186,156.592,15.207,186,930000
-42244.921875,2292.07,1916.17,187,156.6716,15.2745,187,935000
-42338.22265625,2301.3,1930.69,188,156.6492,15.3156,188,940000
-42619.7734375,2271.22,1915.81,189,156.6095,15.1727,189,945000
-42622.27734375,2290.1,1931.05,190,156.518,15.2618,190,950000
-43186.6875,2291.63,1904.46,191,156.7326,15.0303,191,955000
-43155.33984375,2324.17,1927.88,192,156.5948,15.1733,192,960000
-43355.609375,2274.88,1919.33,193,156.6051,15.3046,193,965000
-43518.12109375,2312.52,1934.26,194,156.5985,15.1034,194,970000
-44008.28515625,2324.52,1934.13,195,156.5059,15.4364,195,975000
-44202.578125,2275.55,1938.7,196,156.6188,15.3191,196,980000
-44603.8203125,2329.99,1952.08,197,156.6443,15.2168,197,985000
-44407.69140625,2281.41,1944.02,198,156.7088,15.3833,198,990000
-44624.703125,2296.48,1936.32,199,156.5291,15.361,199,995000
-45018.640625,2326.17,1954.53,200,156.5485,15.5985,200,1000000
-45146.64453125,2329.01,1951.66,201,156.5086,15.6174,201,1005000
-45372.47265625,2339.1,1962.25,202,156.5014,15.4861,202,1010000
-45584.10546875,2330.2,1961.92,203,156.5834,15.632,203,1015000
-45927.70703125,2315.42,1960.58,204,156.6231,15.6037,204,1020000
-46149.0390625,2334.22,1968.98,205,156.5338,15.4469,205,1025000
-46365.953125,2338.97,1954.75,206,156.6876,15.5305,206,1030000
-46667.38671875,2331.29,1961.82,207,156.5272,15.4695,207,1035000
-46933.98828125,2343.46,1971.6,208,156.6351,15.6183,208,1040000
-47210.796875,2306.12,1960.44,209,156.5799,15.494,209,1045000
-47408.7421875,2319.7,1960.8,210,156.7106,15.5831,210,1050000
-47530.16015625,2344.35,1971.43,211,156.5375,15.408,211,1055000
-47631.8984375,2335.21,1965.78,212,156.6684,15.5159,212,1060000
-47864.34375,2356.43,1981.25,213,156.4826,15.5421,213,1065000
-48214.74609375,2339.66,1965.99,214,156.4694,15.5833,214,1070000
-48465.875,2359.09,1975.56,215,156.7221,15.6587,215,1075000
-48588.28125,2345.09,1976.23,216,156.5919,15.6214,216,1080000
-48462.47265625,2348.37,1965.31,217,156.5645,15.4466,217,1085000
-48893.58984375,2359.83,1984.55,218,156.5877,15.5863,218,1090000
-48930.16015625,2343.85,1953.93,219,156.6744,15.651,219,1095000
-49306.6484375,2353.38,1964.13,220,156.7327,15.7172,220,1100000
-49397.26953125,2344.39,1961.81,221,156.6293,15.5516,221,1105000
-49701.359375,2339.35,1974.61,222,156.5178,15.6137,222,1110000
-49979.4453125,2360.02,1976.54,223,156.5355,15.6668,223,1115000
-49955.94140625,2361.42,1990.83,224,156.5093,15.5647,224,1120000
-49981.5546875,2353.03,1962.27,225,156.5144,15.4107,225,1125000
-50353.46484375,2344.45,1962.52,226,156.5552,15.3444,226,1130000
-50353.43359375,2354.22,1978.72,227,156.6204,15.4769,227,1135000
-50676.58984375,2359.67,1968.01,228,156.6933,15.4726,228,1140000
-50974.8671875,2343.71,1977.67,229,156.6425,15.5416,229,1145000
-51018.19140625,2352.76,1968.12,230,156.6447,15.4849,230,1150000
-51298.37109375,2342.36,1971.34,231,156.5512,15.5972,231,1155000
-51441.5,2342.08,1980.74,232,156.6352,15.4772,232,1160000
-51717.9921875,2346.47,1969.77,233,156.717,15.4563,233,1165000
-51895.70703125,2327.02,1962.15,234,156.5732,15.3833,234,1170000
-51788.19921875,2313.66,1946.86,235,156.4312,15.2794,235,1175000
-52287.21875,2333.16,1993.38,236,156.6083,15.5946,236,1180000
-52518.69140625,2347.8,1987.76,237,156.6056,15.5675,237,1185000
-52666.42578125,2356.9,1981.01,238,156.6339,15.436,238,1190000
-52777.10546875,2341.78,1966.32,239,156.5884,15.2844,239,1195000
-52802.71484375,2333.26,1957.52,240,156.7019,15.3147,240,1200000
-53060.17578125,2320.01,1965.29,241,156.61,15.3758,241,1205000
-53410.04296875,2338.24,1985.19,242,156.6405,15.3795,242,1210000
-53682.8203125,2343.12,1966.35,243,156.5681,15.4702,243,1215000
-53693.4609375,2338.01,1973.97,244,156.6502,15.3613,244,1220000
-53658.14453125,2344.37,1959.8,245,156.829,15.4352,245,1225000
-54209.3984375,2365.21,1981.97,246,156.555,15.5433,246,1230000
-54229.37109375,2334.57,1973.68,247,156.5005,15.4488,247,1235000
-54462.71875,2336.66,1973.15,248,156.4992,15.5188,248,1240000
-54819.01171875,2356.11,1991.6,249,156.6753,15.4926,249,1245000
-54801.7421875,2351.34,1972.65,250,156.5786,15.5465,250,1250000
-55017.05078125,2355.67,1974.41,251,156.7316,15.4946,251,1255000
-55202.140625,2349.91,1974.41,252,156.6508,15.499,252,1260000
-55408.390625,2349.8,1958.03,253,156.624,15.4284,253,1265000
-55912.2734375,2362.77,1962.54,254,156.6849,15.7363,254,1270000
-55855.42578125,2358.81,1980.86,255,156.6103,15.618,255,1275000
-55849.99609375,2344.43,1963.57,256,156.6924,15.4128,256,1280000
-56029.48828125,2356.77,1978.42,257,156.5672,15.4448,257,1285000
-55992.6171875,2350.75,1976.91,258,156.6166,15.2922,258,1290000
-56090.03515625,2340.77,1933.68,259,156.4915,15.2602,259,1295000
-56773.3125,2366.91,1975.24,260,156.5697,15.5153,260,1300000
-56867.96484375,2349.22,1971.46,261,156.6035,15.4784,261,1305000
-56785.734375,2354.99,1955.36,262,156.6677,15.23,262,1310000
-57099.34375,2362.22,1978.87,263,156.4236,15.3663,263,1315000
-56714.4921875,2346.47,1953.98,264,156.5504,15.0569,264,1320000
-57195.98828125,2349.5,1953.23,265,156.6544,15.2597,265,1325000
-57189.6328125,2342.63,1968.08,266,156.4471,15.2151,266,1330000
-57454.6640625,2335.52,1956.49,267,156.6209,15.306,267,1335000
-57473.82421875,2356.03,1970.56,268,156.5899,15.2528,268,1340000
-57868.5703125,2347.57,1964.22,269,156.5735,15.2017,269,1345000
-57964.5546875,2334.93,1956.66,270,156.628,15.2113,270,1350000
-58292.6484375,2338.07,1973.89,271,156.5635,15.3409,271,1355000
-58107.55859375,2324.71,1951.82,272,156.6219,15.1633,272,1360000
-58590.0,2338.54,1959.69,273,156.5492,15.4001,273,1365000
-58431.765625,2340.38,1968.82,274,156.4606,15.285,274,1370000
-58839.6171875,2331.46,1954.47,275,156.4924,15.2691,275,1375000
-59039.96875,2342.19,1968.11,276,156.5794,15.2313,276,1380000
-59102.75390625,2339.63,1956.9,277,156.6125,15.3116,277,1385000
-58973.05078125,2337.67,1963.01,278,156.4532,15.1857,278,1390000
-59631.41015625,2349.68,1972.05,279,156.5583,15.4759,279,1395000
-59650.01953125,2345.7,1944.41,280,156.5817,15.3641,280,1400000
-59699.3984375,2362.52,1980.94,281,156.6276,15.2998,281,1405000
-59843.28125,2338.78,1976.47,282,156.612,15.0819,282,1410000
-60185.953125,2346.62,1963.65,283,156.6021,15.323,283,1415000
-60389.8515625,2334.56,1965.98,284,156.5762,15.3787,284,1420000
-60642.05859375,2352.4,1974.82,285,156.558,15.3831,285,1425000
-60623.1640625,2340.28,1981.73,286,156.6041,15.4419,286,1430000
-60933.23828125,2334.88,1961.32,287,156.5257,15.3918,287,1435000
-60812.94140625,2347.14,1958.5,288,156.6768,15.2075,288,1440000
-61070.16015625,2340.93,1981.2,289,156.4841,15.2527,289,1445000
-61084.98828125,2346.76,1957.13,290,156.5702,15.1792,290,1450000
-61521.66015625,2363.8,1992.01,291,156.5813,15.3616,291,1455000
-61523.47265625,2343.8,1967.45,292,156.5171,15.318,292,1460000
-61780.92578125,2361.03,1991.61,293,156.5557,15.2595,293,1465000
-61937.015625,2345.13,1959.43,294,156.5338,15.207,294,1470000
-61952.63671875,2338.7,1956.95,295,156.4545,15.1907,295,1475000
-62280.8984375,2343.94,1977.63,296,156.503,15.1297,296,1480000
-62288.98828125,2339.22,1965.68,297,156.5493,15.239,297,1485000
-62238.375,2343.56,1982.36,298,156.4435,15.1225,298,1490000
-62694.55078125,2366.26,1999.21,299,156.5001,15.2274,299,1495000
-62806.3125,2364.26,1978.58,300,156.5654,15.2556,300,1500000
-62930.078125,2351.19,1981.63,301,156.6371,15.2065,301,1505000
-62755.76953125,2321.39,1947.0,302,156.656,15.1247,302,1510000
-63221.1796875,2349.11,1966.87,303,156.4907,15.3207,303,1515000
-63032.35546875,2333.19,1970.75,304,156.6428,15.2513,304,1520000
-63279.71484375,2347.16,1969.41,305,156.6532,15.2209,305,1525000
-63887.48828125,2359.73,1982.67,306,156.6263,15.4519,306,1530000
-63422.015625,2342.26,1958.45,307,156.6189,15.1949,307,1535000
-63818.140625,2356.53,1973.49,308,156.5603,15.2781,308,1540000
-63965.0625,2370.99,1981.72,309,156.6355,15.1402,309,1545000
-64613.2109375,2371.78,1980.81,310,156.5392,15.4533,310,1550000
-64533.14453125,2356.87,1946.75,311,156.6977,15.3631,311,1555000
-64821.140625,2352.69,1963.53,312,156.5384,15.2153,312,1560000
-64902.625,2363.86,1982.34,313,156.4806,15.511,313,1565000
-65025.70703125,2374.47,1990.97,314,156.5991,15.3618,314,1570000
-65038.19921875,2378.22,1978.18,315,156.6964,15.4545,315,1575000
-65141.6171875,2360.85,1982.32,316,156.7129,15.4661,316,1580000
-65646.296875,2373.23,1974.2,317,156.6387,15.4099,317,1585000
-65411.51953125,2355.59,1970.15,318,156.5663,15.1261,318,1590000
-65665.5703125,2360.47,1978.24,319,156.6475,15.2832,319,1595000
-65845.7421875,2362.2,1980.27,320,156.5601,15.3342,320,1600000
-65914.0234375,2361.31,1959.02,321,156.6123,15.323,321,1605000
-66188.9140625,2365.87,1971.26,322,156.6704,15.376,322,1610000
-65862.5859375,2356.34,1950.77,323,156.5514,15.3267,323,1615000
-66348.25,2370.13,1968.59,324,156.5943,15.5156,324,1620000
-66528.40625,2372.86,1974.74,325,156.5204,15.4038,325,1625000
-66698.453125,2387.27,1981.69,326,156.5687,15.3385,326,1630000
-66681.0234375,2384.22,1969.68,327,156.6183,15.2468,327,1635000
-66603.9765625,2370.16,1974.26,328,156.6063,15.2789,328,1640000
-66985.2734375,2371.42,1958.96,329,156.6377,15.1432,329,1645000
-66512.6875,2361.74,1966.44,330,156.6088,15.0767,330,1650000
-67088.6875,2362.1,1978.14,331,156.4918,15.2618,331,1655000
-67512.984375,2378.91,1963.91,332,156.502,15.2255,332,1660000
-67389.8046875,2385.53,1996.79,333,156.5786,15.3362,333,1665000
-67702.8046875,2378.22,1979.42,334,156.5481,15.3471,334,1670000
-67529.546875,2355.4,1960.26,335,156.5517,15.2649,335,1675000
-67875.5859375,2345.4,1959.87,336,156.4657,15.1969,336,1680000
-68119.203125,2387.18,1988.05,337,156.558,15.3949,337,1685000
-68465.9140625,2380.91,1988.49,338,156.5741,15.442,338,1690000
-68435.0703125,2363.14,1991.82,339,156.509,15.2111,339,1695000
-68355.9921875,2374.26,1983.89,340,156.5322,15.2331,340,1700000
-68615.203125,2382.68,1993.98,341,156.5145,15.3627,341,1705000
-68693.6796875,2357.87,1968.57,342,156.4091,15.2984,342,1710000
-68780.9453125,2382.72,1990.84,343,156.4152,15.2723,343,1715000
-68528.2578125,2356.02,1991.09,344,156.5781,15.1746,344,1720000
-68913.9296875,2381.66,2011.37,345,156.6024,15.2783,345,1725000
-69136.75,2385.5,1999.29,346,156.5438,15.3244,346,1730000
-69203.453125,2382.71,1992.53,347,156.4123,15.2245,347,1735000
-69435.953125,2384.78,2011.96,348,156.6282,15.4174,348,1740000
-69362.0234375,2337.56,1978.78,349,156.5263,15.2999,349,1745000
-69484.984375,2369.8,2000.38,350,156.5375,15.1963,350,1750000
-69691.796875,2355.29,1970.61,351,156.6534,15.2187,351,1755000
-69692.65625,2363.42,1985.98,352,156.6183,15.1781,352,1760000
-69556.78125,2354.12,1969.96,353,156.559,15.2049,353,1765000
-69985.7578125,2358.66,1975.62,354,156.6192,15.4044,354,1770000
-69916.34375,2368.97,1996.78,355,156.4951,15.2862,355,1775000
-69507.0625,2356.25,1970.71,356,156.5587,15.0276,356,1780000
-70063.40625,2368.86,1991.53,357,156.4518,15.3581,357,1785000
-70131.890625,2341.93,1951.65,358,156.6736,15.101,358,1790000
-70174.5703125,2339.48,1984.92,359,156.5085,15.0999,359,1795000
-70485.9140625,2361.23,1991.81,360,156.5311,15.3646,360,1800000
-70340.71875,2340.8,1964.14,361,156.5026,15.0977,361,1805000
-70143.9375,2350.7,1967.73,362,156.5169,15.0103,362,1810000
-70413.3125,2339.97,2000.74,363,156.5675,15.2664,363,1815000
-68791.2421875,2132.76,1698.27,364,156.5362,14.3266,364,1820000
-70752.671875,2345.4,1976.03,365,156.6409,15.1452,365,1825000
-70431.5703125,2342.05,1977.14,366,156.5637,15.0312,366,1830000
-70557.609375,2306.9,1960.46,367,156.5985,15.1704,367,1835000
-70753.765625,2349.88,2000.98,368,156.5785,15.2862,368,1840000
-70651.7734375,2350.3,2000.99,369,156.6249,15.1871,369,1845000
-70626.2890625,2331.48,1973.36,370,156.6798,15.3972,370,1850000
-70910.390625,2332.07,2006.67,371,156.53,15.3697,371,1855000
-71312.984375,2348.69,2012.44,372,156.5408,15.5882,372,1860000
-70782.1953125,2327.55,1993.12,373,156.6241,15.2703,373,1865000
-71528.1328125,2360.69,1997.64,374,156.6738,15.4718,374,1870000
-71347.3125,2364.66,2014.07,375,156.6116,15.3571,375,1875000
-71555.1484375,2367.32,2006.7,376,156.5481,15.3855,376,1880000
-71718.109375,2346.91,1984.3,377,156.6157,15.2247,377,1885000
-71520.390625,2353.25,1999.49,378,156.4758,15.2337,378,1890000
-72133.15625,2345.75,2007.5,379,156.6891,15.3968,379,1895000
-71959.71875,2349.93,2011.04,380,156.5491,15.3041,380,1900000
-72009.0703125,2354.56,1985.44,381,156.5675,15.1416,381,1905000
-72116.5703125,2349.88,1966.19,382,156.601,15.1639,382,1910000
-72237.8515625,2350.81,1993.24,383,156.7508,15.1015,383,1915000
-72438.7890625,2330.26,1987.09,384,156.4806,15.1139,384,1920000
-72424.78125,2338.17,1981.75,385,156.4018,14.8833,385,1925000
-72226.609375,2317.74,1984.96,386,156.6477,15.0366,386,1930000
-72902.0390625,2355.06,1979.38,387,156.6582,15.0707,387,1935000
-72480.515625,2352.28,1973.57,388,156.5473,14.9348,388,1940000
-72656.6484375,2343.54,1953.54,389,156.4757,14.9323,389,1945000
-72909.6328125,2363.25,1988.45,390,156.5625,14.9694,390,1950000
-72811.65625,2367.88,1990.09,391,156.4845,14.9906,391,1955000
-73072.7578125,2371.64,1965.11,392,156.5413,15.0464,392,1960000
-73144.421875,2357.61,1986.51,393,156.4708,15.1419,393,1965000
-73598.53125,2373.45,1960.72,394,156.5361,15.1353,394,1970000
