Real Sto Return,Real Det Return,Running Forward KL,Reward Loss,Running Update Time,Running Env Steps,Itration,Running Reverse KL
1647.69,2002.37,157.5655,-6841.3271484375,34,170000,34,16.6626
1677.51,2060.55,157.3995,-6957.0888671875,35,175000,35,16.4952
1620.01,2077.01,157.4245,-7163.91748046875,36,180000,36,16.6837
1647.02,2066.93,157.4274,-7436.16357421875,37,185000,37,16.5673
1663.69,2029.94,157.2024,-7499.1162109375,38,190000,38,16.1916
1684.15,2021.67,157.2299,-7680.73583984375,39,195000,39,16.3138
1691.37,2048.11,157.2324,-7893.2255859375,40,200000,40,16.3606
1674.9,1998.1,157.118,-7988.1181640625,41,205000,41,16.2552
1679.37,2029.65,157.1705,-8221.9892578125,42,210000,42,16.1027
1652.77,1951.31,157.2907,-8430.056640625,43,215000,43,16.008
1666.09,1925.12,157.1405,-8606.6123046875,44,220000,44,15.867
1721.55,2067.91,157.1189,-8802.6591796875,45,225000,45,16.2549
1736.21,2041.93,157.2714,-9049.0673828125,46,230000,46,16.1702
1755.54,2086.76,156.9506,-9174.4384765625,47,235000,47,16.2252
1752.76,2135.39,157.2857,-9442.91015625,48,240000,48,16.4407
1742.9,2090.17,157.0771,-9610.6650390625,49,245000,49,16.0986
1717.62,2077.14,157.0147,-9682.095703125,50,250000,50,15.8915
1711.36,2081.63,156.9889,-9936.8798828125,51,255000,51,15.8814
1722.61,2091.12,157.0204,-10128.0244140625,52,260000,52,15.7935
1742.4,2140.58,156.9607,-10368.2890625,53,265000,53,16.2604
1680.0,2059.03,157.0435,-10571.044921875,54,270000,54,15.9944
1730.17,2098.16,156.9406,-10724.501953125,55,275000,55,16.094
1710.38,2084.27,157.1085,-10948.5859375,56,280000,56,16.1396
1743.0,2072.3,157.05,-11032.7939453125,57,285000,57,15.6395
1730.77,2058.46,157.0838,-11237.1884765625,58,290000,58,15.6802
1742.85,2156.3,156.9394,-11568.14453125,59,295000,59,16.1285
1741.66,2106.37,156.9074,-11682.4150390625,60,300000,60,16.1625
1748.31,2152.39,156.8342,-11851.720703125,61,305000,61,15.8166
1774.42,2129.36,156.8442,-12099.73828125,62,310000,62,15.9432
1779.02,2122.59,157.0046,-12265.8701171875,63,315000,63,16.0174
1787.06,2155.39,156.8149,-12547.3310546875,64,320000,64,16.2853
1745.26,2139.33,156.6751,-12673.3828125,65,325000,65,15.4905
1774.91,2137.34,156.9188,-12959.064453125,66,330000,66,16.1011
1750.57,2103.27,156.8661,-13160.595703125,67,335000,67,15.6272
1044.54,1102.24,157.107,-13479.623046875,68,340000,68,14.0715
1534.13,1720.61,157.0866,-13557.8525390625,69,345000,69,14.9334
1600.14,2045.7,156.7365,-13757.6357421875,70,350000,70,15.7014
1562.88,1919.45,157.0983,-13597.521484375,71,355000,71,15.3559
356.26,284.89,157.784,-14478.1142578125,72,360000,72,12.8958
1607.84,1919.79,156.886,-14318.849609375,73,365000,73,14.8937
1725.98,2097.45,156.9689,-14676.1826171875,74,370000,74,15.6952
594.12,534.11,157.8143,-15004.947265625,75,375000,75,13.5041
1719.46,2111.68,157.0017,-15087.7685546875,76,380000,76,15.9613
1672.43,1944.0,157.2213,-15311.37109375,77,385000,77,15.5638
1634.06,1938.68,157.7646,-15581.599609375,78,390000,78,16.079
1651.01,1891.91,157.1294,-15584.4208984375,79,395000,79,15.7171
1661.03,1991.82,157.0194,-16042.216796875,80,400000,80,15.4517
1689.41,2038.49,157.1143,-16107.4208984375,81,405000,81,15.7523
1544.72,1837.69,157.1318,-16469.330078125,82,410000,82,14.8729
1647.85,2031.53,156.6813,-16583.669921875,83,415000,83,14.7975
1015.11,1155.79,158.9809,-17564.984375,84,420000,84,17.8854
1725.61,2126.82,156.9891,-16996.537109375,85,425000,85,15.7642
1702.75,2057.35,157.0864,-17388.08984375,86,430000,86,15.6647
1696.34,2107.19,156.9476,-17426.06640625,87,435000,87,15.5033
1806.71,2175.3,157.0095,-17773.7421875,88,440000,88,16.0323
433.28,613.22,157.4721,-17820.736328125,89,445000,89,14.8356
1699.33,2069.21,156.7341,-17970.603515625,90,450000,90,15.5119
1514.36,1957.37,157.4394,-18475.22265625,91,455000,91,16.4647
7.27,81.25,159.2356,-17843.82421875,92,460000,92,15.2583
1678.39,2019.53,157.1587,-18756.966796875,93,465000,93,15.3925
1742.44,2157.29,157.0269,-19196.55078125,94,470000,94,16.2178
1747.47,2150.19,156.8671,-19323.064453125,95,475000,95,15.6145
1448.59,1457.9,157.1031,-19341.890625,96,480000,96,14.8712
1763.82,2094.19,156.6315,-19701.7890625,97,485000,97,15.6482
1689.21,1997.41,156.959,-19904.162109375,98,490000,98,15.1729
1756.08,2131.13,157.0319,-20069.453125,99,495000,99,15.6269
1652.94,2024.29,157.096,-20283.169921875,100,500000,100,15.1845
1795.71,2150.19,157.1514,-20562.3671875,101,505000,101,16.0085
1642.91,2079.41,157.0224,-21283.55859375,102,510000,102,16.0413
1804.78,2098.0,156.9783,-21082.25,103,515000,103,15.7705
1741.38,2101.79,156.9675,-21175.466796875,104,520000,104,15.6905
1585.27,1895.85,156.5196,-21262.55859375,105,525000,105,15.2549
1792.22,2155.36,156.8666,-21689.412109375,106,530000,106,15.5835
1757.21,2045.66,157.0147,-22018.1328125,107,535000,107,15.4369
1807.8,2163.55,156.9708,-22173.552734375,108,540000,108,15.4559
1769.26,2111.44,156.9535,-22519.484375,109,545000,109,15.3227
1780.91,2158.86,157.2181,-22875.26171875,110,550000,110,15.8209
1821.06,2213.97,156.9384,-23015.08203125,111,555000,111,15.7153
1821.34,2157.95,157.071,-23107.48046875,112,560000,112,16.068
1792.53,2089.97,157.1245,-23458.3515625,113,565000,113,15.5391
708.82,839.31,157.4985,-24627.169921875,114,570000,114,14.1099
1791.89,2125.72,156.769,-23899.951171875,115,575000,115,15.6323
1794.4,2108.77,156.979,-24198.818359375,116,580000,116,15.4828
1811.51,2149.98,156.9311,-24546.71875,117,585000,117,15.8094
1792.33,2213.64,157.0572,-24793.017578125,118,590000,118,16.0497
1847.42,2186.15,157.226,-25073.779296875,119,595000,119,16.2228
1804.15,2139.99,157.0453,-25353.765625,120,600000,120,15.6023
1797.71,2133.28,156.8864,-25444.341796875,121,605000,121,15.5755
1865.94,2236.32,156.8796,-25622.30078125,122,610000,122,15.893
1838.44,2195.12,157.1964,-26086.80859375,123,615000,123,15.7891
1871.93,2213.87,157.1618,-26247.87109375,124,620000,124,15.968
1869.99,2165.91,157.1614,-26436.833984375,125,625000,125,15.8015
1865.06,2192.15,156.9463,-26807.935546875,126,630000,126,15.4689
1843.08,2159.21,156.9576,-27078.84765625,127,635000,127,15.8943
1871.14,2207.28,157.1025,-27361.962890625,128,640000,128,15.9966
1830.23,2165.08,156.9773,-27534.423828125,129,645000,129,15.5401
1853.91,2207.83,157.0307,-27821.046875,130,650000,130,15.9732
1848.5,2189.32,156.8989,-28104.978515625,131,655000,131,15.5803
1820.54,2185.3,156.9593,-28212.767578125,132,660000,132,15.5036
1851.71,2186.76,156.8031,-28520.4296875,133,665000,133,15.3659
1882.97,2168.66,156.9878,-28679.32421875,134,670000,134,15.6872
1886.11,2217.72,157.0734,-29180.892578125,135,675000,135,15.8939
1873.5,2221.75,156.7912,-29455.24609375,136,680000,136,15.8931
1840.17,2191.41,156.9174,-29510.279296875,137,685000,137,15.7106
1898.76,2214.5,156.7825,-29872.099609375,138,690000,138,15.5756
1893.77,2212.6,156.9077,-30100.61328125,139,695000,139,15.4011
1873.2,2221.53,157.2276,-30593.556640625,140,700000,140,16.0397
1858.34,2214.36,157.014,-30695.603515625,141,705000,141,15.572
1908.78,2260.67,157.1396,-31199.119140625,142,710000,142,16.3357
1862.7,2160.83,156.8708,-31358.455078125,143,715000,143,15.5302
1895.25,2242.75,156.8365,-31504.12109375,144,720000,144,16.0002
1893.07,2219.19,156.7851,-31870.5390625,145,725000,145,15.6934
1879.3,2248.62,156.7955,-32101.583984375,146,730000,146,15.619
1907.01,2224.54,156.9599,-32238.267578125,147,735000,147,15.6508
1867.76,2185.43,156.6326,-32336.6640625,148,740000,148,15.3081
1896.79,2243.8,156.7369,-32695.59765625,149,745000,149,15.6646
1883.78,2183.33,157.0169,-33248.6640625,150,750000,150,15.661
1890.43,2210.98,157.0665,-33513.80078125,151,755000,151,15.7964
1922.11,2248.82,156.9395,-33857.12109375,152,760000,152,16.1285
1904.91,2227.41,156.9341,-34198.03125,153,765000,153,15.9823
1923.81,2296.83,156.8138,-34487.5390625,154,770000,154,15.9654
1915.76,2264.27,156.9171,-34665.77734375,155,775000,155,15.7935
1897.95,2185.91,156.9018,-35232.15625,156,780000,156,15.7228
1900.08,2217.16,156.8398,-35227.91015625,157,785000,157,16.0894
1882.68,2169.12,156.9375,-35317.77734375,158,790000,158,15.5674
1883.66,2258.19,156.9609,-35891.35546875,159,795000,159,15.6455
1858.63,2201.29,156.9054,-36089.953125,160,800000,160,15.3338
1893.41,2205.09,156.9067,-36362.5546875,161,805000,161,15.4148
1911.69,2268.75,156.8545,-36717.27734375,162,810000,162,15.6168
1909.55,2271.59,156.6716,-37086.73046875,163,815000,163,15.556
1905.69,2264.24,157.0587,-37497.6328125,164,820000,164,15.8678
1884.9,2211.89,156.7051,-37346.30078125,165,825000,165,15.4505
1910.19,2235.54,156.9373,-37876.17578125,166,830000,166,15.5743
1922.24,2279.61,157.0976,-38291.9609375,167,835000,167,15.6961
1911.28,2263.38,156.791,-38342.328125,168,840000,168,15.7453
1943.41,2250.52,156.9611,-38500.8046875,169,845000,169,15.8416
1909.34,2245.95,156.7936,-38800.35546875,170,850000,170,15.5871
1911.08,2274.99,156.893,-39028.18359375,171,855000,171,15.777
1909.75,2261.91,156.7517,-39134.296875,172,860000,172,15.4785
1892.15,2285.2,156.8569,-39728.1484375,173,865000,173,15.4568
1922.79,2276.28,156.8743,-39490.64453125,174,870000,174,15.5202
1915.57,2234.03,156.8995,-39664.3515625,175,875000,175,15.3421
1890.71,2258.51,156.8562,-39848.01171875,176,880000,176,15.4128
1910.89,2233.76,156.8877,-40309.66796875,177,885000,177,15.963
1912.02,2266.57,156.9396,-40649.765625,178,890000,178,15.9245
1920.59,2294.08,156.6517,-40732.8828125,179,895000,179,15.6516
1889.63,2230.06,156.8186,-40835.01171875,180,900000,180,15.2897
1889.53,2237.99,156.7033,-41100.64453125,181,905000,181,15.5009
1918.3,2300.63,156.7714,-41568.66796875,182,910000,182,15.9479
1920.82,2286.36,156.737,-41457.9296875,183,915000,183,15.4539
1942.05,2250.51,156.7438,-41612.1484375,184,920000,184,15.739
1935.73,2291.78,156.7313,-41911.44921875,185,925000,185,15.6417
1872.98,2276.91,156.8272,-42023.4609375,186,930000,186,15.2288
1910.26,2239.56,156.7261,-42180.9609375,187,935000,187,15.3105
1943.82,2292.83,156.6543,-42105.6796875,188,940000,188,15.3173
1914.48,2240.35,156.8521,-42656.55078125,189,945000,189,15.3806
1913.63,2279.87,156.767,-43074.57421875,190,950000,190,15.468
1906.75,2247.91,156.7504,-42994.7734375,191,955000,191,15.4982
1889.02,2244.03,156.8901,-43218.921875,192,960000,192,15.1912
1895.01,2248.07,156.8392,-43604.328125,193,965000,193,15.2748
1937.51,2261.23,156.6785,-43669.5859375,194,970000,194,15.3193
1902.91,2236.59,156.7527,-43967.55859375,195,975000,195,15.3852
1898.59,2284.88,156.7703,-44122.9453125,196,980000,196,15.1266
1838.06,2218.21,156.6894,-44205.76171875,197,985000,197,14.9602
1909.13,2199.04,156.8597,-44830.13671875,198,990000,198,15.4732
1919.47,2273.69,156.68,-44788.32421875,199,995000,199,15.2971
1919.24,2260.04,156.7096,-44898.3515625,200,1000000,200,15.4313
1908.28,2253.71,156.7131,-45059.87890625,201,1005000,201,15.2115
1922.6,2277.95,156.7075,-45528.65234375,202,1010000,202,15.3532
1928.75,2300.53,156.6979,-45491.671875,203,1015000,203,15.4487
1934.9,2273.75,156.7245,-45837.75390625,204,1020000,204,15.2629
1924.01,2256.18,156.6168,-45882.43359375,205,1025000,205,15.2231
1910.28,2281.94,156.8299,-46327.859375,206,1030000,206,15.2306
1886.33,2238.53,156.6264,-46392.59765625,207,1035000,207,15.1523
1908.81,2268.56,156.6644,-46529.515625,208,1040000,208,15.2505
1896.99,2250.92,156.7814,-46764.953125,209,1045000,209,15.2375
1921.48,2267.04,156.5543,-46921.5,210,1050000,210,15.3097
1924.2,2262.6,156.694,-47157.953125,211,1055000,211,15.1174
1904.85,2262.09,156.6333,-47320.93359375,212,1060000,212,15.1708
1891.3,2222.54,156.5293,-47389.625,213,1065000,213,15.1635
1893.06,2212.23,156.7152,-47725.53125,214,1070000,214,15.1386
1891.81,2232.88,156.7762,-47763.1015625,215,1075000,215,14.9625
1917.41,2241.47,156.6183,-47953.63671875,216,1080000,216,15.1467
1911.03,2238.65,156.5785,-48131.62109375,217,1085000,217,15.1762
1900.05,2272.02,156.5746,-48386.2578125,218,1090000,218,15.2244
1911.75,2257.96,156.6945,-48486.69140625,219,1095000,219,15.0803
1924.33,2282.66,156.7967,-48647.015625,220,1100000,220,15.1913
1933.35,2296.97,156.7515,-48870.453125,221,1105000,221,15.291
1914.05,2259.78,156.5583,-48916.00390625,222,1110000,222,15.1222
1917.74,2270.92,156.625,-49130.51953125,223,1115000,223,15.1142
1950.91,2314.38,156.5412,-49307.734375,224,1120000,224,15.2567
1910.87,2272.49,156.5259,-49362.19140625,225,1125000,225,15.0341
1889.03,2268.89,156.5288,-49551.67578125,226,1130000,226,14.9987
1889.95,2230.29,156.6654,-49677.21875,227,1135000,227,15.2086
1925.08,2271.32,156.5946,-49997.4921875,228,1140000,228,15.207
1896.59,2279.37,156.7184,-50304.328125,229,1145000,229,15.0066
1918.4,2234.38,156.7339,-50281.99609375,230,1150000,230,15.2123
1901.29,2243.44,156.7135,-50414.265625,231,1155000,231,15.0929
1916.88,2265.25,156.5495,-50426.20703125,232,1160000,232,15.0911
1907.98,2251.29,156.6712,-50877.234375,233,1165000,233,15.1728
1919.45,2251.33,156.5862,-51131.27734375,234,1170000,234,15.0398
1954.87,2276.12,156.6467,-51332.0234375,235,1175000,235,15.2376
1901.28,2282.63,156.7835,-51524.58984375,236,1180000,236,15.053
1915.6,2259.91,156.6995,-51589.62109375,237,1185000,237,15.0717
1912.9,2271.76,156.5601,-51748.9609375,238,1190000,238,15.1041
1931.95,2260.47,156.7189,-51857.40234375,239,1195000,239,15.065
1902.02,2269.65,156.7188,-52221.5390625,240,1200000,240,15.2156
1934.08,2279.64,156.5795,-52422.19921875,241,1205000,241,15.2929
1916.14,2285.17,156.68,-52467.7421875,242,1210000,242,15.1736
1905.41,2260.49,156.6255,-52882.19921875,243,1215000,243,15.2621
1887.97,2272.86,156.6339,-52955.51953125,244,1220000,244,15.0962
1929.0,2298.55,156.5336,-53240.86328125,245,1225000,245,15.1416
1929.22,2293.9,156.5714,-53294.4453125,246,1230000,246,15.0351
1931.54,2298.34,156.7178,-53486.8359375,247,1235000,247,15.1405
1930.05,2258.43,156.5614,-53447.99609375,248,1240000,248,15.112
1932.4,2290.83,156.5848,-53761.23046875,249,1245000,249,15.1073
1929.12,2295.2,156.7041,-54027.0546875,250,1250000,250,15.2479
1921.41,2278.46,156.6468,-54064.8359375,251,1255000,251,15.2198
1919.91,2258.44,156.5322,-54193.73046875,252,1260000,252,15.1303
1919.63,2276.67,156.7031,-54587.67578125,253,1265000,253,15.2932
1930.97,2318.91,156.6025,-54642.21875,254,1270000,254,15.1008
1931.04,2292.94,156.6135,-55050.0078125,255,1275000,255,15.3587
1915.24,2282.48,156.6097,-55037.703125,256,1280000,256,15.173
1933.07,2294.41,156.5666,-55188.375,257,1285000,257,15.0222
1923.81,2282.24,156.6242,-55469.77734375,258,1290000,258,15.1914
1904.01,2302.42,156.5898,-55522.671875,259,1295000,259,15.0977
1914.06,2276.69,156.5369,-55558.97265625,260,1300000,260,14.9592
1926.78,2312.43,156.4898,-55821.90234375,261,1305000,261,15.0032
1918.18,2295.57,156.5414,-56161.0234375,262,1310000,262,15.0796
1925.84,2280.18,156.7941,-56408.73828125,263,1315000,263,15.3407
1937.38,2277.0,156.6666,-56359.2265625,264,1320000,264,15.063
1920.54,2281.47,156.6557,-56613.16015625,265,1325000,265,15.1581
1930.32,2292.62,156.6139,-56853.70703125,266,1330000,266,15.1533
1932.83,2283.88,156.5952,-56918.51171875,267,1335000,267,15.2206
1939.09,2310.6,156.6701,-57277.51171875,268,1340000,268,15.3096
1925.17,2295.19,156.5815,-57406.14453125,269,1345000,269,15.121
1949.8,2278.03,156.6096,-57528.9921875,270,1350000,270,15.2904
1914.21,2256.43,156.3164,-57554.7421875,271,1355000,271,15.0529
1914.29,2283.24,156.704,-57899.26953125,272,1360000,272,15.1048
1914.7,2267.68,156.4338,-57932.2109375,273,1365000,273,15.1341
1931.43,2309.46,156.6067,-58251.328125,274,1370000,274,15.0838
1914.4,2308.77,156.6642,-58651.66015625,275,1375000,275,15.2276
1909.68,2265.42,156.7134,-58466.35546875,276,1380000,276,15.0335
1892.56,2254.6,156.6319,-58789.0625,277,1385000,277,15.0283
1909.95,2285.27,156.5878,-58753.6015625,278,1390000,278,15.0447
1903.45,2298.13,156.5682,-59269.3984375,279,1395000,279,15.1819
1910.71,2297.56,156.5804,-59516.82421875,280,1400000,280,14.992
1887.25,2291.47,156.6889,-59456.62890625,281,1405000,281,15.0647
1908.89,2305.58,156.521,-59697.12109375,282,1410000,282,15.0512
1938.13,2290.86,156.5001,-59740.23828125,283,1415000,283,15.1845
1931.19,2318.73,156.5654,-60042.72265625,284,1420000,284,15.1034
1895.87,2302.09,156.6576,-60252.8046875,285,1425000,285,14.941
1922.56,2293.41,156.6396,-60197.1875,286,1430000,286,15.069
1926.22,2313.75,156.6063,-60466.390625,287,1435000,287,15.0642
1923.37,2313.77,156.543,-60637.125,288,1440000,288,15.1275
1903.66,2301.93,156.5103,-60964.1875,289,1445000,289,14.953
1916.35,2300.61,156.7195,-61231.046875,290,1450000,290,15.2297
1898.12,2299.75,156.4417,-61269.25390625,291,1455000,291,14.9723
1898.99,2301.51,156.573,-61459.74609375,292,1460000,292,14.9784
1872.89,2286.2,156.6076,-61751.48828125,293,1465000,293,15.1808
390.44,-59.31,156.6372,-57587.49609375,294,1470000,294,14.6531
-3.57,15.24,158.2303,-64464.23046875,295,1475000,295,13.4069
1839.9,2258.0,156.4575,-61005.16015625,296,1480000,296,16.2441
1717.6,11.47,156.7849,-61807.2421875,297,1485000,297,14.948
1821.14,2217.6,156.569,-61847.40625,298,1490000,298,14.9241
1559.49,-98.12,156.4515,-60887.71875,299,1495000,299,15.2188
1903.11,2262.24,156.5728,-62621.73046875,300,1500000,300,15.0502
-338.42,-376.41,160.5737,-51512.38671875,301,1505000,301,30.9632
1886.5,2259.32,156.5339,-62630.0078125,302,1510000,302,15.2386
1849.39,2072.12,156.6711,-62591.8125,303,1515000,303,14.8694
1919.96,2287.55,156.626,-60453.5703125,304,1520000,304,14.1363
1919.98,2280.92,156.6715,-62884.484375,305,1525000,305,15.209
1904.68,2293.79,156.6927,-62935.703125,306,1530000,306,15.0173
1917.68,2298.31,156.6922,-63202.3125,307,1535000,307,15.2496
1747.69,2260.92,156.6399,-63012.34765625,308,1540000,308,15.0277
1891.73,2251.87,156.6359,-63429.59765625,309,1545000,309,15.1088
1909.02,2254.89,156.6886,-63812.70703125,310,1550000,310,15.2145
1910.73,2262.49,156.5985,-63800.16015625,311,1555000,311,15.11
1874.69,2009.48,156.7501,-64024.90625,312,1560000,312,15.157
1879.32,2230.43,156.7096,-64049.58984375,313,1565000,313,15.001
1902.56,2264.31,156.5357,-64350.7109375,314,1570000,314,15.1054
1859.4,1481.88,156.6963,-64184.671875,315,1575000,315,14.8935
1902.37,2255.91,156.6731,-64659.51171875,316,1580000,316,15.1042
1903.03,2280.05,156.7158,-64560.4765625,317,1585000,317,14.9916
1911.14,2269.11,156.6145,-64966.22265625,318,1590000,318,15.0644
1912.28,2290.15,156.6653,-65342.6171875,319,1595000,319,15.1733
1891.6,2286.78,156.6364,-65098.6328125,320,1600000,320,15.2017
1914.22,2275.7,156.7637,-65478.55859375,321,1605000,321,15.2028
1867.77,2234.84,156.7575,-65053.56640625,322,1610000,322,14.9986
1902.41,2269.94,156.5961,-65469.34375,323,1615000,323,14.89
1916.89,2286.16,156.7574,-65844.859375,324,1620000,324,15.0438
1910.6,2268.88,156.6724,-65949.3515625,325,1625000,325,15.1055
1875.65,1883.12,156.7155,-65477.9765625,326,1630000,326,14.9448
1916.79,2285.22,156.8281,-66145.7265625,327,1635000,327,15.1671
1920.35,2295.99,156.6713,-66377.7421875,328,1640000,328,15.0385
1888.72,2268.19,156.7848,-66074.1875,329,1645000,329,14.7704
1903.49,2283.88,156.7501,-66444.8515625,330,1650000,330,15.0764
1884.81,2241.94,156.7465,-66381.7578125,331,1655000,331,14.8185
1893.85,2249.43,156.5075,-66479.234375,332,1660000,332,15.2341
1889.35,2273.22,156.6638,-66475.828125,333,1665000,333,15.1332
1886.08,2278.44,156.7185,-66726.7734375,334,1670000,334,14.8854
1868.9,2256.12,156.707,-66930.5859375,335,1675000,335,14.9302
1875.49,2224.04,156.7755,-67155.921875,336,1680000,336,15.1212
169.33,-223.37,157.013,-58386.24609375,337,1685000,337,21.9685
125.94,-298.03,156.9631,-60467.03515625,338,1690000,338,15.4856
1868.86,2129.56,156.612,-67923.421875,339,1695000,339,15.0863
1677.3,1069.85,156.6598,-66922.7578125,340,1700000,340,15.0699
1829.26,701.5,156.6895,-67312.125,341,1705000,341,14.7837
1874.08,2259.34,156.5781,-67609.9609375,342,1710000,342,14.9015
1725.07,1358.69,156.6271,-67421.515625,343,1715000,343,14.7215
1809.06,1909.37,156.4145,-67900.234375,344,1720000,344,15.0197
1826.21,2177.08,156.6894,-67780.3984375,345,1725000,345,14.7844
1830.38,2213.92,156.6582,-68251.65625,346,1730000,346,14.9963
1777.53,2069.44,156.5671,-67646.640625,347,1735000,347,14.8811
1750.97,2109.01,156.5754,-68102.265625,348,1740000,348,14.8142
1847.32,2226.32,156.4714,-68535.21875,349,1745000,349,14.8989
1847.28,2226.6,156.5157,-68732.46875,350,1750000,350,14.8041
1878.27,2245.36,156.6888,-69012.1796875,351,1755000,351,14.9843
1595.32,-93.49,156.6335,-66925.53125,352,1760000,352,14.9289
1859.7,2229.33,156.8068,-69026.6796875,353,1765000,353,14.9874
1904.51,2273.46,156.5615,-69420.15625,354,1770000,354,15.1531
1889.98,2252.21,156.5664,-69549.09375,355,1775000,355,14.924
1874.9,2247.67,156.6649,-69299.8671875,356,1780000,356,14.8394
1900.17,2251.96,156.578,-69523.46875,357,1785000,357,14.9935
1892.82,2244.61,156.644,-69708.921875,358,1790000,358,15.0732
1891.89,2217.11,156.5287,-69575.765625,359,1795000,359,14.9606
1857.44,2230.66,156.5284,-69377.0625,360,1800000,360,14.9162
1712.9,-140.85,156.6319,-68634.9453125,361,1805000,361,15.1462
1747.66,1088.14,156.5867,-68989.046875,362,1810000,362,14.7712
1879.77,2250.57,156.7709,-70204.6484375,363,1815000,363,15.0195
1864.9,2212.99,156.7383,-70228.046875,364,1820000,364,14.9884
1892.86,2254.87,156.8447,-70411.625,365,1825000,365,15.1002
1814.16,1736.64,156.8882,-70003.671875,366,1830000,366,14.8892
1655.84,-171.56,156.8023,-68666.7265625,367,1835000,367,15.8298
1750.33,444.25,156.7051,-69831.8203125,368,1840000,368,14.839
1869.21,2200.65,156.8165,-70428.84375,369,1845000,369,14.8883
1838.97,2121.57,156.6791,-70536.4375,370,1850000,370,14.8472
1866.77,2221.12,156.7092,-70696.4296875,371,1855000,371,15.121
1885.08,2243.99,156.7667,-70684.46875,372,1860000,372,14.8718
1873.7,1988.83,156.5586,-70513.5625,373,1865000,373,14.6144
1875.77,2247.14,156.7695,-70988.671875,374,1870000,374,15.0014
1900.67,2291.63,156.7332,-71196.6875,375,1875000,375,14.8098
1871.1,2241.77,156.6572,-71260.8515625,376,1880000,376,14.9968
1866.48,2139.41,156.8175,-71481.3125,377,1885000,377,14.9941
1893.22,2274.61,156.6167,-71459.15625,378,1890000,378,15.0443
1902.17,2268.45,156.6658,-71642.25,379,1895000,379,15.1758
1869.3,2186.22,156.7737,-71037.75,380,1900000,380,14.9312
1859.72,2262.31,156.6879,-71565.9296875,381,1905000,381,15.0478
1924.05,2283.26,156.8241,-72224.75,382,1910000,382,15.063
1908.84,2259.49,156.5627,-71892.640625,383,1915000,383,15.1795
1897.39,2265.76,156.5742,-72045.28125,384,1920000,384,14.8619
1896.5,2297.03,156.5775,-72218.2109375,385,1925000,385,15.033
1917.53,2276.04,156.6687,-72371.2578125,386,1930000,386,15.2219
1888.1,2256.52,156.569,-72351.5390625,387,1935000,387,15.1124
1883.89,2267.53,156.4211,-72364.25,388,1940000,388,14.9456
1833.83,2119.4,156.6657,-71929.015625,389,1945000,389,14.9739
1891.72,2269.24,156.8397,-72067.7890625,390,1950000,390,14.9045
1914.81,2277.51,156.6205,-72473.8515625,391,1955000,391,15.0906
1898.58,2242.39,156.6289,-72485.2734375,392,1960000,392,15.2204
1931.86,2281.33,156.7997,-72777.3671875,393,1965000,393,15.0536
1907.72,2291.7,156.5045,-73044.453125,394,1970000,394,15.0189
