Running Env Steps,Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Reverse KL,Running Update Time,Reward Loss
320000,2605.33,3250.08,68.8209,64,40.0374,64,-2800.63623046875
325000,2062.82,2054.62,68.7078,65,46.3297,65,-2672.199951171875
330000,1678.97,1812.15,69.4881,66,46.1646,66,-2697.041748046875
335000,2640.38,3014.74,80.2246,67,60.6583,67,-2550.183837890625
340000,3312.39,4330.19,72.9232,68,51.8409,68,-2660.23046875
345000,2198.61,3062.65,69.097,69,40.4864,69,-3213.913330078125
350000,3160.77,3135.14,71.9723,70,50.3949,70,-2827.4619140625
355000,2803.28,3880.62,73.7477,71,56.5869,71,-2843.46142578125
360000,2817.26,3503.49,72.442,72,50.3557,72,-2884.567138671875
365000,3679.19,3887.02,75.7665,73,60.7676,73,-2755.395751953125
370000,2394.23,3904.87,74.0932,74,55.2838,74,-2890.458251953125
375000,3738.77,4187.73,74.0572,75,50.8354,75,-2981.382568359375
380000,3308.56,2746.43,71.9434,76,51.2782,76,-3019.564453125
385000,1714.85,2168.71,68.9284,77,44.0601,77,-3389.82861328125
390000,3002.98,3205.35,74.3383,78,55.004,78,-3026.5380859375
395000,3053.11,3520.72,69.5287,79,44.7975,79,-3608.343994140625
400000,2557.42,2860.11,72.4525,80,54.0942,80,-3312.811767578125
405000,3873.31,4358.35,74.1503,81,58.2445,81,-3245.344970703125
410000,2797.13,3355.56,72.7214,82,53.9208,82,-3397.134033203125
415000,3035.3,3460.89,71.2968,83,48.7753,83,-3732.880615234375
420000,2068.01,2648.34,74.5694,84,57.4565,84,-3427.178466796875
425000,2690.01,3610.88,74.0116,85,57.1293,85,-3510.18603515625
430000,3557.13,4243.22,82.3176,86,66.7402,86,-3327.910888671875
435000,3569.85,4166.39,76.1315,87,59.2302,87,-3556.2412109375
440000,3470.33,4111.69,72.2533,88,50.7249,88,-3835.173095703125
445000,2962.37,3643.47,73.5995,89,55.4106,89,-3950.958740234375
450000,3245.79,3908.58,71.4888,90,48.2916,90,-4096.4892578125
455000,3208.3,4128.8,74.1526,91,60.8236,91,-3931.41357421875
460000,3801.16,4427.39,83.3471,92,62.9033,92,-3853.928466796875
465000,2861.2,3295.35,73.1465,93,55.3894,93,-4141.2421875
470000,3747.03,5015.09,75.9969,94,61.8492,94,-4049.2685546875
475000,3877.33,4719.37,82.0766,95,67.0669,95,-4034.883544921875
480000,3828.62,4270.75,74.746,96,62.5167,96,-4349.7412109375
485000,4332.21,4692.32,85.8409,97,74.9914,97,-4186.18310546875
490000,3187.6,3745.45,75.2012,98,63.167,98,-4470.5654296875
495000,3435.3,3897.74,76.3729,99,62.9989,99,-4560.90576171875
500000,3540.19,4547.37,81.7635,100,72.0317,100,-4477.7197265625
505000,4273.26,4385.21,82.3377,101,68.0152,101,-4640.2021484375
510000,3710.14,4448.27,78.0716,102,63.7369,102,-4758.42822265625
515000,2945.25,4325.59,86.2069,103,77.5992,103,-4753.2666015625
520000,2959.76,3093.64,77.469,104,65.116,104,-4790.35791015625
525000,2788.57,4086.65,78.5957,105,68.0702,105,-4984.66064453125
530000,4147.45,4796.83,78.3055,106,68.9207,106,-5120.1083984375
535000,4540.27,4988.67,80.6277,107,79.2114,107,-5211.21728515625
540000,3326.29,3350.57,72.0306,108,55.4376,108,-5502.79296875
545000,3523.76,4327.94,82.2775,109,71.3062,109,-5397.00341796875
550000,3916.66,4446.11,82.9912,110,70.6959,110,-5502.03515625
555000,4201.27,4247.44,77.8907,111,66.1956,111,-5655.9599609375
560000,3793.41,4131.95,80.8327,112,72.7166,112,-5727.26904296875
565000,4053.08,4897.66,77.3252,113,73.0862,113,-5865.515625
570000,3955.2,4727.09,90.071,114,80.6512,114,-5968.759765625
575000,4748.75,4464.04,82.9226,115,75.8979,115,-6092.3515625
580000,3214.99,4220.38,73.7302,116,64.1188,116,-6018.4111328125
585000,3130.89,4009.12,75.0065,117,68.5659,117,-6154.03564453125
590000,2722.38,3279.95,76.8117,118,66.164,118,-6244.3056640625
595000,4579.69,5147.87,88.5449,119,79.8399,119,-6544.88671875
600000,3755.05,3474.88,76.8675,120,71.8822,120,-6602.57177734375
605000,3526.55,3905.91,83.7999,121,69.8056,121,-6605.0849609375
610000,2096.61,3747.03,85.6004,122,75.2281,122,-6706.91064453125
615000,4324.2,4285.57,76.313,123,68.455,123,-6851.3642578125
620000,2413.35,3143.39,72.7727,124,63.1463,124,-6868.25
625000,4708.63,4870.74,82.4508,125,70.559,125,-7212.572265625
630000,4380.27,4837.69,72.7205,126,59.6039,126,-7277.62890625
635000,4096.83,4826.26,83.2184,127,73.952,127,-7306.541015625
640000,3964.76,4940.08,88.4324,128,78.0409,128,-7417.517578125
645000,4284.81,4841.19,87.8581,129,73.3077,129,-7712.9462890625
650000,4369.07,4927.88,87.1819,130,77.0423,130,-7770.689453125
655000,3912.14,4516.38,79.8004,131,76.7695,131,-7819.87255859375
660000,4396.28,5286.3,85.7937,132,74.1956,132,-8090.73095703125
665000,4053.46,4521.24,85.0915,133,75.6814,133,-8064.36083984375
670000,4431.63,4739.94,87.6001,134,84.6382,134,-8253.404296875
675000,4197.98,4892.3,87.2277,135,80.1909,135,-8312.8798828125
680000,4011.65,4856.52,85.609,136,80.0363,136,-8646.7724609375
685000,4636.69,5120.1,80.9296,137,79.4182,137,-8749.0751953125
690000,4234.49,4626.36,86.4291,138,83.4737,138,-8782.271484375
695000,4620.69,4748.34,76.8749,139,75.3174,139,-8839.6572265625
700000,4363.24,4977.7,87.9806,140,85.681,140,-9030.21875
705000,4430.35,4812.99,86.1312,141,81.8738,141,-9311.7138671875
710000,4688.92,5196.32,85.7217,142,80.3475,142,-9408.58203125
715000,2721.82,4863.89,88.3821,143,78.6238,143,-9319.982421875
720000,4718.67,4774.41,88.2036,144,82.3381,144,-9732.84375
725000,4883.98,5021.22,89.0857,145,85.495,145,-10079.51171875
730000,4647.47,5151.58,87.1089,146,79.8514,146,-10127.765625
735000,4972.81,5066.49,88.1724,147,79.3397,147,-10254.5595703125
740000,4126.32,4186.46,85.4007,148,81.3678,148,-10175.1923828125
745000,4025.21,3871.04,76.7505,149,68.6298,149,-10197.8369140625
750000,4646.52,5230.36,78.6023,150,75.7904,150,-10466.4033203125
755000,3869.32,3803.59,75.0173,151,67.1552,151,-10376.3837890625
760000,4442.92,4744.44,85.9699,152,78.8957,152,-10774.404296875
765000,4393.5,4846.57,87.101,153,80.6579,153,-10965.728515625
770000,4639.98,4462.73,79.7872,154,75.7561,154,-11114.0712890625
775000,4199.8,4543.01,89.4904,155,89.5712,155,-11421.48828125
780000,4813.86,5090.91,87.9662,156,82.8792,156,-11540.7646484375
785000,4165.98,4990.52,88.8746,157,84.0056,157,-11783.865234375
790000,4355.83,4870.31,77.1677,158,75.4799,158,-11727.6572265625
795000,4782.48,5196.95,85.3161,159,78.6854,159,-12126.8232421875
800000,4729.24,4605.89,78.651,160,73.0334,160,-12132.59375
805000,4281.95,4597.35,88.1802,161,81.5811,161,-12433.5166015625
810000,4343.2,4852.48,76.6709,162,72.4186,162,-12488.080078125
815000,4807.75,5329.86,86.8498,163,84.4132,163,-12957.6787109375
820000,4598.57,4470.17,79.5338,164,76.5813,164,-13040.06640625
825000,4372.79,4856.32,86.5881,165,80.663,165,-13221.365234375
830000,4496.66,5071.39,91.3512,166,86.7421,166,-13623.4130859375
835000,4903.43,5135.85,89.3175,167,84.7291,167,-13809.1982421875
840000,4386.07,4831.76,78.9194,168,77.7772,168,-13578.8486328125
845000,4343.07,4687.07,89.2005,169,86.4328,169,-13990.6640625
850000,4756.8,5015.88,86.4172,170,85.9929,170,-14249.9091796875
855000,4306.51,4454.85,89.0236,171,83.8077,171,-14340.611328125
860000,4411.09,4947.17,83.2531,172,83.843,172,-14539.5302734375
865000,4321.77,4930.69,78.1254,173,78.5374,173,-14436.181640625
870000,4325.75,4976.41,87.5056,174,84.8931,174,-14917.46484375
875000,4680.75,5205.08,87.0978,175,82.4017,175,-15179.779296875
880000,4645.05,5106.49,81.7177,176,75.8754,176,-15281.5908203125
885000,5074.95,5222.47,88.5141,177,84.0075,177,-15873.51171875
890000,4517.3,5205.22,92.3638,178,92.7993,178,-15950.908203125
895000,4831.51,5030.75,89.5669,179,82.2494,179,-16095.4033203125
900000,4748.29,5181.75,88.8616,180,81.6252,180,-16333.0849609375
905000,4620.62,5049.05,91.9182,181,84.3576,181,-16561.56640625
910000,4323.47,5051.96,89.0961,182,85.8603,182,-16571.134765625
915000,4296.44,5322.2,85.441,183,78.0029,183,-16817.111328125
920000,4251.74,5292.06,89.2883,184,83.5644,184,-17171.251953125
925000,4569.35,4954.78,89.5699,185,89.403,185,-17301.5078125
930000,4273.59,3979.98,88.0627,186,78.0703,186,-17232.90625
935000,4716.18,4437.4,85.0352,187,77.5663,187,-17558.998046875
940000,4738.12,5158.33,87.6495,188,79.5064,188,-17931.21484375
945000,4299.71,4889.38,87.1725,189,79.8096,189,-18053.1484375
950000,4733.74,4641.8,86.8825,190,79.4862,190,-18152.072265625
955000,4835.28,5358.41,88.9144,191,81.0766,191,-18709.830078125
960000,4026.14,5309.21,89.8736,192,82.625,192,-18657.525390625
965000,4036.52,4997.1,77.5221,193,73.377,193,-18337.2890625
970000,4228.41,4777.61,91.7587,194,86.8919,194,-19378.16015625
975000,4919.19,5411.81,86.0443,195,76.4254,195,-19255.865234375
980000,4947.08,4778.41,90.3219,196,85.7253,196,-19519.6875
985000,4542.24,5240.46,82.8351,197,78.9669,197,-19927.60546875
990000,4886.64,5166.33,90.535,198,84.2741,198,-20285.154296875
995000,4884.41,5323.51,88.0657,199,84.5689,199,-20486.427734375
1000000,5113.24,5212.68,88.543,200,81.4746,200,-20823.966796875
1005000,4897.6,5076.65,87.3445,201,82.2781,201,-20888.49609375
1010000,4413.82,5417.31,77.2129,202,72.6071,202,-20159.744140625
1015000,4717.84,5035.7,82.877,203,75.7437,203,-20907.369140625
1020000,4415.03,4691.63,90.5374,204,83.7489,204,-21550.888671875
1025000,4024.32,5043.18,74.5243,205,64.9421,205,-20637.435546875
1030000,4616.29,4902.53,85.146,206,80.6479,206,-21726.060546875
1035000,4613.84,4213.92,80.824,207,75.0714,207,-21761.23828125
1040000,4695.97,4651.43,87.2527,208,81.0954,208,-22328.98828125
1045000,4916.79,4888.21,73.5356,209,63.8006,209,-21255.703125
1050000,4490.39,4682.93,80.7749,210,75.8801,210,-22494.63671875
1055000,5153.44,5213.89,86.2804,211,78.1813,211,-22882.908203125
1060000,4522.7,5237.62,86.6655,212,81.4416,212,-23209.28125
1065000,4455.84,5180.97,79.3,213,75.9197,213,-22990.734375
1070000,4749.59,5082.26,91.3776,214,87.9547,214,-23988.33203125
1075000,3958.23,4246.96,88.6845,215,81.537,215,-23641.025390625
1080000,4106.99,5504.95,90.7205,216,84.6248,216,-24115.123046875
1085000,5091.01,5277.13,89.9646,217,88.6107,217,-24672.056640625
1090000,4149.29,5003.24,89.9469,218,86.0462,218,-24600.359375
1095000,4260.7,5376.49,89.3613,219,83.1762,219,-24557.76171875
1100000,4985.92,5021.1,77.596,220,74.6678,220,-24226.04296875
1105000,4789.75,5346.35,87.7039,221,84.7146,221,-25139.935546875
1110000,3643.5,5321.9,76.9764,222,73.1267,222,-24429.248046875
1115000,4216.76,5310.85,90.7588,223,87.5543,223,-25741.203125
1120000,4636.97,4964.05,80.3482,224,77.6474,224,-25393.28515625
1125000,4450.02,5513.15,88.555,225,83.7979,225,-26074.673828125
1130000,4994.28,4952.26,88.5026,226,84.552,226,-26405.767578125
1135000,4274.46,5195.18,84.9116,227,80.4513,227,-26387.052734375
1140000,3746.79,4210.66,76.4348,228,72.9938,228,-25362.44140625
1145000,4431.19,5098.27,84.03,229,78.2452,229,-26644.361328125
1150000,4592.95,5249.36,88.1002,230,81.3418,230,-27215.099609375
1155000,4856.24,5221.16,88.7534,231,82.2088,231,-27487.392578125
1160000,4413.86,4466.2,87.1388,232,82.9318,232,-27409.154296875
1165000,4396.17,5232.71,80.963,233,76.8208,233,-27127.56640625
1170000,5055.82,4516.58,77.6243,234,76.3412,234,-27188.10546875
1175000,4898.28,4927.64,90.4114,235,83.7521,235,-28300.5078125
1180000,5143.87,5256.99,87.7173,236,82.4367,236,-28611.4765625
1185000,4868.65,4977.2,89.5374,237,80.7725,237,-28714.169921875
1190000,4773.88,4827.73,87.6904,238,81.1384,238,-28910.62109375
1195000,4876.66,4384.75,89.3999,239,84.3582,239,-29132.58984375
1200000,4716.93,5282.28,86.0255,240,81.5469,240,-29265.634765625
1205000,4258.41,4811.55,89.1451,241,84.8094,241,-29889.32421875
1210000,4369.49,4814.13,86.6309,242,78.3101,242,-29695.447265625
1215000,4410.74,5468.15,81.8409,243,78.6299,243,-29626.330078125
1220000,4520.72,5456.41,90.0219,244,84.9419,244,-30470.3984375
1225000,4585.4,4940.43,88.5247,245,83.242,245,-30498.634765625
1230000,4444.24,5368.94,87.704,246,81.035,246,-30687.80078125
1235000,4462.73,5591.91,89.8824,247,84.4369,247,-31038.10546875
1240000,3939.99,4675.87,87.7517,248,79.6766,248,-31227.60546875
1245000,4902.59,5622.4,79.2988,249,75.4983,249,-30878.529296875
1250000,3793.82,4434.68,88.6107,250,83.5508,250,-31841.2109375
1255000,4097.56,4921.07,88.8145,251,81.1463,251,-31751.1640625
1260000,5244.19,5311.96,88.8003,252,85.2999,252,-32223.265625
1265000,4506.71,4758.62,87.8524,253,86.0726,253,-32892.19140625
1270000,4889.94,4776.93,87.0966,254,82.5288,254,-32750.66796875
1275000,4806.12,5148.97,86.6963,255,81.6853,255,-32991.15234375
1280000,4888.85,5444.21,87.9923,256,82.1746,256,-32984.015625
1285000,4799.32,4799.17,87.9321,257,83.9862,257,-33574.359375
1290000,4864.82,4997.49,86.9514,258,82.0147,258,-33662.07421875
1295000,4318.35,4801.94,86.6985,259,83.7719,259,-33967.13671875
1300000,4628.32,5409.5,86.8071,260,78.9039,260,-33987.90625
1305000,4451.62,5336.49,88.4871,261,85.8608,261,-34523.6328125
1310000,4112.51,5328.02,87.9145,262,80.7593,262,-34545.09765625
1315000,4489.38,5042.4,85.3847,263,80.1778,263,-34712.78515625
1320000,5065.41,4758.42,89.1896,264,82.8314,264,-35473.39453125
1325000,3692.57,4519.97,78.9685,265,74.6262,265,-34425.66015625
1330000,4234.66,5248.45,90.0545,266,85.8625,266,-35892.2421875
1335000,4666.76,5589.09,86.1783,267,80.8194,267,-35670.6015625
1340000,5011.29,4951.82,90.0604,268,87.5572,268,-36332.90625
1345000,5313.59,5038.9,88.8329,269,84.2784,269,-36624.1875
1350000,4574.66,5196.21,88.151,270,83.5402,270,-36810.90625
1355000,4654.52,5284.23,86.0498,271,81.2635,271,-36831.484375
1360000,4654.98,5205.64,85.8146,272,82.3089,272,-36944.9765625
1365000,4638.19,5574.9,88.0719,273,83.5069,273,-37248.51171875
1370000,5106.58,5370.47,87.3961,274,84.4392,274,-37651.34765625
1375000,4371.6,5116.93,80.1463,275,77.8786,275,-37004.6171875
1380000,5130.82,5088.82,85.8032,276,81.8443,276,-38143.30859375
1385000,4765.78,5270.68,86.312,277,81.544,277,-38395.28125
1390000,5099.99,5543.09,86.8304,278,80.8398,278,-38706.66015625
1395000,4976.89,5299.41,82.3546,279,83.8727,279,-38495.85546875
1400000,5127.23,4864.87,89.026,280,83.1969,280,-39299.1640625
1405000,3782.78,5395.74,86.9755,281,83.3734,281,-39527.94140625
1410000,5341.73,5633.69,88.6075,282,84.5551,282,-40044.1015625
1415000,4952.18,5407.12,86.3203,283,81.3174,283,-39356.12890625
1420000,4661.81,5120.72,76.0463,284,73.5442,284,-38129.9375
1425000,5080.4,5438.02,85.7594,285,82.3287,285,-39980.05859375
1430000,5119.94,5212.84,90.4419,286,86.3555,286,-40484.92578125
1435000,4942.1,5135.34,85.6949,287,81.0588,287,-40451.07421875
1440000,5433.77,5233.35,76.9289,288,70.1484,288,-39212.5546875
1445000,4668.13,5530.15,87.2007,289,79.1435,289,-40590.24609375
1450000,4961.74,5258.19,85.0216,290,80.0905,290,-41241.83984375
1455000,4729.51,5365.77,86.8884,291,81.3781,291,-41346.39453125
1460000,5117.05,5678.8,85.4493,292,81.8655,292,-41838.67578125
1465000,4958.56,5438.78,84.4949,293,82.2383,293,-41720.95703125
1470000,4689.08,5616.21,88.0302,294,85.5196,294,-42761.97265625
1475000,5057.39,4877.38,84.1262,295,81.3279,295,-42114.7421875
1480000,5371.42,5464.94,86.7189,296,82.1608,296,-42943.77734375
1485000,4742.62,5613.18,85.3633,297,77.9437,297,-42888.109375
1490000,4334.98,5122.91,85.5955,298,78.9228,298,-42965.6640625
1495000,4845.09,5749.59,84.8445,299,77.2134,299,-43879.56640625
1500000,5220.81,5722.74,83.87,300,78.3117,300,-43466.34765625
1505000,4723.84,5688.93,75.1149,301,67.7505,301,-41106.42578125
1510000,5105.69,5434.85,84.9283,302,78.4219,302,-44067.18359375
1515000,5221.08,5125.96,83.9999,303,77.7483,303,-44145.9609375
1520000,5008.99,5184.34,85.6431,304,76.2039,304,-44454.8515625
1525000,4818.39,5647.76,87.4882,305,83.3995,305,-45483.66796875
1530000,4997.88,5518.45,85.6682,306,77.2546,306,-45303.296875
1535000,5175.32,5386.07,86.0923,307,78.5368,307,-45791.73828125
1540000,5367.35,5686.29,77.8674,308,74.2559,308,-43522.625
1545000,5383.23,5678.23,88.2641,309,81.46,309,-45936.75390625
1550000,4318.76,5481.26,85.7658,310,79.3589,310,-46011.19140625
1555000,4839.54,5757.27,84.1199,311,74.2798,311,-46256.9921875
1560000,4809.92,5471.33,79.0007,312,72.7271,312,-44178.8828125
1565000,5153.55,5755.93,77.8063,313,72.8416,313,-44944.85546875
1570000,5211.53,5526.65,85.8295,314,78.6665,314,-46826.41015625
1575000,4563.13,5144.45,87.4463,315,78.5017,315,-47109.79296875
1580000,5376.97,5669.76,86.9807,316,78.9795,316,-47731.125
1585000,4476.37,5258.35,77.2798,317,69.4861,317,-44904.89453125
1590000,4942.07,5501.24,86.508,318,79.3081,318,-47896.98828125
1595000,5323.05,5804.15,77.436,319,66.705,319,-45485.11328125
1600000,5136.89,5693.36,88.0037,320,78.8307,320,-48578.68359375
1605000,4440.32,5390.84,80.2794,321,70.1692,321,-47319.49609375
1610000,5224.72,5524.75,85.3112,322,78.178,322,-48839.45703125
1615000,5227.57,5130.59,86.0734,323,77.5176,323,-49128.96875
1620000,4860.51,5323.65,87.1793,324,79.5338,324,-49728.125
1625000,4771.79,5809.65,86.2488,325,77.4883,325,-49398.69140625
1630000,4534.52,5559.76,85.6301,326,72.2191,326,-49581.46484375
1635000,5379.72,5144.63,83.6673,327,80.5057,327,-49926.703125
1640000,5284.82,5724.56,86.0137,328,76.7421,328,-50492.02734375
1645000,4948.36,5587.63,80.0851,329,74.4375,329,-48666.921875
1650000,5219.49,5810.29,86.0595,330,74.6055,330,-50711.26171875
1655000,5103.81,5451.03,89.5761,331,82.803,331,-51499.09375
1660000,5165.9,5653.08,85.8932,332,78.2017,332,-51430.65625
1665000,5239.84,5456.14,84.4499,333,76.7652,333,-51393.05078125
1670000,5038.16,5527.27,87.7462,334,81.5313,334,-52054.125
1675000,5301.99,5714.12,85.5975,335,80.1418,335,-51818.00390625
1680000,5285.59,5748.64,86.68,336,77.7691,336,-52374.18359375
1685000,5188.59,5777.77,77.7742,337,69.479,337,-49737.0859375
1690000,5396.15,5449.8,87.2403,338,79.9132,338,-53042.04296875
1695000,5058.03,5432.57,87.3098,339,82.9598,339,-53315.86328125
1700000,4864.58,5686.11,88.1214,340,81.3456,340,-53605.46484375
1705000,5159.92,5742.55,85.6865,341,76.7798,341,-53129.34765625
1710000,5027.09,5526.99,86.9611,342,80.0903,342,-53828.1796875
1715000,4579.7,5567.24,88.0604,343,80.7056,343,-53855.55078125
1720000,5357.3,5785.68,83.6511,344,76.3842,344,-53441.40234375
1725000,4773.36,5704.96,88.4158,345,80.9467,345,-54899.5703125
1730000,5007.02,5370.89,82.9682,346,75.522,346,-53361.0
1735000,4980.31,5751.84,81.127,347,74.3499,347,-53281.875
1740000,5156.32,5449.34,89.218,348,80.3352,348,-55301.7578125
1745000,4829.34,5357.43,87.5045,349,77.3086,349,-55036.1875
1750000,4909.86,5786.0,87.0943,350,78.7863,350,-55435.1171875
1755000,5288.31,5662.01,88.165,351,82.5887,351,-55769.91015625
1760000,4763.86,5702.97,84.3164,352,78.248,352,-55335.8515625
1765000,5143.87,5724.16,83.0382,353,80.4364,353,-55107.66796875
1770000,5014.59,5389.92,87.9453,354,80.7996,354,-56390.7890625
1775000,4714.41,5213.38,87.8031,355,78.0932,355,-56299.87890625
1780000,4590.79,5731.64,86.7975,356,77.9116,356,-56799.0703125
1785000,5070.47,5700.84,86.7651,357,78.3856,357,-56695.9921875
1790000,5225.14,5743.11,77.3569,358,70.3118,358,-53828.85546875
1795000,5124.89,5625.44,86.739,359,79.6902,359,-57223.59375
1800000,4665.91,5605.04,81.8214,360,74.5915,360,-55848.4453125
1805000,5106.42,5575.2,78.8858,361,73.0627,361,-55842.78515625
1810000,4677.57,5501.28,87.7997,362,81.3557,362,-58242.23046875
1815000,4657.71,5639.05,85.9565,363,78.4894,363,-57879.63671875
1820000,5097.35,5615.38,77.2625,364,71.7237,364,-54784.3359375
1825000,5006.66,5654.24,83.4595,365,75.8643,365,-57411.60546875
1830000,5326.07,5478.06,88.0717,366,79.7562,366,-58763.8828125
1835000,4839.56,5586.88,86.9616,367,78.6618,367,-58697.15625
1840000,5076.67,5520.88,89.3589,368,80.7565,368,-59230.79296875
1845000,4759.0,5436.02,87.6631,369,77.0644,369,-58834.27734375
1850000,4380.98,5427.49,86.58,370,76.5683,370,-58785.22265625
1855000,4810.8,5644.71,88.1757,371,80.1791,371,-59616.97265625
1860000,4688.01,5077.8,80.3996,372,71.6462,372,-56954.96484375
1865000,4683.49,4903.82,72.9871,373,54.3233,373,-48267.71484375
1870000,5005.23,5386.66,76.243,374,67.9473,374,-55105.1015625
1875000,4782.71,5797.18,77.102,375,69.7642,375,-56337.953125
1880000,5030.92,5516.36,86.772,376,77.0062,376,-60152.484375
1885000,4624.0,4679.08,73.5569,377,62.4821,377,-53101.984375
1890000,4659.38,5290.58,79.6239,378,69.4951,378,-57431.62109375
1895000,5068.19,5724.55,85.9537,379,77.7441,379,-60077.37890625
1900000,4446.18,5120.9,89.8603,380,81.6445,380,-60853.2734375
1905000,4214.05,5522.38,76.0086,381,67.0537,381,-56978.0
1910000,5258.5,5757.3,86.6637,382,81.1981,382,-61158.87890625
1915000,5025.63,5498.0,86.0258,383,77.1863,383,-60992.11328125
1920000,4941.81,5408.57,83.5558,384,76.2148,384,-60371.80078125
1925000,4583.13,5499.6,87.2368,385,79.5613,385,-61310.95703125
1930000,4690.96,5769.11,78.6461,386,72.8104,386,-58855.421875
1935000,4730.6,5651.24,87.6612,387,81.4659,387,-61485.80078125
1940000,4211.92,5674.26,86.4598,388,78.2735,388,-61574.7265625
1945000,4804.56,5462.99,83.9313,389,77.3304,389,-61400.98046875
1950000,4515.05,5553.77,77.4226,390,70.864,390,-58477.3984375
1955000,5306.7,4972.85,86.0747,391,79.3701,391,-62471.390625
