Running Reverse KL,Itration,Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps
17.0078,0,217.5,33.0509,-144.8397674560547,188.9,0,0
21.2332,1,284.18,31.9006,159.13037109375,279.2,1,5000
16.3366,2,224.93,31.1651,-114.44230651855469,217.3,2,10000
21.5967,3,343.0,29.7378,-195.55673217773438,317.78,3,15000
14.8743,4,411.9,28.319,-184.71453857421875,428.39,4,20000
23.8517,5,439.57,27.4132,-350.7257385253906,444.69,5,25000
26.3658,6,333.42,31.3843,-692.4833984375,343.78,6,30000
23.3062,7,127.73,35.4653,-576.5594482421875,114.61,7,35000
48.6965,8,208.98,33.4822,-198.88319396972656,210.31,8,40000
16.3425,9,269.91,31.8798,-144.54354858398438,266.43,9,45000
27.7755,10,104.64,32.0913,-548.65283203125,103.95,10,50000
40.7414,11,86.69,32.8824,-632.0899047851562,86.31,11,55000
25.2695,12,46.4,31.3578,-625.4702758789062,46.16,12,60000
38.4084,13,15.26,28.5407,-591.1764526367188,15.29,13,65000
27.6059,14,79.02,34.9384,-944.8655395507812,74.67,14,70000
37.5443,15,1006.42,39.3739,-1019.7657470703125,1006.95,15,75000
47.0053,16,722.44,38.2907,-979.295166015625,961.79,16,80000
49.8521,17,628.16,33.0759,-1387.374755859375,607.13,17,85000
59.5074,18,512.97,32.2647,-1098.397705078125,395.31,18,90000
32.9701,19,412.83,34.2765,-1141.57177734375,415.71,19,95000
48.787,20,382.92,29.9399,-1458.8746337890625,388.44,20,100000
47.6091,21,331.15,30.0311,-1216.41259765625,320.23,21,105000
118.4853,22,106.26,32.6119,-778.2965087890625,106.56,22,110000
34.1818,23,1002.85,39.1701,-1311.2088623046875,1002.0,23,115000
67.4734,24,159.63,35.3884,-507.0539855957031,159.04,24,120000
39.9711,25,923.0,32.4872,-1204.2591552734375,969.87,25,125000
48.0228,26,456.96,32.4537,-961.5997314453125,511.81,26,130000
36.5636,27,1035.77,35.6404,-1477.2852783203125,1038.05,27,135000
26.9999,28,1042.97,37.0731,-1404.9130859375,1043.28,28,140000
30.6969,29,1020.95,36.5699,-1418.402099609375,1021.61,29,145000
42.2476,30,988.48,38.3181,-1524.954833984375,989.29,30,150000
52.0262,31,972.74,38.5754,-1638.20166015625,972.79,31,155000
30.8618,32,786.25,36.0372,-1559.255126953125,977.43,32,160000
38.6618,33,990.92,35.8736,-1788.6011962890625,987.33,33,165000
37.209,34,1037.17,37.612,-1820.0155029296875,1037.0,34,170000
35.1657,35,326.15,36.437,-1834.2576904296875,327.16,35,175000
65.1167,36,229.04,31.764,-2198.94140625,243.08,36,180000
114.5425,37,471.54,27.8626,-2866.021240234375,545.42,37,185000
71.8495,38,135.91,33.2374,-2104.267578125,135.55,38,190000
40.35,39,516.14,38.7995,-2042.7987060546875,523.85,39,195000
44.6156,40,991.1,39.5454,-2112.956787109375,991.38,40,200000
51.6267,41,980.93,38.797,-2175.339111328125,981.21,41,205000
57.7249,42,980.69,37.6968,-2236.30615234375,980.81,42,210000
50.6086,43,978.35,39.6747,-2254.578369140625,978.25,43,215000
158.8013,44,124.23,35.0637,-1563.9700927734375,127.07,44,220000
47.1631,45,1001.61,38.3336,-2327.226318359375,1001.33,45,225000
46.3299,46,981.19,38.2328,-2415.092041015625,981.48,46,230000
65.7416,47,978.94,37.02,-2480.85205078125,978.92,47,235000
51.4859,48,989.48,40.2558,-2524.4306640625,989.37,48,240000
44.0625,49,993.99,36.9928,-2535.932861328125,993.73,49,245000
45.0424,50,1011.86,38.3134,-2632.4638671875,1011.4,50,250000
47.4992,51,998.87,38.6607,-2762.729248046875,999.28,51,255000
34.5058,52,243.5,33.9353,-2687.784423828125,241.79,52,260000
50.2849,53,974.51,38.6382,-2787.888916015625,974.51,53,265000
58.1997,54,977.14,38.8098,-2842.8505859375,977.5,54,270000
53.1041,55,983.22,39.9959,-2913.94384765625,983.32,55,275000
46.4731,56,978.74,39.5622,-2975.182861328125,978.75,56,280000
44.6218,57,990.05,39.8968,-3052.556396484375,991.11,57,285000
51.2499,58,301.63,31.3047,-2438.907958984375,313.41,58,290000
32.5423,59,1019.44,37.7291,-2809.505859375,1019.43,59,295000
38.9663,60,983.48,38.9903,-3133.61865234375,986.02,60,300000
56.6707,61,970.47,38.3001,-3226.762939453125,971.16,61,305000
42.5729,62,982.5,38.7039,-3357.9560546875,982.46,62,310000
43.0532,63,987.36,37.8892,-3298.39111328125,984.5,63,315000
46.7133,64,1001.04,38.4642,-3414.908447265625,1001.77,64,320000
31.1433,65,1002.39,38.1722,-3372.197021484375,1004.89,65,325000
47.9525,66,994.2,39.1371,-3526.345947265625,993.67,66,330000
40.4626,67,984.51,39.4588,-3548.571533203125,984.56,67,335000
44.7095,68,531.35,33.4154,-2608.041259765625,533.38,68,340000
27.7558,69,390.89,34.5764,-3126.0517578125,447.33,69,345000
51.2892,70,1006.87,40.1414,-3855.427001953125,1005.59,70,350000
31.4193,71,1045.4,38.7305,-3762.13232421875,1044.59,71,355000
27.1084,72,1044.34,35.8553,-3745.215087890625,1043.12,72,360000
41.8775,73,1028.32,35.7307,-3912.18359375,1028.07,73,365000
37.0865,74,1041.5,35.2618,-3855.456298828125,1043.27,74,370000
37.2418,75,335.08,34.1834,-3934.23828125,163.92,75,375000
46.3103,76,1031.22,32.6076,-3835.571044921875,1031.57,76,380000
54.5281,77,263.02,39.7939,-4206.17041015625,264.25,77,385000
44.9949,78,998.32,39.0068,-4279.91845703125,997.74,78,390000
117.5852,79,96.11,34.0191,-3404.01025390625,96.6,79,395000
26.0443,80,310.57,33.396,-3146.0634765625,403.56,80,400000
108.9389,81,107.73,35.9206,-3010.58642578125,107.26,81,405000
56.4042,82,1008.73,37.5039,-4642.978515625,1009.23,82,410000
41.6188,83,21.39,39.5545,-4428.07421875,22.52,83,415000
56.4015,84,1007.1,38.2472,-4722.162109375,1006.94,84,420000
65.5225,85,994.28,38.6524,-4690.15576171875,994.63,85,425000
54.8413,86,1017.68,36.7069,-4819.4619140625,1017.91,86,430000
25.389,87,988.68,35.5986,-4324.6376953125,1045.8,87,435000
46.7367,88,1007.84,39.243,-4850.666015625,1007.31,88,440000
27.6889,89,1031.58,36.6886,-4733.79150390625,1029.09,89,445000
41.4001,90,1008.01,37.0349,-4956.62060546875,1007.72,90,450000
41.3543,91,1048.8,35.6561,-4920.34033203125,1049.2,91,455000
36.0822,92,244.7,33.1804,-3938.668212890625,243.45,92,460000
41.6886,93,240.89,32.8371,-4019.671630859375,240.29,93,465000
42.8268,94,992.36,39.2716,-5222.57373046875,992.17,94,470000
39.9424,95,1045.83,38.2259,-5146.61328125,1046.48,95,475000
39.6307,96,1027.77,38.5803,-5254.28662109375,1028.1,96,480000
40.2402,97,1028.64,39.2653,-5457.703125,1036.37,97,485000
33.8064,98,780.26,38.8361,-5463.3955078125,1040.77,98,490000
55.6703,99,1004.19,40.9292,-5611.13671875,1004.1,99,495000
42.2497,100,992.49,39.8519,-5587.6904296875,993.16,100,500000
41.776,101,1021.34,39.2464,-5772.75048828125,1020.93,101,505000
59.8531,102,999.88,40.599,-5797.9755859375,1000.02,102,510000
44.1699,103,777.09,31.5477,-5019.66796875,1042.53,103,515000
31.0207,104,1036.68,33.4344,-5637.81787109375,1036.28,104,520000
50.9999,105,995.55,39.5324,-6001.9931640625,995.6,105,525000
35.271,106,1003.59,39.5317,-6034.912109375,1007.51,106,530000
49.5011,107,337.98,31.0972,-4856.890625,415.82,107,535000
36.2264,108,1013.55,33.4727,-5751.869140625,1012.59,108,540000
74.0436,109,137.69,30.2252,-3644.0673828125,154.41,109,545000
20.4665,110,240.83,29.7257,-2513.4150390625,170.98,110,550000
59.3957,111,235.38,31.1062,-3958.490234375,235.2,111,555000
41.0264,112,1022.83,36.3249,-6456.6796875,1023.54,112,560000
43.159,113,994.54,35.6774,-6319.921875,994.49,113,565000
30.4304,114,1044.53,35.9694,-6139.1005859375,1038.44,114,570000
38.3343,115,515.89,34.1958,-4934.8681640625,522.49,115,575000
36.2487,116,455.71,34.3891,-4921.08544921875,459.38,116,580000
31.085,117,1048.01,37.0103,-6515.20947265625,1049.44,117,585000
24.2319,118,1044.09,36.418,-6417.39501953125,1041.05,118,590000
21.189,119,1078.9,35.4816,-5770.77978515625,1086.28,119,595000
64.8638,120,756.29,32.8656,-5749.79248046875,877.9,120,600000
30.6827,121,202.95,36.7863,-6576.59619140625,195.67,121,605000
26.1193,122,1050.66,35.8563,-6768.92919921875,1050.44,122,610000
38.175,123,752.65,35.087,-6626.990234375,1043.85,123,615000
66.1689,124,527.18,32.3358,-5650.6552734375,554.14,124,620000
36.2035,125,435.39,33.4324,-6382.60205078125,399.05,125,625000
54.1061,126,254.02,34.9112,-7077.1083984375,256.38,126,630000
37.6792,127,1014.66,36.82,-7162.294921875,1014.76,127,635000
41.972,128,606.34,30.5012,-6569.751953125,479.05,128,640000
23.1458,129,865.37,33.9031,-6333.74951171875,938.13,129,645000
53.506,130,147.75,32.5006,-7097.572265625,145.9,130,650000
26.6614,131,1051.67,35.5785,-7202.5009765625,1052.59,131,655000
30.8862,132,1033.55,33.8134,-7238.0322265625,1059.46,132,660000
115.4452,133,285.02,32.3582,-5997.99560546875,290.17,133,665000
31.483,134,1040.88,40.0494,-7647.15576171875,1041.21,134,670000
26.1751,135,1050.31,36.3024,-7499.68115234375,1049.94,135,675000
24.2957,136,897.34,33.2051,-7047.5830078125,1012.66,136,680000
28.1136,137,54.66,32.0696,-4328.38427734375,105.29,137,685000
71.5079,138,449.39,34.5228,-7568.93115234375,454.66,138,690000
65.0474,139,392.35,35.2143,-6666.9912109375,702.37,139,695000
105.2134,140,85.67,32.1964,-7356.76123046875,82.38,140,700000
34.8606,141,125.98,31.7955,-4319.71240234375,135.51,141,705000
38.4232,142,353.78,32.0997,-7125.25537109375,209.62,142,710000
30.9015,143,1013.31,37.3408,-8164.318359375,1013.83,143,715000
44.1547,144,193.95,33.0107,-7668.12890625,146.73,144,720000
49.3254,145,270.37,31.9564,-7383.21533203125,277.71,145,725000
19.362,146,317.44,32.8234,-5491.47900390625,323.56,146,730000
32.0741,147,974.91,33.2474,-8081.62646484375,1023.48,147,735000
31.2254,148,94.68,32.9124,-7308.60498046875,98.15,148,740000
28.6371,149,369.17,33.257,-5863.7568359375,393.0,149,745000
34.3434,150,922.67,38.2068,-8573.5322265625,1040.15,150,750000
35.4599,151,1029.18,37.202,-8616.71875,1028.72,151,755000
35.4534,152,1039.39,37.968,-8857.869140625,1039.93,152,760000
24.9963,153,1042.78,35.8367,-8695.212890625,1041.91,153,765000
53.1456,154,990.22,38.2169,-9143.7021484375,990.82,154,770000
50.3395,155,984.59,38.4298,-9163.69921875,989.12,155,775000
35.0861,156,1000.42,37.6681,-8913.185546875,994.73,156,780000
31.2113,157,998.4,38.8377,-9138.4384765625,999.7,157,785000
58.5908,158,1011.1,36.3215,-9435.1337890625,1010.62,158,790000
60.8972,159,1007.73,37.1613,-9318.322265625,1005.3,159,795000
57.5604,160,1006.95,37.8148,-9648.1533203125,1006.89,160,800000
82.0686,161,8.28,32.1416,-8190.49169921875,7.64,161,805000
51.8922,162,988.67,40.081,-9744.017578125,989.02,162,810000
38.3345,163,984.85,38.9704,-9763.794921875,1042.23,163,815000
32.1906,164,1011.88,35.3606,-9658.287109375,1012.2,164,820000
28.2408,165,1035.75,36.2534,-9719.310546875,1036.69,165,825000
25.5481,166,171.48,31.2837,-6914.65869140625,165.78,166,830000
31.414,167,962.47,32.3674,-9642.0712890625,1033.74,167,835000
37.8692,168,981.77,39.9918,-9997.736328125,983.11,168,840000
28.8111,169,984.52,39.4166,-9943.279296875,988.05,169,845000
35.8336,170,1048.31,34.7633,-10021.587890625,1047.7,170,850000
23.855,171,1045.74,32.9135,-8997.572265625,1045.8,171,855000
33.4453,172,67.89,32.5176,-9280.90625,58.43,172,860000
54.109,173,1010.32,35.7979,-10188.48046875,1022.99,173,865000
22.5181,174,268.17,32.2557,-6016.4306640625,270.86,174,870000
23.1791,175,242.89,31.7696,-7770.86767578125,242.98,175,875000
33.1784,176,1030.28,36.7822,-10669.2763671875,1030.78,176,880000
41.8818,177,1020.15,35.5994,-10786.98828125,1019.98,177,885000
31.3356,178,1041.04,34.1598,-10716.421875,1039.56,178,890000
30.9265,179,1050.36,34.5245,-10771.2890625,1047.43,179,895000
59.7023,180,213.58,32.3011,-9508.0400390625,214.93,180,900000
42.0775,181,463.2,32.0972,-8934.7470703125,363.23,181,905000
52.3838,182,969.99,37.5315,-11170.84375,969.92,182,910000
56.9455,183,969.72,38.7821,-11214.830078125,970.06,183,915000
45.9194,184,972.55,38.7908,-11203.837890625,973.06,184,920000
34.3022,185,978.56,39.2585,-11281.6865234375,980.89,185,925000
38.6617,186,1005.94,38.4044,-11509.0927734375,1006.09,186,930000
55.9317,187,179.35,39.3575,-11453.92578125,969.11,187,935000
41.8903,188,942.31,34.8387,-10504.2900390625,981.83,188,940000
33.5366,189,414.99,34.6919,-11209.9599609375,1011.76,189,945000
38.4564,190,979.85,38.4541,-11839.9482421875,978.57,190,950000
42.7931,191,988.9,39.5148,-11970.060546875,854.75,191,955000
198.1632,192,8.39,35.2815,-10827.892578125,9.41,192,960000
28.9781,193,24.94,32.4509,-9262.6904296875,24.62,193,965000
50.1767,194,924.04,38.8147,-12059.119140625,996.7,194,970000
48.3277,195,127.54,31.8566,-11162.46875,95.56,195,975000
33.257,196,856.38,30.0985,-11230.9404296875,1000.03,196,980000
41.5138,197,993.28,38.5139,-12411.875,993.76,197,985000
54.9833,198,990.78,38.2771,-12574.28125,990.76,198,990000
41.3362,199,824.38,34.6247,-11599.388671875,678.41,199,995000
