Running Reverse KL,Real Det Return,Running Update Time,Running Env Steps,Running Forward KL,Itration,Real Sto Return,Reward Loss
17.8326,277.01,0,0,30.9943,0,257.06,293.5367126464844
32.3684,267.78,1,5000,29.9915,1,276.84,205.2056427001953
31.4578,331.52,2,10000,29.0274,2,325.5,132.6633758544922
30.0806,364.81,3,15000,28.3387,3,343.32,68.39965057373047
32.4274,349.72,4,20000,29.7794,4,360.21,67.77375793457031
31.565,357.97,5,25000,30.4462,5,353.13,36.84553146362305
25.6655,383.13,6,30000,30.2034,6,376.72,14.278399467468262
28.8453,394.21,7,35000,30.2782,7,388.54,-61.87811279296875
28.1563,397.03,8,40000,29.1367,8,393.83,-118.23716735839844
26.8146,516.72,9,45000,27.8568,9,492.79,-157.31991577148438
25.0412,611.98,10,50000,26.7933,10,619.91,-189.0006561279297
20.533,595.75,11,55000,26.2183,11,587.63,-256.4392395019531
23.0894,850.8,12,60000,26.1687,12,742.86,-310.2279357910156
22.9734,654.66,13,65000,27.0601,13,656.95,-430.9394836425781
20.0404,908.35,14,70000,26.861,14,855.0,-407.6836853027344
18.8581,1269.39,15,75000,26.9225,15,982.46,-397.00146484375
16.1475,2100.54,16,80000,25.45,16,1568.13,-334.9761657714844
15.1962,956.52,17,85000,26.2155,17,1181.52,-321.92474365234375
16.7424,965.93,18,90000,25.4827,18,1183.23,-458.6947937011719
14.5935,2837.3,19,95000,25.6858,19,1545.36,-284.4985656738281
16.4216,962.84,20,100000,24.7872,20,1107.96,-447.84661865234375
15.7035,955.37,21,105000,25.3978,21,1123.89,-436.0594787597656
17.6971,2440.06,22,110000,24.8359,22,1433.37,-449.9846496582031
15.9343,3010.89,23,115000,25.1836,23,1359.59,-394.6456298828125
15.3045,3042.19,24,120000,24.558,24,2329.93,-230.7245635986328
15.1772,2138.1,25,125000,24.9447,25,1670.87,-442.3686218261719
15.7495,3026.44,26,130000,24.3974,26,2830.51,-258.5484313964844
15.6498,1506.05,27,135000,25.5131,27,1183.37,-642.1441040039062
15.4646,3028.51,28,140000,25.1182,28,1654.78,-618.0828247070312
15.081,3047.39,29,145000,24.4356,29,2033.99,-480.1734924316406
15.2965,3088.68,30,150000,25.1019,30,1664.41,-652.8263549804688
15.1135,3086.58,31,155000,25.524,31,2147.76,-572.0137939453125
15.9137,3074.78,32,160000,25.005,32,1601.82,-778.8170166015625
15.5356,2618.39,33,165000,25.1091,33,1873.96,-678.6336059570312
14.8429,3068.69,34,170000,24.1457,34,2537.22,-475.843994140625
15.1894,3073.84,35,175000,24.3083,35,2482.75,-447.81109619140625
15.5306,3088.13,36,180000,25.524,36,1789.6,-830.2198486328125
14.9955,2993.5,37,185000,24.337,37,1731.07,-790.694580078125
15.3731,3052.35,38,190000,25.0417,38,1890.36,-832.6947021484375
15.1431,2713.01,39,195000,24.4525,39,1796.15,-897.0464477539062
14.1894,3081.42,40,200000,24.3509,40,1885.06,-685.1068725585938
16.7856,2699.37,41,205000,25.1162,41,1840.01,-957.0914306640625
15.5948,3068.58,42,210000,24.2974,42,2708.13,-263.0256042480469
14.5028,3106.34,43,215000,24.5929,43,1900.89,-638.766845703125
16.0627,3071.31,44,220000,24.5583,44,2144.33,-978.2313232421875
15.5425,3099.28,45,225000,24.5048,45,2721.47,-570.134033203125
15.9507,3120.7,46,230000,24.5356,46,2726.71,-491.11505126953125
15.9918,3090.78,47,235000,24.3716,47,2576.69,-694.7239379882812
15.8753,3084.41,48,240000,24.6487,48,2314.83,-517.048828125
15.5424,3124.26,49,245000,24.0367,49,2504.06,-428.8040771484375
15.5075,3110.57,50,250000,24.4866,50,2413.13,-476.56494140625
16.4726,3124.03,51,255000,24.7356,51,2590.83,-651.9641723632812
15.8729,3134.02,52,260000,24.4147,52,2477.23,-509.83392333984375
16.6833,3077.49,53,265000,24.7434,53,2429.19,-818.8563232421875
16.19,3124.15,54,270000,24.7207,54,2454.52,-697.0057983398438
15.591,3095.54,55,275000,24.32,55,2782.97,-400.9794616699219
15.7459,3082.55,56,280000,23.879,56,2790.58,-381.5555725097656
16.2985,3101.32,57,285000,23.9777,57,2791.55,-659.017333984375
16.838,3100.7,58,290000,24.033,58,2213.69,-747.124755859375
16.1951,3097.23,59,295000,24.2227,59,3081.43,-375.6583251953125
15.5846,3133.39,60,300000,24.0431,60,2865.05,-493.0246276855469
15.9805,3120.25,61,305000,24.4174,61,3119.38,-345.92816162109375
16.7942,3084.43,62,310000,24.604,62,3019.99,-403.07684326171875
16.3297,3109.4,63,315000,24.3226,63,3024.37,-388.4702453613281
15.6576,3127.37,64,320000,24.037,64,2895.56,-421.9236145019531
15.186,3129.86,65,325000,23.6595,65,2727.75,-486.02239990234375
16.0517,3125.66,66,330000,24.3357,66,3026.71,-476.4994812011719
15.112,3136.37,67,335000,23.7617,67,2740.68,-682.3505249023438
15.3344,3153.08,68,340000,23.915,68,2605.68,-662.8543090820312
16.8065,3113.2,69,345000,24.092,69,3117.43,-472.71929931640625
15.5857,3139.45,70,350000,23.7339,70,3064.64,-567.4068603515625
14.2766,3162.14,71,355000,24.2969,71,2936.28,-581.5546264648438
15.5739,3121.35,72,360000,23.9053,72,3052.96,-502.4794006347656
15.3664,3156.3,73,365000,23.9666,73,2801.34,-820.5839233398438
14.798,3156.49,74,370000,24.1063,74,2557.25,-848.079833984375
15.2561,3108.35,75,375000,24.2583,75,2094.56,-995.5169677734375
15.1307,3142.34,76,380000,24.1007,76,3084.36,-516.6162109375
14.5774,3155.75,77,385000,23.8532,77,3037.71,-574.7051391601562
14.9266,3163.02,78,390000,23.884,78,2688.96,-910.7650146484375
14.6986,3179.86,79,395000,23.9271,79,2845.37,-589.255615234375
15.9518,3141.41,80,400000,23.9782,80,3144.89,-476.49249267578125
15.6065,3157.76,81,405000,23.9069,81,3096.17,-704.4202880859375
14.7662,3164.62,82,410000,23.0399,82,3097.16,-685.3858642578125
15.267,3177.78,83,415000,23.6419,83,2883.23,-661.3411865234375
15.7194,3184.74,84,420000,24.3,84,3151.41,-663.1345825195312
15.2389,3177.01,85,425000,23.5991,85,3119.56,-721.1585083007812
15.2601,3177.49,86,430000,23.2849,86,3082.24,-729.8162841796875
16.1027,3143.93,87,435000,23.7947,87,3148.16,-562.3302612304688
15.1906,3163.56,88,440000,23.2936,88,3106.36,-507.6862487792969
15.3067,3171.59,89,445000,23.1426,89,2829.11,-871.3360595703125
15.3697,3184.53,90,450000,23.3345,90,3173.27,-615.72607421875
15.7495,3173.22,91,455000,23.812,91,3168.82,-742.5880737304688
15.809,3173.83,92,460000,23.1861,92,3158.49,-675.050048828125
15.3544,3156.18,93,465000,23.6504,93,3078.5,-558.11083984375
16.0553,3189.2,94,470000,23.1154,94,3064.66,-782.079345703125
15.4745,3182.65,95,475000,23.465,95,3184.92,-634.2156982421875
15.8415,3182.86,96,480000,23.708,96,3148.85,-777.8319702148438
15.5321,3175.38,97,485000,23.5514,97,3179.7,-582.4459228515625
15.6804,3188.2,98,490000,23.1458,98,3152.71,-723.613037109375
15.6439,3161.19,99,495000,23.4861,99,3165.63,-593.4329223632812
15.5584,3166.83,100,500000,23.6943,100,3170.94,-635.0382690429688
15.418,3164.97,101,505000,23.1079,101,3176.17,-621.8563232421875
14.4515,3180.1,102,510000,22.9468,102,3158.97,-611.8733520507812
15.5155,3187.4,103,515000,22.9071,103,3180.81,-729.3474731445312
14.6694,3197.54,104,520000,22.8755,104,3190.3,-714.808837890625
13.5727,3189.57,105,525000,22.6534,105,3062.67,-801.6657104492188
14.8187,3183.09,106,530000,22.8468,106,3185.37,-629.44873046875
13.976,3191.24,107,535000,22.7581,107,3134.68,-721.0150146484375
14.4664,3190.06,108,540000,23.021,108,3162.45,-671.0498657226562
14.7943,3196.5,109,545000,23.2038,109,3194.99,-617.7891235351562
15.117,3185.75,110,550000,22.7168,110,3203.01,-626.4412231445312
14.8004,3201.61,111,555000,22.6837,111,3133.83,-677.5850830078125
13.9153,3179.31,112,560000,22.5162,112,3189.05,-721.1683959960938
14.4284,3194.28,113,565000,22.5371,113,3188.34,-661.06787109375
14.9808,3159.53,114,570000,23.1912,114,3167.63,-748.8801879882812
13.9495,3205.18,115,575000,22.5177,115,3144.95,-742.6994018554688
14.2758,3210.98,116,580000,22.0381,116,3220.37,-702.8955078125
14.635,3199.95,117,585000,22.5208,117,3200.74,-689.4532470703125
13.6299,3217.6,118,590000,22.4575,118,3198.0,-702.9134521484375
13.9997,3204.33,119,595000,22.2713,119,3208.57,-718.1289672851562
13.6082,3232.27,120,600000,22.227,120,3036.59,-789.6939086914062
14.2107,3216.65,121,605000,22.41,121,3212.7,-658.8687744140625
14.2935,3209.31,122,610000,22.224,122,3220.98,-732.6875
12.9188,3220.73,123,615000,21.5742,123,3106.42,-981.557861328125
13.3501,3247.86,124,620000,21.912,124,3136.61,-785.6575927734375
13.6839,3225.01,125,625000,21.8525,125,3237.1,-700.65478515625
12.9266,3246.93,126,630000,21.4584,126,3244.91,-804.6178588867188
13.6918,3255.47,127,635000,21.5134,127,3262.59,-717.9683227539062
14.2736,3245.69,128,640000,22.2327,128,3260.41,-681.9534301757812
13.4868,3261.21,129,645000,22.0686,129,3258.21,-831.2113647460938
13.6329,3250.01,130,650000,21.7511,130,3204.64,-874.7200927734375
13.1422,3242.6,131,655000,21.772,131,3243.49,-860.031005859375
12.7551,3262.62,132,660000,21.5725,132,3252.57,-854.721923828125
12.5868,3281.46,133,665000,21.7137,133,2921.8,-890.696533203125
12.9557,3283.51,134,670000,20.8789,134,3129.49,-762.088134765625
13.7658,3290.03,135,675000,21.3066,135,3297.15,-747.2919921875
12.8151,3271.09,136,680000,21.6333,136,3281.43,-795.6378784179688
14.1722,3268.9,137,685000,21.7192,137,3280.81,-777.615966796875
12.9732,3318.36,138,690000,21.4341,138,3309.59,-977.2510986328125
12.0846,3309.93,139,695000,20.7109,139,3220.25,-844.7604370117188
13.2731,3307.05,140,700000,20.7241,140,3225.42,-835.5079956054688
13.602,3298.61,141,705000,20.6829,141,3300.09,-887.146728515625
