Reward Loss,Running Update Time,Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Real Sto Return,Real Det Return
-5435.4091796875,37,259.0701,185000,37,367.7884,683.14,547.81
-5424.0908203125,38,245.8336,190000,38,353.895,754.26,595.06
-5233.3056640625,39,245.4725,195000,39,356.9924,1007.45,574.45
-4558.12646484375,40,215.6413,200000,40,355.9883,898.24,833.86
-5134.99755859375,41,264.754,205000,41,353.766,954.63,735.59
-5243.62451171875,42,226.0678,210000,42,345.7403,1277.15,1465.08
-4628.201171875,43,204.4394,215000,43,351.9331,1379.9,821.23
-5786.8896484375,44,235.9215,220000,44,357.2777,1280.32,974.52
-6882.314453125,45,247.1132,225000,45,360.5371,1078.79,600.11
-6548.53466796875,46,238.023,230000,46,353.4656,1200.97,653.44
-4806.12939453125,47,152.9937,235000,47,312.1046,1894.88,786.2
-6956.47802734375,48,247.5077,240000,48,370.0022,933.05,540.35
-6038.88037109375,49,205.5488,245000,49,333.9457,1967.21,1002.64
-6265.44921875,50,208.2096,250000,50,332.3404,2032.66,978.9
-6935.24169921875,51,240.0196,255000,51,338.1998,1458.07,1176.13
-6345.92529296875,52,199.1942,260000,52,320.2822,1450.16,1471.48
-6663.826171875,53,195.2482,265000,53,324.9817,1702.07,1042.9
-7454.31103515625,54,232.2094,270000,54,339.1109,1061.95,1178.67
-7698.80322265625,55,226.5284,275000,55,329.6118,1435.96,1633.68
-6430.869140625,56,173.4557,280000,56,317.5674,1972.49,1419.53
-8378.091796875,57,238.6061,285000,57,336.7726,1272.76,1994.2
-7372.9033203125,58,203.7266,290000,58,326.4258,1882.98,1227.52
-7077.98828125,59,191.2236,295000,59,331.9606,1651.81,981.3
-8283.4013671875,60,226.5263,300000,60,332.8766,1590.49,701.37
-6051.32763671875,61,156.2211,305000,61,319.4838,2915.51,914.53
-7228.8076171875,62,185.0427,310000,62,321.1251,1195.03,1283.86
-7675.126953125,63,197.6728,315000,63,323.9102,1468.46,960.63
-7837.36328125,64,189.4631,320000,64,329.6416,1951.81,659.9
-6742.83740234375,65,161.1514,325000,65,305.7373,1876.94,963.73
-5635.7646484375,66,139.1514,330000,66,306.6873,3800.85,796.86
-4687.74609375,67,122.5469,335000,67,293.9222,2726.18,1795.99
-5906.791015625,68,150.4156,340000,68,309.5444,2977.46,2278.07
-5038.42822265625,69,131.3963,345000,69,298.9888,2906.08,1849.11
-5708.81787109375,70,149.1204,350000,70,304.9811,2339.14,2683.29
-3800.975341796875,71,99.7898,355000,71,285.6027,4258.08,2486.9
-4235.33349609375,72,115.1076,360000,72,291.5479,3559.99,1943.73
-4730.31591796875,73,127.2577,365000,73,291.6879,2695.2,4404.42
-4741.02001953125,74,125.6196,370000,74,303.0097,3061.83,3641.66
-3319.752685546875,75,99.9104,375000,75,282.4411,2584.05,4397.66
-3629.488525390625,76,100.4367,380000,76,285.232,4190.87,4824.57
-4934.28369140625,77,129.258,385000,77,297.7657,3255.27,4299.52
-5242.390625,78,144.7505,390000,78,298.6799,2408.21,4123.07
-4667.9208984375,79,128.0912,395000,79,298.0491,2496.72,4187.47
-7449.65380859375,80,197.457,400000,80,325.1657,1606.79,2087.39
-5272.30859375,81,130.6582,405000,81,298.3534,3127.42,2440.46
-6882.13427734375,82,197.7571,410000,82,313.7344,2185.79,5031.44
-6178.775390625,83,140.4357,415000,83,303.7645,4109.79,4533.01
-5576.7470703125,84,124.4467,420000,84,292.1095,3225.88,5053.29
-3943.351318359375,85,99.0024,425000,85,285.4395,4049.18,4167.56
-3101.86865234375,86,91.5756,430000,86,286.4806,4507.85,5046.42
-5933.72216796875,87,129.2934,435000,87,294.2561,2178.56,3949.96
-3922.030517578125,88,97.1236,440000,88,290.5291,4129.57,4921.36
-4963.96533203125,89,113.7915,445000,89,291.5149,4549.96,5091.53
-4286.71630859375,90,99.933,450000,90,286.9437,3828.89,5161.44
-4079.6328125,91,92.4688,455000,91,287.909,4121.95,5020.36
-7017.3037109375,92,140.0457,460000,92,295.2329,3238.54,4708.5
-4918.59716796875,93,113.5943,465000,93,284.5362,3956.76,5075.94
-4433.28564453125,94,90.9036,470000,94,282.7277,4495.26,5077.01
-5994.6396484375,95,121.4534,475000,95,290.9599,3692.51,4704.33
-6681.4375,96,117.3346,480000,96,288.0719,4012.19,4313.47
-4734.6669921875,97,89.2344,485000,97,279.9429,4451.18,5009.99
-6250.35009765625,98,121.0975,490000,98,288.0195,3577.16,5064.79
-5033.72119140625,99,88.0042,495000,99,277.1532,4081.85,4865.55
-6794.490234375,100,123.2613,500000,100,283.5205,4150.92,4992.1
-5430.11865234375,101,83.1153,505000,101,279.1474,4658.75,5220.25
-7905.64990234375,102,147.5683,510000,102,303.6285,2884.33,2187.03
-5927.5078125,103,85.8229,515000,103,276.1305,4547.78,5165.18
-5777.07763671875,104,97.6608,520000,104,284.1562,3882.74,4881.12
-7385.54833984375,105,128.9337,525000,105,290.394,2432.53,4987.43
-6638.71484375,106,94.5751,530000,106,281.0392,4622.41,5164.28
-6222.267578125,107,80.1465,535000,107,274.5827,4696.5,5196.93
-7439.57470703125,108,120.7131,540000,108,297.3267,3325.25,5117.81
-5912.48193359375,109,76.1561,545000,109,280.6862,4492.03,5052.72
-6776.62451171875,110,95.3365,550000,110,290.6263,4315.42,5094.87
-6608.337890625,111,107.86,555000,111,280.1688,4205.5,4485.15
-7258.1328125,112,120.5659,560000,112,287.7607,3989.52,4058.65
-6750.25537109375,113,85.8887,565000,113,277.9297,5133.52,4961.05
-6166.91357421875,114,66.6402,570000,114,265.38,4566.93,2447.82
-5968.68505859375,115,80.6271,575000,115,284.8868,4892.96,4587.45
-6034.9033203125,116,90.8214,580000,116,286.357,4842.78,5086.65
-6851.42431640625,117,89.2028,585000,117,285.3893,4901.14,5178.73
-8611.5322265625,118,172.8609,590000,118,326.9726,2458.91,2890.51
-7205.37548828125,119,104.4842,595000,119,309.1758,4712.12,5048.36
-6185.34619140625,120,107.1806,600000,120,304.6736,4818.35,5006.74
-6543.49365234375,121,85.8161,605000,121,291.4489,4807.93,4974.7
-8717.4248046875,122,133.0046,610000,122,307.5429,3390.29,1315.64
-8306.6689453125,123,95.6589,615000,123,298.1477,4711.49,2173.02
-8355.1416015625,124,95.7812,620000,124,290.5303,3954.88,4121.2
-8604.705078125,125,107.9,625000,125,297.1484,3262.34,2583.32
-8764.90234375,126,115.5487,630000,126,294.314,3902.86,2665.83
-8804.28515625,127,116.6829,635000,127,298.6176,3983.02,4287.02
-9378.4072265625,128,125.8199,640000,128,294.5769,3919.85,3606.28
-8025.04150390625,129,70.0781,645000,129,269.9956,5051.07,5190.57
-9724.6015625,130,162.8505,650000,130,312.627,3041.61,4919.38
-8015.1787109375,131,68.0161,655000,131,272.7955,4837.76,5073.81
-9694.25,132,142.5519,660000,132,296.0014,3319.74,2929.61
-8533.45703125,133,77.0843,665000,133,270.1296,5021.37,5027.02
-8319.0458984375,134,92.3359,670000,134,278.714,4892.92,4921.1
-9722.373046875,135,95.1128,675000,135,275.3,4003.66,3225.77
-9185.1328125,136,73.0742,680000,136,263.4909,5062.96,4703.28
-9259.4072265625,137,84.0315,685000,137,269.9749,5008.09,5214.59
-9056.9287109375,138,76.4247,690000,138,267.755,5049.06,4948.25
-8879.28125,139,66.1391,695000,139,259.868,4734.8,5157.26
-8984.767578125,140,68.7027,700000,140,266.3248,3783.78,5125.81
-8914.3388671875,141,83.6798,705000,141,270.5823,4979.32,5101.03
-8832.0234375,142,65.4925,710000,142,262.8067,4910.04,5236.29
-9049.28125,143,75.45,715000,143,265.1503,5074.63,5235.85
-8796.912109375,144,73.6034,720000,144,261.0869,4608.68,4714.71
-9297.984375,145,75.203,725000,145,267.5943,4837.18,5196.14
-9826.5166015625,146,87.412,730000,146,272.8581,4905.79,5098.42
-8719.7822265625,147,69.4291,735000,147,258.8848,5068.18,5174.32
-10046.4130859375,148,69.5603,740000,148,267.8084,4851.25,5047.41
-10384.3486328125,149,79.8771,745000,149,272.6053,4518.97,3344.35
-9216.515625,150,77.0755,750000,150,270.2482,4973.03,4968.92
-9482.998046875,151,67.9969,755000,151,261.4143,5083.57,5191.59
-9386.3076171875,152,67.7787,760000,152,268.3716,4998.7,5072.41
-9022.75390625,153,64.8085,765000,153,255.9038,4796.31,5114.97
-9106.0439453125,154,59.6294,770000,154,258.636,4436.49,5150.55
-9514.396484375,155,78.1281,775000,155,258.6459,4312.21,2369.14
-10310.857421875,156,130.0624,780000,156,279.7492,3574.97,3805.12
-10949.3623046875,157,139.0319,785000,157,286.2778,2463.23,1933.25
-11029.4990234375,158,147.3523,790000,158,298.7208,1532.78,2801.22
-12479.0537109375,159,285.9879,795000,159,361.2979,979.12,703.83
-11427.6240234375,160,180.9424,800000,160,300.9864,2964.24,1336.87
-11491.4326171875,161,187.5482,805000,161,296.2638,1464.86,3045.64
-10737.158203125,162,97.7515,810000,162,270.8819,3732.1,1692.23
-10509.30078125,163,76.9439,815000,163,267.3706,4138.28,4523.01
-13066.4970703125,164,166.5692,820000,164,295.1089,3268.79,4258.06
-11466.615234375,165,101.7922,825000,165,275.1157,4128.0,2881.95
-12262.85546875,166,98.8521,830000,166,284.1166,4259.98,3597.17
-11180.828125,167,68.7442,835000,167,264.586,4922.94,4748.74
-11864.921875,168,118.5151,840000,168,276.6908,3709.86,3898.7
-11995.4345703125,169,76.3757,845000,169,273.7531,3899.55,4043.69
-12247.841796875,170,68.8989,850000,170,269.0289,4028.51,3831.88
-12266.7060546875,171,109.9582,855000,171,281.021,4009.55,4416.52
-11504.9208984375,172,60.7942,860000,172,265.0087,4831.99,4133.81
-11389.4365234375,173,51.8644,865000,173,260.2833,4860.12,4450.05
-14464.4033203125,174,253.7375,870000,174,369.071,819.77,972.65
-12970.1552734375,175,71.6983,875000,175,274.46,4983.18,5075.84
-13126.4365234375,176,84.5869,880000,176,276.0459,4737.77,5121.18
-12054.115234375,177,74.8342,885000,177,267.1102,5127.57,5209.47
-13278.55859375,178,79.4649,890000,178,280.4542,4962.2,5104.94
-12955.958984375,179,71.9983,895000,179,279.2942,5105.89,5211.13
-12857.5771484375,180,78.3805,900000,180,279.7369,4814.41,5123.4
-11742.1171875,181,71.7579,905000,181,270.882,4949.47,5040.67
-12241.8359375,182,68.0509,910000,182,274.0656,4742.51,4430.61
-11884.3251953125,183,63.1846,915000,183,263.682,4945.97,5148.59
-11111.1513671875,184,71.3543,920000,184,263.7574,5113.06,5267.36
-12495.634765625,185,64.139,925000,185,267.7905,5016.71,5176.82
-11878.8798828125,186,58.9048,930000,186,267.3983,4760.72,5025.08
-13605.830078125,187,74.7456,935000,187,279.9452,4723.74,5058.78
-13646.734375,188,85.0166,940000,188,276.8679,4852.12,5174.97
-13053.8466796875,189,64.1449,945000,189,273.234,4997.71,5147.39
-12967.318359375,190,59.5799,950000,190,266.7708,4892.51,5058.86
-12861.6845703125,191,58.7635,955000,191,270.3101,4882.25,4385.48
-13175.5615234375,192,64.0329,960000,192,269.5911,4780.58,5090.69
-13329.7255859375,193,64.0076,965000,193,268.7879,4822.91,5164.63
-12559.5400390625,194,62.4169,970000,194,262.8718,5064.29,5187.91
-12610.65625,195,62.1866,975000,195,258.6372,5121.38,5259.35
-13374.0693359375,196,81.5878,980000,196,268.6325,4719.65,5098.15
-13327.1806640625,197,63.924,985000,197,266.881,5008.11,5218.85
-12974.9560546875,198,62.6846,990000,198,265.2308,4881.36,5180.14
-14068.767578125,199,68.294,995000,199,263.9048,4820.11,4650.11
-13773.41796875,200,64.5393,1000000,200,265.2406,4772.47,5004.32
-14003.9560546875,201,75.4884,1005000,201,268.2615,4794.37,5088.44
-13108.3330078125,202,61.1281,1010000,202,258.611,4867.63,5209.65
-12807.921875,203,54.5306,1015000,203,257.9261,5045.42,5235.8
-12667.1943359375,204,59.4561,1020000,204,258.4192,5007.75,4588.62
-12236.818359375,205,57.0001,1025000,205,259.1857,4648.93,5207.47
-12468.185546875,206,60.6568,1030000,206,259.8461,5073.19,4218.56
-12390.283203125,207,60.3642,1035000,207,257.7001,4929.64,4635.62
-13668.44140625,208,146.5833,1040000,208,286.9329,3707.08,3261.66
-15888.5986328125,209,225.9423,1045000,209,345.971,1289.23,1121.92
-14229.232421875,210,81.3049,1050000,210,271.3222,4856.89,2266.36
-13415.5009765625,211,62.9203,1055000,211,260.8997,4903.49,5193.79
-14615.0361328125,212,74.2989,1060000,212,264.5547,5082.12,5041.05
-14221.333984375,213,66.7821,1065000,213,259.0791,4959.0,4536.58
-13845.2646484375,214,62.1474,1070000,214,262.1332,5080.91,3334.9
-14654.9072265625,215,75.9529,1075000,215,266.463,4953.43,3887.14
-14538.24609375,216,94.3302,1080000,216,264.5966,4851.21,4508.95
-14756.103515625,217,114.6816,1085000,217,268.7075,4781.2,2665.27
-14376.3203125,218,73.4925,1090000,218,264.804,4010.13,3233.23
-14690.955078125,219,95.5656,1095000,219,264.3473,4944.81,3060.8
-14633.3671875,220,77.3038,1100000,220,266.1534,4951.39,4190.18
-13860.365234375,221,104.4833,1105000,221,264.1411,4441.06,3021.39
-13812.2451171875,222,76.8639,1110000,222,256.8863,4637.81,3340.6
-14374.19140625,223,84.5271,1115000,223,260.9301,4352.7,3766.72
-15636.7109375,224,187.9987,1120000,224,288.9092,3802.99,3158.92
-16216.9609375,225,225.4872,1125000,225,306.8457,2179.63,1833.66
-16526.759765625,226,238.3732,1130000,226,319.4735,1188.89,1551.5
-13842.1953125,227,64.7798,1135000,227,267.3873,4217.72,4581.44
-13693.1875,228,88.1893,1140000,228,265.5275,4565.8,3458.63
-13083.3984375,229,67.03,1145000,229,253.3598,4644.39,5150.09
-15987.59765625,230,267.4382,1150000,230,333.1292,2447.45,1310.65
-15942.62890625,231,105.2545,1155000,231,298.2748,4733.16,4993.77
-14848.62109375,232,75.3628,1160000,232,267.9228,4560.56,4687.62
-14432.4970703125,233,69.4593,1165000,233,275.9758,4625.69,3364.52
-14738.892578125,234,62.5894,1170000,234,273.094,4651.05,4898.94
-15295.654296875,235,77.3435,1175000,235,277.1676,4024.61,4901.46
-14964.5419921875,236,81.4465,1180000,236,275.6399,4417.44,4811.97
-16039.322265625,237,124.2828,1185000,237,289.2216,2820.65,3536.11
-16207.291015625,238,194.8119,1190000,238,308.836,2732.27,4315.31
-16509.48828125,239,161.5386,1195000,239,315.2392,2302.07,1967.17
-15443.8525390625,240,111.0472,1200000,240,281.4966,3635.75,4512.81
-15855.9052734375,241,127.7508,1205000,241,280.9437,3486.0,4265.21
-16237.076171875,242,301.4792,1210000,242,385.8905,675.23,607.74
-14604.6064453125,243,67.7443,1215000,243,276.99,4927.71,5026.44
-16248.3115234375,244,80.4111,1220000,244,291.266,4614.56,4677.89
-16161.044921875,245,233.9746,1225000,245,341.9612,890.37,1422.88
-16008.642578125,246,84.9784,1230000,246,274.3768,4776.27,3170.41
-16328.12890625,247,74.4289,1235000,247,275.5554,4540.04,4711.43
-16630.73046875,248,135.8845,1240000,248,294.9116,4032.43,2360.43
-15488.5283203125,249,67.6601,1245000,249,271.8786,4988.34,5107.87
-15460.8212890625,250,137.5715,1250000,250,286.5505,3595.85,2366.81
-16319.0078125,251,234.6122,1255000,251,339.2684,598.6,1295.34
-15225.2734375,252,62.542,1260000,252,262.1586,4947.55,4875.96
-15605.220703125,253,79.6904,1265000,253,270.9015,4953.07,4951.72
-16143.65234375,254,81.4894,1270000,254,277.2459,5013.68,4942.94
-15835.44921875,255,73.1053,1275000,255,269.9369,4652.77,4237.47
-16394.244140625,256,123.9179,1280000,256,280.9151,3623.41,1663.75
-16246.189453125,257,187.1481,1285000,257,307.5869,1856.98,1256.73
-16229.892578125,258,88.4085,1290000,258,281.2176,4958.41,5075.55
-16032.8447265625,259,108.6825,1295000,259,269.8327,4620.71,3946.19
-16520.626953125,260,215.3768,1300000,260,313.9353,1828.84,952.69
-16750.423828125,261,226.2654,1305000,261,375.1377,1023.11,597.85
-15973.783203125,262,185.13,1310000,262,307.957,2024.57,1007.9
-16832.810546875,263,187.1885,1315000,263,325.0514,1457.18,714.25
-15639.3701171875,264,131.2758,1320000,264,282.0117,3622.76,3490.5
-16202.486328125,265,85.8885,1325000,265,269.9313,4782.62,5049.56
-16683.431640625,266,80.8874,1330000,266,274.1956,4030.97,5143.01
-15884.3779296875,267,100.9173,1335000,267,280.8481,2838.62,4546.22
-14289.7119140625,268,94.5494,1340000,268,278.3037,3221.07,4463.88
-16440.126953125,269,143.2562,1345000,269,298.5621,3169.76,5210.27
-16432.13671875,270,165.7647,1350000,270,306.7223,2059.01,1723.62
-15646.9619140625,271,72.0264,1355000,271,267.053,4693.79,2535.82
-14189.0859375,272,106.4457,1360000,272,285.5835,3290.51,4032.42
-15116.8125,273,103.9572,1365000,273,299.1787,3126.48,3396.72
-16554.537109375,274,145.4339,1370000,274,316.4153,2478.87,3478.94
-14981.0234375,275,63.8735,1375000,275,277.5804,4449.18,3601.99
-16109.5810546875,276,73.491,1380000,276,277.6967,3370.5,3631.06
-16331.5546875,277,131.5941,1385000,277,296.5184,4132.36,2895.05
-14613.19140625,278,62.5546,1390000,278,270.0193,3358.97,1715.93
-16174.8408203125,279,167.1765,1395000,279,303.6712,2046.91,887.97
-14498.943359375,280,66.6824,1400000,280,280.4234,3950.41,4102.12
-14672.1904296875,281,85.3216,1405000,281,269.6231,4458.74,4906.52
-15100.703125,282,119.5964,1410000,282,278.6489,3659.32,3109.0
-15176.63671875,283,151.8416,1415000,283,292.569,2509.39,1111.72
-15631.49609375,284,102.7188,1420000,284,270.5251,3162.11,3206.63
-15166.337890625,285,87.9899,1425000,285,256.9847,3246.31,4214.82
-15814.5576171875,286,72.7429,1430000,286,267.454,4069.69,5093.24
-15346.2685546875,287,95.5499,1435000,287,267.6869,3507.12,5092.2
-15430.2216796875,288,115.701,1440000,288,265.1024,3893.96,5134.65
-15722.5458984375,289,120.0046,1445000,289,281.5897,3580.32,5046.49
-15971.1005859375,290,109.2673,1450000,290,277.8329,3936.42,4210.19
-16284.9462890625,291,114.2426,1455000,291,278.6145,3595.57,5085.53
-16990.98046875,292,98.7931,1460000,292,281.8118,4891.23,4276.36
-15810.775390625,293,111.1719,1465000,293,286.3988,4558.85,5025.34
-15990.9150390625,294,109.9479,1470000,294,269.4189,3893.58,4027.78
-16753.0546875,295,110.2236,1475000,295,282.3909,4537.57,4784.66
-16589.5,296,161.9003,1480000,296,301.4675,3130.06,4946.45
-16342.1953125,297,297.2618,1485000,297,330.4634,1604.43,830.87
-16532.38671875,298,299.5643,1490000,298,330.827,2128.29,1423.46
-16714.802734375,299,286.5972,1495000,299,328.9554,1577.67,914.76
-17793.447265625,300,140.0687,1500000,300,282.7561,3630.69,1408.06
-18412.150390625,301,140.2815,1505000,301,291.8425,3918.82,3308.05
-17548.341796875,302,317.5337,1510000,302,317.4491,2518.14,1305.18
-17926.03125,303,201.1948,1515000,303,300.3856,3073.73,1429.05
-17971.474609375,304,178.9709,1520000,304,317.1952,3766.88,2237.51
-17528.404296875,305,336.9205,1525000,305,332.8788,2208.68,1202.76
-17025.17578125,306,299.2716,1530000,306,324.4919,2234.51,1709.02
-17992.705078125,307,416.9367,1535000,307,326.7101,3487.72,1771.47
-18042.94140625,308,213.7901,1540000,308,325.235,3143.89,1772.77
-18136.390625,309,170.8617,1545000,309,311.5763,4450.66,4140.48
-17104.482421875,310,214.9945,1550000,310,335.0298,3888.56,4201.15
-17533.126953125,311,399.9815,1555000,311,353.7717,2226.88,1344.48
-17458.36328125,312,300.9991,1560000,312,359.0146,2969.25,1747.89
-16849.453125,313,206.089,1565000,313,341.1764,4430.76,4267.92
-17264.30859375,314,180.7591,1570000,314,327.8907,4559.9,4919.73
-17947.66796875,315,196.0371,1575000,315,327.4641,4122.24,3831.21
-17732.013671875,316,179.1958,1580000,316,333.4982,3392.17,3549.45
-18818.962890625,317,168.0469,1585000,317,320.891,3998.24,4734.74
-17127.3203125,318,182.3559,1590000,318,321.9862,3091.0,1901.85
-17540.271484375,319,193.0722,1595000,319,311.9713,3100.76,3603.7
-16513.634765625,320,241.7097,1600000,320,327.6204,3340.37,2242.99
-18260.68359375,321,181.4512,1605000,321,331.0041,3902.75,3499.91
-16844.62109375,322,184.8221,1610000,322,345.9743,2761.18,2030.59
-17243.732421875,323,194.0588,1615000,323,353.8821,3280.09,2469.18
-18802.75,324,198.8437,1620000,324,347.3132,4852.08,4384.37
-18938.619140625,325,208.4078,1625000,325,356.2451,4313.68,4158.39
-18279.94140625,326,227.0272,1630000,326,351.4431,3828.35,4793.54
-18928.9296875,327,224.8106,1635000,327,385.89,4438.33,4459.5
-17995.23828125,328,197.079,1640000,328,373.3937,4681.05,3770.14
-18558.27734375,329,204.9444,1645000,329,375.2636,4498.04,4605.64
-18206.310546875,330,221.318,1650000,330,360.8346,3875.63,3720.5
-18491.55078125,331,186.6152,1655000,331,367.5503,3733.72,4195.89
-18204.056640625,332,194.8855,1660000,332,349.4477,3551.72,2836.19
-16446.00390625,333,280.4551,1665000,333,394.2719,1590.23,1328.25
-16921.794921875,334,194.1761,1670000,334,364.4872,1773.78,2323.71
-16994.296875,335,209.0481,1675000,335,377.6618,3648.84,3121.93
-17737.4375,336,179.4292,1680000,336,369.7446,3330.87,2888.06
-17565.6015625,337,179.3262,1685000,337,361.6458,2888.83,2878.83
-16242.658203125,338,200.6853,1690000,338,363.7861,4180.82,2801.01
-17812.771484375,339,170.6461,1695000,339,378.1436,3504.6,2097.58
-18634.548828125,340,215.9351,1700000,340,392.3227,4837.91,4119.7
-18948.205078125,341,249.9743,1705000,341,406.355,4786.83,4592.2
-17953.880859375,342,292.1144,1710000,342,402.0681,4870.47,4862.61
-18207.0625,343,169.9805,1715000,343,346.9957,4867.87,4867.63
-18016.720703125,344,136.5126,1720000,344,322.3581,4584.78,4805.84
-18260.251953125,345,125.1886,1725000,345,298.3833,4102.63,4549.13
-17834.720703125,346,157.6546,1730000,346,312.3283,3913.57,4707.75
-17737.6015625,347,150.0773,1735000,347,314.8957,4644.64,4839.92
-18809.271484375,348,195.6681,1740000,348,328.9707,4404.28,4686.2
-17703.1015625,349,140.2098,1745000,349,308.4877,4060.51,4190.02
-18164.439453125,350,148.8805,1750000,350,334.9582,4176.47,4174.15
-17783.431640625,351,145.8772,1755000,351,323.6711,4803.25,4289.59
-17268.51953125,352,157.1764,1760000,352,313.1163,4815.97,4673.68
-15510.4931640625,353,158.2605,1765000,353,302.9687,4747.71,4899.92
-16763.291015625,354,160.291,1770000,354,311.9418,4612.91,4476.76
-16763.0625,355,196.0517,1775000,355,328.5089,4826.09,4690.77
-17312.634765625,356,183.3002,1780000,356,324.2843,4804.01,4141.15
-15468.236328125,357,154.2999,1785000,357,299.4011,4838.83,4918.89
-17219.568359375,358,172.8317,1790000,358,304.4253,4865.93,4722.43
-16953.5859375,359,189.8356,1795000,359,305.6452,4913.26,4915.21
-16782.818359375,360,171.9369,1800000,360,313.0555,4898.65,4900.14
-16810.62890625,361,194.9357,1805000,361,355.5002,3937.43,3919.87
-17424.66015625,362,176.73,1810000,362,307.5467,4309.85,4380.19
-17008.748046875,363,174.0243,1815000,363,320.8689,3708.42,3449.91
-16982.087890625,364,177.4062,1820000,364,354.5218,3819.54,3914.24
-16650.798828125,365,159.227,1825000,365,329.1803,3499.64,3797.23
-16876.033203125,366,167.6812,1830000,366,368.2631,3997.16,4012.1
-17119.154296875,367,164.5787,1835000,367,355.6149,4026.83,4178.54
-17927.9375,368,147.6896,1840000,368,346.9954,3421.69,4104.44
-17884.4375,369,162.2158,1845000,369,378.6211,2684.44,3501.32
-15394.9111328125,370,216.5975,1850000,370,387.4878,2302.18,2037.26
-17907.40625,371,181.1356,1855000,371,364.1193,3463.52,3250.28
-17459.375,372,143.7974,1860000,372,369.6607,2851.69,2403.63
-17758.314453125,373,236.7686,1865000,373,367.2952,2436.33,2681.67
-17211.958984375,374,403.0685,1870000,374,388.3076,2000.7,2370.19
-17861.0546875,375,192.0002,1875000,375,379.8872,3660.51,3775.53
-18713.24609375,376,372.9188,1880000,376,345.2738,3736.91,3614.54
-16507.001953125,377,231.4473,1885000,377,403.4505,2076.37,2610.39
-18340.927734375,378,319.292,1890000,378,357.3227,2728.62,2437.35
-18140.43359375,379,193.509,1895000,379,382.7868,2959.93,3253.56
-17125.376953125,380,175.4546,1900000,380,365.0223,2490.29,2685.05
-18678.71875,381,199.3531,1905000,381,366.5241,4509.17,4212.3
-17464.20703125,382,258.4193,1910000,382,352.9709,2318.0,2486.17
-18329.158203125,383,304.8928,1915000,383,331.7921,3809.23,4313.78
-17295.982421875,384,166.4891,1920000,384,344.0491,4527.82,3685.01
-18093.673828125,385,455.6752,1925000,385,337.8699,3941.99,3729.94
-17426.828125,386,196.5868,1930000,386,331.1664,2807.72,2989.79
-16855.8984375,387,154.377,1935000,387,329.5917,4305.82,4063.57
-17273.74609375,388,121.1428,1940000,388,307.082,4735.09,4137.03
-17182.8515625,389,130.2263,1945000,389,308.0551,4582.39,4385.32
-16857.978515625,390,129.0398,1950000,390,314.8151,4439.4,3438.42
-17522.92578125,391,157.7475,1955000,391,340.704,4102.05,4083.47
-15539.072265625,392,247.264,1960000,392,377.0719,1137.01,1410.61
