Running Forward KL,Real Sto Return,Running Reverse KL,Itration,Real Det Return
158.4293,-161.15,11.3695,0,-11.26
158.4043,-81.89,11.8041,1,28.92
158.2856,112.33,12.1825,2,593.5
158.327,280.43,13.0032,3,804.19
158.2594,456.34,13.7181,4,862.31
158.1381,531.74,13.9344,5,920.41
158.0576,555.07,13.9281,6,846.85
157.8336,714.17,14.2028,7,1106.26
157.9015,751.81,14.5554,8,1188.68
158.0414,835.24,15.2557,9,1258.41
157.8929,923.72,15.3878,10,1410.22
158.0746,956.68,16.029,11,1435.83
157.8846,1210.62,16.6506,12,1596.55
157.767,917.53,15.2766,13,1127.91
157.7264,248.43,15.6314,14,433.79
157.7248,673.38,13.2561,15,-255.38
158.8532,-164.59,13.0287,16,245.35
157.2232,525.5,13.2115,17,744.5
158.5835,236.17,14.3726,18,247.9
157.7646,1189.99,15.7762,19,1603.17
157.4649,1028.79,15.5399,20,1374.35
157.4519,700.27,14.2992,21,959.49
157.7064,1214.31,15.2874,22,1729.2
157.9786,1322.36,15.8513,23,1759.28
157.8295,1401.16,16.1172,24,1799.33
158.0916,1419.48,16.1531,25,1747.88
157.7211,1545.64,16.3466,26,1900.28
157.7507,1532.88,16.2063,27,1818.1
157.6568,1535.14,16.4675,28,1909.62
157.7889,1581.82,16.8608,29,1957.97
157.8405,1604.9,16.8315,30,1961.15
157.584,1620.86,16.5108,31,1968.94
157.861,1611.64,16.9237,32,1973.33
157.591,1602.39,16.5338,33,1971.79
157.635,1618.2,16.398,34,1933.35
157.6874,1624.21,16.424,35,1932.88
157.5589,1640.53,16.6165,36,2030.14
157.6756,1644.57,16.9974,37,2026.51
157.5023,1638.77,16.2746,38,1930.97
157.5695,1654.11,16.5958,39,2017.85
157.4916,1655.33,16.7892,40,2066.33
157.5644,1658.8,16.1626,41,1978.98
157.7535,1630.51,16.709,42,2011.22
157.5953,1667.24,16.5533,43,2040.13
157.5492,1655.33,16.2642,44,1998.42
157.5533,1672.23,16.492,45,2045.02
157.4338,1663.28,16.6099,46,2032.69
157.5228,1650.78,16.333,47,2003.46
157.2926,1690.91,16.2378,48,2081.66
157.4463,1711.14,16.5544,49,2079.85
157.3249,1748.95,16.7723,50,2105.56
157.3975,1732.36,16.387,51,2079.68
157.5809,1684.18,16.4663,52,2048.97
157.2985,1685.31,16.2111,53,2057.2
157.4991,1716.04,16.4894,54,2072.87
157.4345,1738.27,16.4971,55,2079.98
157.2053,1703.6,16.0313,56,2044.93
157.2025,1736.04,16.3222,57,2085.44
157.2204,1759.03,16.6049,58,2138.13
157.4255,1750.08,16.596,59,2094.07
157.1182,1760.29,16.3334,60,2131.78
157.0595,1747.57,16.0333,61,2094.37
157.2133,1750.27,16.4325,62,2105.21
157.1184,1735.64,16.408,63,2066.79
156.9951,1772.96,16.3544,64,2100.6
157.2892,1754.07,16.0901,65,2105.76
157.2354,1784.5,16.6132,66,2139.67
157.1486,1753.81,16.2011,67,2130.01
157.2136,1763.02,16.5105,68,2119.92
157.1745,1747.96,16.2722,69,2109.26
157.3068,1764.47,16.7108,70,2119.84
156.9644,1783.77,16.0061,71,2118.14
157.0542,1759.83,16.0234,72,2106.36
157.132,1756.74,15.7789,73,2133.53
157.2039,1743.24,16.1735,74,2085.2
157.2318,1788.11,16.1051,75,2161.37
156.976,1739.84,15.5842,76,2081.01
156.9193,1726.41,15.7838,77,2049.96
157.101,1751.44,15.8178,78,2129.02
156.8294,1779.31,16.0078,79,2143.28
156.9031,1796.53,16.0359,80,2139.54
157.1176,1780.96,16.2042,81,2154.92
157.265,1752.92,16.2883,82,2096.57
156.962,1784.65,16.099,83,2131.66
156.9485,1762.7,15.8363,84,2135.6
157.035,1752.59,15.8563,85,2150.86
156.9998,1799.75,16.0559,86,2153.85
156.9082,1756.07,15.7934,87,2145.17
157.0949,1764.37,15.6891,88,2105.23
157.0414,1805.23,15.7403,89,2176.84
156.9424,1753.44,15.5766,90,2077.11
156.9986,1826.63,16.124,91,2186.26
156.8914,1830.02,16.0519,92,2145.53
156.9339,1763.36,15.8763,93,2165.68
156.8873,1801.46,15.9627,94,2168.79
156.8548,1822.64,15.8815,95,2188.97
157.0589,1820.18,16.06,96,2183.35
156.8478,1815.82,15.7601,97,2141.94
157.0915,1825.52,15.8296,98,2198.17
156.851,1773.61,15.5986,99,2150.6
157.0025,1777.78,15.877,100,2130.21
157.0921,1789.83,15.9208,101,2141.03
156.8079,1836.29,15.9212,102,2177.53
157.0166,1803.83,15.9887,103,2159.93
157.047,1785.29,15.7187,104,2107.27
157.1077,1786.29,15.8042,105,2155.53
156.9519,1783.23,15.6816,106,2144.25
156.8512,1794.01,15.7242,107,2144.31
157.0003,1810.61,16.1331,108,2174.86
156.857,1829.17,15.6975,109,2198.87
156.8559,1802.6,15.5892,110,2136.84
156.9311,1804.44,15.436,111,2158.48
156.9273,1807.8,15.5715,112,2126.87
156.8272,1817.16,15.5945,113,2154.24
156.8095,1835.34,16.0492,114,2187.79
156.9075,1820.26,15.8012,115,2185.5
156.747,1838.07,15.7678,116,2228.72
156.896,1813.56,15.9241,117,2185.17
156.7346,1876.76,15.9317,118,2229.91
157.0813,1841.45,15.9897,119,2179.07
156.8052,1828.4,15.7737,120,2165.27
156.883,1831.22,15.7721,121,2192.98
156.7144,1842.47,15.8911,122,2201.33
156.8494,1838.81,15.7507,123,2190.48
157.0982,1868.71,16.0556,124,2219.16
156.7945,1843.79,15.6915,125,2177.42
156.6611,1855.69,15.7045,126,2189.36
156.8286,1854.85,15.7089,127,2187.72
156.8405,1822.72,15.6872,128,2199.77
156.8723,1823.94,15.6129,129,2127.93
157.0575,1824.65,15.7675,130,2213.78
156.8431,1861.01,15.9523,131,2215.72
156.792,1841.21,15.5868,132,2203.02
156.8374,1857.18,15.6544,133,2224.99
156.9195,1859.23,15.8572,134,2213.3
156.7242,1871.95,15.8259,135,2231.33
156.9798,1878.3,15.692,136,2197.9
156.7368,1860.1,15.7202,137,2189.22
156.7834,1802.03,15.4313,138,2106.34
156.877,1838.15,15.5871,139,2197.56
156.8493,1860.86,15.9044,140,2221.21
156.7025,1856.99,15.3951,141,2224.62
156.8549,1844.93,15.5029,142,2202.36
156.6792,1863.37,15.5057,143,2216.47
156.9098,1861.08,15.5523,144,2214.9
156.8713,1866.99,15.7308,145,2213.23
156.8614,1842.03,15.9486,146,2217.0
156.7425,1825.94,15.3298,147,2148.84
156.7247,1868.35,15.4854,148,2195.1
156.8541,1847.06,15.4363,149,2207.81
156.8227,1850.2,15.3295,150,2232.3
156.8471,1857.1,15.4991,151,2189.48
156.84,1846.97,15.5334,152,2184.77
156.795,1875.87,15.5776,153,2236.07
156.8704,1869.03,15.5872,154,2227.15
