Reward Loss,Running Update Time,Real Det Return,Itration,Running Reverse KL,Real Sto Return,Running Env Steps,Running Forward KL
-632.8042602539062,52,742.65,52,30.797,220.68,260000,71.5615
-644.5333251953125,53,882.62,53,31.083,317.37,265000,70.118
-644.9761962890625,54,968.53,54,29.9361,291.99,270000,69.4806
-669.7510375976562,55,929.79,55,29.9448,291.2,275000,69.7914
-666.67626953125,56,1013.86,56,29.0231,367.45,280000,66.4234
-698.0711669921875,57,817.24,57,30.0968,283.18,285000,68.082
-708.85595703125,58,984.22,58,30.1299,304.41,290000,68.6942
-719.981201171875,59,872.59,59,28.6704,239.54,295000,65.7501
-748.3858642578125,60,806.73,60,30.6558,330.69,300000,68.7025
-752.0912475585938,61,690.11,61,28.767,245.83,305000,66.9676
-770.7373046875,62,829.54,62,30.0182,309.5,310000,67.823
-801.40087890625,63,830.24,63,30.0755,307.66,315000,68.3179
-812.0521240234375,64,878.42,64,29.8323,291.05,320000,68.2366
-835.3320922851562,65,1017.34,65,30.0561,372.6,325000,68.4537
-850.5961303710938,66,1041.38,66,29.7925,329.83,330000,68.321
-857.2218627929688,67,1035.47,67,29.4372,264.96,335000,66.6492
-875.4990234375,68,831.75,68,30.1689,305.79,340000,68.4467
-911.8451538085938,69,811.97,69,30.0519,379.5,345000,67.8987
-911.7408447265625,70,918.03,70,29.4026,351.98,350000,65.4873
-950.0184936523438,71,974.38,71,29.9386,299.67,355000,68.1242
-983.9297485351562,72,729.57,72,30.6973,298.27,360000,70.5805
-979.7482299804688,73,766.38,73,30.2776,234.65,365000,69.6804
-990.0491333007812,74,841.47,74,29.7199,358.07,370000,67.9087
-1017.3362426757812,75,1074.7,75,30.4585,399.14,375000,68.6464
-1048.616943359375,76,969.46,76,30.0288,308.19,380000,70.3546
-1067.5880126953125,77,792.13,77,30.7344,339.69,385000,70.7915
-1088.978515625,78,734.34,78,29.9398,376.02,390000,68.4508
-1089.19873046875,79,711.61,79,30.2293,236.32,395000,69.19
-1101.65673828125,80,935.54,80,28.616,296.42,400000,66.3192
-1161.096435546875,81,868.26,81,30.0257,392.52,405000,68.2423
-1183.3963623046875,82,756.95,82,30.3125,268.84,410000,70.1353
-1189.796630859375,83,1011.79,83,29.7061,367.39,415000,67.9763
-1219.7010498046875,84,800.47,84,30.032,264.88,420000,69.1397
-1245.09033203125,85,731.79,85,29.9041,294.05,425000,68.724
-1241.1072998046875,86,966.9,86,30.0107,388.86,430000,68.1252
-1206.400390625,87,1140.19,87,27.7069,371.45,435000,63.7572
-1297.1429443359375,88,671.95,88,29.2555,294.78,440000,67.3636
-1308.675537109375,89,984.78,89,29.2791,339.74,445000,67.9072
-1343.7921142578125,90,833.08,90,29.1906,346.8,450000,66.8776
-1374.9564208984375,91,935.28,91,29.7322,315.31,455000,68.2443
-1423.5079345703125,92,995.15,92,30.2327,327.61,460000,70.8664
-1420.4696044921875,93,1096.56,93,29.5735,351.34,465000,67.5266
-1393.92041015625,94,974.32,94,28.4781,428.66,470000,64.4005
-1447.1246337890625,95,863.18,95,28.9124,381.1,475000,67.2173
-1484.218505859375,96,798.02,96,28.6832,308.5,480000,66.5469
-1497.2205810546875,97,955.78,97,28.658,363.55,485000,65.5937
-1565.719970703125,98,896.56,98,30.2053,383.55,490000,69.4246
-1535.4622802734375,99,1068.1,99,29.128,350.77,495000,66.23
-1626.5693359375,100,903.73,100,30.1731,332.6,500000,71.4612
-1618.2041015625,101,698.19,101,29.3285,325.91,505000,66.6823
-1635.9097900390625,102,858.03,102,29.553,343.35,510000,67.3819
-1684.0445556640625,103,802.3,103,29.5265,316.4,515000,69.2513
-1693.91748046875,104,734.18,104,28.6486,285.89,520000,67.3379
-1711.9044189453125,105,869.23,105,28.9094,300.37,525000,68.2861
-1745.526123046875,106,1017.44,106,29.0953,401.15,530000,67.6381
-1758.071044921875,107,855.3,107,28.1184,327.34,535000,65.808
-1777.11181640625,108,1007.49,108,28.3917,319.54,540000,65.9559
-1804.6265869140625,109,822.4,109,28.4996,356.16,545000,65.6096
-1860.023193359375,110,957.92,110,28.5392,346.2,550000,66.4829
-1878.47705078125,111,995.71,111,28.7076,383.5,555000,66.4521
-1925.24462890625,112,942.14,112,29.3779,318.34,560000,67.0236
-1977.3096923828125,113,988.34,113,29.1237,343.82,565000,67.9935
-1973.6732177734375,114,848.91,114,28.4899,278.96,570000,65.831
-2022.3836669921875,115,752.5,115,29.211,366.67,575000,66.108
-2065.0732421875,116,744.43,116,28.9789,309.31,580000,66.5016
-2074.718017578125,117,977.93,117,28.5879,300.45,585000,66.0874
-2152.6435546875,118,940.5,118,29.1505,312.38,590000,68.8917
-2023.122802734375,119,957.23,119,26.8846,390.22,595000,61.9977
-2179.714599609375,120,870.59,120,28.5517,306.86,600000,67.3269
-2208.845458984375,121,860.31,121,28.2898,348.88,605000,65.3601
-2263.431640625,122,872.34,122,29.5813,356.27,610000,67.6584
-2361.383056640625,123,779.8,123,30.3733,219.43,615000,71.7773
-2232.4970703125,124,1020.64,124,27.4044,400.59,620000,63.188
-2371.354248046875,125,859.63,125,29.484,330.46,625000,66.7496
-2468.9892578125,126,781.33,126,30.083,337.62,630000,67.7473
-2416.127197265625,127,843.68,127,28.6095,395.71,635000,64.6095
-2439.333984375,128,1011.42,128,28.5314,434.81,640000,65.2556
-2519.115478515625,129,947.65,129,29.012,365.48,645000,66.0548
-2613.795654296875,130,915.99,130,29.8558,322.33,650000,68.7892
-2556.74609375,131,933.88,131,28.6343,347.58,655000,65.0549
-2657.61376953125,132,1009.78,132,29.1588,392.94,660000,66.8395
-2753.273193359375,133,940.96,133,29.8961,309.68,665000,68.9306
-2766.54345703125,134,992.92,134,29.9612,370.72,670000,67.2781
-2824.089111328125,135,876.38,135,29.9009,360.41,675000,69.0721
-2768.614990234375,136,1000.26,136,28.0117,442.76,680000,63.8882
-2853.8974609375,137,967.6,137,29.0446,384.55,685000,66.8392
-2820.0078125,138,1012.18,138,28.4484,341.99,690000,65.4776
-2914.246337890625,139,966.42,139,28.3927,520.7,695000,65.7705
-2843.91357421875,140,1110.12,140,26.9071,383.28,700000,62.7192
-2796.58251953125,141,1108.36,141,26.6206,450.18,705000,61.8021
-3028.01904296875,142,983.06,142,29.1766,411.09,710000,67.7306
-2884.868896484375,143,1273.71,143,25.8204,504.33,715000,61.7698
-2817.82177734375,144,1544.79,144,25.5778,646.0,720000,59.0527
-2939.40234375,145,1056.77,145,25.7491,475.56,725000,59.592
-3000.36962890625,146,981.96,146,26.1512,445.87,730000,59.0995
-3257.763916015625,147,1088.85,147,28.5021,515.76,735000,65.5176
-2908.634033203125,148,1363.19,148,24.57,578.27,740000,57.1924
-3130.763671875,149,987.66,149,27.0573,510.42,745000,60.8911
-3116.270263671875,150,1123.63,150,25.9725,468.01,750000,59.7387
-3054.464111328125,151,1101.76,151,24.6485,522.6,755000,56.8182
-3367.416259765625,152,1153.78,152,27.8432,622.15,760000,62.8105
-3475.746826171875,153,1231.06,153,27.7285,472.59,765000,63.1062
-3252.21435546875,154,1051.95,154,24.8958,491.06,770000,58.8385
-3501.17431640625,155,1500.74,155,26.9752,613.23,775000,61.6469
-3539.942138671875,156,1419.31,156,27.5548,666.82,780000,61.4679
-3543.6630859375,157,1241.67,157,27.3207,807.96,785000,61.0242
-3554.623046875,158,1090.58,158,26.7916,450.49,790000,61.5544
-3801.526611328125,159,1298.08,159,27.8356,476.67,795000,63.5964
-3672.64697265625,160,974.44,160,25.515,428.22,800000,59.5696
-3435.074951171875,161,1493.2,161,24.1215,655.42,805000,56.1531
-3804.204345703125,162,1448.76,162,26.8299,744.56,810000,61.1278
-3980.954345703125,163,915.34,163,28.56,367.43,815000,65.3011
-3965.80126953125,164,854.15,164,26.5847,476.73,820000,61.3109
-4092.522705078125,165,974.22,165,27.7625,398.69,825000,64.0787
-3740.053466796875,166,1091.24,166,25.3856,482.06,830000,58.8645
-3986.893310546875,167,911.6,167,26.3718,738.97,835000,60.2112
-3726.819580078125,168,1108.55,168,23.4132,524.5,840000,57.1285
-3900.0498046875,169,1190.26,169,24.3058,533.45,845000,56.0391
-4016.749755859375,170,1210.29,170,24.5264,557.5,850000,57.9879
-3809.825927734375,171,1317.37,171,23.4855,682.57,855000,55.4744
-3806.51123046875,172,1557.5,172,24.0454,1030.86,860000,56.4614
-3949.36474609375,173,1414.76,173,23.2054,884.06,865000,54.2733
-4493.5859375,174,984.11,174,26.7612,471.08,870000,61.0528
-4376.6533203125,175,1016.49,175,25.9143,434.21,875000,59.0089
-4313.54345703125,176,1249.1,176,24.4071,826.48,880000,56.7987
-4153.68994140625,177,1251.65,177,23.5404,712.13,885000,55.0644
-4765.00146484375,178,1353.28,178,26.1545,528.25,890000,61.2157
-4743.84326171875,179,1036.55,179,26.2365,540.98,895000,58.9987
-4347.427734375,180,1195.8,180,22.908,655.71,900000,55.2945
-4664.4443359375,181,1183.79,181,24.487,527.55,905000,57.4268
-4575.3798828125,182,1519.75,182,24.8424,794.82,910000,56.6566
-4527.96044921875,183,1123.25,183,23.4418,803.82,915000,55.1788
-4817.09521484375,184,1207.91,184,24.6796,395.39,920000,57.414
-4125.33935546875,185,1571.46,185,22.1287,758.74,925000,52.7091
-4315.583984375,186,1496.43,186,21.5295,701.41,930000,52.7832
-4618.1044921875,187,1617.97,187,23.4975,881.27,935000,53.4283
-5328.05908203125,188,1226.28,188,26.2977,680.85,940000,59.6283
-5354.66259765625,189,1536.28,189,25.9969,520.36,945000,60.5052
-4721.71337890625,190,1856.5,190,22.051,930.83,950000,53.4425
-4870.81201171875,191,2110.23,191,22.775,1061.43,955000,53.7782
-5078.23388671875,192,1328.12,192,23.4124,487.07,960000,56.0385
-5321.91455078125,193,1655.62,193,23.7192,805.6,965000,55.8016
-5279.2734375,194,1236.73,194,24.9298,529.75,970000,56.6233
-5214.1943359375,195,1348.92,195,22.5243,625.77,975000,54.7502
-5363.64404296875,196,1702.16,196,23.5438,930.37,980000,55.6171
-4979.9677734375,197,1350.02,197,20.1884,955.18,985000,51.3295
-4967.81591796875,198,1949.71,198,21.251,934.53,990000,51.3401
-5255.6982421875,199,1674.27,199,21.3612,660.5,995000,52.5313
-5178.81298828125,200,1683.6,200,21.438,862.02,1000000,52.2661
-5715.927734375,201,1242.81,201,23.2245,770.7,1005000,56.3443
-4609.310546875,202,1688.03,202,18.5883,799.07,1010000,49.8651
-5459.08740234375,203,1755.71,203,21.2239,942.5,1015000,53.2571
-5871.74951171875,204,1948.13,204,23.2942,1002.09,1020000,56.3126
-5290.8388671875,205,2053.86,205,20.3736,802.38,1025000,53.0191
-6235.56689453125,206,1512.87,206,24.3208,757.03,1030000,57.4139
-5016.509765625,207,1887.88,207,18.7542,1011.49,1035000,49.8987
-5006.21875,208,1958.73,208,18.8288,653.68,1040000,50.7251
-5406.22021484375,209,1761.71,209,20.3247,894.82,1045000,51.4566
-5367.75732421875,210,1736.24,210,19.5538,1289.48,1050000,51.219
-6024.7431640625,211,1371.44,211,21.592,631.26,1055000,52.6992
-6442.6201171875,212,1327.21,212,22.3477,588.02,1060000,54.9493
-6618.49365234375,213,1787.16,213,23.354,834.89,1065000,56.4637
-6865.7236328125,214,1441.22,214,24.363,620.59,1070000,57.1831
-7153.92822265625,215,1296.79,215,25.6112,592.97,1075000,59.0789
-6735.6787109375,216,1357.59,216,22.9335,671.61,1080000,55.0081
-6004.45458984375,217,1287.71,217,19.0496,843.91,1085000,50.4661
-7639.15869140625,218,1184.0,218,26.5878,548.85,1090000,61.8014
-6490.2958984375,219,1416.34,219,20.5488,604.52,1095000,52.7034
-6928.20166015625,220,1590.79,220,22.1525,761.46,1100000,54.3504
-7702.77880859375,221,1625.65,221,25.0012,786.89,1105000,59.4055
-7453.50341796875,222,1483.05,222,24.4044,691.69,1110000,57.0113
-7899.96240234375,223,1253.32,223,25.3095,728.72,1115000,59.6065
-7792.73486328125,224,1270.23,224,24.5578,657.21,1120000,58.7754
-7634.43505859375,225,1355.36,225,23.3377,638.94,1125000,56.2367
-7720.26708984375,226,1387.45,226,23.5599,657.54,1130000,56.9451
-7313.9091796875,227,1441.15,227,21.2977,706.34,1135000,53.9353
-7014.90771484375,228,1955.63,228,20.7949,850.01,1140000,52.0013
-8412.830078125,229,1276.29,229,25.3881,647.96,1145000,60.0011
-7556.79296875,230,1797.31,230,21.5875,947.01,1150000,53.2395
-7888.49658203125,231,1766.04,231,22.3276,669.69,1155000,53.4977
-7094.9345703125,232,1700.34,232,20.6611,664.36,1160000,51.6063
-8738.576171875,233,1902.85,233,25.2912,724.87,1165000,60.02
-7894.009765625,234,1998.93,234,21.5209,799.36,1170000,53.0069
-7336.90673828125,235,2121.56,235,20.7733,917.81,1175000,52.0297
-7163.9619140625,236,1798.09,236,20.0161,869.77,1180000,51.45
-6327.59765625,237,2030.91,237,17.5184,824.2,1185000,48.7342
-8401.8232421875,238,1523.25,238,22.8061,996.94,1190000,53.2262
-8216.091796875,239,1388.73,239,22.0321,1006.99,1195000,53.019
-8484.701171875,240,1618.79,240,22.1807,722.88,1200000,53.5689
-7569.77099609375,241,2415.16,241,20.2902,827.18,1205000,51.1461
-7555.7138671875,242,2327.2,242,20.757,991.13,1210000,51.1639
-9615.2958984375,243,1429.77,243,25.8289,783.74,1215000,58.497
-6545.75537109375,244,1455.11,244,18.1807,887.99,1220000,49.1165
-8088.92236328125,245,1634.5,245,19.935,836.65,1225000,51.0741
-8796.3203125,246,1733.19,246,22.6963,1166.98,1230000,53.5105
-9752.08203125,247,1617.39,247,26.1996,772.75,1235000,59.0501
-9643.03515625,248,1764.45,248,24.8567,827.91,1240000,56.7773
-9249.919921875,249,1446.93,249,22.8398,657.39,1245000,54.8927
-10658.578125,250,1027.22,250,27.1538,468.12,1250000,63.219
-8809.3603515625,251,1543.83,251,21.8506,1137.65,1255000,53.2011
-8968.1044921875,252,1437.78,252,22.385,817.82,1260000,53.358
-9299.4287109375,253,1623.27,253,22.4212,692.15,1265000,53.2456
-10214.515625,254,1524.65,254,25.603,797.65,1270000,58.941
-9977.484375,255,2008.68,255,24.6373,1156.72,1275000,56.5365
-8911.1416015625,256,1792.59,256,20.8581,563.75,1280000,52.2249
-9724.8505859375,257,1421.64,257,22.5703,772.89,1285000,54.7131
-8854.9912109375,258,1336.34,258,20.4879,644.8,1290000,52.3127
-10804.3994140625,259,1192.55,259,25.5842,682.93,1295000,58.8694
-11289.7666015625,260,1222.16,260,31.792,668.99,1300000,61.225
-9762.1103515625,261,1368.75,261,23.0801,715.42,1305000,53.7162
-9602.22265625,262,1503.76,262,21.1012,607.81,1310000,52.8165
-11015.2451171875,263,1129.15,263,24.8853,518.38,1315000,58.435
-10282.8544921875,264,1263.37,264,23.2146,683.56,1320000,54.576
-11025.18359375,265,1614.52,265,26.1591,679.67,1325000,58.079
-11255.60546875,266,1382.88,266,25.7842,647.72,1330000,58.1782
-10638.7314453125,267,1183.87,267,24.5684,511.87,1335000,57.3995
-11737.53125,268,1353.95,268,27.2488,804.54,1340000,61.619
-11933.31640625,269,1001.47,269,26.991,506.35,1345000,61.6898
-11583.9306640625,270,901.95,270,25.5345,576.54,1350000,59.6826
-11851.056640625,271,1256.79,271,25.5355,436.74,1355000,59.4136
-11335.921875,272,1066.41,272,23.6532,370.27,1360000,55.6507
-11937.3037109375,273,1133.24,273,26.2853,448.63,1365000,59.7729
-11568.5546875,274,1214.23,274,24.442,532.3,1370000,56.8017
-12154.6953125,275,955.93,275,25.8138,442.25,1375000,60.1343
-12195.0830078125,276,1135.83,276,26.3106,486.11,1380000,60.9827
-12636.318359375,277,1068.7,277,27.7659,435.5,1385000,62.0842
-12590.134765625,278,1052.28,278,26.479,412.21,1390000,61.9982
-11980.978515625,279,1253.3,279,25.1502,528.29,1395000,58.486
-13362.8115234375,280,1093.89,280,28.8721,429.15,1400000,67.2559
-12777.6201171875,281,1093.05,281,25.9503,423.7,1405000,60.6351
-12813.9248046875,282,817.03,282,26.1304,392.64,1410000,62.1489
-12775.646484375,283,921.46,283,25.7684,357.06,1415000,60.1353
-13472.9755859375,284,1024.99,284,27.2915,447.05,1420000,62.8935
-13175.03515625,285,1164.68,285,26.1205,529.49,1425000,61.5236
-11676.35546875,286,1115.08,286,22.8323,672.5,1430000,55.2422
-12662.833984375,287,1079.94,287,25.0714,505.3,1435000,59.7665
-12993.5634765625,288,1185.62,288,25.5434,470.74,1440000,59.2025
-13318.333984375,289,1245.88,289,26.1374,667.77,1445000,59.9464
-11898.2919921875,290,970.22,290,22.7919,559.13,1450000,54.6967
-13796.814453125,291,1064.51,291,26.5614,448.36,1455000,63.1159
-13425.53125,292,1170.77,292,25.2412,553.22,1460000,59.0521
-13745.04296875,293,880.02,293,25.7087,506.11,1465000,61.2523
-14063.59765625,294,1113.08,294,26.2049,352.1,1470000,61.3031
-13577.81640625,295,985.21,295,25.3583,491.1,1475000,59.9545
-14203.1220703125,296,1058.74,296,26.6885,541.27,1480000,62.3138
-12770.982421875,297,1196.01,297,22.8699,474.95,1485000,56.1019
-14220.1005859375,298,1280.38,298,25.7866,509.73,1490000,60.4171
-14795.4609375,299,1108.36,299,27.1172,557.19,1495000,62.8633
-13500.6181640625,300,1267.15,300,24.6933,630.16,1500000,58.118
-13922.3857421875,301,1155.44,301,24.8173,650.88,1505000,57.6361
-14434.5126953125,302,1008.31,302,25.9508,649.43,1510000,60.9606
-14674.541015625,303,1185.26,303,27.032,602.82,1515000,62.8277
-12823.6787109375,304,1680.95,304,21.8755,814.84,1520000,53.5768
-13545.8642578125,305,1315.95,305,23.5481,573.97,1525000,55.832
-14562.34765625,306,1268.13,306,26.108,536.0,1530000,60.5669
-14461.5478515625,307,899.43,307,26.2756,480.76,1535000,60.4646
-13551.6533203125,308,1168.77,308,23.0248,614.4,1540000,56.5563
-13255.5029296875,309,1481.15,309,22.2996,909.65,1545000,54.2869
-14415.7197265625,310,1501.74,310,24.5964,637.93,1550000,57.6474
-12579.2841796875,311,1452.38,311,21.0684,705.26,1555000,52.1839
-13920.275390625,312,1972.92,312,22.6748,598.08,1560000,55.8818
-14982.486328125,313,1263.66,313,25.3695,643.06,1565000,59.5459
